TimeElapsed,Iteration,ActionIn1,NumTrajectories,MountainCar_std0_higher,ReturnMean,NumTrainableParams,MountainCar_mu0_higher,MountainCar_mu1_higher,AvgEpLen,MountainCar_std1_higher,MinEpLen,TimestepsSoFar
0.5491209030151367,1,-2.806516,1,0.14999999,-8.74218,2,0.40025148,0.9164054,999.0,1.5,999,999
1.166274070739746,2,0.35624534,2,0.14999999,-5.5281873,,0.40025148,0.9164054,999.0,1.5,999,1998
1.7195243835449219,3,2.5821373,3,0.14999999,-6.091261,,0.40025148,0.9164054,999.0,1.5,999,2997
2.0680291652679443,4,1.7445352,4,0.14999999,-5.4326096,,0.40025148,0.9164054,999.0,1.5,999,3996
2.4650819301605225,5,1.9028891,5,0.14999999,-7.021395,,0.40025148,0.9164054,999.0,1.5,999,4995
2.8053195476531982,6,-0.45053133,6,0.14999999,-6.659697,,0.40025148,0.9164054,999.0,1.5,999,5994
3.1312754154205322,7,1.8287985,7,0.14999999,-5.9800696,,0.40025148,0.9164054,999.0,1.5,999,6993
3.4566142559051514,8,1.1655666,8,0.14999999,-6.439659,,0.40025148,0.9164054,999.0,1.5,999,7992
3.7929482460021973,9,3.859465,9,0.14999999,-6.2065635,,0.40025148,0.9164054,999.0,1.5,999,8991
4.114575147628784,10,0.93415797,10,0.14999999,-7.461745,,0.40025148,0.9164054,999.0,1.5,999,9990
4.438997745513916,11,2.4690218,11,0.14999999,-7.597564,,0.40025148,0.9164054,999.0,1.5,999,10989
4.76117730140686,12,2.5597415,12,0.14999999,-7.798301,,0.40025148,0.9164054,999.0,1.5,999,11988
5.032841682434082,13,1.7128575,13,0.14999999,-7.531413,,0.40025148,0.9164054,999.0,1.5,999,12987
5.296274423599243,14,2.5324159,14,0.14999999,-7.611005,,0.40025148,0.9164054,999.0,1.5,999,13986
5.558489084243774,15,-0.23757309,15,0.14999999,-7.490666,,0.40025148,0.9164054,999.0,1.5,999,14985
5.824893236160278,16,3.4134874,16,0.14999999,-8.405319,,0.40025148,0.9164054,999.0,1.5,999,15984
6.092686653137207,17,1.7940481,17,0.14999999,-8.832214,,0.40025148,0.9164054,999.0,1.5,999,16983
6.35654354095459,18,4.5308104,18,0.14999999,-8.463872,,0.40025148,0.9164054,999.0,1.5,999,17982
6.619937181472778,19,-1.8896196,19,0.14999999,-9.145471,,0.40025148,0.9164054,999.0,1.5,999,18981
6.882659196853638,20,1.414119,20,0.14999999,-9.02017,,0.40025148,0.9164054,999.0,1.5,999,19980
7.151298999786377,21,0.68479544,21,0.14999999,-8.895064,,0.40025148,0.9164054,999.0,1.5,999,20979
7.414842844009399,22,0.056276307,22,0.14999999,-8.825129,,0.40025148,0.9164054,999.0,1.5,999,21978
7.680367708206177,23,2.5452654,23,0.14999999,-8.489961,,0.40025148,0.9164054,999.0,1.5,999,22977
7.944432735443115,24,4.597667,24,0.14999999,-8.665005,,0.40025148,0.9164054,999.0,1.5,999,23976
8.210358142852783,25,2.1486979,25,0.14999999,-8.407676,,0.40025148,0.9164054,999.0,1.5,999,24975
8.475420951843262,26,-0.8291975,26,0.14999999,-8.43124,,0.40025148,0.9164054,999.0,1.5,999,25974
8.741418838500977,27,0.36716932,27,0.14999999,-8.316067,,0.40025148,0.9164054,999.0,1.5,999,26973
9.005275011062622,28,0.4173339,28,0.14999999,-8.439496,,0.40025148,0.9164054,999.0,1.5,999,27972
9.270525693893433,29,0.68840414,29,0.14999999,-8.604587,,0.40025148,0.9164054,999.0,1.5,999,28971
9.534742832183838,30,0.7602579,30,0.14999999,-8.7512865,,0.40025148,0.9164054,999.0,1.5,999,29970
9.871112823486328,31,3.458213,31,0.14999999,-9.013398,,0.40025148,0.9164054,999.0,1.5,999,30969
