InvPendulum_std1_higher,BoundBonus,DenMISELogLast,Bound,InvPendulum_mu2_higher,ReturnLastEpisode,InvPendulum_std3_higher,Regret/t,InvPendulum_std0_higher,Delta,InvPendulum_mu1_higher,ReturnAbsMax,IWMean,InvPendulum_mu0_higher,IWMax,Regret,AvgEpLen,TimestepsSoFar,IWMin,InvPendulum_mu3_higher,GridSize,TimeElapsed,IWFirstEpisode,InvPendulum_std2_higher,ActionIn1,DenMISEMeanLog,MinEpLen,DenMISELogFirst,BoundMISE,NumTrainableParams,ReturnMax,ReturnMin,ReturnMean,IWLastEpisode,NumTrajectories,Iteration
0.0009999999,812.82556,20.42869,725.59753,-0.2,-107.77714,0.0009999999,118.93677,0.0009999999,1.3520007e-05,0.2,138.912,1.0,-0.2,23.0,2735.5457,28.434782608695652,654,,0.2,16,1.338188648223877,,0.0009999999,-0.0016345382,19.124146,13,16.81569,-87.228,,-96.23774,-138.912,-113.93677,,23,23
0.0009999999,815.90533,20.76172,728.6023,-0.2,-111.99029,0.0009999999,118.855675,0.0009999999,1.2416813e-05,0.2,138.912,0.99999905,0.2,23.999977,2852.5361,27.916666666666668,670,,-0.2,16,1.3892948627471924,,0.0009999999,0.0008533001,19.180471,13,16.773129,-87.30302,,-96.23774,-138.912,-113.855675,,24,24
0.0009999999,818.84845,20.79928,730.63055,0.2,-109.08708,0.0009999999,118.664925,0.0009999999,1.1443334e-05,0.2,138.912,1.0000001,0.2,25.000002,2966.623,27.56,689,,0.2,16,1.4433350563049316,,0.0009999999,0.79796916,19.233759,13,16.732307,-88.21787,,-96.23774,-138.912,-113.664925,,25,25
0.0009999999,821.6662,18.746552,728.35974,0.2,-103.41583,0.0009999999,118.27074,0.0009999999,1.0580005e-05,0.2,138.912,1.0000001,-0.2,26.000004,3075.039,26.923076923076923,700,,0.2,16,1.494124174118042,,0.0009999999,0.40026975,19.20397,11,16.693087,-93.30644,,-96.23774,-138.912,-113.27074,,26,26
0.0009999999,824.3685,18.881369,730.3683,-0.2,-119.361115,0.0009999999,118.49629,0.0009999999,9.810813e-06,-0.2,138.912,1.0000006,-0.2,27.000015,3199.4,26.962962962962962,728,,-0.2,16,1.5553076267242432,,0.0009999999,-0.80142385,19.18135,11,16.655346,-94.00024,,-96.23774,-138.912,-113.49629,,27,27
0.0009999999,826.9642,20.755447,730.72723,-0.2,-118.41987,0.0009999999,118.672134,0.0009999999,9.122555e-06,-0.2,138.912,1.0000004,0.2,28.00001,3322.8198,28.035714285714285,785,,0.2,16,1.6333329677581787,,0.0009999999,-0.0016497076,19.227255,11,16.618979,-96.23694,,-96.23774,-138.912,-113.672134,,28,28
0.0009999999,829.461,18.425217,732.29877,0.2,-130.24728,0.0009999999,119.2437,0.0009999999,8.504261e-06,-0.2,138.912,1.0000004,0.2,29.000011,3458.0671,28.275862068965516,820,,-0.2,16,1.6978514194488525,,0.0009999999,0.0032114685,19.189617,11,16.583887,-97.162224,,-96.23774,-138.912,-114.2437,,29,29
0.0009999999,831.8661,15.560591,728.6045,0.2,-116.6525,0.0009999999,119.32399,0.0009999999,7.94676e-06,-0.2,138.912,1.0000001,0.2,30.000002,3579.7197,28.4,852,,0.2,16,1.7607743740081787,,0.0009999999,0.39871675,19.058985,11,16.549986,-103.26157,,-96.23774,-138.912,-114.32399,,30,30
0.0009999999,834.1857,19.582226,728.4768,-0.2,-133.74486,0.0009999999,119.95046,0.0009999999,7.4423347e-06,-0.2,138.912,0.99999946,-0.2,30.999983,3718.4644,28.64516129032258,888,,0.2,16,1.8247296810150146,,0.0009999999,-0.4013024,19.06649,11,16.517197,-105.7089,,-96.23774,-138.912,-114.95046,,31,31
0.0009999999,836.4256,19.921232,726.92847,0.2,-128.91284,0.0009999999,120.386795,0.0009999999,6.984457e-06,-0.2,138.912,0.9999995,-0.2,31.999985,3852.3774,29.03125,929,,0.2,16,1.8952887058258057,,0.0009999999,-0.0014323145,19.084106,11,16.485447,-109.49711,,-96.23774,-138.912,-115.386795,,32,32
0.0009999999,inf,20.22606,inf,-0.2,-140.21199,0.0009999999,121.13907,0.0009999999,1.3615693e-06,-0.2,140.21199,,-0.2,,3997.5894,29.484848484848484,973,,,81,1.9675936698913574,,0.0009999999,-0.60104185,19.109877,11,16.454676,,,-96.23774,-140.21199,-116.13907,,33,33
0.0009999999,inf,20.13091,inf,,-132.14688,0.0009999999,121.609886,0.0009999999,1.2826548e-06,-0.2,140.21199,,-0.2,,4134.7363,30.264705882352942,1029,,-0.2,81,3.3069698810577393,,0.0009999999,-0.5996439,19.11093,11,16.424822,,,-96.23774,-140.21199,-116.609886,,34,34
0.0009999999,inf,17.687695,inf,,-114.78897,0.0009999999,121.55786,0.0009999999,1.2104073e-06,-0.2,140.21199,,-0.2,,4254.5254,31.457142857142856,1101,,,81,3.4989981651306152,,0.0009999999,-0.40126815,19.042107,11,16.395836,,,-96.23774,-140.21199,-116.55786,,35,35
0.0009999999,inf,18.43745,inf,,-493.20218,0.0009999999,132.0202,0.0009999999,1.1440965e-06,-0.2,493.20218,,-0.2,,4752.7275,44.47222222222222,1601,,0.2,81,3.91174578666687,,0.0009999999,-0.2001681,18.997925,11,16.367664,,,-96.23774,-493.20218,-127.02021,,36,36
0.0009999999,inf,16.522665,inf,0.2,-495.6923,0.0009999999,141.98433,0.0009999999,1.0830892e-06,-0.2,495.6923,,-0.2,,5253.42,56.78378378378378,2101,,,81,4.334482908248901,,0.0009999999,-0.20436545,18.904366,11,16.340265,,,-96.23774,-495.6923,-136.98433,,37,37
0.0009999999,inf,17.589588,inf,-0.2,-131.70804,0.0009999999,141.84547,0.0009999999,1.0268345e-06,-0.2,495.6923,,,,5390.128,56.39473684210526,2143,,-0.2,81,4.509875059127808,,0.0009999999,-0.6025352,18.843801,11,16.313597,,,-96.23774,-495.6923,-136.84547,,38,38
0.0009999999,inf,17.66558,inf,-0.2,-117.07669,0.0009999999,141.33856,0.0009999999,9.748514e-07,-0.2,495.6923,,,,5512.204,55.87179487179487,2179,,,81,4.689964532852173,,0.0009999999,-0.40480372,18.78828,11,16.287622,,,-96.23774,-495.6923,-136.33856,,39,39
0.0009999999,inf,16.4879,inf,-0.2,-120.13331,0.0009999999,140.93344,0.0009999999,9.267181e-07,-0.2,495.6923,,,,5637.338,55.175,2207,,0.2,81,4.886066198348999,,0.0009999999,-0.20118342,18.706089,11,16.262304,,,-96.23774,-495.6923,-135.93344,,40,40
0.0009999999,inf,19.709545,inf,,-117.320206,0.0009999999,140.47946,0.0009999999,8.820637e-07,-0.2,495.6923,,,,5759.658,54.34146341463415,2228,,-0.2,81,5.063235521316528,,0.0009999999,-0.40002313,18.70647,11,16.237612,,,-96.23774,-495.6923,-135.47946,,41,41
0.0009999999,inf,19.759928,inf,,-119.808174,0.0009999999,140.10632,0.0009999999,8.405606e-07,-0.2,495.6923,,,,5884.466,55.214285714285715,2319,,,81,5.295881271362305,,0.0009999999,-0.20047605,18.708029,11,16.213514,,,-96.23774,-495.6923,-135.10632,,42,42
0.0009999999,inf,18.820356,inf,,-488.1348,0.0009999999,148.3163,0.0009999999,8.019195e-07,-0.2,495.6923,,,,6377.6006,65.55813953488372,2819,,0.2,81,5.7272703647613525,,0.0009999999,0.00021453202,18.687658,11,16.189983,,,-96.23774,-495.6923,-143.3163,,43,43
0.0009999999,inf,18.706924,inf,0.2,-496.42636,0.0009999999,156.34154,0.0009999999,7.658827e-07,-0.2,496.42636,,,,6879.0273,75.43181818181819,3319,,-0.2,81,6.148475170135498,,0.0009999999,-0.19878885,18.66563,11,16.166994,,,-96.23774,-496.42636,-151.34154,,44,44
0.0009999999,inf,19.089705,inf,0.2,-104.69591,0.0009999999,155.30496,0.0009999999,7.3222174e-07,-0.2,496.42636,,,,6988.723,74.24444444444444,3341,,,81,6.318323612213135,,0.0009999999,-6.780593e-05,18.653078,11,16.144522,,,-96.23774,-496.42636,-150.30496,,45,45
0.0009999999,inf,19.746382,inf,0.2,-126.57528,0.0009999999,154.7891,0.0009999999,7.0073213e-07,-0.2,496.42636,,,,7120.2983,73.30434782608695,3372,,0.2,81,6.504323244094849,,0.0009999999,0.20122634,18.655346,11,16.122541,,,-96.23774,-496.42636,-149.7891,,46,46
0.0009999999,inf,19.646282,inf,-0.2,-131.98817,0.0009999999,154.41035,0.0009999999,6.7123085e-07,-0.2,496.42636,,0.2,,7257.2866,72.48936170212765,3407,,,81,6.681002140045166,,0.0009999999,-0.19693865,18.655382,11,16.101036,,,-96.23774,-496.42636,-149.41035,,47,47
0.0009999999,inf,18.735264,inf,,-112.926926,0.0009999999,153.65028,0.0009999999,6.435543e-07,-0.2,496.42636,,0.2,,7375.214,71.33333333333333,3424,,-0.2,81,6.846632719039917,,0.0009999999,-0.200995,18.63643,11,16.079983,,,-96.23774,-496.42636,-148.65028,,48,48
0.0009999999,inf,18.358704,inf,,-77.61992,0.0009999999,152.20068,0.0009999999,6.175547e-07,-0.2,496.42636,,0.2,,7457.8335,71.36734693877551,3497,,,81,7.0482378005981445,,0.0009999999,0.00033719133,18.610563,11,16.059362,,,-77.61992,-496.42636,-147.20068,,49,49
0.0009999999,inf,19.648752,inf,,-153.18407,0.0009999999,152.32036,0.0009999999,5.930996e-07,-0.2,496.42636,,0.2,,7616.0176,71.04,3552,,0.2,81,7.255032300949097,,0.0009999999,0.19574255,18.611528,11,16.03916,,,-77.61992,-496.42636,-147.32036,,50,50
0.0009999999,inf,17.090054,inf,0.2,-142.87164,0.0009999999,152.23312,0.0009999999,5.700688e-07,-0.2,496.42636,,0.2,,7763.8896,70.52941176470588,3597,,,81,7.448564291000366,,0.0009999999,0.2023338,18.562283,11,16.019358,,,-77.61992,-496.42636,-147.23312,,51,51
0.0009999999,inf,18.254627,inf,-0.2,-118.70562,0.0009999999,151.68451,0.0009999999,5.483539e-07,,496.42636,,-0.2,,7887.5947,69.78846153846153,3629,,-0.2,81,7.6284661293029785,,0.0009999999,-0.60169715,18.537321,11,15.99994,,,-77.61992,-496.42636,-146.68451,,52,52
0.0009999999,inf,17.885204,inf,-0.2,-106.064156,0.0009999999,150.91809,0.0009999999,5.2785657e-07,,496.42636,,-0.2,,7998.659,69.30188679245283,3673,,,81,7.815023899078369,,0.0009999999,-0.39747602,18.506329,11,15.980891,,,-77.61992,-496.42636,-145.91809,,53,53
0.0009999999,inf,17.669147,inf,-0.2,-115.14167,0.0009999999,150.34816,0.0009999999,5.084873e-07,,496.42636,,-0.2,,8118.801,68.48148148148148,3698,,0.2,81,7.989447832107544,,0.0009999999,-0.20046107,18.472477,11,15.962199,,,-77.61992,-496.42636,-145.34816,,54,54
0.0009999999,inf,19.71319,inf,,-120.63997,0.0009999999,149.89891,0.0009999999,4.9016495e-07,,496.42636,,-0.2,,8244.44,67.76363636363637,3727,,-0.2,81,8.168874979019165,,0.0009999999,-0.39537948,18.477022,11,15.9438505,,,-77.61992,-496.42636,-144.89891,,55,55
0.0009999999,inf,16.458746,inf,,-106.5929,0.0009999999,149.21487,0.0009999999,4.7281532e-07,,496.42636,,-0.2,,8356.033,66.85714285714286,3744,,,81,8.343117475509644,,0.0009999999,-0.20167026,18.423283,11,15.925832,,,-77.61992,-496.42636,-144.21487,,56,56
0.0009999999,inf,17.990986,inf,,-439.15768,0.0009999999,154.38933,0.0009999999,4.563709e-07,,496.42636,,-0.2,,8800.191,74.45614035087719,4244,,0.2,81,8.776138544082642,,0.0009999999,0.00079885125,18.39831,11,15.908132,,,-77.61992,-496.42636,-149.38933,,57,57
0.0009999999,inf,17.356655,inf,0.2,-211.35555,0.0009999999,155.4577,0.0009999999,4.4076967e-07,,496.42636,,-0.2,,9016.547,75.22413793103448,4363,,-0.2,81,9.002043962478638,,0.0009999999,-0.19883433,18.36326,11,15.89074,,,-77.61992,-496.42636,-150.4577,,58,58
0.0009999999,inf,18.10041,inf,0.2,-106.35672,0.0009999999,154.71022,0.0009999999,4.259549e-07,,496.42636,,-0.2,,9127.903,74.30508474576271,4384,,,81,9.17988896369934,,0.0009999999,-0.001110535,18.342,11,15.873646,,,-77.61992,-496.42636,-149.71022,,59,59
0.0009999999,inf,14.818215,inf,0.2,-105.86005,0.0009999999,153.9794,0.0009999999,4.1187477e-07,,496.42636,,-0.2,,9238.764,73.48333333333333,4409,,0.2,81,9.365869760513306,,0.0009999999,0.1975787,18.266743,11,15.856839,,,-77.61992,-496.42636,-148.9794,,60,60
0.0009999999,inf,18.7775,inf,-0.2,-125.52842,0.0009999999,153.59494,0.0009999999,3.984813e-07,,496.42636,,,,9369.291,72.73770491803279,4437,,-0.2,81,9.54853081703186,,0.0009999999,-0.39774927,18.258858,11,15.840309,,,-77.61992,-496.42636,-148.59494,,61,61
0.0009999999,inf,19.157734,inf,-0.2,-115.7611,0.0009999999,153.06537,0.0009999999,3.8573074e-07,,496.42636,,,,9490.053,71.98387096774194,4463,,,81,9.729523181915283,,0.0009999999,-0.19990987,18.257359,11,15.824049,,,-77.61992,-496.42636,-148.06537,,62,62
0.0009999999,inf,18.179129,inf,-0.2,-104.838524,0.0009999999,152.37921,0.0009999999,3.735825e-07,,496.42636,,,,9599.891,71.15873015873017,4483,,0.2,81,9.913506031036377,,0.0009999999,0.00071042776,18.240368,11,15.808048,,,-77.61992,-496.42636,-147.37921,,63,63
0.0009999999,inf,19.501766,inf,,-120.83857,0.0009999999,151.96454,0.0009999999,3.6199927e-07,,496.42636,,,,9725.73,70.515625,4513,,-0.2,81,10.095312595367432,,0.0009999999,-0.19717664,18.244576,11,15.7923,,,-77.61992,-496.42636,-146.96454,,64,64
0.0009999999,inf,17.929567,inf,,-118.90918,0.0009999999,151.5329,0.0009999999,3.5094652e-07,,496.42636,,,,9849.639,70.76923076923077,4600,,,81,10.309779644012451,,0.0009999999,0.0005604904,18.224463,11,15.776796,,,-77.61992,-496.42636,-146.5329,,65,65
0.0009999999,inf,18.552145,inf,,-154.67403,0.0009999999,151.65625,0.0009999999,3.4039232e-07,,496.42636,,,,10009.3125,70.68181818181819,4665,,0.2,81,10.510757207870483,,0.0009999999,0.19926888,18.214392,11,15.761529,,,-77.61992,-496.42636,-146.65625,,66,66
0.0009999999,inf,19.465607,inf,0.2,-122.79488,0.0009999999,151.30011,0.0009999999,3.3030722e-07,,496.42636,,,,10137.107,70.02985074626865,4692,,-0.2,81,10.694068431854248,,0.0009999999,0.0018818378,18.218254,11,15.7464905,,,-77.61992,-496.42636,-146.30011,,67,67
0.0009999999,inf,16.431871,inf,0.2,-112.41168,0.0009999999,150.80176,0.0009999999,3.206637e-07,,496.42636,,,,10254.52,69.48529411764706,4725,,,81,10.88225769996643,,0.0009999999,0.20046955,18.177385,11,15.731675,,,-77.61992,-496.42636,-145.80176,,68,68
0.0009999999,inf,17.610767,inf,0.2,-123.40778,0.0009999999,150.47722,0.0009999999,3.1143645e-07,,496.42636,,,,10382.928,68.8840579710145,4753,,0.2,81,11.067515134811401,,0.0009999999,0.39966714,18.154789,11,15.717077,,,-77.61992,-496.42636,-145.47722,,69,69
0.0009999999,inf,18.17143,inf,-0.2,-122.6024,0.0009999999,150.15044,0.0009999999,3.0260182e-07,,496.42636,,0.2,,10510.53,68.27142857142857,4779,,-0.2,81,11.25467824935913,,0.0009999999,-0.1996977,18.14084,11,15.702688,,,-77.61992,-496.42636,-145.15044,,70,70
0.0009999999,inf,17.842602,inf,-0.2,-119.03575,0.0009999999,149.78262,0.0009999999,2.9413786e-07,,496.42636,,0.2,,10634.566,67.63380281690141,4802,,,81,11.435900926589966,,0.0009999999,0.0011086493,18.122656,11,15.688503,,,-77.61992,-496.42636,-144.78262,,71,71
0.0009999999,inf,16.908731,inf,-0.2,-114.899796,0.0009999999,149.36758,0.0009999999,2.8602412e-07,,496.42636,,0.2,,10754.466,67.01388888888889,4825,,0.2,81,11.619982242584229,,0.0009999999,0.20254517,18.092003,11,15.674518,,,-77.61992,-496.42636,-144.36758,,72,72
0.0009999999,inf,18.079126,inf,,-115.97849,0.0009999999,148.97868,0.0009999999,2.7824152e-07,,496.42636,,0.2,,10875.444,66.36986301369863,4845,,-0.2,81,11.800086498260498,,0.0009999999,-0.0021867007,18.078224,11,15.660724,,,-77.61992,-496.42636,-143.97868,,73,73
0.0009999999,inf,17.854918,inf,,-111.71459,0.0009999999,148.54268,0.0009999999,2.707723e-07,,496.42636,,0.2,,10992.158,65.77027027027027,4867,,,81,11.982549667358398,,0.0009999999,0.1946073,18.061785,11,15.647119,,,-77.61992,-496.42636,-143.54268,,74,74
0.0009999999,inf,15.356188,inf,,-120.57385,0.0009999999,148.23643,0.0009999999,2.6359982e-07,,496.42636,,0.2,,11117.732,65.21333333333334,4891,,0.2,81,12.180395603179932,,0.0009999999,0.40375078,18.012466,11,15.633696,,,-77.61992,-496.42636,-143.23643,,75,75
0.0009999999,inf,16.069712,inf,0.2,-119.80927,0.0009999999,147.92818,0.0009999999,2.5670863e-07,,496.42636,,0.2,,11242.542,64.65789473684211,4914,,-0.2,81,12.36287546157837,,0.0009999999,0.19948424,17.973831,11,15.62045,,,-77.61992,-496.42636,-142.92818,,76,76
0.0009999999,inf,18.767673,inf,0.2,-112.87732,0.0009999999,147.53792,0.0009999999,2.5008418e-07,,496.42636,,0.2,,11360.42,64.05194805194805,4932,,,81,12.542564868927002,,0.0009999999,0.39642575,17.97124,11,15.607378,,,-77.61992,-496.42636,-142.53792,,77,77
0.0009999999,inf,16.115915,inf,0.2,-109.58392,0.0009999999,147.11543,0.0009999999,2.4371286e-07,,496.42636,,0.2,,11475.004,63.46153846153846,4950,,0.2,81,12.728179931640625,,0.0009999999,0.59988004,17.934717,11,15.594475,,,-77.61992,-496.42636,-142.11543,,78,78
0.0009999999,inf,17.064493,inf,-0.2,-120.06019,0.0009999999,146.83624,0.0009999999,2.3758197e-07,0.2,496.42636,,-0.2,,11600.063,63.0,4977,,,81,12.915123462677002,,0.0009999999,-0.20114413,17.911123,11,15.581736,,,-77.61992,-496.42636,-141.83624,,79,79
0.0009999999,inf,17.312536,inf,,-109.885544,0.0009999999,146.43686,0.0009999999,2.3167952e-07,0.2,496.42636,,-0.2,,11714.949,62.4125,4993,,-0.2,81,13.092647790908813,,0.0009999999,-0.19885941,17.891216,11,15.569157,,,-77.61992,-496.42636,-141.43686,,80,80
0.0009999999,inf,18.915941,inf,,-106.494026,0.0009999999,146.00548,0.0009999999,2.2599437e-07,0.2,496.42636,,-0.2,,11826.443,61.876543209876544,5012,,,81,13.27682375907898,,0.0009999999,-0.0028783586,17.8916,11,15.556734,,,-77.61992,-496.42636,-141.00548,,81,81
0.0009999999,inf,17.205997,inf,,-122.49584,0.0009999999,145.77975,0.0009999999,2.2051593e-07,0.2,496.42636,,-0.2,,11953.939,61.4390243902439,5038,,0.2,81,13.464572191238403,,0.0009999999,0.20014824,17.871117,11,15.544464,,,-77.61992,-496.42636,-140.77975,,82,82
0.0009999999,inf,18.304607,inf,0.2,-151.76575,0.0009999999,145.91211,0.0009999999,2.1523427e-07,0.2,496.42636,,-0.2,,12110.705,61.36144578313253,5093,,,81,13.667527914047241,,0.0009999999,0.19848198,17.864367,11,15.532343,,,-77.61992,-496.42636,-140.91211,,83,83
0.0009999999,inf,18.5358,inf,-0.2,-117.0895,0.0009999999,145.6285,0.0009999999,2.1014014e-07,0.2,496.42636,,,,12232.794,60.976190476190474,5122,,-0.2,81,13.858330249786377,,0.0009999999,-0.20051786,17.860525,11,15.520367,,,-77.61992,-496.42636,-140.6285,,84,84
0.0009999999,inf,17.866375,inf,-0.2,-106.84184,0.0009999999,145.231,0.0009999999,2.052248e-07,0.2,496.42636,,,,12344.636,60.44705882352941,5138,,,81,14.040260791778564,,0.0009999999,-0.0013694566,17.848898,11,15.508532,,,-77.61992,-496.42636,-140.231,,85,85
0.0009999999,inf,17.960257,inf,-0.2,-112.68197,0.0009999999,144.91068,0.0009999999,2.0047987e-07,0.2,496.42636,,,,12462.318,60.06976744186046,5166,,0.2,81,14.22893238067627,,0.0009999999,0.20019652,17.838634,11,15.496836,,,-77.61992,-496.42636,-139.91068,,86,86
0.0009999999,inf,18.978603,inf,,-114.70059,0.0009999999,144.6209,0.0009999999,1.9589761e-07,0.2,496.42636,,,,12582.019,59.59770114942529,5185,,-0.2,81,14.414478302001953,,0.0009999999,0.0052279234,17.84031,11,15.485275,,,-77.61992,-496.42636,-139.6209,,87,87
