InvPendulum_std0_higher,ReturnMean,NumTrainableParams,InvPendulum_mu1_higher,InvPendulum_std1_higher,InvPendulum_mu0_higher,TimestepsSoFar,InvPendulum_mu3_higher,InvPendulum_mu2_higher,AvgEpLen,NumTrajectories,MinEpLen,InvPendulum_std3_higher,ActionIn1,TimeElapsed,InvPendulum_std2_higher,Iteration
0.099999994,-151.85976,,-0.11102458,0.099999994,-0.18568558,2011,-0.10712334,0.0034825685,182.8181818181818,11,18,0.099999994,-0.23547706,1.1384665966033936,0.099999994,11
0.099999994,-150.89787,,-0.11102458,0.099999994,-0.18568558,2079,-0.10712334,0.0034825685,173.25,12,18,0.099999994,-0.2682873,1.1829054355621338,0.099999994,12
0.099999994,-147.61319,,-0.11102458,0.099999994,-0.18568558,2195,-0.10712334,0.0034825685,168.84615384615384,13,18,0.099999994,-0.4557351,1.2494843006134033,0.099999994,13
0.099999994,-146.65276,,-0.11102458,0.099999994,-0.18568558,2303,-0.10712334,0.0034825685,164.5,14,18,0.099999994,-0.43293175,1.3154478073120117,0.099999994,14
0.099999994,-144.24156,,-0.11102458,0.099999994,-0.18568558,2368,-0.10712334,0.0034825685,157.86666666666667,15,18,0.099999994,-0.3510793,1.359766960144043,0.099999994,15
0.099999994,-142.36444,,-0.11102458,0.099999994,-0.18568558,2392,-0.10712334,0.0034825685,149.5,16,18,0.099999994,-0.23525119,1.376021146774292,0.099999994,16
0.099999994,-143.12123,,-0.11102458,0.099999994,-0.18568558,2463,-0.10712334,0.0034825685,144.88235294117646,17,18,0.099999994,-0.32249472,1.421013355255127,0.099999994,17
0.099999994,-140.70766,,-0.11102458,0.099999994,-0.18568558,2549,-0.10712334,0.0034825685,141.61111111111111,18,18,0.099999994,-0.36721623,1.4747419357299805,0.099999994,18
0.099999994,-138.09966,,-0.11102458,0.099999994,-0.18568558,2684,-0.10712334,0.0034825685,141.26315789473685,19,18,0.099999994,-0.24891984,1.558143138885498,0.099999994,19
0.099999994,-153.89525,,-0.11102458,0.099999994,-0.18568558,3184,-0.10712334,0.0034825685,159.2,20,18,0.099999994,-0.7252455,1.8302676677703857,0.099999994,20
0.099999994,-153.41556,,-0.11102458,0.099999994,-0.18568558,3278,-0.10712334,0.0034825685,156.0952380952381,21,18,0.099999994,-0.30381298,1.8834984302520752,0.099999994,21
0.099999994,-151.43773,,-0.11102458,0.099999994,-0.18568558,3358,-0.10712334,0.0034825685,152.63636363636363,22,18,0.099999994,-0.51519835,1.9280238151550293,0.099999994,22
0.099999994,-149.65733,,-0.11102458,0.099999994,-0.18568558,3417,-0.10712334,0.0034825685,148.56521739130434,23,18,0.099999994,-0.56380475,1.9647817611694336,0.099999994,23
0.099999994,-147.12361,,-0.11102458,0.099999994,-0.18568558,3479,-0.10712334,0.0034825685,144.95833333333334,24,18,0.099999994,-0.31502062,1.9996228218078613,0.099999994,24
0.099999994,-145.47346,,-0.11102458,0.099999994,-0.18568558,3559,-0.10712334,0.0034825685,142.36,25,18,0.099999994,-0.6034317,2.04365611076355,0.099999994,25
0.099999994,-143.5608,,-0.11102458,0.099999994,-0.18568558,3618,-0.10712334,0.0034825685,139.15384615384616,26,18,0.099999994,-0.3733787,2.077509880065918,0.099999994,26
0.099999994,-156.53206,,-0.11102458,0.099999994,-0.18568558,4118,-0.10712334,0.0034825685,152.5185185185185,27,18,0.099999994,-0.54273546,2.335496425628662,0.099999994,27
0.099999994,-154.50548,,-0.11102458,0.099999994,-0.18568558,4184,-0.10712334,0.0034825685,149.42857142857142,28,18,0.099999994,-0.5653211,2.374086618423462,0.099999994,28
0.099999994,-152.7765,,-0.11102458,0.099999994,-0.18568558,4275,-0.10712334,0.0034825685,147.41379310344828,29,18,0.099999994,-0.07920508,2.4238996505737305,0.099999994,29
0.099999994,-151.21689,,-0.11102458,0.099999994,-0.18568558,4304,-0.10712334,0.0034825685,143.46666666666667,30,18,0.099999994,-0.5286765,2.442018985748291,0.099999994,30
0.099999994,-157.39993,,-0.11102458,0.099999994,-0.18568558,4804,-0.10712334,0.0034825685,154.96774193548387,31,18,0.099999994,-0.53058875,2.6940128803253174,0.099999994,31
0.099999994,-155.66998,,-0.11102458,0.099999994,-0.18568558,4825,-0.10712334,0.0034825685,150.78125,32,18,0.099999994,-0.54358286,2.708570718765259,0.099999994,32
0.099999994,-155.00699,,-0.11102458,0.099999994,-0.18568558,4973,-0.10712334,0.0034825685,150.6969696969697,33,18,0.099999994,-0.50453293,2.7870049476623535,0.099999994,33
0.099999994,-152.63167,,-0.11102458,0.099999994,-0.18568558,5421,-0.10712334,0.0034825685,159.44117647058823,34,18,0.099999994,-0.36474016,3.0169103145599365,0.099999994,34
0.099999994,-151.28087,,-0.11102458,0.099999994,-0.18568558,5438,-0.10712334,0.0034825685,155.37142857142857,35,17,0.099999994,-0.5271676,3.0276925563812256,0.099999994,35
0.099999994,-150.24077,,-0.11102458,0.099999994,-0.18568558,5488,-0.10712334,0.0034825685,152.44444444444446,36,17,0.099999994,-0.41716003,3.0585439205169678,0.099999994,36
0.099999994,-149.31616,,-0.11102458,0.099999994,-0.18568558,5524,-0.10712334,0.0034825685,149.2972972972973,37,17,0.099999994,-0.8368985,3.0807008743286133,0.099999994,37
0.099999994,-148.50401,,-0.11102458,0.099999994,-0.18568558,5613,-0.10712334,0.0034825685,147.71052631578948,38,17,0.099999994,-0.6538681,3.129786729812622,0.099999994,38
0.099999994,-147.07462,,-0.11102458,0.099999994,-0.18568558,5702,-0.10712334,0.0034825685,146.2051282051282,39,17,0.099999994,-0.8807224,3.179914712905884,0.099999994,39
0.099999994,-146.09933,,-0.11102458,0.099999994,-0.18568558,5756,-0.10712334,0.0034825685,143.9,40,17,0.099999994,-0.5186925,3.2119719982147217,0.099999994,40
0.099999994,-143.9267,,-0.11102458,0.099999994,-0.18568558,6256,-0.10712334,0.0034825685,152.58536585365854,41,17,0.099999994,-0.40266228,3.4684603214263916,0.099999994,41
0.099999994,-139.58322,,-0.11102458,0.099999994,-0.18568558,6756,-0.10712334,0.0034825685,160.85714285714286,42,17,0.099999994,-0.4479563,3.72520112991333,0.099999994,42
0.099999994,-138.95595,,-0.11102458,0.099999994,-0.18568558,6870,-0.10712334,0.0034825685,159.7674418604651,43,17,0.099999994,-0.37889725,3.787856101989746,0.099999994,43
0.099999994,-138.64902,,-0.11102458,0.099999994,-0.18568558,6918,-0.10712334,0.0034825685,157.22727272727272,44,17,0.099999994,-0.27923584,3.8166136741638184,0.099999994,44
0.099999994,-137.98521,,-0.11102458,0.099999994,-0.18568558,6969,-0.10712334,0.0034825685,154.86666666666667,45,17,0.099999994,-0.40713105,3.8460288047790527,0.099999994,45
0.099999994,-137.06572,,-0.11102458,0.099999994,-0.18568558,7113,-0.10712334,0.0034825685,154.6304347826087,46,17,0.099999994,-0.27771705,3.924468755722046,0.099999994,46
0.099999994,-139.59586,,-0.11102458,0.099999994,-0.18568558,7613,-0.10712334,0.0034825685,161.9787234042553,47,17,0.099999994,-0.09421618,4.1839234828948975,0.099999994,47
0.099999994,-139.23456,,-0.11102458,0.099999994,-0.18568558,7650,-0.10712334,0.0034825685,159.375,48,17,0.099999994,-0.49985015,4.205086946487427,0.099999994,48
0.099999994,-138.8533,,-0.11102458,0.099999994,-0.18568558,7687,-0.10712334,0.0034825685,156.87755102040816,49,17,0.099999994,-0.36663255,4.228754281997681,0.099999994,49
0.099999994,-138.6156,,-0.11102458,0.099999994,-0.18568558,7773,-0.10712334,0.0034825685,155.46,50,17,0.099999994,-0.8260979,4.276184558868408,0.099999994,50
0.099999994,-136.35582,,-0.11102458,0.099999994,-0.18568558,8273,-0.10712334,0.0034825685,162.2156862745098,51,17,0.099999994,-0.16697265,4.534376859664917,0.099999994,51
0.099999994,-136.10435,,-0.11102458,0.099999994,-0.18568558,8316,-0.10712334,0.0034825685,159.92307692307693,52,17,0.099999994,-0.5700638,4.56037449836731,0.099999994,52
0.099999994,-135.32292,,-0.11102458,0.099999994,-0.18568558,8385,-0.10712334,0.0034825685,158.20754716981133,53,17,0.099999994,-0.14794886,4.599245548248291,0.099999994,53
0.099999994,-135.13535,,-0.11102458,0.099999994,-0.18568558,8417,-0.10712334,0.0034825685,155.87037037037038,54,17,0.099999994,-0.44645807,4.617979049682617,0.099999994,54
0.099999994,-134.27493,,-0.11102458,0.099999994,-0.18568558,8534,-0.10712334,0.0034825685,155.16363636363636,55,17,0.099999994,0.061702125,4.681446075439453,0.099999994,55
0.099999994,-134.01793,,-0.11102458,0.099999994,-0.18568558,8560,-0.10712334,0.0034825685,152.85714285714286,56,17,0.099999994,-0.56737626,4.697873115539551,0.099999994,56
0.099999994,-133.50845,,-0.11102458,0.099999994,-0.18568558,8576,-0.10712334,0.0034825685,150.4561403508772,57,16,0.099999994,-0.32046518,4.709002256393433,0.099999994,57
0.099999994,-133.29004,,-0.11102458,0.099999994,-0.18568558,8617,-0.10712334,0.0034825685,148.56896551724137,58,16,0.099999994,-0.283785,4.732818365097046,0.099999994,58
0.099999994,-133.28249,,-0.11102458,0.099999994,-0.18568558,8655,-0.10712334,0.0034825685,146.6949152542373,59,16,0.099999994,-0.5114032,4.755802392959595,0.099999994,59
0.099999994,-132.84418,,-0.11102458,0.099999994,-0.18568558,8683,-0.10712334,0.0034825685,144.71666666666667,60,16,0.099999994,-0.64248043,4.774498462677002,0.099999994,60
0.099999994,-131.29927,,-0.11102458,0.099999994,-0.18568558,9183,-0.10712334,0.0034825685,150.54098360655738,61,16,0.099999994,-0.17527741,5.029573917388916,0.099999994,61
0.099999994,-131.00247,,-0.11102458,0.099999994,-0.18568558,9247,-0.10712334,0.0034825685,149.1451612903226,62,16,0.099999994,-0.39133716,5.067271947860718,0.099999994,62
0.099999994,-130.61697,,-0.11102458,0.099999994,-0.18568558,9289,-0.10712334,0.0034825685,147.44444444444446,63,16,0.099999994,-0.32930773,5.092306137084961,0.099999994,63
0.099999994,-132.29552,,-0.11102458,0.099999994,-0.18568558,9789,-0.10712334,0.0034825685,152.953125,64,16,0.099999994,-0.118013345,5.3495707511901855,0.099999994,64
0.099999994,-132.26707,,-0.11102458,0.099999994,-0.18568558,9844,-0.10712334,0.0034825685,151.44615384615383,65,16,0.099999994,-0.34430188,5.383470296859741,0.099999994,65
0.099999994,-131.86531,,-0.11102458,0.099999994,-0.18568558,9924,-0.10712334,0.0034825685,150.36363636363637,66,16,0.099999994,-0.47346342,5.427712917327881,0.099999994,66
0.099999994,-130.70523,,-0.11102458,0.099999994,-0.18568558,10424,-0.10712334,0.0034825685,155.5820895522388,67,16,0.099999994,-0.21216628,5.683231353759766,0.099999994,67
0.099999994,-135.80284,,-0.11102458,0.099999994,-0.18568558,10924,-0.10712334,0.0034825685,160.64705882352942,68,16,0.099999994,-0.35339633,5.9405951499938965,0.099999994,68
0.099999994,-135.71611,,-0.11102458,0.099999994,-0.18568558,11005,-0.10712334,0.0034825685,159.4927536231884,69,16,0.099999994,-0.43363833,5.986934185028076,0.099999994,69
0.099999994,-135.50394,,-0.11102458,0.099999994,-0.18568558,11039,-0.10712334,0.0034825685,157.7,70,16,0.099999994,-0.37012023,6.007726192474365,0.099999994,70
0.099999994,-135.1114,,-0.11102458,0.099999994,-0.18568558,11065,-0.10712334,0.0034825685,155.8450704225352,71,16,0.099999994,-0.28948632,6.024102687835693,0.099999994,71
0.099999994,-139.9932,,-0.11102458,0.099999994,-0.18568558,11565,-0.10712334,0.0034825685,160.625,72,16,0.099999994,-0.14583555,6.279995918273926,0.099999994,72
0.099999994,-144.72916,,-0.11102458,0.099999994,-0.18568558,12065,-0.10712334,0.0034825685,165.27397260273972,73,16,0.099999994,-0.61902106,6.541811227798462,0.099999994,73
0.099999994,-144.22385,,-0.11102458,0.099999994,-0.18568558,12084,-0.10712334,0.0034825685,163.2972972972973,74,16,0.099999994,-0.93962276,6.554283380508423,0.099999994,74
0.099999994,-141.79887,,-0.11102458,0.099999994,-0.18568558,12584,-0.10712334,0.0034825685,167.78666666666666,75,16,0.099999994,-0.025272334,6.809922456741333,0.099999994,75
0.099999994,-141.85771,,-0.11102458,0.099999994,-0.18568558,12632,-0.10712334,0.0034825685,166.21052631578948,76,16,0.099999994,-0.45192808,6.838239669799805,0.099999994,76
0.099999994,-141.69778,,-0.11102458,0.099999994,-0.18568558,12673,-0.10712334,0.0034825685,164.58441558441558,77,16,0.099999994,-0.75777704,6.86354923248291,0.099999994,77
0.099999994,-141.32933,,-0.11102458,0.099999994,-0.18568558,12750,-0.10712334,0.0034825685,163.46153846153845,78,16,0.099999994,-0.41234902,6.906836032867432,0.099999994,78
0.099999994,-140.85735,,-0.11102458,0.099999994,-0.18568558,12769,-0.10712334,0.0034825685,161.63291139240508,79,16,0.099999994,-0.514762,6.919552564620972,0.099999994,79
0.099999994,-140.39963,,-0.11102458,0.099999994,-0.18568558,12790,-0.10712334,0.0034825685,159.875,80,16,0.099999994,-0.2862914,6.932126522064209,0.099999994,80
0.099999994,-143.9276,,-0.11102458,0.099999994,-0.18568558,13290,-0.10712334,0.0034825685,164.07407407407408,81,16,0.099999994,-0.6881867,7.194707632064819,0.099999994,81
0.099999994,-143.44441,,-0.11102458,0.099999994,-0.18568558,13340,-0.10712334,0.0034825685,162.6829268292683,82,16,0.099999994,-0.38552678,7.224130153656006,0.099999994,82
0.099999994,-144.04257,,-0.11102458,0.099999994,-0.18568558,13840,-0.10712334,0.0034825685,166.74698795180723,83,16,0.099999994,-0.5521547,7.4854044914245605,0.099999994,83
0.099999994,-143.51651,,-0.11102458,0.099999994,-0.18568558,13906,-0.10712334,0.0034825685,165.54761904761904,84,16,0.099999994,-0.45213485,7.5246405601501465,0.099999994,84
0.099999994,-142.27957,,-0.11102458,0.099999994,-0.18568558,14406,-0.10712334,0.0034825685,169.48235294117646,85,16,0.099999994,-0.53729665,7.7817957401275635,0.099999994,85
0.099999994,-141.90503,,-0.11102458,0.099999994,-0.18568558,14492,-0.10712334,0.0034825685,168.51162790697674,86,16,0.099999994,-0.3807007,7.833130836486816,0.099999994,86
0.099999994,-141.76775,,-0.11102458,0.099999994,-0.18568558,14915,-0.10712334,0.0034825685,171.4367816091954,87,16,0.099999994,0.122441076,8.050695419311523,0.099999994,87
0.099999994,-141.59747,,-0.11102458,0.099999994,-0.18568558,14950,-0.10712334,0.0034825685,169.88636363636363,88,16,0.099999994,-0.35925263,8.071886777877808,0.099999994,88
0.099999994,-141.8187,,-0.11102458,0.099999994,-0.18568558,15048,-0.10712334,0.0034825685,169.07865168539325,89,16,0.099999994,-0.7244909,8.127033948898315,0.099999994,89
