InvPendulum_std0_higher,NumTrainableParams,Iteration,InvPendulum_mu3_higher,InvPendulum_mu2_higher,NumTrajectories,MinEpLen,InvPendulum_std3_higher,ReturnMean,InvPendulum_std1_higher,AvgEpLen,InvPendulum_std2_higher,TimestepsSoFar,InvPendulum_mu0_higher,TimeElapsed,InvPendulum_mu1_higher,ActionIn1
0.14999999,,17,-0.10712334,0.0034825685,17,14,0.14999999,-156.59912,0.14999999,123.94117647058823,0.14999999,2107,-0.18568558,1.2655417919158936,-0.11102458,-0.2835666
0.14999999,,18,-0.10712334,0.0034825685,18,14,0.14999999,-154.45901,0.14999999,120.27777777777777,0.14999999,2165,-0.18568558,1.2999873161315918,-0.11102458,-0.35064894
0.14999999,,19,-0.10712334,0.0034825685,19,14,0.14999999,-151.77007,0.14999999,118.6842105263158,0.14999999,2255,-0.18568558,1.3499705791473389,-0.11102458,-0.17320433
0.14999999,,20,-0.10712334,0.0034825685,20,14,0.14999999,-169.07198,0.14999999,137.75,0.14999999,2755,-0.18568558,1.6082189083099365,-0.11102458,-0.8876927
0.14999999,,21,-0.10712334,0.0034825685,21,14,0.14999999,-164.98634,0.14999999,136.04761904761904,0.14999999,2857,-0.18568558,1.6672539710998535,-0.11102458,-0.255544
0.14999999,,22,-0.10712334,0.0034825685,22,14,0.14999999,-162.42442,0.14999999,130.63636363636363,0.14999999,2874,-0.18568558,1.6789438724517822,-0.11102458,-0.5726221
0.14999999,,23,-0.10712334,0.0034825685,23,14,0.14999999,-159.44356,0.14999999,126.8695652173913,0.14999999,2918,-0.18568558,1.7046632766723633,-0.11102458,-0.64553165
0.14999999,,24,-0.10712334,0.0034825685,24,14,0.14999999,-156.76146,0.14999999,122.91666666666667,0.14999999,2950,-0.18568558,1.7227187156677246,-0.11102458,-0.2723555
0.14999999,,25,-0.10712334,0.0034825685,25,14,0.14999999,-155.14975,0.14999999,119.8,0.14999999,2995,-0.18568558,1.7504832744598389,-0.11102458,-0.704972
0.14999999,,26,-0.10712334,0.0034825685,26,14,0.14999999,-153.51195,0.14999999,116.8076923076923,0.14999999,3037,-0.18568558,1.775721549987793,-0.11102458,-0.35989258
0.14999999,,27,-0.10712334,0.0034825685,27,14,0.14999999,-166.16383,0.14999999,131.0,0.14999999,3537,-0.18568558,2.031529188156128,-0.11102458,-0.61392766
0.14999999,,28,-0.10712334,0.0034825685,28,14,0.14999999,-164.01053,0.14999999,128.71428571428572,0.14999999,3604,-0.18568558,2.0699052810668945,-0.11102458,-0.64780617
0.14999999,,29,-0.10712334,0.0034825685,29,14,0.14999999,-162.39557,0.14999999,125.27586206896552,0.14999999,3633,-0.18568558,2.0878593921661377,-0.11102458,0.081367835
0.14999999,,30,-0.10712334,0.0034825685,30,14,0.14999999,-160.66632,0.14999999,121.73333333333333,0.14999999,3652,-0.18568558,2.1008365154266357,-0.11102458,-0.59283936
0.14999999,,31,-0.10712334,0.0034825685,31,14,0.14999999,-170.82437,0.14999999,133.93548387096774,0.14999999,4152,-0.18568558,2.357250213623047,-0.11102458,-0.59570765
0.14999999,,32,-0.10712334,0.0034825685,32,14,0.14999999,-168.95233,0.14999999,131.5,0.14999999,4208,-0.18568558,2.3904545307159424,-0.11102458,-0.6151988
0.14999999,,33,-0.10712334,0.0034825685,33,14,0.14999999,-167.2936,0.14999999,130.54545454545453,0.14999999,4308,-0.18568558,2.446274757385254,-0.11102458,-0.55662394
0.14999999,,34,-0.10712334,0.0034825685,34,14,0.14999999,-164.73433,0.14999999,136.2058823529412,0.14999999,4631,-0.18568558,2.6126668453216553,-0.11102458,-0.3469348
0.14999999,,35,-0.10712334,0.0034825685,35,14,0.14999999,-163.03854,0.14999999,132.77142857142857,0.14999999,4647,-0.18568558,2.622678518295288,-0.11102458,-0.590576
0.14999999,,36,-0.10712334,0.0034825685,36,14,0.14999999,-161.15147,0.14999999,129.88888888888889,0.14999999,4676,-0.18568558,2.642113447189331,-0.11102458,-0.42556462
0.14999999,,37,-0.10712334,0.0034825685,37,14,0.14999999,-159.79431,0.14999999,126.83783783783784,0.14999999,4693,-0.18568558,2.6533992290496826,-0.11102458,-1.0551723
0.14999999,,38,-0.10712334,0.0034825685,38,14,0.14999999,-158.89453,0.14999999,124.78947368421052,0.14999999,4742,-0.18568558,2.6822562217712402,-0.11102458,-0.78062665
0.14999999,,39,-0.10712334,0.0034825685,39,14,0.14999999,-157.28719,0.14999999,122.43589743589743,0.14999999,4775,-0.18568558,2.701819658279419,-0.11102458,-1.120908
0.14999999,,40,-0.10712334,0.0034825685,40,14,0.14999999,-155.7959,0.14999999,120.975,0.14999999,4839,-0.18568558,2.7399959564208984,-0.11102458,-0.5778633
0.14999999,,41,-0.10712334,0.0034825685,41,14,0.14999999,-157.18367,0.14999999,130.21951219512195,0.14999999,5339,-0.18568558,2.9989168643951416,-0.11102458,-0.403818
0.14999999,,42,-0.10712334,0.0034825685,42,14,0.14999999,-156.0684,0.14999999,128.16666666666666,0.14999999,5383,-0.18568558,3.0244293212890625,-0.11102458,-0.47175902
0.14999999,,43,-0.10712334,0.0034825685,43,14,0.14999999,-154.68336,0.14999999,126.44186046511628,0.14999999,5437,-0.18568558,3.0554840564727783,-0.11102458,-0.36817044
0.14999999,,44,-0.10712334,0.0034825685,44,14,0.14999999,-153.51903,0.14999999,124.11363636363636,0.14999999,5461,-0.18568558,3.071049451828003,-0.11102458,-0.2186783
0.14999999,,45,-0.10712334,0.0034825685,45,14,0.14999999,-152.45175,0.14999999,121.77777777777777,0.14999999,5480,-0.18568558,3.0836305618286133,-0.11102458,-0.41052106
0.14999999,,46,-0.10712334,0.0034825685,46,14,0.14999999,-152.01068,0.14999999,121.41304347826087,0.14999999,5585,-0.18568558,3.1432547569274902,-0.11102458,-0.21640012
0.14999999,,47,-0.10712334,0.0034825685,47,14,0.14999999,-158.24036,0.14999999,129.46808510638297,0.14999999,6085,-0.18568558,3.4017202854156494,-0.11102458,0.058851197
0.14999999,,48,-0.10712334,0.0034825685,48,14,0.14999999,-157.35938,0.14999999,127.1875,0.14999999,6105,-0.18568558,3.416550636291504,-0.11102458,-0.54959977
0.14999999,,49,-0.10712334,0.0034825685,49,14,0.14999999,-156.31076,0.14999999,124.89795918367346,0.14999999,6120,-0.18568558,3.427480936050415,-0.11102458,-0.34977332
0.14999999,,50,-0.10712334,0.0034825685,50,14,0.14999999,-155.63188,0.14999999,123.38,0.14999999,6169,-0.18568558,3.4568612575531006,-0.11102458,-1.0389713
0.14999999,,51,-0.10712334,0.0034825685,51,14,0.14999999,-154.4409,0.14999999,130.76470588235293,0.14999999,6669,-0.18568558,3.71125864982605,-0.11102458,-0.05028352
0.14999999,,52,-0.10712334,0.0034825685,52,14,0.14999999,-153.50276,0.14999999,128.75,0.14999999,6695,-0.18568558,3.7282636165618896,-0.11102458,-0.6549203
0.14999999,,53,-0.10712334,0.0034825685,53,14,0.14999999,-152.73703,0.14999999,127.26415094339623,0.14999999,6745,-0.18568558,3.757568836212158,-0.11102458,-0.021747828
0.14999999,,54,-0.10712334,0.0034825685,54,14,0.14999999,-152.39062,0.14999999,125.74074074074075,0.14999999,6790,-0.18568558,3.783947229385376,-0.11102458,-0.46951163
0.14999999,,55,-0.10712334,0.0034825685,55,14,0.14999999,-151.23631,0.14999999,125.47272727272727,0.14999999,6901,-0.18568558,3.845428705215454,-0.11102458,0.29272863
0.14999999,,56,-0.10712334,0.0034825685,56,14,0.14999999,-150.44434,0.14999999,123.48214285714286,0.14999999,6915,-0.18568558,3.855318546295166,-0.11102458,-0.6508889
0.14999999,,57,-0.10712334,0.0034825685,57,14,0.14999999,-149.96452,0.14999999,121.82456140350877,0.14999999,6944,-0.18568558,3.8736743927001953,-0.11102458,-0.2805223
0.14999999,,58,-0.10712334,0.0034825685,58,14,0.14999999,-149.40851,0.14999999,120.34482758620689,0.14999999,6980,-0.18568558,3.8950586318969727,-0.11102458,-0.22550195
0.14999999,,59,-0.10712334,0.0034825685,59,14,0.14999999,-148.86139,0.14999999,118.79661016949153,0.14999999,7009,-0.18568558,3.913630962371826,-0.11102458,-0.56692934
0.14999999,,60,-0.10712334,0.0034825685,60,14,0.14999999,-148.11392,0.14999999,117.15,0.14999999,7029,-0.18568558,3.9261727333068848,-0.11102458,-0.76354516
0.14999999,,61,-0.10712334,0.0034825685,61,14,0.14999999,-147.63759,0.14999999,123.42622950819673,0.14999999,7529,-0.18568558,4.184645175933838,-0.11102458,-0.06274064
0.14999999,,62,-0.10712334,0.0034825685,62,14,0.14999999,-147.32979,0.14999999,121.96774193548387,0.14999999,7562,-0.18568558,4.204642295837402,-0.11102458,-0.38683027
0.14999999,,63,-0.10712334,0.0034825685,63,14,0.14999999,-146.95515,0.14999999,120.5079365079365,0.14999999,7592,-0.18568558,4.223762512207031,-0.11102458,-0.29378614
0.14999999,,64,-0.10712334,0.0034825685,64,14,0.14999999,-149.94905,0.14999999,126.4375,0.14999999,8092,-0.18568558,4.481621742248535,-0.11102458,0.023155443
0.14999999,,65,-0.10712334,0.0034825685,65,14,0.14999999,-149.45268,0.14999999,124.93846153846154,0.14999999,8121,-0.18568558,4.499662399291992,-0.11102458,-0.31627738
0.14999999,,66,-0.10712334,0.0034825685,66,14,0.14999999,-149.05537,0.14999999,123.56060606060606,0.14999999,8155,-0.18568558,4.52076268196106,-0.11102458,-0.51001966
0.14999999,,67,-0.10712334,0.0034825685,67,14,0.14999999,-147.72726,0.14999999,129.17910447761193,0.14999999,8655,-0.18568558,4.779130220413208,-0.11102458,-0.11807395
0.14999999,,68,-0.10712334,0.0034825685,68,14,0.14999999,-147.32494,0.14999999,127.6470588235294,0.14999999,8680,-0.18568558,4.794595003128052,-0.11102458,-0.32991904
0.14999999,,69,-0.10712334,0.0034825685,69,14,0.14999999,-147.22066,0.14999999,126.72463768115942,0.14999999,8744,-0.18568558,4.833028316497803,-0.11102458,-0.4502821
0.14999999,,70,-0.10712334,0.0034825685,70,14,0.14999999,-146.67989,0.14999999,125.14285714285714,0.14999999,8760,-0.18568558,4.844919681549072,-0.11102458,-0.35500488
0.14999999,,71,-0.10712334,0.0034825685,71,14,0.14999999,-146.06201,0.14999999,123.70422535211267,0.14999999,8783,-0.18568558,4.859393119812012,-0.11102458,-0.23405406
0.14999999,,72,-0.10712334,0.0034825685,72,14,0.14999999,-146.59505,0.14999999,123.23611111111111,0.14999999,8873,-0.18568558,4.909108877182007,-0.11102458,-0.018577851
0.14999999,,73,-0.10712334,0.0034825685,73,14,0.14999999,-146.70813,0.14999999,122.35616438356165,0.14999999,8932,-0.18568558,4.943763017654419,-0.11102458,-0.7283562
0.14999999,,74,-0.10712334,0.0034825685,74,14,0.14999999,-146.14474,0.14999999,120.93243243243244,0.14999999,8949,-0.18568558,4.954988241195679,-0.11102458,-1.2092587
0.14999999,,75,-0.10712334,0.0034825685,75,14,0.14999999,-144.27672,0.14999999,125.98666666666666,0.14999999,9449,-0.18568558,5.211389780044556,-0.11102458,0.16226697
0.14999999,,76,-0.10712334,0.0034825685,76,14,0.14999999,-143.92395,0.14999999,124.61842105263158,0.14999999,9471,-0.18568558,5.225989580154419,-0.11102458,-0.47771665
0.14999999,,77,-0.10712334,0.0034825685,77,14,0.14999999,-143.53099,0.14999999,123.27272727272727,0.14999999,9492,-0.18568558,5.240828514099121,-0.11102458,-0.93649006
0.14999999,,78,-0.10712334,0.0034825685,78,14,0.14999999,-143.01906,0.14999999,121.92307692307692,0.14999999,9510,-0.18568558,5.2532172203063965,-0.11102458,-0.41834804
0.14999999,,79,-0.10712334,0.0034825685,79,14,0.14999999,-142.6273,0.14999999,120.65822784810126,0.14999999,9532,-0.18568558,5.267445802688599,-0.11102458,-0.57196754
0.14999999,,80,-0.10712334,0.0034825685,80,14,0.14999999,-142.2565,0.14999999,120.275,0.14999999,9622,-0.18568558,5.318037748336792,-0.11102458,-0.2292616
0.14999999,,81,-0.10712334,0.0034825685,81,14,0.14999999,-146.65231,0.14999999,124.96296296296296,0.14999999,10122,-0.18568558,5.575378894805908,-0.11102458,-0.8321046
0.14999999,,82,-0.10712334,0.0034825685,82,14,0.14999999,-146.05145,0.14999999,124.34146341463415,0.14999999,10196,-0.18568558,5.616816997528076,-0.11102458,-0.37811467
0.14999999,,83,-0.10712334,0.0034825685,83,14,0.14999999,-146.1267,0.14999999,123.75903614457832,0.14999999,10272,-0.18568558,5.660104036331177,-0.11102458,-0.6280566
0.14999999,,84,-0.10712334,0.0034825685,84,14,0.14999999,-145.5119,0.14999999,123.52380952380952,0.14999999,10376,-0.18568558,5.716668128967285,-0.11102458,-0.47802675
0.14999999,,85,-0.10712334,0.0034825685,85,14,0.14999999,-145.34242,0.14999999,123.83529411764705,0.14999999,10526,-0.18568558,5.798844337463379,-0.11102458,-0.60576946
0.14999999,,86,-0.10712334,0.0034825685,86,14,0.14999999,-144.9323,0.14999999,122.8953488372093,0.14999999,10569,-0.18568558,5.823641061782837,-0.11102458,-0.37087563
0.14999999,,87,-0.10712334,0.0034825685,87,14,0.14999999,-144.83028,0.14999999,124.16091954022988,0.14999999,10802,-0.18568558,5.9498560428619385,-0.11102458,0.38383707
0.14999999,,88,-0.10712334,0.0034825685,88,14,0.14999999,-144.56859,0.14999999,123.06818181818181,0.14999999,10830,-0.18568558,5.967519283294678,-0.11102458,-0.33870345
0.14999999,,89,-0.10712334,0.0034825685,89,14,0.14999999,-144.21619,0.14999999,121.93258426966293,0.14999999,10852,-0.18568558,5.9825439453125,-0.11102458,-0.88656086
0.14999999,,90,-0.10712334,0.0034825685,90,14,0.14999999,-144.48634,0.14999999,126.13333333333334,0.14999999,11352,-0.18568558,6.244104862213135,-0.11102458,-0.70651627
0.14999999,,91,-0.10712334,0.0034825685,91,14,0.14999999,-148.20155,0.14999999,130.24175824175825,0.14999999,11852,-0.18568558,6.508004665374756,-0.11102458,-0.04733643
0.14999999,,92,-0.10712334,0.0034825685,92,14,0.14999999,-148.13644,0.14999999,129.3804347826087,0.14999999,11903,-0.18568558,6.539789915084839,-0.11102458,-0.37897328
0.14999999,,93,-0.10712334,0.0034825685,93,14,0.14999999,-147.39514,0.14999999,128.98924731182797,0.14999999,11996,-0.18568558,6.591585874557495,-0.11102458,0.042494677
0.14999999,,94,-0.10712334,0.0034825685,94,14,0.14999999,-147.14455,0.14999999,127.8936170212766,0.14999999,12022,-0.18568558,6.608803987503052,-0.11102458,-1.0107338
0.14999999,,95,-0.10712334,0.0034825685,95,14,0.14999999,-146.8179,0.14999999,126.98947368421052,0.14999999,12064,-0.18568558,6.635101079940796,-0.11102458,0.3219666
0.14999999,,96,-0.10712334,0.0034825685,96,14,0.14999999,-146.70503,0.14999999,126.10416666666667,0.14999999,12106,-0.18568558,6.65964674949646,-0.11102458,-0.96809614
0.14999999,,97,-0.10712334,0.0034825685,97,14,0.14999999,-146.44066,0.14999999,125.12371134020619,0.14999999,12137,-0.18568558,6.67781925201416,-0.11102458,-0.3292543
0.14999999,,98,-0.10712334,0.0034825685,98,14,0.14999999,-149.02917,0.14999999,128.94897959183675,0.14999999,12637,-0.18568558,6.934051275253296,-0.11102458,-0.048896845
0.14999999,,99,-0.10712334,0.0034825685,99,14,0.14999999,-149.1434,0.14999999,128.3939393939394,0.14999999,12711,-0.18568558,6.976677894592285,-0.11102458,0.64942795
0.14999999,,100,-0.10712334,0.0034825685,100,14,0.14999999,-148.7299,0.14999999,127.27,0.14999999,12727,-0.18568558,6.988653659820557,-0.11102458,0.09881376
0.14999999,,101,-0.10712334,0.0034825685,101,14,0.14999999,-148.48146,0.14999999,126.3069306930693,0.14999999,12757,-0.18568558,7.007737874984741,-0.11102458,0.120782614
0.14999999,,102,-0.10712334,0.0034825685,102,14,0.14999999,-148.14621,0.14999999,125.24509803921569,0.14999999,12775,-0.18568558,7.019192218780518,-0.11102458,-0.5732467
0.14999999,,103,-0.10712334,0.0034825685,103,14,0.14999999,-147.74765,0.14999999,124.19417475728156,0.14999999,12792,-0.18568558,7.031832695007324,-0.11102458,-0.4157653
0.14999999,,104,-0.10712334,0.0034825685,104,14,0.14999999,-149.6258,0.14999999,127.8076923076923,0.14999999,13292,-0.18568558,7.2924535274505615,-0.11102458,-0.72498864
0.14999999,,105,-0.10712334,0.0034825685,105,14,0.14999999,-149.32275,0.14999999,127.23809523809524,0.14999999,13360,-0.18568558,7.331726789474487,-0.11102458,-1.295135
0.14999999,,106,-0.10712334,0.0034825685,106,14,0.14999999,-149.05135,0.14999999,126.34905660377359,0.14999999,13393,-0.18568558,7.351799011230469,-0.11102458,-1.3881308
0.14999999,,107,-0.10712334,0.0034825685,107,14,0.14999999,-148.65399,0.14999999,125.59813084112149,0.14999999,13439,-0.18568558,7.378210544586182,-0.11102458,-0.26508123
0.14999999,,108,-0.10712334,0.0034825685,108,14,0.14999999,-151.79773,0.14999999,129.0648148148148,0.14999999,13939,-0.18568558,7.636990547180176,-0.11102458,-0.7051481
0.14999999,,109,-0.10712334,0.0034825685,109,14,0.14999999,-151.48853,0.14999999,128.32110091743118,0.14999999,13987,-0.18568558,7.664857625961304,-0.11102458,-0.21237567
0.14999999,,110,-0.10712334,0.0034825685,110,14,0.14999999,-151.13663,0.14999999,127.30909090909091,0.14999999,14004,-0.18568558,7.677116870880127,-0.11102458,-0.6350409
0.14999999,,111,-0.10712334,0.0034825685,111,14,0.14999999,-150.91058,0.14999999,126.47747747747748,0.14999999,14039,-0.18568558,7.699739694595337,-0.11102458,-0.39392057
0.14999999,,112,-0.10712334,0.0034825685,112,14,0.14999999,-150.53394,0.14999999,125.50892857142857,0.14999999,14057,-0.18568558,7.711455583572388,-0.11102458,-0.15446012
0.14999999,,113,-0.10712334,0.0034825685,113,14,0.14999999,-150.4396,0.14999999,124.8141592920354,0.14999999,14104,-0.18568558,7.738628625869751,-0.11102458,-0.80181783
0.14999999,,114,-0.10712334,0.0034825685,114,14,0.14999999,-153.4275,0.14999999,128.10526315789474,0.14999999,14604,-0.18568558,7.994380950927734,-0.11102458,-0.398502
0.14999999,,115,-0.10712334,0.0034825685,115,14,0.14999999,-153.1137,0.14999999,127.37391304347825,0.14999999,14648,-0.18568558,8.020330667495728,-0.11102458,-0.86962306
0.14999999,,116,-0.10712334,0.0034825685,116,14,0.14999999,-152.67725,0.14999999,126.44827586206897,0.14999999,14668,-0.18568558,8.035619020462036,-0.11102458,-0.2884221
0.14999999,,117,-0.10712334,0.0034825685,117,14,0.14999999,-152.51262,0.14999999,125.67521367521367,0.14999999,14704,-0.18568558,8.057964086532593,-0.11102458,-1.1089369
0.14999999,,118,-0.10712334,0.0034825685,118,14,0.14999999,-152.08954,0.14999999,125.0677966101695,0.14999999,14758,-0.18568558,8.088557958602905,-0.11102458,-0.26115438
0.14999999,,119,-0.10712334,0.0034825685,119,14,0.14999999,-151.6922,0.14999999,124.21848739495799,0.14999999,14782,-0.18568558,8.102661848068237,-0.11102458,-0.5400144
0.14999999,,120,-0.10712334,0.0034825685,120,14,0.14999999,-151.36792,0.14999999,123.825,0.14999999,14859,-0.18568558,8.146540403366089,-0.11102458,-0.57655793
0.14999999,,121,-0.10712334,0.0034825685,121,14,0.14999999,-151.02399,0.14999999,122.92561983471074,0.14999999,14874,-0.18568558,8.15669322013855,-0.11102458,-0.74325895
0.14999999,,122,-0.10712334,0.0034825685,122,14,0.14999999,-150.67879,0.14999999,122.07377049180327,0.14999999,14893,-0.18568558,8.16946268081665,-0.11102458,-0.6420172
0.14999999,,123,-0.10712334,0.0034825685,123,14,0.14999999,-151.36597,0.14999999,122.35772357723577,0.14999999,15050,-0.18568558,8.254343032836914,-0.11102458,-0.3919672
0.14999999,,124,-0.10712334,0.0034825685,124,14,0.14999999,-151.04619,0.14999999,121.70161290322581,0.14999999,15091,-0.18568558,8.277195453643799,-0.11102458,-0.20732898
0.14999999,,125,-0.10712334,0.0034825685,125,14,0.14999999,-150.94383,0.14999999,121.056,0.14999999,15132,-0.18568558,8.301334381103516,-0.11102458,-0.77788496
0.14999999,,126,-0.10712334,0.0034825685,126,14,0.14999999,-150.56139,0.14999999,120.64285714285714,0.14999999,15201,-0.18568558,8.341271162033081,-0.11102458,-0.520449
0.14999999,,127,-0.10712334,0.0034825685,127,14,0.14999999,-150.29092,0.14999999,119.88976377952756,0.14999999,15226,-0.18568558,8.357109546661377,-0.11102458,-0.16206825
0.14999999,,128,-0.10712334,0.0034825685,128,14,0.14999999,-152.94052,0.14999999,122.859375,0.14999999,15726,-0.18568558,8.612825870513916,-0.11102458,-0.6225251
0.14999999,,129,-0.10712334,0.0034825685,129,14,0.14999999,-152.60927,0.14999999,122.12403100775194,0.14999999,15754,-0.18568558,8.630722045898438,-0.11102458,-0.46376902
0.14999999,,130,-0.10712334,0.0034825685,130,14,0.14999999,-152.8409,0.14999999,125.03076923076924,0.14999999,16254,-0.18568558,8.893750667572021,-0.11102458,0.28264642
0.14999999,,131,-0.10712334,0.0034825685,131,14,0.14999999,-152.48528,0.14999999,124.19847328244275,0.14999999,16270,-0.18568558,8.9055655002594,-0.11102458,-1.1441879
0.14999999,,132,-0.10712334,0.0034825685,132,14,0.14999999,-152.04605,0.14999999,123.72727272727273,0.14999999,16332,-0.18568558,8.94226598739624,-0.11102458,-0.068743035
0.14999999,,133,-0.10712334,0.0034825685,133,14,0.14999999,-151.90205,0.14999999,123.06015037593986,0.14999999,16367,-0.18568558,8.96432638168335,-0.11102458,-0.13643934
0.14999999,,134,-0.10712334,0.0034825685,134,14,0.14999999,-151.83932,0.14999999,122.61194029850746,0.14999999,16430,-0.18568558,9.00008773803711,-0.11102458,-0.0045948997
0.14999999,,135,-0.10712334,0.0034825685,135,14,0.14999999,-151.4906,0.14999999,121.82962962962964,0.14999999,16447,-0.18568558,9.01182508468628,-0.11102458,-0.38648647
0.14999999,,136,-0.10712334,0.0034825685,136,14,0.14999999,-151.23395,0.14999999,121.13235294117646,0.14999999,16474,-0.18568558,9.02969765663147,-0.11102458,-0.24797465
0.14999999,,137,-0.10712334,0.0034825685,137,14,0.14999999,-151.01091,0.14999999,120.46715328467154,0.14999999,16504,-0.18568558,9.052809476852417,-0.11102458,-0.37054533
0.14999999,,138,-0.10712334,0.0034825685,138,14,0.14999999,-153.5077,0.14999999,123.21739130434783,0.14999999,17004,-0.18568558,9.309515953063965,-0.11102458,-0.32940197
0.14999999,,139,-0.10712334,0.0034825685,139,14,0.14999999,-153.15422,0.14999999,122.69064748201438,0.14999999,17054,-0.18568558,9.341743469238281,-0.11102458,-0.44933546
0.14999999,,140,-0.10712334,0.0034825685,140,14,0.14999999,-153.39894,0.14999999,125.38571428571429,0.14999999,17554,-0.18568558,9.600642681121826,-0.11102458,-0.42702514
0.14999999,,141,-0.10712334,0.0034825685,141,14,0.14999999,-153.35591,0.14999999,124.88652482269504,0.14999999,17609,-0.18568558,9.63398790359497,-0.11102458,-1.0830663
0.14999999,,142,-0.10712334,0.0034825685,142,14,0.14999999,-153.0619,0.14999999,124.16197183098592,0.14999999,17631,-0.18568558,9.64777946472168,-0.11102458,-0.22626822
0.14999999,,143,-0.10712334,0.0034825685,143,14,0.14999999,-152.749,0.14999999,123.39160839160839,0.14999999,17645,-0.18568558,9.657712936401367,-0.11102458,0.07938644
0.14999999,,144,-0.10712334,0.0034825685,144,14,0.14999999,-152.49243,0.14999999,122.72222222222223,0.14999999,17672,-0.18568558,9.674930810928345,-0.11102458,-0.3830346
0.14999999,,145,-0.10712334,0.0034825685,145,14,0.14999999,-154.8798,0.14999999,125.32413793103449,0.14999999,18172,-0.18568558,9.935551404953003,-0.11102458,-0.49211615
0.14999999,,146,-0.10712334,0.0034825685,146,14,0.14999999,-154.61183,0.14999999,124.64383561643835,0.14999999,18198,-0.18568558,9.952754974365234,-0.11102458,-0.45676744
0.14999999,,147,-0.10712334,0.0034825685,147,14,0.14999999,-154.85286,0.14999999,127.19727891156462,0.14999999,18698,-0.18568558,10.226923942565918,-0.11102458,-0.5381669
0.14999999,,148,-0.10712334,0.0034825685,148,14,0.14999999,-157.0837,0.14999999,129.71621621621622,0.14999999,19198,-0.18568558,10.515758752822876,-0.11102458,-0.80874467
0.14999999,,149,-0.10712334,0.0034825685,149,14,0.14999999,-156.78078,0.14999999,128.98657718120805,0.14999999,19219,-0.18568558,10.53091287612915,-0.11102458,-0.4957335
0.14999999,,150,-0.10712334,0.0034825685,150,14,0.14999999,-157.61845,0.14999999,129.35333333333332,0.14999999,19403,-0.18568558,10.634988784790039,-0.11102458,-0.11862627
