IWFirstEpisode,NumTrajectories,ReturnMean,DenMISEMeanLog,BoundBonus,AvgEpLen,ReturnAbsMax,NumTrainableParams,ReturnStepMax,Delta,LQGmu1_actor,DenMISELogFirst,IWLastEpisode,LQGsigma_higher,DenMISELogLast,BoundMISE,IWMean,ReturnMax,Bound,ReturnLastEpisode,TimeElapsed,IWMax,GridSize,Regret,ReturnMin,Iteration,IWMin,MinEpLen,Regret/t,TimestepsSoFar,LQGmu1_higher
0.006585721,45,6.3916354,-3.3913229,38.09913,20.0,18.191303,,19.980722,3.002109e-06,-14.126497,-3.0728831,1.094284,3.0,-3.0865092,5.460338,0.84242487,18.191303,43.559467,7.2960715,10.812048435211182,5.1796746,10,-62.623596,,45,,20,-1.3916354,900,-10.0
1.8560121,46,6.3693714,-3.4217455,38.577564,20.0,18.191303,,19.980722,2.8730017e-06,6.233162,-3.0947156,5.924119e-07,3.0,-4.614359,5.0110703,0.97864,18.191303,43.588634,5.367492,11.087952613830566,3.5938325,10,-62.99109,,46,,20,-1.3693714,920,3.3333333
2.5143604,47,6.2558646,-3.4213412,31.779524,20.0,18.191303,,19.980722,2.7520464e-06,1.6223478,-3.0766664,0.19277912,3.0,-3.3679156,10.865915,1.0225713,18.191303,42.64544,1.0345504,11.34579062461853,2.7530973,10,-59.025635,,47,,20,-1.2558646,940,-1.1111112
0.017803445,48,6.168068,-3.4146776,41.24739,20.0,18.191303,,19.980722,2.6385726e-06,7.42115,-3.0456047,0.060548272,3.0,-3.1124065,0.79382676,1.214717,18.191303,42.041218,2.0416052,11.62532091140747,7.6061845,10,-56.06726,,48,,20,-1.1680679,960,10.0
0.0065395855,49,6.060294,-3.4110837,36.35489,20.0,18.191303,,19.980722,2.5319744e-06,-15.468849,-3.065853,1.8987441e-07,3.0,-3.4015625,5.669146,0.8928744,18.191303,42.024036,0.88714516,11.884958982467651,5.5509243,10,-51.954407,,49,,20,-1.0602942,980,-10.0
0.3898962,50,6.050151,-3.4521515,33.86672,20.0,18.191303,,19.980722,2.4317083e-06,-7.672783,-3.0859225,0.117539234,3.0,-5.3362007,7.692981,0.90160716,18.191303,41.5597,5.5531454,12.216631174087524,3.0187645,10,-52.507538,,50,,20,-1.0501509,1000,-5.5555553
2.877262,51,6.066164,-3.4484665,33.200893,20.0,18.191303,,19.980722,2.337282e-06,2.6203012,-3.0979574,0.042990588,3.0,-3.157265,8.232198,1.0379589,18.191303,41.43309,6.8668284,12.530039310455322,3.114655,10,-54.37436,,51,,20,-1.066164,1020,1.1111112
0.67189264,52,5.9782457,-3.4431622,38.539455,20.0,18.191303,,19.980722,2.2482511e-06,7.0357366,-3.0624926,2.0165048,3.0,-3.1975675,2.1487772,1.0228577,18.191303,40.688232,1.4944234,12.825028419494629,3.945968,10,-50.868774,,52,,20,-0.97824574,1040,5.5555553
0.0065582474,53,5.8831425,-3.4420264,34.672485,20.0,18.191303,,19.980722,2.164212e-06,-9.948091,-3.0687025,3.922619e-07,3.0,-3.3893425,6.018063,0.9562505,18.191303,40.690548,0.9377644,13.19426155090332,5.545559,10,-46.80655,,53,,20,-0.8831425,1060,-10.0
1.3104842,54,5.891919,-3.4413497,31.224503,20.0,18.191303,,19.980722,2.0847979e-06,-4.030424,-3.087271,0.32993644,3.0,-3.3395295,9.119206,0.907392,18.191303,40.343708,6.35706,13.526283502578735,2.832458,10,-48.163635,,54,,20,-0.89191914,1080,-3.3333333
0.01845673,55,5.917551,-3.4359388,38.94216,20.0,18.191303,,19.980722,2.0096763e-06,13.572859,-3.0816417,4.9715916e-05,3.0,-3.0446315,0.7877192,1.1593466,18.191303,39.72988,7.3016825,13.862077236175537,7.512639,10,-50.4653,,55,,20,-0.91755104,1100,10.0
2.8811991,56,5.820724,-3.453918,31.84181,20.0,18.191303,,19.980722,1.9385427e-06,-4.0527616,-3.0993247,0.002279943,3.0,-4.561455,7.713391,1.0168016,18.191303,39.555202,0.4952345,14.14231014251709,3.0966291,10,-45.96054,,56,,20,-0.820724,1120,1.1111112
0.3825319,57,5.844915,-3.4470778,31.905615,20.0,18.191303,,19.980722,1.8711206e-06,-1.4778175,-3.066854,2.5254765,3.0,-3.0694466,7.8705792,0.9539404,18.191303,39.776196,7.1996245,14.38279914855957,3.0324004,10,-48.160156,,57,,20,-0.8449149,1140,-5.5555553
2.516601,58,6.057533,-3.4406917,29.106115,20.0,18.191303,,19.980722,1.8071556e-06,0.09379256,-3.077557,2.7093232,3.0,-3.0217204,10.217747,1.0051664,18.191303,39.32386,18.176765,14.622232913970947,2.7465177,10,-61.336914,,58,,20,-1.0575328,1160,-1.1111112
0.0064507546,59,6.214127,-3.4338753,33.298985,20.0,18.191303,,19.980722,1.7464151e-06,-5.9427013,-3.0521767,0.009627977,3.0,-3.034727,5.9342074,0.93956405,18.191303,39.233192,15.296551,14.889086484909058,5.575959,10,-71.633484,,59,,20,-1.2141271,1180,-10.0
1.2865965,60,6.231355,-3.4296596,29.127197,20.0,18.191303,,19.980722,1.6886866e-06,-2.5970979,-3.0688746,2.0241265,3.0,-3.100956,9.932353,0.9840181,18.191303,39.05955,7.2478504,15.208247184753418,2.729783,10,-73.88132,,60,,20,-1.2313552,1200,-3.3333333
0.6730323,61,6.270119,-3.4227462,36.5515,20.0,18.191303,,19.980722,1.6337734e-06,11.03315,-3.0641873,0.0655191,3.0,-2.984679,2.1120226,0.97920257,18.191303,38.66352,8.595957,15.51724910736084,4.0832286,10,-77.477264,,61,,20,-1.2701192,1220,5.5555553
2.4963436,62,6.1769757,-3.4301395,27.885162,20.0,18.191303,,19.980722,1.581496e-06,-3.9335852,-3.069475,0.0017211374,3.0,-3.8462842,10.4907675,1.0237764,18.191303,38.37593,0.4952345,15.846462488174438,2.7032077,10,-72.9725,,62,,20,-1.1769757,1240,-1.1111112
0.37463763,63,6.1959066,-3.4233,30.029161,20.0,18.191303,,19.980722,1.5316882e-06,-2.9963017,-3.0460012,2.3412352,3.0,-3.0143845,8.143239,0.9726337,18.191303,38.1724,7.3696404,16.216597080230713,2.9379745,10,-75.34213,,63,,20,-1.1959066,1260,-5.5555553
0.017986255,64,6.2202954,-3.416816,37.10129,20.0,18.191303,,19.980722,1.4841969e-06,11.07632,-3.0558205,0.00021863554,3.0,-2.9729939,0.80098534,1.2313911,18.191303,37.902275,7.7567577,16.545125484466553,7.6818385,10,-78.09891,,64,,20,-1.2202954,1280,10.0
0.00657362,65,6.1322174,-3.419971,32.08884,20.0,18.191303,,19.980722,1.4388808e-06,-9.133208,-3.0710437,1.152415e-10,3.0,-3.811964,5.5920777,0.881035,18.191303,37.68092,0.4952345,16.865571975708008,5.600992,10,-73.59415,,65,,20,-1.1322174,1300,-10.0
1.8402926,66,6.1327877,-3.4196625,33.22034,20.0,18.191303,,19.980722,1.3956086e-06,0.30267978,-3.08621,0.0006193578,3.0,-3.2648716,4.425782,0.9303308,18.191303,37.646122,6.1698465,17.284609079360962,3.635345,10,-74.76398,,66,,20,-1.1327877,1320,3.3333333
2.5070295,67,6.2249246,-3.415551,27.108055,20.0,18.191303,,19.980722,1.3542596e-06,4.1937723,-3.0737464,2.5534525,3.0,-3.066042,10.692275,1.0509366,18.191303,37.80033,12.305959,17.667309999465942,2.7210972,10,-82.06995,,67,,20,-1.2249246,1340,-1.1111112
0.3768263,68,6.1520762,-3.4133556,29.039799,20.0,18.191303,,19.980722,1.3147211e-06,-1.697104,-3.0518262,0.018509787,3.0,-3.308617,8.014515,0.96225715,18.191303,37.054314,1.2712221,17.97894525527954,2.9397106,10,-78.34119,,68,,20,-1.1520762,1360,-5.5555553
2.4750261,69,6.325245,-3.4077473,26.389334,20.0,18.191303,,19.980722,1.2768895e-06,2.7348418,-3.0608988,2.5726604,3.0,-2.9815683,10.853678,1.051468,18.191303,37.24301,18.100695,18.313554286956787,2.6634197,10,-91.441895,,69,,20,-1.3252449,1380,-1.1111112
2.7153683,70,6.2546062,-3.4043548,28.232063,20.0,18.191303,,19.980722,1.2406675e-06,0.69452965,-3.0400457,2.8565671,3.0,-3.2136438,8.221958,1.0352739,18.191303,36.45402,1.3805511,18.563023567199707,2.9821162,10,-87.82245,,70,,20,-1.2546062,1400,1.1111112
0.0062226355,71,6.275426,-3.3987083,31.019201,20.0,18.191303,,19.980722,1.2059652e-06,-7.9126964,-3.016173,0.0047890143,3.0,-3.0301745,5.459693,0.8605487,18.191303,36.478893,7.7328076,18.824080228805542,5.6225977,10,-90.55524,,71,,20,-1.2754259,1420,-10.0
0.017529035,72,6.2830315,-3.3978631,35.647648,20.0,18.191303,,19.980722,1.1726988e-06,8.888909,-3.0300715,5.821835e-08,3.0,-3.184301,0.7889893,1.2154958,18.191303,36.436638,6.823028,19.071926593780518,7.715542,10,-92.378265,,72,,20,-1.2830315,1440,10.0
1.2545128,73,6.2056074,-3.3976264,26.391594,20.0,18.191303,,19.980722,1.1407902e-06,-2.9160442,-3.0436215,0.0011618708,3.0,-3.558894,9.912419,0.9993687,18.191303,36.304012,0.6310844,19.343727588653564,2.6752343,10,-88.00934,,73,,20,-1.2056074,1460,-3.3333333
0.6570723,74,6.2267075,-3.3919034,33.962933,20.0,18.191303,,19.980722,1.1101664e-06,9.627481,-3.040188,0.04796306,3.0,-2.9673378,2.0792258,0.971345,18.191303,36.04216,7.767051,19.58698606491089,4.1314473,10,-90.77637,,74,,20,-1.2267075,1480,5.5555553
0.064399675,75,6.1510653,-3.3955138,29.316536,20.0,18.191303,,19.980722,1.0807593e-06,-6.813952,-3.0447707,2.4433473e-07,3.0,-3.6229887,6.4010677,0.9004377,18.191303,35.717606,0.5535264,19.838913917541504,3.3266802,10,-86.329895,,75,,20,-1.1510653,1500,-7.7777777
1.2716095,76,6.1639485,-3.3933346,25.757956,20.0,18.191303,,19.980722,1.0525054e-06,-2.708786,-3.0571578,1.5398297,3.0,-3.1222618,9.920978,1.0106682,18.191303,35.678932,7.130155,20.069202661514282,2.6461208,10,-88.46008,,76,,20,-1.1639485,1520,-3.3333333
2.7525244,77,6.188147,-3.387663,27.389189,20.0,18.191303,,19.980722,1.0253452e-06,-1.2130961,-3.0536366,1.1422536,3.0,-2.9611993,8.061708,1.0195186,18.191303,35.450897,8.027271,20.467159032821655,3.025104,10,-91.487335,,77,,20,-1.1881471,1540,1.1111112
2.403123,78,6.3420033,-3.3820684,24.628529,20.0,18.191303,,19.980722,9.992227e-07,-0.51954883,-3.031417,2.5729022,3.0,-2.9631631,10.75011,1.0594889,18.191303,35.37864,18.188927,20.992289543151855,2.5877943,10,-104.67627,,78,,20,-1.3420033,1560,-1.1111112
1.217668,79,6.4920607,-3.376108,24.85588,20.0,18.196522,,19.98646,9.740861e-07,-1.9286598,-3.0138118,1.6590717,3.0,-2.9636638,10.351218,1.0271584,18.196522,35.2071,18.196522,21.618630409240723,2.5770683,10,-117.8728,,79,,20,-1.4920607,1580,-3.3333333
2.3547788,80,6.6334023,-3.3701522,23.876057,20.0,18.196522,,19.98646,9.4988604e-07,-7.4179416,-3.0110946,2.3781083,3.0,-2.9209888,11.306958,1.0727667,18.196522,35.183014,17.799364,22.216106176376343,2.5123417,10,-130.67218,,80,,20,-1.6334023,1600,-1.1111112
0.0060892687,81,6.6353188,-3.3669322,29.710629,20.0,18.196522,,19.98646,9.2657694e-07,-11.211704,-2.9945073,2.197434,3.0,-3.1752315,5.4577146,0.85166293,18.196522,35.168343,6.7886696,22.82651948928833,5.857205,10,-132.46082,,81,,20,-1.6353188,1620,-10.0
0.01712415,82,6.6223764,-3.3719933,34.284164,20.0,18.196522,,19.98646,9.041153e-07,14.103292,-3.0067022,6.931031e-11,3.0,-3.6215875,0.7871744,1.2233074,18.196522,35.07134,5.5740356,23.58237862586975,7.928714,10,-133.03485,,82,,20,-1.6223764,1640,10.0
0.36451685,83,6.5485554,-3.388082,26.475588,20.0,18.196522,,19.98646,8.8246054e-07,-10.444018,-3.0186148,8.430918e-09,3.0,-4.8967633,8.263205,0.96591055,18.196522,34.738792,0.4952345,24.240594148635864,2.8816435,10,-128.53009,,83,,20,-1.5485554,1660,-5.5555553
1.7331203,84,6.546763,-3.3896575,30.123814,20.0,18.196522,,19.98646,8.615746e-07,5.6455345,-3.0262089,0.00011369662,3.0,-3.480876,4.560038,0.9161217,18.196522,34.683853,6.3979983,24.802650690078735,3.688595,10,-129.9281,,84,,20,-1.546763,1680,3.3333333
0.0062316535,85,6.483021,-3.3912523,28.82401,20.0,18.196522,,19.98646,8.414217e-07,-11.387455,-3.0176208,5.1232346e-06,3.0,-3.4348676,5.7707834,0.90678424,18.196522,34.594795,1.1286061,25.3457293510437,5.7233133,10,-126.05676,,85,,20,-1.4830208,1700,-10.0
2.397906,86,6.474601,-3.395444,23.424934,20.0,18.196522,,19.98646,8.2196743e-07,-2.7652428,-3.0292437,0.014425743,3.0,-3.6456573,10.745391,1.0227153,18.196522,34.170326,5.7589784,25.970821857452393,2.5642178,10,-126.815674,,86,,20,-1.4746008,1720,-1.1111112
0.63964254,87,6.497584,-3.389935,32.02786,20.0,18.196522,,19.98646,8.031802e-07,3.2357974,-3.0133035,0.053341467,3.0,-2.9329362,1.9697857,0.93100625,18.196522,33.997643,8.474058,26.765451192855835,4.2490516,10,-130.2898,,87,,20,-1.4975839,1740,5.5555553
0.0062303194,88,6.439058,-3.3891463,28.082302,20.0,18.196522,,19.98646,7.850298e-07,-13.202135,-3.017407,0.00020186379,3.0,-3.242209,5.8485713,0.922407,18.196522,33.930874,1.347282,27.29117465019226,5.5514936,10,-126.637085,,88,,20,-1.4390578,1760,-10.0
0.36818796,89,6.4441133,-3.3991904,25.766748,20.0,18.196522,,19.98646,7.674879e-07,-8.167204,-3.0286355,0.3419478,3.0,-4.1927967,8.036744,0.9426176,18.196522,33.803493,6.888999,27.614858865737915,2.880642,10,-128.52606,,89,,20,-1.4441133,1780,-5.5555553
0.01762764,90,6.444543,-3.3975253,33.00532,20.0,18.196522,,19.98646,7.5052725e-07,14.707969,-3.0356805,3.5060754e-08,3.0,-3.187327,0.7792861,1.2151406,18.196522,33.784607,6.4827914,28.030021905899048,7.927459,10,-130.00885,,90,,20,-1.4445429,1800,10.0
