IWFirstEpisode,NumTrajectories,ReturnMean,DenMISEMeanLog,BoundBonus,AvgEpLen,ReturnAbsMax,NumTrainableParams,ReturnStepMax,Delta,LQGmu1_actor,DenMISELogFirst,IWLastEpisode,LQGsigma_higher,DenMISELogLast,BoundMISE,IWMean,ReturnMax,Bound,ReturnLastEpisode,TimeElapsed,IWMax,GridSize,Regret,ReturnMin,Iteration,IWMin,MinEpLen,Regret/t,TimestepsSoFar,LQGmu1_higher
0.0023298028,1,9.663611,-2.0337632,31688.35,20.0,9.663611,1,10.413048,0.0060792705,-7.85812,-2.0337632,0.0023298028,3.0,-2.0337632,0.02251431,0.0023298028,9.663611,31688.373,9.663611,0.035422325134277344,0.0023298028,10,-4.6636114,,1,,20,-4.6636114,20,-10.0
0.012914762,2,8.330103,-2.8368926,3872.4685,20.0,9.663611,,10.413048,0.0015198176,10.604988,-2.7245834,5.129321e-08,3.0,-2.9492018,0.062401798,0.0064574066,9.663611,3872.531,6.9965935,0.681936502456665,0.012914762,10,-6.660206,,2,,20,-3.330103,40,10.0
0.40487152,3,5.7184796,-3.2029092,131.81592,20.0,9.663611,,10.413048,0.0006754746,-8.089146,-3.1236117,1.5209616e-06,3.0,-3.1304488,7.919456,1.080458,9.663611,139.73537,0.4952345,0.9498975276947021,2.8365011,10,-2.1554394,,3,,20,-0.71847963,60,-5.5555553
0.8390791,4,5.8531437,-3.1651158,103.15991,20.0,9.663611,,10.413048,0.0003799544,4.362432,-3.284699,8.439849e-05,3.0,-2.9808047,2.1493285,0.45587516,9.663611,105.30924,6.2571344,1.2086803913116455,0.9842181,10,-3.4125748,,4,,20,-0.8531437,80,5.5555553
3.1987643,5,4.93407,-3.255844,57.090515,20.0,9.663611,,10.413048,0.00024317083,0.102425575,-3.3174124,0.57964975,3.0,-3.136646,6.966357,0.851899,9.663611,64.05687,1.2577769,1.4884567260742188,3.1987643,10,0.32964897,,5,,20,0.06592989,100,-1.1111112
0.06190038,6,6.7406726,-3.2487962,75.34182,20.0,15.773685,,17.153757,0.00016886865,-10.011981,-3.0051885,0.08481701,3.0,-3.0001585,8.565991,1.2687367,15.773685,83.907814,15.773685,1.6868855953216553,3.7450995,10,-10.444035,,6,,20,-1.7406726,120,-7.7777777
1.9596969,7,6.609977,-3.2351303,74.165924,20.0,15.773685,,17.153757,0.00012406673,1.9515297,-3.1490753,0.00016796301,3.0,-3.2200847,7.259501,1.0869296,15.773685,81.42542,5.8258023,1.9540159702301025,3.6215098,10,-11.269836,,7,,20,-1.6099768,140,3.3333333
0.017629396,8,6.018157,-3.2062864,79.31529,20.0,15.773685,,17.153757,9.49886e-05,9.219409,-3.0357804,0.07278958,3.0,-2.996139,0.50931615,0.8391044,15.773685,79.82461,1.8754159,2.197097063064575,6.115306,10,-8.145256,,8,,20,-1.018157,160,10.0
1.3972247,9,5.415048,-3.2465541,71.657524,20.0,15.773685,,17.153757,7.5052725e-05,0.89296365,-3.1513622,0.000550624,3.0,-3.2670567,6.306839,0.69302016,15.773685,77.96436,0.59017754,2.4326252937316895,1.6436312,10,-3.7354317,,9,,20,-0.41504812,180,-3.3333333
0.0068512377,10,5.3903933,-3.2635033,65.94211,20.0,15.773685,,17.153757,6.0792707e-05,-12.11554,-3.1124084,0.0041263024,3.0,-3.1192138,6.3150773,1.0077788,15.773685,72.25719,5.168499,2.6444950103759766,4.5724716,10,-3.9039307,,10,,20,-0.39039326,200,-10.0
3.2088592,11,5.4115376,-3.3125677,56.164005,20.0,15.773685,,17.153757,5.0241906e-05,0.5346355,-3.2070336,0.0003277404,3.0,-3.7133882,9.637211,1.3746154,15.773685,65.801216,5.6229887,2.8774406909942627,3.299981,10,-4.5269165,,11,,20,-0.41153765,220,1.1111112
0.1416161,12,5.768711,-3.2681363,64.18383,20.0,15.773685,,17.153757,4.221716e-05,7.2094183,-3.0380747,0.1504118,3.0,-3.0377896,1.056055,0.8586647,15.773685,65.23988,9.697612,3.0827953815460205,4.1027875,10,-9.224533,,12,,20,-0.7687111,240,7.7777777
1.3357737,13,5.3962884,-3.2806845,55.503166,20.0,15.773685,,17.153757,3.5972018e-05,-6.331993,-3.106385,0.007043599,3.0,-3.2368937,5.6559443,0.66062033,15.773685,61.15911,0.92721564,3.314969062805176,1.5520266,10,-5.1517487,,13,,20,-0.3962884,260,-3.3333333
0.0066505875,14,5.5226107,-3.2976935,54.01472,20.0,15.773685,,17.153757,3.1016683e-05,-9.967169,-3.0826843,1.5274191,3.0,-3.18859,7.366456,1.1972967,15.773685,61.381176,7.1648088,3.531672716140747,5.3737564,10,-7.316551,,14,,20,-0.52261066,280,-10.0
0.7342196,15,5.5558443,-3.289536,55.48021,20.0,15.773685,,17.153757,2.7018985e-05,7.687767,-3.1512022,5.3654494e-06,3.0,-3.2684073,2.7268205,0.977043,15.773685,58.20703,6.0211115,3.7388172149658203,3.3887718,10,-8.337662,,15,,20,-0.5558443,300,5.5555553
0.42322803,16,5.2620397,-3.29182,50.327183,20.0,15.773685,,17.153757,2.374715e-05,-7.207582,-3.167953,0.00020505069,3.0,-3.2689407,5.6894536,0.8046771,15.773685,56.016636,0.85496885,3.9936411380767822,3.2137792,10,-4.1926346,,16,,20,-0.26203966,320,-5.5555553
3.194248,17,5.359144,-3.2936957,47.534595,20.0,15.773685,,17.153757,2.1035537e-05,0.46825945,-3.2024698,0.063940525,3.0,-3.11223,8.147943,1.1213244,15.773685,55.682537,6.912819,4.221766948699951,3.2833657,10,-6.1054535,,17,,20,-0.3591442,340,1.1111112
0.018564124,18,5.6607485,-3.2786417,54.26814,20.0,15.773685,,17.153757,1.8763181e-05,13.353575,-3.0874436,0.018731747,3.0,-3.087464,0.65552133,0.8862618,15.773685,54.92366,10.788016,4.449712514877319,5.5830655,10,-11.893471,,18,,20,-0.6607485,360,10.0
0.0070462865,19,5.3888793,-3.34375,46.78973,20.0,15.773685,,17.153757,1.6840086e-05,-5.7312136,-3.14048,7.09861e-13,3.0,-4.3432565,7.363299,1.1855718,15.773685,54.15303,0.4952345,4.724249839782715,5.1037693,10,-7.38871,,19,,20,-0.3888793,380,-10.0
2.8200507,20,5.480359,-3.3300958,44.397587,20.0,15.773685,,17.153757,1.5198177e-05,-0.70788705,-3.1914027,0.9787679,3.0,-3.1819427,8.405414,0.96880704,15.773685,52.803,7.2184753,4.9529478549957275,2.9804318,10,-9.607185,,20,,20,-0.48035908,400,-1.1111112
1.8813695,21,6.0856423,-3.3217015,51.727097,20.0,18.191303,,19.980722,1.3785194e-05,5.585591,-3.1082854,1.18529,3.0,-3.0948417,6.1551943,0.99350864,18.191303,57.88229,18.191303,5.1947150230407715,3.3365989,10,-22.798485,,21,,20,-1.0856423,420,3.3333333
0.38335562,22,5.862155,-3.319534,50.77049,20.0,18.191303,,19.980722,1.25604765e-05,-4.746738,-3.069005,0.0034512896,3.0,-3.2443838,7.012056,0.9308945,18.191303,57.782543,1.1689154,5.4045445919036865,3.3488603,10,-18.967407,,22,,20,-0.86215496,440,-5.5555553
0.018727046,23,5.921502,-3.3149717,54.889088,20.0,18.191303,,19.980722,1.1492007e-05,11.161478,-3.0961814,1.709037e-05,3.0,-3.1220152,0.7252503,1.0341487,18.191303,55.614338,7.227143,5.628541469573975,6.618828,10,-21.19455,,23,,20,-0.9215021,460,10.0
2.6732087,24,5.6954074,-3.330561,45.88874,20.0,18.191303,,19.980722,1.055429e-05,-0.78519374,-3.1379273,0.0011944879,3.0,-3.6550925,9.468756,0.97688055,18.191303,55.3575,0.4952345,5.854380130767822,3.038659,10,-16.689774,,24,,20,-0.6954074,480,-1.1111112
0.0065874355,25,6.1952014,-3.321539,48.65545,20.0,18.191303,,19.980722,9.726833e-06,-10.836874,-3.0731435,0.025340801,3.0,-3.059581,6.21914,0.9861245,18.191303,54.874588,18.190262,6.074317693710327,5.1618557,10,-29.880035,,25,,20,-1.1952014,500,-10.0
0.70606446,26,6.201502,-3.3290358,50.9531,20.0,18.191303,,19.980722,8.9930045e-06,3.8170474,-3.1121006,1.3902716e-06,3.0,-3.4599705,2.572271,0.92243993,18.191303,53.525368,6.359001,6.284964561462402,3.7825372,10,-31.239044,,26,,20,-1.2015018,520,5.5555553
0.40464288,27,6.021076,-3.3278086,45.747345,20.0,18.191303,,19.980722,8.3391915e-06,-3.829309,-3.1230469,0.024703344,3.0,-3.1970496,7.328724,0.9351581,18.191303,53.07607,1.3300223,6.518892288208008,3.2766044,10,-27.569061,,27,,20,-1.0210762,540,-5.5555553
2.6909413,28,6.062389,-3.3233533,42.389908,20.0,18.191303,,19.980722,7.754171e-06,-2.0473251,-3.1445389,1.9962803,3.0,-3.1193142,10.603951,1.0457416,18.191303,52.99386,7.1778274,6.759469270706177,3.0199976,10,-29.746887,,28,,20,-1.0623889,560,-1.1111112
2.542682,29,6.463679,-3.3134325,39.627552,20.0,18.191303,,19.980722,7.2286225e-06,-1.9046586,-3.0878673,2.6982908,3.0,-3.0588636,11.3575325,1.0611153,18.191303,50.985085,17.699802,6.9865498542785645,2.8233376,10,-42.446686,,29,,20,-1.4636788,580,-1.1111112
0.00635819,30,6.847747,-3.301709,44.63787,20.0,18.191303,,19.980722,6.754746e-06,-8.802645,-3.037723,0.07019432,3.0,-3.0018716,6.1724453,0.9671756,18.191303,50.810318,17.985727,7.215394735336304,5.030436,10,-55.432404,,30,,20,-1.8477468,600,-10.0
0.0182486,31,6.846885,-3.3013685,49.55421,20.0,18.191303,,19.980722,6.325984e-06,17.037455,-3.0703008,9.84654e-09,3.0,-3.2224836,0.68072855,1.0098794,18.191303,50.23494,6.82103,7.496330499649048,6.830163,10,-57.25345,,31,,20,-1.8468852,620,10.0
1.3292128,32,6.648396,-3.4056554,39.70313,20.0,18.191303,,19.980722,5.9367876e-06,2.5384133,-3.1014612,9.43633e-09,3.0,-6.592684,10.5837,0.98794866,18.191303,50.286827,0.4952345,7.718367576599121,2.9360006,10,-52.748672,,32,,20,-1.648396,640,-3.3333333
1.8501171,33,6.490764,-3.4011836,44.544144,20.0,18.191303,,19.980722,5.5824344e-06,7.119898,-3.0915344,3.2566128,3.0,-3.2333438,5.5074,1.0195521,18.191303,50.051544,1.446548,7.930153846740723,3.6172469,10,-49.19522,,33,,20,-1.4907641,660,3.3333333
0.06583663,34,6.327173,-3.4008663,41.457535,20.0,18.191303,,19.980722,5.2588844e-06,-4.340972,-3.0668385,1.742487e-05,3.0,-3.3899796,7.108967,1.0108469,18.191303,48.5665,0.92865384,8.175357103347778,3.4117873,10,-45.123886,,34,,20,-1.3271732,680,-7.7777777
2.865587,35,6.3514147,-3.392113,38.504353,20.0,18.191303,,19.980722,4.96267e-06,-1.9587014,-3.0938914,0.5553136,3.0,-3.080729,9.246149,1.0773821,18.191303,47.750504,7.1756215,8.428122520446777,3.0288923,10,-47.299515,,35,,20,-1.3514147,700,1.1111112
1.2541943,36,6.6656203,-3.380451,37.2319,20.0,18.191303,,19.980722,4.6907953e-06,-2.1819582,-3.0433676,2.4766448,3.0,-3.029434,10.848456,1.0067278,18.191303,48.080357,17.662813,8.672898530960083,2.8468828,10,-59.962326,,36,,20,-1.6656203,720,-3.3333333
0.14139624,37,6.7747083,-3.3701015,45.622723,20.0,18.191303,,19.980722,4.4406656e-06,14.433683,-3.036521,0.010711028,3.0,-2.9919772,1.0334066,0.9588858,18.191303,46.656128,10.701883,8.91358470916748,4.34141,10,-65.6642,,37,,20,-1.7747083,740,7.7777777
2.4712577,38,6.6094584,-3.4152849,34.565514,20.0,18.191303,,19.980722,4.2100214e-06,3.2194123,-3.059375,2.9738103e-05,3.0,-5.0189486,11.965337,1.0833197,18.191303,46.53085,0.4952345,9.14160680770874,2.7173746,10,-61.159424,,38,,20,-1.6094584,760,-1.1111112
0.0062611587,39,6.474583,-3.408211,40.574276,20.0,18.191303,,19.980722,3.996891e-06,-9.098285,-3.0223446,0.00019948403,3.0,-3.2062674,5.583834,0.86392134,18.191303,46.15811,1.3493136,9.394490718841553,5.233878,10,-57.508743,,39,,20,-1.4745831,780,-10.0
0.37520033,40,6.4697237,-3.4090188,37.5518,20.0,18.191303,,19.980722,3.7995442e-06,-4.599441,-3.047502,1.7601703,3.0,-3.2802353,8.284613,0.95363426,18.191303,45.83641,6.2802105,9.634295225143433,3.0256262,10,-58.78894,,40,,20,-1.4697237,800,-5.5555553
0.67213845,41,6.4862924,-3.4014082,42.768658,20.0,18.191303,,19.980722,3.6164613e-06,6.0012045,-3.0628583,0.009030319,3.0,-3.0394924,2.1132343,0.9087821,18.191303,44.881893,7.1490417,9.85262417793274,3.9667292,10,-60.93799,,41,,20,-1.4862924,820,5.5555553
0.018255789,42,6.358079,-3.4025843,43.81006,20.0,18.191303,,19.980722,3.4462985e-06,10.801291,-3.0706952,1.5492893,3.0,-3.343701,0.7878196,1.2134923,18.191303,44.597878,1.101306,10.064697265625,7.909316,10,-57.039307,,42,,20,-1.358079,840,10.0
2.5577888,43,6.2217336,-3.4058778,33.181305,20.0,18.191303,,19.980722,3.2878697e-06,0.26800537,-3.093791,0.0020207595,3.0,-3.6969001,11.134212,1.0492027,18.191303,44.315517,0.4952345,10.346983194351196,2.7946494,10,-52.534546,,43,,20,-1.2217336,860,-1.1111112
0.3795389,44,6.37108,-3.3969734,35.685383,20.0,18.191303,,19.980722,3.1401191e-06,-5.802448,-3.058999,0.42649436,3.0,-3.049498,8.203976,0.9545208,18.191303,43.88936,12.792988,10.581337690353394,3.028789,10,-60.327515,,44,,20,-1.3710799,880,-5.5555553
