ReturnMax,NumTrajectories,NumTrainableParams,IWMin,TimeElapsed,ReturnStepMax,ReturnLastEpisode,IWFirstEpisode,DenMISELogFirst,Regret/t,Iteration,ReturnMin,Delta,Regret,LQGmu1_higher,ReturnMean,ReturnAbsMax,GridSize,Bound,BoundMISE,IWLastEpisode,LQGmu1_actor,IWMax,TimestepsSoFar,IWMean,BoundBonus,DenMISEMeanLog,AvgEpLen,LQGsigma_higher,MinEpLen,DenMISELogLast
3.0976868,1,1,,0.025251388549804688,3.1695018,3.0976868,2.746308e-38,0.9619692,1.9023132,1,,0.2,1.9023132,-1.0,3.0976868,3.0976868,100,inf,8.5072017e-38,2.746308e-38,-0.892906,2.746308e-38,20,2.746308e-38,inf,0.9619692,20.0,0.14999999,20,0.9619692
18.188555,2,,,0.28426194190979004,19.978165,18.188555,9.565438e-10,0.26882198,-5.643121,2,,0.2,-11.286242,-0.01010101,10.643121,18.188555,100,106959315000.0,7.0786405e-07,7.76733e-08,0.020148385,7.76733e-08,40,3.9314923e-08,106959315000.0,0.1494934,20.0,0.14999999,20,0.030164823
18.188555,3,,,0.40901947021484375,19.978165,18.181526,0.01899742,-0.13664311,-8.155922,3,,0.2,-24.467766,0.4949495,13.155922,18.188555,100,8256.426,0.14343286,0.020430107,0.36826998,0.020430107,60,0.013142508,8256.282,-0.21756935,20.0,0.14999999,20,-0.14076473
18.188555,4,,,0.5251665115356445,19.978165,12.478966,1.712485e-21,-0.41801268,-7.986683,4,,0.2,-31.946732,-0.5151515,12.986683,18.188555,100,6303.525,1.0163306,1.584425e-07,-0.57480764,0.21655439,80,0.055878166,6302.509,-0.55239177,20.0,0.14999999,20,-0.7069121
