ReturnLastEpisode,IWFirstEpisode,NumTrajectories,GridSize,BoundBonus,IWLastEpisode,LQGmu1_actor,DenMISELogFirst,Delta,LQGsigma_higher,ReturnMean,LQGmu1_higher,ReturnMin,NumTrainableParams,Regret,IWMean,TimestepsSoFar,ReturnMax,DenMISELogLast,ReturnStepMax,IWMax,ReturnAbsMax,AvgEpLen,TimeElapsed,MinEpLen,Bound,Regret/t,DenMISEMeanLog,BoundMISE,IWMin,Iteration
6.546974,0.019012364,16,20,67.9697,6.017947e-08,8.347973,-3.1113021,1.1873575e-05,3.0,7.2399516,10.0,,,-35.839226,0.8067871,320,18.19434,-3.1281621,19.98435,5.6567802,18.19434,20.0,4.346502780914307,20,68.54046,-2.2399516,-3.2298954,0.57075644,,16
0.7396398,1.7781711,17,20,62.731724,1.1150312,3.041359,-3.1707392,1.0517769e-05,3.0,6.85758,3.6842105,,,-31.578865,1.007578,340,18.19434,-3.334804,19.98435,3.6084213,18.19434,20.0,4.5774688720703125,20,68.67871,-1.8575802,-3.2510638,5.94699,,17
1.3756696,0.34688357,18,20,56.02754,0.041556336,-2.4358993,-3.1284158,9.381591e-06,3.0,6.55303,-5.7894735,,,-27.954536,1.155695,360,18.19434,-3.1692684,19.98435,3.325578,18.19434,20.0,4.84344482421875,20,64.97281,-1.55303,-3.2479544,8.945267,,18
9.013575,2.496599,19,20,52.406914,2.9228637,2.689839,-3.1633952,8.420043e-06,3.0,6.682532,-1.5789474,,,-31.96811,1.0846164,380,18.19434,-3.1309128,19.98435,2.9228637,18.19434,20.0,5.2083728313446045,20,64.80556,-1.6825318,-3.2361114,12.398644,,19
1.5744259,2.251611,20,20,53.111454,3.2664006,3.034803,-3.0912328,7.5990883e-06,3.0,6.427127,2.631579,,,-28.542542,1.2022283,400,18.19434,-3.201428,19.98435,3.2978356,18.19434,20.0,5.496534824371338,20,60.4325,-1.4271269,-3.23175,7.321044,,20
1.3618827,0.0063303853,21,20,55.160892,0.00023857906,-7.7477427,-3.0333407,6.892597e-06,3.0,6.1859245,-10.0,,,-24.904419,0.8417866,420,18.19434,-3.1159694,19.98435,4.3715115,18.19434,20.0,5.781176805496216,20,60.618114,-1.1859245,-3.2186716,5.4572225,,21
6.5058546,0.018418336,22,20,58.85332,7.929173e-08,10.808817,-3.0795593,6.2802383e-06,3.0,6.200467,10.0,,,-26.410278,0.7786995,440,18.19434,-3.1664379,19.98435,5.59811,18.19434,20.0,6.040687322616577,20,59.42648,-1.2004671,-3.2248628,0.5731587,,22
0.4952345,1.7766002,23,20,48.332104,0.00021557501,-1.470101,-3.1231742,5.7460034e-06,3.0,5.952414,-2.631579,,,-21.905518,0.9487988,460,18.19434,-3.6111395,19.98435,3.0672772,18.19434,20.0,6.27802586555481,20,57.993416,-0.95241404,-3.2530859,9.661313,,23
18.148472,0.15132587,24,20,48.786137,0.5672422,-6.516188,-3.0913284,5.277145e-06,3.0,6.4605827,-6.8421054,,,-35.053986,1.0935984,480,18.19434,-3.0538282,19.98435,3.2280233,18.19434,20.0,6.5568528175354,20,56.8294,-1.4605827,-3.2474759,8.043262,,24
7.2297773,0.6251476,25,20,54.684113,0.00064832787,4.9526,-3.125865,4.8634165e-06,3.0,6.49135,5.7894735,,,-37.283752,1.0263762,500,18.19434,-3.0891764,19.98435,3.974957,18.19434,20.0,6.9663567543029785,20,56.906055,-1.4913502,-3.23891,2.2219446,,25
1.1900339,3.072805,26,20,45.547413,1.1699022,-1.2121922,-3.1403873,4.4965022e-06,3.0,6.287453,0.5263158,,,-33.473785,1.1676546,520,18.19434,-3.262915,19.98435,3.072805,18.19434,20.0,7.230518102645874,20,56.10559,-1.2874532,-3.239891,10.55818,,26
18.176435,1.6785803,27,20,43.258533,2.5186443,-0.90533245,-3.066421,4.1695957e-06,3.0,6.727786,-2.631579,,,-46.650223,1.0177896,540,18.19434,-3.0531971,19.98435,2.848658,18.19434,20.0,7.470530271530151,20,54.88031,-1.7277861,-3.2279215,11.6217785,,27
18.187733,0.0063884743,28,20,48.8266,0.027093332,-10.936214,-3.042475,3.8770854e-06,3.0,7.1370697,-10.0,,,-59.83795,0.7720207,560,18.19434,-3.004249,19.98435,4.3457866,18.19434,20.0,7.792708396911621,20,53.918903,-2.1370697,-3.2198102,5.092305,,28
6.9795156,2.8850484,29,20,41.571724,0.0030396516,-0.26723158,-3.0773382,3.6143113e-06,3.0,7.131637,0.5263158,,,-61.817474,1.1820321,580,18.19434,-3.5209603,19.98435,2.8850484,18.19434,20.0,8.063344478607178,20,53.48231,-2.131637,-3.2386727,11.910586,,29
18.193066,0.017290995,30,20,52.416676,0.007619041,11.197355,-3.0163984,3.377373e-06,3.0,7.500351,10.0,,,-75.01053,0.81310475,600,18.19434,-2.9968936,19.98435,5.8729124,18.19434,20.0,8.350468158721924,20,52.988354,-2.500351,-3.225449,0.57168,,30
0.4952345,0.6254906,31,20,42.72542,4.238526e-06,2.300612,-3.0486119,3.162992e-06,3.0,7.2743797,-4.736842,,,-70.50577,0.99502635,620,18.19434,-3.7517347,19.98435,2.9598753,18.19434,20.0,8.802414178848267,20,52.48377,-2.2743797,-3.2496939,9.758346,,31
1.6477392,2.688036,32,20,38.31172,2.032698,5.345431,-3.0603845,2.9683938e-06,3.0,7.098548,-0.5263158,,,-67.153534,1.1721487,640,18.19434,-3.170888,19.98435,2.7485418,18.19434,20.0,9.077571153640747,20,51.544167,-2.098548,-3.2478082,13.232446,,32
1.1479132,0.5570304,33,20,49.023342,3.8719327,9.576038,-3.010497,2.7912172e-06,3.0,6.9182253,5.7894735,,,-63.301437,1.1010425,660,18.19434,-3.3822587,19.98435,4.037999,18.19434,20.0,9.394905805587769,20,51.353848,-1.9182253,-3.2473652,2.330505,,33
0.5582342,0.0062690936,34,20,45.29967,2.6135758e-09,-6.5631943,-3.0236113,2.6294422e-06,3.0,6.731167,-10.0,,,-58.859665,0.8019712,680,18.19434,-3.5450752,19.98435,4.9290166,18.19434,20.0,9.673896074295044,20,50.64841,-1.7311668,-3.2539308,5.3487396,,34
7.1857567,0.32149684,35,20,40.939075,3.0506284,-8.859286,-3.0524144,2.481335e-06,3.0,6.7441545,-5.7894735,,,-61.04541,0.9811253,700,18.19434,-3.1661565,19.98435,3.0739317,18.19434,20.0,9.955450057983398,20,49.211937,-1.7441545,-3.257679,8.272862,,35
6.6798525,2.207487,36,20,41.69814,0.0022315441,3.7829542,-3.0714417,2.3453977e-06,3.0,6.742368,2.631579,,,-62.72525,1.1659889,720,18.19434,-3.2480443,19.98435,3.3217814,18.19434,20.0,10.23785924911499,20,48.877895,-1.7423682,-3.2584066,7.179755,,36
1.3119714,0.017692052,37,20,47.727097,0.3868301,16.655905,-3.039328,2.2203328e-06,3.0,6.595601,10.0,,,-59.03723,0.9865211,740,18.19434,-3.2150953,19.98435,6.0076666,18.19434,20.0,10.539624214172363,20,48.390903,-1.5956011,-3.2533958,0.6638071,,37
0.4952345,2.263817,38,20,36.394405,6.9206226e-07,2.751576,-3.0655181,2.1050107e-06,3.0,6.435065,-1.5789474,,,-54.53247,0.9782951,760,18.19434,-6.306727,19.98435,2.783746,18.19434,20.0,10.944215774536133,20,47.872295,-1.4350648,-3.3352263,11.477891,,38
1.3810368,0.0063321968,39,20,42.143356,0.0003768851,-9.098285,-3.0336266,1.9984454e-06,3.0,6.3054748,-10.0,,,-50.913513,0.8138581,780,18.19434,-3.1674628,19.98435,4.786992,18.19434,20.0,11.267112970352173,20,47.5966,-1.3054748,-3.3317785,5.4532447,,39
6.2802105,0.14648005,40,20,38.792927,2.6742642,-5.885991,-3.058782,1.8997721e-06,3.0,6.304843,-6.8421054,,,-52.193726,1.0064242,800,18.19434,-3.284022,19.98435,3.1578438,18.19434,20.0,11.511093854904175,20,46.323643,-1.304843,-3.335682,7.530716,,40
7.2596107,0.30097583,41,20,44.878193,0.0003595851,7.2877545,-3.0798194,1.8082306e-06,3.0,6.3281302,6.8421054,,,-54.45334,1.0365009,820,18.19434,-3.0872378,19.98435,4.016043,18.19434,20.0,11.784692764282227,20,46.330307,-1.3281302,-3.3299427,1.4521123,,41
0.9296341,2.3352923,42,20,34.887325,0.05001209,-0.7776561,-3.096603,1.7231492e-06,3.0,6.1995945,-1.5789474,,,-50.382965,0.9551268,840,18.19434,-3.3897495,19.98435,2.8204656,18.19434,20.0,12.066927671432495,20,45.674187,-1.1995945,-3.3309894,10.7868595,,42
18.186394,2.1955557,43,20,38.76915,1.4329066,4.0106955,-3.066022,1.6439349e-06,3.0,6.478357,2.631579,,,-63.569336,1.183994,860,18.19434,-3.0229716,19.98435,3.312889,18.19434,20.0,12.412741899490356,20,45.594337,-1.4783568,-3.3250988,6.8251867,,43
1.2948711,0.0063676713,44,20,39.182182,6.1968356e-05,-10.246892,-3.039213,1.5700596e-06,3.0,6.3605504,-10.0,,,-59.864227,0.8076876,880,18.19434,-3.2341971,19.98435,4.598201,18.19434,20.0,12.739729404449463,20,44.586456,-1.3605504,-3.3193324,5.404272,,44
5.8211493,1.094116,45,20,35.23959,0.36157566,-7.810708,-3.061541,1.5010545e-06,3.0,6.3485637,-3.6842105,,,-60.685364,0.8683433,900,18.19434,-3.3929768,19.98435,2.562253,18.19434,20.0,13.028541803359985,20,44.510334,-1.3485637,-3.3255687,9.270745,,45
6.7995353,0.0180525,46,20,43.73625,7.05016e-08,12.899829,-3.059497,1.4365008e-06,3.0,6.358368,10.0,,,-62.484924,1.0431275,920,18.19434,-3.173325,19.98435,7.463045,18.19434,20.0,13.302461385726929,20,44.43742,-1.3583679,-3.3252218,0.7011676,,46
0.4952345,0.14971271,47,20,35.951385,3.8217594e-09,-4.1086464,-3.080611,1.3760232e-06,3.0,6.2336206,-6.8421054,,,-57.980164,1.0340717,940,18.19434,-4.2874355,19.98435,3.1332133,18.19434,20.0,13.590006351470947,20,43.6449,-1.2336206,-3.345644,7.693516,,47
7.1748524,2.9467049,48,20,33.886673,0.8499836,-2.052534,-3.098484,1.3192863e-06,3.0,6.253229,0.5263158,,,-60.155,1.0903211,960,18.19434,-3.0485055,19.98435,2.9467049,18.19434,20.0,13.878344774246216,20,43.723648,-1.2532291,-3.3391066,9.836976,,48
14.844729,1.6670434,49,20,32.57339,2.6662114,-8.100428,-3.0595243,1.2659872e-06,3.0,6.428566,-2.631579,,,-69.999725,0.9276159,980,18.19434,-3.0168366,19.98435,2.7198071,18.19434,20.0,14.144069910049438,20,43.12923,-1.428566,-3.3309877,10.5558405,,49
6.799542,0.5773186,50,20,40.84205,7.1992195e-05,3.672246,-3.0462716,1.2158541e-06,3.0,6.435985,5.7894735,,,-71.799255,1.0404677,1000,18.19434,-3.1968966,19.98435,4.0589323,18.19434,20.0,14.424008131027222,20,42.845566,-1.4359851,-3.3298805,2.003519,,50
1.3276918,0.0064663687,51,20,36.894478,0.00010547649,-8.49081,-3.054594,1.168641e-06,3.0,6.3358226,-10.0,,,-68.12695,0.8836753,1020,18.19434,-3.245546,19.98435,4.610088,18.19434,20.0,14.70316481590271,20,42.761475,-1.3358226,-3.327766,5.8669972,,51
6.41424,0.32847428,52,20,33.68485,2.1944284,-4.3092923,-3.0738852,1.1241256e-06,3.0,6.337331,-5.7894735,,,-69.5412,1.0187372,1040,18.19434,-3.2088735,19.98435,2.953785,18.19434,20.0,14.987810850143433,20,42.00943,-1.3373308,-3.3280094,8.324581,,52
7.0596766,2.9119997,53,20,32.304417,0.7510567,0.5782253,-3.0866365,1.082106e-06,3.0,6.35096,0.5263158,,,-71.60086,1.0671978,1060,18.19434,-3.030338,19.98435,2.9119997,18.19434,20.0,15.28225064277649,20,41.76718,-1.3509598,-3.3222535,9.462765,,53
8.905777,0.017914834,54,20,41.08436,0.020410117,9.30291,-3.0518415,1.0423989e-06,3.0,6.3982716,10.0,,,-75.50665,1.0338923,1080,18.19434,-3.0574841,19.98435,7.520567,18.19434,20.0,15.565538883209229,20,41.76455,-1.3982716,-3.3163333,0.68019146,,54
0.58280706,1.6843612,55,20,30.92196,0.0016863585,0.9412794,-3.069859,1.0048382e-06,3.0,6.292536,-2.631579,,,-71.08948,0.93059593,1100,18.19434,-3.545257,19.98435,2.7182987,18.19434,20.0,15.92003607749939,20,41.082478,-1.2925358,-3.3205516,10.160516,,55
3.9284332,1.588132,56,20,36.56651,1.9170085,-1.4796622,-3.0577123,9.692714e-07,3.0,6.2503195,3.6842105,,,-70.01788,1.1307687,1120,18.19434,-3.0862985,19.98435,3.6196036,18.19434,20.0,16.190047025680542,20,41.00774,-1.2503195,-3.3177087,4.4412303,,56
18.176487,0.0064203194,57,20,35.26208,0.047263645,-5.922262,-3.0474472,9.355603e-07,3.0,6.459551,-10.0,,,-83.1944,0.85439795,1140,18.19434,-2.9986572,19.98435,4.6239276,18.19434,20.0,16.474347829818726,20,40.934975,-1.4595509,-3.3101122,5.6728954,,57
7.313494,2.2620249,58,20,29.653936,1.0361725,-0.3740437,-3.064726,9.035778e-07,3.0,6.4742737,-1.5789474,,,-85.50787,1.0111513,1160,18.19434,-3.1011057,19.98435,2.7104692,18.19434,20.0,16.76004719734192,20,40.79508,-1.4742737,-3.3092403,11.141143,,58
18.183184,0.3186632,59,20,31.938972,0.5282463,-1.7321749,-3.0435615,8.7320757e-07,3.0,6.6727295,-5.7894735,,,-98.69104,1.0262938,1180,18.19434,-3.0086293,19.98435,2.9504638,18.19434,20.0,17.026355981826782,20,40.42287,-1.6727295,-3.3040922,8.483899,,59
18.129168,2.6735535,60,20,29.071924,2.426225,0.20991969,-3.0549822,8.443433e-07,3.0,6.86367,-0.5263158,,,-111.82019,1.0997227,1200,18.19434,-2.9846704,19.98435,2.7174518,18.19434,20.0,17.360028505325317,20,40.96604,-1.8636699,-3.2985024,11.894118,,60
13.115554,2.6021621,61,20,28.27342,2.6296449,4.9512787,-3.0279164,8.168867e-07,3.0,6.9661603,-0.5263158,,,-119.93579,1.1056504,1220,18.19434,-3.014513,19.98435,2.6430376,18.19434,20.0,17.66497564315796,20,40.269928,-1.9661603,-3.2923853,11.996507,,61
1.1798174,0.01705069,62,20,39.16204,0.9437934,7.177526,-3.0024033,7.90748e-07,3.0,6.8728323,10.0,,,-116.1156,1.0209364,1240,18.19434,-3.375791,19.98435,7.578229,18.19434,20.0,17.951711893081665,20,39.841137,-1.8728323,-3.2921917,0.67909646,,62
0.9185939,1.5264958,63,20,34.72554,2.1864307,6.2434645,-3.0181286,7.658441e-07,3.0,6.7783203,3.6842105,,,-112.03418,1.1434152,1260,18.19434,-3.4777799,19.98435,3.6290658,18.19434,20.0,18.246307611465454,20,39.55761,-1.7783203,-3.2953172,4.832071,,63
1.063019,0.13949698,64,20,31.545103,0.00029871456,-5.765785,-3.0099359,7.4209845e-07,3.0,6.6890187,-6.8421054,,,-108.0972,1.0084157,1280,18.19434,-3.4144254,19.98435,3.1783245,18.19434,20.0,18.567410469055176,20,39.219692,-1.6890187,-3.2951684,7.6745877,,64
7.303374,1.6076767,65,20,28.027037,1.6754537,-1.7647871,-3.0232627,7.194404e-07,3.0,6.6984706,-2.631579,,,-110.40057,0.9714818,1300,18.19434,-3.0793707,19.98435,2.599852,18.19434,20.0,18.87172245979309,20,39.026894,-1.6984706,-3.2919073,10.999858,,65
18.15736,2.5664508,66,20,27.115877,2.3271422,-3.5569692,-3.0140977,6.978043e-07,3.0,6.87209,-0.5263158,,,-123.55792,1.0735257,1320,18.19434,-2.9474037,19.98435,2.605886,18.19434,20.0,19.210146188735962,20,38.79078,-1.8720899,-3.287198,11.674903,,66
7.3227553,0.0060678693,67,20,33.548798,0.25790492,-4.6951165,-2.9909868,6.771298e-07,3.0,6.878816,-10.0,,,-125.88068,0.7721439,1340,18.19434,-2.9686449,19.98435,4.778733,18.19434,20.0,19.510317087173462,20,38.715202,-1.8788161,-3.2814736,5.1664057,,67
7.295556,0.27947757,68,20,37.29941,0.0016841656,10.700557,-3.0057116,6.5736054e-07,3.0,6.884945,6.8421054,,,-128.17624,1.0473297,1360,18.19434,-3.0259256,19.98435,4.4552264,18.19434,20.0,19.802191734313965,20,38.75231,-1.8849449,-3.2811992,1.4528997,,68
0.4952345,1.0456245,69,20,28.015802,6.112713e-05,0.16174245,-3.0162086,6.3844476e-07,3.0,6.7923403,-3.6842105,,,-123.67148,1.0053025,1380,18.19434,-3.810637,19.98435,2.6857424,18.19434,20.0,20.08911156654358,20,38.554443,-1.7923403,-3.2884138,10.538639,,69
13.419978,2.5305147,70,20,29.362047,2.3843334,1.1623659,-3.015557,6.2033376e-07,3.0,6.887021,1.5789474,,,-132.09146,1.1238222,1400,18.19434,-2.9980521,19.98435,3.037188,18.19434,20.0,20.41172504425049,20,38.16133,-1.8870211,-3.2842705,8.799286,,70
2.7818954,0.3033244,71,20,29.242105,0.18944614,-3.70217,-2.9942296,6.029826e-07,3.0,6.829202,-5.7894735,,,-129.87335,0.999719,1420,18.19434,-3.038793,19.98435,2.9340448,18.19434,20.0,20.770711183547974,20,37.65364,-1.8292022,-3.2792125,8.411537,,71
7.460641,0.017077133,72,20,36.98667,7.632771e-05,8.888909,-3.0039527,5.863494e-07,3.0,6.837972,10.0,,,-132.33398,1.0379328,1440,18.19434,-2.9676018,19.98435,7.793893,18.19434,20.0,21.184154272079468,20,37.684727,-1.8379722,-3.2750018,0.69805527,,72
0.6310844,2.1577008,73,20,25.791634,0.010677673,-1.1616585,-3.017509,5.703951e-07,3.0,6.7529464,-1.5789474,,,-127.96509,1.0643016,1460,18.19434,-3.5655067,19.98435,2.5414305,18.19434,20.0,21.49524235725403,20,37.63953,-1.7529464,-3.2788508,11.847897,,73
18.194775,2.1244645,74,20,25.245396,2.4782844,2.492978,-3.0019855,5.550832e-07,3.0,6.9075656,-1.5789474,,,-141.15985,1.0707939,1480,18.194775,-2.9347913,19.98523,2.4895725,18.194775,20.0,21.814981937408447,20,37.353024,-1.9075656,-3.2734249,12.107628,,74
1.6103756,0.0060443543,75,20,32.384445,0.00053963903,-9.036174,-2.987104,5.4037963e-07,3.0,6.836936,-10.0,,,-137.7702,0.7101842,1500,18.194775,-3.1637464,19.98523,4.8909736,18.194775,20.0,22.164149522781372,20,37.144817,-1.836936,-3.2711082,4.7603726,,75
6.125439,0.9669897,76,20,33.836025,9.5809104e-05,5.361389,-3.0002685,5.262527e-07,3.0,6.8275743,4.736842,,,-138.89563,1.0896388,1520,18.194775,-3.3030622,19.98523,3.9967475,18.194775,20.0,22.503127574920654,20,36.997036,-1.8275743,-3.2754343,3.1610115,,76
1.1648055,0.3052926,77,20,28.248524,0.003930506,-8.113681,-3.0006974,5.126726e-07,3.0,6.754032,-5.7894735,,,-135.06049,0.9851982,1540,18.194775,-3.3864381,19.98523,2.9326696,18.194775,20.0,22.921063661575317,20,36.540154,-1.7540321,-3.275869,8.291632,,77
6.8082113,2.6962104,78,20,26.22618,0.05212449,1.1178782,-3.0096438,4.9961136e-07,3.0,6.7547264,0.5263158,,,-136.86865,1.1181629,1560,18.194775,-3.2106273,19.98523,2.7702963,18.194775,20.0,23.241714239120483,20,36.443092,-1.7547264,-3.2753139,10.216911,,78
2.928014,0.016813587,79,20,35.515327,0.034492876,11.404674,-2.9884,4.8704305e-07,3.0,6.7062874,10.0,,,-134.79669,1.0221541,1580,18.194775,-3.0334425,19.98523,7.713048,18.194775,20.0,23.57812523841858,20,36.211075,-1.7062874,-3.2708623,0.69574803,,79
0.4952345,0.0061274976,80,20,31.273363,5.99083e-11,-16.306831,-3.000766,4.7494302e-07,3.0,6.628649,-10.0,,,-130.29193,0.7420947,1600,18.194775,-3.9326818,19.98523,4.826228,18.194775,20.0,23.871626138687134,20,36.229282,-1.6286492,-3.2791696,4.9559183,,80
5.9975233,1.5914398,81,20,24.992037,0.0016712146,-3.8432832,-3.0131118,4.6328847e-07,3.0,6.6208572,-2.631579,,,-131.28943,0.9934897,1620,18.194775,-6.0129323,19.98523,2.5350406,18.194775,20.0,24.17094087600708,20,35.849422,-1.6208572,-3.316192,10.857387,,81
7.082147,0.5544895,82,20,33.605495,0.014995894,9.892766,-3.0059252,4.5205766e-07,3.0,6.6264825,5.7894735,,,-133.37158,1.0577929,1640,18.194775,-2.972573,19.98523,4.2127557,18.194775,20.0,24.478302478790283,20,35.657906,-1.6264825,-3.3121367,2.0524113,,82
0.5288486,0.0061924323,83,20,30.357716,1.4976189e-09,-14.888463,-3.0113072,4.4123027e-07,3.0,6.5530176,-10.0,,,-128.90045,0.7871912,1660,18.194775,-3.6827216,19.98523,6.110255,18.194775,20.0,24.784725666046143,20,35.568874,-1.5530176,-3.3160453,5.2111583,,83
6.515579,2.549952,84,20,27.27518,6.0650946e-06,3.8911486,-3.0232089,4.307873e-07,3.0,6.552572,1.5789474,,,-130.41602,1.1059034,1680,18.194775,-5.0699043,19.98523,3.05838,18.194775,20.0,25.094432592391968,20,35.406113,-1.5525718,-3.339562,8.130932,,84
1.304192,0.30665144,85,20,27.26033,0.019315535,-7.176928,-3.0051384,4.2071085e-07,3.0,6.490826,-5.7894735,,,-126.720215,0.95502967,1700,18.194775,-3.2770638,19.98523,2.9469528,18.194775,20.0,25.37006163597107,20,35.21222,-1.4908261,-3.337681,7.95189,,85
6.955819,0.00620437,86,20,29.405563,1.9767064,-11.654132,-3.0132332,4.1098372e-07,3.0,6.496233,-10.0,,,-128.67603,0.82990175,1720,18.194775,-3.1417458,19.98523,5.8890944,18.194775,20.0,25.675447463989258,20,34.904285,-1.496233,-3.335997,5.4987216,,86
5.856578,0.017435519,87,20,34.12003,2.6498642e-11,7.680242,-3.0247219,4.015901e-07,3.0,6.48888,10.0,,,-129.5326,1.0755553,1740,18.194775,-3.713704,19.98523,7.7271395,18.194775,20.0,26.019514799118042,20,34.8334,-1.4888802,-3.3424037,0.7133696,,87
0.83663934,1.628204,88,20,24.383537,0.012109258,-5.8337145,-3.0359502,3.925149e-07,3.0,6.4246507,-2.631579,,,-125.36926,0.9709844,1760,18.194775,-3.5111911,19.98523,2.5878592,18.194775,20.0,26.376794576644897,20,34.842358,-1.4246507,-3.343746,10.45882,,88
7.2439723,2.1155813,89,20,28.47651,0.053693697,0.019930601,-3.0289164,3.8374395e-07,3.0,6.4338565,2.631579,,,-127.61322,1.0992624,1780,18.194775,-3.074269,19.98523,3.3803272,18.194775,20.0,26.780021905899048,20,34.436855,-1.4338565,-3.3410912,5.960346,,89
18.162144,2.1557345,90,20,23.540443,2.3033633,3.1290212,-3.0165973,3.7526362e-07,3.0,6.564171,-1.5789474,,,-140.77539,1.0105612,1800,18.194775,-2.993944,19.98523,2.5478048,18.194775,20.0,27.084831476211548,20,34.567894,-1.5641708,-3.3362312,11.027452,,90
