MinEpLen,InvPendulum_mu2_higher,DenMISEMeanLog,IWMax,GridSize,IWLastEpisode,IWMin,IWMean,ReturnMean,Regret,Delta,ReturnMax,InvPendulum_mu3_higher,ReturnStepMax,InvPendulum_std0_higher,ActionIn1,DenMISELogLast,IWFirstEpisode,TimeElapsed,TimestepsSoFar,AvgEpLen,ReturnAbsMax,InvPendulum_std2_higher,InvPendulum_mu1_higher,ReturnLastEpisode,Iteration,DenMISELogFirst,Regret/t,BoundBonus,InvPendulum_std1_higher,InvPendulum_mu0_higher,NumTrainableParams,NumTrajectories,ReturnMin,BoundMISE,InvPendulum_std3_higher,Bound
11,-1.0,8.056327,91.0,81,,,1.0,-128.8592,24362.375,4.4763585e-08,,-1.0,494.85684,0.01,0.015128493,5.397667,,30.71783947944641,9047,49.70879120879121,494.85684,0.01,1.0,-104.117645,182,5.536843,133.8592,2515.461,0.01,1.0,,182,-494.85684,-106.78355,0.01,2408.6775
11,,8.046796,91.50003,81,,,1.0000004,-128.73653,24473.785,4.42757e-08,,-1.0,494.85684,0.01,-1.0080525,6.4985175,,30.909507989883423,9062,49.51912568306011,494.85684,0.01,,-106.41016,183,5.5313635,133.73653,2516.2756,0.01,,,183,-494.85684,-106.85997,0.01,2409.4158
11,-1.0,8.051063,92.0,81,,,1.0,-128.62903,24587.74,4.3795758e-08,,-1.0,494.85684,0.01,-1.0024848,9.018221,,31.11482048034668,9079,49.34239130434783,494.85684,0.01,1.0,-108.95534,184,5.5259137,133.62903,2517.0852,0.01,,,184,-494.85684,-106.87475,0.01,2410.2104
11,,8.051658,92.500015,81,,,1.0000001,-128.51144,24699.617,4.3323567e-08,,-1.0,494.85684,0.01,0.99662447,8.347381,,31.31415319442749,9098,49.178378378378376,494.85684,0.01,1.0,-106.87599,185,5.5204935,133.51144,2517.8904,0.01,1.0,,185,-494.85684,-107.04923,0.01,2410.841
11,,8.051782,92.99999,81,,,0.99999994,-128.41101,24814.45,4.285897e-08,,,494.85684,0.01,-0.019527784,8.261249,,31.532350540161133,9114,49.0,494.85684,0.01,1.0,-109.83083,186,5.515103,133.41101,2518.6907,0.01,-1.0,,186,-494.85684,-107.23155,0.01,2411.4592
11,,8.053954,93.5,81,,,1.0,-128.31058,24929.078,4.2401812e-08,,-1.0,494.85684,0.01,0.016508222,8.644266,,31.733675479888916,9132,48.83422459893048,494.85684,0.01,1.0,-109.62901,187,5.509741,133.31058,2519.4866,0.01,,,187,-494.85684,-107.50163,0.01,2411.9849
11,,8.059774,94.000015,81,,,1.0000001,-128.20122,25041.828,4.1951928e-08,,-1.0,494.85684,0.01,-2.0047717,9.334664,,31.92831802368164,9145,48.6436170212766,494.85684,0.01,,-107.750404,188,5.5044074,133.20122,2520.278,0.01,-1.0,,188,-494.85684,-107.55262,0.01,2412.7253
11,,8.060223,94.499985,81,,,0.9999998,-127.91423,25120.79,4.1509164e-08,,,494.85684,0.01,0.98318076,8.330946,,32.19403100013733,9288,49.142857142857146,494.85684,0.01,1.0,-73.961655,189,5.4991026,132.91423,2521.0647,0.01,,,189,-494.85684,-107.57317,0.01,2413.4915
11,-1.0,8.068414,95.0,81,,,1.0,-127.794235,25230.904,4.1073374e-08,,,494.85684,0.01,-2.0052054,9.802901,,32.39047694206238,9304,48.96842105263158,494.85684,0.01,-1.0,-105.11531,190,5.4938254,132.79424,2521.8477,0.01,,,190,-494.85684,-107.671036,0.01,2414.1765
11,1.0,8.075653,95.500015,81,,,0.99999994,-127.68718,25343.252,4.0644423e-08,,1.0,494.85684,0.01,1.9813391,9.637412,,32.58590316772461,9317,48.78010471204188,494.85684,0.01,1.0,-107.34728,191,5.488576,132.68718,2522.6257,0.01,-1.0,,191,-494.85684,-107.74382,0.01,2414.8818
11,-1.0,8.083798,96.0,81,,,1.0,-127.63082,25465.117,4.0222144e-08,,,494.85684,0.01,-0.98927736,9.826215,,32.78940963745117,9345,48.671875,494.85684,0.01,,-116.8663,192,5.483354,132.63083,2523.3997,0.01,,,192,-494.85684,-107.76657,0.01,2415.633
11,-1.0,8.09022,96.499985,81,,,0.9999998,-127.55552,25583.215,3.9806412e-08,,,494.85684,0.01,-1.9704906,9.5098,,33.01008486747742,9362,48.50777202072539,494.85684,0.01,,-113.098724,193,5.4781594,132.55551,2524.1692,0.01,-1.0,,193,-494.85684,-107.96371,0.01,2416.2056
11,1.0,8.087362,96.999985,81,,,0.9999998,-127.44486,25694.303,3.9397094e-08,,1.0,494.85684,0.01,2.9791734,7.722067,,33.2112295627594,9379,48.345360824742265,494.85684,0.01,1.0,-106.0866,194,5.4729915,132.44485,2524.935,0.01,,,194,-494.85684,-107.96956,0.01,2416.9656
11,-1.0,8.082017,97.49997,81,,,0.9999997,-127.3437,25807.021,3.8994052e-08,,,494.85684,0.01,-0.9763833,7.231609,,33.40727376937866,9396,48.184615384615384,494.85684,0.01,-1.0,-107.717896,195,5.4678497,132.34369,2525.696,0.01,1.0,,195,-494.85684,-108.203,0.01,2417.4932
11,,8.083663,98.000015,81,,,1.0000001,-127.23816,25918.68,3.8597168e-08,,-1.0,494.85684,0.01,0.033004284,8.591277,,33.61502194404602,9413,48.025510204081634,494.85684,0.01,,-106.659996,196,5.4627347,132.23816,2526.4534,0.01,1.0,,196,-494.85684,-108.29052,0.01,2418.1628
11,-1.0,8.0722475,98.499985,81,,,0.9999998,-127.12238,26028.11,3.8206313e-08,,,494.85684,0.01,-1.0212622,6.0211334,,33.81780648231506,9432,47.878172588832484,494.85684,0.01,1.0,-104.43031,197,5.457646,132.12238,2527.2063,0.01,-1.0,,197,-494.85684,-108.597435,0.01,2418.609
11,1.0,8.070211,99.00001,81,,,0.9999998,-127.01888,26139.738,3.7821373e-08,,,494.85684,0.01,1.9958513,7.8557343,,34.0193727016449,9450,47.72727272727273,494.85684,0.01,,-106.62859,198,5.4525824,132.01889,2527.9556,0.01,1.0,,198,-494.85684,-108.959755,0.01,2418.9958
11,,8.066498,99.50001,81,,,1.0000001,-126.92678,26253.43,3.7442213e-08,,,494.85684,0.01,0.99386626,7.5176163,,34.220481872558594,9467,47.57286432160804,494.85684,0.01,,-108.69114,199,5.4475446,131.92679,2528.7004,0.01,1.0,,199,-494.85684,-109.105804,0.01,2419.5947
11,-1.0,8.07162,100.00001,81,,,1.0000001,-126.95798,26391.596,3.7068727e-08,,-1.0,494.85684,0.01,-2.9870534,9.277708,,34.435620069503784,9505,47.525,494.85684,0.01,-1.0,-133.16606,200,5.442532,131.95798,2529.4417,0.01,,,200,-494.85684,-109.55416,0.01,2419.8875
11,-1.0,8.079966,100.50002,81,,,1.0,-126.84204,26500.25,3.67008e-08,,-1.0,494.85684,0.01,-2.0019226,9.935593,,34.64880013465881,9546,47.492537313432834,494.85684,0.01,1.0,-103.652756,201,5.4375443,131.84204,2530.1787,0.01,-1.0,,201,-494.85684,-109.70805,0.01,2420.4707
11,1.0,8.079046,101.00004,81,,,1.0000004,-126.740585,26611.598,3.6338324e-08,,,494.85684,0.01,1.0011053,8.08092,,34.85103368759155,9561,47.33168316831683,494.85684,0.01,1.0,-106.34952,202,5.432582,131.74059,2530.912,0.01,-1.0,,202,-494.85684,-109.720985,0.01,2421.1912
11,-1.0,8.075854,101.50002,81,,,1.0000002,-126.63352,26721.605,3.598119e-08,,1.0,494.85684,0.01,-0.9993336,7.617607,,35.05272889137268,9575,47.16748768472906,494.85684,0.01,,-105.00662,203,5.4276433,131.63351,2531.6416,0.01,-1.0,,203,-494.85684,-109.83099,0.01,2421.8105
11,-1.0,8.069359,102.000046,81,,,1.0000002,-126.53496,26833.13,3.56293e-08,,-1.0,494.85684,0.01,-3.9649982,6.9374347,,35.255765199661255,9588,47.0,494.85684,0.01,-1.0,-106.5251,204,5.4227295,131.53496,2532.3674,0.01,-1.0,,204,-494.85684,-110.06284,0.01,2422.3047
11,1.0,8.071249,102.5,81,,,1.0,-126.426155,26942.361,3.5282547e-08,,-1.0,494.85684,0.01,-1.0089017,8.64355,,35.47843337059021,9638,47.014634146341464,494.85684,0.01,-1.0,-104.23042,205,5.4178395,131.42615,2533.0894,0.01,,,205,-494.85684,-110.243904,0.01,2422.8455
11,-1.0,8.070221,103.000046,81,,,1.0000001,-126.30444,27048.715,3.494083e-08,,1.0,494.85684,0.01,1.9843696,8.046008,,35.69558668136597,9663,46.907766990291265,494.85684,0.01,1.0,-101.35364,206,5.4129734,131.30444,2533.8074,0.01,1.0,,206,-494.85684,-110.352135,0.01,2423.4553
11,,8.077304,103.50001,81,,,0.9999999,-126.208115,27160.08,3.4604053e-08,,1.0,494.85684,0.01,2.992282,9.723043,,35.896111488342285,9681,46.768115942028984,494.85684,0.01,1.0,-106.36621,207,5.4081306,131.20811,2534.522,0.01,1.0,,207,-494.85684,-110.50053,0.01,2424.0215
11,1.0,8.084351,104.000015,81,,,1.0000001,-126.12746,27274.512,3.427212e-08,,-1.0,494.85684,0.01,-1.9928508,9.729624,,36.10029363632202,9696,46.61538461538461,494.85684,0.01,-1.0,-109.43173,208,5.4033113,131.12746,2535.2332,0.01,-1.0,,208,-494.85684,-110.51934,0.01,2424.7139
11,1.0,8.089606,104.5,81,,,1.0,-126.03595,27386.514,3.3944943e-08,,,494.85684,0.01,1.0220908,9.369584,,36.322675466537476,9737,46.588516746411486,494.85684,0.01,,-107.00175,209,5.398515,131.03595,2535.9402,0.01,,,209,-494.85684,-110.61024,0.01,2425.3298
11,-1.0,8.0814495,104.999985,81,,,0.9999999,-125.96239,27502.102,3.3622424e-08,,1.0,494.85684,0.01,1.0004566,6.5631332,,36.53683376312256,9755,46.45238095238095,494.85684,0.01,,-110.58617,210,5.393742,130.96239,2536.644,0.01,1.0,,210,-494.85684,-111.26456,0.01,2425.3794
11,-1.0,8.089089,105.500046,81,,,1.0000002,-125.90735,27621.451,3.330448e-08,,1.0,494.85684,0.01,1.0152129,9.880297,,36.744773387908936,9774,46.322274881516584,494.85684,0.01,1.0,-114.350624,211,5.3889914,130.90735,2537.3442,0.01,,,211,-494.85684,-111.60212,0.01,2425.7422
11,1.0,8.091073,106.000015,81,,,1.0000001,-125.81029,27731.781,3.2991036e-08,,1.0,494.85684,0.01,2.958898,8.696317,,36.97297763824463,9791,46.18396226415094,494.85684,0.01,,-105.32912,212,5.384263,130.81029,2538.0408,0.01,1.0,,212,-494.85684,-111.81418,0.01,2426.2266
11,-1.0,8.089308,106.50002,81,,,1.0000002,-125.74832,27849.393,3.2681985e-08,,,494.85684,0.01,1.0573462,7.901745,,37.201470375061035,9808,46.04694835680751,494.85684,0.01,1.0,-112.611565,213,5.379557,130.74832,2538.7341,0.01,1.0,,213,-494.85684,-111.909935,0.01,2426.8242
11,-1.0,8.070933,106.999985,81,,,0.9999999,-125.67987,27965.492,3.2377258e-08,,-1.0,494.85684,0.01,-2.033933,4.343788,,37.411479473114014,9824,45.90654205607477,494.85684,0.01,,-111.09915,214,5.3748736,130.67987,2539.4238,0.01,,,214,-494.85684,-112.17763,0.01,2427.246
11,1.0,8.070475,107.50004,81,,,1.0000004,-125.61948,28083.188,3.2076777e-08,,1.0,494.85684,0.01,4.0192914,8.159232,,37.622769832611084,9840,45.76744186046512,494.85684,0.01,1.0,-112.69597,215,5.3702116,130.61948,2540.11,0.01,1.0,,215,-494.85684,-112.28291,0.01,2427.8271
11,-1.0,8.071905,108.00001,81,,,0.9999999,-125.55783,28200.492,3.1780456e-08,,,494.85684,0.01,-0.018179078,8.566117,,37.83357381820679,9864,45.666666666666664,494.85684,0.01,1.0,-112.3068,216,5.365571,130.55783,2540.7932,0.01,,,216,-494.85684,-112.520454,0.01,2428.2727
11,1.0,8.057742,108.50003,81,,,1.0,-125.46594,28311.11,3.1488224e-08,,-1.0,494.85684,0.01,1.015111,5.185357,,38.03718566894531,9878,45.52073732718894,494.85684,0.01,1.0,-105.617386,217,5.360952,130.46594,2541.473,0.01,,,217,-494.85684,-113.09767,0.01,2428.3752
11,1.0,8.05621,109.00002,81,,,1.0000002,-125.39858,28426.89,3.1200006e-08,,1.0,494.85684,0.01,1.9718366,7.9106255,,38.24653172492981,9895,45.38990825688074,494.85684,0.01,,-110.77912,218,5.356354,130.39859,2542.1494,0.01,,,218,-494.85684,-113.27772,0.01,2428.8716
11,1.0,8.052512,109.50002,81,,,1.0000002,-125.33706,28543.816,3.0915725e-08,,,494.85684,0.01,0.97697985,7.4331503,,38.46018123626709,9912,45.26027397260274,494.85684,0.01,-1.0,-111.92581,219,5.3517776,130.33707,2542.8225,0.01,1.0,,219,-494.85684,-113.86649,0.01,2428.956
11,1.0,8.057754,110.000015,81,,,1.0000001,-125.3005,28666.11,3.063531e-08,,,494.85684,0.01,-0.033283517,9.392435,,38.68184685707092,9939,45.17727272727273,494.85684,0.01,,-117.294075,220,5.347222,130.3005,2543.4922,0.01,-1.0,,220,-494.85684,-114.21885,0.01,2429.2734
11,,8.059026,110.500015,81,,,1.0000001,-125.19091,28772.191,3.0358695e-08,,1.0,494.85684,0.01,1.9928222,8.525632,,38.89860725402832,9963,45.081447963800905,494.85684,0.01,1.0,-101.083,221,5.3426867,130.19092,2544.1587,0.01,,,221,-494.85684,-114.616585,0.01,2429.542
11,1.0,8.058254,110.99996,81,,,0.99999964,-125.18346,28900.727,3.0085808e-08,,1.0,494.85684,0.01,0.9846131,8.074467,,39.11772346496582,9991,45.0045045045045,494.85684,0.01,,-123.5325,222,5.338172,130.18346,2544.8223,0.01,-1.0,,222,-494.85684,-114.666245,0.01,2430.156
11,-1.0,8.05247,111.49999,81,,,0.99999994,-125.159294,29025.523,2.9816583e-08,,1.0,494.85684,0.01,-0.021870613,6.955248,,39.34762525558472,10022,44.94170403587444,494.85684,0.01,-1.0,-119.79803,223,5.333678,130.1593,2545.4824,0.01,1.0,,223,-494.85684,-114.92538,0.01,2430.5571
11,-1.0,8.054995,112.00004,81,,,1.0000001,-125.15808,29155.41,2.9550957e-08,,1.0,494.85684,0.01,-1.014455,8.804838,,39.57641124725342,10052,44.875,494.85684,0.01,-1.0,-124.88599,224,5.3292036,130.15808,2546.1396,0.01,,,224,-494.85684,-115.02267,0.01,2431.117
11,,8.062627,112.500015,81,,,0.9999999,-125.146545,29282.973,2.928887e-08,,1.0,494.85684,0.01,0.9651149,9.959031,,39.798635959625244,10083,44.81333333333333,494.85684,0.01,1.0,-122.56144,225,5.324749,130.14655,2546.794,0.01,-1.0,,225,-494.85684,-115.85762,0.01,2430.9363
11,1.0,8.059559,112.999954,81,,,0.9999996,-125.10549,29403.842,2.9030252e-08,,,494.85684,0.01,0.017356887,7.55598,,40.01329517364502,10103,44.703539823008846,494.85684,0.01,-1.0,-115.870125,226,5.3203144,130.1055,2547.445,0.01,,,226,-494.85684,-118.9682,0.01,2428.4768
11,-1.0,8.058868,113.500015,81,,,1.0000001,-125.08599,29529.52,2.8775041e-08,,1.0,494.85684,0.01,-2.0021033,8.089787,,40.229275703430176,10134,44.6431718061674,494.85684,0.01,-1.0,-120.67802,227,5.3158994,130.086,2548.093,0.01,-1.0,,227,-494.85684,-119.44008,0.01,2428.6528
11,-1.0,8.062643,114.0,81,,,1.0,-125.09744,29662.217,2.8523182e-08,,,494.85684,0.01,-2.9998293,9.106441,,40.449257373809814,10165,44.583333333333336,494.85684,0.01,-1.0,-127.69794,228,5.311504,130.09744,2548.7378,0.01,-1.0,,228,-494.85684,-119.75835,0.01,2428.9795
11,,8.067346,114.5,81,,,1.0,-125.09825,29792.5,2.8274613e-08,,1.0,494.85684,0.01,2.0268452,9.326635,,40.676804065704346,10215,44.60698689956332,494.85684,0.01,,-125.28385,229,5.3071275,130.09825,2549.38,0.01,1.0,,229,-494.85684,-120.40041,0.01,2428.9795
11,1.0,8.061843,115.00001,81,,,1.0000001,-125.050964,29911.723,2.802928e-08,,1.0,494.85684,0.01,0.997317,6.988537,,40.890586376190186,10233,44.49130434782609,494.85684,0.01,-1.0,-114.22031,230,5.30277,130.05096,2550.019,0.01,,,230,-494.85684,-124.009476,0.01,2426.0095
11,1.0,8.069538,115.49999,81,,,0.99999994,-125.069176,30045.98,2.7787129e-08,,1.0,494.85684,0.01,1.9860744,10.026388,,41.11647629737854,10270,44.45887445887446,494.85684,0.01,-1.0,-129.25974,231,5.298432,130.06918,2550.655,0.01,1.0,,231,-494.85684,-125.508286,0.01,2425.1467
11,,8.068041,116.000046,81,,,1.0000001,-125.0263,30166.102,2.7548104e-08,,1.0,494.85684,0.01,0.97811735,7.90906,,41.33195924758911,10289,44.349137931034484,494.85684,0.01,,-115.11936,232,5.294112,130.0263,2551.288,0.01,,,232,-494.85684,-126.72549,0.01,2424.5625
11,1.0,8.071563,116.500046,81,,,1.0000001,-125.089745,30310.91,2.7312147e-08,,1.0,494.85684,0.01,0.007827878,9.0756855,,41.579803228378296,10330,44.33476394849785,494.85684,0.01,-1.0,-139.80904,233,5.289811,130.08975,2551.9185,0.01,-1.0,,233,-494.85684,-128.44614,0.01,2423.4724
11,,8.076198,117.00002,81,,,1.0,-125.02485,30425.814,2.7079208e-08,,1.0,494.85684,0.01,-0.0001372695,9.342873,,41.79610323905945,10347,44.217948717948715,494.85684,0.01,,-109.904274,234,5.285528,130.02484,2552.546,0.01,-1.0,,234,-494.85684,-145.4427,0.01,2407.1033
11,,8.080347,117.500015,81,,,1.0000001,-125.088135,30570.71,2.6849236e-08,,1.0,494.85684,0.01,1.0173674,9.238144,,42.035075187683105,10397,44.242553191489364,494.85684,0.01,-1.0,-139.89777,235,5.281264,130.08813,2553.1704,0.01,1.0,,235,-494.85684,-146.85223,0.01,2406.318
11,1.0,8.08572,118.000015,81,,,1.0000001,-125.058426,30693.79,2.6622182e-08,,,494.85684,0.01,-1.0015291,9.535376,,42.2553014755249,10419,44.148305084745765,494.85684,0.01,-1.0,-118.077324,236,5.2770176,130.05843,2553.7925,0.01,-1.0,,236,-494.85684,-147.6839,0.01,2406.1086
11,,8.092187,118.499985,81,,,0.9999999,-125.17888,30852.395,2.6397995e-08,,,494.85684,0.01,0.008532796,9.805317,,42.50871562957764,10477,44.20675105485232,494.85684,0.01,-1.0,-153.60606,237,5.2727895,130.17888,2554.4114,0.01,1.0,,237,-494.85684,-154.34207,0.01,2400.0693
11,,8.097753,118.99998,81,,,0.9999998,-125.18699,30984.504,2.6176627e-08,,,494.85684,0.01,-0.96977425,9.603645,,42.74240684509277,10507,44.14705882352941,494.85684,0.01,,-127.10974,238,5.268579,130.18698,2555.0276,0.01,-1.0,,238,-494.85684,-169.42213,0.01,2385.6055
11,,8.096493,119.50003,81,,,1.0,-125.99896,31308.752,2.5958036e-08,,,494.85684,0.01,-0.012828833,7.9836597,,43.2285795211792,11007,46.05439330543933,494.85684,0.01,,-319.2465,239,5.2643857,130.99896,2555.6414,0.01,,,239,-494.85684,-173.69637,0.01,2381.945
11,,8.09707,120.00001,81,,,1.0000001,-126.03184,31447.64,2.5742173e-08,,1.0,494.85684,0.01,-1.0107046,8.422091,,43.46104645729065,11053,46.05416666666667,494.85684,0.01,-1.0,-133.88966,240,5.2602105,131.03183,2556.2522,0.01,-1.0,,240,-494.85684,-443.2953,0.01,2112.957
11,,8.092687,120.50001,81,,,1.0000001,-126.928635,31794.8,2.5528987e-08,,,494.85684,0.01,-2.0259736,7.2275934,,43.94460153579712,11553,47.93775933609958,494.85684,0.01,-1.0,-342.15836,241,5.2560525,131.92863,2556.86,0.01,-1.0,,241,-494.85684,-480.60864,0.01,2076.2515
11,,8.096848,121.000015,81,,,1.0000001,-128.32912,32265.645,2.5318437e-08,,,494.85684,0.01,-1.0583215,9.286685,,44.407973766326904,12053,49.80578512396694,494.85684,0.01,-1.0,-465.84564,242,5.2519116,133.32912,2557.4658,0.01,,,242,-494.85684,-486.00128,0.01,2071.4646
11,,8.079886,121.500015,81,,,1.0000001,-129.71573,32735.922,2.5110484e-08,,1.0,494.85684,0.01,-0.0234105,4.1625557,,44.99153184890747,12553,51.65843621399177,494.85684,0.01,-1.0,-465.27643,243,5.247788,134.71573,2558.0686,0.01,,,243,-494.85684,-493.19348,0.01,2064.875
