BoundBonus,ReturnMax,MountainCar_mu0_higher,BoundMISE,DenMISELogLast,TimestepsSoFar,MountainCar_std1_higher,IWMax,MountainCar_mu1_higher,DenMISELogFirst,AvgEpLen,Regret/t,IWFirstEpisode,Iteration,MinEpLen,Bound,ActionIn1,TimeElapsed,Delta,ReturnLastEpisode,IWMin,IWLastEpisode,ReturnAbsMax,NumTrajectories,GridSize,ReturnMin,IWMean,ReturnMean,NumTrainableParams,DenMISEMeanLog,Regret,ReturnStepMax,MountainCar_std0_higher
52.209908,16.949203,1.0,-5.0960884,-4.671839,127866,3.0,32.97358,,-3.899462,477.1119402985075,5.6982427,0.072571084,268,171,47.11382,2.0835881,100.28731274604797,3.3856487e-08,-0.90093625,,6.423791e-37,16.949203,268,49,-13.818892,1.0113056,-0.69824266,,-4.3886228,1527.129,98.88661,0.14999999
48.278553,16.949203,0.6666667,-1.2056797,-4.3908277,128366,3.0,27.640553,-10.0,-3.9029155,477.19702602230484,5.713895,0.14463682,269,171,47.072872,-5.167594,100.69626951217651,3.3605236e-08,-4.908687,,0.0037629772,16.949203,269,49,-13.818892,0.83619034,-0.7138948,,-4.388705,1537.0377,98.88661,0.14999999
47.395817,16.949203,-0.6666667,-0.7484376,-3.969778,128866,3.0,21.618496,-6.6666665,-3.9060886,477.2814814814815,5.7158613,1.74016e-13,270,171,46.64738,-9.77732,101.1613564491272,3.335677e-08,-1.244831,,5.768999e-15,16.949203,270,49,-13.818892,0.8705407,-0.7158612,,-4.3878455,1543.2825,98.88661,0.14999999
46.60688,16.949203,0.33333334,-0.012762513,-4.3051376,129366,3.0,17.649687,6.6666665,-3.9097855,477.3653136531365,5.71754,0.27173972,271,171,46.594116,7.4497037,101.57567930221558,3.3111046e-08,-1.170782,,1.6913378e-16,16.949203,271,49,-13.818892,1.0070646,-0.71753997,,-4.388068,1549.4534,98.88661,0.14999999
43.11567,16.949203,-0.33333334,3.4783154,-3.919622,129866,3.0,23.461475,10.0,-3.9124665,477.4485294117647,5.7192793,2.301094e-09,272,171,46.593987,10.781712,102.01933145523071,3.286803e-08,-1.1906514,,1.0534444e-07,16.949203,272,49,-13.818892,1.1659125,-0.7192793,,-4.386379,1555.6439,98.88661,0.14999999
51.594604,16.949203,1.0,-5.0588818,-4.184377,130281,3.0,42.04227,10.0,-3.9161363,477.2197802197802,5.7113104,6.9486305e-05,273,171,46.53572,15.425959,102.3838460445404,3.262768e-08,1.456177,,1.8643742e-10,16.949203,273,49,-13.818892,1.0072854,-0.71131057,,-4.385137,1559.1877,98.88661,0.14999999
46.5247,16.949203,,-0.06101061,-7.4378552,130781,3.0,29.618725,-10.0,-3.9197922,477.3029197080292,5.7484097,0.00084805256,274,171,46.463688,-12.184247,102.81590819358826,3.238996e-08,-10.876525,,1.1269427e-27,16.949203,274,49,-13.818892,0.96757984,-0.7484099,,-4.396406,1575.0643,98.88661,0.14999999
47.201927,16.949203,-0.6666667,-0.8990764,-4.5993805,131281,3.0,19.321001,,-3.923432,477.38545454545454,5.7459235,8.157308e-13,275,171,46.302853,0.20175052,103.23054790496826,3.2154823e-08,-0.06464001,,4.0442423e-09,16.949203,275,49,-13.818892,0.95913017,-0.74592346,,-4.397357,1580.1289,98.88661,0.14999999
48.19053,16.949203,0.6666667,-1.983402,-4.3518147,131781,3.0,22.747982,,-3.927062,477.4673913043478,5.7488937,9.3358555,276,171,46.207127,1.5563836,103.66633176803589,3.1922237e-08,-1.5657834,,7.592901e-23,16.949203,276,49,-13.818892,1.0153873,-0.748894,,-4.3973956,1586.6947,98.88661,0.14999999
46.794937,16.949203,-1.0,-0.6544661,-4.2991652,132281,3.0,25.426918,6.6666665,-3.8974125,477.54873646209387,5.753965,6.210043e-23,277,171,46.140472,7.89039,104.08812761306763,3.1692167e-08,-2.1534786,,9.77376e-30,16.949203,277,49,-13.818892,0.969323,-0.7539647,,-4.397053,1593.8483,98.88661,0.14999999
47.814487,16.949203,-1.0,-1.6966268,-4.29549,132781,3.0,28.661898,-6.6666665,-3.9010162,477.6294964028777,5.7571144,4.0970497e-22,278,171,46.11786,-2.4308276,104.48082256317139,3.1464577e-08,-1.6295639,,3.722826e-05,16.949203,278,49,-13.818892,0.8281399,-0.7571144,,-4.3968883,1600.4778,98.88661,0.14999999
45.8068,16.949203,,0.09812683,-4.3505545,133281,3.0,18.250666,3.3333333,-3.9046068,477.7096774193548,5.7599053,0.017728854,279,171,45.904926,1.3330703,104.8697874546051,3.1239427e-08,-1.5357506,,2.0399284e-07,16.949203,279,49,-13.818892,0.9590582,-0.7599052,,-4.3974147,1607.0135,98.88661,0.14999999
47.21419,16.949203,0.6666667,-1.4415958,-3.9702668,133781,3.0,22.331894,-6.6666665,-3.908121,477.7892857142857,5.7572546,1.9883904,280,171,45.772594,-3.9496958,105.31795072555542,3.101669e-08,-0.017697075,,1.9222284e-06,16.949203,280,49,-13.818892,0.975989,-0.7572545,,-4.396084,1612.0312,98.88661,0.14999999
45.808334,16.949203,,-0.060012233,-4.4366565,134281,3.0,17.969055,-3.3333333,-3.90461,477.8683274021352,5.769233,0.045455616,281,171,45.74832,-5.218176,105.716801404953,3.0796322e-08,-4.1232424,,1.0833549e-08,16.949203,281,49,-13.818892,0.9721406,-0.76923305,,-4.3963795,1621.1545,98.88661,0.14999999
44.65376,16.949203,-0.6666667,1.0984858,-3.932174,134781,3.0,26.757874,10.0,-3.9080005,477.9468085106383,5.7667246,7.563788e-16,282,171,45.752243,6.900012,106.16210389137268,3.05783e-08,-0.061885513,,1.34469024e-11,16.949203,282,49,-13.818892,0.97066945,-0.7667247,,-4.394885,1626.2163,98.88661,0.14999999
46.034412,16.949203,0.33333334,-0.4254539,-4.071425,135112,3.0,30.038952,-10.0,-3.9115403,477.4275618374558,5.7556663,0.13084708,283,171,45.60896,-10.30367,106.53687834739685,3.036258e-08,2.362756,,3.7006512e-17,16.949203,283,49,-13.818892,1.0584737,-0.75566643,,-4.393925,1628.8536,98.88661,0.14999999
43.076572,16.949203,,2.3844202,-4.164313,135612,3.0,24.639278,10.0,-3.9146054,477.50704225352115,5.753117,5.005565e-05,284,171,45.46099,6.88407,107.02141880989075,3.014913e-08,-0.03163521,,1.6132975e-09,16.949203,284,49,-13.818892,0.94897354,-0.753117,,-4.3929996,1633.8853,98.88661,0.14999999
45.63466,16.949203,-0.33333334,-0.2733005,-3.90015,136010,3.0,16.594496,-6.6666665,-3.9181201,477.2280701754386,5.7442946,5.3341967e-07,285,171,45.36136,0.07093516,107.41664838790894,2.993793e-08,1.7612689,,4.806978e-05,16.949203,285,49,-13.818892,0.8825444,-0.74429464,,-4.39151,1637.124,98.95467,0.14999999
46.668274,16.949203,-1.0,-1.6169525,-3.9618495,136510,3.0,46.68324,-10.0,-3.9216228,477.3076923076923,5.742242,3.0581465e-23,286,171,45.051323,-11.72213,107.83492851257324,2.972894e-08,-0.15713315,,1.9137657e-07,16.949203,286,49,-13.818892,0.78456396,-0.7422417,,-4.390456,1642.2811,98.95467,0.14999999
44.102882,16.949203,-0.33333334,0.86965966,-4.5506225,137010,3.0,15.958725,6.6666665,-3.9251132,477.3867595818815,5.746468,8.171375e-08,287,171,44.97254,5.904884,108.2340817451477,2.9522127e-08,-1.9552813,,3.2149155e-11,16.949203,287,49,-13.818892,0.9512644,-0.74646825,,-4.391894,1649.2363,98.95467,0.14999999
45.067814,16.949203,0.6666667,-0.09883806,-3.913728,137510,3.0,34.20919,10.0,-3.9285915,477.46527777777777,5.7443037,0.008804667,288,171,44.968975,12.130416,108.63316226005554,2.9317473e-08,-0.12305727,,0.04723707,16.949203,288,49,-13.818892,1.0357319,-0.74430364,,-4.3904443,1654.3595,98.95467,0.14999999
50.81972,16.949203,1.0,-5.9172797,-5.138931,138010,3.0,33.170513,-6.6666665,-3.932027,477.5432525951557,5.769523,0.016273465,289,171,44.902443,-8.198154,109.088143825531,2.9114933e-08,-8.032768,,1.2410602e-06,16.949203,289,49,-13.818892,1.0083517,-0.7695232,,-4.3929996,1667.3922,98.95467,0.14999999
45.123196,16.949203,0.33333334,-0.5105399,-4.446884,138510,3.0,18.193748,-3.3333333,-3.935425,477.62068965517244,5.7803535,7.2928185,290,171,44.612656,-4.9126635,109.51092672348022,2.8914489e-08,-3.9102464,,0.00055484363,16.949203,290,49,-13.818892,1.079336,-0.7803533,,-4.393282,1676.3025,98.95467,0.14999999
46.9523,16.949203,-1.0,-2.5831945,-3.9186711,139010,3.0,28.924854,,-3.9140308,477.6975945017182,5.7786946,1.9122744e-21,291,171,44.369106,1.9753562,109.92721486091614,2.8716105e-08,-0.29762006,,7.8131484e-17,16.949203,291,49,-13.818892,1.3289088,-0.77869445,,-4.391433,1681.6001,98.95467,0.14999999
44.933285,16.949203,-0.6666667,-0.56808275,-4.2755065,139510,3.0,20.377861,3.3333333,-3.9174614,477.7739726027397,5.782517,2.7316108e-13,292,171,44.365204,-1.6680913,110.3667426109314,2.8519755e-08,-1.8948591,,1.9976848,16.949203,292,49,-13.818892,0.952689,-0.7825169,,-4.3900404,1688.4949,98.95467,0.14999999
44.665054,16.949203,-0.33333334,-0.33658487,-4.3412547,140010,3.0,28.77643,-10.0,-3.92088,477.84982935153585,5.7844086,3.9111605e-08,293,171,44.32847,-9.544481,110.78518056869507,2.8325411e-08,-1.3367276,,0.0015707096,16.949203,293,49,-13.818892,0.95381075,-0.7844084,,-4.39008,1694.8317,98.95467,0.14999999
40.76571,16.949203,0.33333334,3.5571468,-3.9946883,140510,3.0,25.126444,10.0,-3.9242873,477.9251700680272,5.7831025,0.007862909,294,171,44.322857,6.3420005,111.21212482452393,2.8133048e-08,-0.4004299,,8.450216e-14,16.949203,294,49,-13.818892,1.1628084,-0.7831024,,-4.388963,1700.232,98.95467,0.14999999
44.57576,16.949203,-0.33333334,-0.29621407,-3.9104764,141010,3.0,16.272242,,-3.9276562,478.0,5.7813344,2.4810565e-06,295,171,44.279545,-4.2318997,111.65867304801941,2.7942644e-08,-0.26158848,,0.0014924309,16.949203,295,49,-13.818892,0.99733275,-0.7813346,,-4.3868785,1705.4937,98.95467,0.14999999
45.104748,16.949203,-0.6666667,-0.9248486,-3.8898184,141510,3.0,25.685163,-10.0,-3.9310403,478.0743243243243,5.7799497,1.3045575e-14,296,171,44.179897,-6.8323946,112.18335580825806,2.775416e-08,-0.3714509,,0.43629235,16.949203,296,49,-13.818892,1.1023595,-0.7799498,,-4.3852572,1710.8651,98.95467,0.14999999
46.359215,16.949203,0.6666667,-2.2586246,-4.3417335,142010,3.0,23.170584,6.6666665,-3.934413,478.14814814814815,5.782039,0.3105339,297,171,44.10059,8.603336,112.85943460464478,2.7567577e-08,-1.400454,,3.9080692e-25,16.949203,297,49,-13.818892,1.0496742,-0.78203905,,-4.3848658,1717.2656,98.95467,0.14999999
44.960705,16.949203,-0.6666667,-0.8610951,-3.9371963,142510,3.0,19.511696,-3.3333333,-3.9367292,478.22147651006713,5.7857766,7.1399034e-13,298,171,44.09961,-8.079555,113.5406563282013,2.738287e-08,-1.8958358,,4.098262e-18,16.949203,298,49,-13.818892,0.8931476,-0.7857766,,-4.383265,1724.1614,98.95467,0.14999999
44.209877,16.949203,0.33333334,-0.34810135,-3.9053323,143010,3.0,17.737236,3.3333333,-3.9400792,478.2943143812709,5.7850194,2.8576639,299,171,43.861774,-6.0221295,114.20489478111267,2.7200013e-08,-0.5594067,,7.807951e-09,16.949203,299,49,-13.818892,0.91501826,-0.7850195,,-4.382062,1729.7208,98.95467,0.14999999
43.898277,16.949203,,-0.06347803,-3.9402587,143510,3.0,18.597649,-6.6666665,-3.933906,478.3666666666667,5.7846165,0.011762899,300,171,43.8348,-9.6242485,114.87745332717896,2.701898e-08,-0.6640976,,0.1754707,16.949203,300,49,-13.818892,0.94483644,-0.7846165,,-4.3809114,1735.3849,98.95467,0.14999999
42.983803,16.949203,,0.7735585,-4.0453467,144010,3.0,18.167381,6.6666665,-3.9371948,478.4385382059801,5.782865,0.0017952777,301,171,43.757362,12.290867,115.53362464904785,2.6839754e-08,-0.25743297,,1.7396551e-06,16.949203,301,49,-13.818892,1.0590873,-0.782865,,-4.3800225,1740.6423,98.95467,0.14999999
50.24895,16.949203,1.0,-6.499817,-4.523768,144390,3.0,33.62086,3.3333333,-3.9405055,478.112582781457,5.7734447,0.025471402,302,171,43.749134,0.14542109,116.13094210624695,2.6662299e-08,2.0621402,,1.957125e-11,16.949203,302,49,-13.818892,1.1657023,-0.7734445,,-4.3803587,1743.5802,98.95467,0.14999999
45.312782,16.949203,0.6666667,-1.7364271,-4.4579916,144890,3.0,22.52206,-3.3333333,-3.943727,478.1848184818482,5.7820697,8.199008,303,171,43.576355,-0.56455374,116.83759307861328,2.6486601e-08,-3.386921,,5.876603,16.949203,303,49,-13.818892,1.0611686,-0.78206974,,-4.380183,1751.9672,98.95467,0.14999999
40.27582,16.949203,-0.33333334,3.1602807,-3.984104,145390,3.0,23.587917,10.0,-3.9203222,478.25657894736844,5.780161,2.3192435e-09,304,171,43.436104,3.3526182,117.56679821014404,2.6312636e-08,-0.20180055,,1.1883738e-05,16.949203,304,49,-13.818892,1.074248,-0.780161,,-4.3787374,1757.169,98.95467,0.14999999
43.47455,16.949203,,-0.040949397,-3.96698,145890,3.0,19.318707,,-3.9236062,478.327868852459,5.777843,0.053637423,305,171,43.433598,4.0721774,118.2106728553772,2.6140375e-08,-0.073135145,,4.953894,16.949203,305,49,-13.818892,0.9319641,-0.7778429,,-4.3772206,1762.2421,98.95467,0.14999999
43.88808,16.949203,0.33333334,-0.5096842,-3.943573,146390,3.0,17.713541,-6.6666665,-3.9267037,478.39869281045753,5.77544,1.8168185,306,171,43.378395,-5.7282605,118.87609100341797,2.59698e-08,-0.0425621,,0.00035460648,16.949203,306,49,-13.818892,1.1349643,-0.77544,,-4.3760643,1767.2847,98.95467,0.14999999
43.82251,16.949203,-1.0,-0.47205013,-3.908227,146890,3.0,35.361134,10.0,-3.9240465,478.4690553745928,5.7743616,1.8188368e-24,307,171,43.35046,13.304155,119.48678278923035,2.5800892e-08,-0.44445655,,5.5877274e-24,16.949203,307,49,-13.818892,0.9854328,-0.77436185,,-4.374159,1772.7291,98.95467,0.14999999
42.137383,16.949203,-0.6666667,1.1115966,-6.8284793,147073,3.0,26.202631,10.0,-3.9272985,477.5097402597403,5.73445,7.711176e-16,308,171,43.248978,10.668965,119.9868311882019,2.5633629e-08,11.518558,,0.12599264,16.949203,308,49,-13.818892,0.92588687,-0.7344498,,-4.3822813,1766.2106,98.95467,0.14999999
44.38554,16.949203,0.6666667,-1.1374788,-4.290728,147328,3.0,27.847366,-10.0,-3.93054,476.78964401294496,5.711032,0.14868805,309,171,43.248062,-4.401777,120.54281949996948,2.5467983e-08,6.501716,,4.3144463e-27,16.949203,309,49,-13.818892,0.7729545,-0.7110318,,-4.382286,1764.7089,98.95467,0.14999999
44.74919,16.949203,-1.0,-1.6610005,-4.1104546,147828,3.0,26.442415,3.3333333,-3.93329,476.86451612903227,5.7143054,6.5671527e-22,310,171,43.088192,-2.4666326,121.17880368232727,2.5303939e-08,-1.7259046,,1.605776e-28,16.949203,310,49,-13.818892,1.0520283,-0.7143056,,-4.3821983,1771.4347,98.95467,0.14999999
43.396385,16.949203,0.33333334,-0.36391884,-4.3219213,148328,3.0,16.166656,,-3.9365106,476.9389067524116,5.717326,8.452733,311,171,43.032467,0.53135216,121.90789818763733,2.5141473e-08,-1.6537673,,2.5947738e-14,16.949203,311,49,-13.818892,0.8513639,-0.71732634,,-4.381912,1778.0885,98.95467,0.14999999
48.151306,16.949203,1.0,-5.1205664,-3.9133432,148828,3.0,31.372618,-3.3333333,-3.9129045,477.0128205128205,5.7163024,0.06352891,312,171,43.03074,-2.4861665,122.58390069007874,2.4980569e-08,-0.39787936,,0.0007290117,16.949203,312,49,-13.818892,0.99010694,-0.7163025,,-4.380913,1783.4863,98.95467,0.14999999
45.286892,16.949203,0.6666667,-2.245609,-4.4135118,149328,3.0,23.977936,3.3333333,-3.915901,477.08626198083067,5.7296085,3.1100767,313,171,43.041283,4.41664,123.40296149253845,2.4821201e-08,-4.881101,,0.11732662,16.949203,313,49,-13.818892,1.022649,-0.72960854,,-4.381132,1793.3674,98.95467,0.14999999
43.014175,16.949203,,-0.06354477,-3.9200249,149828,3.0,29.57867,-10.0,-3.9092033,477.1592356687898,5.729266,0.00083912024,314,171,42.95063,-11.806723,124.03643012046814,2.4663356e-08,-0.62202066,,9.833079e-06,16.949203,314,49,-13.818892,0.9825968,-0.7292659,,-4.3796487,1798.9895,98.95467,0.14999999
40.23955,16.949203,,2.3471313,-4.4645925,150328,3.0,24.385984,10.0,-3.9123805,477.231746031746,5.7269754,4.99444e-05,315,171,42.58668,8.582685,124.66880822181702,2.4507013e-08,-0.007712129,,9.129734e-11,16.949203,315,49,-13.818892,0.98784816,-0.7269753,,-4.3800473,1803.9972,98.95467,0.14999999
42.139477,16.949203,-0.6666667,0.4351764,-3.9085746,150828,3.0,20.05389,6.6666665,-3.9155498,477.30379746835445,5.7248125,2.6723146e-14,316,171,42.574654,1.9953749,125.40162420272827,2.435215e-08,-0.043586828,,0.000260536,16.949203,316,49,-13.818892,0.9262644,-0.7248127,,-4.378648,1809.0408,98.95467,0.14999999
47.10603,16.949203,1.0,-4.736227,-3.963756,151328,3.0,46.30854,-10.0,-3.9187093,477.3753943217666,5.725315,0.0011741789,317,171,42.369804,-10.6197605,126.024653673172,2.4198751e-08,-0.88415664,,8.3746584e-29,16.949203,317,49,-13.818892,0.89935476,-0.72531533,,-4.3776145,1814.9249,98.95467,0.14999999
44.051838,16.949203,-1.0,-1.7012199,-4.829186,151828,3.0,28.098722,-6.6666665,-3.9218552,477.44654088050316,5.73681,4.1833269e-22,318,171,42.350616,-7.3215094,126.70334959030151,2.4046798e-08,-4.3806677,,,16.949203,318,49,-13.818892,0.857447,-0.73681015,,-4.3794703,1824.3057,98.95467,0.14999999
41.363922,16.949203,-1.0,0.99142057,-4.349825,152328,3.0,38.226837,10.0,-3.924995,477.51724137931035,5.7409167,1.8205651e-24,319,171,42.355343,7.148697,127.43381452560425,2.389627e-08,-2.0468404,,1.05806785e-05,16.949203,319,49,-13.818892,1.0011216,-0.7409168,,-4.379883,1831.3524,98.95467,0.14999999
42.392853,16.949203,0.33333334,-0.068686105,-4.199328,152584,3.0,17.821705,6.6666665,-3.928125,476.825,5.720966,0.27676925,320,171,42.324165,7.0773635,127.99941873550415,2.374715e-08,5.643415,,8.265318e-15,16.949203,320,49,-13.818892,1.0302045,-0.72096574,,-4.379416,1830.709,98.95467,0.14999999
42.623257,16.949203,0.33333334,-0.40921164,-3.876245,153084,3.0,30.156693,-10.0,-3.9303803,476.89719626168227,5.7198777,0.13333562,321,171,42.214046,-14.652176,128.71261835098267,2.3599425e-08,-0.37169054,,2.9888922e-06,16.949203,321,49,-13.818892,1.0296384,-0.71987766,,-4.3777986,1836.0807,98.95467,0.14999999
42.992867,16.949203,-0.6666667,-0.8200911,-5.741358,153584,3.0,21.18018,-6.6666665,-3.9330757,476.96894409937886,5.719301,1.7877613e-13,322,171,42.172775,-4.759569,129.3754677772522,2.3453074e-08,-0.53418845,,2.1368214e-11,16.949203,322,49,-13.818892,0.91658723,-0.719301,,-4.3820057,1841.6149,98.95467,0.14999999
42.30005,16.949203,-0.33333334,-0.3031757,-4.137648,154084,3.0,16.413628,-6.6666665,-3.9361763,477.0402476780186,5.720313,5.431385e-07,323,171,41.996872,-4.597151,130.06168341636658,2.3308077e-08,-1.0462407,,0.66105956,16.949203,323,49,-13.818892,0.9414159,-0.7203132,,-4.3815455,1847.6611,98.95467,0.14999999
41.75914,16.949203,,0.116343275,-3.9440517,154584,3.0,17.938908,3.3333333,-3.9392676,477.1111111111111,5.718878,0.018354125,324,171,41.875484,4.9144187,130.72305750846863,2.3164423e-08,-0.25525716,,0.07654549,16.949203,324,49,-13.818892,1.0253413,-0.7188778,,-4.3804097,1852.9164,98.95467,0.14999999
41.08381,16.949203,-0.33333334,0.7921507,-3.9042318,155084,3.0,16.296087,6.6666665,-3.9422925,477.1815384615385,5.7167063,8.312968e-08,325,171,41.87596,8.572034,131.40096640586853,2.3022093e-08,-0.013194249,,1.0227648,16.949203,325,49,-13.818892,0.8984184,-0.71670645,,-4.378905,1857.9296,98.95467,0.14999999
42.848713,16.949203,-0.6666667,-1.0046806,-3.9416962,155540,3.0,18.416449,,-3.9453647,477.1165644171779,5.7116175,8.3381956e-13,326,171,41.844032,-0.49485236,132.10625791549683,2.2881071e-08,0.9422574,,0.00035679992,16.949203,326,49,-13.818892,1.0213578,-0.71161765,,-4.377906,1861.9873,98.95467,0.14999999
42.096783,16.949203,-0.33333334,-0.30278978,-3.9012375,156040,3.0,16.460505,,-3.9484274,477.18654434250766,5.7116704,2.5331296e-06,327,171,41.79399,1.0559454,132.81838512420654,2.274134e-08,-0.7288673,,4.650526,16.949203,327,49,-13.818892,0.9999144,-0.7116704,,-4.3764253,1867.7162,98.95467,0.14999999
41.782272,16.949203,,-0.061505392,-3.8719609,156540,3.0,17.73239,-3.3333333,-3.9514809,477.2560975609756,5.7111144,0.04763688,328,171,41.720768,0.41398683,133.64544534683228,2.2602883e-08,-0.52929264,,0.025851302,16.949203,328,49,-13.818892,0.8983685,-0.71111435,,-4.374926,1873.2455,98.95467,0.14999999
41.902916,16.949203,0.6666667,-0.18169953,-3.9664218,157040,3.0,34.660168,10.0,-3.9543798,477.32522796352583,5.7092233,0.009034677,329,171,41.72122,17.606434,134.39627408981323,2.2465688e-08,-0.088869855,,1.2435137e-08,16.949203,329,49,-13.818892,0.96534723,-0.7092231,,-4.3740273,1878.3344,98.95467,0.14999999
41.88157,16.949203,-1.0,-0.20192866,-7.0652847,157298,3.0,23.602825,6.6666665,-3.9573874,476.6606060606061,5.6914845,6.593883e-23,330,171,41.67964,4.6021414,134.9709656238556,2.2329736e-08,5.144475,,2.4995081e-26,16.949203,330,49,-13.818892,0.93239975,-0.69148463,,-4.3823514,1878.19,98.95467,0.14999999
43.602886,16.949203,0.6666667,-1.9412417,-4.3691344,157763,3.0,22.553688,,-3.960413,476.6253776435045,5.693695,9.652465,331,171,41.661644,-2.9360185,135.7247278690338,2.219502e-08,-1.4231132,,1.449845e-29,16.949203,331,49,-13.818892,0.97842544,-0.69369495,,-4.382572,1884.613,98.95467,0.14999999
48.280304,16.949203,1.0,-6.608091,-4.4283834,158263,3.0,33.847103,6.6666665,-3.9346852,476.6957831325301,5.7013917,0.0024821241,332,171,41.672215,3.8439865,136.41721844673157,2.2061514e-08,-3.2490056,,0.04977024,16.949203,332,49,-13.818892,1.086066,-0.70139164,,-4.3828216,1892.862,98.95467,0.14999999
38.394943,16.949203,0.33333334,3.2532794,-4.44095,158763,3.0,25.714108,10.0,-3.9376853,476.76576576576576,5.7095475,0.007968962,333,171,41.648224,11.0418005,137.16793823242188,2.1929212e-08,-3.4172266,,0.0016260605,16.949203,333,49,-13.818892,1.1236914,-0.70954734,,-4.3828278,1901.2793,98.95467,0.14999999
43.230183,16.949203,-1.0,-1.6944509,-4.0602765,159028,3.0,46.598194,-10.0,-3.9406598,476.1317365269461,5.68981,3.116917e-23,334,171,41.535732,-12.351354,137.7638795375824,2.1798098e-08,5.882759,,1.1295799e-29,16.949203,334,49,-13.818892,0.83415926,-0.6898099,,-4.3815565,1900.3965,98.95467,0.14999999
44.08604,16.949203,-1.0,-2.5940132,-4.576714,159528,3.0,28.571121,-3.3333333,-3.9436493,476.20298507462684,5.690423,1.7013051e-21,335,171,41.492027,-6.574686,138.45639610290527,2.1668152e-08,-0.8951915,,0.056403793,16.949203,335,49,-13.818892,1.2874993,-0.690423,,-4.382733,1906.2917,98.95467,0.14999999
42.89293,16.949203,0.6666667,-1.4867659,-4.3566585,160028,3.0,22.081806,-6.6666665,-3.94663,476.2738095238095,5.6946,2.0664546,336,171,41.406162,-5.5240197,139.16106843948364,2.1539364e-08,-2.0939372,,2.6138695e-28,16.949203,336,49,-13.818892,0.95726615,-0.6946001,,-4.381902,1913.3856,98.95467,0.14999999
46.54565,16.949203,1.0,-5.1965218,-3.9351017,160528,3.0,32.084538,,-3.9434705,476.3442136498516,5.6953406,0.075836144,337,171,41.34913,1.1887901,139.84379291534424,2.1411724e-08,-0.94412875,,0.017274858,16.949203,337,49,-13.818892,1.093221,-0.6953405,,-4.3807473,1919.3297,98.95467,0.14999999
41.606964,16.949203,-0.33333334,-0.35693815,-4.40236,161028,3.0,29.188507,-10.0,-3.9462085,476.41420118343194,5.7037263,4.011494e-08,338,171,41.250027,-11.461257,140.54958653450012,2.1285215e-08,-3.5297687,,7.1881e-16,16.949203,338,49,-13.818892,0.9995959,-0.7037264,,-4.3806148,1927.8595,98.95467,0.14999999
39.494667,16.949203,-0.6666667,1.5541207,-4.2709966,161528,3.0,25.992102,10.0,-3.9491627,476.48377581120945,5.7032604,7.881614e-16,339,171,41.048786,9.823081,141.24621629714966,2.1159824e-08,-0.5457054,,3.4993175e-10,16.949203,339,49,-13.818892,0.91357934,-0.70326024,,-4.3803506,1933.4053,98.95467,0.14999999
41.93208,16.949203,-0.6666667,-0.9461634,-4.4341536,162023,3.0,29.524313,-10.0,-3.9521081,476.53823529411767,5.7040224,1.3323343e-14,340,171,40.985916,-9.540896,141.95579624176025,2.1035541e-08,-0.9624077,,3.474424e-10,16.949203,340,49,-13.818892,1.1352514,-0.70402247,,-4.380814,1939.3677,98.95467,0.14999999
37.98136,16.949203,-0.33333334,2.8962524,-4.243455,162523,3.0,23.717598,10.0,-3.955045,476.6070381231672,5.705426,2.4011897e-09,341,171,40.877613,9.15444,142.65959978103638,2.0912346e-08,-1.1827116,,1.5914363e-09,16.949203,341,49,-13.818892,0.9994974,-0.7054263,,-4.380093,1945.5503,98.95467,0.14999999
41.298645,16.949203,0.33333334,-0.5236984,-3.9505625,162907,3.0,18.298452,-3.3333333,-3.9579732,476.3362573099415,5.6980224,7.4591265,342,171,40.77495,-0.6932467,143.3449902534485,2.079023e-08,1.8266723,,8.834769e-07,16.949203,342,49,-13.818892,1.1167154,-0.6980224,,-4.378895,1948.7236,98.95467,0.14999999
41.091465,16.949203,,-0.060113154,-3.9979594,163407,3.0,29.046663,-10.0,-3.939317,476.40524781341105,5.696081,0.0008647731,343,171,41.031353,-7.0253406,144.05395078659058,1.5899369e-08,-0.032210838,,0.1358696,16.949203,343,49,-13.818892,0.975742,-0.69608134,,-4.377486,1953.7559,98.95467,0.14999999
46.42227,16.949203,-0.71428573,-0.394713,-3.9855413,163907,3.0,18.381874,4.285714,-3.9422257,476.4738372093023,5.694132,1.29634e-14,344,171,46.027557,2.1854756,144.78396105766296,1.5807066e-08,-0.025444448,,3.036751e-06,16.949203,344,64,-13.818892,0.92389095,-0.6941318,,-4.376481,1958.7814,98.95467,0.14999999
46.947517,16.949203,0.71428573,-1.2353264,-4.0965567,164407,3.0,25.564703,-10.0,-3.9451284,476.5420289855073,5.69516,0.102397256,345,171,45.712193,-4.1263437,163.87414979934692,1.5715564e-08,-1.048873,,6.128359e-23,16.949203,345,64,-13.818892,0.68577844,-0.69516,,-4.3759212,1964.8302,98.95467,0.14999999
48.2927,16.949203,0.71428573,-2.650217,-3.971456,164907,3.0,24.5287,4.285714,-3.9477262,476.6098265895954,5.696648,1.2728572,346,171,45.642487,4.699864,164.4215669631958,1.5624853e-08,-1.2100313,,0.14714643,16.949203,346,64,-13.818892,1.0450512,-0.69664806,,-4.3756933,1971.0403,98.95467,0.14999999
