AvgEpLen,TimestepsSoFar,MinEpLen,LQGmu1_higher,Iteration,NumTrajectories,NumTrainableParams,LQGsigma_higher,LQGmu1_actor,ReturnMean,TimeElapsed
20.0,580,20,-0.67,29,29,,0.14999999,-0.7096774,0.045829453,0.3613560199737549
20.0,600,20,-0.67,30,30,,0.14999999,-0.6101322,0.045830097,0.3981902599334717
20.0,620,20,-0.67,31,31,,0.14999999,-0.31812733,0.0458303,0.4106557369232178
20.0,640,20,-0.67,32,32,,0.14999999,-0.37641272,0.04582963,0.41915369033813477
20.0,660,20,-0.67,33,33,,0.14999999,-0.48067182,0.04582914,0.42760133743286133
20.0,680,20,-0.67,34,34,,0.14999999,-0.4981597,0.04582903,0.43882322311401367
20.0,700,20,-0.67,35,35,,0.14999999,-0.8234906,0.045829322,0.4530375003814697
20.0,720,20,-0.67,36,36,,0.14999999,-0.6124313,0.0458299,0.4614412784576416
20.0,740,20,-0.67,37,37,,0.14999999,-0.33720478,0.045829803,0.4729137420654297
20.0,760,20,-0.67,38,38,,0.14999999,-0.45347387,0.0458297,0.48297691345214844
20.0,780,20,-0.67,39,39,,0.14999999,-0.6249142,0.045829576,0.49405527114868164
20.0,800,20,-0.67,40,40,,0.14999999,-0.6221943,0.045829546,0.5038177967071533
20.0,820,20,-0.67,41,41,,0.14999999,-0.64771754,0.045830157,0.5117552280426025
20.0,840,20,-0.67,42,42,,0.14999999,-0.62993544,0.04583066,0.5201613903045654
20.0,860,20,-0.67,43,43,,0.14999999,-0.6010442,0.045831144,0.5337214469909668
20.0,880,20,-0.67,44,44,,0.14999999,-0.6823446,0.045830082,0.5441412925720215
20.0,900,20,-0.67,45,45,,0.14999999,-0.8763249,0.045830492,0.5559854507446289
20.0,920,20,-0.67,46,46,,0.14999999,-0.52500856,0.045831013,0.5661935806274414
20.0,940,20,-0.67,47,47,,0.14999999,-0.5333271,0.045831334,0.5770084857940674
20.0,960,20,-0.67,48,48,,0.14999999,-0.7989425,0.0458317,0.5850462913513184
20.0,980,20,-0.67,49,49,,0.14999999,-0.94344246,0.045832068,0.5979349613189697
20.0,1000,20,-0.67,50,50,,0.14999999,-0.7758614,0.045832396,0.60723876953125
20.0,1020,20,-0.67,51,51,,0.14999999,-0.59454054,0.04583283,0.617659330368042
20.0,1040,20,-0.67,52,52,,0.14999999,-0.59599096,0.045832552,0.6294445991516113
20.0,1060,20,-0.67,53,53,,0.14999999,-0.66740453,0.04583283,0.6388087272644043
20.0,1080,20,-0.67,54,54,,0.14999999,-0.70485455,0.04583321,0.6474206447601318
20.0,1100,20,-0.67,55,55,,0.14999999,-0.49135712,0.04583337,0.6578881740570068
20.0,1120,20,-0.67,56,56,,0.14999999,-0.9281936,0.04583352,0.6670629978179932
20.0,1140,20,-0.67,57,57,,0.14999999,-0.46611315,0.045833815,0.6771249771118164
20.0,1160,20,-0.67,58,58,,0.14999999,-0.60975486,0.045834053,0.6869862079620361
20.0,1180,20,-0.67,59,59,,0.14999999,-0.46713507,0.045834187,0.6946921348571777
20.0,1200,20,-0.67,60,60,,0.14999999,-0.63318825,0.04583439,0.7025887966156006
20.0,1220,20,-0.67,61,61,,0.14999999,-0.3961203,0.045834497,0.711859941482544
20.0,1240,20,-0.67,62,62,,0.14999999,-0.8111237,0.045834333,0.7225644588470459
20.0,1260,20,-0.67,63,63,,0.14999999,-0.54203737,0.04583455,0.7301046848297119
20.0,1280,20,-0.67,64,64,,0.14999999,-0.616184,0.045834754,0.7384216785430908
20.0,1300,20,-0.67,65,65,,0.14999999,-0.6266604,0.04583408,0.7498703002929688
20.0,1320,20,-0.67,66,66,,0.14999999,-0.82153267,0.0458338,0.7594492435455322
20.0,1340,20,-0.67,67,67,,0.14999999,-0.40475586,0.045833603,0.7687060832977295
20.0,1360,20,-0.67,68,68,,0.14999999,-0.47707745,0.045833144,0.7786519527435303
20.0,1380,20,-0.67,69,69,,0.14999999,-0.47770238,0.045833427,0.7860767841339111
20.0,1400,20,-0.67,70,70,,0.14999999,-0.6908291,0.045833647,0.7954790592193604
20.0,1420,20,-0.67,71,71,,0.14999999,-0.56563485,0.04583248,0.8059308528900146
20.0,1440,20,-0.67,72,72,,0.14999999,-0.7255546,0.045832403,0.8134188652038574
20.0,1460,20,-0.67,73,73,,0.14999999,-0.6491356,0.045831986,0.8227705955505371
20.0,1480,20,-0.67,74,74,,0.14999999,-0.46640375,0.045832258,0.8315603733062744
20.0,1500,20,-0.67,75,75,,0.14999999,-0.6218087,0.045832403,0.8400821685791016
20.0,1520,20,-0.67,76,76,,0.14999999,-0.63877267,0.045832694,0.8476743698120117
20.0,1540,20,-0.67,77,77,,0.14999999,-0.78621036,0.04583295,0.8569774627685547
20.0,1560,20,-0.67,78,78,,0.14999999,-0.6404219,0.045833223,0.8674402236938477
20.0,1580,20,-0.67,79,79,,0.14999999,-0.5997664,0.045833424,0.8753609657287598
20.0,1600,20,-0.67,80,80,,0.14999999,-0.98534155,0.0458335,0.8846960067749023
20.0,1620,20,-0.67,81,81,,0.14999999,-0.7305852,0.045833644,0.8957200050354004
20.0,1640,20,-0.67,82,82,,0.14999999,-0.4648354,0.045833606,0.9057426452636719
20.0,1660,20,-0.67,83,83,,0.14999999,-0.91442317,0.045833692,0.9132566452026367
20.0,1680,20,-0.67,84,84,,0.14999999,-0.55438995,0.045833655,0.920891523361206
20.0,1700,20,-0.67,85,85,,0.14999999,-0.73937273,0.045833807,0.9301533699035645
20.0,1720,20,-0.67,86,86,,0.14999999,-0.7527066,0.04583396,0.9388236999511719
20.0,1740,20,-0.67,87,87,,0.14999999,-0.7859879,0.0458342,0.9479827880859375
20.0,1760,20,-0.67,88,88,,0.14999999,-0.8301068,0.045834314,0.9587271213531494
20.0,1780,20,-0.67,89,89,,0.14999999,-0.8005824,0.04583454,0.9681432247161865
20.0,1800,20,-0.67,90,90,,0.14999999,-0.4346016,0.045834754,0.9759736061096191
20.0,1820,20,-0.67,91,91,,0.14999999,-0.59147114,0.045834545,0.9864733219146729
20.0,1840,20,-0.67,92,92,,0.14999999,-0.6356965,0.045834105,0.9950411319732666
20.0,1860,20,-0.67,93,93,,0.14999999,-0.4098019,0.04583432,1.0027391910552979
20.0,1880,20,-0.67,94,94,,0.14999999,-0.5973687,0.045834433,1.0111720561981201
20.0,1900,20,-0.67,95,95,,0.14999999,-0.77383864,0.0458345,1.022148847579956
20.0,1920,20,-0.67,96,96,,0.14999999,-0.5104426,0.04583469,1.0308163166046143
20.0,1940,20,-0.67,97,97,,0.14999999,-0.6079071,0.045834836,1.0413448810577393
20.0,1960,20,-0.67,98,98,,0.14999999,-0.7762071,0.0458343,1.0536892414093018
20.0,1980,20,-0.67,99,99,,0.14999999,-0.56605744,0.04583415,1.0625276565551758
20.0,2000,20,-0.67,100,100,,0.14999999,-0.8503109,0.04583386,1.0707390308380127
20.0,2020,20,-0.67,101,101,,0.14999999,-0.88262683,0.04583394,1.0802371501922607
20.0,2040,20,-0.67,102,102,,0.14999999,-0.42937917,0.045833934,1.088954210281372
20.0,2060,20,-0.67,103,103,,0.14999999,-0.65024185,0.045834117,1.0968425273895264
20.0,2080,20,-0.67,104,104,,0.14999999,-0.8571346,0.045833927,1.1082737445831299
20.0,2100,20,-0.67,105,105,,0.14999999,-0.8733418,0.045833543,1.1223034858703613
20.0,2120,20,-0.67,106,106,,0.14999999,-0.77451336,0.045833692,1.1314170360565186
20.0,2140,20,-0.67,107,107,,0.14999999,-0.8623798,0.045833837,1.1462287902832031
20.0,2160,20,-0.67,108,108,,0.14999999,-0.70123947,0.04583345,1.1558263301849365
20.0,2180,20,-0.67,109,109,,0.14999999,-0.78006095,0.045833446,1.1634571552276611
20.0,2200,20,-0.67,110,110,,0.14999999,-0.7673776,0.0458336,1.1720356941223145
20.0,2220,20,-0.67,111,111,,0.14999999,-0.6611482,0.045833774,1.1797170639038086
20.0,2240,20,-0.67,112,112,,0.14999999,-0.712446,0.04583395,1.1881823539733887
20.0,2260,20,-0.67,113,113,,0.14999999,-0.61140186,0.045833934,1.201411247253418
20.0,2280,20,-0.67,114,114,,0.14999999,-0.9874481,0.045834098,1.2090363502502441
20.0,2300,20,-0.67,115,115,,0.14999999,-0.84879345,0.045834098,1.2198486328125
20.0,2320,20,-0.67,116,116,,0.14999999,-0.60588515,0.045834254,1.2307074069976807
20.0,2340,20,-0.67,117,117,,0.14999999,-0.58390915,0.04583433,1.2398931980133057
20.0,2360,20,-0.67,118,118,,0.14999999,-0.75931436,0.04583421,1.2482423782348633
20.0,2380,20,-0.67,119,119,,0.14999999,-0.2040489,0.04583398,1.2568869590759277
20.0,2400,20,-0.67,120,120,,0.14999999,-0.5570086,0.045834135,1.26743483543396
20.0,2420,20,-0.67,121,121,,0.14999999,-0.54664236,0.045834273,1.2757716178894043
20.0,2440,20,-0.67,122,122,,0.14999999,-0.52474105,0.045834403,1.2938625812530518
20.0,2460,20,-0.67,123,123,,0.14999999,-0.8196486,0.04583456,1.3018431663513184
20.0,2480,20,-0.67,124,124,,0.14999999,-0.8638868,0.045834612,1.309621810913086
20.0,2500,20,-0.67,125,125,,0.14999999,-0.7796939,0.045834623,1.3185570240020752
20.0,2520,20,-0.67,126,126,,0.14999999,-0.5827699,0.045834403,1.330723524093628
20.0,2540,20,-0.67,127,127,,0.14999999,-0.8273446,0.045834415,1.3424007892608643
20.0,2560,20,-0.67,128,128,,0.14999999,-0.89646614,0.04583449,1.3557167053222656
20.0,2580,20,-0.67,129,129,,0.14999999,-0.6729876,0.045834623,1.3651680946350098
20.0,2600,20,-0.67,130,130,,0.14999999,-0.56158894,0.045834452,1.378251552581787
20.0,2620,20,-0.67,131,131,,0.14999999,-0.83451974,0.045834523,1.3906314373016357
20.0,2640,20,-0.67,132,132,,0.14999999,-0.6721067,0.045834217,1.400052785873413
20.0,2660,20,-0.67,133,133,,0.14999999,-0.92126495,0.0458343,1.408214807510376
20.0,2680,20,-0.67,134,134,,0.14999999,-0.588758,0.045834355,1.4190495014190674
20.0,2700,20,-0.67,135,135,,0.14999999,-0.76971895,0.045834396,1.4280328750610352
20.0,2720,20,-0.67,136,136,,0.14999999,-0.6449753,0.045834463,1.440826416015625
20.0,2740,20,-0.67,137,137,,0.14999999,-0.6258416,0.045834605,1.4515442848205566
20.0,2760,20,-0.67,138,138,,0.14999999,-0.5891639,0.045834098,1.4591333866119385
20.0,2780,20,-0.67,139,139,,0.14999999,-0.46602282,0.045834158,1.466723918914795
20.0,2800,20,-0.67,140,140,,0.14999999,-0.56038785,0.045834284,1.4766883850097656
20.0,2820,20,-0.67,141,141,,0.14999999,-0.82594234,0.0458344,1.4930238723754883
20.0,2840,20,-0.67,142,142,,0.14999999,-0.4086223,0.045834515,1.5047919750213623
20.0,2860,20,-0.67,143,143,,0.14999999,-0.610353,0.045834374,1.5131216049194336
20.0,2880,20,-0.67,144,144,,0.14999999,-0.54071003,0.045834478,1.5235352516174316
20.0,2900,20,-0.67,145,145,,0.14999999,-0.67886007,0.04583406,1.5333445072174072
20.0,2920,20,-0.67,146,146,,0.14999999,-0.73260844,0.045833867,1.5446646213531494
20.0,2940,20,-0.67,147,147,,0.14999999,-0.7240358,0.045833975,1.5585646629333496
20.0,2960,20,-0.67,148,148,,0.14999999,-0.854218,0.045834083,1.5674221515655518
20.0,2980,20,-0.67,149,149,,0.14999999,-0.615865,0.045834158,1.5752074718475342
20.0,3000,20,-0.67,150,150,,0.14999999,-0.69404894,0.045834243,1.5827672481536865
20.0,3020,20,-0.67,151,151,,0.14999999,-0.8749392,0.04583437,1.5941615104675293
20.0,3040,20,-0.67,152,152,,0.14999999,-0.7685009,0.04583414,1.6075773239135742
20.0,3060,20,-0.67,153,153,,0.14999999,-0.770081,0.045834266,1.6178710460662842
20.0,3080,20,-0.67,154,154,,0.14999999,-0.74383074,0.045834344,1.6267547607421875
20.0,3100,20,-0.67,155,155,,0.14999999,-0.8787482,0.045834385,1.6360702514648438
20.0,3120,20,-0.67,156,156,,0.14999999,-0.4329564,0.045833215,1.6445362567901611
20.0,3140,20,-0.67,157,157,,0.14999999,-0.46286598,0.04583335,1.6541903018951416
20.0,3160,20,-0.67,158,158,,0.14999999,-0.3494438,0.04583345,1.6637048721313477
20.0,3180,20,-0.67,159,159,,0.14999999,-0.9335934,0.04583343,1.672954797744751
20.0,3200,20,-0.67,160,160,,0.14999999,-0.67706615,0.045833446,1.6832671165466309
20.0,3220,20,-0.67,161,161,,0.14999999,-0.75851494,0.045833558,1.6970939636230469
20.0,3240,20,-0.67,162,162,,0.14999999,-0.6255387,0.045833528,1.7045209407806396
20.0,3260,20,-0.67,163,163,,0.14999999,-0.80070883,0.045833405,1.7125489711761475
20.0,3280,20,-0.67,164,164,,0.14999999,-0.7957043,0.045833204,1.723839521408081
20.0,3300,20,-0.67,165,165,,0.14999999,-0.6223943,0.04583321,1.7358248233795166
20.0,3320,20,-0.67,166,166,,0.14999999,-0.8031383,0.045833334,1.74430251121521
20.0,3340,20,-0.67,167,167,,0.14999999,-0.6570931,0.04583336,1.7547471523284912
20.0,3360,20,-0.67,168,168,,0.14999999,-0.59190977,0.045833427,1.764754056930542
20.0,3380,20,-0.67,169,169,,0.14999999,-0.7515769,0.045833446,1.7723753452301025
20.0,3400,20,-0.67,170,170,,0.14999999,-0.83563507,0.045833558,1.7833001613616943
20.0,3420,20,-0.67,171,171,,0.14999999,-0.55317944,0.045833636,1.791348934173584
20.0,3440,20,-0.67,172,172,,0.14999999,-0.86684954,0.045833733,1.7990636825561523
20.0,3460,20,-0.67,173,173,,0.14999999,-0.45273507,0.0458333,1.8072924613952637
20.0,3480,20,-0.67,174,174,,0.14999999,-0.72876257,0.045833275,1.8161988258361816
20.0,3500,20,-0.67,175,175,,0.14999999,-0.5393338,0.04583339,1.824589490890503
20.0,3520,20,-0.67,176,176,,0.14999999,-0.5195085,0.04583336,1.8330564498901367
20.0,3540,20,-0.67,177,177,,0.14999999,-0.89884603,0.04583347,1.8433258533477783
20.0,3560,20,-0.67,178,178,,0.14999999,-0.58304644,0.045833576,1.851529836654663
20.0,3580,20,-0.67,179,179,,0.14999999,-0.6131249,0.045833554,1.8598113059997559
20.0,3600,20,-0.67,180,180,,0.14999999,-0.50351644,0.04583356,1.869302749633789
20.0,3620,20,-0.67,181,181,,0.14999999,-0.81183517,0.045833524,1.8782758712768555
20.0,3640,20,-0.67,182,182,,0.14999999,-0.38905072,0.045833267,1.8866186141967773
20.0,3660,20,-0.67,183,183,,0.14999999,-0.7738213,0.04583318,1.896512508392334
20.0,3680,20,-0.67,184,184,,0.14999999,-0.5783129,0.045831643,1.909665822982788
20.0,3700,20,-0.67,185,185,,0.14999999,-0.6733283,0.04583175,1.9173645973205566
20.0,3720,20,-0.67,186,186,,0.14999999,-0.5553208,0.045831785,1.926713466644287
20.0,3740,20,-0.67,187,187,,0.14999999,-0.63010496,0.045831837,1.9371147155761719
20.0,3760,20,-0.67,188,188,,0.14999999,-0.8378317,0.045831934,1.9488108158111572
20.0,3780,20,-0.67,189,189,,0.14999999,-0.6166123,0.045831922,1.960874319076538
20.0,3800,20,-0.67,190,190,,0.14999999,-0.6217637,0.045832008,1.969275712966919
20.0,3820,20,-0.67,191,191,,0.14999999,-0.55651873,0.045831826,1.977447509765625
20.0,3840,20,-0.67,192,192,,0.14999999,-0.8580617,0.04583179,1.985034465789795
20.0,3860,20,-0.67,193,193,,0.14999999,-0.6630635,0.045831542,1.9963929653167725
20.0,3880,20,-0.67,194,194,,0.14999999,-0.8300489,0.04583164,2.0051746368408203
20.0,3900,20,-0.67,195,195,,0.14999999,-0.5355067,0.045831434,2.012669324874878
20.0,3920,20,-0.67,196,196,,0.14999999,-0.6557086,0.04583144,2.0229194164276123
20.0,3940,20,-0.67,197,197,,0.14999999,-0.5002991,0.045831546,2.0376193523406982
20.0,3960,20,-0.67,198,198,,0.14999999,-0.49541327,0.04583162,2.04648756980896
20.0,3980,20,-0.67,199,199,,0.14999999,-0.6458762,0.045831632,2.0564205646514893
20.0,4000,20,-0.67,200,200,,0.14999999,-0.49679744,0.04583173,2.0642318725585938
20.0,4020,20,-0.67,201,201,,0.14999999,-0.50867605,0.0458318,2.074561834335327
20.0,4040,20,-0.67,202,202,,0.14999999,-0.62962914,0.04583184,2.085111141204834
20.0,4060,20,-0.67,203,203,,0.14999999,-0.8845532,0.045831952,2.095471143722534
20.0,4080,20,-0.67,204,204,,0.14999999,-0.91571385,0.045831792,2.102790117263794
20.0,4100,20,-0.67,205,205,,0.14999999,-0.6338664,0.045831643,2.1123878955841064
20.0,4120,20,-0.67,206,206,,0.14999999,-0.7622585,0.045831755,2.123950481414795
20.0,4140,20,-0.67,207,207,,0.14999999,-0.67590135,0.045831542,2.134622097015381
20.0,4160,20,-0.67,208,208,,0.14999999,-0.5787062,0.04583163,2.144533157348633
20.0,4180,20,-0.67,209,209,,0.14999999,-0.7786081,0.045831542,2.152292490005493
20.0,4200,20,-0.67,210,210,,0.14999999,-0.702674,0.045831647,2.1599173545837402
20.0,4220,20,-0.67,211,211,,0.14999999,-0.50378835,0.04583175,2.1693129539489746
20.0,4240,20,-0.67,212,212,,0.14999999,-0.56288975,0.04583168,2.1790452003479004
20.0,4260,20,-0.67,213,213,,0.14999999,-0.50965595,0.045831688,2.187594413757324
20.0,4280,20,-0.67,214,214,,0.14999999,-0.6538963,0.04583179,2.204057455062866
20.0,4300,20,-0.67,215,215,,0.14999999,-0.42524534,0.045831565,2.213315963745117
20.0,4320,20,-0.67,216,216,,0.14999999,-0.7285114,0.045831587,2.2215569019317627
20.0,4340,20,-0.67,217,217,,0.14999999,-0.91223365,0.045831673,2.2347054481506348
20.0,4360,20,-0.67,218,218,,0.14999999,-0.4925997,0.045831587,2.246267080307007
20.0,4380,20,-0.67,219,219,,0.14999999,-0.74401253,0.045831654,2.2552032470703125
20.0,4400,20,-0.67,220,220,,0.14999999,-0.523991,0.04583163,2.266331434249878
20.0,4420,20,-0.67,221,221,,0.14999999,-0.7026032,0.045831293,2.275785207748413
20.0,4440,20,-0.67,222,222,,0.14999999,-0.67326033,0.04583139,2.283982515335083
20.0,4460,20,-0.67,223,223,,0.14999999,-0.63368064,0.045831442,2.2975716590881348
20.0,4480,20,-0.67,224,224,,0.14999999,-0.7669419,0.04583154,2.3087270259857178
20.0,4500,20,-0.67,225,225,,0.14999999,-0.5866992,0.04583163,2.3177216053009033
20.0,4520,20,-0.67,226,226,,0.14999999,-0.67341805,0.045831725,2.3264992237091064
20.0,4540,20,-0.67,227,227,,0.14999999,-0.5918627,0.045831792,2.3369290828704834
20.0,4560,20,-0.67,228,228,,0.14999999,-0.7404539,0.045831513,2.345698118209839
20.0,4580,20,-0.67,229,229,,0.14999999,-0.8051704,0.045831107,2.353414297103882
20.0,4600,20,-0.67,230,230,,0.14999999,-0.75978905,0.045831177,2.363765239715576
20.0,4620,20,-0.67,231,231,,0.14999999,-0.5557215,0.04583127,2.37507963180542
20.0,4640,20,-0.67,232,232,,0.14999999,-0.8638116,0.045831323,2.385347843170166
20.0,4660,20,-0.67,233,233,,0.14999999,-0.63420695,0.04583133,2.395352602005005
20.0,4680,20,-0.67,234,234,,0.14999999,-0.56336325,0.0458314,2.4032557010650635
20.0,4700,20,-0.67,235,235,,0.14999999,-0.69216883,0.04583129,2.4119060039520264
20.0,4720,20,-0.67,236,236,,0.14999999,-0.3607202,0.045831386,2.4221153259277344
20.0,4740,20,-0.67,237,237,,0.14999999,-0.83431137,0.04583147,2.432177782058716
20.0,4760,20,-0.67,238,238,,0.14999999,-0.718826,0.045831542,2.4424145221710205
20.0,4780,20,-0.67,239,239,,0.14999999,-0.909966,0.045831442,2.451704740524292
20.0,4800,20,-0.67,240,240,,0.14999999,-0.6982544,0.045831513,2.4615252017974854
20.0,4820,20,-0.67,241,241,,0.14999999,-0.74384665,0.045831587,2.470644950866699
20.0,4840,20,-0.67,242,242,,0.14999999,-0.8503462,0.04583157,2.48298716545105
20.0,4860,20,-0.67,243,243,,0.14999999,-0.79701734,0.045831576,2.4910027980804443
20.0,4880,20,-0.67,244,244,,0.14999999,-0.5833066,0.04583167,2.501676082611084
20.0,4900,20,-0.67,245,245,,0.14999999,-0.68061626,0.04583156,2.5123331546783447
20.0,4920,20,-0.67,246,246,,0.14999999,-0.43668914,0.04583137,2.5221664905548096
20.0,4940,20,-0.67,247,247,,0.14999999,-0.6059056,0.045831457,2.530956268310547
20.0,4960,20,-0.67,248,248,,0.14999999,-0.7717764,0.04583131,2.5415914058685303
20.0,4980,20,-0.67,249,249,,0.14999999,-0.65855575,0.045831352,2.550050973892212
20.0,5000,20,-0.67,250,250,,0.14999999,-0.68644917,0.04583141,2.557833671569824
20.0,5020,20,-0.67,251,251,,0.14999999,-0.65610975,0.04583149,2.567305564880371
20.0,5040,20,-0.67,252,252,,0.14999999,-0.6105146,0.045831576,2.577324390411377
20.0,5060,20,-0.67,253,253,,0.14999999,-0.54873693,0.045831583,2.585514545440674
20.0,5080,20,-0.67,254,254,,0.14999999,-0.59210336,0.04583167,2.594038724899292
20.0,5100,20,-0.67,255,255,,0.14999999,-0.713204,0.045831755,2.603590965270996
20.0,5120,20,-0.67,256,256,,0.14999999,-0.80274916,0.04583174,2.6112663745880127
20.0,5140,20,-0.67,257,257,,0.14999999,-0.5610374,0.04583176,2.619323253631592
20.0,5160,20,-0.67,258,258,,0.14999999,-0.63985103,0.045831785,2.6269567012786865
20.0,5180,20,-0.67,259,259,,0.14999999,-0.69954276,0.045831867,2.6363227367401123
20.0,5200,20,-0.67,260,260,,0.14999999,-0.5801954,0.045831952,2.6450612545013428
20.0,5220,20,-0.67,261,261,,0.14999999,-0.7835797,0.045832038,2.6540567874908447
20.0,5240,20,-0.67,262,262,,0.14999999,-0.64987105,0.04583202,2.6651554107666016
20.0,5260,20,-0.67,263,263,,0.14999999,-0.73866755,0.0458321,2.673722982406616
20.0,5280,20,-0.67,264,264,,0.14999999,-0.8058311,0.045832094,2.684474468231201
20.0,5300,20,-0.67,265,265,,0.14999999,-0.8496437,0.045832094,2.6967413425445557
20.0,5320,20,-0.67,266,266,,0.14999999,-0.77333647,0.045832064,2.7084944248199463
20.0,5340,20,-0.67,267,267,,0.14999999,-0.64295155,0.04583214,2.7177529335021973
20.0,5360,20,-0.67,268,268,,0.14999999,-0.6724792,0.045832194,2.730632781982422
20.0,5380,20,-0.67,269,269,,0.14999999,-0.5458456,0.045831878,2.7397336959838867
20.0,5400,20,-0.67,270,270,,0.14999999,-0.6708941,0.04583194,2.74967885017395
20.0,5420,20,-0.67,271,271,,0.14999999,-0.90531945,0.045831993,2.7586915493011475
20.0,5440,20,-0.67,272,272,,0.14999999,-0.56973964,0.04583203,2.7681891918182373
20.0,5460,20,-0.67,273,273,,0.14999999,-0.6682795,0.045831818,2.7757232189178467
20.0,5480,20,-0.67,274,274,,0.14999999,-0.4296852,0.045831867,2.7875373363494873
20.0,5500,20,-0.67,275,275,,0.14999999,-0.41393,0.045831937,2.7982661724090576
20.0,5520,20,-0.67,276,276,,0.14999999,-0.5097944,0.04583195,2.8065545558929443
20.0,5540,20,-0.67,277,277,,0.14999999,-0.7275162,0.045831997,2.8187453746795654
20.0,5560,20,-0.67,278,278,,0.14999999,-0.6969298,0.045832,2.8288943767547607
20.0,5580,20,-0.67,279,279,,0.14999999,-0.5889328,0.045832075,2.8368988037109375
20.0,5600,20,-0.67,280,280,,0.14999999,-0.5686712,0.04583209,2.8484272956848145
20.0,5620,20,-0.67,281,281,,0.14999999,-0.5549,0.045832127,2.856262683868408
20.0,5640,20,-0.67,282,282,,0.14999999,-0.570077,0.0458322,2.8665108680725098
20.0,5660,20,-0.67,283,283,,0.14999999,-0.7090725,0.045832124,2.876345157623291
20.0,5680,20,-0.67,284,284,,0.14999999,-0.4831468,0.045832127,2.8876888751983643
20.0,5700,20,-0.67,285,285,,0.14999999,-0.5082169,0.045831975,2.8954648971557617
20.0,5720,20,-0.67,286,286,,0.14999999,-0.86089337,0.045832045,2.9031410217285156
20.0,5740,20,-0.67,287,287,,0.14999999,-0.59451866,0.04583191,2.9142332077026367
20.0,5760,20,-0.67,288,288,,0.14999999,-0.6885137,0.045831844,2.9233503341674805
20.0,5780,20,-0.67,289,289,,0.14999999,-0.7509533,0.045831922,2.9325757026672363
20.0,5800,20,-0.67,290,290,,0.14999999,-0.7973112,0.045831956,2.94470477104187
20.0,5820,20,-0.67,291,291,,0.14999999,-0.71156573,0.04583202,2.954744815826416
20.0,5840,20,-0.67,292,292,,0.14999999,-0.86244774,0.04583209,2.9645450115203857
20.0,5860,20,-0.67,293,293,,0.14999999,-0.66687375,0.04583203,2.9800503253936768
20.0,5880,20,-0.67,294,294,,0.14999999,-0.5122514,0.045832068,2.987687110900879
20.0,5900,20,-0.67,295,295,,0.14999999,-0.8592042,0.045832135,2.9957878589630127
20.0,5920,20,-0.67,296,296,,0.14999999,-0.8268099,0.0458322,3.0055861473083496
20.0,5940,20,-0.67,297,297,,0.14999999,-0.7318627,0.04583222,3.013009548187256
