AvgEpLen,TimestepsSoFar,MinEpLen,LQGmu1_higher,Iteration,NumTrajectories,NumTrainableParams,LQGsigma_higher,LQGmu1_actor,ReturnMean,TimeElapsed
20.0,5960,20,-0.67,298,298,,0.14999999,-0.5513702,0.04583159,3.020895004272461
20.0,5980,20,-0.67,299,299,,0.14999999,-0.86314195,0.045831636,3.0317487716674805
20.0,6000,20,-0.67,300,300,,0.14999999,-0.6064094,0.045831706,3.0396721363067627
20.0,6020,20,-0.67,301,301,,0.14999999,-0.6132351,0.045831777,3.0473647117614746
20.0,6040,20,-0.67,302,302,,0.14999999,-0.3880746,0.045831844,3.0562260150909424
20.0,6060,20,-0.67,303,303,,0.14999999,-0.59206223,0.045831908,3.0666427612304688
20.0,6080,20,-0.67,304,304,,0.14999999,-0.6252176,0.045831975,3.0755255222320557
20.0,6100,20,-0.67,305,305,,0.14999999,-0.5577105,0.04583203,3.0852725505828857
20.0,6120,20,-0.67,306,306,,0.14999999,-0.64009523,0.045832068,3.0962021350860596
20.0,6140,20,-0.67,307,307,,0.14999999,-0.5796396,0.04583209,3.1059036254882812
20.0,6160,20,-0.67,308,308,,0.14999999,-0.62326354,0.045832094,3.118011474609375
20.0,6180,20,-0.67,309,309,,0.14999999,-0.4607998,0.04583205,3.127772569656372
20.0,6200,20,-0.67,310,310,,0.14999999,-0.8314403,0.045832124,3.137023448944092
20.0,6220,20,-0.67,311,311,,0.14999999,-0.7726766,0.045832183,3.145602226257324
20.0,6240,20,-0.67,312,312,,0.14999999,-0.46761674,0.045832183,3.1554341316223145
20.0,6260,20,-0.67,313,313,,0.14999999,-0.7808162,0.045832254,3.1650190353393555
20.0,6280,20,-0.67,314,314,,0.14999999,-0.73613876,0.04583221,3.174333333969116
20.0,6300,20,-0.67,315,315,,0.14999999,-0.47532922,0.045832258,3.1835289001464844
20.0,6320,20,-0.67,316,316,,0.14999999,-0.7709708,0.045831967,3.19187068939209
20.0,6340,20,-0.67,317,317,,0.14999999,-0.5951911,0.04583161,3.201481819152832
20.0,6360,20,-0.67,318,318,,0.14999999,-0.43350172,0.04583163,3.2117421627044678
20.0,6380,20,-0.67,319,319,,0.14999999,-0.86281174,0.04583156,3.220043659210205
20.0,6400,20,-0.67,320,320,,0.14999999,-0.9172914,0.04583163,3.227682113647461
20.0,6420,20,-0.67,321,321,,0.14999999,-0.6886739,0.04583138,3.238024950027466
20.0,6440,20,-0.67,322,322,,0.14999999,-0.7639072,0.045831338,3.248966693878174
20.0,6460,20,-0.67,323,323,,0.14999999,-0.7440764,0.045831375,3.256927967071533
20.0,6480,20,-0.67,324,324,,0.14999999,-0.8343036,0.045831364,3.2643892765045166
20.0,6500,20,-0.67,325,325,,0.14999999,-0.77182126,0.045831375,3.272482395172119
20.0,6520,20,-0.67,326,326,,0.14999999,-0.45243105,0.045831427,3.28308367729187
20.0,6540,20,-0.67,327,327,,0.14999999,-0.7735307,0.045831405,3.2917609214782715
20.0,6560,20,-0.67,328,328,,0.14999999,-0.7821153,0.04583134,3.3009445667266846
20.0,6580,20,-0.67,329,329,,0.14999999,-0.98796314,0.04583141,3.3131725788116455
20.0,6600,20,-0.67,330,330,,0.14999999,-0.6728624,0.045831338,3.322552442550659
20.0,6620,20,-0.67,331,331,,0.14999999,-0.5743855,0.04583126,3.331479787826538
20.0,6640,20,-0.67,332,332,,0.14999999,-0.68553567,0.04583129,3.3428378105163574
20.0,6660,20,-0.67,333,333,,0.14999999,-0.6887688,0.04583134,3.3522045612335205
20.0,6680,20,-0.67,334,334,,0.14999999,-0.53320396,0.045831192,3.3617031574249268
20.0,6700,20,-0.67,335,335,,0.14999999,-0.70538133,0.045831252,3.3705554008483887
20.0,6720,20,-0.67,336,336,,0.14999999,-0.53861344,0.045831293,3.378495454788208
20.0,6740,20,-0.67,337,337,,0.14999999,-0.7270962,0.045831006,3.3859214782714844
20.0,6760,20,-0.67,338,338,,0.14999999,-0.8332247,0.045831,3.3946118354797363
20.0,6780,20,-0.67,339,339,,0.14999999,-0.5277866,0.045831066,3.4027318954467773
20.0,6800,20,-0.67,340,340,,0.14999999,-0.52538913,0.045831125,3.4102773666381836
20.0,6820,20,-0.67,341,341,,0.14999999,-0.4651398,0.045831192,3.419435501098633
20.0,6840,20,-0.67,342,342,,0.14999999,-0.49322522,0.04583104,3.4308862686157227
20.0,6860,20,-0.67,343,343,,0.14999999,-0.8657671,0.045831107,3.439950704574585
20.0,6880,20,-0.67,344,344,,0.14999999,-0.6242807,0.045831133,3.447519540786743
20.0,6900,20,-0.67,345,345,,0.14999999,-0.5439893,0.04583119,3.456782341003418
20.0,6920,20,-0.67,346,346,,0.14999999,-0.67975485,0.045831252,3.4665465354919434
20.0,6940,20,-0.67,347,347,,0.14999999,-0.76569337,0.045831278,3.4758031368255615
20.0,6960,20,-0.67,348,348,,0.14999999,-0.75891906,0.04583122,3.4868319034576416
20.0,6980,20,-0.67,349,349,,0.14999999,-0.6399524,0.04583128,3.4954702854156494
20.0,7000,20,-0.67,350,350,,0.14999999,-0.5388701,0.045831244,3.503164529800415
20.0,7020,20,-0.67,351,351,,0.14999999,-0.42815518,0.04583124,3.5138003826141357
20.0,7040,20,-0.67,352,352,,0.14999999,-0.68194026,0.04583093,3.52530574798584
20.0,7060,20,-0.67,353,353,,0.14999999,-0.70509905,0.04583094,3.533601760864258
20.0,7080,20,-0.67,354,354,,0.14999999,-0.3674941,0.045831002,3.5421321392059326
20.0,7100,20,-0.67,355,355,,0.14999999,-1.0550382,0.045831062,3.5574705600738525
20.0,7120,20,-0.67,356,356,,0.14999999,-0.5152318,0.045831,3.5687756538391113
20.0,7140,20,-0.67,357,357,,0.14999999,-0.92508626,0.045831032,3.5832576751708984
20.0,7160,20,-0.67,358,358,,0.14999999,-0.50624764,0.045831095,3.5926740169525146
20.0,7180,20,-0.67,359,359,,0.14999999,-1.0677651,0.045831155,3.6006205081939697
20.0,7200,20,-0.67,360,360,,0.14999999,-0.6578529,0.045831088,3.6092159748077393
20.0,7220,20,-0.67,361,361,,0.14999999,-0.77844965,0.045830693,3.6182050704956055
20.0,7240,20,-0.67,362,362,,0.14999999,-0.709188,0.04583071,3.6322970390319824
20.0,7260,20,-0.67,363,363,,0.14999999,-0.76474404,0.04583077,3.6426281929016113
20.0,7280,20,-0.67,364,364,,0.14999999,-0.63917226,0.0458306,3.6519739627838135
20.0,7300,20,-0.67,365,365,,0.14999999,-0.57322776,0.045830656,3.665663719177246
20.0,7320,20,-0.67,366,366,,0.14999999,-0.4825632,0.045830723,3.6783342361450195
20.0,7340,20,-0.67,367,367,,0.14999999,-0.64673924,0.04583076,3.689399242401123
20.0,7360,20,-0.67,368,368,,0.14999999,-0.5457018,0.04583082,3.698101282119751
20.0,7380,20,-0.67,369,369,,0.14999999,-0.85275316,0.045830816,3.7076752185821533
20.0,7400,20,-0.67,370,370,,0.14999999,-0.8974406,0.045830835,3.7153584957122803
20.0,7420,20,-0.67,371,371,,0.14999999,-0.6814719,0.045830894,3.7230064868927
20.0,7440,20,-0.67,372,372,,0.14999999,-0.56431043,0.045830954,3.7365071773529053
20.0,7460,20,-0.67,373,373,,0.14999999,-0.42943692,0.045830917,3.749258518218994
20.0,7480,20,-0.67,374,374,,0.14999999,-0.61217725,0.045830965,3.7596733570098877
20.0,7500,20,-0.67,375,375,,0.14999999,-0.56436706,0.045830995,3.7693252563476562
20.0,7520,20,-0.67,376,376,,0.14999999,-0.5489604,0.04583105,3.7773053646087646
20.0,7540,20,-0.67,377,377,,0.14999999,-0.74850875,0.0458311,3.7875843048095703
20.0,7560,20,-0.67,378,378,,0.14999999,-0.6480101,0.045831125,3.7975988388061523
20.0,7580,20,-0.67,379,379,,0.14999999,-1.0476971,0.04583104,3.8067338466644287
20.0,7600,20,-0.67,380,380,,0.14999999,-0.5928865,0.04583107,3.8143553733825684
20.0,7620,20,-0.67,381,381,,0.14999999,-0.80515534,0.045831084,3.824397563934326
20.0,7640,20,-0.67,382,382,,0.14999999,-0.76593214,0.045831133,3.8339579105377197
20.0,7660,20,-0.67,383,383,,0.14999999,-0.101474404,0.04583119,3.8462865352630615
20.0,7680,20,-0.67,384,384,,0.14999999,-0.8025354,0.045831162,3.857179880142212
20.0,7700,20,-0.67,385,385,,0.14999999,-0.4976486,0.045831196,3.8649542331695557
20.0,7720,20,-0.67,386,386,,0.14999999,-0.7872063,0.04583074,3.8757965564727783
20.0,7740,20,-0.67,387,387,,0.14999999,-0.7041085,0.04583079,3.885347843170166
20.0,7760,20,-0.67,388,388,,0.14999999,-0.85857356,0.04583077,3.893252372741699
20.0,7780,20,-0.67,389,389,,0.14999999,-0.64045805,0.045830827,3.901463508605957
20.0,7800,20,-0.67,390,390,,0.14999999,-0.6838004,0.04583084,3.911773681640625
20.0,7820,20,-0.67,391,391,,0.14999999,-0.75622314,0.04583085,3.921022415161133
20.0,7840,20,-0.67,392,392,,0.14999999,-0.661981,0.045830883,3.928748369216919
20.0,7860,20,-0.67,393,393,,0.14999999,-0.71507466,0.04583094,3.9375391006469727
20.0,7880,20,-0.67,394,394,,0.14999999,-0.55181104,0.04583099,3.947726011276245
20.0,7900,20,-0.67,395,395,,0.14999999,-0.5639315,0.045830894,3.9560627937316895
20.0,7920,20,-0.67,396,396,,0.14999999,-0.5637986,0.045830905,3.9669671058654785
20.0,7940,20,-0.67,397,397,,0.14999999,-0.64105946,0.045830905,3.97712779045105
20.0,7960,20,-0.67,398,398,,0.14999999,-0.79428166,0.045830943,3.9875879287719727
20.0,7980,20,-0.67,399,399,,0.14999999,-0.50516474,0.045830768,3.9983670711517334
20.0,8000,20,-0.67,400,400,,0.14999999,-0.48132205,0.045830823,4.010833978652954
20.0,8020,20,-0.67,401,401,,0.14999999,-0.7513411,0.045830827,4.022247552871704
20.0,8040,20,-0.67,402,402,,0.14999999,-0.66738325,0.045830872,4.031151533126831
20.0,8060,20,-0.67,403,403,,0.14999999,-0.58070487,0.04583093,4.0418407917022705
20.0,8080,20,-0.67,404,404,,0.14999999,-0.631634,0.045830954,4.052487134933472
20.0,8100,20,-0.67,405,405,,0.14999999,-0.5922892,0.045831006,4.067148923873901
20.0,8120,20,-0.67,406,406,,0.14999999,-0.74903375,0.04583099,4.076878786087036
20.0,8140,20,-0.67,407,407,,0.14999999,-0.47841156,0.045831047,4.08477520942688
20.0,8160,20,-0.67,408,408,,0.14999999,-0.30052924,0.045831062,4.094416379928589
20.0,8180,20,-0.67,409,409,,0.14999999,-0.66453755,0.045830864,4.104158401489258
20.0,8200,20,-0.67,410,410,,0.14999999,-0.71809757,0.045830835,4.1134936809539795
20.0,8220,20,-0.67,411,411,,0.14999999,-0.44375786,0.04583089,4.125903606414795
20.0,8240,20,-0.67,412,412,,0.14999999,-0.51242715,0.045830876,4.135448217391968
20.0,8260,20,-0.67,413,413,,0.14999999,-0.5961958,0.045830924,4.1430981159210205
20.0,8280,20,-0.67,414,414,,0.14999999,-0.9986068,0.045830917,4.152718544006348
20.0,8300,20,-0.67,415,415,,0.14999999,-0.73779744,0.04583094,4.163763761520386
20.0,8320,20,-0.67,416,416,,0.14999999,-0.66311467,0.04583099,4.172280311584473
20.0,8340,20,-0.67,417,417,,0.14999999,-0.6104689,0.04583102,4.181305408477783
20.0,8360,20,-0.67,418,418,,0.14999999,-0.72948647,0.04583106,4.190908193588257
20.0,8380,20,-0.67,419,419,,0.14999999,-0.81612515,0.04583111,4.19931435585022
20.0,8400,20,-0.67,420,420,,0.14999999,-0.5724504,0.045831136,4.209260940551758
20.0,8420,20,-0.67,421,421,,0.14999999,-0.53677917,0.045831144,4.220541954040527
20.0,8440,20,-0.67,422,422,,0.14999999,-0.60923076,0.04583101,4.22987174987793
20.0,8460,20,-0.67,423,423,,0.14999999,-0.792295,0.045830667,4.239330530166626
20.0,8480,20,-0.67,424,424,,0.14999999,-0.38567704,0.0458307,4.25135064125061
20.0,8500,20,-0.67,425,425,,0.14999999,-0.78901565,0.045830693,4.260492324829102
20.0,8520,20,-0.67,426,426,,0.14999999,-0.6688872,0.04583072,4.271437168121338
20.0,8540,20,-0.67,427,427,,0.14999999,-1.0139596,0.045830756,4.281898736953735
20.0,8560,20,-0.67,428,428,,0.14999999,-0.3406009,0.045830797,4.289739608764648
20.0,8580,20,-0.67,429,429,,0.14999999,-0.56721026,0.045830734,4.298079490661621
20.0,8600,20,-0.67,430,430,,0.14999999,-0.6383981,0.045830704,4.3071441650390625
20.0,8620,20,-0.67,431,431,,0.14999999,-0.70464987,0.045830756,4.319375276565552
20.0,8640,20,-0.67,432,432,,0.14999999,-0.6567657,0.045830797,4.328715085983276
20.0,8660,20,-0.67,433,433,,0.14999999,-0.6695166,0.04583085,4.341755628585815
20.0,8680,20,-0.67,434,434,,0.14999999,-0.6446107,0.04583071,4.349406480789185
20.0,8700,20,-0.67,435,435,,0.14999999,-0.5514073,0.04583072,4.356912851333618
20.0,8720,20,-0.67,436,436,,0.14999999,-0.9283092,0.04583072,4.364458084106445
20.0,8740,20,-0.67,437,437,,0.14999999,-0.8116681,0.045830756,4.37531590461731
20.0,8760,20,-0.67,438,438,,0.14999999,-0.5609446,0.045830768,4.38683557510376
20.0,8780,20,-0.67,439,439,,0.14999999,-0.6485461,0.045830797,4.397169589996338
20.0,8800,20,-0.67,440,440,,0.14999999,-0.5636901,0.04583085,4.405172348022461
20.0,8820,20,-0.67,441,441,,0.14999999,-0.66823626,0.04583088,4.414387941360474
20.0,8840,20,-0.67,442,442,,0.14999999,-0.7889036,0.045830928,4.422267913818359
20.0,8860,20,-0.67,443,443,,0.14999999,-0.49014673,0.04583097,4.4321417808532715
20.0,8880,20,-0.67,444,444,,0.14999999,-0.82450384,0.045831013,4.440290451049805
20.0,8900,20,-0.67,445,445,,0.14999999,-0.8006082,0.04583106,4.44798731803894
20.0,8920,20,-0.67,446,446,,0.14999999,-0.43698993,0.04583108,4.455751180648804
20.0,8940,20,-0.67,447,447,,0.14999999,-0.7834094,0.045831036,4.46695876121521
20.0,8960,20,-0.67,448,448,,0.14999999,-0.7509003,0.045830913,4.4757912158966064
20.0,8980,20,-0.67,449,449,,0.14999999,-0.38940114,0.045830954,4.485211133956909
20.0,9000,20,-0.67,450,450,,0.14999999,-1.0986305,0.045831002,4.4951372146606445
20.0,9020,20,-0.67,451,451,,0.14999999,-0.5780521,0.04583105,4.503342628479004
20.0,9040,20,-0.67,452,452,,0.14999999,-0.9976884,0.045831084,4.510744333267212
20.0,9060,20,-0.67,453,453,,0.14999999,-0.41600642,0.045831136,4.520336866378784
20.0,9080,20,-0.67,454,454,,0.14999999,-0.62318885,0.04583116,4.5285749435424805
20.0,9100,20,-0.67,455,455,,0.14999999,-0.8777693,0.04583112,4.538412094116211
20.0,9120,20,-0.67,456,456,,0.14999999,-0.81749785,0.04583113,4.551069021224976
20.0,9140,20,-0.67,457,457,,0.14999999,-0.62734145,0.04583114,4.559410810470581
20.0,9160,20,-0.67,458,458,,0.14999999,-0.8398976,0.045831088,4.567133903503418
20.0,9180,20,-0.67,459,459,,0.14999999,-0.5586929,0.045831114,4.57659912109375
20.0,9200,20,-0.67,460,460,,0.14999999,-0.7766198,0.045831017,4.586501598358154
20.0,9220,20,-0.67,461,461,,0.14999999,-0.59528905,0.045831,4.594135284423828
20.0,9240,20,-0.67,462,462,,0.14999999,-0.68311626,0.04583102,4.602350234985352
20.0,9260,20,-0.67,463,463,,0.14999999,-0.8347747,0.04583102,4.611380100250244
20.0,9280,20,-0.67,464,464,,0.14999999,-0.9931112,0.04583094,4.619996547698975
20.0,9300,20,-0.67,465,465,,0.14999999,-0.77505654,0.045830853,4.627617359161377
20.0,9320,20,-0.67,466,466,,0.14999999,-0.32145345,0.045830887,4.63733696937561
20.0,9340,20,-0.67,467,467,,0.14999999,-0.5008082,0.04583093,4.646935224533081
20.0,9360,20,-0.67,468,468,,0.14999999,-0.47744596,0.045830898,4.656196117401123
20.0,9380,20,-0.67,469,469,,0.14999999,-0.59817886,0.045830894,4.664024591445923
20.0,9400,20,-0.67,470,470,,0.14999999,-0.5953919,0.045830943,4.67566704750061
20.0,9420,20,-0.67,471,471,,0.14999999,-0.7162474,0.045830972,4.6843016147613525
20.0,9440,20,-0.67,472,472,,0.14999999,-1.0205201,0.045831017,4.69217586517334
20.0,9460,20,-0.67,473,473,,0.14999999,-0.6373084,0.045831054,4.7051780223846436
20.0,9480,20,-0.67,474,474,,0.14999999,-0.575532,0.0458311,4.715009450912476
20.0,9500,20,-0.67,475,475,,0.14999999,-0.57603776,0.04583113,4.722577810287476
20.0,9520,20,-0.67,476,476,,0.14999999,-0.8657413,0.045831144,4.736835718154907
20.0,9540,20,-0.67,477,477,,0.14999999,-0.71476716,0.04583106,4.746966600418091
20.0,9560,20,-0.67,478,478,,0.14999999,-0.45438075,0.0458311,4.756121873855591
20.0,9580,20,-0.67,479,479,,0.14999999,-0.68278426,0.045831144,4.765993356704712
20.0,9600,20,-0.67,480,480,,0.14999999,-0.5326456,0.04583117,4.774870157241821
20.0,9620,20,-0.67,481,481,,0.14999999,-0.5617566,0.0458312,4.783792734146118
20.0,9640,20,-0.67,482,482,,0.14999999,-0.72010416,0.045831133,4.791650772094727
20.0,9660,20,-0.67,483,483,,0.14999999,-0.86758566,0.045831107,4.802590847015381
20.0,9680,20,-0.67,484,484,,0.14999999,-0.79919386,0.045831073,4.8145153522491455
20.0,9700,20,-0.67,485,485,,0.14999999,-0.58009547,0.045831095,4.822483062744141
20.0,9720,20,-0.67,486,486,,0.14999999,-0.9801887,0.045831144,4.832947015762329
20.0,9740,20,-0.67,487,487,,0.14999999,-0.9115916,0.045831043,4.840290546417236
20.0,9760,20,-0.67,488,488,,0.14999999,-0.7963013,0.04583104,4.8494040966033936
20.0,9780,20,-0.67,489,489,,0.14999999,-0.55961996,0.045831077,4.860266923904419
20.0,9800,20,-0.67,490,490,,0.14999999,-0.66639584,0.04583112,4.868006944656372
20.0,9820,20,-0.67,491,491,,0.14999999,-0.5916162,0.045831125,4.875544786453247
20.0,9840,20,-0.67,492,492,,0.14999999,-0.5840314,0.04583113,4.8845531940460205
20.0,9860,20,-0.67,493,493,,0.14999999,-0.70947015,0.045831062,4.893693208694458
20.0,9880,20,-0.67,494,494,,0.14999999,-0.7778599,0.045831107,4.9021501541137695
20.0,9900,20,-0.67,495,495,,0.14999999,-0.59129685,0.045831036,4.910341501235962
20.0,9920,20,-0.67,496,496,,0.14999999,-0.90333474,0.045831066,4.920586347579956
20.0,9940,20,-0.67,497,497,,0.14999999,-0.51660764,0.045831006,4.928088665008545
20.0,9960,20,-0.67,498,498,,0.14999999,-0.6323786,0.045831043,4.937224864959717
20.0,9980,20,-0.67,499,499,,0.14999999,-0.720665,0.04583098,4.944971561431885
20.0,10000,20,-0.67,500,500,,0.14999999,-0.7250982,0.045830954,4.955550193786621
20.0,10020,20,-0.67,501,501,,0.14999999,-0.57429737,0.045830965,4.964821100234985
20.0,10040,20,-0.67,502,502,,0.14999999,-0.60179764,0.04583101,4.9729321002960205
20.0,10060,20,-0.67,503,503,,0.14999999,-0.89791715,0.045831047,4.9827187061309814
20.0,10080,20,-0.67,504,504,,0.14999999,-0.60847425,0.04583093,4.991510629653931
20.0,10100,20,-0.67,505,505,,0.14999999,-0.20107529,0.045830943,5.001239538192749
20.0,10120,20,-0.67,506,506,,0.14999999,-0.8579733,0.0458307,5.011966943740845
20.0,10140,20,-0.67,507,507,,0.14999999,-0.96446973,0.045830697,5.019830703735352
20.0,10160,20,-0.67,508,508,,0.14999999,-0.98232055,0.045830738,5.0271594524383545
20.0,10180,20,-0.67,509,509,,0.14999999,-0.697887,0.04583071,5.03659987449646
20.0,10200,20,-0.67,510,510,,0.14999999,-0.92670476,0.045830734,5.046432256698608
20.0,10220,20,-0.67,511,511,,0.14999999,-0.6395212,0.045830775,5.056013345718384
20.0,10240,20,-0.67,512,512,,0.14999999,-0.47751206,0.04583073,5.064084529876709
20.0,10260,20,-0.67,513,513,,0.14999999,-0.5215754,0.045830764,5.075331449508667
20.0,10280,20,-0.67,514,514,,0.14999999,-0.8587778,0.045830637,5.085350036621094
20.0,10300,20,-0.67,515,515,,0.14999999,-0.659606,0.045830533,5.092725515365601
20.0,10320,20,-0.67,516,516,,0.14999999,-0.5118923,0.04583051,5.105867624282837
20.0,10340,20,-0.67,517,517,,0.14999999,-0.6327954,0.045830496,5.113824367523193
20.0,10360,20,-0.67,518,518,,0.14999999,-0.48372895,0.045830503,5.12150502204895
20.0,10380,20,-0.67,519,519,,0.14999999,-0.53847396,0.04583052,5.134934186935425
20.0,10400,20,-0.67,520,520,,0.14999999,-0.95424306,0.045830566,5.1439924240112305
20.0,10420,20,-0.67,521,521,,0.14999999,-0.60969484,0.045830484,5.152525901794434
20.0,10440,20,-0.67,522,522,,0.14999999,-0.6336814,0.04583049,5.1639404296875
20.0,10460,20,-0.67,523,523,,0.14999999,-0.44063687,0.04583045,5.17438268661499
20.0,10480,20,-0.67,524,524,,0.14999999,-0.6199554,0.045830492,5.183320999145508
20.0,10500,20,-0.67,525,525,,0.14999999,-0.7387882,0.045830525,5.191592454910278
20.0,10520,20,-0.67,526,526,,0.14999999,-0.8106687,0.04583057,5.203035116195679
20.0,10540,20,-0.67,527,527,,0.14999999,-0.7622674,0.045830555,5.212538957595825
20.0,10560,20,-0.67,528,528,,0.14999999,-0.48687336,0.0458306,5.2198708057403564
20.0,10580,20,-0.67,529,529,,0.14999999,-0.7243857,0.045830637,5.228652000427246
20.0,10600,20,-0.67,530,530,,0.14999999,-0.78960645,0.04583068,5.237972974777222
20.0,10620,20,-0.67,531,531,,0.14999999,-0.6985463,0.045830633,5.247022390365601
20.0,10640,20,-0.67,532,532,,0.14999999,-0.72344536,0.045830674,5.25769305229187
20.0,10660,20,-0.67,533,533,,0.14999999,-0.64804524,0.045830704,5.265642404556274
20.0,10680,20,-0.67,534,534,,0.14999999,-0.54491705,0.045830745,5.273248195648193
20.0,10700,20,-0.67,535,535,,0.14999999,-0.5645026,0.045830756,5.283414840698242
20.0,10720,20,-0.67,536,536,,0.14999999,-0.7054008,0.045830727,5.293304681777954
20.0,10740,20,-0.67,537,537,,0.14999999,-0.69776016,0.0458307,5.3012919425964355
20.0,10760,20,-0.67,538,538,,0.14999999,-0.5320408,0.045830745,5.31017279624939
20.0,10780,20,-0.67,539,539,,0.14999999,-0.7363562,0.04583077,5.320228338241577
20.0,10800,20,-0.67,540,540,,0.14999999,-0.35784766,0.045830812,5.336332321166992
20.0,10820,20,-0.67,541,541,,0.14999999,-0.749403,0.045830823,5.348646402359009
20.0,10840,20,-0.67,542,542,,0.14999999,-0.70832366,0.045830864,5.357447385787964
20.0,10860,20,-0.67,543,543,,0.14999999,-0.426646,0.04583091,5.366922855377197
20.0,10880,20,-0.67,544,544,,0.14999999,-0.7458588,0.045830943,5.378176689147949
20.0,10900,20,-0.67,545,545,,0.14999999,-0.40803844,0.045830976,5.387684345245361
20.0,10920,20,-0.67,546,546,,0.14999999,-0.5566421,0.045830987,5.40162205696106
20.0,10940,20,-0.67,547,547,,0.14999999,-0.39648384,0.04583103,5.418970823287964
20.0,10960,20,-0.67,548,548,,0.14999999,-0.64622396,0.045831062,5.427913665771484
20.0,10980,20,-0.67,549,549,,0.14999999,-0.53033423,0.04583108,5.438404321670532
20.0,11000,20,-0.67,550,550,,0.14999999,-0.8170016,0.045831103,5.455844163894653
20.0,11020,20,-0.67,551,551,,0.14999999,-0.8980777,0.045831136,5.472384929656982
20.0,11040,20,-0.67,552,552,,0.14999999,-0.7456179,0.045831162,5.4840779304504395
20.0,11060,20,-0.67,553,553,,0.14999999,-0.5854667,0.045831077,5.493396043777466
20.0,11080,20,-0.67,554,554,,0.14999999,-0.6301729,0.04583108,5.5057148933410645
20.0,11100,20,-0.67,555,555,,0.14999999,-0.5875647,0.045831047,5.517624378204346
20.0,11120,20,-0.67,556,556,,0.14999999,-0.4407693,0.045831062,5.528639554977417
20.0,11140,20,-0.67,557,557,,0.14999999,-0.55471116,0.045831066,5.541464328765869
20.0,11160,20,-0.67,558,558,,0.14999999,-0.49635857,0.045831095,5.552098512649536
20.0,11180,20,-0.67,559,559,,0.14999999,-0.7522558,0.045831095,5.568940877914429
20.0,11200,20,-0.67,560,560,,0.14999999,-0.58840215,0.045831114,5.581470489501953
20.0,11220,20,-0.67,561,561,,0.14999999,-0.3508734,0.045831155,5.595163345336914
20.0,11240,20,-0.67,562,562,,0.14999999,-0.50597155,0.04583114,5.60967230796814
20.0,11260,20,-0.67,563,563,,0.14999999,-0.5204493,0.045831144,5.618658065795898
20.0,11280,20,-0.67,564,564,,0.14999999,-0.20837474,0.04583118,5.638967037200928
20.0,11300,20,-0.67,565,565,,0.14999999,-0.70187426,0.045831215,5.64788556098938
20.0,11320,20,-0.67,566,566,,0.14999999,-0.5227003,0.045831192,5.658206462860107
20.0,11340,20,-0.67,567,567,,0.14999999,-0.90047204,0.045831222,5.667028188705444
20.0,11360,20,-0.67,568,568,,0.14999999,-0.60547495,0.045831207,5.6759538650512695
20.0,11380,20,-0.67,569,569,,0.14999999,-0.66015023,0.045831226,5.689967155456543
20.0,11400,20,-0.67,570,570,,0.14999999,-0.83954704,0.04583123,5.704641580581665
20.0,11420,20,-0.67,571,571,,0.14999999,-0.58748645,0.04583121,5.722132682800293
20.0,11440,20,-0.67,572,572,,0.14999999,-0.8195691,0.045831252,5.7338597774505615
20.0,11460,20,-0.67,573,573,,0.14999999,-0.70501006,0.045831252,5.748090028762817
20.0,11480,20,-0.67,574,574,,0.14999999,-0.7303278,0.04583129,5.757397413253784
20.0,11500,20,-0.67,575,575,,0.14999999,-0.1397425,0.0458313,5.771798610687256
20.0,11520,20,-0.67,576,576,,0.14999999,-0.5684713,0.045831338,5.784235715866089
20.0,11540,20,-0.67,577,577,,0.14999999,-0.21118134,0.04583137,5.799563884735107
20.0,11560,20,-0.67,578,578,,0.14999999,-0.73770005,0.045831405,5.811184644699097
20.0,11580,20,-0.67,579,579,,0.14999999,-0.69981736,0.045831442,5.822275400161743
20.0,11600,20,-0.67,580,580,,0.14999999,-1.0199653,0.045831416,5.832384347915649
20.0,11620,20,-0.67,581,581,,0.14999999,-0.6879613,0.04583117,5.846302270889282
20.0,11640,20,-0.67,582,582,,0.14999999,-0.69573885,0.045831177,5.856828212738037
20.0,11660,20,-0.67,583,583,,0.14999999,-0.6745637,0.0458311,5.868696451187134
20.0,11680,20,-0.67,584,584,,0.14999999,-0.5608459,0.045831136,5.881338119506836
20.0,11700,20,-0.67,585,585,,0.14999999,-0.8162951,0.04583109,5.897291421890259
20.0,11720,20,-0.67,586,586,,0.14999999,-0.51730406,0.045831084,5.914667367935181
20.0,11740,20,-0.67,587,587,,0.14999999,-0.76069725,0.045831125,5.9347615242004395
20.0,11760,20,-0.67,588,588,,0.14999999,-0.514504,0.045831162,5.948756217956543
20.0,11780,20,-0.67,589,589,,0.14999999,-0.76312435,0.04583115,5.96405291557312
20.0,11800,20,-0.67,590,590,,0.14999999,-0.5113861,0.045831174,5.977454423904419
20.0,11820,20,-0.67,591,591,,0.14999999,-0.73792285,0.04583121,5.993200302124023
20.0,11840,20,-0.67,592,592,,0.14999999,-0.8642782,0.045831144,6.005643606185913
20.0,11860,20,-0.67,593,593,,0.14999999,-0.8457054,0.045831185,6.0199315547943115
20.0,11880,20,-0.67,594,594,,0.14999999,-0.576623,0.045831192,6.034377813339233
20.0,11900,20,-0.67,595,595,,0.14999999,-0.73413515,0.045831196,6.049561262130737
20.0,11920,20,-0.67,596,596,,0.14999999,-0.6314771,0.045831237,6.072691440582275
20.0,11940,20,-0.67,597,597,,0.14999999,-0.48884994,0.045831166,6.0977396965026855
