InvPendulum_std0_higher,ActionIn1,ReturnMean,InvPendulum_mu3_higher,NumTrainableParams,TimestepsSoFar,InvPendulum_mu2_higher,InvPendulum_std3_higher,InvPendulum_std1_higher,NumTrajectories,InvPendulum_std2_higher,AvgEpLen,InvPendulum_mu0_higher,InvPendulum_mu1_higher,Iteration,TimeElapsed,MinEpLen
0.01,-0.40277594,-15.510587,-0.10712334,,60881,0.0034825685,0.01,0.01,166,0.01,366.7530120481928,-0.18568558,-0.11102458,166,32.087936878204346,68
0.01,-0.38267678,-15.811594,-0.10712334,,61051,0.0034825685,0.01,0.01,167,0.01,365.5748502994012,-0.18568558,-0.11102458,167,32.181544065475464,68
0.01,-0.38631833,-16.031546,-0.10712334,,61551,0.0034825685,0.01,0.01,168,0.01,366.375,-0.18568558,-0.11102458,168,32.43959856033325,68
0.01,-0.4156616,-15.897513,-0.10712334,,62051,0.0034825685,0.01,0.01,169,0.01,367.1656804733728,-0.18568558,-0.11102458,169,32.70206689834595,68
0.01,-0.40751624,-16.343979,-0.10712334,,62223,0.0034825685,0.01,0.01,170,0.01,366.0176470588235,-0.18568558,-0.11102458,170,32.79368233680725,68
0.01,-0.40344658,-15.804882,-0.10712334,,62723,0.0034825685,0.01,0.01,171,0.01,366.80116959064327,-0.18568558,-0.11102458,171,33.05162811279297,68
0.01,-0.40692008,-15.322033,-0.10712334,,63223,0.0034825685,0.01,0.01,172,0.01,367.5755813953488,-0.18568558,-0.11102458,172,33.31610608100891,68
0.01,-0.447159,-15.768343,-0.10712334,,63298,0.0034825685,0.01,0.01,173,0.01,365.88439306358384,-0.18568558,-0.11102458,173,33.360063314437866,68
0.01,-0.3766814,-16.179008,-0.10712334,,63452,0.0034825685,0.01,0.01,174,0.01,364.6666666666667,-0.18568558,-0.11102458,174,33.441847801208496,68
0.01,-0.4091424,-16.07407,-0.10712334,,63952,0.0034825685,0.01,0.01,175,0.01,365.44,-0.18568558,-0.11102458,175,33.69986319541931,68
0.01,-0.4196087,-15.708679,-0.10712334,,64452,0.0034825685,0.01,0.01,176,0.01,366.20454545454544,-0.18568558,-0.11102458,176,33.96066474914551,68
0.01,-0.37494305,-15.623933,-0.10712334,,64952,0.0034825685,0.01,0.01,177,0.01,366.96045197740114,-0.18568558,-0.11102458,177,34.217878341674805,68
0.01,-0.40107226,-15.67123,-0.10712334,,65452,0.0034825685,0.01,0.01,178,0.01,367.70786516853934,-0.18568558,-0.11102458,178,34.475870847702026,68
0.01,-0.378522,-15.724064,-0.10712334,,65952,0.0034825685,0.01,0.01,179,0.01,368.44692737430165,-0.18568558,-0.11102458,179,34.733707427978516,68
0.01,-0.4323341,-16.133919,-0.10712334,,66126,0.0034825685,0.01,0.01,180,0.01,367.3666666666667,-0.18568558,-0.11102458,180,34.828125953674316,68
0.01,-0.38664824,-16.441359,-0.10712334,,66459,0.0034825685,0.01,0.01,181,0.01,367.1767955801105,-0.18568558,-0.11102458,181,35.012271881103516,68
0.01,-0.3852225,-17.050621,-0.10712334,,66588,0.0034825685,0.01,0.01,182,0.01,365.86813186813185,-0.18568558,-0.11102458,182,35.08359885215759,68
0.01,-0.4084034,-17.094347,-0.10712334,,67088,0.0034825685,0.01,0.01,183,0.01,366.60109289617486,-0.18568558,-0.11102458,183,35.342559576034546,68
0.01,-0.40283573,-17.023731,-0.10712334,,67588,0.0034825685,0.01,0.01,184,0.01,367.32608695652175,-0.18568558,-0.11102458,184,35.64554309844971,68
0.01,-0.40372664,-16.749317,-0.10712334,,68088,0.0034825685,0.01,0.01,185,0.01,368.04324324324324,-0.18568558,-0.11102458,185,35.94546818733215,68
0.01,-0.41987866,-17.144287,-0.10712334,,68224,0.0034825685,0.01,0.01,186,0.01,366.7956989247312,-0.18568558,-0.11102458,186,36.026307582855225,68
0.01,-0.38384265,-17.703375,-0.10712334,,68376,0.0034825685,0.01,0.01,187,0.01,365.6470588235294,-0.18568558,-0.11102458,187,36.11936640739441,68
0.01,-0.4051227,-18.002724,-0.10712334,,68632,0.0034825685,0.01,0.01,188,0.01,365.06382978723406,-0.18568558,-0.11102458,188,36.26787233352661,68
0.01,-0.4171702,-17.631014,-0.10712334,,69132,0.0034825685,0.01,0.01,189,0.01,365.77777777777777,-0.18568558,-0.11102458,189,36.528223276138306,68
0.01,-0.40555644,-17.280388,-0.10712334,,69632,0.0034825685,0.01,0.01,190,0.01,366.4842105263158,-0.18568558,-0.11102458,190,36.78548574447632,68
0.01,-0.4190118,-17.643244,-0.10712334,,69803,0.0034825685,0.01,0.01,191,0.01,365.4607329842932,-0.18568558,-0.11102458,191,36.87715768814087,68
0.01,-0.3896283,-17.87686,-0.10712334,,70237,0.0034825685,0.01,0.01,192,0.01,365.8177083333333,-0.18568558,-0.11102458,192,37.10309338569641,68
0.01,-0.3708415,-17.635578,-0.10712334,,70737,0.0034825685,0.01,0.01,193,0.01,366.51295336787564,-0.18568558,-0.11102458,193,37.35985088348389,68
0.01,-0.42117745,-17.471529,-0.10712334,,71237,0.0034825685,0.01,0.01,194,0.01,367.20103092783506,-0.18568558,-0.11102458,194,37.62493658065796,68
0.01,-0.3767343,-17.824736,-0.10712334,,71374,0.0034825685,0.01,0.01,195,0.01,366.0205128205128,-0.18568558,-0.11102458,195,37.70132255554199,68
0.01,-0.36734658,-18.133848,-0.10712334,,71602,0.0034825685,0.01,0.01,196,0.01,365.31632653061223,-0.18568558,-0.11102458,196,37.82328534126282,68
0.01,-0.4216131,-18.207521,-0.10712334,,72102,0.0034825685,0.01,0.01,197,0.01,366.0,-0.18568558,-0.11102458,197,38.08581614494324,68
0.01,-0.40449977,-18.019602,-0.10712334,,72602,0.0034825685,0.01,0.01,198,0.01,366.67676767676767,-0.18568558,-0.11102458,198,38.343945026397705,68
0.01,-0.40648466,-18.404915,-0.10712334,,72697,0.0034825685,0.01,0.01,199,0.01,365.3115577889447,-0.18568558,-0.11102458,199,38.39685845375061,68
0.01,-0.38740447,-18.579027,-0.10712334,,72976,0.0034825685,0.01,0.01,200,0.01,364.88,-0.18568558,-0.11102458,200,38.54076337814331,68
0.01,-0.4022736,-18.0417,-0.10712334,,73476,0.0034825685,0.01,0.01,201,0.01,365.55223880597015,-0.18568558,-0.11102458,201,38.80314826965332,68
0.01,-0.39924556,-18.538889,-0.10712334,,73616,0.0034825685,0.01,0.01,202,0.01,364.43564356435644,-0.18568558,-0.11102458,202,38.879682540893555,68
0.01,-0.3996846,-18.854326,-0.10712334,,73723,0.0034825685,0.01,0.01,203,0.01,363.16748768472905,-0.18568558,-0.11102458,203,38.94012451171875,68
0.01,-0.36534923,-19.17583,-0.10712334,,73927,0.0034825685,0.01,0.01,204,0.01,362.3872549019608,-0.18568558,-0.11102458,204,39.04787039756775,68
0.01,-0.40925264,-19.007662,-0.10712334,,74427,0.0034825685,0.01,0.01,205,0.01,363.05853658536586,-0.18568558,-0.11102458,205,39.30686569213867,68
0.01,-0.41598135,-18.525118,-0.10712334,,74927,0.0034825685,0.01,0.01,206,0.01,363.72330097087377,-0.18568558,-0.11102458,206,39.562763690948486,68
0.01,-0.408069,-18.824665,-0.10712334,,75186,0.0034825685,0.01,0.01,207,0.01,363.2173913043478,-0.18568558,-0.11102458,207,39.70025062561035,68
0.01,-0.3932018,-18.996962,-0.10712334,,75425,0.0034825685,0.01,0.01,208,0.01,362.6201923076923,-0.18568558,-0.11102458,208,39.8284273147583,68
0.01,-0.37826014,-18.817194,-0.10712334,,75925,0.0034825685,0.01,0.01,209,0.01,363.2775119617225,-0.18568558,-0.11102458,209,40.086743116378784,68
0.01,-0.3998944,-19.191525,-0.10712334,,76029,0.0034825685,0.01,0.01,210,0.01,362.04285714285714,-0.18568558,-0.11102458,210,40.14546513557434,68
0.01,-0.38513803,-19.608356,-0.10712334,,76219,0.0034825685,0.01,0.01,211,0.01,361.22748815165875,-0.18568558,-0.11102458,211,40.24548578262329,68
0.01,-0.44145262,-19.850605,-0.10712334,,76522,0.0034825685,0.01,0.01,212,0.01,360.95283018867923,-0.18568558,-0.11102458,212,40.40465807914734,68
0.01,-0.34300464,-19.460188,-0.10712334,,77022,0.0034825685,0.01,0.01,213,0.01,361.6056338028169,-0.18568558,-0.11102458,213,40.66398882865906,68
0.01,-0.4342838,-19.628231,-0.10712334,,77522,0.0034825685,0.01,0.01,214,0.01,362.25233644859816,-0.18568558,-0.11102458,214,40.92256712913513,68
0.01,-0.38105974,-19.323914,-0.10712334,,78022,0.0034825685,0.01,0.01,215,0.01,362.89302325581394,-0.18568558,-0.11102458,215,41.179959297180176,68
0.01,-0.41852993,-19.432707,-0.10712334,,78522,0.0034825685,0.01,0.01,216,0.01,363.52777777777777,-0.18568558,-0.11102458,216,41.434730052948,68
0.01,-0.38524008,-19.77683,-0.10712334,,78627,0.0034825685,0.01,0.01,217,0.01,362.33640552995394,-0.18568558,-0.11102458,217,41.50085639953613,68
0.01,-0.42851442,-19.582386,-0.10712334,,79127,0.0034825685,0.01,0.01,218,0.01,362.9678899082569,-0.18568558,-0.11102458,218,41.759850025177,68
0.01,-0.42337102,-19.922745,-0.10712334,,79201,0.0034825685,0.01,0.01,219,0.01,361.648401826484,-0.18568558,-0.11102458,219,41.80345439910889,68
0.01,-0.43363437,-19.557632,-0.10712334,,79701,0.0034825685,0.01,0.01,220,0.01,362.2772727272727,-0.18568558,-0.11102458,220,42.058791637420654,68
0.01,-0.40752873,-19.794537,-0.10712334,,79957,0.0034825685,0.01,0.01,221,0.01,361.79638009049773,-0.18568558,-0.11102458,221,42.194618701934814,68
0.01,-0.41573784,-20.143702,-0.10712334,,80095,0.0034825685,0.01,0.01,222,0.01,360.7882882882883,-0.18568558,-0.11102458,222,42.269097089767456,68
0.01,-0.42222157,-20.380558,-0.10712334,,80316,0.0034825685,0.01,0.01,223,0.01,360.1614349775785,-0.18568558,-0.11102458,223,42.38584017753601,68
0.01,-0.4148059,-20.561125,-0.10712334,,80641,0.0034825685,0.01,0.01,224,0.01,360.0044642857143,-0.18568558,-0.11102458,224,42.56188678741455,68
0.01,-0.43523598,-20.129318,-0.10712334,,81141,0.0034825685,0.01,0.01,225,0.01,360.62666666666667,-0.18568558,-0.11102458,225,42.82390594482422,68
0.01,-0.38299394,-20.407318,-0.10712334,,81315,0.0034825685,0.01,0.01,226,0.01,359.8008849557522,-0.18568558,-0.11102458,226,42.919269323349,68
0.01,-0.40245408,-20.236374,-0.10712334,,81815,0.0034825685,0.01,0.01,227,0.01,360.4185022026432,-0.18568558,-0.11102458,227,43.17577052116394,68
0.01,-0.40018016,-20.382607,-0.10712334,,82315,0.0034825685,0.01,0.01,228,0.01,361.030701754386,-0.18568558,-0.11102458,228,43.434754371643066,68
0.01,-0.3735057,-19.85582,-0.10712334,,82815,0.0034825685,0.01,0.01,229,0.01,361.6375545851528,-0.18568558,-0.11102458,229,43.693376541137695,68
0.01,-0.4030339,-19.830563,-0.10712334,,83315,0.0034825685,0.01,0.01,230,0.01,362.2391304347826,-0.18568558,-0.11102458,230,43.95123839378357,68
0.01,-0.41427654,-20.112814,-0.10712334,,83500,0.0034825685,0.01,0.01,231,0.01,361.4718614718615,-0.18568558,-0.11102458,231,44.051626443862915,68
0.01,-0.42223364,-19.750317,-0.10712334,,84000,0.0034825685,0.01,0.01,232,0.01,362.0689655172414,-0.18568558,-0.11102458,232,44.30928039550781,68
0.01,-0.3925231,-20.041376,-0.10712334,,84191,0.0034825685,0.01,0.01,233,0.01,361.3347639484979,-0.18568558,-0.11102458,233,44.415278673172,68
0.01,-0.40048817,-19.831161,-0.10712334,,84691,0.0034825685,0.01,0.01,234,0.01,361.9273504273504,-0.18568558,-0.11102458,234,44.673744678497314,68
0.01,-0.38298357,-19.994865,-0.10712334,,84916,0.0034825685,0.01,0.01,235,0.01,361.34468085106386,-0.18568558,-0.11102458,235,44.79287314414978,68
0.01,-0.40187994,-19.594036,-0.10712334,,85416,0.0034825685,0.01,0.01,236,0.01,361.93220338983053,-0.18568558,-0.11102458,236,45.05114507675171,68
0.01,-0.39181808,-19.95403,-0.10712334,,85607,0.0034825685,0.01,0.01,237,0.01,361.210970464135,-0.18568558,-0.11102458,237,45.15371036529541,68
0.01,-0.37012523,-19.867048,-0.10712334,,86107,0.0034825685,0.01,0.01,238,0.01,361.79411764705884,-0.18568558,-0.11102458,238,45.41548776626587,68
0.01,-0.41317976,-19.482746,-0.10712334,,86607,0.0034825685,0.01,0.01,239,0.01,362.3723849372385,-0.18568558,-0.11102458,239,45.701685190200806,68
0.01,-0.41105554,-19.800419,-0.10712334,,86784,0.0034825685,0.01,0.01,240,0.01,361.6,-0.18568558,-0.11102458,240,45.80351209640503,68
0.01,-0.4263243,-19.989614,-0.10712334,,86946,0.0034825685,0.01,0.01,241,0.01,360.7717842323651,-0.18568558,-0.11102458,241,45.89233922958374,68
0.01,-0.45867234,-20.108372,-0.10712334,,87266,0.0034825685,0.01,0.01,242,0.01,360.60330578512395,-0.18568558,-0.11102458,242,46.064836263656616,68
0.01,-0.42376143,-20.42882,-0.10712334,,87334,0.0034825685,0.01,0.01,243,0.01,359.3991769547325,-0.18568558,-0.11102458,243,46.1057014465332,68
0.01,-0.4066385,-20.134245,-0.10712334,,87834,0.0034825685,0.01,0.01,244,0.01,359.9754098360656,-0.18568558,-0.11102458,244,46.387471437454224,68
0.01,-0.40283257,-19.798912,-0.10712334,,88334,0.0034825685,0.01,0.01,245,0.01,360.5469387755102,-0.18568558,-0.11102458,245,46.65434384346008,68
0.01,-0.4305867,-20.043116,-0.10712334,,88532,0.0034825685,0.01,0.01,246,0.01,359.8861788617886,-0.18568558,-0.11102458,246,46.760355710983276,68
0.01,-0.3740731,-20.331772,-0.10712334,,88739,0.0034825685,0.01,0.01,247,0.01,359.26720647773277,-0.18568558,-0.11102458,247,46.87179374694824,68
0.01,-0.38546392,-20.497173,-0.10712334,,89239,0.0034825685,0.01,0.01,248,0.01,359.8346774193548,-0.18568558,-0.11102458,248,47.12839651107788,68
0.01,-0.40360793,-20.818516,-0.10712334,,89378,0.0034825685,0.01,0.01,249,0.01,358.9477911646586,-0.18568558,-0.11102458,249,47.205021142959595,68
0.01,-0.4058054,-20.445246,-0.10712334,,89878,0.0034825685,0.01,0.01,250,0.01,359.512,-0.18568558,-0.11102458,250,47.46283006668091,68
0.01,-0.42760473,-20.089575,-0.10712334,,90378,0.0034825685,0.01,0.01,251,0.01,360.0717131474104,-0.18568558,-0.11102458,251,47.72194194793701,68
0.01,-0.41051847,-20.194899,-0.10712334,,90643,0.0034825685,0.01,0.01,252,0.01,359.69444444444446,-0.18568558,-0.11102458,252,47.86031937599182,68
0.01,-0.3738382,-20.390232,-0.10712334,,90808,0.0034825685,0.01,0.01,253,0.01,358.92490118577075,-0.18568558,-0.11102458,253,47.94984030723572,68
0.01,-0.4312886,-20.124023,-0.10712334,,91308,0.0034825685,0.01,0.01,254,0.01,359.4803149606299,-0.18568558,-0.11102458,254,48.20723915100098,68
0.01,-0.3990845,-19.737526,-0.10712334,,91808,0.0034825685,0.01,0.01,255,0.01,360.03137254901964,-0.18568558,-0.11102458,255,48.464545488357544,68
0.01,-0.3774044,-19.861755,-0.10712334,,92257,0.0034825685,0.01,0.01,256,0.01,360.37890625,-0.18568558,-0.11102458,256,48.69734859466553,68
0.01,-0.3733117,-19.933693,-0.10712334,,92757,0.0034825685,0.01,0.01,257,0.01,360.92217898832683,-0.18568558,-0.11102458,257,48.957550287246704,68
0.01,-0.42446887,-19.659975,-0.10712334,,93257,0.0034825685,0.01,0.01,258,0.01,361.4612403100775,-0.18568558,-0.11102458,258,49.21510410308838,68
0.01,-0.39565277,-19.6157,-0.10712334,,93670,0.0034825685,0.01,0.01,259,0.01,361.66023166023166,-0.18568558,-0.11102458,259,49.428691387176514,68
0.01,-0.39017144,-19.582464,-0.10712334,,94124,0.0034825685,0.01,0.01,260,0.01,362.0153846153846,-0.18568558,-0.11102458,260,49.67971730232239,68
0.01,-0.43400872,-19.63265,-0.10712334,,94624,0.0034825685,0.01,0.01,261,0.01,362.544061302682,-0.18568558,-0.11102458,261,49.93921232223511,68
0.01,-0.4085382,-20.014011,-0.10712334,,94719,0.0034825685,0.01,0.01,262,0.01,361.5229007633588,-0.18568558,-0.11102458,262,49.9934663772583,68
0.01,-0.4172447,-20.2803,-0.10712334,,94815,0.0034825685,0.01,0.01,263,0.01,360.51330798479086,-0.18568558,-0.11102458,263,50.050740480422974,68
0.01,-0.41725093,-20.417173,-0.10712334,,95082,0.0034825685,0.01,0.01,264,0.01,360.15909090909093,-0.18568558,-0.11102458,264,50.19155144691467,68
0.01,-0.39968657,-20.432478,-0.10712334,,95458,0.0034825685,0.01,0.01,265,0.01,360.2188679245283,-0.18568558,-0.11102458,265,50.38674330711365,68
0.01,-0.4203871,-20.598827,-0.10712334,,95716,0.0034825685,0.01,0.01,266,0.01,359.83458646616543,-0.18568558,-0.11102458,266,50.52366328239441,68
0.01,-0.360284,-20.824808,-0.10712334,,95905,0.0034825685,0.01,0.01,267,0.01,359.1947565543071,-0.18568558,-0.11102458,267,50.625388860702515,68
0.01,-0.36860567,-20.942,-0.10712334,,96078,0.0034825685,0.01,0.01,268,0.01,358.5,-0.18568558,-0.11102458,268,50.718066930770874,68
0.01,-0.41343248,-20.667141,-0.10712334,,96578,0.0034825685,0.01,0.01,269,0.01,359.02602230483274,-0.18568558,-0.11102458,269,50.97540044784546,68
0.01,-0.4316669,-20.493956,-0.10712334,,97078,0.0034825685,0.01,0.01,270,0.01,359.54814814814813,-0.18568558,-0.11102458,270,51.232688188552856,68
0.01,-0.36002904,-20.760931,-0.10712334,,97256,0.0034825685,0.01,0.01,271,0.01,358.8782287822878,-0.18568558,-0.11102458,271,51.32830739021301,68
0.01,-0.3998343,-20.611105,-0.10712334,,97756,0.0034825685,0.01,0.01,272,0.01,359.3970588235294,-0.18568558,-0.11102458,272,51.584614276885986,68
0.01,-0.37714785,-20.361683,-0.10712334,,98256,0.0034825685,0.01,0.01,273,0.01,359.9120879120879,-0.18568558,-0.11102458,273,51.84702396392822,68
0.01,-0.44187158,-20.633371,-0.10712334,,98557,0.0034825685,0.01,0.01,274,0.01,359.6970802919708,-0.18568558,-0.11102458,274,52.00590229034424,68
0.01,-0.39397067,-20.97632,-0.10712334,,98753,0.0034825685,0.01,0.01,275,0.01,359.1018181818182,-0.18568558,-0.11102458,275,52.111769676208496,68
0.01,-0.3982755,-20.785252,-0.10712334,,99253,0.0034825685,0.01,0.01,276,0.01,359.6123188405797,-0.18568558,-0.11102458,276,52.369818687438965,68
0.01,-0.41265917,-21.016174,-0.10712334,,99447,0.0034825685,0.01,0.01,277,0.01,359.014440433213,-0.18568558,-0.11102458,277,52.47334814071655,68
0.01,-0.39538577,-21.202654,-0.10712334,,99622,0.0034825685,0.01,0.01,278,0.01,358.3525179856115,-0.18568558,-0.11102458,278,52.56849026679993,68
0.01,-0.3952851,-21.253178,-0.10712334,,100122,0.0034825685,0.01,0.01,279,0.01,358.86021505376345,-0.18568558,-0.11102458,279,52.8246967792511,68
0.01,-0.3694017,-21.330914,-0.10712334,,100526,0.0034825685,0.01,0.01,280,0.01,359.02142857142854,-0.18568558,-0.11102458,280,53.0347957611084,68
0.01,-0.3968974,-21.01346,-0.10712334,,101026,0.0034825685,0.01,0.01,281,0.01,359.52313167259786,-0.18568558,-0.11102458,281,53.29183912277222,68
0.01,-0.40611672,-21.171637,-0.10712334,,101306,0.0034825685,0.01,0.01,282,0.01,359.2411347517731,-0.18568558,-0.11102458,282,53.437766313552856,68
0.01,-0.3931524,-20.768665,-0.10712334,,101806,0.0034825685,0.01,0.01,283,0.01,359.73851590106005,-0.18568558,-0.11102458,283,53.69635510444641,68
0.01,-0.36268872,-20.914574,-0.10712334,,102306,0.0034825685,0.01,0.01,284,0.01,360.2323943661972,-0.18568558,-0.11102458,284,53.95594787597656,68
0.01,-0.40158913,-21.126146,-0.10712334,,102806,0.0034825685,0.01,0.01,285,0.01,360.72280701754386,-0.18568558,-0.11102458,285,54.21287417411804,68
0.01,-0.43651468,-20.813744,-0.10712334,,103306,0.0034825685,0.01,0.01,286,0.01,361.2097902097902,-0.18568558,-0.11102458,286,54.47051405906677,68
0.01,-0.38557556,-20.448542,-0.10712334,,103806,0.0034825685,0.01,0.01,287,0.01,361.69337979094075,-0.18568558,-0.11102458,287,54.73206329345703,68
0.01,-0.36312258,-20.509577,-0.10712334,,104187,0.0034825685,0.01,0.01,288,0.01,361.7604166666667,-0.18568558,-0.11102458,288,54.92834281921387,68
0.01,-0.38327914,-20.772877,-0.10712334,,104379,0.0034825685,0.01,0.01,289,0.01,361.1730103806228,-0.18568558,-0.11102458,289,55.03099822998047,68
0.01,-0.4258438,-20.61103,-0.10712334,,104879,0.0034825685,0.01,0.01,290,0.01,361.651724137931,-0.18568558,-0.11102458,290,55.285279273986816,68
0.01,-0.40765452,-20.288567,-0.10712334,,105379,0.0034825685,0.01,0.01,291,0.01,362.12714776632305,-0.18568558,-0.11102458,291,55.54397106170654,68
0.01,-0.40181094,-20.040066,-0.10712334,,105879,0.0034825685,0.01,0.01,292,0.01,362.5993150684931,-0.18568558,-0.11102458,292,55.79987931251526,68
0.01,-0.41873837,-19.697832,-0.10712334,,106379,0.0034825685,0.01,0.01,293,0.01,363.06825938566556,-0.18568558,-0.11102458,293,56.0563600063324,68
0.01,-0.38515726,-19.462103,-0.10712334,,106879,0.0034825685,0.01,0.01,294,0.01,363.53401360544217,-0.18568558,-0.11102458,294,56.315778732299805,68
0.01,-0.4211042,-19.268738,-0.10712334,,107379,0.0034825685,0.01,0.01,295,0.01,363.99661016949153,-0.18568558,-0.11102458,295,56.57260799407959,68
0.01,-0.4488848,-19.589949,-0.10712334,,107650,0.0034825685,0.01,0.01,296,0.01,363.68243243243245,-0.18568558,-0.11102458,296,56.71506428718567,68
0.01,-0.4144241,-19.84285,-0.10712334,,107721,0.0034825685,0.01,0.01,297,0.01,362.6969696969697,-0.18568558,-0.11102458,297,56.76360750198364,68
0.01,-0.37444058,-19.588316,-0.10712334,,108221,0.0034825685,0.01,0.01,298,0.01,363.1577181208054,-0.18568558,-0.11102458,298,57.04605007171631,68
0.01,-0.43539008,-19.241116,-0.10712334,,108721,0.0034825685,0.01,0.01,299,0.01,363.61538461538464,-0.18568558,-0.11102458,299,57.3305561542511,68
0.01,-0.4096332,-19.295038,-0.10712334,,108998,0.0034825685,0.01,0.01,300,0.01,363.32666666666665,-0.18568558,-0.11102458,300,57.49025082588196,68
0.01,-0.40192214,-19.41562,-0.10712334,,109251,0.0034825685,0.01,0.01,301,0.01,362.96013289036546,-0.18568558,-0.11102458,301,57.63830280303955,68
0.01,-0.3701489,-19.397312,-0.10712334,,109751,0.0034825685,0.01,0.01,302,0.01,363.4139072847682,-0.18568558,-0.11102458,302,57.89505910873413,68
0.01,-0.38832617,-19.315758,-0.10712334,,110251,0.0034825685,0.01,0.01,303,0.01,363.8646864686469,-0.18568558,-0.11102458,303,58.153897762298584,68
0.01,-0.35086018,-19.138813,-0.10712334,,110751,0.0034825685,0.01,0.01,304,0.01,364.3125,-0.18568558,-0.11102458,304,58.413883447647095,68
0.01,-0.40310043,-19.221,-0.10712334,,111251,0.0034825685,0.01,0.01,305,0.01,364.7573770491803,-0.18568558,-0.11102458,305,58.67457056045532,68
0.01,-0.41660064,-19.335625,-0.10712334,,111479,0.0034825685,0.01,0.01,306,0.01,364.31045751633985,-0.18568558,-0.11102458,306,58.7938768863678,68
0.01,-0.41283846,-19.599335,-0.10712334,,111694,0.0034825685,0.01,0.01,307,0.01,363.8241042345277,-0.18568558,-0.11102458,307,58.91000771522522,68
0.01,-0.410275,-19.306158,-0.10712334,,112194,0.0034825685,0.01,0.01,308,0.01,364.26623376623377,-0.18568558,-0.11102458,308,59.16628837585449,68
0.01,-0.38424614,-18.980032,-0.10712334,,112694,0.0034825685,0.01,0.01,309,0.01,364.705501618123,-0.18568558,-0.11102458,309,59.42491316795349,68
0.01,-0.34976786,-18.533833,-0.10712334,,113194,0.0034825685,0.01,0.01,310,0.01,365.14193548387095,-0.18568558,-0.11102458,310,59.68346667289734,68
0.01,-0.41199845,-18.540462,-0.10712334,,113694,0.0034825685,0.01,0.01,311,0.01,365.5755627009646,-0.18568558,-0.11102458,311,59.93776726722717,68
0.01,-0.39786497,-18.39079,-0.10712334,,114194,0.0034825685,0.01,0.01,312,0.01,366.0064102564103,-0.18568558,-0.11102458,312,60.19897699356079,68
0.01,-0.4139607,-18.617897,-0.10712334,,114320,0.0034825685,0.01,0.01,313,0.01,365.23961661341855,-0.18568558,-0.11102458,313,60.268582344055176,68
0.01,-0.42688882,-18.870892,-0.10712334,,114415,0.0034825685,0.01,0.01,314,0.01,364.3789808917197,-0.18568558,-0.11102458,314,60.32231116294861,68
0.01,-0.43579358,-18.589054,-0.10712334,,114915,0.0034825685,0.01,0.01,315,0.01,364.8095238095238,-0.18568558,-0.11102458,315,60.581929206848145,68
0.01,-0.39129928,-18.617685,-0.10712334,,115286,0.0034825685,0.01,0.01,316,0.01,364.82911392405066,-0.18568558,-0.11102458,316,60.77559518814087,68
0.01,-0.41837764,-18.743872,-0.10712334,,115492,0.0034825685,0.01,0.01,317,0.01,364.32807570977917,-0.18568558,-0.11102458,317,60.88513469696045,68
0.01,-0.39468414,-18.865639,-0.10712334,,115850,0.0034825685,0.01,0.01,318,0.01,364.30817610062894,-0.18568558,-0.11102458,318,61.06947445869446,68
0.01,-0.41097146,-18.972164,-0.10712334,,116122,0.0034825685,0.01,0.01,319,0.01,364.01880877742946,-0.18568558,-0.11102458,319,61.213401317596436,68
0.01,-0.38318926,-19.080582,-0.10712334,,116394,0.0034825685,0.01,0.01,320,0.01,363.73125,-0.18568558,-0.11102458,320,61.355231523513794,68
0.01,-0.39196795,-19.012333,-0.10712334,,116894,0.0034825685,0.01,0.01,321,0.01,364.1557632398754,-0.18568558,-0.11102458,321,61.61249542236328,68
0.01,-0.42406386,-18.691017,-0.10712334,,117394,0.0034825685,0.01,0.01,322,0.01,364.5776397515528,-0.18568558,-0.11102458,322,61.87161326408386,68
0.01,-0.34027836,-18.698097,-0.10712334,,117849,0.0034825685,0.01,0.01,323,0.01,364.85758513931887,-0.18568558,-0.11102458,323,62.11520218849182,68
0.01,-0.4034325,-18.765432,-0.10712334,,118349,0.0034825685,0.01,0.01,324,0.01,365.2746913580247,-0.18568558,-0.11102458,324,62.373929023742676,68
0.01,-0.40824333,-18.54244,-0.10712334,,118849,0.0034825685,0.01,0.01,325,0.01,365.6892307692308,-0.18568558,-0.11102458,325,62.63573861122131,68
0.01,-0.4178185,-18.410244,-0.10712334,,119349,0.0034825685,0.01,0.01,326,0.01,366.10122699386505,-0.18568558,-0.11102458,326,62.894428968429565,68
0.01,-0.39080524,-18.115044,-0.10712334,,119849,0.0034825685,0.01,0.01,327,0.01,366.5107033639144,-0.18568558,-0.11102458,327,63.155038833618164,68
0.01,-0.37096345,-17.9597,-0.10712334,,120349,0.0034825685,0.01,0.01,328,0.01,366.9176829268293,-0.18568558,-0.11102458,328,63.41195893287659,68
0.01,-0.4199523,-18.111828,-0.10712334,,120653,0.0034825685,0.01,0.01,329,0.01,366.72644376899694,-0.18568558,-0.11102458,329,63.571550130844116,68
0.01,-0.3776549,-18.267963,-0.10712334,,120789,0.0034825685,0.01,0.01,330,0.01,366.0272727272727,-0.18568558,-0.11102458,330,63.64514350891113,68
0.01,-0.39006978,-17.985453,-0.10712334,,121289,0.0034825685,0.01,0.01,331,0.01,366.4320241691843,-0.18568558,-0.11102458,331,63.90286040306091,68
0.01,-0.3861549,-18.048159,-0.10712334,,121693,0.0034825685,0.01,0.01,332,0.01,366.5451807228916,-0.18568558,-0.11102458,332,64.1131112575531,68
