MinEpLen,Regret/t,TimestepsSoFar,IWMin,IWMean,TimeElapsed,Iteration,IWFirstEpisode,LQGsigma_higher,BoundMISE,DenMISELogLast,ReturnStepMax,ReturnMax,NumTrajectories,GridSize,ReturnLastEpisode,Delta,LQGmu1_higher,LQGmu1_actor,Bound,BoundBonus,AvgEpLen,DenMISELogFirst,ReturnAbsMax,IWMax,IWLastEpisode,DenMISEMeanLog,Regret,ReturnMean,ReturnMin,NumTrainableParams
20,-10.647666,300,,0.77279395,0.4778008460998535,15,0.00085753377,0.14999999,11.715424,-0.52178305,19.98662,18.196562,15,4,18.189766,0.00010807594,0.33333334,0.4399439,79.185585,67.47016,20.0,-1.0528195,18.196562,4.1362643,0.0002416544,-0.58195025,-159.715,15.647666,,
20,-10.343386,320,,1.0599114,0.5025174617767334,16,2.759539e-16,0.14999999,19.265709,-0.9245818,19.98662,18.196562,16,4,10.779163,9.49886e-05,-0.33333334,-0.41593468,74.873924,55.608215,20.0,-1.1173009,18.196562,4.9666476,1.1362535e-05,-0.6203252,-165.49417,15.343386,,
20,-10.510854,340,,0.5510401,0.5302693843841553,17,0.05987881,0.14999999,6.2793818,-0.59518117,19.98662,18.196562,17,5,18.190321,7.011847e-05,0.5,0.46785742,111.54052,105.26114,20.0,-1.1779255,18.196562,6.5747566,3.8613273e-08,-0.62072575,-178.68451,15.510854,,
20,-10.2488165,360,,0.7056216,0.6065685749053955,18,1.04699336e-20,0.14999999,12.83636,-0.8074244,19.98662,18.196562,18,5,10.7942095,6.254394e-05,-0.5,-0.3323213,104.538284,91.70193,20.0,-1.2315679,18.196562,4.364384,5.43168e-09,-0.6579668,-184.4787,15.2488165,,
20,-10.403755,380,,0.76063776,0.6344339847564697,19,0.06668848,0.14999999,8.528424,-0.38124067,19.98662,18.196562,19,5,18.192661,5.6133624e-05,0.5,0.71343935,81.22177,72.693344,20.0,-1.2856351,18.196562,6.1516128,8.0275265e-07,-0.6603807,-197.67136,15.403755,,
20,-10.046648,400,,0.7113725,0.6629524230957031,20,1.1592565e-20,0.14999999,12.941005,-1.8603356,19.98662,18.196562,20,5,8.261584,5.066059e-05,-0.5,-0.4798388,80.923874,67.98287,20.0,-1.3334246,18.196562,3.9029772,1.0526859e-13,-0.7350315,-200.93295,15.046648,,
20,-10.1963215,420,,1.1031309,0.695044994354248,21,10.424762,0.14999999,5.245391,-0.562613,19.98662,18.196562,21,5,18.189781,4.5950645e-05,1.0,1.1126128,76.30747,71.06208,20.0,-1.3822148,18.196562,10.424762,3.4216484e-21,-0.7415658,-214.12274,15.1963215,,
20,-9.654139,440,,0.84528923,0.7347743511199951,22,8.52158e-21,0.14999999,15.376681,-1.2958504,19.98662,18.196562,22,5,3.268347,4.1868254e-05,-0.5,-0.45955914,72.1382,56.76152,20.0,-1.0256611,18.196562,4.8466206,7.7625535e-25,-0.76948833,-212.39105,14.654139,,
20,-9.8080845,460,,0.8768664,0.7670855522155762,23,0.053758934,0.14999999,9.138483,-0.40934074,19.98662,18.196562,23,5,18.194874,3.8306687e-05,0.5,0.5580739,68.96717,59.82869,20.0,-1.0701128,18.196562,6.2766056,5.204849e-09,-0.76202387,-225.58594,14.8080845,,
20,-9.577516,480,,0.9910224,0.7974133491516113,24,2.1814202e-37,0.14999999,18.02608,-0.864102,19.98662,18.196562,24,5,9.274457,3.518097e-05,-1.0,-0.98370415,68.94201,50.91593,20.0,-1.1103379,18.196562,5.99533,2.351848e-23,-0.77388674,-229.86038,14.577516,,
20,-9.721858,500,,0.9053743,0.8352527618408203,25,9.6610414e-21,0.14999999,16.47028,-0.6337651,19.98662,18.196562,25,5,18.18608,3.242278e-05,-0.5,-0.54184365,66.57215,50.10187,20.0,-1.1511598,18.196562,4.5112386,0.027670708,-0.7720493,-243.04645,14.721858,,
20,-9.8551235,520,,1.0508193,0.8694648742675781,26,1.4969309e-05,0.14999999,15.914877,-0.58935326,19.98662,18.196562,26,6,18.186733,2.5694297e-05,0.2,0.11307461,87.38424,71.46936,20.0,-1.1903806,18.196562,6.3824453,2.3416596e-05,-0.7700151,-256.23322,14.8551235,,
20,-9.975358,540,,1.0494176,1.0375044345855713,27,0.4125976,0.14999999,9.337603,-0.7015943,19.98662,18.196562,27,6,18.101467,2.382626e-05,0.6,0.6863123,81.72835,72.39075,20.0,-1.2281203,18.196562,11.948321,0.027625041,-0.7681854,-269.33466,14.975358,,
20,-9.713607,560,,0.90373486,1.0736305713653564,28,4.8814517e-13,0.14999999,16.33222,-1.3369942,19.98662,18.196562,28,6,7.6463118,2.2154774e-05,-0.2,-0.2468107,81.32952,64.9973,20.0,-1.249322,18.196562,5.044945,2.6554503e-07,-0.79035294,-271.981,14.713607,,
20,-9.833718,580,,1.018476,1.1077258586883545,29,1.6445227e-05,0.14999999,15.895967,-0.54087687,19.986897,18.19684,29,6,18.19684,2.0653208e-05,0.2,0.16032264,75.27418,59.37821,20.0,-1.2844135,18.19684,5.649375,0.054075032,-0.7859848,-285.17783,14.833718,,
20,-9.908779,600,,0.6396679,1.1458957195281982,30,1.31203014e-23,0.14999999,11.635905,-0.6226749,19.986897,18.19684,30,6,17.085537,1.9299276e-05,-0.6,-0.5401322,74.9403,63.304394,20.0,-1.3183144,18.19684,5.0623326,1.3064634e-05,-0.78172076,-297.26337,14.908779,,
20,-10.014776,620,,0.9495014,1.1873791217803955,31,5.4044594e-13,0.14999999,17.172274,-0.5905909,19.986897,18.19684,31,6,18.19471,1.8074239e-05,-0.2,0.15187268,72.81511,55.642838,20.0,-1.3511043,18.19684,4.631494,0.3671021,-0.7875393,-310.45807,15.014776,,
20,-10.047001,640,,1.1825552,1.2205893993377686,32,1.8146442e-05,0.14999999,18.703035,-0.6788358,19.986897,18.19684,32,6,16.045925,1.696225e-05,0.2,0.49358732,70.786224,52.08319,20.0,-1.3828529,18.19684,5.184972,4.9805746,-0.78656423,-321.50403,15.047001,,
20,-9.893326,660,,1.2449284,1.2564406394958496,33,0.49669516,0.14999999,10.840245,-0.73662776,19.986897,18.19684,33,6,9.9757395,1.5949812e-05,0.6,0.7893282,71.30143,60.461185,20.0,-1.413624,18.19684,10.099975,4.3196406,-0.7812775,-326.47974,14.893326,,
20,-9.63858,680,,0.7078278,1.2933628559112549,34,1.464921e-23,0.14999999,12.876381,-1.6245468,19.986897,18.19684,34,6,6.232,1.5025385e-05,-0.6,-0.4281597,67.67383,54.797443,20.0,-1.4285377,18.19684,4.8526697,3.1746201e-18,-0.80181175,-327.71173,14.63858,,
20,-9.740007,700,,1.1531374,1.3333532810211182,35,11.240175,0.14999999,5.147868,-0.42765144,19.986897,18.19684,35,6,18.188517,1.4179057e-05,1.0,0.8465094,66.47431,61.326447,20.0,-1.4575253,18.19684,11.633042,8.4333e-20,-0.7999194,-340.90027,14.740007,,
20,-9.484467,720,,0.8786178,1.377943992614746,36,4.680079e-13,0.14999999,15.877106,-1.4723264,19.986897,18.19684,36,6,5.540525,1.3402273e-05,-0.2,-0.14243124,65.71197,49.83486,20.0,-1.2071953,18.19684,4.6026525,3.1235795e-10,-0.8175686,-341.4408,14.484467,,
20,-9.584592,740,,1.4204495,1.4100778102874756,37,1.1360763,0.14999999,10.701175,-0.60339385,19.986897,18.19684,37,7,18.189117,1.1101663e-05,0.6666667,0.9994619,77.76916,67.067986,20.0,-1.2345942,18.19684,10.466799,2.3385699e-06,-0.8156004,-354.62988,14.584592,,
20,-9.275063,760,,0.53304493,1.545466423034668,38,1.03043625e-25,0.14999999,9.696407,-1.2351199,19.986897,18.19684,38,7,2.822498,1.0525054e-05,-0.6666667,-0.45014054,73.24504,63.548637,20.0,-1.2310196,18.19684,3.5832677,1.4798818e-26,-0.81842107,-352.4524,14.275063,,
20,-9.375508,780,,1.2136854,1.5797984600067139,39,1.1618128,0.14999999,9.074015,-0.4767411,19.986897,18.19684,39,7,18.19244,9.992227e-06,0.6666667,0.7117525,66.22424,57.15023,20.0,-1.2569952,18.19684,8.599804,3.9317586e-12,-0.8216878,-365.64484,14.375508,,
20,-9.201337,800,,0.94707805,1.6147830486297607,40,2.515823e-37,0.14999999,17.226131,-1.0431343,19.986897,18.19684,40,7,7.4085917,9.498861e-06,-1.0,-0.9521943,65.54489,48.31876,20.0,-1.2529579,18.19684,7.906846,3.976639e-28,-0.82364666,-368.05347,14.201337,,
20,-9.298695,820,,0.54924554,1.647399663925171,41,1.0796243e-25,0.14999999,9.991285,-0.93754315,19.986897,18.19684,41,7,18.193058,9.041153e-06,-0.6666667,-0.6443842,65.02782,55.03653,20.0,-1.2776506,18.19684,3.528956,1.10964,-0.8293548,-381.24646,14.298695,,
20,-9.391497,840,,0.94187474,1.680314302444458,42,7.136473e-09,0.14999999,16.211946,-0.77518266,19.986897,18.19684,42,7,18.196354,8.615746e-06,,0.040064566,64.46756,48.25561,20.0,-1.3017482,18.19684,5.490993,0.00056765694,-0.8388304,-394.44287,14.391497,,
20,-9.47519,860,,1.1574337,1.7155108451843262,43,3.397504e-16,0.14999999,21.043852,-0.70138,19.986897,18.19684,43,7,17.990314,8.219675e-06,-0.33333334,-0.26437753,63.207756,42.163906,20.0,-1.3252786,18.19684,4.6835046,0.2420056,-0.8376338,-407.43317,14.47519,,
20,-9.559705,880,,0.9415125,1.7497968673706055,44,2.767395e-37,0.14999999,17.125631,-0.53369683,19.986897,18.19684,44,7,18.19384,7.850297e-06,-1.0,-1.0123446,61.57653,44.450897,20.0,-1.3482682,18.19684,7.220338,2.7168133e-05,-0.82792,-420.627,14.559705,,
20,-9.64031,900,,0.98937863,1.7860000133514404,45,7.64622e-09,0.14999999,17.115522,-0.8579498,19.986897,18.19684,45,7,18.18691,7.505273e-06,,-0.20632486,61.44732,44.3318,20.0,-1.370741,18.19684,5.385667,8.06653e-10,-0.8310991,-433.81396,14.64031,,
20,-9.7174,920,,1.2167177,1.8220722675323486,46,3.6345347e-16,0.14999999,22.123266,-0.59158015,19.986897,18.19684,46,7,18.186432,7.1825043e-06,-0.33333334,-0.1883419,61.646133,39.52287,20.0,-1.39272,18.19684,4.4799595,3.3578186,-0.82672715,-447.00037,14.7174,,
20,-9.790577,940,,1.2353703,1.8577210903167725,47,1.3596299,0.14999999,9.230121,-0.55820966,19.986897,18.19684,47,7,18.156765,6.880116e-06,0.6666667,0.8033396,60.54583,51.31571,20.0,-1.4142262,18.19684,8.491398,4.0925158e-07,-0.8171109,-460.1571,14.790577,,
20,-9.604718,960,,0.60366637,1.8944203853607178,48,1.2284158e-25,0.14999999,10.981898,-1.3071228,19.986897,18.19684,48,7,5.8693466,6.5964314e-06,-0.6666667,-0.7956092,60.605198,49.6233,20.0,-1.4067618,18.19684,6.2734523,1.3724458e-20,-0.8237745,-461.0265,14.604718,,
20,-9.677961,980,,1.2170935,1.9321658611297607,49,10.9064045,0.14999999,5.242375,-1.0697347,19.986897,18.19684,49,7,18.193651,6.329936e-06,1.0,0.7265576,60.094227,54.851852,20.0,-1.427381,18.19684,12.079196,5.923177e-31,-0.8370287,-474.2201,14.677961,,
20,-9.528552,1000,,0.66638833,1.9691123962402344,50,3.0962195e-27,0.14999999,12.122906,-1.112168,19.986897,18.19684,50,8,7.207485,5.4037964e-06,-0.71428573,-0.8201471,64.059586,51.936684,20.0,-1.2466207,18.19684,6.828822,7.4488086e-20,-0.83992314,-476.4276,14.528552,,
20,-9.600432,1020,,1.017309,2.1821117401123047,51,2.109253e-06,0.14999999,16.657703,-0.9948035,19.986897,18.19684,51,8,18.19441,5.1939596e-06,0.14285715,0.21831664,63.357025,46.69932,20.0,-1.2664233,18.19684,6.109454,8.067688e-09,-0.8497276,-489.62207,14.600432,,
20,-9.596389,1040,,1.4274533,2.230074167251587,52,2.1743717,0.14999999,9.896343,-0.7902658,19.986897,18.19684,52,8,14.390162,4.9961136e-06,0.71428573,0.7882948,63.111263,53.21492,20.0,-1.2858413,18.19684,8.478319,0.024775641,-0.8489586,-499.0122,14.596389,,
20,-9.436461,1060,,0.9852948,2.274639129638672,53,9.060461e-12,0.14999999,17.717707,-1.1505971,19.986897,18.19684,53,8,6.1202536,4.80936e-06,-0.14285715,-0.14026168,62.156334,44.43863,20.0,-1.2639253,18.19684,5.3296127,3.603171e-08,-0.8480187,-500.13245,14.436461,,
20,-9.505851,1080,,1.0345895,2.3190298080444336,54,2.5915484e-37,0.14999999,18.818863,-0.61876076,19.986897,18.19684,54,8,18.183521,4.632884e-06,-1.0,-1.0348545,60.79264,41.973778,20.0,-1.2826174,18.19684,7.4944825,3.6308995e-07,-0.84444666,-513.3159,14.505851,,
20,-9.572846,1100,,0.7090709,2.359877824783325,55,3.2691494e-27,0.14999999,12.89962,-0.94058865,19.986897,18.19684,55,8,18.190578,4.4659473e-06,-0.71428573,-0.53564286,60.17713,47.27751,20.0,-1.3009666,18.19684,6.264401,0.694278,-0.84644717,-526.50653,14.572846,,
20,-9.63741,1120,,1.017204,2.4011716842651367,56,9.573314e-12,0.14999999,18.302153,-0.60341924,19.986897,18.19684,56,8,18.18839,4.307873e-06,-0.14285715,-0.40105075,59.75673,41.45458,20.0,-1.3189851,18.19684,5.1197205,0.15773198,-0.84752554,-539.69495,14.63741,,
20,-9.699848,1140,,1.1893934,2.4431989192962646,57,1.1147706e-18,0.14999999,21.635197,-0.56607467,19.986897,18.19684,57,8,18.196428,4.1580456e-06,-0.42857143,-0.22468457,60.295197,38.66,20.0,-1.3366847,18.19684,4.7227483,4.606302,-0.84266734,-552.89136,14.699848,,
20,-9.759955,1160,,0.99620044,2.4870917797088623,58,2.3024807e-06,0.14999999,16.102396,-0.5457576,19.986897,18.19684,58,8,18.186064,4.0159016e-06,0.14285715,0.20310234,59.42269,43.320293,20.0,-1.3540764,18.19684,6.0351214,0.22809507,-0.8347847,-566.0774,14.759955,,
20,-9.723176,1180,,1.4030956,2.53141713142395,59,2.3680553,0.14999999,9.617471,-0.79234046,19.986897,18.19684,59,8,12.589958,3.8809226e-06,0.71428573,0.9171507,58.105255,48.487785,20.0,-1.3711708,18.19684,8.283704,0.017662112,-0.8346608,-573.66736,14.723176,,
20,-9.554732,1200,,1.0112702,2.5747408866882324,60,2.7683873e-37,0.14999999,18.394783,-1.3051938,19.986897,18.19684,60,8,4.616542,3.752637e-06,-1.0,-0.96318823,57.9453,39.550518,20.0,-1.3486259,18.19684,7.2447414,3.3094893e-35,-0.836896,-573.28394,14.554732,,
20,-9.614364,1220,,1.1446679,2.619152784347534,61,1.1469633e-18,0.14999999,20.821394,-0.8496674,19.986897,18.19684,61,8,18.192303,3.6306074e-06,-0.42857143,-0.15469173,57.562798,36.741405,20.0,-1.3651552,18.19684,4.6669426,0.010849898,-0.83760405,-586.4762,14.614364,,
20,-9.671731,1240,,1.0578035,2.66377854347229,62,1.019004e-11,0.14999999,19.020855,-0.6223163,19.986897,18.19684,62,8,18.171114,3.5144358e-06,-0.14285715,-0.28398085,58.019897,38.999043,20.0,-1.3814157,18.19684,4.991159,4.9400992,-0.8322062,-599.64734,14.671731,,
20,-9.727481,1260,,1.0001856,2.718902349472046,63,2.4044634e-06,0.14999999,15.846038,-0.5069143,19.986897,18.19684,63,8,18.183975,3.4037516e-06,0.14285715,0.27081984,56.451702,40.605663,20.0,-1.3974161,18.19684,5.864538,0.077027984,-0.8264566,-612.8313,14.727481,,
20,-9.685995,1280,,0.76603127,2.773317337036133,64,0.015068836,0.14999999,8.619474,-0.87646323,19.986897,18.19684,64,8,12.072385,3.2982155e-06,0.42857143,0.48238742,56.326874,47.707397,20.0,-1.4131644,18.19684,7.163488,3.6752906,-0.8276806,-619.9037,14.685995,,
20,-9.61275,1300,,0.70752305,2.8302934169769287,65,2.4794015e-28,0.14999999,12.871192,-0.89123666,19.986897,18.19684,65,9,9.925067,2.8777615e-06,-0.75,-0.7066604,60.61448,47.743286,20.0,-1.4284332,18.19684,6.943283,1.4261345e-14,-0.83250374,-624.82874,14.61275,,
20,-9.667054,1320,,1.4038497,3.1533055305480957,66,3.7318175,0.14999999,9.059995,-0.8203656,19.987062,18.19684,66,9,18.196836,2.7912172e-06,0.75,0.59846735,58.28258,49.222588,20.0,-1.4437007,18.19684,8.817478,2.0093522e-20,-0.8369278,-638.0256,14.667054,,
20,-9.581401,1340,,0.7577213,3.2167890071868896,67,2.4189194e-28,0.14999999,13.784793,-0.86347646,19.987062,18.19684,67,9,8.928278,2.708519e-06,-0.75,-0.48475584,57.90252,44.117725,20.0,-1.4037366,18.19684,6.4662046,1.7815895e-17,-0.83221036,-641.95386,14.581401,,
20,-9.634416,1360,,1.1781546,3.2717432975769043,68,4.0352246e-14,0.14999999,21.387213,-0.5887585,19.987062,18.19684,68,9,18.1864,2.6294422e-06,-0.25,-0.057077438,57.410545,36.023335,20.0,-1.4185517,18.19684,4.8158097,1.4081354,-0.83238333,-655.14026,14.634416,,
20,-9.685498,1380,,0.9584211,3.331979274749756,69,0.00010058199,0.14999999,13.754929,-0.63456136,19.987062,18.19684,69,9,18.159098,2.553779e-06,0.25,0.44229764,55.41155,41.65662,20.0,-1.4331504,18.19684,6.4468784,0.61709255,-0.827263,-668.2994,14.685498,,
20,-9.618855,1400,,1.1484349,3.380821704864502,70,4.153901e-14,0.14999999,20.848312,-0.92156434,19.987062,18.19684,70,9,10.020492,2.481335e-06,-0.25,-0.27082908,55.274544,34.42623,20.0,-1.4475377,18.19684,4.628311,0.0001583293,-0.82953805,-673.3199,14.618855,,
20,-9.668923,1420,,0.95636016,3.430140733718872,71,3.0998794e-37,0.14999999,17.396265,-0.4980552,19.987062,18.19684,71,9,18.17361,2.4119304e-06,-1.0,-0.89563483,55.10131,37.705044,20.0,-1.4617224,18.19684,7.44309,3.234333e-05,-0.8230624,-686.4935,14.668923,,
20,-9.717839,1440,,1.0426743,3.480550527572632,72,11.446426,0.14999999,4.5931554,-0.86234915,19.987062,18.19684,72,9,18.190939,2.3453977e-06,1.0,0.9444455,55.10124,50.508083,20.0,-1.4757086,18.19684,13.8302965,1.3157166e-34,-0.82467645,-699.68445,14.717839,,
20,-9.568752,1460,,0.75123876,3.531060218811035,73,2.2740206e-28,0.14999999,13.666689,-1.314293,19.987062,18.19684,73,9,3.834544,2.2815805e-06,-0.75,-0.7291356,54.911224,41.244534,20.0,-1.3419632,18.19684,6.197851,1.9329286e-27,-0.83152646,-698.5189,14.568752,,
20,-9.617827,1480,,1.0154462,3.5826327800750732,74,1.1852138e-20,0.14999999,18.47177,-0.7788057,19.99088,18.200357,74,9,18.200357,2.2203328e-06,-0.5,-0.29640374,54.52478,36.053013,20.0,-1.3555689,18.200357,4.94271,1.8044416,-0.83432555,-711.71924,14.617827,,
20,-9.665397,1500,,1.1834236,3.6342692375183105,75,3.8401116e-14,0.14999999,21.48398,-0.52562064,19.99088,18.200357,75,9,18.185535,2.1615185e-06,-0.25,-0.2018087,54.542824,33.05884,20.0,-1.3689919,18.200357,4.581948,4.2885594,-0.8302341,-724.9048,14.665397,,
20,-9.71183,1520,,1.3291388,3.6852943897247314,76,3.5093532,0.14999999,8.68931,-0.5266805,19.99088,18.200357,76,9,18.194326,2.1050107e-06,0.75,0.78122735,54.14395,45.45464,20.0,-1.3822371,18.200357,8.566866,8.1346245e-09,-0.8240921,-738.0991,14.71183,,
20,-9.602518,1540,,1.1870013,3.7384822368621826,77,3.768503e-14,0.14999999,21.549812,-1.0973172,19.99088,18.200357,77,9,6.2948036,2.0506905e-06,-0.25,-0.36621037,53.38331,31.833494,20.0,-1.3501679,18.200357,4.4332914,4.3473772e-10,-0.82397884,-739.3939,14.602518,,
20,-9.64857,1560,,0.77405775,3.7900829315185547,78,2.3225278e-28,0.14999999,14.082397,-0.4775306,19.99088,18.200357,78,9,18.19458,1.9984454e-06,-0.75,-0.7204219,52.95724,38.874844,20.0,-1.3630712,18.200357,6.0318756,0.16243155,-0.8173879,-752.5885,14.64857,,
20,-9.693467,1580,,0.930279,3.8450512886047363,79,9.497688e-05,0.14999999,13.163694,-0.7382124,19.99088,18.200357,79,9,18.195448,1.9481722e-06,0.25,0.32023367,52.711304,39.547607,20.0,-1.3758103,18.200357,6.7427397,4.5384168e-09,-0.8193925,-765.78394,14.693467,,
20,-9.664996,1600,,0.9134494,3.89782452583313,80,2.8806887e-37,0.14999999,16.615948,-0.9199359,19.99088,18.200357,80,9,12.415752,1.8997721e-06,-1.0,-1.3153415,52.542698,35.92675,20.0,-1.3883879,18.200357,7.409396,1.005784e-16,-0.8217801,-773.1997,14.664996,,
20,-9.708341,1620,,0.9926344,3.95443058013916,81,1.240067e-20,0.14999999,18.05696,-3.2246568,19.99088,18.200357,81,9,18.175814,1.8531539e-06,-0.5,-0.5605852,52.403847,34.346886,20.0,-1.4008104,18.200357,4.854305,2.5672472e-05,-0.8528386,-786.3756,14.708341,,
20,-9.750907,1640,,1.3523595,4.017512559890747,82,4.685274,0.14999999,8.452565,-0.6012271,19.99088,18.200357,82,10,18.198692,1.6438461e-06,0.7777778,0.9829424,53.638073,45.18551,20.0,-1.4130805,18.200357,8.660977,2.5056867e-17,-0.8500327,-799.57434,14.750907,,
20,-9.61523,1660,,0.8102673,4.414554834365845,83,2.7387985e-29,0.14999999,14.741227,-1.3897704,19.99088,18.200357,83,10,3.489779,1.6044737e-06,-0.7777778,-1.022201,53.0643,38.323074,20.0,-1.369637,18.200357,5.9546266,1.285315e-29,-0.85285556,-798.0641,14.61523,,
20,-9.657764,1680,,0.91936177,4.470710754394531,84,0.0011913645,0.14999999,11.641774,-0.93548495,19.99088,18.200357,84,10,18.188042,1.5664993e-06,0.33333334,0.44894338,52.441486,40.799713,20.0,-1.3816133,18.200357,6.9747643,1.25216666e-17,-0.8562417,-811.2522,14.657764,,
20,-9.603154,1700,,0.990376,4.598138093948364,85,2.8952528e-37,0.14999999,18.013779,-0.99145603,19.99088,18.200357,85,10,10.015999,1.5298575e-06,-1.0,-1.0693728,52.42967,34.41589,20.0,-1.3934336,18.200357,7.689958,3.924273e-20,-0.8589948,-816.26807,14.603154,,
20,-9.644856,1720,,0.97103775,4.708804368972778,86,4.9260238e-11,0.14999999,17.39155,-1.0276303,19.99088,18.200357,86,10,18.189545,1.4944864e-06,-0.11111111,-0.19381769,52.419075,35.027523,20.0,-1.4051296,18.200357,5.3164988,1.02080495e-08,-0.8613853,-829.45764,14.644856,,
20,-9.685255,1740,,1.1869614,4.834964275360107,87,3.7227127e-16,0.14999999,21.58054,-0.5591255,19.99088,18.200357,87,10,18.159597,1.4603277e-06,-0.33333334,-0.4493212,52.470642,30.8901,20.0,-1.4166903,18.200357,4.490196,3.0184999,-0.85839826,-842.6172,14.685255,,
20,-9.725081,1760,,1.1804936,4.925369501113892,88,3.765503e-16,0.14999999,21.46299,-0.5501613,19.99088,18.200357,88,10,18.18995,1.4273269e-06,-0.33333334,-0.4934401,51.348206,29.885214,20.0,-1.4281191,18.200357,4.3189034,3.4191194,-0.8529673,-855.8071,14.725081,,
