ReturnMean,LQGmu1_higher,Iteration,MinEpLen,AvgEpLen,TimeElapsed,TimestepsSoFar,LQGsigma_higher,NumTrainableParams,LQGmu1_actor,NumTrajectories
0.045833748,-1.0,1,20,20.0,0.03005361557006836,20,0.14999999,1,-0.892906,1
0.04584279,-1.0,2,20,20.0,0.07856321334838867,40,0.14999999,,-0.9697506,2
0.045845285,-1.0,3,20,20.0,0.08668231964111328,60,0.14999999,,-1.1266795,3
0.04584754,-1.0,4,20,20.0,0.09729957580566406,80,0.14999999,,-1.0596561,4
0.045847986,-1.0,5,20,20.0,0.10838437080383301,100,0.14999999,,-0.9393232,5
0.045845103,-1.0,6,20,20.0,0.11747193336486816,120,0.14999999,,-1.1117102,6
0.04584078,-1.0,7,20,20.0,0.12544941902160645,140,0.14999999,,-1.0690901,7
0.045841806,-1.0,8,20,20.0,0.13317084312438965,160,0.14999999,,-1.0390296,8
0.045843195,-1.0,9,20,20.0,0.14243650436401367,180,0.14999999,,-0.78868514,9
0.045836248,-1.0,10,20,20.0,0.15065431594848633,200,0.14999999,,-1.105777,10
0.045836996,-1.0,11,20,20.0,0.1586132049560547,220,0.14999999,,-1.0288237,11
0.045837384,-1.0,12,20,20.0,0.17072844505310059,240,0.14999999,,-1.028418,12
0.045837514,-1.0,13,20,20.0,0.1811692714691162,260,0.14999999,,-1.149933,13
0.04582567,-1.0,14,20,20.0,0.18883323669433594,280,0.14999999,,-0.9983584,14
0.04582734,-1.0,15,20,20.0,0.20088768005371094,300,0.14999999,,-0.89338946,15
0.045829028,-1.0,16,20,20.0,0.20888209342956543,320,0.14999999,,-1.0826013,16
0.045825355,-1.0,17,20,20.0,0.21709227561950684,340,0.14999999,,-1.0321426,17
0.045826335,-1.0,18,20,20.0,0.23132610321044922,360,0.14999999,,-0.8323213,18
0.04582702,-1.0,19,20,20.0,0.2389686107635498,380,0.14999999,,-0.78656065,19
0.045826577,-1.0,20,20,20.0,0.25233006477355957,400,0.14999999,,-0.9798388,20
0.04582388,-1.0,21,20,20.0,0.2661893367767334,420,0.14999999,,-0.88738716,21
0.045825206,-1.0,22,20,20.0,0.2754652500152588,440,0.14999999,,-0.95955914,22
0.045826465,-1.0,23,20,20.0,0.28781986236572266,460,0.14999999,,-0.9419261,23
0.04582724,-1.0,24,20,20.0,0.29760026931762695,480,0.14999999,,-0.98370415,24
0.045828268,-1.0,25,20,20.0,0.3071136474609375,500,0.14999999,,-1.0418437,25
0.04582601,-1.0,26,20,20.0,0.31656527519226074,520,0.14999999,,-1.0869254,26
0.045827057,-1.0,27,20,20.0,0.32868313789367676,540,0.14999999,,-0.9136877,27
0.04582727,-1.0,28,20,20.0,0.33739590644836426,560,0.14999999,,-1.0468107,28
0.045826945,-1.0,29,20,20.0,0.34726691246032715,580,0.14999999,,-1.0396774,29
0.045827806,-1.0,30,20,20.0,0.35845088958740234,600,0.14999999,,-0.9401322,30
0.045826912,-1.0,31,20,20.0,0.3665156364440918,620,0.14999999,,-0.6481273,31
0.045826137,-1.0,32,20,20.0,0.374326229095459,640,0.14999999,,-0.7064127,32
0.045826137,-1.0,33,20,20.0,0.38500308990478516,660,0.14999999,,-0.8106718,33
0.04582657,-1.0,34,20,20.0,0.3942985534667969,680,0.14999999,,-0.8281597,34
0.04582659,-1.0,35,20,20.0,0.40337252616882324,700,0.14999999,,-1.1534907,35
0.045826863,-1.0,36,20,20.0,0.415510892868042,720,0.14999999,,-0.9424313,36
0.04582692,-1.0,37,20,20.0,0.423764705657959,740,0.14999999,,-0.66720474,37
0.04582634,-1.0,38,20,20.0,0.4344770908355713,760,0.14999999,,-0.78347385,38
0.04582687,-1.0,39,20,20.0,0.4448251724243164,780,0.14999999,,-0.9549142,39
0.045827083,-1.0,40,20,20.0,0.455596923828125,800,0.14999999,,-0.9521943,40
0.045827728,-1.0,41,20,20.0,0.4634270668029785,820,0.14999999,,-0.9777175,41
0.045828298,-1.0,42,20,20.0,0.4737124443054199,840,0.14999999,,-0.9599354,42
0.0458289,-1.0,43,20,20.0,0.48212289810180664,860,0.14999999,,-0.93104416,43
0.045827627,-1.0,44,20,20.0,0.4898998737335205,880,0.14999999,,-1.0123446,44
0.045827888,-1.0,45,20,20.0,0.49765658378601074,900,0.14999999,,-1.2063248,45
0.045828424,-1.0,46,20,20.0,0.508512020111084,920,0.14999999,,-0.85500854,46
0.04582878,-1.0,47,20,20.0,0.5225160121917725,940,0.14999999,,-0.863327,47
0.04582872,-1.0,48,20,20.0,0.5353984832763672,960,0.14999999,,-1.1289425,48
0.04582916,-1.0,49,20,20.0,0.5449638366699219,980,0.14999999,,-1.2734424,49
0.045829616,-1.0,50,20,20.0,0.5534906387329102,1000,0.14999999,,-1.1058614,50
0.045830097,-1.0,51,20,20.0,0.5640544891357422,1020,0.14999999,,-0.9245405,51
0.045829095,-1.0,52,20,20.0,0.573451042175293,1040,0.14999999,,-0.92599094,52
0.04582936,-1.0,53,20,20.0,0.5832192897796631,1060,0.14999999,,-0.9974045,53
0.04582975,-1.0,54,20,20.0,0.5931382179260254,1080,0.14999999,,-1.0348545,54
0.045829985,-1.0,55,20,20.0,0.602684736251831,1100,0.14999999,,-0.82135713,55
0.04583038,-1.0,56,20,20.0,0.6118807792663574,1120,0.14999999,,-1.2581936,56
0.045830715,-1.0,57,20,20.0,0.619708776473999,1140,0.14999999,,-0.79611313,57
0.045830518,-1.0,58,20,20.0,0.6289989948272705,1160,0.14999999,,-0.93975484,58
0.045830525,-1.0,59,20,20.0,0.6381654739379883,1180,0.14999999,,-0.79713506,59
0.045830827,-1.0,60,20,20.0,0.6476359367370605,1200,0.14999999,,-0.96318823,60
0.04583106,-1.0,61,20,20.0,0.6576604843139648,1220,0.14999999,,-0.7261203,61
0.045830935,-1.0,62,20,20.0,0.6654493808746338,1240,0.14999999,,-1.1411237,62
0.045831233,-1.0,63,20,20.0,0.6731986999511719,1260,0.14999999,,-0.8720373,63
0.04583151,-1.0,64,20,20.0,0.6820032596588135,1280,0.14999999,,-0.94618404,64
0.04583036,-1.0,65,20,20.0,0.6935546398162842,1300,0.14999999,,-0.9566604,65
0.045830064,-1.0,66,20,20.0,0.7063698768615723,1320,0.14999999,,-1.1515326,66
0.04582928,-1.0,67,20,20.0,0.7154779434204102,1340,0.14999999,,-0.7347559,67
0.045829136,-1.0,68,20,20.0,0.724111795425415,1360,0.14999999,,-0.8070774,68
0.0458295,-1.0,69,20,20.0,0.7344655990600586,1380,0.14999999,,-0.80770236,69
0.045829814,-1.0,70,20,20.0,0.7452847957611084,1400,0.14999999,,-1.0208291,70
0.045829505,-1.0,71,20,20.0,0.754523515701294,1420,0.14999999,,-0.89563483,71
0.045829337,-1.0,72,20,20.0,0.7639949321746826,1440,0.14999999,,-1.0555545,72
