GridSize,TimestepsSoFar,Iteration,IWLastEpisode,IWMax,ReturnAbsMax,BoundMISE,TimeElapsed,ReturnMean,Bound,NumTrainableParams,ReturnMax,Regret/t,LQGsigma_higher,DenMISELogLast,ReturnMin,Delta,IWFirstEpisode,LQGmu1_higher,ReturnLastEpisode,DenMISELogFirst,LQGmu1_actor,IWMean,MinEpLen,BoundBonus,Regret,NumTrajectories,DenMISEMeanLog,AvgEpLen,IWMin,ReturnStepMax
20,1600,80,1.2457947,1.3139125,18.196976,15.087151,27.01626753807068,13.259473,32.197403,,18.196976,-8.259473,1.0,-1.1747898,,4.7494302e-07,1.0765668,-0.2631579,18.191254,-1.5792571,-2.3654346,1.054178,20,17.11025,-660.7578,80,-1.5609455,20.0,,19.987028
20,1620,81,1.9383502,1.9383502,18.196976,14.696378,27.44381833076477,13.204439,32.062077,,18.196976,-8.204439,1.0,-2.5129817,,4.6328847e-07,0.3690948,-1.0,8.801714,-1.5783123,-1.4039013,0.89572805,20,17.3657,-664.5596,81,-1.5720446,20.0,,19.987028
20,1640,82,1.604763,1.9164201,18.196976,14.825251,27.890670776367188,13.265034,32.03055,,18.196976,-8.265034,1.0,-1.4734827,,4.5205766e-07,0.37195665,-1.0,18.17325,-1.5860361,0.36776412,0.90209943,20,17.205296,-677.7328,82,-1.5721204,20.0,,19.987028
20,1660,83,1.263812,4.538089,18.196976,8.143018,28.373735427856445,13.241826,31.919064,,18.196976,-8.241826,1.0,-1.3529322,,4.4123027e-07,1.9318553,1.0,11.338771,-1.5936316,-0.62948763,1.1207484,20,23.776047,-684.07153,83,-1.5706661,20.0,,19.987028
20,1680,84,1.2161355,1.9179428,18.196976,14.873921,28.813528060913086,13.300804,31.934399,,18.196976,-8.300804,1.0,-1.1832564,,4.307873e-07,0.37068045,-1.0,18.196007,-1.5825992,-0.22926629,0.9051623,20,17.060478,-697.2676,84,-1.564722,20.0,,19.987028
20,1700,85,1.3065549,1.3194774,18.196976,15.154288,29.23685121536255,13.358094,31.853516,,18.196976,-8.358094,1.0,-1.1869067,,4.2071085e-07,1.0882276,-0.2631579,18.170357,-1.5900304,-0.7256428,1.0556098,20,16.699226,-710.438,85,-1.5613993,20.0,,19.987028
20,1720,86,1.2650816,1.907904,18.196976,14.938847,29.672729969024658,13.414324,31.767458,,18.196976,-8.414324,1.0,-1.1917111,,4.1098372e-07,0.3730626,-1.0,18.19393,-1.5890051,-1.5513773,0.9070493,20,16.828611,-723.63184,86,-1.556467,20.0,,19.987028
20,1740,87,1.6477946,1.8881997,18.196976,15.067546,30.3083336353302,13.469092,31.751259,,18.196976,-8.469092,1.0,-1.5703847,,4.015901e-07,0.37577045,-1.0,18.179232,-1.5962373,-1.7732526,0.91347146,20,16.683714,-736.81104,87,-1.5577013,20.0,,19.987028
20,1760,88,1.712049,1.869332,18.196976,15.204526,30.821535110473633,13.521862,31.74731,,18.196976,-8.521862,1.0,-1.7555892,,3.925149e-07,0.37845504,-1.0,18.112646,-1.6033561,-2.0673785,0.9204376,20,16.542786,-749.9238,88,-1.5609399,20.0,,19.987028
20,1780,89,1.7820234,1.8512495,18.196976,15.249424,31.28039312362671,13.516105,31.65507,,18.196976,-8.516105,1.0,-2.0663364,,3.8374395e-07,0.38111663,-1.0,13.009555,-1.6103643,-1.8705494,0.92797595,20,16.405645,-757.93335,89,-1.5675197,20.0,,19.987028
20,1800,90,1.7140484,1.8339037,18.196976,15.37405,31.87299346923828,13.563616,31.646175,,18.196976,-8.563616,1.0,-1.8367248,,3.7526362e-07,0.3837555,-1.0,17.792175,-1.6172645,0.56932294,0.93451536,20,16.272125,-770.72546,90,-1.5713191,20.0,,19.987028
20,1820,91,0.50858086,1.8172511,18.196976,15.2086735,32.414188385009766,13.510538,31.35074,,18.196976,-8.510538,1.0,-1.4741948,,3.670614e-07,0.38637197,-1.0,8.733511,-1.6240594,-0.476474,0.92761225,20,16.142067,-774.459,91,-1.5709798,20.0,,19.987028
20,1840,92,0.42834708,4.7615128,18.196976,7.9852986,32.859546184539795,13.561455,31.341612,,18.196976,-8.561455,1.0,-1.1611049,,3.591252e-07,2.0049136,1.0,18.19477,-1.6307517,1.2286901,1.0823325,20,23.356314,-787.6538,92,-1.5673184,20.0,,19.987028
20,1860,93,0.22683883,1.8205143,18.196976,15.162459,33.25120711326599,13.444116,31.186935,,18.196976,-8.444116,1.0,-1.9189527,,3.514436e-07,0.3848083,-1.0,2.6489131,-1.6200042,0.7346542,0.9249413,20,16.024477,-785.30273,93,-1.5702997,20.0,,19.987028
20,1880,94,1.8571461,4.6253405,18.196976,8.034727,33.793911933898926,13.379286,31.003597,,18.196976,-8.379286,1.0,-1.5731837,,3.440058e-07,1.9965475,1.0,7.3502407,-1.6265702,1.4842086,1.0991843,20,22.96887,-787.65283,94,-1.5711355,20.0,,19.987028
20,1900,95,0.15420903,1.8236517,18.196976,14.933162,34.211780309677124,13.260974,30.842752,,18.196976,-8.260974,1.0,-2.1351385,,3.368017e-07,0.38332227,-1.0,2.139528,-1.6161349,-1.6922574,0.91426015,20,15.909591,-784.7925,95,-1.5761099,20.0,,19.987028
20,1920,96,1.6471854,1.8081386,18.196976,15.047116,34.696178913116455,13.31141,30.83585,,18.196976,-8.31141,1.0,-1.6576167,,3.2982157e-07,0.38580054,-1.0,18.102976,-1.6225793,0.06371629,0.9199312,20,15.7887335,-797.8954,96,-1.5778576,20.0,,19.987028
20,1940,97,1.4055519,1.4562151,18.196976,14.124645,35.20225739479065,13.351522,30.750177,,18.196976,-8.351522,1.0,-1.266137,,3.2305616e-07,1.3900081,-0.05263158,17.202309,-1.6289314,0.36132103,1.0713959,20,16.625532,-810.09766,97,-1.5754757,20.0,,19.987028
20,1960,98,1.4491726,1.4494675,18.196976,14.123315,35.67152523994446,13.329874,30.610172,,18.196976,-8.329874,1.0,-1.3756096,,3.164968e-07,1.3844984,-0.05263158,11.229852,-1.6249597,-0.76067895,1.0733002,20,16.486856,-816.32764,98,-1.5727215,20.0,,19.987028
20,1980,99,1.2695888,1.8183987,18.196976,15.007228,36.23220872879028,13.379003,30.596516,,18.196976,-8.379003,1.0,-1.1862689,,3.1013525e-07,0.38522384,-1.0,18.193596,-1.6210834,-0.3070495,0.917805,20,15.589288,-829.52124,99,-1.568091,20.0,,19.987028
20,2000,100,1.2806013,1.3841481,18.196976,14.619751,36.764859199523926,13.427162,30.543684,,18.196976,-8.427162,1.0,-1.1773918,,3.0396353e-07,1.2589014,-0.15789473,18.195,-1.6272501,-1.3599677,1.0645608,20,15.923933,-842.7162,100,-1.5650113,20.0,,19.987028
20,2020,101,1.5322467,1.8144041,18.196976,15.128932,37.202481746673584,13.474168,30.555546,,18.196976,-8.474168,1.0,-1.410462,,2.9797425e-07,0.38661572,-1.0,18.174845,-1.62469,-2.417512,0.92288464,20,15.426613,-855.891,101,-1.5628527,20.0,,19.987028
20,2040,102,1.8097264,1.8097264,18.196976,15.097614,37.635568141937256,13.427787,30.414858,,18.196976,-8.427787,1.0,-2.5167842,,2.9216025e-07,0.3889547,-1.0,8.743225,-1.6307217,0.604139,0.92976063,20,15.317244,-859.6343,102,-1.5729663,20.0,,19.987028
20,2060,103,1.6598727,4.7995973,18.196976,8.029931,38.07338809967041,13.383782,30.364647,,18.196976,-8.383782,1.0,-1.5040324,,2.8651482e-07,2.016818,1.0,8.895319,-1.6366719,1.1317211,1.0938737,20,22.334717,-863.52954,103,-1.5729848,20.0,,19.987028
20,2080,104,0.26140612,1.8127924,18.196976,14.906133,38.488221168518066,13.281257,30.124117,,18.196976,-8.281257,1.0,-1.8493757,,2.810314e-07,0.38748744,-1.0,2.7211611,-1.6269423,-2.2475638,0.9216489,20,15.217984,-861.25073,104,-1.5748092,20.0,,19.987028
20,2100,105,1.7670281,1.7988675,18.196976,14.899482,38.87579941749573,13.25216,30.012825,,18.196976,-8.25216,1.0,-2.2664454,,2.7570388e-07,0.3897611,-1.0,10.226171,-1.6327928,-2.355612,0.9278987,20,15.113344,-866.4768,105,-1.5821474,20.0,,19.987028
20,2120,106,1.7745458,1.7854121,18.196976,14.887142,39.22540855407715,13.219959,29.898144,,18.196976,-8.219959,1.0,-2.411325,,2.705265e-07,0.3920179,-1.0,9.8389,-1.6385664,-1.6967558,0.93404955,20,15.011002,-871.3157,106,-1.5906557,20.0,,19.987028
20,2140,107,1.6134555,1.772402,18.196976,14.9856,39.60703992843628,13.266084,29.89647,,18.196976,-8.266084,1.0,-1.640051,,2.6549353e-07,0.39425814,-1.0,18.155193,-1.6442647,-2.282532,0.9385288,20,14.91087,-884.47095,107,-1.5917395,20.0,,19.987028
20,2160,108,0.018076412,4.807456,18.196976,7.791684,39.96103525161743,13.229302,29.81297,,18.196976,-8.229302,1.0,-2.2932994,,2.6059973e-07,2.043652,1.0,9.29362,-1.6498892,0.7917371,1.0775028,20,22.021284,-888.76465,108,-1.5988108,20.0,,19.987028
20,2180,109,0.40584093,1.7758807,18.196976,14.930875,40.32838249206543,13.165664,29.750807,,18.196976,-8.165664,1.0,-1.6223054,,2.5584006e-07,0.39272168,-1.0,6.2927933,-1.64036,-1.7337396,0.9435054,20,14.819932,-890.0574,109,-1.5983781,20.0,,19.987028
20,2200,110,1.619342,1.7634422,18.196976,15.02472,40.67326021194458,13.210305,29.7486,,18.196976,-8.210305,1.0,-1.6701453,,2.5120954e-07,0.3949018,-1.0,18.076077,-1.645896,-1.6491842,0.947717,20,14.72388,-903.13354,110,-1.5995506,20.0,,19.987028
20,2220,111,1.587575,1.7513963,18.196976,15.112485,41.01467204093933,13.25486,29.7423,,18.196976,-8.25486,1.0,-1.5918663,,2.4670365e-07,0.39706632,-1.0,18.15597,-1.6513622,-0.94098777,0.9515532,20,14.629815,-916.2894,111,-1.5999591,20.0,,19.987028
20,2240,112,1.3346906,1.7397248,18.196976,15.157852,41.55989408493042,13.298935,29.695524,,18.196976,-8.298935,1.0,-1.2093792,,2.4231784e-07,0.39921546,-1.0,18.191349,-1.6567601,-1.2829732,0.95305526,20,14.537672,-929.4807,112,-1.5969107,20.0,,19.987028
20,2260,113,1.460297,1.7284099,18.196976,15.222963,42.06201195716858,13.342157,29.670347,,18.196976,-8.342157,1.0,-1.3376153,,2.3804806e-07,0.40134928,-1.0,18.183039,-1.6620909,-0.60934556,0.9556725,20,14.447384,-942.6638,113,-1.595038,20.0,,19.987028
20,2280,114,1.1780022,1.7174364,18.197067,15.242145,42.594290256500244,13.384745,29.601105,,18.197067,-8.384745,1.0,-1.1590639,,2.3389008e-07,0.40346804,-1.0,18.197067,-1.6673561,-3.1163206,0.95577836,20,14.358959,-955.86084,114,-1.5916091,20.0,,19.987047
20,2300,115,1.784577,1.784577,18.197067,15.195113,43.07427382469177,13.335489,29.467308,,18.197067,-8.335489,1.0,-3.7375262,,2.2984011e-07,0.40557185,-1.0,7.720455,-1.6725569,-2.191956,0.96120155,20,14.272195,-958.5813,115,-1.61066,20.0,,19.987047
20,2320,116,1.661481,1.772588,18.197067,15.222159,43.61729431152344,13.336018,29.409267,,18.197067,-8.336018,1.0,-2.1370275,,2.2589445e-07,0.40766084,-1.0,13.396717,-1.6776944,-0.57256734,0.9654245,20,14.187107,-966.978,116,-1.6155385,20.0,,19.987047
20,2340,117,0.36758268,4.9840183,18.197067,7.5959816,44.14371395111084,13.377553,29.342518,,18.197067,-8.377553,1.0,-1.1546156,,2.2204951e-07,2.111966,1.0,18.195646,-1.68277,1.5739391,1.0503206,20,21.746536,-980.1737,117,-1.611901,20.0,,19.987047
20,2360,118,0.14466685,1.7759582,18.197067,15.193065,44.60759234428406,13.283876,29.302881,,18.197067,-8.283876,1.0,-2.298198,,2.1830189e-07,0.40591013,-1.0,2.3237305,-1.6733906,-1.595429,0.9625307,20,14.109817,-977.49744,118,-1.6173449,20.0,,19.987047
20,2380,119,1.532824,1.7644532,18.197067,15.266034,45.06280541419983,13.324962,29.293869,,18.197067,-8.324962,1.0,-1.5233182,,2.1464834e-07,0.40794677,-1.0,18.172882,-1.6783955,2.106341,0.96551883,20,14.027834,-990.6704,119,-1.6168758,20.0,,19.987047
20,2400,120,0.060830135,1.7532839,18.197067,15.10644,45.51945161819458,13.228911,29.053814,,18.197067,-8.228911,1.0,-2.9439456,,2.1108582e-07,0.40996945,-1.0,1.7989541,-1.6833415,-0.24672419,0.95618993,20,13.947375,-987.46936,120,-1.6282285,20.0,,19.987047
