Delta,Iteration,GridSize,IWMean,Regret,DenMISELogFirst,ReturnAbsMax,MinEpLen,ReturnMax,ReturnMean,AvgEpLen,MountainCar_mu1_higher,BoundBonus,ReturnStepMax,IWLastEpisode,MountainCar_std1_higher,Bound,IWMin,ReturnMin,MountainCar_mu0_higher,NumTrainableParams,ActionIn1,TimeElapsed,IWMax,IWFirstEpisode,NumTrajectories,TimestepsSoFar,MountainCar_std0_higher,DenMISEMeanLog,BoundMISE,Regret/t,DenMISELogLast,ReturnLastEpisode
7.306816e-07,80,25,0.9911769,500.1465,-4.0770497,14.466876,185,14.466876,-1.2518314,886.9,-5.0,70.185005,116.43876,8.1134025e-15,3.0,69.33083,,-11.010139,0.5,,-8.476533,61.02935242652893,27.282652,9.621397,80,70952,0.14999999,-4.427129,-0.8541687,6.2518315,-4.732231,-1.200536
7.1275144e-07,81,25,1.1300513,505.70776,-3.975905,14.466876,185,14.466876,-1.2433057,888.283950617284,5.0,70.06476,116.43876,2.3503773e-23,3.0,68.59632,,-11.010139,-1.0,,2.9250264,61.8736777305603,16.577883,2.50354e-22,81,71951,0.14999999,-4.421954,-1.4684404,6.2433057,-3.922996,-0.5612466
6.954733e-07,82,25,0.95818216,513.04004,-3.988175,14.466876,185,14.466876,-1.2565858,889.6341463414634,-5.0,70.12518,116.43876,0.18663138,3.0,68.203766,,-11.010139,-1.0,,-8.478283,62.85559892654419,22.7835,1.0404989e-21,82,72950,0.14999999,-4.419677,-1.9214143,6.256586,-4.296319,-2.3322709
6.788158e-07,83,25,1.0524505,519.78174,-4.000296,14.466876,185,14.466876,-1.2624304,890.9518072289156,5.0,68.422585,116.43876,1.6761991e-23,3.0,67.482315,,-11.010139,0.5,,7.3455005,63.88857817649841,20.106686,2.1704319,83,73949,0.14999999,-4.41835,-0.94026935,6.26243,-4.1896377,-1.7416826
6.627497e-07,84,25,1.3142284,525.77686,-3.9864588,14.466876,185,14.466876,-1.2592479,892.2380952380952,-10.0,68.40118,116.43876,3.5716812e-16,3.0,67.47556,,-11.010139,-0.5,,-9.942169,64.72460150718689,41.0363,4.4487896e-11,84,74948,0.14999999,-4.413668,-0.92561394,6.259248,-4.0115113,-0.9951003
6.472474e-07,85,25,0.71293336,531.5181,-3.9982932,14.466876,185,14.466876,-1.2531546,893.4941176470588,-5.0,70.30269,116.43876,7.230891e-24,3.0,66.96558,,-11.010139,1.0,,-7.3900757,65.43120312690735,20.685505,0.040474176,85,75947,0.14999999,-4.4119005,-3.3371062,6.2531548,-4.3984094,-0.7413189
6.3228265e-07,86,25,1.6046273,542.2665,-4.0095134,14.466876,185,14.466876,-1.3054242,894.7209302325581,-10.0,67.4792,116.43876,0.005980134,3.0,66.082184,,-11.010139,0.5,,-11.220786,66.37889695167542,41.316826,0.28250527,86,76946,0.14999999,-4.416866,-1.3970178,6.305424,-4.498747,-5.748335
6.1783095e-07,87,25,1.1744702,549.10223,-4.0177946,14.466876,185,14.466876,-1.31152,895.919540229885,5.0,65.74237,116.43876,4.5720935e-20,3.0,65.74608,,-11.010139,-0.5,,3.5133066,67.2361204624176,20.502462,3.5593828e-10,87,77945,0.14999999,-4.423166,0.0037063512,6.31152,-5.373814,-1.8357671
6.0386907e-07,88,25,0.9106131,554.4245,-4.029223,14.466876,185,14.466876,-1.3002785,897.0909090909091,10.0,63.15627,116.43876,8.396708e-08,3.0,65.29285,,-11.010139,0.5,,10.912844,68.23471283912659,18.804234,0.017095,88,78944,0.14999999,-4.4129124,2.1365802,6.3002787,-3.6197853,-0.32227486
5.903753e-07,89,25,1.0854809,557.91187,-4.0403285,14.466876,185,14.466876,-1.2686723,891.4943820224719,-5.0,65.17065,116.43876,3.8390555e-11,3.0,64.44615,,-11.010139,-0.5,,-1.8022636,68.73510193824768,23.483435,1.4945799e-09,89,79343,0.14999999,-4.4083467,-0.72449297,6.2686725,-3.8635993,1.5126721
5.773287e-07,90,25,0.5850438,563.3656,-4.0515018,14.466876,185,14.466876,-1.2596176,892.6888888888889,10.0,63.227287,116.43876,0.010315662,3.0,63.364304,,-11.010139,-0.5,,12.128184,69.50189590454102,14.199433,2.8169149e-12,90,80342,0.14999999,-4.4002857,0.13701656,6.259618,-3.705497,-0.45373353
5.647098e-07,91,25,1.0176715,561.7645,-4.0625515,14.466876,185,14.466876,-1.1732368,885.6703296703297,,62.65767,116.43876,2.102722e-15,3.0,61.745346,,-11.010139,0.5,,0.9256064,69.84795475006104,19.239569,18.76935,91,80596,0.14999999,-4.414722,-0.9123213,6.173237,-5.2765203,6.601022
5.5250035e-07,92,25,0.6739592,567.27246,-3.885959,14.466876,185,14.466876,-1.1660051,886.9021739130435,-5.0,61.782383,116.43876,0.07923892,3.0,61.726776,,-11.010139,,,-2.1383562,70.61928105354309,14.794555,0.026098173,92,81595,0.14999999,-4.4072876,-0.055604987,6.166005,-3.6906154,-0.5079097
5.4068244e-07,93,25,1.1903721,572.27264,-3.896486,14.466876,185,14.466876,-1.1534696,888.1075268817204,5.0,61.03459,116.43876,1.0639906,3.0,61.492775,,-11.010139,,,6.6481786,71.43495750427246,19.711977,0.00642427,93,82594,0.14999999,-4.4059134,0.45818326,6.1534696,-3.9298987,-0.00019853636
5.292397e-07,94,25,1.5436077,577.27765,-3.9071124,14.466876,185,14.466876,-1.1412516,889.2872340425532,5.0,70.797134,116.43876,1.8468743e-08,3.0,58.724575,,-11.010139,1.0,,1.2897178,72.13453841209412,29.906094,0.008999532,94,83593,0.14999999,-4.3986864,-12.072559,6.1412516,-3.8603601,-0.0049829646
5.181564e-07,95,25,1.2577963,587.8624,-3.9175987,14.466876,185,14.466876,-1.1880255,890.4421052631579,,56.2254,116.43876,9.154805e-23,3.0,55.50906,,-11.010139,-0.5,,0.756539,72.8860878944397,20.774572,2.6165285e-09,95,84592,0.14999999,-4.3894167,-0.71633863,6.1880255,-3.9198203,-5.584775
5.0741784e-07,96,25,1.1547524,593.21484,-3.92807,14.466876,185,14.466876,-1.1793213,891.5729166666666,5.0,57.084328,116.43876,0.001344747,3.0,55.368656,,-11.010139,-1.0,,0.6546337,73.8277428150177,19.747738,2.3865993e-22,96,85591,0.14999999,-4.3794045,-1.7156712,6.1793213,-3.6178064,-0.35242596
4.9700947e-07,97,25,0.81686527,600.1362,-3.9384327,14.466876,185,14.466876,-1.1869714,892.680412371134,-5.0,56.00521,116.43876,4.2294266e-22,3.0,55.32331,,-11.010139,0.5,,-4.5008183,74.79677534103394,21.764046,8.376017,97,86590,0.14999999,-4.372717,-0.681899,6.1869717,-3.818311,-1.9213765
4.8691817e-07,98,25,0.8327166,606.5671,-3.8658652,14.466876,185,14.466876,-1.1894599,893.765306122449,10.0,53.08533,116.43876,3.2618293e-17,3.0,55.312798,,-11.010139,-0.5,,6.4961786,75.55657196044922,31.072945,2.3396601e-12,98,87589,0.14999999,-4.375322,2.2274673,6.18946,-4.405918,-1.4308475
4.7713115e-07,99,25,0.97544897,611.8195,-3.8760176,14.466876,185,14.466876,-1.1799952,893.4747474747475,-5.0,57.205235,116.43876,2.9398734e-07,3.0,55.28308,,-11.010139,-1.0,,-6.936657,76.22313451766968,21.473602,9.30107e-22,99,88454,0.14999999,-4.371144,-1.9221524,6.179995,-3.736602,-0.25244284
4.6763623e-07,100,25,0.8429123,618.63513,-3.8860679,14.466876,185,14.466876,-1.1863517,894.53,10.0,53.175476,116.43876,1.3942673e-26,3.0,54.97751,,-11.010139,0.5,,6.01851,77.15016078948975,17.601805,0.014814863,100,89453,0.14999999,-4.3689504,1.802034,6.186352,-4.061796,-1.8156403
4.584219e-07,101,25,1.1661552,625.2412,-3.89587,14.466876,185,14.466876,-1.190507,895.5643564356436,-10.0,55.710728,116.43876,7.68515e-18,3.0,54.897392,,-11.010139,-0.5,,-16.166613,78.09410214424133,32.55215,4.063499e-11,101,90452,0.14999999,-4.374226,-0.8133363,6.190507,-4.7050543,-1.6060535
4.4947728e-07,102,25,0.9737648,631.2647,-3.9057224,14.466876,185,14.466876,-1.18887,896.5784313725491,10.0,54.55385,116.43876,1.1986258e-14,3.0,53.98922,,-11.010139,-1.0,,7.656911,78.87421751022339,30.634644,1.7858154e-24,102,91451,0.14999999,-4.397339,-0.5646272,6.18887,-6.7843075,-1.0235264
4.40792e-07,103,25,0.60067105,637.1583,-3.9154785,14.466876,185,14.466876,-1.186003,892.3689320388349,-10.0,53.813732,116.43876,9.739992e-17,3.0,53.75736,,-11.010139,,,-4.78955,79.24252891540527,24.452984,0.0008444024,103,91914,0.14999999,-4.3953094,-0.0563728,6.1860027,-4.079926,-0.8935752
4.32356e-07,104,25,1.4691966,642.1629,-3.9251323,14.466876,185,14.466876,-1.174643,893.3942307692307,-10.0,55.272556,116.43876,0.01432886,3.0,53.77216,,-11.010139,0.5,,-10.439629,79.91630721092224,32.68796,0.2596452,104,92913,0.14999999,-4.395571,-1.5003973,6.174643,-3.9930456,-0.0045694974
4.2415985e-07,105,25,1.1670524,647.6524,-3.9322083,14.466876,185,14.466876,-1.168118,894.4,5.0,54.77696,116.43876,1.3142337e-05,3.0,53.64404,,-11.010139,0.5,,3.1430078,80.66907715797424,22.625853,2.0275707,105,93912,0.14999999,-4.3884034,-1.1329188,6.168118,-3.9852242,-0.48950735
4.161946e-07,106,25,0.79099387,654.3244,-3.922561,14.466876,185,14.466876,-1.1728715,895.3867924528302,-5.0,57.473118,116.43876,0.13424285,3.0,53.631836,,-11.010139,1.0,,-3.5731268,81.7983295917511,20.67664,0.03752217,106,94911,0.14999999,-4.3895183,-3.841282,6.1728716,-4.6128383,-1.6719869
4.084516e-07,107,25,1.0574489,666.1159,-3.9315968,14.466876,185,14.466876,-1.2253823,896.3551401869158,5.0,53.371536,116.43876,4.5485554e-28,3.0,53.39213,,-11.010139,-0.5,,5.6712456,82.79753684997559,16.599133,3.2654202e-10,107,95910,0.14999999,-4.3939147,0.020594658,6.2253823,-4.6061,-6.7915416
4.0092266e-07,108,25,0.88874525,671.15643,-3.9408991,14.466876,185,14.466876,-1.2144114,894.0648148148148,-5.0,53.552116,116.43876,0.0061007747,3.0,52.98257,,-11.010139,-0.5,,-5.385453,83.57342791557312,20.310083,1.3531227e-09,108,96559,0.14999999,-4.389225,-0.5695466,6.2144113,-3.9039257,-0.04052835
3.936001e-07,109,25,1.1647009,677.29456,-3.9501157,14.466876,185,14.466876,-1.2137115,895.0275229357799,,52.629055,116.43876,6.192889e-05,3.0,52.595806,,-11.010139,,,1.0077105,84.40781736373901,20.736376,0.05507834,109,97558,0.14999999,-4.3942375,-0.03324926,6.2137117,-4.790058,-1.1381081
3.8647622e-07,110,25,1.2102528,682.3092,-3.958743,14.466876,185,14.466876,-1.2028106,895.9727272727273,-10.0,54.834953,116.43876,1.0588132e-10,3.0,52.420094,,-11.010139,-1.0,,-12.356383,85.49115347862244,36.580887,3.1738007e-23,110,98557,0.14999999,-4.389177,-2.41486,6.202811,-3.947652,-0.014630847
3.7954405e-07,111,25,1.2555156,689.2677,-3.9677927,14.466876,185,14.466876,-1.2096187,896.9009009009009,5.0,51.679436,116.43876,5.540249e-16,3.0,52.088528,,-11.010139,,,9.623601,86.4044303894043,18.820272,0.006899088,111,99556,0.14999999,-4.388457,0.4090937,6.2096186,-4.408573,-1.9584965
3.727967e-07,112,25,0.843551,693.3253,-3.9766994,14.466876,185,14.466876,-1.1904049,893.0,-5.0,51.717995,116.43876,0.0001345534,3.0,51.669895,,-11.010139,,,-1.5576842,86.97241926193237,19.53603,0.0285771,112,100016,0.14999999,-4.382947,-0.04810077,6.190405,-3.976732,0.94233763
3.6622777e-07,113,25,1.1031802,698.34454,-3.9853332,14.466876,185,14.466876,-1.1800402,893.9380530973451,,52.272655,116.43876,0.32876918,3.0,51.193657,,-11.010139,0.5,,1.1942492,87.81674027442932,17.552677,17.374561,113,101015,0.14999999,-4.380668,-1.0789987,6.1800404,-3.9351985,-0.019194413
3.598309e-07,114,25,0.9554508,704.56366,-3.8511202,14.466876,185,14.466876,-1.1803831,894.859649122807,10.0,46.92679,116.43876,9.387547e-05,3.0,49.43199,,-11.010139,,,13.912144,88.91892147064209,22.394272,4.6976627e-05,114,102014,0.14999999,-4.377595,2.5052047,6.180383,-4.0855217,-1.2191412
3.5360017e-07,115,25,1.0911124,703.0552,-3.8598533,14.466876,185,14.466876,-1.1135235,889.4,-10.0,54.99978,116.43876,2.2150085e-25,3.0,49.283787,,-11.010139,1.0,,-11.993269,89.41919779777527,36.2159,0.0011070658,115,102281,0.14999999,-4.3840666,-5.7159934,6.1135235,-5.032113,6.508469
3.4752992e-07,116,25,0.72651744,713.61346,-3.868502,14.466876,185,14.466876,-1.1518403,890.3448275862069,10.0,46.69883,116.43876,5.990008e-37,3.0,48.402733,,-11.010139,-0.5,,8.957709,90.26455020904541,26.98964,2.3458358e-12,116,103280,0.14999999,-4.391212,1.7039049,6.15184,-5.20697,-5.5582757
3.416146e-07,117,25,0.7634638,715.76355,-3.8770854,14.466876,185,14.466876,-1.1176369,885.5982905982906,10.0,46.73668,116.43876,1.5460937e-08,3.0,48.151054,,-11.010139,0.5,,9.629516,90.75453472137451,17.289248,0.014682389,117,103615,0.14999999,-4.388216,1.4143761,6.1176367,-3.732878,2.849967
3.3584908e-07,118,25,1.2876204,721.793,-3.8854709,14.466876,185,14.466876,-1.11689,886.5593220338983,10.0,55.64884,116.43876,0.034216594,3.0,48.0716,,-11.010139,1.0,,16.470306,91.86183047294617,35.4753,6.738788e-05,118,104614,0.14999999,-4.3851585,-7.5772414,6.11689,-3.7634242,-1.0294883
3.3022823e-07,119,25,1.243335,732.2417,-3.893909,14.466876,185,14.466876,-1.1532917,887.5042016806723,5.0,57.300503,116.43876,0.2794244,3.0,48.060196,,-11.010139,1.0,,12.177322,93.0588128566742,26.418268,0.008881491,119,105613,0.14999999,-4.402782,-9.240305,6.1532917,-6.647366,-5.448695
3.2474742e-07,120,25,1.1300288,740.92566,-3.9022026,14.466876,185,14.466876,-1.1743802,888.4333333333333,,48.553753,116.43876,2.047822e-17,3.0,47.924114,,-11.010139,-0.5,,-1.2554672,93.89302563667297,19.418419,2.5765527e-09,120,106612,0.14999999,-4.407529,-0.6296371,6.1743803,-5.1360188,-3.6839263
3.194018e-07,121,25,1.0908605,746.65466,-3.9105015,14.466876,185,14.466876,-1.1706997,889.3471074380166,5.0,49.477444,116.43876,0.057504218,3.0,47.830418,,-11.010139,-1.0,,0.5343605,94.87335991859436,20.098652,2.3450318e-22,121,107611,0.14999999,-4.4035683,-1.6470248,6.1706996,-4.0125556,-0.7290215
3.141872e-07,122,25,1.0977386,754.04584,-3.918732,14.466876,185,14.466876,-1.1807036,890.2459016393443,-10.0,48.5037,116.43876,2.2047539e-06,3.0,47.673634,,-11.010139,-0.5,,-7.151502,95.74877381324768,29.188534,4.1574667e-11,122,108610,0.14999999,-4.4024243,-0.83006704,6.1807036,-4.3060336,-2.391175
3.0909925e-07,123,25,0.8729716,759.6435,-3.9268954,14.466876,185,14.466876,-1.1759634,891.130081300813,-5.0,48.445755,116.43876,2.1071649e-09,3.0,47.61355,,-11.010139,0.5,,-2.397304,96.65978837013245,21.725344,8.279937,123,109609,0.14999999,-4.3982716,-0.8322049,6.1759634,-3.907597,-0.59767926
3.0413386e-07,124,25,1.0706156,765.74774,-3.869845,14.466876,185,14.466876,-1.1753851,892.0,-5.0,49.558304,116.43876,3.871615e-23,3.0,47.522934,,-11.010139,-1.0,,-11.7358055,97.70230031013489,22.021217,9.243839e-22,124,110608,0.14999999,-4.3966174,-2.03537,6.175385,-4.02872,-1.1042612
2.992872e-07,125,25,0.53834295,772.6019,-3.877877,14.466876,185,14.466876,-1.1808155,892.856,-10.0,47.29591,116.43876,1.0052377e-08,3.0,47.244926,,-11.010139,,,-10.9897585,98.48773431777954,23.371807,0.0008132411,125,111607,0.14999999,-4.3963084,-0.05098506,6.1808157,-4.3714347,-1.8541625
2.0698488e-07,126,36,0.5861811,777.62494,-3.8858387,14.466876,185,14.466876,-1.1716264,893.6984126984127,-6.0,76.411224,116.43876,2.5079222,3.0,76.276306,,-11.010139,0.2,,-5.2287087,99.31757998466492,21.636328,0.6095461,126,112606,0.14999999,-4.3979335,-0.13491613,6.1716266,-4.119448,-0.023009516
2.0373817e-07,127,36,1.0417114,782.94574,-3.888918,14.466876,185,14.466876,-1.164927,894.5275590551181,6.0,74.86528,116.43876,0.00744118,3.0,75.10196,,-11.010139,0.2,,6.146304,105.27027821540833,17.158232,0.112282895,127,113605,0.14999999,-4.3972044,0.23668091,6.164927,-3.8766313,-0.32078698
2.0056716e-07,128,36,0.84617436,788.0517,-3.8958774,14.466876,185,14.466876,-1.1566539,895.34375,-6.0,72.4524,116.43876,0.00037042843,3.0,72.34729,,-11.010139,-0.2,,-2.1018276,106.33090615272522,21.253353,7.4517644e-05,128,114604,0.14999999,-4.393669,-0.10510889,6.156654,-3.9535007,-0.10596012
1.9746963e-07,129,36,1.0299673,793.0731,-3.9036589,14.466876,185,14.466876,-1.1478539,896.1472868217054,6.0,71.05242,116.43876,0.41023228,3.0,71.49156,,-11.010139,-0.2,,10.722206,107.2570104598999,18.299736,1.3791387e-05,129,115603,0.14999999,-4.3919487,0.43913922,6.147854,-3.977332,-0.021472238
1.9444334e-07,130,36,0.8765525,791.62354,-3.9113808,14.466876,185,14.466876,-1.0894119,891.3076923076923,-2.0,67.6244,116.43876,3.2966873e-05,3.0,67.45897,,-11.010139,0.2,,-3.1220624,107.72270035743713,14.356874,2.1029787,130,115870,0.14999999,-4.390017,-0.1654288,6.0894117,-4.1388392,6.4496183
1.9148608e-07,131,36,0.7992691,796.6446,-3.9029965,14.466876,185,14.466876,-1.0812564,892.1297709923664,6.0,65.39748,116.43876,4.392993e-06,3.0,65.59899,,-11.010139,-0.6,,5.2482977,108.68651342391968,30.649132,1.3611087e-12,131,116869,0.14999999,-4.387258,0.2015163,6.0812564,-3.8852756,-0.021057352
1.8859575e-07,132,36,1.2769699,801.2357,-3.9106011,14.466876,185,14.466876,-1.0699675,888.5075757575758,-10.0,66.84749,116.43876,6.648117e-21,3.0,65.245895,,-11.010139,0.6,,-13.453136,109.48768424987793,48.63712,0.21170817,132,117283,0.14999999,-4.3892913,-1.6015899,6.0699673,-4.4214635,0.40887436
1.8577038e-07,133,36,1.2762952,806.77734,-3.9165456,14.466876,185,14.466876,-1.0659951,889.3383458646616,2.0,66.845695,116.43876,2.1202071e-05,3.0,65.034615,,-11.010139,0.6,,0.56091213,110.39276623725891,34.234318,8.100771,133,118282,0.14999999,-4.392648,-1.8110822,6.065995,-4.99332,-0.54163
1.8300804e-07,134,36,1.0645232,813.19,-3.864911,14.466876,185,14.466876,-1.0685822,890.1567164179105,-6.0,65.594894,116.43876,1.072177e-14,3.0,64.69491,,-11.010139,-0.6,,-13.06191,111.30963945388794,25.932722,7.1348157e-12,134,119281,0.14999999,-4.390399,-0.8999846,6.068582,-4.287866,-1.4126647
1.8030686e-07,135,36,1.1936469,818.6811,-3.8723462,14.466876,185,14.466876,-1.0643042,890.9629629629629,2.0,64.23226,116.43876,9.0355545e-09,3.0,64.05739,,-11.010139,0.2,,4.5911703,112.45323824882507,18.182564,1.1495798,135,120280,0.14999999,-4.3910174,-0.17487489,6.0643044,-4.4872847,-0.4910521
1.7766503e-07,136,36,1.0145886,823.65717,-3.8712468,14.466876,185,14.466876,-1.0563028,890.25,2.0,63.13214,116.43876,6.4256983,3.0,63.08296,,-11.010139,-0.2,,1.5007027,113.32005023956299,17.990078,0.00013898063,136,121074,0.14999999,-4.3861756,-0.049182743,6.056303,-3.8855813,0.023886316
1.7508086e-07,137,36,0.94510776,828.7625,-3.878572,14.466876,185,14.466876,-1.0493615,891.043795620438,-10.0,63.213417,116.43876,0.00026114672,3.0,62.95874,,-11.010139,0.2,,-12.341305,114.10961151123047,29.59181,0.030411363,137,122073,0.14999999,-4.382834,-0.25467837,6.049361,-3.9176528,-0.10535354
1.7255263e-07,138,36,0.47879598,834.44507,-3.8856227,14.466876,185,14.466876,-1.0467036,891.8260869565217,-10.0,62.99346,116.43876,0.0015623331,3.0,62.906807,,-11.010139,-0.2,,-13.375892,114.88046669960022,16.2232,3.7067296e-06,138,123072,0.14999999,-4.3849583,-0.08665631,6.0467033,-4.577598,-0.6825777
1.7007879e-07,139,36,1.1042085,839.5993,-3.892843,14.466876,185,14.466876,-1.0402827,892.5971223021583,6.0,63.654312,116.43876,4.814409e-15,3.0,62.039356,,-11.010139,0.6,,8.894283,115.69116687774658,30.984112,0.75999355,139,124071,0.14999999,-4.391182,-1.6149548,6.0402827,-4.719198,-0.15420511
1.6765776e-07,140,36,1.0489938,846.7978,-3.8945587,14.466876,185,14.466876,-1.0485556,893.3571428571429,-2.0,62.682087,116.43876,0.09081845,3.0,61.432945,,-11.010139,0.6,,-4.7562046,116.47555494308472,20.936775,13.941863,140,125070,0.14999999,-4.392175,-1.24914,6.0485554,-4.5815063,-2.1984682
1.6528809e-07,141,36,0.9988134,853.68396,-3.8067436,14.466876,185,14.466876,-1.054496,894.1063829787234,10.0,58.04765,116.43876,5.3639666e-13,3.0,61.423862,,-11.010139,-0.2,,14.3315115,117.37664985656738,23.81799,2.0324347e-07,141,126069,0.14999999,-4.3942657,3.3762121,6.054496,-4.6923857,-1.8861573
1.6296828e-07,142,36,0.9198499,853.97565,-3.8138108,14.466876,185,14.466876,-1.013913,889.9084507042254,-2.0,61.259117,116.43876,1.5648837e-05,3.0,61.137928,,-11.010139,-0.2,,-3.4536476,117.81549596786499,14.714504,0.00023086218,142,126367,0.14999999,-4.4006867,-0.12118893,6.013913,-5.2628584,4.7082906
1.6069696e-07,143,36,0.9609659,858.98065,-3.8208268,14.466876,185,14.466876,-1.0068576,890.6713286713286,2.0,61.03729,116.43876,0.0030138015,3.0,60.53232,,-11.010139,-0.6,,-3.466387,118.59699058532715,15.387842,1.3050598e-11,143,127366,0.14999999,-4.397721,-0.5049687,6.006858,-3.877429,-0.0049779923
1.5847283e-07,144,36,0.8807226,864.59674,-3.8277953,14.466876,185,14.466876,-1.0041441,891.4236111111111,10.0,58.1496,116.43876,1.37852245e-08,3.0,59.627373,,-11.010139,0.2,,14.090439,119.39621186256409,26.106731,0.0017150111,144,128365,0.14999999,-4.394794,1.4777709,6.004144,-3.9098623,-0.61609906
1.5629453e-07,145,36,0.7540069,863.5648,-3.834704,14.466876,185,14.466876,-0.9556192,887.1724137931035,10.0,57.501675,116.43876,0.00023121428,3.0,59.60552,,-11.010139,-0.6,,12.862145,119.83175015449524,39.579502,2.0641029e-14,145,128640,0.14999999,-4.4002485,2.1038435,5.9556193,-5.0329375,6.031949
1.5416083e-07,146,36,1.162698,854.0972,-3.8415768,14.467577,183,14.467577,-0.8499809,882.3493150684932,-2.0,59.283413,116.43876,9.98418e-05,3.0,58.37377,,-11.010139,-0.6,,-1.2097043,120.2516119480133,21.806746,2.344146e-11,146,128823,0.14999999,-4.4078445,-0.90963936,5.849981,-5.219453,14.467577
1.5207053e-07,147,36,0.65896326,859.8791,-3.8484027,14.467577,183,14.467577,-0.84951764,883.1428571428571,-6.0,57.596466,116.43876,2.9024975e-06,3.0,57.447617,,-11.010139,0.2,,-4.3003187,121.00277256965637,18.82363,0.587149,147,129822,0.14999999,-4.4043894,-0.14885065,5.849518,-4.0130267,-0.7818852
1.5002249e-07,148,36,0.9967406,864.8825,-3.8511963,14.467577,183,14.467577,-0.8438007,883.9256756756756,6.0,56.94043,116.43876,0.020639708,3.0,57.195923,,-11.010139,0.2,,11.602693,121.78744530677795,17.998713,0.1081263,148,130821,0.14999999,-4.4031143,0.25549427,5.8438005,-3.8609629,-0.0034117328
1.4801552e-07,149,36,1.2858208,861.54816,-3.8572,14.467577,183,14.467577,-0.7822024,879.6308724832214,-10.0,58.011673,116.43876,1.0124247e-15,3.0,56.960594,,-11.010139,-0.6,,-17.671637,122.1723985671997,49.23048,3.558115e-13,149,131065,0.14999999,-4.402063,-1.0510795,5.7822022,-4.2166,8.334353
1.4604855e-07,150,36,0.9836261,867.8566,-3.863889,14.467577,183,14.467577,-0.78571075,880.4266666666666,6.0,55.253082,116.43876,7.499382e-14,3.0,55.92205,,-11.010139,-0.2,,14.043117,122.98703193664551,16.548002,1.3253664e-05,150,132064,0.14999999,-4.4229264,0.66896856,5.785711,-7.7153587,-1.3084552
1.4412053e-07,151,36,0.9768196,870.6831,-3.8705332,14.467577,183,14.467577,-0.76611316,877.0596026490066,-6.0,57.187107,116.43876,4.2664467e-14,3.0,55.90812,,-11.010139,0.6,,2.2846634,123.48961997032166,30.291458,4.0471673,151,132436,0.14999999,-4.428119,-1.2789886,5.7661133,-5.1677494,2.1735241
1.4223045e-07,152,36,0.8197465,877.40173,-3.8506844,14.467577,183,14.467577,-0.77237993,877.8618421052631,-6.0,55.954514,116.43876,4.489234e-08,3.0,55.861996,,-11.010139,-0.2,,-0.6817872,124.36579298973083,19.044971,7.122488e-05,152,133435,0.14999999,-4.4287906,-0.09251788,5.77238,-4.463271,-1.7186602
1.403773e-07,153,36,1.2570709,882.422,-3.8572414,14.467577,183,14.467577,-0.76746416,878.6535947712418,10.0,57.70317,116.43876,9.71807e-07,3.0,55.566025,,-11.010139,0.6,,11.330729,125.26942825317383,36.681316,0.011908228,153,134434,0.14999999,-4.426945,-2.1371448,5.767464,-3.9404166,-0.02027616
1.3856015e-07,154,36,0.87793386,889.517,-3.8636782,14.467577,183,14.467577,-0.77608466,879.4350649350649,10.0,50.051235,116.43876,3.3554905e-15,3.0,54.906094,,-11.010139,-0.6,,7.349864,126.05394864082336,33.541325,2.1247842e-14,154,135433,0.14999999,-4.4277472,4.8548594,5.776085,-4.7346478,-2.0950236
1.3677804e-07,155,36,0.8694765,894.54193,-3.8701508,14.467577,183,14.467577,-0.77123815,877.3483870967742,-2.0,53.71352,116.43876,3.2957945e-05,3.0,53.573483,,-11.010139,0.2,,-3.610593,126.67136073112488,13.613583,2.0180361,155,135989,0.14999999,-4.424467,-0.1400377,5.7712383,-3.7467747,-0.024874844
1.3503009e-07,156,36,1.1924083,899.5689,-3.863646,14.467577,183,14.467577,-0.7664673,878.1282051282051,10.0,49.457157,116.43876,6.833182e-05,3.0,53.48843,,-11.010139,-0.2,,7.348487,127.50227308273315,22.51551,2.1514379e-07,156,136988,0.14999999,-4.421737,4.0312734,5.766467,-3.8519816,-0.026976548
1.3331542e-07,157,36,1.1974365,904.2908,-3.870036,14.467577,183,14.467577,-0.7598139,875.859872611465,-10.0,54.671844,116.43876,4.4662095e-15,3.0,53.271507,,-11.010139,0.6,,-6.7075796,128.0776927471161,40.287186,0.20329203,157,137510,0.14999999,-4.4165907,-1.4003388,5.759814,-3.7574377,0.2781149
1.3163326e-07,158,36,1.0248995,911.68646,-3.875091,14.467577,183,14.467577,-0.7701674,876.6392405063291,10.0,49.516354,116.43876,6.4414984e-10,3.0,52.684155,,-11.010139,0.2,,17.571653,128.88449501991272,23.903196,0.0017980731,158,138509,0.14999999,-4.4179425,3.1677995,5.7701674,-4.753066,-2.3956754
1.299827e-07,159,36,0.56617945,908.9283,-3.881389,14.467577,183,14.467577,-0.71653,872.6352201257862,-10.0,52.48689,116.43876,2.7387197e-18,3.0,52.389988,,-11.010139,-0.2,,-6.804806,129.2654163837433,23.862654,3.6910671e-06,159,138749,0.14999999,-4.434306,-0.09690242,5.71653,-7.005617,7.7581763
1.2836298e-07,160,36,0.83925354,914.2831,-3.8876586,14.467577,183,14.467577,-0.71426916,873.425,-10.0,52.636425,116.43876,0.0032261787,3.0,52.398487,,-11.010139,0.2,,-5.653879,130.14585494995117,27.70153,0.030688956,160,139748,0.14999999,-4.4333267,-0.23793814,5.714269,-3.8275845,-0.35479042
