Delta,Iteration,GridSize,IWMean,Regret,DenMISELogFirst,ReturnAbsMax,MinEpLen,ReturnMax,ReturnMean,AvgEpLen,MountainCar_mu1_higher,BoundBonus,ReturnStepMax,IWLastEpisode,MountainCar_std1_higher,Bound,IWMin,ReturnMin,MountainCar_mu0_higher,NumTrainableParams,ActionIn1,TimeElapsed,IWMax,IWFirstEpisode,NumTrajectories,TimestepsSoFar,MountainCar_std0_higher,DenMISEMeanLog,BoundMISE,Regret/t,DenMISELogLast,ReturnLastEpisode
4.74943e-05,16,9,1.0940561,105.072784,-4.320296,9.55166,230,9.55166,-1.567049,847.875,,52.64453,98.71424,0.0004467977,3.0,52.602695,,-8.69351,,,4.0043325,9.504028558731079,13.870689,0.07975318,16,13566,0.14999999,-4.184226,-0.041835036,6.567049,-6.676119,-0.36156684
4.2071075e-05,17,9,0.9374568,110.183685,-4.3759484,9.55166,230,9.55166,-1.4813935,856.7647058823529,,52.98366,98.71424,2.2757303e-13,3.0,51.608833,,-8.69351,-1.0,,0.10827291,10.217221021652222,15.615539,3.0349992e-21,17,14565,0.14999999,-4.1915703,-1.3748293,6.4813933,-4.170006,-0.11090311
3.7526363e-05,18,9,0.9316703,117.577545,-4.433107,9.55166,230,9.55166,-1.5320859,864.6666666666666,,53.283367,98.71424,,3.0,49.712032,,-8.69351,1.0,,7.0955114,10.962669372558594,15.843506,0.12374357,18,15564,0.14999999,-4.188341,-3.571334,6.532086,-3.832061,-2.3938591
3.368017e-05,19,9,1.0687779,132.62767,-4.480323,10.050124,230,9.55166,-1.9804037,871.7368421052631,10.0,39.853924,116.43876,5.6007465e-16,3.0,45.20688,,-10.050124,,,3.542361,11.829468488693237,9.497689,8.813353e-05,19,16563,0.14999999,-4.319677,5.3529563,6.980404,-6.392681,-10.050124
3.0396353e-05,20,9,1.2786793,137.64694,-4.5316114,10.050124,230,9.55166,-1.8823467,878.1,,40.044106,116.43876,7.5429235,3.0,39.97651,,-10.050124,,,0.17264193,12.53285527229309,9.25408,0.09851928,20,17562,0.14999999,-4.297673,-0.06759749,6.8823466,-3.7846475,-0.019263566
2.7570388e-05,21,9,0.7215768,142.64835,-4.5754876,10.050124,230,9.55166,-1.7927787,883.8571428571429,-10.0,40.23922,116.43876,0.022439977,3.0,40.02966,,-10.050124,,,-11.332679,13.362369298934937,10.483599,0.0016337578,21,18561,0.14999999,-4.2289987,-0.20956023,6.792779,-2.9773693,-0.0014193391
2.5120953e-05,22,9,1.010275,147.67505,-4.62193,10.050124,230,9.55166,-1.7125019,889.0909090909091,10.0,40.41728,116.43876,7.5730036e-22,3.0,39.720512,,-10.050124,-1.0,,6.685564,14.140663146972656,10.989169,3.654944e-24,22,19560,0.14999999,-4.2011647,-0.69676656,6.712502,-3.2457855,-0.02668464
2.2984013e-05,23,9,0.9825365,153.89754,-4.666382,10.050124,230,9.55166,-1.6911972,867.9565217391304,,40.58609,116.43876,0.3003544,3.0,38.58233,,-10.050124,-1.0,,1.3205445,14.490137338638306,11.224843,4.057809e-21,23,19963,0.14999999,-4.2095304,-2.0037608,6.6911974,-4.2426815,-1.2224945
2.110858e-05,24,9,1.0004495,160.3837,-4.7089415,10.050124,230,9.55166,-1.6826539,873.4166666666666,-10.0,40.7478,116.43876,0.0026171128,3.0,38.41777,,-10.050124,-1.0,,-4.164537,15.213062286376953,11.999989,6.7202694e-23,24,20962,0.14999999,-4.1977696,-2.3300278,6.682654,-3.755824,-1.4861611
1.9453666e-05,25,9,0.66822517,168.18709,-4.7497635,10.050124,230,9.55166,-1.7274835,878.44,,40.901863,116.43876,,3.0,37.203938,,-10.050124,1.0,,2.5886223,16.051642417907715,11.703506,0.16984192,25,21961,0.14999999,-4.2443414,-3.6979272,6.7274837,-5.193737,-2.803393
1.7986009e-05,26,9,0.771598,179.6651,-4.782213,10.050124,230,9.55166,-1.9101962,883.0769230769231,10.0,33.517014,116.43876,1.3854469e-12,3.0,37.084408,,-10.050124,,,5.7056956,16.659780740737915,8.664575,0.000119192926,26,22960,0.14999999,-4.2290072,3.5673947,6.9101963,-3.4383526,-6.4780173
1.6678383e-05,27,9,0.9432415,184.28714,-4.819949,10.050124,230,9.55166,-1.82545,870.7407407407408,-10.0,41.191185,116.43876,3.9289716e-15,3.0,36.837864,,-10.050124,1.0,,-11.077618,17.069605827331543,13.309938,0.0028915969,27,23510,0.14999999,-4.219704,-4.3533206,6.82545,-3.6752903,0.37795663
9.122555e-06,28,16,0.01783593,195.76576,-4.8562098,10.050124,230,9.55166,-1.9916344,875.3214285714286,-3.3333333,747.2895,116.43876,2.6113547e-23,3.0,747.28894,,-10.050124,-0.33333334,,-5.6691995,17.895362615585327,0.2832616,5.423412e-06,28,24509,0.14999999,-4.228778,-0.0005673071,6.9916344,-4.264648,-6.4786186
8.504261e-06,29,16,0.077619106,200.8103,-4.8913007,10.050124,230,9.55166,-1.9244932,879.5862068965517,3.3333333,514.0506,116.43876,0.10640316,3.0,514.06494,,-10.050124,-0.33333334,,1.5406296,19.28671431541443,0.8933322,2.19082e-06,29,25508,0.14999999,-4.2574887,0.014372431,6.9244933,-4.096605,-0.044538144
7.94676e-06,30,16,5.6276994,205.85587,-4.9252024,10.050124,230,9.55166,-1.8618621,883.5666666666667,-10.0,410.4296,116.43876,5.7498866e-05,3.0,408.49826,,-10.050124,0.33333334,,-11.053344,20.02507734298706,155.22491,0.36057192,30,26507,0.14999999,-4.2665615,-1.9313471,6.861862,-3.6233654,-0.045558684
7.4423347e-06,31,16,0.10595098,212.12003,-4.946045,10.050124,230,9.55166,-1.8425815,887.2903225806451,-10.0,356.44632,116.43876,3.1318348e-07,3.0,356.4417,,-10.050124,-0.33333334,,-6.1781836,20.968257427215576,2.971914,1.0902583e-07,31,27506,0.14999999,-4.278607,-0.0045988667,6.8425817,-5.8744736,-1.2641625
6.984457e-06,32,16,0.21973433,217.22408,-4.977793,10.050124,230,9.55166,-1.7882522,890.78125,10.0,356.87167,116.43876,2.5276107e-08,3.0,357.11295,,-10.050124,0.33333334,,9.059738,21.93242597579956,3.5531123,0.022548363,32,28505,0.14999999,-4.302758,0.24128439,6.7882524,-4.168829,-0.10404346
6.5675695e-06,33,16,0.06195916,222.84398,-5.0078607,10.050124,230,9.55166,-1.7528477,894.060606060606,10.0,320.4992,116.43876,0.0003845379,3.0,320.86786,,-10.050124,-0.33333334,,7.613246,22.953678607940674,1.2417551,6.881102e-09,33,29504,0.14999999,-4.3314023,0.36865062,6.7528477,-4.4746723,-0.6199046
6.186923e-06,34,16,1.4813492,225.9232,-5.0377135,10.050124,230,9.55166,-1.6448001,879.2058823529412,-3.3333333,172.90057,116.43876,0.00036967604,3.0,172.21457,,-10.050124,0.33333334,,-0.9556365,23.434865474700928,24.045603,21.959032,34,29893,0.14999999,-4.332877,-0.6860108,6.6448,-3.4575386,1.9207723
5.8384353e-06,35,16,1.2323675,231.86775,-4.568442,10.050124,230,9.55166,-1.624793,882.6285714285714,3.3333333,90.986084,116.43876,4.6757445,3.0,90.5884,,-10.050124,0.33333334,,4.9798136,24.3847177028656,18.687914,5.356802,35,30892,0.14999999,-4.3381424,-0.3976788,6.624793,-4.6912985,-0.9445531
5.5185833e-06,36,16,0.74589366,237.52847,-4.4542007,10.050124,230,9.55166,-1.5980132,885.8611111111111,-3.3333333,64.619545,116.43876,9.290544e-21,3.0,62.760525,,-10.050124,-1.0,,-5.2951794,25.228107213974,17.228643,2.8347314e-21,36,31891,0.14999999,-4.3340864,-1.8590198,6.598013,-4.292606,-0.66071856
5.224312e-06,37,16,0.43297225,244.36423,-4.4816,10.050124,230,9.55166,-1.6044384,888.918918918919,-3.3333333,64.76561,116.43876,2.2199689e-37,3.0,62.737263,,-10.050124,1.0,,-2.755309,26.04936718940735,7.012818,0.11218961,37,32890,0.14999999,-4.327168,-2.0283456,6.6044383,-3.7388237,-1.8357501
4.9529667e-06,38,16,1.2898166,254.30359,-4.5052404,10.050124,230,9.55166,-1.6921997,891.8157894736842,3.3333333,64.648964,116.43876,,3.0,62.439667,,-10.050124,-1.0,,7.2539353,26.755349159240723,13.667421,1.1635179e-21,38,33889,0.14999999,-4.3269362,-2.2092967,6.6921997,-3.7404048,-4.939362
4.7022245e-06,39,16,0.2483751,259.90103,-4.531216,10.050124,230,9.55166,-1.664129,879.025641025641,3.3333333,60.88475,116.43876,5.4036645e-06,3.0,60.937576,,-10.050124,-0.33333334,,2.9528923,27.23180913925171,5.872781,1.5283539e-06,39,34282,0.14999999,-4.3130503,0.05282731,6.6641293,-3.9402716,-0.59744686
4.4700523e-06,40,16,0.13783292,265.08026,-4.556534,10.050124,230,9.55166,-1.6270068,882.025,10.0,60.357285,116.43876,1.1714717,3.0,60.802917,,-10.050124,-0.33333334,,7.6840987,28.195695161819458,1.9967697,4.3817687e-09,40,35281,0.14999999,-4.3205833,0.44563293,6.6270065,-3.8640678,-0.17923416
4.2546603e-06,41,16,0.29728937,269.69666,-4.5812263,10.050124,230,9.55166,-1.577967,872.2439024390244,-10.0,60.898067,116.43876,2.3035469e-07,3.0,60.873005,,-10.050124,-0.33333334,,-13.320198,28.732999086380005,8.228469,7.569909e-08,41,35762,0.14999999,-4.333396,-0.02506183,6.577967,-3.9936655,0.38362032
4.0544687e-06,42,16,0.55594677,275.47314,-4.605324,10.050124,230,9.55166,-1.5588843,875.2619047619048,-3.3333333,60.827385,116.43876,0.20873068,3.0,60.778343,,-10.050124,-0.33333334,,-0.8399114,29.434539794921875,11.737198,4.220017e-06,42,36761,0.14999999,-4.383334,-0.04904356,6.558884,-5.7186804,-0.7764896
3.868082e-06,43,16,0.9791652,280.86298,-4.6288543,10.050124,230,9.55166,-1.5316972,878.1395348837209,10.0,60.917767,116.43876,2.9283868e-07,3.0,60.648556,,-10.050124,0.33333334,,15.85201,30.085724353790283,29.747639,0.01590643,43,37760,0.14999999,-4.387639,-0.269211,6.5316973,-4.0866623,-0.38983408
3.6942577e-06,44,16,1.7207354,285.62653,-4.651474,10.050124,230,9.55166,-1.491512,870.5454545454545,-10.0,61.244755,116.43876,9.209274e-15,3.0,60.11268,,-10.050124,0.33333334,,-14.208187,30.605745553970337,36.717007,0.27422887,44,38304,0.14999999,-4.417776,-1.1320775,6.491512,-5.5273256,0.23644158
3.5318933e-06,45,16,1.1575699,290.75424,-4.6677337,10.050124,230,9.55166,-1.4612054,873.4,-3.3333333,58.330936,116.43876,0.03854845,3.0,57.63231,,-10.050124,0.33333334,,-5.530459,31.3886935710907,16.012777,15.168163,45,39303,0.14999999,-4.4226317,-0.69862837,6.4612055,-4.979866,-0.12770903
3.3800018e-06,46,16,1.3954115,296.3002,-4.399232,10.050124,230,9.55166,-1.4413089,876.1304347826087,3.3333333,65.91483,116.43876,8.80748e-05,3.0,55.75744,,-10.050124,1.0,,6.115973,32.07048320770264,27.124102,0.040297233,46,40302,0.14999999,-4.416681,-10.1573925,6.441309,-4.168722,-0.5459722
3.2377015e-06,47,16,1.2727379,312.31036,-4.4198623,11.010139,230,9.55166,-1.644901,878.7446808510638,3.3333333,56.54968,116.43876,4.3817147e-07,3.0,56.01484,,-11.010139,0.33333334,,3.7145011,32.83636474609375,21.706064,4.6171956,47,41301,0.14999999,-4.438502,-0.5348407,6.6449013,-5.61811,-11.010139
3.1042032e-06,48,16,0.4828271,317.5021,-4.3472085,11.010139,230,9.55166,-1.6146272,881.25,10.0,47.93956,116.43876,0.0014237671,3.0,48.4981,,-11.010139,-0.33333334,,12.974285,33.7318320274353,16.857883,3.5541883e-09,48,42300,0.14999999,-4.4239964,0.5585385,6.6146274,-3.8824384,-0.1917604
2.9787932e-06,49,16,0.8779478,322.1336,-4.367828,11.010139,230,9.55166,-1.5741553,873.7551020408164,10.0,48.01643,116.43876,0.0040987562,3.0,48.01139,,-11.010139,0.33333334,,12.749388,34.107561349868774,18.348858,0.012252098,49,42814,0.14999999,-4.4318566,-0.005037347,6.5741553,-4.2499223,0.36849502
2.8608335e-06,50,16,1.102628,312.66675,-4.38778,14.466876,185,14.466876,-1.2533348,859.98,3.3333333,65.501305,116.43876,3.61547e-21,3.0,63.708817,,-11.010139,-1.0,,-1.6593493,34.38055372238159,13.225069,1.03457e-21,50,42999,0.14999999,-4.4343824,-1.7924863,6.253335,-4.3549314,14.466876
2.7497433e-06,51,16,0.9585597,320.41327,-4.4075828,14.466876,185,14.466876,-1.2826128,862.7058823529412,-3.3333333,65.47956,116.43876,7.0920663,3.0,63.284515,,-11.010139,-1.0,,-7.835533,35.14603662490845,18.664318,2.7056108e-21,51,43998,0.14999999,-4.4346285,-2.195047,6.282613,-4.4659343,-2.7465112
2.6450014e-06,52,16,0.73628914,327.24188,-4.427001,14.466876,185,14.466876,-1.2931135,865.3269230769231,-3.3333333,63.510216,116.43876,0.0008127147,3.0,63.361824,,-11.010139,-0.33333334,,-5.985414,35.81789803504944,14.341918,3.5307714e-06,52,44997,0.14999999,-4.427222,-0.1483919,6.2931137,-3.9131534,-1.8286426
2.5461316e-06,53,16,0.7941696,332.89917,-4.446049,14.466876,185,14.466876,-1.2811162,867.8490566037735,3.3333333,63.380726,116.43876,0.23766164,3.0,63.340004,,-11.010139,-0.33333334,,0.5623444,36.50221395492554,17.722775,1.4035775e-06,53,45996,0.14999999,-4.440394,-0.04072104,6.2811165,-4.8060155,-0.6572686
2.4527033e-06,54,16,0.7222755,338.5297,-4.464741,14.466876,185,14.466876,-1.2690684,870.2777777777778,-10.0,63.572926,116.43876,0.017112942,3.0,63.146496,,-11.010139,-0.33333334,,-13.5387125,37.187132358551025,23.92524,6.7375446e-08,54,46995,0.14999999,-4.4487033,-0.4264315,6.2690682,-4.6241727,-0.6305347
2.3643252e-06,55,16,1.4549602,343.96487,-4.4830904,14.466876,185,14.466876,-1.2539068,872.6181818181818,-10.0,63.775097,116.43876,3.5180245e-05,3.0,62.968044,,-11.010139,0.33333334,,-12.270587,37.87555980682373,24.961288,0.23173152,55,47994,0.14999999,-4.4601855,-0.80705214,6.2539067,-4.723421,-0.43517947
2.2806387e-06,56,16,0.7116772,349.32327,-4.4969044,14.466876,185,14.466876,-1.2379158,874.875,-3.3333333,66.0803,116.43876,1.407142e-05,3.0,62.598103,,-11.010139,1.0,,1.1513451,38.660200119018555,20.149277,0.11391983,56,48993,0.14999999,-4.451855,-3.4821954,6.237916,-4.2677927,-0.35840538
2.2013185e-06,57,16,1.0725981,359.98395,-4.512572,14.466876,185,14.466876,-1.3155079,877.0526315789474,-3.3333333,62.19473,116.43876,5.8194903e-05,3.0,61.579567,,-11.010139,0.33333334,,1.1489207,39.54627966880798,14.371741,12.988143,57,49992,0.14999999,-4.4435234,-0.6151609,6.315508,-3.62886,-5.6606655
2.1260653e-06,58,16,1.2989177,365.05856,-4.324689,14.466876,185,14.466876,-1.2941132,879.1551724137931,3.3333333,58.045906,116.43876,6.490708,3.0,57.704613,,-11.010139,0.33333334,,1.7214767,40.5362069606781,17.022821,4.198025,58,50991,0.14999999,-4.4348803,-0.34129268,6.294113,-3.9240484,-0.07461777
2.0546058e-06,59,16,0.9909691,370.6853,-4.271903,14.466876,185,14.466876,-1.2828019,881.1864406779661,10.0,52.383602,116.43876,0.19298542,3.0,57.073856,,-11.010139,0.33333334,,14.044203,41.35355806350708,18.898632,0.011131426,59,51990,0.14999999,-4.4200745,4.6902537,6.2828016,-3.761948,-0.6267424
1.98669e-06,60,16,1.4768997,379.04718,-4.288522,14.466876,185,14.466876,-1.3174533,883.15,3.3333333,66.43031,116.43876,0.21998447,3.0,54.517235,,-11.010139,1.0,,6.1516895,42.043920040130615,24.013742,0.03607401,60,52989,0.14999999,-4.445949,-11.913077,6.3174534,-5.8781834,-3.3618863
1.9220863e-06,61,16,1.7107552,392.31042,-4.30445,14.466876,185,14.466876,-1.4313183,885.0491803278688,10.0,64.62426,116.43876,5.169271,3.0,53.88876,,-11.010139,1.0,,10.716938,42.87353444099426,29.120754,0.000102457074,61,53988,0.14999999,-4.440072,-10.735499,6.4313183,-4.3934526,-8.263226
1.8605837e-06,62,16,0.61507607,400.63126,-4.3207088,14.466876,185,14.466876,-1.4617946,886.8870967741935,10.0,52.58236,116.43876,9.520883e-13,3.0,53.166214,,-11.010139,-0.33333334,,6.297829,43.96031093597412,16.00423,3.4612433e-09,62,54987,0.14999999,-4.4336576,0.5838529,6.461795,-4.496013,-3.3208468
1.8019862e-06,63,16,0.9977927,404.6262,-4.336709,14.466876,185,14.466876,-1.4226379,879.3809523809524,3.3333333,52.59041,116.43876,8.592602,3.0,52.559757,,-11.010139,-0.33333334,,2.5894945,44.35476493835449,15.484231,1.2582032e-06,63,55401,0.14999999,-4.4352574,-0.030651093,6.422638,-4.1027327,1.0050735
1.7461142e-06,64,16,0.8491633,410.17328,-4.3524575,14.466876,185,14.466876,-1.4089572,881.25,-3.3333333,52.653435,116.43876,1.4124923,3.0,52.346264,,-11.010139,-0.33333334,,-2.2665393,45.12027335166931,14.609574,3.2771445e-06,64,56400,0.14999999,-4.432937,-0.30716977,6.4089575,-4.2200575,-0.54706925
1.1068314e-06,65,25,0.68771595,415.44568,-4.3679614,14.466876,185,14.466876,-1.3914721,883.0615384615385,-5.0,145.75107,116.43876,0.6593127,3.0,145.69727,,-11.010139,,,-5.8903937,46.00798726081848,16.23182,0.04226113,65,57399,0.14999999,-4.4241357,-0.053799897,6.391472,-3.6599379,-0.27242336
1.073545e-06,66,25,1.508436,420.5127,-4.3825793,14.466876,185,14.466876,-1.3714043,884.8181818181819,5.0,135.87877,116.43876,0.017066209,3.0,136.47978,,-11.010139,,,5.518991,49.25196671485901,24.530163,0.01044555,66,58398,0.14999999,-4.4223866,0.6010165,6.371404,-3.9615517,-0.066995054
1.0417382e-06,67,25,1.1954306,425.44934,-4.3974586,14.466876,185,14.466876,-1.3499901,880.6417910447761,,114.0039,116.43876,0.591416,3.0,113.407906,,-11.010139,-0.5,,-1.5609655,49.901530742645264,31.137196,4.227914e-09,67,59003,0.14999999,-4.406483,-0.5959924,6.34999,-3.7387733,0.06333936
1.011324e-06,68,25,0.9228513,431.2392,-4.412274,14.466876,185,14.466876,-1.3417526,882.3823529411765,-5.0,111.55921,116.43876,3.2224542e-11,3.0,110.81966,,-11.010139,0.5,,-4.8435454,50.63644528388977,18.179134,13.453155,68,60002,0.14999999,-4.4092083,-0.7395548,6.3417525,-4.6624236,-0.7898345
9.822227e-07,69,25,0.65259653,437.24304,-4.246352,14.466876,185,14.466876,-1.3368554,884.072463768116,5.0,104.179565,116.43876,0.07170715,3.0,104.03548,,-11.010139,0.5,,4.1494665,51.62177753448486,18.615433,2.7759202,69,61001,0.14999999,-4.4118695,-0.14408943,6.3368554,-4.442226,-1.0038466
9.543596e-07,70,25,1.6076458,444.38147,-4.221298,14.466876,185,14.466876,-1.3483069,885.7142857142857,-10.0,100.26542,116.43876,2.6348172e-17,3.0,99.322845,,-11.010139,-0.5,,-9.438329,52.73818111419678,70.61982,5.6264146e-11,70,62000,0.14999999,-4.4274435,-0.94257396,6.3483067,-5.12011,-2.138462
9.276656e-07,71,25,1.6827699,450.27884,-4.235483,14.466876,185,14.466876,-1.3419554,887.3098591549295,-10.0,97.112595,116.43876,7.396202e-12,3.0,95.743576,,-11.010139,0.5,,-11.052425,53.52254772186279,72.62989,0.354131,71,62999,0.14999999,-4.43489,-1.3690215,6.341955,-5.1850753,-0.89734906
9.020761e-07,72,25,0.96235013,456.30084,-4.244494,14.466876,185,14.466876,-1.3375119,888.8611111111111,5.0,94.80007,116.43876,1.2996462e-16,3.0,94.760956,,-11.010139,-0.5,,5.875148,54.37855505943298,17.681849,4.465071e-10,72,63998,0.14999999,-4.434606,-0.039117124,6.337512,-4.7435284,-1.0220152
8.775309e-07,73,25,1.1194582,460.5017,-4.2582874,14.466876,185,14.466876,-1.3082426,882.3835616438356,-5.0,92.848305,116.43876,0.016931735,3.0,92.11109,,-11.010139,-0.5,,-3.2814302,54.8025860786438,32.260868,1.858563e-09,73,64414,0.14999999,-4.432241,-0.7372137,6.308243,-4.162306,0.7991398
8.539741e-07,74,25,0.6911436,466.18134,-4.271893,14.466876,185,14.466876,-1.2997478,883.9594594594595,10.0,85.12752,116.43876,5.736786e-14,3.0,88.48958,,-11.010139,0.5,,8.28997,55.78112244606018,20.501974,0.021790108,74,65413,0.14999999,-4.4294987,3.3620598,6.299748,-4.238033,-0.6796179
8.3135325e-07,75,25,0.53318244,472.4455,-4.2850213,14.466876,185,14.466876,-1.2992733,885.4933333333333,10.0,85.13905,116.43876,3.8380255e-10,3.0,85.46574,,-11.010139,-0.5,,6.5451045,56.61013698577881,11.263618,3.5578656e-12,75,66412,0.14999999,-4.432949,0.32668504,6.2992735,-4.336633,-1.2641717
8.096195e-07,76,25,1.2466022,478.1317,-4.298267,14.466876,185,14.466876,-1.2912066,881.0,,85.80003,116.43876,3.2935612e-14,3.0,84.5736,,-11.010139,0.5,,1.7514482,57.08917832374573,25.112616,23.758507,76,66956,0.14999999,-4.4491973,-1.2264313,6.2912064,-5.179289,-0.6862031
7.88727e-07,77,25,0.7180822,483.65253,-4.03932,14.466876,185,14.466876,-1.2812018,882.5324675324675,-5.0,79.738106,116.43876,0.043871615,3.0,79.68356,,-11.010139,,,-8.147569,58.143253326416016,15.064088,0.030423835,77,67955,0.14999999,-4.437822,-0.054539185,6.281202,-3.7082157,-0.5208436
7.6863284e-07,78,25,1.2766955,488.78925,-4.0518284,14.466876,185,14.466876,-1.2665287,884.025641025641,5.0,78.08392,116.43876,0.00064733933,3.0,78.6046,,-11.010139,,,4.1711445,59.074103116989136,21.05687,0.0075039165,78,68954,0.14999999,-4.43579,0.5206752,6.2665286,-3.9658067,-0.1366945
7.49297e-07,79,25,1.3848637,493.94598,-4.0644712,14.466876,185,14.466876,-1.2524809,885.4810126582279,,70.73346,116.43876,0.00011065728,3.0,69.95519,,-11.010139,-0.5,,-2.325746,60.03836631774902,26.61459,3.0304828e-09,79,69953,0.14999999,-4.4266896,-0.77826625,6.252481,-3.9152308,-0.15674007
