InvPendulum_mu3_higher,InvPendulum_mu1_higher,NumTrainableParams,TimeElapsed,InvPendulum_std1_higher,InvPendulum_mu2_higher,InvPendulum_std2_higher,MinEpLen,InvPendulum_std3_higher,Iteration,ReturnMean,AvgEpLen,NumTrajectories,ActionIn1,InvPendulum_std0_higher,InvPendulum_mu0_higher,TimestepsSoFar
-0.10712334,-0.11102458,,10.29116702079773,0.14999999,0.0034825685,0.14999999,14,0.14999999,147,-154.85286,127.19727891156462,147,-0.5381669,0.14999999,-0.18568558,18698
-0.10712334,-0.11102458,,10.55068588256836,0.14999999,0.0034825685,0.14999999,14,0.14999999,148,-157.0837,129.71621621621622,148,-0.80874467,0.14999999,-0.18568558,19198
-0.10712334,-0.11102458,,10.564206600189209,0.14999999,0.0034825685,0.14999999,14,0.14999999,149,-156.78078,128.98657718120805,149,-0.4957335,0.14999999,-0.18568558,19219
-0.10712334,-0.11102458,,10.661394119262695,0.14999999,0.0034825685,0.14999999,14,0.14999999,150,-157.61845,129.35333333333332,150,-0.11862627,0.14999999,-0.18568558,19403
-0.10712334,-0.11102458,,10.672605991363525,0.14999999,0.0034825685,0.14999999,14,0.14999999,151,-157.2699,128.60927152317882,151,-0.45372495,0.14999999,-0.18568558,19420
-0.10712334,-0.11102458,,10.687309980392456,0.14999999,0.0034825685,0.14999999,14,0.14999999,152,-156.90663,127.92105263157895,152,-0.36360598,0.14999999,-0.18568558,19444
-0.10712334,-0.11102458,,10.70479941368103,0.14999999,0.0034825685,0.14999999,14,0.14999999,153,-156.5949,127.24183006535948,153,-0.37279963,0.14999999,-0.18568558,19468
-0.10712334,-0.11102458,,10.728538036346436,0.14999999,0.0034825685,0.14999999,14,0.14999999,154,-156.321,126.66883116883118,154,-0.06965295,0.14999999,-0.18568558,19507
-0.10712334,-0.11102458,,10.757869005203247,0.14999999,0.0034825685,0.14999999,14,0.14999999,155,-156.02267,126.18064516129033,155,-0.3388874,0.14999999,-0.18568558,19558
-0.10712334,-0.11102458,,11.015970706939697,0.14999999,0.0034825685,0.14999999,14,0.14999999,156,-155.32124,128.57692307692307,156,-0.45507118,0.14999999,-0.18568558,20058
-0.10712334,-0.11102458,,11.028908252716064,0.14999999,0.0034825685,0.14999999,14,0.14999999,157,-154.98743,127.87898089171975,157,-0.56684124,0.14999999,-0.18568558,20077
-0.10712334,-0.11102458,,11.087479829788208,0.14999999,0.0034825685,0.14999999,14,0.14999999,158,-154.70967,127.72151898734177,158,-0.5079744,0.14999999,-0.18568558,20180
-0.10712334,-0.11102458,,11.35284161567688,0.14999999,0.0034825685,0.14999999,14,0.14999999,159,-155.25978,130.06289308176102,159,-0.58969474,0.14999999,-0.18568558,20680
-0.10712334,-0.11102458,,11.393249273300171,0.14999999,0.0034825685,0.14999999,14,0.14999999,160,-155.24449,129.69375,160,-0.6674082,0.14999999,-0.18568558,20751
-0.10712334,-0.11102458,,11.652033567428589,0.14999999,0.0034825685,0.14999999,14,0.14999999,161,-154.96768,131.9937888198758,161,-0.6281823,0.14999999,-0.18568558,21251
-0.10712334,-0.11102458,,11.66332483291626,0.14999999,0.0034825685,0.14999999,14,0.14999999,162,-154.66168,131.28395061728395,162,-0.33797178,0.14999999,-0.18568558,21268
-0.10712334,-0.11102458,,11.674771547317505,0.14999999,0.0034825685,0.14999999,14,0.14999999,163,-154.37277,130.58282208588957,163,-0.6912658,0.14999999,-0.18568558,21285
-0.10712334,-0.11102458,,11.690635681152344,0.14999999,0.0034825685,0.14999999,14,0.14999999,164,-154.07799,129.9268292682927,164,-0.03260669,0.14999999,-0.18568558,21308
-0.10712334,-0.11102458,,11.70757508277893,0.14999999,0.0034825685,0.14999999,14,0.14999999,165,-153.85599,129.2969696969697,165,-0.18822879,0.14999999,-0.18568558,21334
-0.10712334,-0.11102458,,11.769439458847046,0.14999999,0.0034825685,0.14999999,14,0.14999999,166,-154.11528,129.18072289156626,166,-0.4367261,0.14999999,-0.18568558,21444
-0.10712334,-0.11102458,,11.814738512039185,0.14999999,0.0034825685,0.14999999,14,0.14999999,167,-153.7852,128.8622754491018,167,-0.13523856,0.14999999,-0.18568558,21520
-0.10712334,-0.11102458,,12.077555179595947,0.14999999,0.0034825685,0.14999999,14,0.14999999,168,-155.8291,131.07142857142858,168,-0.18986145,0.14999999,-0.18568558,22020
-0.10712334,-0.11102458,,12.33698844909668,0.14999999,0.0034825685,0.14999999,14,0.14999999,169,-157.84633,133.25443786982248,169,-0.63001144,0.14999999,-0.18568558,22520
-0.10712334,-0.11102458,,12.364606142044067,0.14999999,0.0034825685,0.14999999,14,0.14999999,170,-157.53932,132.74117647058824,170,-0.5078306,0.14999999,-0.18568558,22566
-0.10712334,-0.11102458,,12.384040355682373,0.14999999,0.0034825685,0.14999999,14,0.14999999,171,-157.35031,132.140350877193,171,-0.44678563,0.14999999,-0.18568558,22596
-0.10712334,-0.11102458,,12.400663375854492,0.14999999,0.0034825685,0.14999999,14,0.14999999,172,-157.04358,131.51162790697674,172,-0.49888808,0.14999999,-0.18568558,22620
-0.10712334,-0.11102458,,12.410395383834839,0.14999999,0.0034825685,0.14999999,14,0.14999999,173,-156.74643,130.83236994219652,173,-1.1024718,0.14999999,-0.18568558,22634
-0.10712334,-0.11102458,,12.442158699035645,0.14999999,0.0034825685,0.14999999,14,0.14999999,174,-156.49661,130.4022988505747,174,-0.04530751,0.14999999,-0.18568558,22690
-0.10712334,-0.11102458,,12.46520447731018,0.14999999,0.0034825685,0.14999999,14,0.14999999,175,-156.34511,129.86857142857144,175,-0.5322227,0.14999999,-0.18568558,22727
-0.10712334,-0.11102458,,12.72713851928711,0.14999999,0.0034825685,0.14999999,14,0.14999999,176,-156.0158,131.9715909090909,176,-0.68921775,0.14999999,-0.18568558,23227
-0.10712334,-0.11102458,,12.98533034324646,0.14999999,0.0034825685,0.14999999,14,0.14999999,177,-157.84334,134.05084745762713,177,-0.019232497,0.14999999,-0.18568558,23727
-0.10712334,-0.11102458,,13.021126747131348,0.14999999,0.0034825685,0.14999999,14,0.14999999,178,-157.83173,133.61797752808988,178,-0.41117072,0.14999999,-0.18568558,23784
-0.10712334,-0.11102458,,13.041419982910156,0.14999999,0.0034825685,0.14999999,14,0.14999999,179,-157.65495,133.0614525139665,179,-0.07291743,0.14999999,-0.18568558,23818
-0.10712334,-0.11102458,,13.054479598999023,0.14999999,0.0034825685,0.14999999,14,0.14999999,180,-157.37932,132.42777777777778,180,-0.8800985,0.14999999,-0.18568558,23837
-0.10712334,-0.11102458,,13.084725379943848,0.14999999,0.0034825685,0.14999999,14,0.14999999,181,-157.06636,131.98342541436463,181,-0.19481125,0.14999999,-0.18568558,23889
-0.10712334,-0.11102458,,13.097990989685059,0.14999999,0.0034825685,0.14999999,14,0.14999999,182,-156.77658,131.36813186813185,182,-0.17342499,0.14999999,-0.18568558,23909
-0.10712334,-0.11102458,,13.160091638565063,0.14999999,0.0034825685,0.14999999,14,0.14999999,183,-156.92145,131.15300546448088,183,-0.521138,0.14999999,-0.18568558,24001
-0.10712334,-0.11102458,,13.444210529327393,0.14999999,0.0034825685,0.14999999,14,0.14999999,184,-158.77559,133.1576086956522,184,-0.43762237,0.14999999,-0.18568558,24501
-0.10712334,-0.11102458,,13.470297574996948,0.14999999,0.0034825685,0.14999999,14,0.14999999,185,-158.59644,132.63783783783785,185,-0.4509864,0.14999999,-0.18568558,24538
-0.10712334,-0.11102458,,13.484997749328613,0.14999999,0.0034825685,0.14999999,14,0.14999999,186,-158.30301,132.01075268817203,186,-0.6932671,0.14999999,-0.18568558,24554
-0.10712334,-0.11102458,,13.501999855041504,0.14999999,0.0034825685,0.14999999,14,0.14999999,187,-158.02348,131.41176470588235,187,-0.15272717,0.14999999,-0.18568558,24574
-0.10712334,-0.11102458,,13.521628379821777,0.14999999,0.0034825685,0.14999999,14,0.14999999,188,-157.77826,130.86170212765958,188,-0.4719271,0.14999999,-0.18568558,24602
-0.10712334,-0.11102458,,13.536094427108765,0.14999999,0.0034825685,0.14999999,14,0.14999999,189,-157.54517,130.2804232804233,189,-0.6526403,0.14999999,-0.18568558,24623
-0.10712334,-0.11102458,,13.801254272460938,0.14999999,0.0034825685,0.14999999,14,0.14999999,190,-157.77783,132.2263157894737,190,-0.47843355,0.14999999,-0.18568558,25123
-0.10712334,-0.11102458,,13.812653541564941,0.14999999,0.0034825685,0.14999999,14,0.14999999,191,-157.4989,131.62303664921467,191,-0.6802642,0.14999999,-0.18568558,25140
-0.10712334,-0.11102458,,13.868883848190308,0.14999999,0.0034825685,0.14999999,14,0.14999999,192,-157.23137,131.40625,192,-0.23951139,0.14999999,-0.18568558,25230
-0.10712334,-0.11102458,,13.997459411621094,0.14999999,0.0034825685,0.14999999,14,0.14999999,193,-158.16336,131.96373056994818,193,0.042290628,0.14999999,-0.18568558,25469
-0.10712334,-0.11102458,,14.011137247085571,0.14999999,0.0034825685,0.14999999,14,0.14999999,194,-157.95326,131.39175257731958,194,-0.71274865,0.14999999,-0.18568558,25490
-0.10712334,-0.11102458,,14.026664018630981,0.14999999,0.0034825685,0.14999999,14,0.14999999,195,-157.67947,130.84615384615384,195,-0.046101578,0.14999999,-0.18568558,25515
-0.10712334,-0.11102458,,14.050600051879883,0.14999999,0.0034825685,0.14999999,14,0.14999999,196,-157.47034,130.3673469387755,196,0.09471387,0.14999999,-0.18568558,25552
-0.10712334,-0.11102458,,14.070155382156372,0.14999999,0.0034825685,0.14999999,14,0.14999999,197,-157.30377,129.8477157360406,197,-0.71928346,0.14999999,-0.18568558,25580
-0.10712334,-0.11102458,,14.32936143875122,0.14999999,0.0034825685,0.14999999,14,0.14999999,198,-158.94464,131.7171717171717,198,-0.46258396,0.14999999,-0.18568558,26080
-0.10712334,-0.11102458,,14.344832181930542,0.14999999,0.0034825685,0.14999999,14,0.14999999,199,-158.6726,131.17587939698493,199,-0.4923569,0.14999999,-0.18568558,26104
-0.10712334,-0.11102458,,14.358949899673462,0.14999999,0.0034825685,0.14999999,14,0.14999999,200,-158.43701,130.62,200,-0.20615423,0.14999999,-0.18568558,26124
-0.10712334,-0.11102458,,14.424222469329834,0.14999999,0.0034825685,0.14999999,14,0.14999999,201,-158.30608,130.53731343283582,201,-0.42919064,0.14999999,-0.18568558,26238
-0.10712334,-0.11102458,,14.437232255935669,0.14999999,0.0034825685,0.14999999,14,0.14999999,202,-158.04138,129.990099009901,202,-0.38377047,0.14999999,-0.18568558,26258
-0.10712334,-0.11102458,,14.447994232177734,0.14999999,0.0034825685,0.14999999,14,0.14999999,203,-157.7781,129.42857142857142,203,-0.39035642,0.14999999,-0.18568558,26274
-0.10712334,-0.11102458,,14.4630446434021,0.14999999,0.0034825685,0.14999999,14,0.14999999,204,-157.54604,128.88235294117646,204,0.12467492,0.14999999,-0.18568558,26292
-0.10712334,-0.11102458,,14.47714352607727,0.14999999,0.0034825685,0.14999999,14,0.14999999,205,-157.36609,128.3658536585366,205,-0.5338764,0.14999999,-0.18568558,26315
-0.10712334,-0.11102458,,14.488905429840088,0.14999999,0.0034825685,0.14999999,14,0.14999999,206,-157.15054,127.8252427184466,206,-0.63480675,0.14999999,-0.18568558,26332
-0.10712334,-0.11102458,,14.53548002243042,0.14999999,0.0034825685,0.14999999,14,0.14999999,207,-156.85938,127.58937198067633,207,-0.51612204,0.14999999,-0.18568558,26411
-0.10712334,-0.11102458,,14.613245964050293,0.14999999,0.0034825685,0.14999999,14,0.14999999,208,-156.57764,127.65865384615384,208,-0.2931144,0.14999999,-0.18568558,26553
-0.10712334,-0.11102458,,14.872169256210327,0.14999999,0.0034825685,0.14999999,14,0.14999999,209,-158.16989,129.44019138755982,209,-0.068989486,0.14999999,-0.18568558,27053
-0.10712334,-0.11102458,,14.882461547851562,0.14999999,0.0034825685,0.14999999,14,0.14999999,210,-157.91763,128.9,210,-0.39350277,0.14999999,-0.18568558,27069
-0.10712334,-0.11102458,,14.935142278671265,0.14999999,0.0034825685,0.14999999,14,0.14999999,211,-157.58028,128.72511848341233,211,-0.17215759,0.14999999,-0.18568558,27161
-0.10712334,-0.11102458,,14.948785066604614,0.14999999,0.0034825685,0.14999999,14,0.14999999,212,-157.352,128.21698113207546,212,-1.0168765,0.14999999,-0.18568558,27182
-0.10712334,-0.11102458,,14.974398851394653,0.14999999,0.0034825685,0.14999999,14,0.14999999,213,-157.15889,127.81220657276995,213,0.4598432,0.14999999,-0.18568558,27224
-0.10712334,-0.11102458,,14.991897821426392,0.14999999,0.0034825685,0.14999999,14,0.14999999,214,-156.98302,127.34579439252336,214,-0.90934396,0.14999999,-0.18568558,27252
-0.10712334,-0.11102458,,15.252394676208496,0.14999999,0.0034825685,0.14999999,14,0.14999999,215,-157.18518,129.07906976744187,215,-0.110982805,0.14999999,-0.18568558,27752
-0.10712334,-0.11102458,,15.513129711151123,0.14999999,0.0034825685,0.14999999,14,0.14999999,216,-158.7475,130.7962962962963,216,-0.6730364,0.14999999,-0.18568558,28252
-0.10712334,-0.11102458,,15.529373407363892,0.14999999,0.0034825685,0.14999999,14,0.14999999,217,-158.52654,130.30875576036865,217,-0.17368856,0.14999999,-0.18568558,28277
-0.10712334,-0.11102458,,15.58978819847107,0.14999999,0.0034825685,0.14999999,14,0.14999999,218,-158.73836,130.21100917431193,218,-0.82280326,0.14999999,-0.18568558,28386
-0.10712334,-0.11102458,,15.605751276016235,0.14999999,0.0034825685,0.14999999,14,0.14999999,219,-158.54698,129.73059360730593,219,-0.74565244,0.14999999,-0.18568558,28411
-0.10712334,-0.11102458,,15.865509986877441,0.14999999,0.0034825685,0.14999999,14,0.14999999,220,-158.25821,131.41363636363636,220,-0.89960253,0.14999999,-0.18568558,28911
-0.10712334,-0.11102458,,15.897634267807007,0.14999999,0.0034825685,0.14999999,14,0.14999999,221,-158.00009,131.06334841628959,221,-0.50801814,0.14999999,-0.18568558,28965
-0.10712334,-0.11102458,,15.915931224822998,0.14999999,0.0034825685,0.14999999,14,0.14999999,222,-157.8518,130.6036036036036,222,-0.63115424,0.14999999,-0.18568558,28994
-0.10712334,-0.11102458,,15.9282546043396,0.14999999,0.0034825685,0.14999999,14,0.14999999,223,-157.63623,130.09417040358744,223,-0.7284107,0.14999999,-0.18568558,29011
-0.10712334,-0.11102458,,15.940858840942383,0.14999999,0.0034825685,0.14999999,14,0.14999999,224,-157.39658,129.59821428571428,224,-0.6171749,0.14999999,-0.18568558,29030
-0.10712334,-0.11102458,,16.201372861862183,0.14999999,0.0034825685,0.14999999,14,0.14999999,225,-156.76152,131.24444444444444,225,-0.9236266,0.14999999,-0.18568558,29530
-0.10712334,-0.11102458,,16.217608213424683,0.14999999,0.0034825685,0.14999999,14,0.14999999,226,-156.51155,130.77433628318585,226,-0.13999659,0.14999999,-0.18568558,29555
-0.10712334,-0.11102458,,16.236879587173462,0.14999999,0.0034825685,0.14999999,14,0.14999999,227,-156.34888,130.3259911894273,227,-0.431898,0.14999999,-0.18568558,29584
-0.10712334,-0.11102458,,16.495281219482422,0.14999999,0.0034825685,0.14999999,14,0.14999999,228,-157.79752,131.94736842105263,228,-0.39778942,0.14999999,-0.18568558,30084
-0.10712334,-0.11102458,,16.518787622451782,0.14999999,0.0034825685,0.14999999,14,0.14999999,229,-157.62938,131.5414847161572,229,0.0023277327,0.14999999,-0.18568558,30123
-0.10712334,-0.11102458,,16.543315172195435,0.14999999,0.0034825685,0.14999999,14,0.14999999,230,-157.47836,131.12608695652173,230,-0.44059572,0.14999999,-0.18568558,30159
-0.10712334,-0.11102458,,16.555158853530884,0.14999999,0.0034825685,0.14999999,14,0.14999999,231,-157.24686,130.63203463203465,231,-0.6092353,0.14999999,-0.18568558,30176
-0.10712334,-0.11102458,,16.819814682006836,0.14999999,0.0034825685,0.14999999,14,0.14999999,232,-158.62093,132.22413793103448,232,-0.7285915,0.14999999,-0.18568558,30676
-0.10712334,-0.11102458,,16.85263180732727,0.14999999,0.0034825685,0.14999999,14,0.14999999,233,-158.40555,131.88841201716738,233,-0.2829333,0.14999999,-0.18568558,30730
-0.10712334,-0.11102458,,17.110342264175415,0.14999999,0.0034825685,0.14999999,14,0.14999999,234,-159.81857,133.46153846153845,234,-0.4024094,0.14999999,-0.18568558,31230
-0.10712334,-0.11102458,,17.120547771453857,0.14999999,0.0034825685,0.14999999,14,0.14999999,235,-159.5913,132.96170212765958,235,-0.1398406,0.14999999,-0.18568558,31246
-0.10712334,-0.11102458,,17.14173150062561,0.14999999,0.0034825685,0.14999999,14,0.14999999,236,-159.47,132.54237288135593,236,-0.42328662,0.14999999,-0.18568558,31280
-0.10712334,-0.11102458,,17.187297821044922,0.14999999,0.0034825685,0.14999999,14,0.14999999,237,-159.25275,132.32067510548524,237,-0.27235827,0.14999999,-0.18568558,31360
-0.10712334,-0.11102458,,17.445446491241455,0.14999999,0.0034825685,0.14999999,14,0.14999999,238,-160.66951,133.8655462184874,238,0.05303467,0.14999999,-0.18568558,31860
-0.10712334,-0.11102458,,17.459912300109863,0.14999999,0.0034825685,0.14999999,14,0.14999999,239,-160.48003,133.38912133891213,239,-0.5927834,0.14999999,-0.18568558,31880
-0.10712334,-0.11102458,,17.475687265396118,0.14999999,0.0034825685,0.14999999,14,0.14999999,240,-160.23868,132.93333333333334,240,-0.5609202,0.14999999,-0.18568558,31904
-0.10712334,-0.11102458,,17.491495847702026,0.14999999,0.0034825685,0.14999999,14,0.14999999,241,-160.07031,132.4896265560166,241,-0.78995144,0.14999999,-0.18568558,31930
-0.10712334,-0.11102458,,17.52821183204651,0.14999999,0.0034825685,0.14999999,14,0.14999999,242,-159.8778,132.20661157024793,242,-1.275172,0.14999999,-0.18568558,31994
-0.10712334,-0.11102458,,17.55080771446228,0.14999999,0.0034825685,0.14999999,14,0.14999999,243,-159.59973,131.81069958847738,243,-0.75150853,0.14999999,-0.18568558,32030
-0.10712334,-0.11102458,,17.65498971939087,0.14999999,0.0034825685,0.14999999,14,0.14999999,244,-159.73071,132.0655737704918,244,-0.4946646,0.14999999,-0.18568558,32224
-0.10712334,-0.11102458,,17.68406081199646,0.14999999,0.0034825685,0.14999999,14,0.14999999,245,-159.65857,131.73061224489797,245,-0.43757576,0.14999999,-0.18568558,32274
-0.10712334,-0.11102458,,17.709633111953735,0.14999999,0.0034825685,0.14999999,14,0.14999999,246,-159.46089,131.369918699187,246,-0.8538877,0.14999999,-0.18568558,32317
-0.10712334,-0.11102458,,17.73282480239868,0.14999999,0.0034825685,0.14999999,14,0.14999999,247,-159.2916,130.99595141700405,247,-0.006183684,0.14999999,-0.18568558,32356
-0.10712334,-0.11102458,,18.048256397247314,0.14999999,0.0034825685,0.14999999,14,0.14999999,248,-160.65744,132.48387096774192,248,-0.17704573,0.14999999,-0.18568558,32856
-0.10712334,-0.11102458,,18.070900917053223,0.14999999,0.0034825685,0.14999999,14,0.14999999,249,-160.48839,132.06425702811245,249,-0.44920596,0.14999999,-0.18568558,32884
-0.10712334,-0.11102458,,18.366608142852783,0.14999999,0.0034825685,0.14999999,14,0.14999999,250,-160.89253,133.536,250,-0.48216826,0.14999999,-0.18568558,33384
-0.10712334,-0.11102458,,18.659923553466797,0.14999999,0.0034825685,0.14999999,14,0.14999999,251,-160.06944,134.996015936255,251,-0.80915844,0.14999999,-0.18568558,33884
-0.10712334,-0.11102458,,18.67974090576172,0.14999999,0.0034825685,0.14999999,14,0.14999999,252,-159.79695,134.5873015873016,252,-0.5528645,0.14999999,-0.18568558,33916
-0.10712334,-0.11102458,,18.7089684009552,0.14999999,0.0034825685,0.14999999,14,0.14999999,253,-159.60606,134.22924901185772,253,-0.0026597455,0.14999999,-0.18568558,33960
-0.10712334,-0.11102458,,18.726417541503906,0.14999999,0.0034825685,0.14999999,14,0.14999999,254,-159.454,133.80708661417322,254,-0.86441636,0.14999999,-0.18568558,33987
-0.10712334,-0.11102458,,18.7608003616333,0.14999999,0.0034825685,0.14999999,14,0.14999999,255,-159.23683,133.51764705882354,255,-0.38135445,0.14999999,-0.18568558,34047
-0.10712334,-0.11102458,,18.787914514541626,0.14999999,0.0034825685,0.14999999,14,0.14999999,256,-159.0899,133.1640625,256,-0.05615297,0.14999999,-0.18568558,34090
-0.10712334,-0.11102458,,19.04995107650757,0.14999999,0.0034825685,0.14999999,14,0.14999999,257,-160.39673,134.59143968871595,257,0.0052381307,0.14999999,-0.18568558,34590
-0.10712334,-0.11102458,,19.065962314605713,0.14999999,0.0034825685,0.14999999,14,0.14999999,258,-160.24567,134.1627906976744,258,-0.7621199,0.14999999,-0.18568558,34614
-0.10712334,-0.11102458,,19.08862018585205,0.14999999,0.0034825685,0.14999999,14,0.14999999,259,-160.11945,133.78378378378378,259,-0.32987854,0.14999999,-0.18568558,34650
-0.10712334,-0.11102458,,19.118968725204468,0.14999999,0.0034825685,0.14999999,14,0.14999999,260,-159.87164,133.47307692307692,260,-0.24765858,0.14999999,-0.18568558,34703
-0.10712334,-0.11102458,,19.378658294677734,0.14999999,0.0034825685,0.14999999,14,0.14999999,261,-161.13419,134.87739463601534,261,-0.90521777,0.14999999,-0.18568558,35203
-0.10712334,-0.11102458,,19.38817811012268,0.14999999,0.0034825685,0.14999999,14,0.14999999,262,-160.91576,134.41603053435114,262,-0.52316,0.14999999,-0.18568558,35217
-0.10712334,-0.11102458,,19.403175830841064,0.14999999,0.0034825685,0.14999999,14,0.14999999,263,-160.72025,133.99239543726236,263,-0.65375775,0.14999999,-0.18568558,35240
-0.10712334,-0.11102458,,19.437726259231567,0.14999999,0.0034825685,0.14999999,14,0.14999999,264,-160.50378,133.6780303030303,264,-0.6538512,0.14999999,-0.18568558,35291
-0.10712334,-0.11102458,,19.486580848693848,0.14999999,0.0034825685,0.14999999,14,0.14999999,265,-160.20644,133.49811320754716,265,-0.39038527,0.14999999,-0.18568558,35377
-0.10712334,-0.11102458,,19.504953861236572,0.14999999,0.0034825685,0.14999999,14,0.14999999,266,-160.04016,133.09022556390977,266,-0.7008934,0.14999999,-0.18568558,35402
-0.10712334,-0.11102458,,19.52095127105713,0.14999999,0.0034825685,0.14999999,14,0.14999999,267,-159.83154,132.69288389513108,267,0.20065294,0.14999999,-0.18568558,35429
-0.10712334,-0.11102458,,19.54108238220215,0.14999999,0.0034825685,0.14999999,14,0.14999999,268,-159.66759,132.3134328358209,268,0.07582816,0.14999999,-0.18568558,35460
-0.10712334,-0.11102458,,19.55657935142517,0.14999999,0.0034825685,0.14999999,14,0.14999999,269,-159.52208,131.91449814126395,269,-0.5965737,0.14999999,-0.18568558,35485
-0.10712334,-0.11102458,,19.819276809692383,0.14999999,0.0034825685,0.14999999,14,0.14999999,270,-160.15938,133.27777777777777,270,-0.87009096,0.14999999,-0.18568558,35985
-0.10712334,-0.11102458,,19.872724771499634,0.14999999,0.0034825685,0.14999999,14,0.14999999,271,-160.01912,133.12915129151293,271,0.20447733,0.14999999,-0.18568558,36078
-0.10712334,-0.11102458,,19.88680338859558,0.14999999,0.0034825685,0.14999999,14,0.14999999,272,-159.85202,132.71323529411765,272,-0.39260167,0.14999999,-0.18568558,36098
-0.10712334,-0.11102458,,20.146638870239258,0.14999999,0.0034825685,0.14999999,14,0.14999999,273,-160.9393,134.05860805860806,273,-0.052304585,0.14999999,-0.18568558,36598
-0.10712334,-0.11102458,,20.168543577194214,0.14999999,0.0034825685,0.14999999,14,0.14999999,274,-160.82841,133.6970802919708,274,-1.023161,0.14999999,-0.18568558,36633
-0.10712334,-0.11102458,,20.200363159179688,0.14999999,0.0034825685,0.14999999,14,0.14999999,275,-160.62526,133.39636363636365,275,-0.3046476,0.14999999,-0.18568558,36684
