LQGmu1_higher,Iteration,LQGmu1_actor,ReturnMean,TimeElapsed,NumTrajectories,TimestepsSoFar,NumTrainableParams,AvgEpLen,MinEpLen,LQGsigma_higher
-0.67,76,-0.63877267,0.045832694,0.7918627262115479,76,1520,,20.0,20,0.14999999
-0.67,77,-0.78621036,0.04583295,0.8023824691772461,77,1540,,20.0,20,0.14999999
-0.67,78,-0.6404219,0.045833223,0.8115622997283936,78,1560,,20.0,20,0.14999999
-0.67,79,-0.5997664,0.045833424,0.8200054168701172,79,1580,,20.0,20,0.14999999
-0.67,80,-0.98534155,0.0458335,0.8318898677825928,80,1600,,20.0,20,0.14999999
-0.67,81,-0.7305852,0.045833644,0.8411705493927002,81,1620,,20.0,20,0.14999999
-0.67,82,-0.4648354,0.045833606,0.8504345417022705,82,1640,,20.0,20,0.14999999
-0.67,83,-0.91442317,0.045833692,0.8593971729278564,83,1660,,20.0,20,0.14999999
-0.67,84,-0.55438995,0.045833655,0.8715100288391113,84,1680,,20.0,20,0.14999999
-0.67,85,-0.73937273,0.045833807,0.881237268447876,85,1700,,20.0,20,0.14999999
-0.67,86,-0.7527066,0.04583396,0.890516996383667,86,1720,,20.0,20,0.14999999
-0.67,87,-0.7859879,0.0458342,0.9007928371429443,87,1740,,20.0,20,0.14999999
-0.67,88,-0.8301068,0.045834314,0.9086313247680664,88,1760,,20.0,20,0.14999999
-0.67,89,-0.8005824,0.04583454,0.916987419128418,89,1780,,20.0,20,0.14999999
-0.67,90,-0.4346016,0.045834754,0.9279317855834961,90,1800,,20.0,20,0.14999999
-0.67,91,-0.59147114,0.045834545,0.9371702671051025,91,1820,,20.0,20,0.14999999
-0.67,92,-0.6356965,0.045834105,0.9459178447723389,92,1840,,20.0,20,0.14999999
-0.67,93,-0.4098019,0.04583432,0.9555611610412598,93,1860,,20.0,20,0.14999999
-0.67,94,-0.5973687,0.045834433,0.9686050415039062,94,1880,,20.0,20,0.14999999
-0.67,95,-0.77383864,0.0458345,0.9778752326965332,95,1900,,20.0,20,0.14999999
-0.67,96,-0.5104426,0.04583469,0.9874675273895264,96,1920,,20.0,20,0.14999999
-0.67,97,-0.6079071,0.045834836,0.9988467693328857,97,1940,,20.0,20,0.14999999
-0.67,98,-0.7762071,0.0458343,1.0070490837097168,98,1960,,20.0,20,0.14999999
-0.67,99,-0.56605744,0.04583415,1.0146441459655762,99,1980,,20.0,20,0.14999999
-0.67,100,-0.8503109,0.04583386,1.026604175567627,100,2000,,20.0,20,0.14999999
-0.67,101,-0.88262683,0.04583394,1.0380325317382812,101,2020,,20.0,20,0.14999999
-0.67,102,-0.42937917,0.045833934,1.0463552474975586,102,2040,,20.0,20,0.14999999
-0.67,103,-0.65024185,0.045834117,1.0562753677368164,103,2060,,20.0,20,0.14999999
-0.67,104,-0.8571346,0.045833927,1.0641474723815918,104,2080,,20.0,20,0.14999999
-0.67,105,-0.8733418,0.045833543,1.0734663009643555,105,2100,,20.0,20,0.14999999
-0.67,106,-0.77451336,0.045833692,1.0832383632659912,106,2120,,20.0,20,0.14999999
-0.67,107,-0.8623798,0.045833837,1.090961217880249,107,2140,,20.0,20,0.14999999
-0.67,108,-0.70123947,0.04583345,1.1027672290802002,108,2160,,20.0,20,0.14999999
-0.67,109,-0.78006095,0.045833446,1.1116948127746582,109,2180,,20.0,20,0.14999999
-0.67,110,-0.7673776,0.0458336,1.1192352771759033,110,2200,,20.0,20,0.14999999
-0.67,111,-0.6611482,0.045833774,1.131511926651001,111,2220,,20.0,20,0.14999999
-0.67,112,-0.712446,0.04583395,1.141087293624878,112,2240,,20.0,20,0.14999999
-0.67,113,-0.61140186,0.045833934,1.1488542556762695,113,2260,,20.0,20,0.14999999
-0.67,114,-0.9874481,0.045834098,1.1591191291809082,114,2280,,20.0,20,0.14999999
-0.67,115,-0.84879345,0.045834098,1.1673669815063477,115,2300,,20.0,20,0.14999999
-0.67,116,-0.60588515,0.045834254,1.178823471069336,116,2320,,20.0,20,0.14999999
-0.67,117,-0.58390915,0.04583433,1.1885735988616943,117,2340,,20.0,20,0.14999999
-0.67,118,-0.75931436,0.04583421,1.1969327926635742,118,2360,,20.0,20,0.14999999
-0.67,119,-0.2040489,0.04583398,1.20676589012146,119,2380,,20.0,20,0.14999999
-0.67,120,-0.5570086,0.045834135,1.2145276069641113,120,2400,,20.0,20,0.14999999
-0.67,121,-0.54664236,0.045834273,1.2235910892486572,121,2420,,20.0,20,0.14999999
-0.67,122,-0.52474105,0.045834403,1.235508918762207,122,2440,,20.0,20,0.14999999
-0.67,123,-0.8196486,0.04583456,1.2455222606658936,123,2460,,20.0,20,0.14999999
-0.67,124,-0.8638868,0.045834612,1.2551052570343018,124,2480,,20.0,20,0.14999999
-0.67,125,-0.7796939,0.045834623,1.2634222507476807,125,2500,,20.0,20,0.14999999
-0.67,126,-0.5827699,0.045834403,1.271883249282837,126,2520,,20.0,20,0.14999999
-0.67,127,-0.8273446,0.045834415,1.2813279628753662,127,2540,,20.0,20,0.14999999
-0.67,128,-0.89646614,0.04583449,1.2921266555786133,128,2560,,20.0,20,0.14999999
-0.67,129,-0.6729876,0.045834623,1.3019683361053467,129,2580,,20.0,20,0.14999999
-0.67,130,-0.56158894,0.045834452,1.3120577335357666,130,2600,,20.0,20,0.14999999
-0.67,131,-0.83451974,0.045834523,1.320260763168335,131,2620,,20.0,20,0.14999999
-0.67,132,-0.6721067,0.045834217,1.3320538997650146,132,2640,,20.0,20,0.14999999
-0.67,133,-0.92126495,0.0458343,1.3406929969787598,133,2660,,20.0,20,0.14999999
-0.67,134,-0.588758,0.045834355,1.3482933044433594,134,2680,,20.0,20,0.14999999
-0.67,135,-0.76971895,0.045834396,1.3582780361175537,135,2700,,20.0,20,0.14999999
-0.67,136,-0.6449753,0.045834463,1.370563268661499,136,2720,,20.0,20,0.14999999
-0.67,137,-0.6258416,0.045834605,1.3782684803009033,137,2740,,20.0,20,0.14999999
-0.67,138,-0.5891639,0.045834098,1.3887298107147217,138,2760,,20.0,20,0.14999999
-0.67,139,-0.46602282,0.045834158,1.3960521221160889,139,2780,,20.0,20,0.14999999
-0.67,140,-0.56038785,0.045834284,1.4051730632781982,140,2800,,20.0,20,0.14999999
-0.67,141,-0.82594234,0.0458344,1.416919469833374,141,2820,,20.0,20,0.14999999
-0.67,142,-0.4086223,0.045834515,1.4280810356140137,142,2840,,20.0,20,0.14999999
-0.67,143,-0.610353,0.045834374,1.4389691352844238,143,2860,,20.0,20,0.14999999
-0.67,144,-0.54071003,0.045834478,1.4484071731567383,144,2880,,20.0,20,0.14999999
-0.67,145,-0.67886007,0.04583406,1.4575107097625732,145,2900,,20.0,20,0.14999999
-0.67,146,-0.73260844,0.045833867,1.4669930934906006,146,2920,,20.0,20,0.14999999
-0.67,147,-0.7240358,0.045833975,1.4771807193756104,147,2940,,20.0,20,0.14999999
-0.67,148,-0.854218,0.045834083,1.4852640628814697,148,2960,,20.0,20,0.14999999
-0.67,149,-0.615865,0.045834158,1.4925346374511719,149,2980,,20.0,20,0.14999999
-0.67,150,-0.69404894,0.045834243,1.5015077590942383,150,3000,,20.0,20,0.14999999
-0.67,151,-0.8749392,0.04583437,1.5113017559051514,151,3020,,20.0,20,0.14999999
-0.67,152,-0.7685009,0.04583414,1.5188758373260498,152,3040,,20.0,20,0.14999999
-0.67,153,-0.770081,0.045834266,1.5296962261199951,153,3060,,20.0,20,0.14999999
-0.67,154,-0.74383074,0.045834344,1.5405502319335938,154,3080,,20.0,20,0.14999999
-0.67,155,-0.8787482,0.045834385,1.550621509552002,155,3100,,20.0,20,0.14999999
-0.67,156,-0.4329564,0.045833215,1.5603559017181396,156,3120,,20.0,20,0.14999999
-0.67,157,-0.46286598,0.04583335,1.5707502365112305,157,3140,,20.0,20,0.14999999
-0.67,158,-0.3494438,0.04583345,1.5788319110870361,158,3160,,20.0,20,0.14999999
-0.67,159,-0.9335934,0.04583343,1.586378574371338,159,3180,,20.0,20,0.14999999
-0.67,160,-0.67706615,0.045833446,1.593752384185791,160,3200,,20.0,20,0.14999999
-0.67,161,-0.75851494,0.045833558,1.6035051345825195,161,3220,,20.0,20,0.14999999
-0.67,162,-0.6255387,0.045833528,1.610900640487671,162,3240,,20.0,20,0.14999999
-0.67,163,-0.80070883,0.045833405,1.6182467937469482,163,3260,,20.0,20,0.14999999
-0.67,164,-0.7957043,0.045833204,1.6254351139068604,164,3280,,20.0,20,0.14999999
-0.67,165,-0.6223943,0.04583321,1.6332592964172363,165,3300,,20.0,20,0.14999999
-0.67,166,-0.8031383,0.045833334,1.6405839920043945,166,3320,,20.0,20,0.14999999
-0.67,167,-0.6570931,0.04583336,1.6476192474365234,167,3340,,20.0,20,0.14999999
-0.67,168,-0.59190977,0.045833427,1.6550884246826172,168,3360,,20.0,20,0.14999999
-0.67,169,-0.7515769,0.045833446,1.66273832321167,169,3380,,20.0,20,0.14999999
-0.67,170,-0.83563507,0.045833558,1.6700751781463623,170,3400,,20.0,20,0.14999999
-0.67,171,-0.55317944,0.045833636,1.6773967742919922,171,3420,,20.0,20,0.14999999
-0.67,172,-0.86684954,0.045833733,1.6846628189086914,172,3440,,20.0,20,0.14999999
-0.67,173,-0.45273507,0.0458333,1.6923670768737793,173,3460,,20.0,20,0.14999999
-0.67,174,-0.72876257,0.045833275,1.7006540298461914,174,3480,,20.0,20,0.14999999
-0.67,175,-0.5393338,0.04583339,1.7080278396606445,175,3500,,20.0,20,0.14999999
-0.67,176,-0.5195085,0.04583336,1.7155182361602783,176,3520,,20.0,20,0.14999999
-0.67,177,-0.89884603,0.04583347,1.723562479019165,177,3540,,20.0,20,0.14999999
-0.67,178,-0.58304644,0.045833576,1.7311055660247803,178,3560,,20.0,20,0.14999999
-0.67,179,-0.6131249,0.045833554,1.7382769584655762,179,3580,,20.0,20,0.14999999
-0.67,180,-0.50351644,0.04583356,1.745701551437378,180,3600,,20.0,20,0.14999999
-0.67,181,-0.81183517,0.045833524,1.7533516883850098,181,3620,,20.0,20,0.14999999
-0.67,182,-0.38905072,0.045833267,1.7613897323608398,182,3640,,20.0,20,0.14999999
-0.67,183,-0.7738213,0.04583318,1.7688648700714111,183,3660,,20.0,20,0.14999999
-0.67,184,-0.5783129,0.045831643,1.7760796546936035,184,3680,,20.0,20,0.14999999
-0.67,185,-0.6733283,0.04583175,1.783371925354004,185,3700,,20.0,20,0.14999999
-0.67,186,-0.5553208,0.045831785,1.7913181781768799,186,3720,,20.0,20,0.14999999
-0.67,187,-0.63010496,0.045831837,1.7989530563354492,187,3740,,20.0,20,0.14999999
-0.67,188,-0.8378317,0.045831934,1.806555986404419,188,3760,,20.0,20,0.14999999
-0.67,189,-0.6166123,0.045831922,1.8143682479858398,189,3780,,20.0,20,0.14999999
-0.67,190,-0.6217637,0.045832008,1.8222403526306152,190,3800,,20.0,20,0.14999999
-0.67,191,-0.55651873,0.045831826,1.8294739723205566,191,3820,,20.0,20,0.14999999
-0.67,192,-0.8580617,0.04583179,1.8369097709655762,192,3840,,20.0,20,0.14999999
-0.67,193,-0.6630635,0.045831542,1.844179391860962,193,3860,,20.0,20,0.14999999
-0.67,194,-0.8300489,0.04583164,1.851743221282959,194,3880,,20.0,20,0.14999999
-0.67,195,-0.5355067,0.045831434,1.8590302467346191,195,3900,,20.0,20,0.14999999
-0.67,196,-0.6557086,0.04583144,1.866722822189331,196,3920,,20.0,20,0.14999999
-0.67,197,-0.5002991,0.045831546,1.8742249011993408,197,3940,,20.0,20,0.14999999
-0.67,198,-0.49541327,0.04583162,1.882042407989502,198,3960,,20.0,20,0.14999999
-0.67,199,-0.6458762,0.045831632,1.8893229961395264,199,3980,,20.0,20,0.14999999
-0.67,200,-0.49679744,0.04583173,1.8964345455169678,200,4000,,20.0,20,0.14999999
-0.67,201,-0.50867605,0.0458318,1.904561996459961,201,4020,,20.0,20,0.14999999
-0.67,202,-0.62962914,0.04583184,1.91233229637146,202,4040,,20.0,20,0.14999999
-0.67,203,-0.8845532,0.045831952,1.919557809829712,203,4060,,20.0,20,0.14999999
-0.67,204,-0.91571385,0.045831792,1.9271581172943115,204,4080,,20.0,20,0.14999999
-0.67,205,-0.6338664,0.045831643,1.9345357418060303,205,4100,,20.0,20,0.14999999
-0.67,206,-0.7622585,0.045831755,1.9423534870147705,206,4120,,20.0,20,0.14999999
-0.67,207,-0.67590135,0.045831542,1.9496254920959473,207,4140,,20.0,20,0.14999999
-0.67,208,-0.5787062,0.04583163,1.9569506645202637,208,4160,,20.0,20,0.14999999
-0.67,209,-0.7786081,0.045831542,1.9639487266540527,209,4180,,20.0,20,0.14999999
-0.67,210,-0.702674,0.045831647,1.9728875160217285,210,4200,,20.0,20,0.14999999
-0.67,211,-0.50378835,0.04583175,1.9800505638122559,211,4220,,20.0,20,0.14999999
-0.67,212,-0.56288975,0.04583168,1.9876148700714111,212,4240,,20.0,20,0.14999999
-0.67,213,-0.50965595,0.045831688,1.9947888851165771,213,4260,,20.0,20,0.14999999
-0.67,214,-0.6538963,0.04583179,2.0036466121673584,214,4280,,20.0,20,0.14999999
-0.67,215,-0.42524534,0.045831565,2.0108437538146973,215,4300,,20.0,20,0.14999999
-0.67,216,-0.7285114,0.045831587,2.018080234527588,216,4320,,20.0,20,0.14999999
-0.67,217,-0.91223365,0.045831673,2.025707721710205,217,4340,,20.0,20,0.14999999
-0.67,218,-0.4925997,0.045831587,2.0339527130126953,218,4360,,20.0,20,0.14999999
-0.67,219,-0.74401253,0.045831654,2.04123854637146,219,4380,,20.0,20,0.14999999
-0.67,220,-0.523991,0.04583163,2.048274278640747,220,4400,,20.0,20,0.14999999
-0.67,221,-0.7026032,0.045831293,2.0554850101470947,221,4420,,20.0,20,0.14999999
-0.67,222,-0.67326033,0.04583139,2.063828468322754,222,4440,,20.0,20,0.14999999
-0.67,223,-0.63368064,0.045831442,2.0710484981536865,223,4460,,20.0,20,0.14999999
-0.67,224,-0.7669419,0.04583154,2.078087329864502,224,4480,,20.0,20,0.14999999
-0.67,225,-0.5866992,0.04583163,2.084991455078125,225,4500,,20.0,20,0.14999999
-0.67,226,-0.67341805,0.045831725,2.093709945678711,226,4520,,20.0,20,0.14999999
-0.67,227,-0.5918627,0.045831792,2.1021275520324707,227,4540,,20.0,20,0.14999999
-0.67,228,-0.7404539,0.045831513,2.1092514991760254,228,4560,,20.0,20,0.14999999
-0.67,229,-0.8051704,0.045831107,2.11643648147583,229,4580,,20.0,20,0.14999999
-0.67,230,-0.75978905,0.045831177,2.1250534057617188,230,4600,,20.0,20,0.14999999
-0.67,231,-0.5557215,0.04583127,2.131700038909912,231,4620,,20.0,20,0.14999999
-0.67,232,-0.8638116,0.045831323,2.138793706893921,232,4640,,20.0,20,0.14999999
-0.67,233,-0.63420695,0.04583133,2.145831823348999,233,4660,,20.0,20,0.14999999
-0.67,234,-0.56336325,0.0458314,2.1542437076568604,234,4680,,20.0,20,0.14999999
-0.67,235,-0.69216883,0.04583129,2.161792039871216,235,4700,,20.0,20,0.14999999
-0.67,236,-0.3607202,0.045831386,2.169402837753296,236,4720,,20.0,20,0.14999999
-0.67,237,-0.83431137,0.04583147,2.176405906677246,237,4740,,20.0,20,0.14999999
-0.67,238,-0.718826,0.045831542,2.18477725982666,238,4760,,20.0,20,0.14999999
-0.67,239,-0.909966,0.045831442,2.1920318603515625,239,4780,,20.0,20,0.14999999
-0.67,240,-0.6982544,0.045831513,2.199965715408325,240,4800,,20.0,20,0.14999999
-0.67,241,-0.74384665,0.045831587,2.207244634628296,241,4820,,20.0,20,0.14999999
-0.67,242,-0.8503462,0.04583157,2.2154343128204346,242,4840,,20.0,20,0.14999999
-0.67,243,-0.79701734,0.045831576,2.2225656509399414,243,4860,,20.0,20,0.14999999
-0.67,244,-0.5833066,0.04583167,2.2298309803009033,244,4880,,20.0,20,0.14999999
-0.67,245,-0.68061626,0.04583156,2.2372312545776367,245,4900,,20.0,20,0.14999999
-0.67,246,-0.43668914,0.04583137,2.244948625564575,246,4920,,20.0,20,0.14999999
-0.67,247,-0.6059056,0.045831457,2.252234935760498,247,4940,,20.0,20,0.14999999
-0.67,248,-0.7717764,0.04583131,2.2595744132995605,248,4960,,20.0,20,0.14999999
-0.67,249,-0.65855575,0.045831352,2.2669930458068848,249,4980,,20.0,20,0.14999999
-0.67,250,-0.68644917,0.04583141,2.2745914459228516,250,5000,,20.0,20,0.14999999
-0.67,251,-0.65610975,0.04583149,2.2819395065307617,251,5020,,20.0,20,0.14999999
-0.67,252,-0.6105146,0.045831576,2.2891201972961426,252,5040,,20.0,20,0.14999999
-0.67,253,-0.54873693,0.045831583,2.2968969345092773,253,5060,,20.0,20,0.14999999
-0.67,254,-0.59210336,0.04583167,2.3055760860443115,254,5080,,20.0,20,0.14999999
-0.67,255,-0.713204,0.045831755,2.3131613731384277,255,5100,,20.0,20,0.14999999
-0.67,256,-0.80274916,0.04583174,2.320526123046875,256,5120,,20.0,20,0.14999999
-0.67,257,-0.5610374,0.04583176,2.3280739784240723,257,5140,,20.0,20,0.14999999
-0.67,258,-0.63985103,0.045831785,2.3354127407073975,258,5160,,20.0,20,0.14999999
-0.67,259,-0.69954276,0.045831867,2.3430685997009277,259,5180,,20.0,20,0.14999999
-0.67,260,-0.5801954,0.045831952,2.350383996963501,260,5200,,20.0,20,0.14999999
-0.67,261,-0.7835797,0.045832038,2.3576531410217285,261,5220,,20.0,20,0.14999999
-0.67,262,-0.64987105,0.04583202,2.36527943611145,262,5240,,20.0,20,0.14999999
-0.67,263,-0.73866755,0.0458321,2.373422861099243,263,5260,,20.0,20,0.14999999
-0.67,264,-0.8058311,0.045832094,2.3807103633880615,264,5280,,20.0,20,0.14999999
-0.67,265,-0.8496437,0.045832094,2.387747049331665,265,5300,,20.0,20,0.14999999
-0.67,266,-0.77333647,0.045832064,2.394928216934204,266,5320,,20.0,20,0.14999999
-0.67,267,-0.64295155,0.04583214,2.4034252166748047,267,5340,,20.0,20,0.14999999
-0.67,268,-0.6724792,0.045832194,2.410590887069702,268,5360,,20.0,20,0.14999999
-0.67,269,-0.5458456,0.045831878,2.417778968811035,269,5380,,20.0,20,0.14999999
-0.67,270,-0.6708941,0.04583194,2.424881935119629,270,5400,,20.0,20,0.14999999
-0.67,271,-0.90531945,0.045831993,2.4334075450897217,271,5420,,20.0,20,0.14999999
-0.67,272,-0.56973964,0.04583203,2.440580129623413,272,5440,,20.0,20,0.14999999
-0.67,273,-0.6682795,0.045831818,2.4477665424346924,273,5460,,20.0,20,0.14999999
-0.67,274,-0.4296852,0.045831867,2.455077886581421,274,5480,,20.0,20,0.14999999
-0.67,275,-0.41393,0.045831937,2.4637537002563477,275,5500,,20.0,20,0.14999999
-0.67,276,-0.5097944,0.04583195,2.471111536026001,276,5520,,20.0,20,0.14999999
-0.67,277,-0.7275162,0.045831997,2.478515625,277,5540,,20.0,20,0.14999999
-0.67,278,-0.6969298,0.045832,2.4856109619140625,278,5560,,20.0,20,0.14999999
-0.67,279,-0.5889328,0.045832075,2.493995428085327,279,5580,,20.0,20,0.14999999
-0.67,280,-0.5686712,0.04583209,2.502131938934326,280,5600,,20.0,20,0.14999999
-0.67,281,-0.5549,0.045832127,2.50925350189209,281,5620,,20.0,20,0.14999999
-0.67,282,-0.570077,0.0458322,2.517045021057129,282,5640,,20.0,20,0.14999999
-0.67,283,-0.7090725,0.045832124,2.524869203567505,283,5660,,20.0,20,0.14999999
-0.67,284,-0.4831468,0.045832127,2.532245635986328,284,5680,,20.0,20,0.14999999
-0.67,285,-0.5082169,0.045831975,2.5396575927734375,285,5700,,20.0,20,0.14999999
-0.67,286,-0.86089337,0.045832045,2.5468626022338867,286,5720,,20.0,20,0.14999999
-0.67,287,-0.59451866,0.04583191,2.5548949241638184,287,5740,,20.0,20,0.14999999
-0.67,288,-0.6885137,0.045831844,2.563467264175415,288,5760,,20.0,20,0.14999999
-0.67,289,-0.7509533,0.045831922,2.571152925491333,289,5780,,20.0,20,0.14999999
-0.67,290,-0.7973112,0.045831956,2.5784482955932617,290,5800,,20.0,20,0.14999999
-0.67,291,-0.71156573,0.04583202,2.5862715244293213,291,5820,,20.0,20,0.14999999
-0.67,292,-0.86244774,0.04583209,2.5935115814208984,292,5840,,20.0,20,0.14999999
-0.67,293,-0.66687375,0.04583203,2.6019458770751953,293,5860,,20.0,20,0.14999999
-0.67,294,-0.5122514,0.045832068,2.6089582443237305,294,5880,,20.0,20,0.14999999
-0.67,295,-0.8592042,0.045832135,2.6168110370635986,295,5900,,20.0,20,0.14999999
-0.67,296,-0.8268099,0.0458322,2.6242876052856445,296,5920,,20.0,20,0.14999999
-0.67,297,-0.7318627,0.04583222,2.6318442821502686,297,5940,,20.0,20,0.14999999
