NumTrainableParams,Iteration,TimestepsSoFar,NumTrajectories,InvPendulum_std0_higher,InvPendulum_std2_higher,TimeElapsed,InvPendulum_mu2_higher,InvPendulum_mu0_higher,AvgEpLen,InvPendulum_std3_higher,InvPendulum_std1_higher,ActionIn1,InvPendulum_mu1_higher,InvPendulum_mu3_higher,ReturnMean,MinEpLen
,151,19420,151,0.14999999,0.14999999,10.612959623336792,0.0034825685,-0.18568558,128.60927152317882,0.14999999,0.14999999,-0.45372495,-0.11102458,-0.10712334,-79.98521,14
,152,19444,152,0.14999999,0.14999999,10.629040956497192,0.0034825685,-0.18568558,127.92105263157895,0.14999999,0.14999999,-0.36360598,-0.11102458,-0.10712334,-79.99864,14
,153,19468,153,0.14999999,0.14999999,10.644431114196777,0.0034825685,-0.18568558,127.24183006535948,0.14999999,0.14999999,-0.37279963,-0.11102458,-0.10712334,-80.05192,14
,154,19507,154,0.14999999,0.14999999,10.66770076751709,0.0034825685,-0.18568558,126.66883116883118,0.14999999,0.14999999,-0.06965295,-0.11102458,-0.10712334,-80.05859,14
,155,19558,155,0.14999999,0.14999999,10.69761848449707,0.0034825685,-0.18568558,126.18064516129033,0.14999999,0.14999999,-0.3388874,-0.11102458,-0.10712334,-79.99138,14
,156,20058,156,0.14999999,0.14999999,10.954678058624268,0.0034825685,-0.18568558,128.57692307692307,0.14999999,0.14999999,-0.45507118,-0.11102458,-0.10712334,-79.60264,14
,157,20077,157,0.14999999,0.14999999,10.967322826385498,0.0034825685,-0.18568558,127.87898089171975,0.14999999,0.14999999,-0.56684124,-0.11102458,-0.10712334,-79.64695,14
,158,20180,158,0.14999999,0.14999999,11.025707960128784,0.0034825685,-0.18568558,127.72151898734177,0.14999999,0.14999999,-0.5079744,-0.11102458,-0.10712334,-79.42512,14
,159,20680,159,0.14999999,0.14999999,11.28083348274231,0.0034825685,-0.18568558,130.06289308176102,0.14999999,0.14999999,-0.58969474,-0.11102458,-0.10712334,-79.353134,14
,160,20751,160,0.14999999,0.14999999,11.321317434310913,0.0034825685,-0.18568558,129.69375,0.14999999,0.14999999,-0.6674082,-0.11102458,-0.10712334,-79.420616,14
,161,21251,161,0.14999999,0.14999999,11.577188968658447,0.0034825685,-0.18568558,131.9937888198758,0.14999999,0.14999999,-0.6281823,-0.11102458,-0.10712334,-79.12427,14
,162,21268,162,0.14999999,0.14999999,11.587733745574951,0.0034825685,-0.18568558,131.28395061728395,0.14999999,0.14999999,-0.33797178,-0.11102458,-0.10712334,-79.19382,14
,163,21285,163,0.14999999,0.14999999,11.599366426467896,0.0034825685,-0.18568558,130.58282208588957,0.14999999,0.14999999,-0.6912658,-0.11102458,-0.10712334,-79.27529,14
,164,21308,164,0.14999999,0.14999999,11.617556810379028,0.0034825685,-0.18568558,129.9268292682927,0.14999999,0.14999999,-0.03260669,-0.11102458,-0.10712334,-79.31748,14
,165,21334,165,0.14999999,0.14999999,11.633823156356812,0.0034825685,-0.18568558,129.2969696969697,0.14999999,0.14999999,-0.18822879,-0.11102458,-0.10712334,-79.403595,14
,166,21444,166,0.14999999,0.14999999,11.695779085159302,0.0034825685,-0.18568558,129.18072289156626,0.14999999,0.14999999,-0.4367261,-0.11102458,-0.10712334,-79.47261,14
,167,21520,167,0.14999999,0.14999999,11.740667343139648,0.0034825685,-0.18568558,128.8622754491018,0.14999999,0.14999999,-0.13523856,-0.11102458,-0.10712334,-79.30467,14
,168,22020,168,0.14999999,0.14999999,11.997073650360107,0.0034825685,-0.18568558,131.07142857142858,0.14999999,0.14999999,-0.18986145,-0.11102458,-0.10712334,-79.40925,14
,169,22520,169,0.14999999,0.14999999,12.253230333328247,0.0034825685,-0.18568558,133.25443786982248,0.14999999,0.14999999,-0.63001144,-0.11102458,-0.10712334,-79.51054,14
,170,22566,170,0.14999999,0.14999999,12.279459714889526,0.0034825685,-0.18568558,132.74117647058824,0.14999999,0.14999999,-0.5078306,-0.11102458,-0.10712334,-79.45706,14
,171,22596,171,0.14999999,0.14999999,12.298048734664917,0.0034825685,-0.18568558,132.140350877193,0.14999999,0.14999999,-0.44678563,-0.11102458,-0.10712334,-79.55763,14
,172,22620,172,0.14999999,0.14999999,12.314284086227417,0.0034825685,-0.18568558,131.51162790697674,0.14999999,0.14999999,-0.49888808,-0.11102458,-0.10712334,-79.583595,14
,173,22634,173,0.14999999,0.14999999,12.323969602584839,0.0034825685,-0.18568558,130.83236994219652,0.14999999,0.14999999,-1.1024718,-0.11102458,-0.10712334,-79.66237,14
,174,22690,174,0.14999999,0.14999999,12.356103658676147,0.0034825685,-0.18568558,130.4022988505747,0.14999999,0.14999999,-0.04530751,-0.11102458,-0.10712334,-79.617836,14
,175,22727,175,0.14999999,0.14999999,12.379271268844604,0.0034825685,-0.18568558,129.86857142857144,0.14999999,0.14999999,-0.5322227,-0.11102458,-0.10712334,-79.70402,14
,176,23227,176,0.14999999,0.14999999,12.634080171585083,0.0034825685,-0.18568558,131.9715909090909,0.14999999,0.14999999,-0.68921775,-0.11102458,-0.10712334,-79.43295,14
,177,23727,177,0.14999999,0.14999999,12.89447283744812,0.0034825685,-0.18568558,134.05084745762713,0.14999999,0.14999999,-0.019232497,-0.11102458,-0.10712334,-79.528275,14
,178,23784,178,0.14999999,0.14999999,12.930447101593018,0.0034825685,-0.18568558,133.61797752808988,0.14999999,0.14999999,-0.41117072,-0.11102458,-0.10712334,-79.64216,14
,179,23818,179,0.14999999,0.14999999,12.95105767250061,0.0034825685,-0.18568558,133.0614525139665,0.14999999,0.14999999,-0.07291743,-0.11102458,-0.10712334,-79.72375,14
,180,23837,180,0.14999999,0.14999999,12.96437931060791,0.0034825685,-0.18568558,132.42777777777778,0.14999999,0.14999999,-0.8800985,-0.11102458,-0.10712334,-79.78773,14
,181,23889,181,0.14999999,0.14999999,12.994495630264282,0.0034825685,-0.18568558,131.98342541436463,0.14999999,0.14999999,-0.19481125,-0.11102458,-0.10712334,-79.68838,14
,182,23909,182,0.14999999,0.14999999,13.00845718383789,0.0034825685,-0.18568558,131.36813186813185,0.14999999,0.14999999,-0.17342499,-0.11102458,-0.10712334,-79.72854,14
,183,24001,183,0.14999999,0.14999999,13.059150218963623,0.0034825685,-0.18568558,131.15300546448088,0.14999999,0.14999999,-0.521138,-0.11102458,-0.10712334,-79.812965,14
,184,24501,184,0.14999999,0.14999999,13.312682151794434,0.0034825685,-0.18568558,133.1576086956522,0.14999999,0.14999999,-0.43762237,-0.11102458,-0.10712334,-79.91154,14
,185,24538,185,0.14999999,0.14999999,13.33476209640503,0.0034825685,-0.18568558,132.63783783783785,0.14999999,0.14999999,-0.4509864,-0.11102458,-0.10712334,-79.9753,14
,186,24554,186,0.14999999,0.14999999,13.346997499465942,0.0034825685,-0.18568558,132.01075268817203,0.14999999,0.14999999,-0.6932671,-0.11102458,-0.10712334,-80.02921,14
,187,24574,187,0.14999999,0.14999999,13.361023187637329,0.0034825685,-0.18568558,131.41176470588235,0.14999999,0.14999999,-0.15272717,-0.11102458,-0.10712334,-80.07501,14
,188,24602,188,0.14999999,0.14999999,13.38047456741333,0.0034825685,-0.18568558,130.86170212765958,0.14999999,0.14999999,-0.4719271,-0.11102458,-0.10712334,-80.11142,14
,189,24623,189,0.14999999,0.14999999,13.394148588180542,0.0034825685,-0.18568558,130.2804232804233,0.14999999,0.14999999,-0.6526403,-0.11102458,-0.10712334,-80.18802,14
,190,25123,190,0.14999999,0.14999999,13.647733449935913,0.0034825685,-0.18568558,132.2263157894737,0.14999999,0.14999999,-0.47843355,-0.11102458,-0.10712334,-79.99894,14
,191,25140,191,0.14999999,0.14999999,13.66023874282837,0.0034825685,-0.18568558,131.62303664921467,0.14999999,0.14999999,-0.6802642,-0.11102458,-0.10712334,-80.04949,14
,192,25230,192,0.14999999,0.14999999,13.710104942321777,0.0034825685,-0.18568558,131.40625,0.14999999,0.14999999,-0.23951139,-0.11102458,-0.10712334,-79.89105,14
,193,25469,193,0.14999999,0.14999999,13.838954210281372,0.0034825685,-0.18568558,131.96373056994818,0.14999999,0.14999999,0.042290628,-0.11102458,-0.10712334,-79.99297,14
,194,25490,194,0.14999999,0.14999999,13.852773189544678,0.0034825685,-0.18568558,131.39175257731958,0.14999999,0.14999999,-0.71274865,-0.11102458,-0.10712334,-80.08315,14
,195,25515,195,0.14999999,0.14999999,13.86883807182312,0.0034825685,-0.18568558,130.84615384615384,0.14999999,0.14999999,-0.046101578,-0.11102458,-0.10712334,-80.10058,14
,196,25552,196,0.14999999,0.14999999,13.890960216522217,0.0034825685,-0.18568558,130.3673469387755,0.14999999,0.14999999,0.09471387,-0.11102458,-0.10712334,-80.11934,14
,197,25580,197,0.14999999,0.14999999,13.909029245376587,0.0034825685,-0.18568558,129.8477157360406,0.14999999,0.14999999,-0.71928346,-0.11102458,-0.10712334,-80.209816,14
,198,26080,198,0.14999999,0.14999999,14.165405511856079,0.0034825685,-0.18568558,131.7171717171717,0.14999999,0.14999999,-0.46258396,-0.11102458,-0.10712334,-80.272705,14
,199,26104,199,0.14999999,0.14999999,14.181145191192627,0.0034825685,-0.18568558,131.17587939698493,0.14999999,0.14999999,-0.4923569,-0.11102458,-0.10712334,-80.29265,14
,200,26124,200,0.14999999,0.14999999,14.193725109100342,0.0034825685,-0.18568558,130.62,0.14999999,0.14999999,-0.20615423,-0.11102458,-0.10712334,-80.358864,14
,201,26238,201,0.14999999,0.14999999,14.25719428062439,0.0034825685,-0.18568558,130.53731343283582,0.14999999,0.14999999,-0.42919064,-0.11102458,-0.10712334,-80.26215,14
,202,26258,202,0.14999999,0.14999999,14.269942283630371,0.0034825685,-0.18568558,129.990099009901,0.14999999,0.14999999,-0.38377047,-0.11102458,-0.10712334,-80.297554,14
,203,26274,203,0.14999999,0.14999999,14.280672311782837,0.0034825685,-0.18568558,129.42857142857142,0.14999999,0.14999999,-0.39035642,-0.11102458,-0.10712334,-80.348274,14
,204,26292,204,0.14999999,0.14999999,14.29373550415039,0.0034825685,-0.18568558,128.88235294117646,0.14999999,0.14999999,0.12467492,-0.11102458,-0.10712334,-80.41538,14
,205,26315,205,0.14999999,0.14999999,14.308495283126831,0.0034825685,-0.18568558,128.3658536585366,0.14999999,0.14999999,-0.5338764,-0.11102458,-0.10712334,-80.50459,14
,206,26332,206,0.14999999,0.14999999,14.320322513580322,0.0034825685,-0.18568558,127.8252427184466,0.14999999,0.14999999,-0.63480675,-0.11102458,-0.10712334,-80.58507,14
,207,26411,207,0.14999999,0.14999999,14.367773056030273,0.0034825685,-0.18568558,127.58937198067633,0.14999999,0.14999999,-0.51612204,-0.11102458,-0.10712334,-80.42866,14
,208,26553,208,0.14999999,0.14999999,14.44608187675476,0.0034825685,-0.18568558,127.65865384615384,0.14999999,0.14999999,-0.2931144,-0.11102458,-0.10712334,-80.191986,14
,209,27053,209,0.14999999,0.14999999,14.704671859741211,0.0034825685,-0.18568558,129.44019138755982,0.14999999,0.14999999,-0.068989486,-0.11102458,-0.10712334,-80.24389,14
,210,27069,210,0.14999999,0.14999999,14.715094566345215,0.0034825685,-0.18568558,128.9,0.14999999,0.14999999,-0.39350277,-0.11102458,-0.10712334,-80.29546,14
,211,27161,211,0.14999999,0.14999999,14.766937732696533,0.0034825685,-0.18568558,128.72511848341233,0.14999999,0.14999999,-0.17215759,-0.11102458,-0.10712334,-80.09102,14
,212,27182,212,0.14999999,0.14999999,14.780802011489868,0.0034825685,-0.18568558,128.21698113207546,0.14999999,0.14999999,-1.0168765,-0.11102458,-0.10712334,-80.140076,14
,213,27224,213,0.14999999,0.14999999,14.806703805923462,0.0034825685,-0.18568558,127.81220657276995,0.14999999,0.14999999,0.4598432,-0.11102458,-0.10712334,-80.14307,14
,214,27252,214,0.14999999,0.14999999,14.823570966720581,0.0034825685,-0.18568558,127.34579439252336,0.14999999,0.14999999,-0.90934396,-0.11102458,-0.10712334,-80.20564,14
,215,27752,215,0.14999999,0.14999999,15.08245062828064,0.0034825685,-0.18568558,129.07906976744187,0.14999999,0.14999999,-0.110982805,-0.11102458,-0.10712334,-80.14073,14
,216,28252,216,0.14999999,0.14999999,15.344719648361206,0.0034825685,-0.18568558,130.7962962962963,0.14999999,0.14999999,-0.6730364,-0.11102458,-0.10712334,-80.21025,14
,217,28277,217,0.14999999,0.14999999,15.361214876174927,0.0034825685,-0.18568558,130.30875576036865,0.14999999,0.14999999,-0.17368856,-0.11102458,-0.10712334,-80.25014,14
,218,28386,218,0.14999999,0.14999999,15.421089172363281,0.0034825685,-0.18568558,130.21100917431193,0.14999999,0.14999999,-0.82280326,-0.11102458,-0.10712334,-80.329865,14
,219,28411,219,0.14999999,0.14999999,15.436774015426636,0.0034825685,-0.18568558,129.73059360730593,0.14999999,0.14999999,-0.74565244,-0.11102458,-0.10712334,-80.39117,14
,220,28911,220,0.14999999,0.14999999,15.693827867507935,0.0034825685,-0.18568558,131.41363636363636,0.14999999,0.14999999,-0.89960253,-0.11102458,-0.10712334,-80.21467,14
,221,28965,221,0.14999999,0.14999999,15.725655794143677,0.0034825685,-0.18568558,131.06334841628959,0.14999999,0.14999999,-0.50801814,-0.11102458,-0.10712334,-80.130035,14
,222,28994,222,0.14999999,0.14999999,15.74341893196106,0.0034825685,-0.18568558,130.6036036036036,0.14999999,0.14999999,-0.63115424,-0.11102458,-0.10712334,-80.20896,14
,223,29011,223,0.14999999,0.14999999,15.756032705307007,0.0034825685,-0.18568558,130.09417040358744,0.14999999,0.14999999,-0.7284107,-0.11102458,-0.10712334,-80.271065,14
,224,29030,224,0.14999999,0.14999999,15.76779055595398,0.0034825685,-0.18568558,129.59821428571428,0.14999999,0.14999999,-0.6171749,-0.11102458,-0.10712334,-80.30305,14
,225,29530,225,0.14999999,0.14999999,16.026562690734863,0.0034825685,-0.18568558,131.24444444444444,0.14999999,0.14999999,-0.9236266,-0.11102458,-0.10712334,-80.1066,14
,226,29555,226,0.14999999,0.14999999,16.042539358139038,0.0034825685,-0.18568558,130.77433628318585,0.14999999,0.14999999,-0.13999659,-0.11102458,-0.10712334,-80.104675,14
,227,29584,227,0.14999999,0.14999999,16.06141972541809,0.0034825685,-0.18568558,130.3259911894273,0.14999999,0.14999999,-0.431898,-0.11102458,-0.10712334,-80.160515,14
,228,30084,228,0.14999999,0.14999999,16.314322233200073,0.0034825685,-0.18568558,131.94736842105263,0.14999999,0.14999999,-0.39778942,-0.11102458,-0.10712334,-80.196205,14
,229,30123,229,0.14999999,0.14999999,16.33742666244507,0.0034825685,-0.18568558,131.5414847161572,0.14999999,0.14999999,0.0023277327,-0.11102458,-0.10712334,-80.21653,14
,230,30159,230,0.14999999,0.14999999,16.360698461532593,0.0034825685,-0.18568558,131.12608695652173,0.14999999,0.14999999,-0.44059572,-0.11102458,-0.10712334,-80.25683,14
,231,30176,231,0.14999999,0.14999999,16.371721267700195,0.0034825685,-0.18568558,130.63203463203465,0.14999999,0.14999999,-0.6092353,-0.11102458,-0.10712334,-80.295456,14
,232,30676,232,0.14999999,0.14999999,16.62881898880005,0.0034825685,-0.18568558,132.22413793103448,0.14999999,0.14999999,-0.7285915,-0.11102458,-0.10712334,-80.30801,14
,233,30730,233,0.14999999,0.14999999,16.661574363708496,0.0034825685,-0.18568558,131.88841201716738,0.14999999,0.14999999,-0.2829333,-0.11102458,-0.10712334,-80.25615,14
,234,31230,234,0.14999999,0.14999999,16.91635537147522,0.0034825685,-0.18568558,133.46153846153845,0.14999999,0.14999999,-0.4024094,-0.11102458,-0.10712334,-80.30559,14
,235,31246,235,0.14999999,0.14999999,16.92692518234253,0.0034825685,-0.18568558,132.96170212765958,0.14999999,0.14999999,-0.1398406,-0.11102458,-0.10712334,-80.3562,14
,236,31280,236,0.14999999,0.14999999,16.948161840438843,0.0034825685,-0.18568558,132.54237288135593,0.14999999,0.14999999,-0.42328662,-0.11102458,-0.10712334,-80.43202,14
,237,31360,237,0.14999999,0.14999999,16.99332022666931,0.0034825685,-0.18568558,132.32067510548524,0.14999999,0.14999999,-0.27235827,-0.11102458,-0.10712334,-80.32491,14
,238,31860,238,0.14999999,0.14999999,17.24970579147339,0.0034825685,-0.18568558,133.8655462184874,0.14999999,0.14999999,0.05303467,-0.11102458,-0.10712334,-80.393974,14
,239,31880,239,0.14999999,0.14999999,17.263856172561646,0.0034825685,-0.18568558,133.38912133891213,0.14999999,0.14999999,-0.5927834,-0.11102458,-0.10712334,-80.46133,14
,240,31904,240,0.14999999,0.14999999,17.2792911529541,0.0034825685,-0.18568558,132.93333333333334,0.14999999,0.14999999,-0.5609202,-0.11102458,-0.10712334,-80.4695,14
,241,31930,241,0.14999999,0.14999999,17.295363664627075,0.0034825685,-0.18568558,132.4896265560166,0.14999999,0.14999999,-0.78995144,-0.11102458,-0.10712334,-80.532364,14
,242,31994,242,0.14999999,0.14999999,17.333316326141357,0.0034825685,-0.18568558,132.20661157024793,0.14999999,0.14999999,-1.275172,-0.11102458,-0.10712334,-80.479645,14
,243,32030,243,0.14999999,0.14999999,17.356899738311768,0.0034825685,-0.18568558,131.81069958847738,0.14999999,0.14999999,-0.75150853,-0.11102458,-0.10712334,-80.41858,14
,244,32224,244,0.14999999,0.14999999,17.459202527999878,0.0034825685,-0.18568558,132.0655737704918,0.14999999,0.14999999,-0.4946646,-0.11102458,-0.10712334,-80.33903,14
,245,32274,245,0.14999999,0.14999999,17.48929452896118,0.0034825685,-0.18568558,131.73061224489797,0.14999999,0.14999999,-0.43757576,-0.11102458,-0.10712334,-80.39952,14
,246,32317,246,0.14999999,0.14999999,17.513543605804443,0.0034825685,-0.18568558,131.369918699187,0.14999999,0.14999999,-0.8538877,-0.11102458,-0.10712334,-80.38005,14
,247,32356,247,0.14999999,0.14999999,17.536587715148926,0.0034825685,-0.18568558,130.99595141700405,0.14999999,0.14999999,-0.006183684,-0.11102458,-0.10712334,-80.39644,14
,248,32856,248,0.14999999,0.14999999,17.78990411758423,0.0034825685,-0.18568558,132.48387096774192,0.14999999,0.14999999,-0.17704573,-0.11102458,-0.10712334,-80.46695,14
,249,32884,249,0.14999999,0.14999999,17.807230949401855,0.0034825685,-0.18568558,132.06425702811245,0.14999999,0.14999999,-0.44920596,-0.11102458,-0.10712334,-80.515236,14
,250,33384,250,0.14999999,0.14999999,18.062846183776855,0.0034825685,-0.18568558,133.536,0.14999999,0.14999999,-0.48216826,-0.11102458,-0.10712334,-80.4545,14
,251,33884,251,0.14999999,0.14999999,18.325198888778687,0.0034825685,-0.18568558,134.996015936255,0.14999999,0.14999999,-0.80915844,-0.11102458,-0.10712334,-80.14568,14
,252,33916,252,0.14999999,0.14999999,18.344634532928467,0.0034825685,-0.18568558,134.5873015873016,0.14999999,0.14999999,-0.5528645,-0.11102458,-0.10712334,-80.09449,14
,253,33960,253,0.14999999,0.14999999,18.372142791748047,0.0034825685,-0.18568558,134.22924901185772,0.14999999,0.14999999,-0.0026597455,-0.11102458,-0.10712334,-80.07802,14
,254,33987,254,0.14999999,0.14999999,18.38933277130127,0.0034825685,-0.18568558,133.80708661417322,0.14999999,0.14999999,-0.86441636,-0.11102458,-0.10712334,-80.13832,14
,255,34047,255,0.14999999,0.14999999,18.42267894744873,0.0034825685,-0.18568558,133.51764705882354,0.14999999,0.14999999,-0.38135445,-0.11102458,-0.10712334,-80.066315,14
,256,34090,256,0.14999999,0.14999999,18.448259115219116,0.0034825685,-0.18568558,133.1640625,0.14999999,0.14999999,-0.05615297,-0.11102458,-0.10712334,-80.08135,14
,257,34590,257,0.14999999,0.14999999,18.705216884613037,0.0034825685,-0.18568558,134.59143968871595,0.14999999,0.14999999,0.0052381307,-0.11102458,-0.10712334,-80.13891,14
,258,34614,258,0.14999999,0.14999999,18.721125602722168,0.0034825685,-0.18568558,134.1627906976744,0.14999999,0.14999999,-0.7621199,-0.11102458,-0.10712334,-80.21029,14
,259,34650,259,0.14999999,0.14999999,18.74267053604126,0.0034825685,-0.18568558,133.78378378378378,0.14999999,0.14999999,-0.32987854,-0.11102458,-0.10712334,-80.262955,14
,260,34703,260,0.14999999,0.14999999,18.773269414901733,0.0034825685,-0.18568558,133.47307692307692,0.14999999,0.14999999,-0.24765858,-0.11102458,-0.10712334,-80.17417,14
,261,35203,261,0.14999999,0.14999999,19.027472019195557,0.0034825685,-0.18568558,134.87739463601534,0.14999999,0.14999999,-0.90521777,-0.11102458,-0.10712334,-80.21221,14
,262,35217,262,0.14999999,0.14999999,19.03705072402954,0.0034825685,-0.18568558,134.41603053435114,0.14999999,0.14999999,-0.52316,-0.11102458,-0.10712334,-80.25562,14
,263,35240,263,0.14999999,0.14999999,19.05227518081665,0.0034825685,-0.18568558,133.99239543726236,0.14999999,0.14999999,-0.65375775,-0.11102458,-0.10712334,-80.289925,14
,264,35291,264,0.14999999,0.14999999,19.08266854286194,0.0034825685,-0.18568558,133.6780303030303,0.14999999,0.14999999,-0.6538512,-0.11102458,-0.10712334,-80.23042,14
,265,35377,265,0.14999999,0.14999999,19.130760431289673,0.0034825685,-0.18568558,133.49811320754716,0.14999999,0.14999999,-0.39038527,-0.11102458,-0.10712334,-80.07948,14
,266,35402,266,0.14999999,0.14999999,19.146522045135498,0.0034825685,-0.18568558,133.09022556390977,0.14999999,0.14999999,-0.7008934,-0.11102458,-0.10712334,-80.129005,14
,267,35429,267,0.14999999,0.14999999,19.16474199295044,0.0034825685,-0.18568558,132.69288389513108,0.14999999,0.14999999,0.20065294,-0.11102458,-0.10712334,-80.134674,14
,268,35460,268,0.14999999,0.14999999,19.18315362930298,0.0034825685,-0.18568558,132.3134328358209,0.14999999,0.14999999,0.07582816,-0.11102458,-0.10712334,-80.165184,14
,269,35485,269,0.14999999,0.14999999,19.199472904205322,0.0034825685,-0.18568558,131.91449814126395,0.14999999,0.14999999,-0.5965737,-0.11102458,-0.10712334,-80.22742,14
,270,35985,270,0.14999999,0.14999999,19.455080270767212,0.0034825685,-0.18568558,133.27777777777777,0.14999999,0.14999999,-0.87009096,-0.11102458,-0.10712334,-80.23796,14
,271,36078,271,0.14999999,0.14999999,19.507123231887817,0.0034825685,-0.18568558,133.12915129151293,0.14999999,0.14999999,0.20447733,-0.11102458,-0.10712334,-80.15714,14
,272,36098,272,0.14999999,0.14999999,19.52094864845276,0.0034825685,-0.18568558,132.71323529411765,0.14999999,0.14999999,-0.39260167,-0.11102458,-0.10712334,-80.21453,14
,273,36598,273,0.14999999,0.14999999,19.778103351593018,0.0034825685,-0.18568558,134.05860805860806,0.14999999,0.14999999,-0.052304585,-0.11102458,-0.10712334,-80.278076,14
,274,36633,274,0.14999999,0.14999999,19.798861026763916,0.0034825685,-0.18568558,133.6970802919708,0.14999999,0.14999999,-1.023161,-0.11102458,-0.10712334,-80.339775,14
,275,36684,275,0.14999999,0.14999999,19.82897114753723,0.0034825685,-0.18568558,133.39636363636365,0.14999999,0.14999999,-0.3046476,-0.11102458,-0.10712334,-80.29325,14
,276,37184,276,0.14999999,0.14999999,20.087146759033203,0.0034825685,-0.18568558,134.7246376811594,0.14999999,0.14999999,-0.36921933,-0.11102458,-0.10712334,-80.24221,14
,277,37244,277,0.14999999,0.14999999,20.12429428100586,0.0034825685,-0.18568558,134.4548736462094,0.14999999,0.14999999,-0.58497465,-0.11102458,-0.10712334,-80.20577,14
,278,37259,278,0.14999999,0.14999999,20.13403010368347,0.0034825685,-0.18568558,134.0251798561151,0.14999999,0.14999999,-0.3258737,-0.11102458,-0.10712334,-80.256386,14
,279,37306,279,0.14999999,0.14999999,20.16202664375305,0.0034825685,-0.18568558,133.71326164874552,0.14999999,0.14999999,-0.32436344,-0.11102458,-0.10712334,-80.31068,14
,280,37344,280,0.14999999,0.14999999,20.185152530670166,0.0034825685,-0.18568558,133.37142857142857,0.14999999,0.14999999,0.06388739,-0.11102458,-0.10712334,-80.32597,14
,281,37372,281,0.14999999,0.14999999,20.201688766479492,0.0034825685,-0.18568558,132.9964412811388,0.14999999,0.14999999,-0.3485482,-0.11102458,-0.10712334,-80.37955,14
,282,37395,282,0.14999999,0.14999999,20.218093633651733,0.0034825685,-0.18568558,132.60638297872342,0.14999999,0.14999999,-0.48683757,-0.11102458,-0.10712334,-80.39592,14
,283,37895,283,0.14999999,0.14999999,20.479084014892578,0.0034825685,-0.18568558,133.90459363957598,0.14999999,0.14999999,-0.29237297,-0.11102458,-0.10712334,-80.1658,14
,284,38395,284,0.14999999,0.14999999,20.759565353393555,0.0034825685,-0.18568558,135.19366197183098,0.14999999,0.14999999,0.1645823,-0.11102458,-0.10712334,-80.21786,14
,285,38488,285,0.14999999,0.14999999,20.818387269973755,0.0034825685,-0.18568558,135.0456140350877,0.14999999,0.14999999,-0.41892412,-0.11102458,-0.10712334,-80.27485,14
,286,38988,286,0.14999999,0.14999999,21.106385469436646,0.0034825685,-0.18568558,136.32167832167832,0.14999999,0.14999999,-0.9428072,-0.11102458,-0.10712334,-80.1526,14
,287,39018,287,0.14999999,0.14999999,21.126277208328247,0.0034825685,-0.18568558,135.9512195121951,0.14999999,0.14999999,-0.17872037,-0.11102458,-0.10712334,-80.198746,14
,288,39057,288,0.14999999,0.14999999,21.150728464126587,0.0034825685,-0.18568558,135.61458333333334,0.14999999,0.14999999,0.15807398,-0.11102458,-0.10712334,-80.190704,14
,289,39077,289,0.14999999,0.14999999,21.16340470314026,0.0034825685,-0.18568558,135.21453287197232,0.14999999,0.14999999,-0.1442743,-0.11102458,-0.10712334,-80.22585,14
,290,39118,290,0.14999999,0.14999999,21.190186262130737,0.0034825685,-0.18568558,134.8896551724138,0.14999999,0.14999999,-0.7827442,-0.11102458,-0.10712334,-80.266,14
,291,39145,291,0.14999999,0.14999999,21.208329916000366,0.0034825685,-0.18568558,134.5189003436426,0.14999999,0.14999999,-0.5099048,-0.11102458,-0.10712334,-80.26823,14
,292,39645,292,0.14999999,0.14999999,21.512147188186646,0.0034825685,-0.18568558,135.7705479452055,0.14999999,0.14999999,-0.4222514,-0.11102458,-0.10712334,-80.31133,14
,293,39662,293,0.14999999,0.14999999,21.523517847061157,0.0034825685,-0.18568558,135.36518771331058,0.14999999,0.14999999,-0.67616224,-0.11102458,-0.10712334,-80.36423,14
,294,40162,294,0.14999999,0.14999999,21.77924871444702,0.0034825685,-0.18568558,136.60544217687075,0.14999999,0.14999999,-0.17244628,-0.11102458,-0.10712334,-80.26634,14
,295,40195,295,0.14999999,0.14999999,21.799596548080444,0.0034825685,-0.18568558,136.25423728813558,0.14999999,0.14999999,-0.71165013,-0.11102458,-0.10712334,-80.29304,14
,296,40274,296,0.14999999,0.14999999,21.84433388710022,0.0034825685,-0.18568558,136.0608108108108,0.14999999,0.14999999,-1.1283592,-0.11102458,-0.10712334,-80.22685,14
,297,40299,297,0.14999999,0.14999999,21.859975814819336,0.0034825685,-0.18568558,135.68686868686868,0.14999999,0.14999999,-0.61144865,-0.11102458,-0.10712334,-80.22956,14
,298,40799,298,0.14999999,0.14999999,22.118489027023315,0.0034825685,-0.18568558,136.90939597315437,0.14999999,0.14999999,-0.011695676,-0.11102458,-0.10712334,-80.02671,14
,299,40832,299,0.14999999,0.14999999,22.137953758239746,0.0034825685,-0.18568558,136.561872909699,0.14999999,0.14999999,-0.92593837,-0.11102458,-0.10712334,-80.070755,14
,300,40856,300,0.14999999,0.14999999,22.155368328094482,0.0034825685,-0.18568558,136.18666666666667,0.14999999,0.14999999,-0.5395852,-0.11102458,-0.10712334,-80.0807,14
,301,40877,301,0.14999999,0.14999999,22.16912865638733,0.0034825685,-0.18568558,135.80398671096344,0.14999999,0.14999999,-0.42391923,-0.11102458,-0.10712334,-80.10915,14
,302,41377,302,0.14999999,0.14999999,22.424031734466553,0.0034825685,-0.18568558,137.00993377483445,0.14999999,0.14999999,0.05267974,-0.11102458,-0.10712334,-80.03862,14
