NumTrainableParams,ReturnStepMax,NumTrajectories,ReturnMax,DenMISELogLast,LQGmu1_actor,ReturnMean,BoundMISE,TimestepsSoFar,BoundBonus,IWMean,ReturnMin,ReturnLastEpisode,Regret/t,GridSize,Regret,ReturnAbsMax,Delta,DenMISEMeanLog,IWLastEpisode,DenMISELogFirst,IWMax,Iteration,TimeElapsed,LQGmu1_higher,LQGsigma_higher,IWMin,AvgEpLen,IWFirstEpisode,MinEpLen,Bound
,19.98332,92,18.19312,-3.4592834,-0.66418666,5.6015387,8.39332,1840,21.93886,1.037799,,1.1006254,-0.60153866,20,-55.341553,18.19312,3.591252e-07,-3.4472318,0.58421254,-3.1668012,2.2288342,92,39.536388635635376,-1.5789474,4.0,,20.0,2.124656,20,30.33218
,19.987955,93,18.19769,-3.1155272,5.359669,5.736982,8.653879,1860,21.616283,1.0430964,,18.19769,-0.73698187,20,-68.53931,18.19769,3.514436e-07,-3.4432998,2.1905324,-3.1547806,2.1997678,93,39.88394093513489,-1.5789474,4.0,,20.0,2.0992692,20,30.270163
,19.987955,94,18.19769,-3.444106,11.936834,5.688421,0.9141672,1880,29.295343,1.1290858,,1.1722431,-0.6884208,20,-64.71155,18.19769,3.440058e-07,-3.44289,1.5935707,-3.1431541,6.033645,94,40.276559352874756,10.0,4.0,,20.0,0.12067014,20,30.20951
,19.987955,95,18.19769,-4.0148807,-12.76903,5.6337557,5.669903,1900,24.38769,0.8404202,,0.4952345,-0.6337557,20,-60.206787,18.19769,3.368017e-07,-3.4477448,1.6272409e-06,-3.1524534,4.2905083,95,40.718610763549805,-10.0,4.0,,20.0,0.08585854,20,30.057592
,19.987955,96,18.19769,-3.8429751,7.9390755,5.642183,4.095679,1920,25.860588,1.0176779,,6.4427423,-0.6421828,20,-61.649536,18.19769,3.2982157e-07,-3.453584,0.0009859386,-3.1620214,2.933148,96,41.08004117012024,3.6842105,4.0,,20.0,1.6398176,20,29.956266
,19.987955,97,18.19769,-3.5745683,-4.133663,5.59243,7.8375897,1940,22.004894,0.9850239,,0.8162199,-0.5924301,20,-57.4657,18.19769,3.2305616e-07,-3.4547048,0.009848386,-3.155447,2.259254,97,41.445316553115845,-5.7894735,4.0,,20.0,0.7401624,20,29.842484
,19.987955,98,18.19769,-3.0692024,-4.411137,5.6083984,8.3799305,1960,21.197445,1.0200934,,7.157382,-0.60839844,20,-59.623047,18.19769,3.164968e-07,-3.4509604,1.7506974,-3.1581018,2.2080605,98,41.83760690689087,-1.5789474,4.0,,20.0,2.106253,20,29.577375
,19.987955,99,18.19769,-3.0651333,-7.228198,5.6219273,5.743518,1980,23.832159,0.8522296,,6.9477305,-0.62192726,20,-61.5708,18.19769,3.1013525e-07,-3.446894,0.8055699,-3.1469896,4.2601385,99,42.179322242736816,-10.0,4.0,,20.0,0.0853907,20,29.575676
,19.987955,100,18.19769,-3.150735,5.191708,5.634801,0.91665816,2000,28.548702,1.1485665,,6.9093103,-0.6348009,20,-63.480103,18.19769,3.0396353e-07,-3.4454665,0.00021825702,-3.1561778,6.0257416,100,42.56738328933716,10.0,4.0,,20.0,0.12225198,20,29.46536
,19.987955,101,18.19769,-3.4373393,-10.406891,5.590697,8.371808,2020,21.083372,1.0247433,,1.1802249,-0.5906968,20,-59.6604,18.19769,2.9797425e-07,-3.444091,0.1425023,-3.1649063,2.1778822,101,43.00645208358765,-4.736842,4.0,,20.0,1.0759857,20,29.455181
,19.987955,102,18.19769,-3.4293067,11.1533985,5.5928173,3.0808153,2040,26.141079,1.03261,,5.8069797,-0.5928173,20,-60.467346,18.19769,2.9216025e-07,-3.44374,0.0023754437,-3.1641617,3.1215086,102,43.55732536315918,4.736842,4.0,,20.0,1.2688615,20,29.221893
,19.987955,103,18.19769,-3.89762,-9.473115,5.543326,5.827911,2060,23.384872,0.86780083,,0.4952345,-0.5433259,20,-55.962585,18.19769,2.8651482e-07,-3.4478893,4.156094e-06,-3.1615548,4.24176,103,43.98152279853821,-10.0,4.0,,20.0,0.08664353,20,29.212784
,19.987955,104,18.19769,-3.313068,-9.727098,5.547903,8.265085,2080,20.768797,1.0168265,,6.0193386,-0.54790306,20,-56.981934,18.19769,2.810314e-07,-3.447918,1.3591049,-3.1703758,2.17209,104,44.38378572463989,-4.736842,4.0,,20.0,1.081887,20,29.033882
,19.987955,105,18.19769,-3.336427,-15.422448,5.551946,5.9376082,2100,22.935246,0.8889284,,5.9723973,-0.55194616,20,-57.954346,18.19769,2.7570388e-07,-3.4467285,2.7978933,-3.1695962,4.1459246,105,44.73778700828552,-10.0,4.0,,20.0,0.087343074,20,28.872854
,19.987955,106,18.19769,-4.5885434,-1.2080756,5.5537076,5.779974,2120,23.023067,0.97503257,,5.7386594,-0.5537076,20,-58.692993,18.19769,2.705265e-07,-3.4586003,0.0011715548,-3.1782434,2.6364079,106,45.124518156051636,1.5789474,4.0,,20.0,2.2710931,20,28.803041
,19.987955,107,18.19769,-3.107632,-6.7090755,5.671794,8.299728,2140,20.507526,0.99781805,,18.18902,-0.67179394,20,-71.88196,18.19769,2.6549353e-07,-3.4555864,2.221318,-3.166434,2.2228088,107,45.4988739490509,-1.5789474,4.0,,20.0,2.123876,20,28.807255
,19.987955,108,18.19769,-3.1217198,9.166948,5.6819344,0.9015195,2160,27.820145,1.1349862,,6.766947,-0.68193436,20,-73.648926,18.19769,2.6059973e-07,-3.4525418,0.00036767876,-3.1560817,6.12385,108,45.848305225372314,10.0,4.0,,20.0,0.12224023,20,28.721664
,19.987955,109,18.19769,-3.6799188,-12.934958,5.6354895,6.099017,2180,22.601442,0.9150606,,0.6194207,-0.63548946,20,-69.26837,18.19769,2.5584006e-07,-3.4535415,4.0846633e-05,-3.1641672,4.1399074,109,46.20670938491821,-10.0,4.0,,20.0,0.08687017,20,28.700459
,19.987955,110,18.19769,-3.8531299,-7.333579,5.6486583,8.289777,2200,20.287693,1.0100268,,7.0840344,-0.6486583,20,-71.35242,18.19769,2.5120954e-07,-3.458,0.57557386,-3.172503,2.1674786,110,46.58612775802612,-4.736842,4.0,,20.0,1.0841908,20,28.577469
,19.987955,111,18.19769,-3.1438327,-9.763951,5.661753,6.245965,2220,22.197939,0.93315905,,7.1021676,-0.6617532,20,-73.45459,18.19769,2.4670365e-07,-3.4551072,1.8522819,-3.1717448,4.055123,111,46.950350522994995,-10.0,4.0,,20.0,0.08753095,20,28.443905
,19.987955,112,18.19769,-3.3130968,3.6049495,5.6612926,2.9921358,2240,25.298641,1.0000542,,5.6102014,-0.66129255,20,-74.06476,18.19769,2.4231784e-07,-3.4544885,0.0038366043,-3.1799252,3.1881566,112,47.335384130477905,4.736842,4.0,,20.0,1.2890217,20,28.290777
,19.987955,113,18.19769,-3.3594198,-3.1742244,5.622787,8.247923,2260,20.00969,1.0117642,,1.310184,-0.622787,20,-70.37494,18.19769,2.3804806e-07,-3.4536943,0.32616255,-3.1773708,2.1624708,113,47.77712297439575,-4.736842,4.0,,20.0,1.0894814,20,28.257612
,19.987955,114,18.19769,-3.0667093,-8.991598,5.6403904,7.5110993,2280,20.606287,0.9744573,,7.6296077,-0.6403904,20,-73.00452,18.19769,2.3389008e-07,-3.4502232,1.720078,-3.1765862,2.3421044,114,48.28099489212036,-0.5263158,4.0,,20.0,2.3421044,20,28.117386
,19.987955,115,18.19769,-3.2520597,-14.767824,5.6430917,6.3103228,2300,21.840466,0.94866633,,5.951027,-0.6430917,20,-73.95557,18.19769,2.2984011e-07,-3.4487448,2.496899,-3.1649833,4.0468016,115,48.73214101791382,-10.0,4.0,,20.0,0.08694109,20,28.150787
,19.987955,116,18.19769,-4.3433757,11.70973,5.644112,0.88325655,2320,27.155201,1.1139203,,5.7614202,-0.6441121,20,-74.71698,18.19769,2.2589445e-07,-3.4569497,3.627942e-08,-3.1728854,6.2117443,116,49.20536422729492,10.0,4.0,,20.0,0.12431168,20,28.038458
,19.987955,117,18.19769,-4.0108533,-7.7042437,5.6001043,6.370696,2340,21.53536,0.9610371,,0.4952345,-0.60010433,20,-70.21222,18.19769,2.2204951e-07,-3.4608405,2.2091738e-06,-3.1803982,3.9772227,117,49.57841897010803,-10.0,4.0,,20.0,0.088291675,20,27.906055
,19.987955,118,18.19769,-3.1526742,-7.118558,5.6114893,8.212536,2360,19.641605,1.0134784,,6.9435625,-0.6114893,20,-72.15576,18.19769,2.1830189e-07,-3.4586093,1.7722863,-3.1881545,2.1574733,118,49.952768087387085,-4.736842,4.0,,20.0,1.1012934,20,27.854141
,19.987955,119,18.19769,-3.1189566,14.004311,5.6227264,5.60158,2380,22.043434,0.9388512,,6.948656,-0.62272644,20,-74.10443,18.19769,2.1464834e-07,-3.4556658,0.21219864,-3.1873038,2.6764507,119,50.362414598464966,1.5789474,4.0,,20.0,2.2917635,20,27.645014
,19.987955,120,18.19769,-4.550325,-6.9868965,5.579997,6.3786182,2400,21.200607,0.9605516,,0.4952345,-0.57999706,20,-69.59967,18.19769,2.1108582e-07,-3.4653213,1.4286388e-07,-3.1765964,3.9394245,120,50.797176361083984,-10.0,4.0,,20.0,0.08795664,20,27.579226
,19.987955,121,18.19769,-3.114374,-1.447305,5.5931897,8.186499,2420,19.372583,1.0142387,,7.176262,-0.5931897,20,-71.77594,18.19769,2.076112e-07,-3.4627936,1.9173235,-3.1841626,2.145159,121,51.2882194519043,-4.736842,4.0,,20.0,1.0969061,20,27.559082
,19.987955,122,18.19769,-3.1068249,13.873573,5.69634,0.8984013,2440,26.6106,1.1584712,,18.177519,-0.6963401,20,-84.95349,18.19769,2.0422168e-07,-3.459782,0.037126187,-3.1833687,6.200245,122,51.78865671157837,10.0,4.0,,20.0,0.12562172,20,27.509
,19.987955,123,18.19769,-4.4922543,-5.569577,5.6540546,8.038686,2460,19.463078,0.9642642,,0.4952345,-0.65405464,20,-80.44873,18.19769,2.009145e-07,-3.4670162,0.0051186467,-3.1905026,2.2605443,123,52.264079332351685,-1.5789474,4.0,,20.0,2.1756148,20,27.501762
,19.987955,124,18.19769,-3.0739238,-10.959787,5.6663265,8.044615,2480,19.350634,1.0241365,,7.1758084,-0.6663265,20,-82.62451,18.19769,1.97687e-07,-3.4641526,2.1536837,-3.1810668,2.177431,124,52.81175446510315,-5.7894735,4.0,,20.0,0.75937015,20,27.395248
,19.987955,125,18.19769,-3.4560075,1.8116715,5.6717443,2.8535874,2500,24.407785,0.95881474,,6.3435483,-0.67174435,20,-83.96802,18.19769,1.9453667e-07,-3.4639184,0.001431931,-3.1829937,3.2455325,125,53.31126093864441,4.736842,4.0,,20.0,1.292983,20,27.261374
,19.987955,126,18.19769,-3.267081,-7.6738625,5.6414523,6.429476,2520,20.815554,0.9648526,,1.8549792,-0.6414523,20,-80.823,18.19769,1.9146103e-07,-3.4627187,0.03343962,-3.180671,3.9871175,126,53.894136905670166,-10.0,4.0,,20.0,0.088315755,20,27.24503
,19.987955,127,18.19769,-3.1395035,-8.932697,5.651976,8.283343,2540,18.840698,1.0197783,,6.9779453,-0.6519761,20,-82.800964,18.19769,1.8845779e-07,-3.4604928,1.7589295,-3.1878755,2.1312373,127,54.44453001022339,-4.736842,4.0,,20.0,1.1009864,20,27.124043
,19.987955,128,18.19769,-3.2179098,-16.039097,5.660146,6.479907,2560,20.50517,0.97097623,,6.697772,-0.66014624,20,-84.49872,18.19769,1.8552461e-07,-3.4584637,2.4038677,-3.1870868,3.9209106,128,54.981682777404785,-10.0,4.0,,20.0,0.088884205,20,26.985077
,19.987955,129,18.19769,-4.774341,0.44664752,5.6573496,6.4222846,2580,20.5092,0.919912,,5.2993965,-0.6573496,20,-84.798096,18.19769,1.826594e-07,-3.4689298,0.002228793,-3.1941748,2.5354395,129,55.52923536300659,0.5263158,4.0,,20.0,2.427936,20,26.931484
,19.987955,130,18.19769,-3.1922824,12.890962,5.6927657,0.88681936,2600,26.030563,1.145701,,10.261416,-0.6927657,20,-90.05957,18.19769,1.798601e-07,-3.467435,0.1401517,-3.1832507,6.2754645,130,56.01364231109619,10.0,4.0,,20.0,0.12560691,20,26.917383
,19.987955,131,18.19769,-4.261272,-9.124035,5.65309,8.201789,2620,18.595163,1.0101367,,0.4952345,-0.65309,20,-85.55481,18.19769,1.7712463e-07,-3.4724977,0.00042877873,-3.1899476,2.1324103,131,56.590879678726196,-4.736842,4.0,,20.0,1.10327,20,26.796951
,19.987955,132,18.19769,-3.2342072,-10.056178,5.6605554,6.569951,2640,20.228727,0.9901967,,6.638502,-0.66055536,20,-87.1933,18.19769,1.7445107e-07,-3.4706342,2.4719212,-3.1891656,3.9181335,132,57.011709451675415,-10.0,4.0,,20.0,0.08906916,20,26.79868
,19.987955,133,18.19769,-3.3153913,-1.9635563,5.664158,2.851244,2660,23.827364,0.9432517,,6.1397533,-0.66415787,20,-88.33301,18.19769,1.718376e-07,-3.4695811,0.002942822,-3.1960382,3.2753649,133,57.42539668083191,4.736842,4.0,,20.0,1.3099601,20,26.678608
,19.987955,134,18.19769,-3.099145,1.6401378,5.7567534,7.444974,2680,19.407064,0.93475294,,18.071922,-0.75675344,20,-101.40497,18.19769,1.6928244e-07,-3.4672704,2.073753,-3.193728,2.3825986,134,57.90506434440613,-0.5263158,4.0,,20.0,2.3825986,20,26.85204
,19.987955,135,18.19769,-3.2605348,-7.396014,5.730903,8.295841,2700,18.329062,1.0142694,,2.2669463,-0.73090315,20,-98.671936,18.19769,1.6678383e-07,-3.466238,0.72941935,-3.1835384,2.1265154,135,58.35135340690613,-4.736842,4.0,,20.0,1.0962216,20,26.624903
,19.987955,136,18.19769,-3.1187243,-9.332675,5.738623,6.623588,2720,19.963377,0.99616957,,6.7808146,-0.73862314,20,-100.45276,18.19769,1.6434014e-07,-3.4635952,1.8250242,-3.1828313,3.9154458,136,58.77958536148071,-10.0,4.0,,20.0,0.08850676,20,26.586966
,19.987955,137,18.19769,-3.2410681,0.6512413,5.7422066,7.308104,2740,19.132214,0.9336372,,6.2295794,-0.7422066,20,-101.68231,18.19769,1.6194979e-07,-3.462037,0.22589985,-3.1895068,2.3728456,137,59.36177134513855,-0.5263158,4.0,,20.0,2.3725624,20,26.440317
,19.987955,138,18.19769,-3.2004287,12.155629,5.7602882,0.87803376,2760,25.490253,1.1330044,,8.237522,-0.76028824,20,-104.9198,18.19769,1.5961119e-07,-3.4606369,0.15944885,-3.1796098,6.343606,138,59.949188232421875,10.0,4.0,,20.0,0.12515041,20,26.368288
,19.987955,139,18.19769,-4.120771,-4.560608,5.72241,6.6072016,2780,19.742865,0.9943879,,0.4952345,-0.7224102,20,-100.41504,18.19769,1.5732289e-07,-3.4645317,1.3381718e-06,-3.1859236,3.8897152,139,60.51204013824463,-10.0,4.0,,20.0,0.088780865,20,26.350067
,19.987955,140,18.19769,-3.0578876,-1.8138514,5.73216,8.306198,2800,18.050995,1.0208092,,7.0873694,-0.7321601,20,-102.50244,18.19769,1.5508344e-07,-3.4617035,2.1205685,-3.1924534,2.1239505,140,60.90255045890808,-4.736842,4.0,,20.0,1.1060381,20,26.357193
,19.987955,141,18.19769,-3.0953724,-4.6847777,5.819349,7.573045,2820,18.877956,0.94964427,,18.02575,-0.8193488,20,-115.5282,18.19769,1.5289147e-07,-3.4589744,2.0924485,-3.1917017,2.3785393,141,61.28604459762573,-0.5263158,4.0,,20.0,2.3777754,20,26.451
,19.987955,142,18.19769,-3.048658,2.2332306,5.829298,8.450114,2840,17.82534,1.0274315,,7.2320986,-0.829298,20,-117.760315,18.19769,1.5074565e-07,-3.4564545,2.1029482,-3.182046,2.1045127,142,61.7918221950531,-4.736842,4.0,,20.0,1.0945867,20,26.275455
,19.987955,143,18.19769,-3.307408,6.3274302,5.8006053,2.9262803,2860,23.229172,0.93962246,,1.7262578,-0.8006053,20,-114.48657,18.19769,1.4864469e-07,-3.4552362,2.2396016,-3.1813846,3.3087497,143,62.42347741127014,4.736842,4.0,,20.0,1.2909043,20,26.155453
,19.987955,144,18.19769,-3.550805,1.8687855,5.7676363,8.02853,2880,18.013239,0.9685455,,1.0530399,-0.7676363,20,-110.53961,18.19769,1.4658735e-07,-3.4563453,0.4926824,-3.1793666,2.2271788,144,62.826329708099365,-1.5789474,4.0,,20.0,2.1515214,20,26.041769
,19.987955,145,18.19769,-3.2696722,-10.236267,5.7412605,6.445632,2900,19.470707,0.96733105,,1.943133,-0.7412605,20,-107.48279,18.19769,1.4457244e-07,-3.4552882,0.032138903,-3.1714563,3.9373717,145,63.22872042655945,-10.0,4.0,,20.0,0.0875057,20,25.91634
,19.987955,146,18.19769,-3.3406465,8.330442,5.7462683,0.8832597,2920,24.984755,1.1387969,,6.472476,-0.7462683,20,-108.9552,18.19769,1.4259878e-07,-3.4547582,7.797836e-06,-3.1777258,6.405587,146,63.737842321395874,10.0,4.0,,20.0,0.124914855,20,25.868013
,19.987955,147,18.19769,-3.67092,-7.2304273,5.712286,8.003193,2940,17.812887,1.0201557,,0.7508569,-0.712286,20,-104.706055,18.19769,1.4066525e-07,-3.4553778,0.0077142315,-3.1836967,2.1483958,147,64.38276314735413,-5.7894735,4.0,,20.0,0.76136994,20,25.81608
,19.987955,148,18.19769,-3.104265,-3.3335333,5.7197423,5.6288357,2960,20.117765,0.93415976,,6.8157916,-0.7197423,20,-106.52185,18.19769,1.387708e-07,-3.4528856,0.19668987,-3.1853104,2.7021208,148,64.98867630958557,1.5789474,4.0,,20.0,2.2871997,20,25.746601
,19.987955,149,18.19769,-3.050371,-3.2932415,5.7330704,8.2965555,2980,17.410381,1.0211872,,7.705657,-0.7330704,20,-109.22748,18.19769,1.3691435e-07,-3.450642,1.980993,-3.1767085,2.100634,149,65.52464866638184,-4.736842,4.0,,20.0,1.0887599,20,25.706936
,19.987955,150,18.19769,-3.0443811,-10.641304,5.7446046,6.468627,3000,19.171656,0.9700643,,7.463176,-0.7446046,20,-111.690674,18.19769,1.3509491e-07,-3.4478073,0.51350486,-3.176117,3.9510863,150,66.04618048667908,-10.0,4.0,,20.0,0.08791448,20,25.640282
,19.987955,151,18.19769,-3.3900955,-7.0439935,5.7504053,7.9140916,3020,17.63646,0.9704558,,6.620545,-0.7504053,20,-113.31122,18.19769,1.333115e-07,-3.4476523,0.22727722,-3.1821756,2.2269053,151,66.45290780067444,-1.5789474,4.0,,20.0,2.1575737,20,25.55055
,19.987955,152,18.19769,-3.0921395,-12.626692,5.7591987,6.5491753,3040,18.968458,0.9812901,,7.0869513,-0.75919867,20,-115.39819,18.19769,1.3156317e-07,-3.4455204,1.6717064,-3.1745887,3.9007204,152,66.91508769989014,-10.0,4.0,,20.0,0.08778022,20,25.517633
,19.987955,153,18.19769,-3.7312293,3.1206474,5.7588267,2.1626167,3060,23.311054,0.9679973,,5.702286,-0.75882673,20,-116.100464,18.19769,1.29849e-07,-3.4475381,0.00010384598,-3.180569,3.5488548,153,67.40416502952576,5.7894735,4.0,,20.0,0.92929417,20,25.473671
,19.987955,154,18.19769,-3.3620744,-7.7582927,5.7303624,8.043836,3080,17.362051,1.0331265,,1.3753448,-0.7303624,20,-112.47583,18.19769,1.2816815e-07,-3.44722,0.240724,-3.1810281,2.1294594,154,67.8106598854065,-5.7894735,4.0,,20.0,0.7593408,20,25.405888
,19.987955,155,18.19769,-3.1209557,-15.566617,5.738529,6.59919,3100,18.714401,0.9908189,,6.996292,-0.7385292,20,-114.472046,18.19769,1.265197e-07,-3.4449162,1.9322469,-3.182582,3.869097,155,68.41602826118469,-10.0,4.0,,20.0,0.08848469,20,25.313591
,19.987955,156,18.19769,-4.583401,16.321163,5.744048,0.8621922,3120,24.455067,1.1097254,,6.599417,-0.7440481,20,-116.07147,18.19769,1.2490284e-07,-3.452301,1.3128863e-08,-3.1884422,6.5329103,156,69.03795528411865,10.0,4.0,,20.0,0.1262607,20,25.317259
,19.987955,157,18.19769,-5.3832746,4.997259,5.710616,7.167894,3140,18.037504,0.94143367,,0.4952345,-0.7106161,20,-111.56671,18.19769,1.2331678e-07,-3.4639819,0.0030522323,-3.194023,2.3844512,157,69.53440403938293,-0.5263158,4.0,,20.0,2.3833013,20,25.205399
,19.987955,158,18.19769,-3.4892364,-1.4518337,5.6820264,6.640092,3160,18.535263,0.9968984,,1.1933724,-0.6820264,20,-107.76013,18.19769,1.2176076e-07,-3.4645238,0.0028952684,-3.1853058,3.8478355,158,69.95411396026611,-10.0,4.0,,20.0,0.08872604,20,25.175354
,19.987955,159,18.19769,-3.1055646,-9.660737,5.760537,8.245512,3180,16.967577,0.9815645,,18.16531,-0.76053715,20,-120.925415,18.19769,1.2023399e-07,-3.4623137,2.1315258,-3.1910536,2.154753,159,70.38793754577637,-2.631579,4.0,,20.0,1.8607045,20,25.213089
,19.987955,160,18.19769,-3.2625966,4.548412,5.7639756,2.8409119,3200,22.217453,0.9456237,,6.3106775,-0.7639756,20,-122.236084,18.19769,1.18735755e-07,-3.4611912,0.0040040147,-3.1856887,3.3404243,160,70.81001830101013,4.736842,4.0,,20.0,1.2964725,20,25.058365
,19.987955,161,18.19769,-3.456939,-8.149871,5.736028,8.002957,3220,17.034882,1.0219077,,1.2644216,-0.7360282,20,-118.50055,18.19769,1.17265365e-07,-3.4615247,0.11213637,-3.1838489,2.1278782,161,71.2340955734253,-5.7894735,4.0,,20.0,0.76148576,20,25.037838
,19.987955,162,18.19769,-3.141616,-8.814364,5.7430058,6.662695,3240,18.299995,0.99833226,,6.866386,-0.74300575,20,-120.36694,18.19769,1.1582212e-07,-3.4594283,2.0738673,-3.1853223,3.8421757,162,71.74945378303528,-10.0,4.0,,20.0,0.088727504,20,24.96269
,19.987955,163,18.19769,-3.1802385,-8.22241,5.7483425,8.204587,3260,16.678719,1.0106341,,6.6129727,-0.7483425,20,-121.97986,18.19769,1.1440535e-07,-3.4577518,1.4268044,-3.1909287,2.0823348,163,72.16791224479675,-4.736842,4.0,,20.0,1.104353,20,24.883305
,19.987955,164,18.19769,-3.1359558,6.6478853,5.751293,0.8694775,3280,24.01135,1.1197622,,6.2322016,-0.7512932,20,-123.2121,18.19769,1.13014416e-07,-3.4557362,7.148415e-05,-3.1902926,6.5817313,164,72.55692291259766,10.0,4.0,,20.0,0.12649454,20,24.880829
,19.987955,165,18.19769,-3.5895162,2.848432,5.7225647,5.4520245,3300,19.357248,0.92720366,,1.0111123,-0.7225647,20,-119.223206,18.19769,1.1164868e-07,-3.4558957,1.6182444,-3.1956005,2.738326,165,72.92597675323486,1.5789474,4.0,,20.0,2.3108568,20,24.809273
,19.987955,166,18.19769,-3.353011,-13.550355,5.6968284,6.681064,3320,18.10825,1.0020164,,1.4503573,-0.69682837,20,-115.67352,18.19769,1.1030757e-07,-3.4557273,0.016390702,-3.1877348,3.841934,166,73.3407301902771,-10.0,4.0,,20.0,0.08894181,20,24.789314
,19.987955,167,18.19769,-3.9405231,-9.655815,5.6967053,6.708102,3340,17.934454,1.008425,,5.6762743,-0.69670534,20,-116.34979,18.19769,1.08990484e-07,-3.4586437,3.460397,-3.1932054,3.777648,167,73.77282524108887,-10.0,4.0,,20.0,0.08942971,20,24.642555
,19.987955,168,18.19769,-3.24621,-2.6544352,5.700711,8.100746,3360,16.507383,1.0037876,,6.369625,-0.7007108,20,-117.71942,18.19769,1.0769683e-07,-3.4573538,1.2030296,-3.19864,2.0894425,168,74.20513224601746,-4.736842,4.0,,20.0,1.112902,20,24.60813
,19.987955,169,18.19769,-3.0652268,-1.649067,5.7161365,6.305212,3380,18.271168,0.9343762,,8.307635,-0.71613646,20,-121.02704,18.19769,1.0642608e-07,-3.4550219,1.5586689,-3.1979723,2.5637012,169,74.66781544685364,0.5263158,4.0,,20.0,2.4371738,20,24.57638
,19.987955,170,18.19769,-3.0943427,-7.0485144,5.7892995,8.162711,3400,16.453352,0.9726419,,18.153828,-0.7892995,20,-134.18091,18.19769,1.0517771e-07,-3.4532974,2.136018,-3.1895537,2.1461222,170,75.07900714874268,-2.631579,4.0,,20.0,1.8579159,20,24.616062
,19.987955,171,18.19769,-3.077631,13.115215,5.797368,0.8613046,3420,23.649801,1.0989311,,7.1689878,-0.79736805,20,-136.34991,18.19769,1.0395115e-07,-3.4512694,0.00024592757,-3.1845493,6.597065,171,75.5742564201355,10.0,4.0,,20.0,0.12577014,20,24.511106
,19.987955,172,18.19769,-4.367912,-11.0387945,5.7665415,8.056073,3440,16.451372,1.0284309,,0.4952345,-0.7665415,20,-131.84515,18.19769,1.0274593e-07,-3.4560902,0.00011103393,-3.189645,2.1096427,172,76.00472664833069,-5.7894735,4.0,,20.0,0.7659123,20,24.507446
,19.987955,173,18.19769,-3.4301698,-4.206268,5.766696,6.7762923,3460,17.705162,1.0182925,,5.793289,-0.766696,20,-132.63843,18.19769,1.0156155e-07,-3.4557877,2.977891,-3.190999,3.8145213,173,76.41054654121399,-10.0,4.0,,20.0,0.089232616,20,24.481455
,19.987955,174,18.19769,-3.0342093,3.1698403,5.774265,2.7941108,3480,21.598392,0.94456923,,7.083639,-0.7742648,20,-134.72205,18.19769,1.0039753e-07,-3.4532835,0.17026933,-3.196247,3.3901668,174,76.90030646324158,4.736842,4.0,,20.0,1.3102337,20,24.392504
,19.987955,175,18.19769,-3.383497,1.9054848,5.74898,7.728478,3500,16.638205,0.95480925,,1.3494203,-0.74898005,20,-131.07153,18.19769,9.9253405e-08,-3.4532208,1.4528773,-3.194476,2.2507162,175,77.36077952384949,-1.5789474,4.0,,20.0,2.1842763,20,24.366682
,19.987955,176,18.19769,-3.2934372,-5.986892,5.72726,6.691168,3520,17.55392,1.0053068,,1.9262692,-0.7272601,20,-127.9978,18.19769,9.812872e-08,-3.452578,0.032026596,-3.1877697,3.7967105,176,77.7665765285492,-10.0,4.0,,20.0,0.08894491,20,24.245089
,19.987955,177,18.19769,-3.047332,-10.839402,5.7357,8.182444,3540,16.061369,1.0130136,,7.221166,-0.73570013,20,-130.21893,18.19769,9.7023076e-08,-3.450281,2.0002398,-3.19293,2.0750396,177,78.24680233001709,-4.736842,4.0,,20.0,1.1065654,20,24.243813
,19.987955,178,18.19769,-3.3895464,12.318762,5.7399554,0.85595036,3560,23.24282,1.0971069,,6.4931617,-0.7399554,20,-131.7121,18.19769,9.593599e-08,-3.4498763,3.77558e-06,-3.1923316,6.6026726,178,78.65372800827026,10.0,4.0,,20.0,0.12675272,20,24.09877
,19.987955,179,18.19769,-4.196941,-8.48333,5.7106557,6.7164016,3580,17.380226,1.0084697,,0.4952345,-0.7106557,20,-127.20734,18.19769,9.486706e-08,-3.4535694,1.1511344e-06,-3.197222,3.7764015,179,79.07971477508545,-10.0,4.0,,20.0,0.08978964,20,24.096628
,19.987955,180,18.19769,-3.1457243,4.965879,5.71273,6.2598605,3600,17.820229,0.9316994,,6.08406,-0.71272993,20,-128.29138,18.19769,9.3815906e-08,-3.4518337,0.18338142,-3.2022915,2.579197,180,79.55099129676819,0.5263158,4.0,,20.0,2.4477232,20,24.08009
,19.987955,181,18.19769,-3.5075214,-9.571745,5.687855,7.9488444,3620,16.063623,1.0241796,,1.210356,-0.68785477,20,-124.50171,18.19769,9.278213e-08,-3.4525287,0.08957881,-3.194325,2.1006646,181,79.97150588035583,-5.7894735,4.0,,20.0,0.7695051,20,24.012468
,19.987955,182,18.19769,-3.2357953,12.228825,5.6915812,2.7415547,3640,21.180565,0.9561865,,6.3660707,-0.69158125,20,-125.8678,18.19769,9.176535e-08,-3.4512155,0.0042220806,-3.1955922,3.3955476,182,80.43364191055298,4.736842,4.0,,20.0,1.3093758,20,23.92212
,19.987955,183,18.19769,-4.194631,-12.768568,5.663186,6.723693,3660,17.193861,1.0111585,,0.4952345,-0.6631861,20,-121.36304,18.19769,9.0765184e-08,-3.4555354,1.3016598e-06,-3.193903,3.7736762,183,80.85107922554016,-10.0,4.0,,20.0,0.08949211,20,23.917553
