NumTrainableParams,Iteration,ReturnMean,TimeElapsed,MinEpLen,AvgEpLen,NumTrajectories,TimestepsSoFar,LQGmu1_higher,LQGsigma_higher,LQGmu1_actor
,299,0.0022251925,2.8446366786956787,20,20.0,299,5980,1.0,0.14999999,0.80685806
,300,0.002244446,2.8527944087982178,20,20.0,300,6000,1.0,0.14999999,1.0635906
,301,0.0022369893,2.859870672225952,20,20.0,301,6020,1.0,0.14999999,1.0567648
,302,0.002229582,2.8670527935028076,20,20.0,302,6040,1.0,0.14999999,1.2819254
,303,0.0022222237,2.874166488647461,20,20.0,303,6060,1.0,0.14999999,1.0779377
,304,0.0022149137,2.882023334503174,20,20.0,304,6080,1.0,0.14999999,1.0447824
,305,0.0022076517,2.8897933959960938,20,20.0,305,6100,1.0,0.14999999,1.1122894
,306,0.0022004372,2.898517608642578,20,20.0,306,6120,1.0,0.14999999,1.0299048
,307,0.0021932696,2.9062187671661377,20,20.0,307,6140,1.0,0.14999999,1.0903604
,308,0.0021861487,2.9146108627319336,20,20.0,308,6160,1.0,0.14999999,1.0467365
,309,0.0021790736,2.922212839126587,20,20.0,309,6180,1.0,0.14999999,1.2092003
,310,0.0021720445,2.9297542572021484,20,20.0,310,6200,1.0,0.14999999,0.8385597
,311,0.0021869421,2.937185287475586,20,20.0,311,6220,1.0,0.14999999,0.8973234
,312,0.0021942484,2.945819854736328,20,20.0,312,6240,1.0,0.14999999,1.2023833
,313,0.0021872378,2.9534261226654053,20,20.0,313,6260,1.0,0.14999999,0.8891838
,314,0.0021955585,2.960714817047119,20,20.0,314,6280,1.0,0.14999999,0.93386126
,315,0.002197898,2.9678165912628174,20,20.0,315,6300,1.0,0.14999999,1.1946708
,316,0.0021909426,2.9764366149902344,20,20.0,316,6320,1.0,0.14999999,0.8990292
,317,0.0021978994,2.983814001083374,20,20.0,317,6340,1.0,0.14999999,1.0748088
,318,0.0021909876,2.991635799407959,20,20.0,318,6360,1.0,0.14999999,1.2364984
,319,0.0021841193,2.998882532119751,20,20.0,319,6380,1.0,0.14999999,0.8071883
,320,0.0022022596,3.0072779655456543,20,20.0,320,6400,1.0,0.14999999,0.75270855
,321,0.0022263566,3.0147058963775635,20,20.0,321,6420,1.0,0.14999999,0.9813261
,322,0.002222077,3.022266387939453,20,20.0,322,6440,1.0,0.14999999,0.9060928
,323,0.0022279029,3.029538631439209,20,20.0,323,6460,1.0,0.14999999,0.9259237
,324,0.0022311222,3.0378544330596924,20,20.0,324,6480,1.0,0.14999999,0.8356964
,325,0.0022455347,3.045258045196533,20,20.0,325,6500,1.0,0.14999999,0.89817876
,326,0.0022522393,3.0528852939605713,20,20.0,326,6520,1.0,0.14999999,1.217569
,327,0.0022453517,3.0602211952209473,20,20.0,327,6540,1.0,0.14999999,0.89646924
,328,0.0022522307,3.068997383117676,20,20.0,328,6560,1.0,0.14999999,0.88788474
,329,0.002260135,3.0763421058654785,20,20.0,329,6580,1.0,0.14999999,0.6820369
,330,0.0022904442,3.0837204456329346,20,20.0,330,6600,1.0,0.14999999,0.9971376
,331,0.0022839203,3.091986894607544,20,20.0,331,6620,1.0,0.14999999,1.0956146
,332,0.002277041,3.1007583141326904,20,20.0,332,6640,1.0,0.14999999,0.98446435
,333,0.0022723258,3.108508825302124,20,20.0,333,6660,1.0,0.14999999,0.9812312
,334,0.002268075,3.1159770488739014,20,20.0,334,6680,1.0,0.14999999,1.136796
,335,0.0022613048,3.124263286590576,20,20.0,335,6700,1.0,0.14999999,0.9646187
,336,0.0022593176,3.1321451663970947,20,20.0,336,6720,1.0,0.14999999,1.1313866
,337,0.0022526134,3.139287233352661,20,20.0,337,6740,1.0,0.14999999,0.9429038
,338,0.0022534737,3.1488027572631836,20,20.0,338,6760,1.0,0.14999999,0.8367753
,339,0.002267103,3.157053232192993,20,20.0,339,6780,1.0,0.14999999,1.1422133
,340,0.002260435,3.1645967960357666,20,20.0,340,6800,1.0,0.14999999,1.1446109
,341,0.0022538062,3.1725871562957764,20,20.0,341,6820,1.0,0.14999999,1.2048602
,342,0.002247216,3.180621862411499,20,20.0,342,6840,1.0,0.14999999,1.1767749
,343,0.0022406643,3.189297676086426,20,20.0,343,6860,1.0,0.14999999,0.8042329
,344,0.0022576922,3.1973698139190674,20,20.0,344,6880,1.0,0.14999999,1.0457194
,345,0.002251148,3.2047431468963623,20,20.0,345,6900,1.0,0.14999999,1.1260107
,346,0.0022446418,3.212545156478882,20,20.0,346,6920,1.0,0.14999999,0.99024516
,347,0.0022394557,3.2210276126861572,20,20.0,347,6940,1.0,0.14999999,0.90430665
,348,0.0022450264,3.228555202484131,20,20.0,348,6960,1.0,0.14999999,0.91108096
,349,0.0022497573,3.2359726428985596,20,20.0,349,6980,1.0,0.14999999,1.0300477
,350,0.0022433295,3.243438482284546,20,20.0,350,7000,1.0,0.14999999,1.13113
,351,0.002236938,3.252877950668335,20,20.0,351,7020,1.0,0.14999999,1.2418449
,352,0.0022305832,3.2601828575134277,20,20.0,352,7040,1.0,0.14999999,0.98805976
,353,0.002225806,3.2677276134490967,20,20.0,353,7060,1.0,0.14999999,0.964901
,354,0.0022239853,3.275329113006592,20,20.0,354,7080,1.0,0.14999999,1.302506
,355,0.0022177205,3.284703254699707,20,20.0,355,7100,1.0,0.14999999,0.61496174
,356,0.0022515377,3.293423891067505,20,20.0,356,7120,1.0,0.14999999,1.1547682
,357,0.002245231,3.3008816242218018,20,20.0,357,7140,1.0,0.14999999,0.74491376
,358,0.002267465,3.308889389038086,20,20.0,358,7160,1.0,0.14999999,1.1637523
,359,0.002261149,3.3166301250457764,20,20.0,359,7180,1.0,0.14999999,0.60223484
,360,0.0022954566,3.324075222015381,20,20.0,360,7200,1.0,0.14999999,1.0121471
,361,0.002289098,3.3318216800689697,20,20.0,361,7220,1.0,0.14999999,0.89155036
,362,0.0022957672,3.3409430980682373,20,20.0,362,7240,1.0,0.14999999,0.96081203
,363,0.002294296,3.348203659057617,20,20.0,363,7260,1.0,0.14999999,0.90525603
,364,0.0022993628,3.3555798530578613,20,20.0,364,7280,1.0,0.14999999,1.0308278
,365,0.002293063,3.3629403114318848,20,20.0,365,7300,1.0,0.14999999,1.0967723
,366,0.002286798,3.3713207244873047,20,20.0,366,7320,1.0,0.14999999,1.1874368
,367,0.0022805668,3.378857135772705,20,20.0,367,7340,1.0,0.14999999,1.0232608
,368,0.0022743698,3.386216878890991,20,20.0,368,7360,1.0,0.14999999,1.1242982
,369,0.002268206,3.3945631980895996,20,20.0,369,7380,1.0,0.14999999,0.81724685
,370,0.002282655,3.4027812480926514,20,20.0,370,7400,1.0,0.14999999,0.7725594
,371,0.0023014166,3.4104726314544678,20,20.0,371,7420,1.0,0.14999999,0.98852813
,372,0.002296636,3.4177064895629883,20,20.0,372,7440,1.0,0.14999999,1.1056895
