Bound,IWLastEpisode,DenMISELogLast,InvPendulum_std0_higher,NumTrajectories,Iteration,ReturnMin,ReturnStepMax,MinEpLen,InvPendulum_std3_higher,TimestepsSoFar,ReturnMean,DenMISELogFirst,InvPendulum_mu0_higher,ActionIn1,AvgEpLen,ReturnAbsMax,BoundMISE,NumTrainableParams,IWMean,ReturnLastEpisode,InvPendulum_mu3_higher,IWMax,BoundBonus,IWMin,ReturnMax,InvPendulum_std1_higher,IWFirstEpisode,InvPendulum_mu2_higher,GridSize,Delta,InvPendulum_std2_higher,Regret/t,TimeElapsed,InvPendulum_mu1_higher,Regret,DenMISEMeanLog
inf,,9.705605,0.01,81,81,-494.85684,494.85684,11,0.01,4428,-131.94965,6.3464003,-1.0,-0.028783618,54.666666666666664,494.85684,,,,-106.035995,,,inf,,,0.01,,,81,2.2599437e-07,0.01,136.94965,12.86074161529541,1.0,11092.921,8.681259
inf,,7.995655,0.01,82,82,-494.85684,494.85684,11,0.01,4439,-131.62698,6.3341303,-1.0,1.0014825,54.13414634146341,494.85684,,,,-105.490906,1.0,,inf,,,0.01,,,81,2.2051593e-07,0.01,136.62698,13.023994445800781,1.0,11203.412,8.660777
inf,,9.094254,0.01,83,83,-494.85684,494.85684,11,0.01,4455,-131.37369,6.322009,-1.0,0.98481965,53.674698795180724,494.85684,,,,-110.60414,,,inf,,,0.01,,1.0,81,2.1523427e-07,0.01,136.37369,13.19322681427002,1.0,11319.016,8.654025
inf,,9.32546,0.01,84,84,-494.85684,494.85684,11,0.01,4474,-131.18289,6.310033,,-1.0051785,53.26190476190476,494.85684,,,,-115.3467,-1.0,,inf,,,0.01,,-1.0,81,2.1014014e-07,0.01,136.18289,13.362496137619019,1.0,11439.363,8.650185
inf,,8.656039,0.01,85,85,-494.85684,494.85684,11,0.01,4491,-130.92787,6.298198,,-0.013694538,52.83529411764706,494.85684,,,,-109.50603,,,inf,,,0.01,,-1.0,81,2.052248e-07,0.01,135.92787,13.529065132141113,1.0,11553.869,8.638558
inf,,8.749916,0.01,86,86,-494.85684,494.85684,11,0.01,4506,-130.6747,6.2865024,,1.001965,52.395348837209305,494.85684,,,,-109.1545,1.0,,inf,,,0.01,,-1.0,81,2.0047987e-07,0.01,135.6747,13.692048072814941,1.0,11668.023,8.628293
inf,,9.768265,0.01,87,87,-494.85684,494.85684,11,0.01,4535,-130.52397,6.2749414,,0.052279115,52.12643678160919,494.85684,,,,-117.5624,-1.0,,inf,,,0.01,,,81,1.9589761e-07,0.01,135.52397,13.873421669006348,1.0,11790.586,8.629969
inf,,6.6645737,0.01,88,88,-494.85684,494.85684,11,0.01,4549,-130.28049,6.2635126,,1.0041097,51.69318181818182,494.85684,,,,-109.09665,,,inf,,,0.01,,,81,1.9147068e-07,0.01,135.28049,14.0370454788208,1.0,11904.683,8.596335
inf,,4.3661,0.01,89,89,-494.85684,494.85684,11,0.01,4564,-129.99095,6.252213,,1.967586,51.28089887640449,494.85684,,,,-104.51332,1.0,,inf,,,0.01,,,81,1.8719217e-07,0.01,134.99095,14.205755710601807,1.0,12014.195,8.537632
inf,,6.4512515,0.01,90,90,-494.85684,494.85684,11,0.01,4582,-129.81213,6.2410398,,0.9795889,50.91111111111111,494.85684,,,,-113.8967,-1.0,,inf,,,0.01,,1.0,81,1.8305543e-07,0.01,134.81213,14.394102096557617,1.0,12133.092,8.503401
inf,,7.644449,0.01,91,91,-494.85684,494.85684,11,0.01,4600,-129.6316,6.22999,,2.0235343,50.54945054945055,494.85684,,,,-113.3836,,,inf,,,0.01,,1.0,81,1.7905434e-07,0.01,134.6316,14.560733318328857,1.0,12251.476,8.483033
inf,,8.346572,0.01,92,92,-494.85684,494.85684,11,0.01,4613,-129.36198,6.219061,,3.001425,50.141304347826086,494.85684,,,,-104.82765,1.0,,inf,,,0.01,,1.0,81,1.7518303e-07,0.01,134.36198,14.724026441574097,1.0,12361.303,8.47074
inf,,10.105014,0.01,93,93,-494.85684,494.85684,11,0.01,4632,-129.14073,6.20825,1.0,1.0295229,49.806451612903224,494.85684,,,,-108.78488,,,inf,,,0.01,,-1.0,81,1.7143589e-07,0.01,134.14073,14.896624565124512,1.0,12475.088,8.477618
inf,,8.2055235,0.01,94,94,-494.85684,494.85684,11,0.01,4653,-128.96674,6.1975546,1.0,0.9593079,49.5,494.85684,,,,-112.7847,-1.0,,inf,,,0.01,,,81,1.6780771e-07,0.01,133.96674,15.067577838897705,1.0,12592.873,8.464142
inf,,5.555498,0.01,95,95,-494.85684,494.85684,11,0.01,4670,-128.73605,6.1869726,1.0,2.0481546,49.1578947368421,494.85684,,,,-107.0533,,,inf,,,0.01,,,81,1.642935e-07,0.01,133.73605,15.241758584976196,1.0,12704.926,8.423054
inf,,2.0700965,0.01,96,96,-494.85684,494.85684,11,0.01,4682,-128.48582,6.1765013,1.0,2.9621503,48.770833333333336,494.85684,,,,-104.712204,1.0,,inf,,,0.01,,,81,1.6088858e-07,0.01,133.48582,15.422106504440308,1.0,12814.639,8.346515
inf,,7.2297764,0.01,97,97,-494.85684,494.85684,11,0.01,4698,-128.30373,6.1661386,1.0,3.00474,48.43298969072165,494.85684,,,,-110.82275,,,inf,,,0.01,,1.0,81,1.5758837e-07,0.01,133.30373,15.60963487625122,1.0,12930.461,8.324746
3355.224,,9.754514,0.01,98,98,-494.85684,494.85684,11,0.01,4713,-128.06479,6.155882,-1.0,-2.9765697,48.09183673469388,494.85684,-69.56595,,1.0000001,-104.88849,-1.0,98.000015,3424.79,,,0.01,,,81,1.5438867e-07,0.01,133.06479,15.787445306777954,-1.0,13040.35,8.329184
3345.437,,9.585151,0.01,99,99,-494.85684,494.85684,11,0.01,4785,-127.81524,6.1457295,1.0,-0.9300147,48.333333333333336,494.85684,-81.569244,,0.99999964,-103.35861,-1.0,98.99996,3427.0063,,,0.01,,,81,1.5128549e-07,0.01,132.81525,15.993946313858032,-1.0,13148.709,8.338822
3347.3105,,4.1209445,0.01,100,100,-494.85684,494.85684,11,0.01,4848,-127.464066,6.1356792,1.0,-0.9667224,48.48,494.85684,-81.88811,,1.0000001,-92.697044,-1.0,100.00001,3429.1987,,,0.01,,-1.0,81,1.482749e-07,0.01,132.46407,16.190303802490234,,13246.406,8.293626
3348.9858,,8.641151,0.01,101,101,-494.85684,494.85684,11,0.01,4862,-127.24831,6.125729,,1.0347422,48.13861386138614,494.85684,-82.382416,,0.9999998,-105.67361,,100.999985,3431.3682,,,0.01,,,81,1.453533e-07,0.01,132.2483,16.367327213287354,1.0,13357.079,8.294077
3351.0571,,7.806384,0.01,102,102,-494.85684,494.85684,11,0.01,4878,-127.08541,6.1158767,-1.0,-1.0115263,47.8235294117647,494.85684,-82.45778,,1.0000005,-110.63307,-1.0,102.000046,3433.515,,,0.01,,1.0,81,1.425172e-07,0.01,132.08542,16.541866779327393,,13472.712,8.286335
3353.1,,7.6685886,0.01,103,103,-494.85684,494.85684,11,0.01,4897,-126.87847,6.1061206,1.0,1.9989725,47.54368932038835,494.85684,-82.539185,,0.99999994,-105.77119,,102.99999,3435.6392,,,0.01,,,81,1.3976332e-07,0.01,131.87848,16.719093799591064,1.0,13583.482,8.277406
3355.1113,,9.9442835,0.01,104,104,-494.85684,494.85684,11,0.01,4910,-126.674995,6.0964584,,1.9783574,47.21153846153846,494.85684,-82.63018,,1.0000001,-105.71564,,104.000015,3437.7415,,,0.01,,1.0,81,1.3708848e-07,0.01,131.67499,16.897297859191895,1.0,13694.199,8.290529
3357.1445,,9.348321,0.01,105,105,-494.85684,494.85684,11,0.01,4922,-126.48947,6.0868893,1.0,2.9403477,46.87619047619047,494.85684,-82.67813,,0.9999999,-107.19555,,104.999985,3439.8228,,,0.01,,1.0,81,1.344897e-07,0.01,131.48947,17.067232370376587,1.0,13806.395,8.297728
3359.182,,5.4696207,0.01,106,106,-494.85684,494.85684,11,0.01,4941,-126.3033,6.07741,1.0,0.9341481,46.613207547169814,494.85684,-82.70095,,0.9999997,-106.75483,-1.0,105.99997,3441.8828,,,0.01,,1.0,81,1.3196414e-07,0.01,131.3033,17.257884740829468,,13918.149,8.268196
3360.8413,,0.7178248,0.01,107,107,-494.85684,494.85684,11,0.01,4954,-126.11049,6.068021,,0.009018004,46.299065420560744,494.85684,-83.081116,,0.9999999,-105.67324,-1.0,106.999985,3443.9224,,,0.01,,1.0,81,1.2950903e-07,0.01,131.11049,17.430399179458618,,14028.822,8.194808
3362.7888,,10.338532,0.01,108,108,-494.85684,494.85684,11,0.01,4969,-125.92813,6.058718,-1.0,-0.020319812,46.00925925925926,494.85684,-83.15299,,1.0000001,-106.416176,,108.00001,3445.942,,,0.01,,,81,1.2712182e-07,0.01,130.92813,17.61565613746643,1.0,14140.238,8.21186
3364.3586,,7.875155,0.01,109,109,-494.85684,494.85684,11,0.01,4986,-125.772575,6.0495014,-1.0,-0.98746836,45.74311926605505,494.85684,-83.58266,,1.0000002,-108.97221,-1.0,109.00002,3447.9414,,,0.01,,,81,1.2480002e-07,0.01,130.77258,17.796960592269897,1.0,14254.211,8.205997
3366.2312,,9.562605,0.01,110,110,-494.85684,494.85684,11,0.01,4999,-125.57525,6.040369,-1.0,-2.015646,45.445454545454545,494.85684,-83.69039,,1.0000001,-104.06599,-1.0,110.000015,3449.9216,,,0.01,,,81,1.2254124e-07,0.01,130.57526,17.969688415527344,,14363.277,8.215582
3368.1648,,7.5868235,0.01,111,111,-494.85684,494.85684,11,0.01,5025,-125.425316,6.031319,1.0,0.00042872364,45.270270270270274,494.85684,-83.718346,,1.0000001,-108.93253,,111.000015,3451.883,,,0.01,,-1.0,81,1.2034323e-07,0.01,130.42532,18.156964778900146,,14477.21,8.207194
3369.857,,8.621643,0.01,112,112,-494.85684,494.85684,11,0.01,5044,-125.24715,6.022351,,-0.98360723,45.035714285714285,494.85684,-83.96844,,1.0000004,-105.471,-1.0,112.00004,3453.8254,,,0.01,,,81,1.1820383e-07,0.01,130.24715,18.34644317626953,,14587.681,8.208194
3371.6013,,9.794383,0.01,113,113,-494.85684,494.85684,11,0.01,5066,-125.08739,6.0134616,-1.0,-3.0267646,44.83185840707964,494.85684,-84.148285,,1.0000001,-107.194466,-1.0,113.00001,3455.7495,,,0.01,,-1.0,81,1.1612101e-07,0.01,130.08739,18.54192852973938,,14699.875,8.219555
3373.2715,,6.8140903,0.01,114,114,-494.85684,494.85684,11,0.01,5079,-124.92137,6.004651,1.0,1.0001233,44.55263157894737,494.85684,-84.38455,,1.0,-106.16119,-1.0,114.0,3457.656,,,0.01,,,81,1.1409273e-07,0.01,129.92137,18.724076747894287,1.0,14811.036,8.204574
3374.925,,7.146954,0.01,115,115,-494.85684,494.85684,11,0.01,5093,-124.76592,5.9959173,-1.0,-2.0312848,44.28695652173913,494.85684,-84.61921,,1.0000001,-107.04513,,115.00001,3459.5442,,,0.01,,-1.0,81,1.1211712e-07,0.01,129.76593,18.90642237663269,,14923.081,8.192746
3376.499,,9.325042,0.01,116,116,-494.85684,494.85684,11,0.01,5114,-124.62636,5.9872594,,0.0074619055,44.08620689655172,494.85684,-84.91661,,1.0000004,-108.57648,1.0,116.000046,3461.4155,,,0.01,,-1.0,81,1.1019242e-07,0.01,129.62636,19.100090980529785,,15036.657,8.1999
3378.2422,,7.2276363,0.01,117,117,-494.85684,494.85684,11,0.01,5125,-124.45568,5.9786754,-1.0,-1.0472391,43.8034188034188,494.85684,-85.02764,,0.99999976,-104.65781,1.0,116.99997,3463.2698,,,0.01,,-1.0,81,1.0831683e-07,0.01,129.45569,19.319642305374146,,15146.314,8.189003
3379.5903,,6.2405643,0.01,118,118,-494.85684,494.85684,11,0.01,5145,-124.348366,5.970165,,1.0092797,43.601694915254235,494.85684,-85.516495,,1.0000001,-111.79279,,118.000015,3465.107,,,0.01,,1.0,81,1.0648873e-07,0.01,129.34836,19.56382966041565,,15263.107,8.169927
3381.3638,,9.749966,0.01,119,119,-494.85684,494.85684,11,0.01,5163,-124.250755,5.961726,,-1.0093108,43.38655462184874,494.85684,-85.56421,,0.9999998,-112.731155,,118.99998,3466.928,,,0.01,,-1.0,81,1.0470651e-07,0.01,129.25076,20.066509008407593,,15380.84,8.180661
3382.983,,9.986981,0.01,120,120,-494.85684,494.85684,11,0.01,5181,-124.10685,5.9533577,,2.9882529,43.175,494.85684,-85.749466,,1.0000001,-106.98329,1.0,120.00001,3468.7324,,,0.01,,1.0,81,1.0296869e-07,0.01,129.10684,20.348042964935303,1.0,15492.822,8.193192
3384.5261,,7.232802,0.01,121,121,-494.85684,494.85684,11,0.01,5194,-123.96675,5.945059,,-0.022860646,42.925619834710744,494.85684,-85.995224,,1.0000001,-107.15427,-1.0,121.000015,3470.5212,,,0.01,,,81,1.0127375e-07,0.01,128.96675,20.5980486869812,1.0,15604.977,8.182754
3386.2532,,6.030103,0.01,122,122,-494.85684,494.85684,11,0.01,5207,-123.81871,5.9368286,,-0.016111119,42.68032786885246,494.85684,-86.040825,,0.9999998,-105.90659,,121.99998,3472.294,,,0.01,,-1.0,81,9.962032e-08,0.01,128.81871,20.797868490219116,1.0,15715.883,8.162626
3387.734,,7.6999726,0.01,123,123,-494.85684,494.85684,11,0.01,5228,-123.75423,5.928665,,-0.99944115,42.50406504065041,494.85684,-86.31791,,1.0,-115.88645,-1.0,123.0,3474.0518,,,0.01,,-1.0,81,9.800708e-08,0.01,128.75423,20.994346618652344,1.0,15836.77,8.1564045
