AvgRet,Iteration,BatchSize,ReturnMean,NatGrad2Norm,StepSize,NatGradInftyNorm,VarJ,J,AvgEpLen,ReturnMax
-0.0074127124688094185,1,1,-0.007266301407583182,0.0011122864,0.1,0.00079474604,nan,-0.007266301407583182,5.0,-0.007266301407583182
-6.593835815732482e-05,2,1,-0.003665432760818985,2.706825e-05,0.1,2.5803003e-05,nan,-6.45641140547874e-05,5.0,-6.45641140547874e-05
