TimeElapsed,Iteration,TimestepsSoFar,LQGmu1_higher,ReturnMean,LQGmu1_actor,LQGsigma_higher
0.0698239803314209,1,20,-0.71,0.95600986,-0.602906,0.14999999
0.17828583717346191,2,40,-0.71,0.9560113,-0.67975056,0.14999999
0.2092289924621582,3,60,-0.71,0.9561162,-0.83667946,0.14999999
0.23903727531433105,4,80,-0.71,0.9561492,-0.7696561,0.14999999
0.2689802646636963,5,100,-0.71,0.9561243,-0.64932317,0.14999999
0.29941630363464355,6,120,-0.71,0.95610386,-0.8217101,0.14999999
0.33281874656677246,7,140,-0.71,0.9561366,-0.77909017,0.14999999
0.3620772361755371,8,160,-0.71,0.95612717,-0.7490295,0.14999999
0.39770984649658203,9,180,-0.71,0.9561189,-0.49868512,0.14999999
0.429365873336792,10,200,-0.71,0.9561101,-0.81577694,0.14999999
0.45967793464660645,11,220,-0.71,0.9561212,-0.7388238,0.14999999
0.49396657943725586,12,240,-0.71,0.9561363,-0.7384179,0.14999999
0.5274381637573242,13,260,-0.71,0.95614517,-0.85993296,0.14999999
0.5586390495300293,14,280,-0.71,0.9561345,-0.7083584,0.14999999
0.5900301933288574,15,300,-0.71,0.95613694,-0.6033894,0.14999999
0.6211857795715332,16,320,-0.71,0.9561419,-0.7926013,0.14999999
0.6638562679290771,17,340,-0.71,0.95613277,-0.74214256,0.14999999
0.7163763046264648,18,360,-0.71,0.95614094,-0.54232126,0.14999999
0.7459256649017334,19,380,-0.71,0.9561543,-0.49656066,0.14999999
0.7793574333190918,20,400,-0.71,0.95614356,-0.68983877,0.14999999
0.8061141967773438,21,420,-0.71,0.9561466,-0.59738714,0.14999999
0.8425695896148682,22,440,-0.71,0.95615077,-0.6695591,0.14999999
0.8754026889801025,23,460,-0.71,0.9561587,-0.6519261,0.14999999
0.9100635051727295,24,480,-0.71,0.95615214,-0.6937041,0.14999999
0.9574556350708008,25,500,-0.71,0.9561445,-0.7518437,0.14999999
0.996755838394165,26,520,-0.71,0.9561355,-0.79692537,0.14999999
1.0288236141204834,27,540,-0.71,0.95613325,-0.6236877,0.14999999
1.074354648590088,28,560,-0.71,0.95613784,-0.75681067,0.14999999
1.107670783996582,29,580,-0.71,0.956143,-0.74967736,0.14999999
1.1505498886108398,30,600,-0.71,0.9561472,-0.6501322,0.14999999
1.1904613971710205,31,620,-0.71,0.956148,-0.3581273,0.14999999
1.2508773803710938,32,640,-0.71,0.9561579,-0.41641268,0.14999999
1.2921807765960693,33,660,-0.71,0.95615435,-0.5206718,0.14999999
1.3391413688659668,34,680,-0.71,0.956153,-0.53815967,0.14999999
1.3706529140472412,35,700,-0.71,0.9561431,-0.8634906,0.14999999
1.4025869369506836,36,720,-0.71,0.9561438,-0.65243125,0.14999999
1.431816577911377,37,740,-0.71,0.95614415,-0.37720475,0.14999999
1.4612748622894287,38,760,-0.71,0.95614815,-0.49347383,0.14999999
1.490812063217163,39,780,-0.71,0.956149,-0.6649142,0.14999999
1.517204999923706,40,800,-0.71,0.9561531,-0.66219425,0.14999999
1.5461304187774658,41,820,-0.71,0.95615554,-0.6877175,0.14999999
1.5779354572296143,42,840,-0.71,0.9561586,-0.6699354,0.14999999
1.6083321571350098,43,860,-0.71,0.9561517,-0.64104414,0.14999999
1.647324800491333,44,880,-0.71,0.9561563,-0.7223446,0.14999999
1.685030221939087,45,900,-0.71,0.9561587,-0.91632485,0.14999999
1.7194771766662598,46,920,-0.71,0.95615625,-0.5650085,0.14999999
1.7780976295471191,47,940,-0.71,0.95614934,-0.57332706,0.14999999
1.8110344409942627,48,960,-0.71,0.9561427,-0.83894247,0.14999999
1.8422844409942627,49,980,-0.71,0.95614266,-0.9834424,0.14999999
1.8707313537597656,50,1000,-0.71,0.9561457,-0.81586134,0.14999999
1.8984699249267578,51,1020,-0.71,0.9561467,-0.6345405,0.14999999
1.9320640563964844,52,1040,-0.71,0.9561479,-0.6359909,0.14999999
1.9619388580322266,53,1060,-0.71,0.9561442,-0.7074045,0.14999999
2.0205471515655518,54,1080,-0.71,0.9561492,-0.7448545,0.14999999
2.0581789016723633,55,1100,-0.71,0.95615095,-0.53135705,0.14999999
2.087453603744507,56,1120,-0.71,0.95614815,-0.9681936,0.14999999
2.125142812728882,57,1140,-0.71,0.95614785,-0.5061131,0.14999999
2.157404661178589,58,1160,-0.71,0.95615214,-0.6497548,0.14999999
2.194082736968994,59,1180,-0.71,0.95615053,-0.50713503,0.14999999
2.2265326976776123,60,1200,-0.71,0.9561525,-0.6731882,0.14999999
2.267937183380127,61,1220,-0.71,0.9561555,-0.43612027,0.14999999
2.3031656742095947,62,1240,-0.71,0.956157,-0.8511237,0.14999999
2.343639850616455,63,1260,-0.71,0.95615584,-0.5820373,0.14999999
2.377593517303467,64,1280,-0.71,0.9561552,-0.65618396,0.14999999
2.418898344039917,65,1300,-0.71,0.95615786,-0.66666037,0.14999999
2.453462839126587,66,1320,-0.71,0.9561617,-0.8615326,0.14999999
2.4859745502471924,67,1340,-0.71,0.9561631,-0.44475582,0.14999999
2.512286901473999,68,1360,-0.71,0.95615906,-0.51707745,0.14999999
2.5380136966705322,69,1380,-0.71,0.9561588,-0.51770234,0.14999999
2.566981077194214,70,1400,-0.71,0.95615864,-0.73082906,0.14999999
2.599891185760498,71,1420,-0.71,0.95615226,-0.6056348,0.14999999
2.62613844871521,72,1440,-0.71,0.95615363,-0.76555455,0.14999999
2.647773027420044,73,1460,-0.71,0.9561521,-0.68913555,0.14999999
2.670516014099121,74,1480,-0.71,0.95615643,-0.5064037,0.14999999
2.6928539276123047,75,1500,-0.71,0.9561559,-0.66180867,0.14999999
2.7148303985595703,76,1520,-0.71,0.9561592,-0.6787726,0.14999999
2.735973834991455,77,1540,-0.71,0.9561576,-0.8262103,0.14999999
2.7734086513519287,78,1560,-0.71,0.95615953,-0.6804219,0.14999999
2.801809787750244,79,1580,-0.71,0.9561613,-0.63976634,0.14999999
2.8255937099456787,80,1600,-0.71,0.95615846,-1.0253415,0.14999999
2.847327947616577,81,1620,-0.71,0.95615405,-0.7705852,0.14999999
2.876126289367676,82,1640,-0.71,0.956157,-0.50483537,0.14999999
2.902641773223877,83,1660,-0.71,0.95615655,-0.9544231,0.14999999
2.925919532775879,84,1680,-0.71,0.9561544,-0.5943899,0.14999999
2.946385145187378,85,1700,-0.71,0.95615244,-0.7793727,0.14999999
2.9710988998413086,86,1720,-0.71,0.9561535,-0.79270655,0.14999999
2.9910693168640137,87,1740,-0.71,0.956152,-0.8259879,0.14999999
3.0111472606658936,88,1760,-0.71,0.95614916,-0.87010676,0.14999999
3.0309972763061523,89,1780,-0.71,0.956149,-0.8405824,0.14999999
3.0567333698272705,90,1800,-0.71,0.9561471,-0.47460157,0.14999999
3.0776569843292236,91,1820,-0.71,0.9561458,-0.6314711,0.14999999
3.100546360015869,92,1840,-0.71,0.9561477,-0.67569643,0.14999999
3.1227548122406006,93,1860,-0.71,0.9561499,-0.44980186,0.14999999
3.151984214782715,94,1880,-0.71,0.9561532,-0.6373687,0.14999999
3.181663751602173,95,1900,-0.71,0.9561546,-0.8138386,0.14999999
3.208115816116333,96,1920,-0.71,0.95615524,-0.5504426,0.14999999
3.233107089996338,97,1940,-0.71,0.9561566,-0.6479071,0.14999999
3.2535393238067627,98,1960,-0.71,0.95615435,-0.81620705,0.14999999
3.2737479209899902,99,1980,-0.71,0.9561536,-0.6060574,0.14999999
3.297045946121216,100,2000,-0.71,0.95615494,-0.8903109,0.14999999
3.317430019378662,101,2020,-0.71,0.9561544,-0.9226268,0.14999999
3.335763931274414,102,2040,-0.71,0.9561544,-0.46937913,0.14999999
3.3633828163146973,103,2060,-0.71,0.956157,-0.6902418,0.14999999
3.3861355781555176,104,2080,-0.71,0.9561564,-0.89713454,0.14999999
3.409618377685547,105,2100,-0.71,0.9561546,-0.91334176,0.14999999
3.4420084953308105,106,2120,-0.71,0.956151,-0.8145133,0.14999999
3.4651389122009277,107,2140,-0.71,0.9561525,-0.90237975,0.14999999
3.492750406265259,108,2160,-0.71,0.95614994,-0.7412394,0.14999999
3.5278823375701904,109,2180,-0.71,0.95615065,-0.8200609,0.14999999
3.565516233444214,110,2200,-0.71,0.95615065,-0.8073776,0.14999999
3.5880486965179443,111,2220,-0.71,0.9561513,-0.70114815,0.14999999
3.6152148246765137,112,2240,-0.71,0.9561532,-0.75244594,0.14999999
3.64052152633667,113,2260,-0.71,0.9561519,-0.6514018,0.14999999
3.6844894886016846,114,2280,-0.71,0.9561535,-1.027448,0.14999999
3.710010051727295,115,2300,-0.71,0.9561526,-0.8887934,0.14999999
3.7352211475372314,116,2320,-0.71,0.95615375,-0.6458851,0.14999999
3.757542371749878,117,2340,-0.71,0.95615435,-0.6239091,0.14999999
3.7779653072357178,118,2360,-0.71,0.956154,-0.7993143,0.14999999
3.7981276512145996,119,2380,-0.71,0.9561538,-0.24404886,0.14999999
3.820629596710205,120,2400,-0.71,0.9561514,-0.5970086,0.14999999
3.852428674697876,121,2420,-0.71,0.95615137,-0.5866423,0.14999999
3.8795924186706543,122,2440,-0.71,0.95615286,-0.564741,0.14999999
3.902107000350952,123,2460,-0.71,0.9561529,-0.8596486,0.14999999
3.9263460636138916,124,2480,-0.71,0.95615137,-0.90388674,0.14999999
3.959822416305542,125,2500,-0.71,0.95615023,-0.81969386,0.14999999
3.9843878746032715,126,2520,-0.71,0.9561485,-0.62276983,0.14999999
4.013338565826416,127,2540,-0.71,0.9561495,-0.86734456,0.14999999
4.039506435394287,128,2560,-0.71,0.95614904,-0.9364661,0.14999999
4.062878608703613,129,2580,-0.71,0.9561489,-0.71298754,0.14999999
4.086076974868774,130,2600,-0.71,0.9561493,-0.6015889,0.14999999
4.116069078445435,131,2620,-0.71,0.9561494,-0.8745197,0.14999999
4.139221906661987,132,2640,-0.71,0.9561481,-0.71210665,0.14999999
4.168530464172363,133,2660,-0.71,0.9561476,-0.9612649,0.14999999
4.196789503097534,134,2680,-0.71,0.956146,-0.62875795,0.14999999
4.225809812545776,135,2700,-0.71,0.9561475,-0.8097189,0.14999999
4.251869440078735,136,2720,-0.71,0.95614827,-0.68497527,0.14999999
4.279075860977173,137,2740,-0.71,0.95614827,-0.6658416,0.14999999
4.307144403457642,138,2760,-0.71,0.9561487,-0.62916386,0.14999999
4.335222244262695,139,2780,-0.71,0.95614934,-0.5060228,0.14999999
4.363921880722046,140,2800,-0.71,0.9561502,-0.6003878,0.14999999
4.39275598526001,141,2820,-0.71,0.9561506,-0.8659423,0.14999999
4.4220147132873535,142,2840,-0.71,0.9561514,-0.44862226,0.14999999
4.455402135848999,143,2860,-0.71,0.9561535,-0.65035295,0.14999999
4.486601829528809,144,2880,-0.71,0.9561526,-0.58071,0.14999999
4.5201404094696045,145,2900,-0.71,0.95615077,-0.71886003,0.14999999
4.553692579269409,146,2920,-0.71,0.95615137,-0.7726084,0.14999999
4.590049982070923,147,2940,-0.71,0.9561527,-0.76403576,0.14999999
4.624125003814697,148,2960,-0.71,0.95615315,-0.89421797,0.14999999
4.692934513092041,149,2980,-0.71,0.9561539,-0.65586495,0.14999999
4.72632908821106,150,3000,-0.71,0.95615333,-0.7340489,0.14999999
4.750391960144043,151,3020,-0.71,0.95615435,-0.91493917,0.14999999
4.776654243469238,152,3040,-0.71,0.9561543,-0.8085009,0.14999999
4.818984031677246,153,3060,-0.71,0.95615333,-0.81008095,0.14999999
4.84175181388855,154,3080,-0.71,0.95615256,-0.7838307,0.14999999
4.865111827850342,155,3100,-0.71,0.9561512,-0.91874814,0.14999999
4.88516092300415,156,3120,-0.71,0.9561482,-0.47295636,0.14999999
4.906176805496216,157,3140,-0.71,0.9561464,-0.5028659,0.14999999
4.928841590881348,158,3160,-0.71,0.9561474,-0.38944376,0.14999999
4.949826955795288,159,3180,-0.71,0.9561472,-0.97359335,0.14999999
4.976679563522339,160,3200,-0.71,0.9561449,-0.7170661,0.14999999
5.0019612312316895,161,3220,-0.71,0.95614415,-0.7985149,0.14999999
5.030672550201416,162,3240,-0.71,0.9561432,-0.66553867,0.14999999
5.056145906448364,163,3260,-0.71,0.956144,-0.8407088,0.14999999
5.088608741760254,164,3280,-0.71,0.9561426,-0.83570427,0.14999999
5.113328456878662,165,3300,-0.71,0.95614225,-0.6623943,0.14999999
5.138969421386719,166,3320,-0.71,0.9561422,-0.8431383,0.14999999
5.164724588394165,167,3340,-0.71,0.9561416,-0.69709307,0.14999999
5.185535907745361,168,3360,-0.71,0.9561419,-0.6319097,0.14999999
5.214569091796875,169,3380,-0.71,0.9561411,-0.79157686,0.14999999
5.238941669464111,170,3400,-0.71,0.9561409,-0.875635,0.14999999
5.2621002197265625,171,3420,-0.71,0.9561417,-0.5931794,0.14999999
5.284557104110718,172,3440,-0.71,0.9561422,-0.9068495,0.14999999
5.313169002532959,173,3460,-0.71,0.9561394,-0.49273503,0.14999999
5.343758583068848,174,3480,-0.71,0.9561397,-0.7687625,0.14999999
5.371952772140503,175,3500,-0.71,0.95614016,-0.5793338,0.14999999
5.3891942501068115,176,3520,-0.71,0.9561393,-0.55950844,0.14999999
5.4179582595825195,177,3540,-0.71,0.95613796,-0.938846,0.14999999
5.441431522369385,178,3560,-0.71,0.9561382,-0.6230464,0.14999999
5.467814207077026,179,3580,-0.71,0.9561363,-0.65312487,0.14999999
5.499085903167725,180,3600,-0.71,0.95613635,-0.5435164,0.14999999
5.51776123046875,181,3620,-0.71,0.95613694,-0.85183513,0.14999999
5.538908243179321,182,3640,-0.71,0.9561357,-0.42905068,0.14999999
5.559953689575195,183,3660,-0.71,0.9561364,-0.81382126,0.14999999
5.5787365436553955,184,3680,-0.71,0.95613515,-0.61831284,0.14999999
5.599968910217285,185,3700,-0.71,0.95613384,-0.71332824,0.14999999
5.626229286193848,186,3720,-0.71,0.9561334,-0.59532076,0.14999999
5.644653081893921,187,3740,-0.71,0.95613426,-0.6701049,0.14999999
5.667174816131592,188,3760,-0.71,0.9561335,-0.87783164,0.14999999
5.687443733215332,189,3780,-0.71,0.9561335,-0.6566123,0.14999999
5.712189674377441,190,3800,-0.71,0.9561333,-0.66176367,0.14999999
5.741227388381958,191,3820,-0.71,0.9561337,-0.5965187,0.14999999
5.7686474323272705,192,3840,-0.71,0.9561344,-0.89806163,0.14999999
5.795375108718872,193,3860,-0.71,0.9561328,-0.7030635,0.14999999
5.822718858718872,194,3880,-0.71,0.9561314,-0.8700489,0.14999999
5.8507139682769775,195,3900,-0.71,0.95613164,-0.5755067,0.14999999
5.877820730209351,196,3920,-0.71,0.956132,-0.6957086,0.14999999
5.904113531112671,197,3940,-0.71,0.9561325,-0.54029906,0.14999999
5.933161020278931,198,3960,-0.71,0.9561338,-0.53541327,0.14999999
5.9518883228302,199,3980,-0.71,0.95613426,-0.6858762,0.14999999
5.974878549575806,200,4000,-0.71,0.9561339,-0.5367974,0.14999999
5.999431133270264,201,4020,-0.71,0.9561326,-0.548676,0.14999999
6.02135157585144,202,4040,-0.71,0.95613265,-0.6696291,0.14999999
6.041593074798584,203,4060,-0.71,0.9561338,-0.92455316,0.14999999
6.059127569198608,204,4080,-0.71,0.95613366,-0.9557138,0.14999999
6.080669403076172,205,4100,-0.71,0.9561311,-0.6738664,0.14999999
6.097843408584595,206,4120,-0.71,0.9561307,-0.8022585,0.14999999
6.114960432052612,207,4140,-0.71,0.95613104,-0.7159013,0.14999999
6.1407318115234375,208,4160,-0.71,0.9561315,-0.61870617,0.14999999
6.162988662719727,209,4180,-0.71,0.95613205,-0.81860805,0.14999999
6.1827712059021,210,4200,-0.71,0.9561324,-0.74267393,0.14999999
6.204432964324951,211,4220,-0.71,0.95613176,-0.5437883,0.14999999
6.23406195640564,212,4240,-0.71,0.9561324,-0.6028897,0.14999999
6.2533955574035645,213,4260,-0.71,0.95613104,-0.5496559,0.14999999
6.275336980819702,214,4280,-0.71,0.9561317,-0.69389623,0.14999999
6.301495313644409,215,4300,-0.71,0.9561314,-0.4652453,0.14999999
6.326054811477661,216,4320,-0.71,0.95613235,-0.76851135,0.14999999
6.361987590789795,217,4340,-0.71,0.9561311,-0.9522336,0.14999999
6.383296489715576,218,4360,-0.71,0.956131,-0.5325997,0.14999999
6.411336183547974,219,4380,-0.71,0.95612866,-0.7840125,0.14999999
6.434107065200806,220,4400,-0.71,0.95612764,-0.56399095,0.14999999
6.456938028335571,221,4420,-0.71,0.956128,-0.7426032,0.14999999
6.484564304351807,222,4440,-0.71,0.95612866,-0.7132603,0.14999999
6.5086891651153564,223,4460,-0.71,0.9561287,-0.6736806,0.14999999
6.531445741653442,224,4480,-0.71,0.95612675,-0.80694187,0.14999999
6.5617616176605225,225,4500,-0.71,0.95612645,-0.62669915,0.14999999
6.583788633346558,226,4520,-0.71,0.95612776,-0.713418,0.14999999
6.607812166213989,227,4540,-0.71,0.95612794,-0.63186264,0.14999999
6.6350531578063965,228,4560,-0.71,0.9561284,-0.78045386,0.14999999
6.656554460525513,229,4580,-0.71,0.95612895,-0.8451704,0.14999999
6.684537649154663,230,4600,-0.71,0.9561283,-0.799789,0.14999999
6.708429336547852,231,4620,-0.71,0.95612895,-0.5957215,0.14999999
6.731520891189575,232,4640,-0.71,0.9561304,-0.9038116,0.14999999
6.755792856216431,233,4660,-0.71,0.9561302,-0.6742069,0.14999999
6.782879590988159,234,4680,-0.71,0.9561302,-0.6033632,0.14999999
6.813288450241089,235,4700,-0.71,0.9561305,-0.7321688,0.14999999
6.83769679069519,236,4720,-0.71,0.9561304,-0.40072015,0.14999999
6.861037731170654,237,4740,-0.71,0.95612854,-0.8743113,0.14999999
6.879897832870483,238,4760,-0.71,0.9561282,-0.75882596,0.14999999
6.902952194213867,239,4780,-0.71,0.9561276,-0.94996595,0.14999999
6.9292614459991455,240,4800,-0.71,0.9561273,-0.73825437,0.14999999
6.952001333236694,241,4820,-0.71,0.9561281,-0.7838466,0.14999999
6.973971366882324,242,4840,-0.71,0.95612884,-0.89034617,0.14999999
6.996744871139526,243,4860,-0.71,0.9561283,-0.8370173,0.14999999
7.02087926864624,244,4880,-0.71,0.9561292,-0.6233066,0.14999999
7.041432619094849,245,4900,-0.71,0.9561293,-0.7206162,0.14999999
7.062869548797607,246,4920,-0.71,0.9561281,-0.4766891,0.14999999
7.089688539505005,247,4940,-0.71,0.9561283,-0.64590555,0.14999999
7.120553493499756,248,4960,-0.71,0.95612764,-0.81177634,0.14999999
7.148795127868652,249,4980,-0.71,0.95612776,-0.6985557,0.14999999
7.177257061004639,250,5000,-0.71,0.9561277,-0.72644913,0.14999999
7.208317518234253,251,5020,-0.71,0.9561273,-0.6961097,0.14999999
7.235204696655273,252,5040,-0.71,0.9561267,-0.65051454,0.14999999
7.257890939712524,253,5060,-0.71,0.9561266,-0.5887369,0.14999999
7.282607793807983,254,5080,-0.71,0.9561274,-0.6321033,0.14999999
