TimestepsSoFar,ReturnMean,Iteration,LQGsigma_higher,LQGmu1_higher,TimeElapsed,LQGmu1_actor
7520,0.95609415,376,0.14999999,-0.8,13.391927003860474,-0.6789604
7540,0.95609486,377,0.14999999,-0.8,13.422288656234741,-0.87850875
7560,0.9560946,378,0.14999999,-0.8,13.453076362609863,-0.7780101
7580,0.9560943,379,0.14999999,-0.8,13.484379053115845,-1.1776972
7600,0.9560935,380,0.14999999,-0.8,13.516265630722046,-0.7228865
7620,0.95609343,381,0.14999999,-0.8,13.546970129013062,-0.93515533
7640,0.9560924,382,0.14999999,-0.8,13.580000400543213,-0.89593214
7660,0.9560931,383,0.14999999,-0.8,13.613227128982544,-0.2314744
7680,0.95609283,384,0.14999999,-0.8,13.64695692062378,-0.9325354
7700,0.95609313,385,0.14999999,-0.8,13.680590391159058,-0.6276486
7720,0.95609266,386,0.14999999,-0.8,13.714828491210938,-0.9172063
7740,0.9560927,387,0.14999999,-0.8,13.747823476791382,-0.8341085
7760,0.95609283,388,0.14999999,-0.8,13.781664609909058,-0.98857355
7780,0.95609206,389,0.14999999,-0.8,13.822859525680542,-0.77045804
7800,0.956092,390,0.14999999,-0.8,13.854743003845215,-0.8138004
7820,0.9560917,391,0.14999999,-0.8,13.88925814628601,-0.88622314
7840,0.95609206,392,0.14999999,-0.8,13.930657625198364,-0.791981
7860,0.9560924,393,0.14999999,-0.8,13.974909782409668,-0.84507465
7880,0.95609313,394,0.14999999,-0.8,14.019834041595459,-0.68181103
7900,0.9560933,395,0.14999999,-0.8,14.07002329826355,-0.6939315
7920,0.95609313,396,0.14999999,-0.8,14.115645408630371,-0.6937986
7940,0.9560935,397,0.14999999,-0.8,14.15966272354126,-0.77105945
7960,0.9560941,398,0.14999999,-0.8,14.207268238067627,-0.92428166
7980,0.9560939,399,0.14999999,-0.8,14.26671051979065,-0.63516474
8000,0.95609444,400,0.14999999,-0.8,14.318578481674194,-0.61132205
8020,0.9560941,401,0.14999999,-0.8,14.36859679222107,-0.8813411
8040,0.956094,402,0.14999999,-0.8,14.406723260879517,-0.79738325
8060,0.95609397,403,0.14999999,-0.8,14.439474821090698,-0.71070486
8080,0.95609444,404,0.14999999,-0.8,14.471824645996094,-0.761634
8100,0.956094,405,0.14999999,-0.8,14.50310492515564,-0.7222892
8120,0.95609415,406,0.14999999,-0.8,14.541558980941772,-0.87903374
8140,0.95609415,407,0.14999999,-0.8,14.584539651870728,-0.60841155
8160,0.9560946,408,0.14999999,-0.8,14.642174243927002,-0.43052924
8180,0.956094,409,0.14999999,-0.8,14.689193964004517,-0.79453754
8200,0.95609385,410,0.14999999,-0.8,14.733113050460815,-0.84809756
8220,0.9560936,411,0.14999999,-0.8,14.798450946807861,-0.5737579
8240,0.9560944,412,0.14999999,-0.8,14.851620435714722,-0.64242715
8260,0.95609516,413,0.14999999,-0.8,14.887734413146973,-0.7261958
8280,0.9560952,414,0.14999999,-0.8,14.923969745635986,-1.1286068
8300,0.9560947,415,0.14999999,-0.8,14.963285207748413,-0.86779743
8320,0.95609486,416,0.14999999,-0.8,15.008411884307861,-0.79311466
8340,0.9560951,417,0.14999999,-0.8,15.046788692474365,-0.7404689
8360,0.9560954,418,0.14999999,-0.8,15.078265905380249,-0.85948646
8380,0.9560956,419,0.14999999,-0.8,15.109140634536743,-0.94612515
8400,0.9560948,420,0.14999999,-0.8,15.140474081039429,-0.7024504
8420,0.95609504,421,0.14999999,-0.8,15.170147895812988,-0.66677916
8440,0.95609534,422,0.14999999,-0.8,15.2114577293396,-0.73923075
8460,0.9560951,423,0.14999999,-0.8,15.241591930389404,-0.922295
8480,0.9560946,424,0.14999999,-0.8,15.273226261138916,-0.51567703
8500,0.95609504,425,0.14999999,-0.8,15.310348987579346,-0.91901565
8520,0.9560947,426,0.14999999,-0.8,15.348729133605957,-0.7988872
8540,0.9560953,427,0.14999999,-0.8,15.390245199203491,-1.1439595
8560,0.95609516,428,0.14999999,-0.8,15.432165622711182,-0.4706009
8580,0.956096,429,0.14999999,-0.8,15.47371220588684,-0.69721025
8600,0.9560964,430,0.14999999,-0.8,15.508790493011475,-0.7683981
8620,0.9560962,431,0.14999999,-0.8,15.540862798690796,-0.83464986
8640,0.95609635,432,0.14999999,-0.8,15.580971479415894,-0.7867657
8660,0.9560961,433,0.14999999,-0.8,15.613320589065552,-0.7995166
8680,0.95609605,434,0.14999999,-0.8,15.64304232597351,-0.7746107
8700,0.9560965,435,0.14999999,-0.8,15.676395893096924,-0.6814073
8720,0.95609653,436,0.14999999,-0.8,15.710368394851685,-1.0583092
8740,0.9560963,437,0.14999999,-0.8,15.745296478271484,-0.9416681
8760,0.95609665,438,0.14999999,-0.8,15.781025171279907,-0.6909446
8780,0.95609725,439,0.14999999,-0.8,15.818902730941772,-0.7785461
8800,0.95609736,440,0.14999999,-0.8,15.854809284210205,-0.6936901
8820,0.9560977,441,0.14999999,-0.8,15.886171579360962,-0.79823625
8840,0.9560978,442,0.14999999,-0.8,15.926310777664185,-0.9189036
8860,0.95609754,443,0.14999999,-0.8,15.984156608581543,-0.62014675
8880,0.95609784,444,0.14999999,-0.8,16.03296184539795,-0.95450383
8900,0.95609766,445,0.14999999,-0.8,16.08412480354309,-0.9306082
8920,0.9560974,446,0.14999999,-0.8,16.116400480270386,-0.5669899
8940,0.95609796,447,0.14999999,-0.8,16.15124273300171,-0.9134094
8960,0.95609826,448,0.14999999,-0.8,16.19659423828125,-0.8809003
8980,0.9560978,449,0.14999999,-0.8,16.234139442443848,-0.51940113
9000,0.95609796,450,0.14999999,-0.8,16.27522850036621,-1.2286305
9020,0.9560958,451,0.14999999,-0.8,16.32415509223938,-0.7080521
9040,0.9560957,452,0.14999999,-0.8,16.361397981643677,-1.1276884
9060,0.9560942,453,0.14999999,-0.8,16.399727821350098,-0.54600644
9080,0.95609367,454,0.14999999,-0.8,16.445122480392456,-0.75318885
9100,0.9560936,455,0.14999999,-0.8,16.48814582824707,-1.0077692
9120,0.9560934,456,0.14999999,-0.8,16.527286052703857,-0.94749784
9140,0.95609343,457,0.14999999,-0.8,16.56278419494629,-0.75734144
9160,0.9560935,458,0.14999999,-0.8,16.60608696937561,-0.96989757
9180,0.95609343,459,0.14999999,-0.8,16.65246081352234,-0.68869287
9200,0.95609295,460,0.14999999,-0.8,16.695657968521118,-0.9066198
9220,0.95609295,461,0.14999999,-0.8,16.74010467529297,-0.72528905
9240,0.956093,462,0.14999999,-0.8,16.786498546600342,-0.81311625
9260,0.9560928,463,0.14999999,-0.8,16.820522785186768,-0.96477467
9280,0.956093,464,0.14999999,-0.8,16.87101173400879,-1.1231112
9300,0.9560926,465,0.14999999,-0.8,16.91547179222107,-0.90505654
9320,0.9560923,466,0.14999999,-0.8,16.962520837783813,-0.45145345
9340,0.9560927,467,0.14999999,-0.8,17.001298189163208,-0.6308082
9360,0.9560928,468,0.14999999,-0.8,17.049138069152832,-0.60744596
9380,0.9560933,469,0.14999999,-0.8,17.094768524169922,-0.72817886
9400,0.9560936,470,0.14999999,-0.8,17.12700843811035,-0.7253919
9420,0.95609385,471,0.14999999,-0.8,17.16282081604004,-0.8462474
9440,0.95609367,472,0.14999999,-0.8,17.206350564956665,-1.1505201
9460,0.956093,473,0.14999999,-0.8,17.26254630088806,-0.7673084
9480,0.95609343,474,0.14999999,-0.8,17.315223217010498,-0.705532
9500,0.95609343,475,0.14999999,-0.8,17.35552191734314,-0.70603776
9520,0.9560939,476,0.14999999,-0.8,17.39997386932373,-0.9957413
9540,0.9560929,477,0.14999999,-0.8,17.442188024520874,-0.84476715
9560,0.9560928,478,0.14999999,-0.8,17.479316473007202,-0.58438075
9580,0.9560924,479,0.14999999,-0.8,17.51883029937744,-0.81278425
9600,0.95609254,480,0.14999999,-0.8,17.56272602081299,-0.6626456
9620,0.956093,481,0.14999999,-0.8,17.61211109161377,-0.6917566
9640,0.95609343,482,0.14999999,-0.8,17.65114974975586,-0.85010415
9660,0.9560936,483,0.14999999,-0.8,17.686185598373413,-0.99758565
9680,0.95609343,484,0.14999999,-0.8,17.7209529876709,-0.92919385
9700,0.95609355,485,0.14999999,-0.8,17.755651473999023,-0.71009547
9720,0.9560937,486,0.14999999,-0.8,17.78725838661194,-1.1101887
9740,0.9560929,487,0.14999999,-0.8,17.831432104110718,-1.0415916
9760,0.9560923,488,0.14999999,-0.8,17.867220640182495,-0.9263013
9780,0.9560919,489,0.14999999,-0.8,17.907402515411377,-0.68961996
9800,0.9560923,490,0.14999999,-0.8,17.937941312789917,-0.79639584
9820,0.9560925,491,0.14999999,-0.8,17.968437433242798,-0.7216162
9840,0.9560929,492,0.14999999,-0.8,18.007758140563965,-0.7140314
9860,0.95609236,493,0.14999999,-0.8,18.045742988586426,-0.83947015
9880,0.9560918,494,0.14999999,-0.8,18.083555698394775,-0.9078599
9900,0.9560917,495,0.14999999,-0.8,18.116559505462646,-0.72129685
9920,0.9560911,496,0.14999999,-0.8,18.146750688552856,-1.0333347
9940,0.9560909,497,0.14999999,-0.8,18.18642282485962,-0.64660764
9960,0.9560911,498,0.14999999,-0.8,18.223154544830322,-0.7623786
9980,0.95609134,499,0.14999999,-0.8,18.261083602905273,-0.850665
10000,0.9560915,500,0.14999999,-0.8,18.306777000427246,-0.8550982
10020,0.9560917,501,0.14999999,-0.8,18.351775646209717,-0.70429736
10040,0.9560916,502,0.14999999,-0.8,18.40420436859131,-0.73179764
10060,0.9560922,503,0.14999999,-0.8,18.454484939575195,-1.0279171
10080,0.9560919,504,0.14999999,-0.8,18.50439453125,-0.73847425
10100,0.95609206,505,0.14999999,-0.8,18.54682207107544,-0.33107528
10120,0.95609134,506,0.14999999,-0.8,18.59205436706543,-0.9879733
10140,0.9560912,507,0.14999999,-0.8,18.631044626235962,-1.0944698
10160,0.95609146,508,0.14999999,-0.8,18.672844648361206,-1.1123205
10180,0.95609033,509,0.14999999,-0.8,18.732191801071167,-0.827887
10200,0.95608974,510,0.14999999,-0.8,18.80182147026062,-1.0567048
10220,0.9560899,511,0.14999999,-0.8,18.86891198158264,-0.7695212
10240,0.95608985,512,0.14999999,-0.8,18.943071365356445,-0.60751206
10260,0.95608896,513,0.14999999,-0.8,19.0046169757843,-0.6515754
10280,0.9560895,514,0.14999999,-0.8,19.048676013946533,-0.9887778
10300,0.9560893,515,0.14999999,-0.8,19.102679014205933,-0.789606
10320,0.956089,516,0.14999999,-0.8,19.15107011795044,-0.6418923
10340,0.956089,517,0.14999999,-0.8,19.206022262573242,-0.7627954
10360,0.9560896,518,0.14999999,-0.8,19.25536608695984,-0.61372894
10380,0.9560903,519,0.14999999,-0.8,19.301626920700073,-0.66847396
10400,0.95609075,520,0.14999999,-0.8,19.347394227981567,-1.084243
10420,0.9560908,521,0.14999999,-0.8,19.39969515800476,-0.73969483
10440,0.95609105,522,0.14999999,-0.8,19.4541757106781,-0.7636814
10460,0.9560911,523,0.14999999,-0.8,19.52141761779785,-0.57063687
10480,0.9560912,524,0.14999999,-0.8,19.580424308776855,-0.7499554
10500,0.9560915,525,0.14999999,-0.8,19.62160325050354,-0.8687882
10520,0.95609134,526,0.14999999,-0.8,19.653716325759888,-0.9406687
10540,0.95609075,527,0.14999999,-0.8,19.706905603408813,-0.8922674
10560,0.9560911,528,0.14999999,-0.8,19.756824493408203,-0.6168734
10580,0.95609117,529,0.14999999,-0.8,19.794297456741333,-0.8543857
10600,0.9560913,530,0.14999999,-0.8,19.832998514175415,-0.91960645
10620,0.95609087,531,0.14999999,-0.8,19.869674682617188,-0.8285463
10640,0.9560908,532,0.14999999,-0.8,19.90264344215393,-0.85344535
10660,0.95609057,533,0.14999999,-0.8,19.943164825439453,-0.77804524
10680,0.9560903,534,0.14999999,-0.8,19.982905864715576,-0.67491704
10700,0.9560903,535,0.14999999,-0.8,20.024738073349,-0.6945026
10720,0.95609,536,0.14999999,-0.8,20.05634641647339,-0.8354008
10740,0.95608926,537,0.14999999,-0.8,20.086758375167847,-0.82776016
10760,0.9560892,538,0.14999999,-0.8,20.116374731063843,-0.66204077
10780,0.95608944,539,0.14999999,-0.8,20.146884441375732,-0.8663562
10800,0.9560896,540,0.14999999,-0.8,20.17727279663086,-0.48784766
10820,0.9560893,541,0.14999999,-0.8,20.207507848739624,-0.879403
10840,0.9560888,542,0.14999999,-0.8,20.237589597702026,-0.83832365
10860,0.95608884,543,0.14999999,-0.8,20.278109550476074,-0.556646
10880,0.9560894,544,0.14999999,-0.8,20.317925691604614,-0.8758588
10900,0.9560894,545,0.14999999,-0.8,20.356862545013428,-0.53803843
10920,0.95608866,546,0.14999999,-0.8,20.400346994400024,-0.6866421
10940,0.9560886,547,0.14999999,-0.8,20.44059705734253,-0.52648383
10960,0.9560888,548,0.14999999,-0.8,20.48111391067505,-0.77622396
10980,0.9560887,549,0.14999999,-0.8,20.52009153366089,-0.6603342
11000,0.9560892,550,0.14999999,-0.8,20.561089992523193,-0.9470016
11020,0.95608926,551,0.14999999,-0.8,20.59229803085327,-1.0280777
11040,0.9560892,552,0.14999999,-0.8,20.623378038406372,-0.8756179
11060,0.956089,553,0.14999999,-0.8,20.65933322906494,-0.7154667
11080,0.9560895,554,0.14999999,-0.8,20.69052815437317,-0.7601729
11100,0.9560892,555,0.14999999,-0.8,20.72895359992981,-0.7175647
11120,0.9560895,556,0.14999999,-0.8,20.766991138458252,-0.5707693
11140,0.95608974,557,0.14999999,-0.8,20.80077052116394,-0.68471116
11160,0.9560897,558,0.14999999,-0.8,20.836033821105957,-0.62635857
11180,0.9560896,559,0.14999999,-0.8,20.871212482452393,-0.8822558
11200,0.95608944,560,0.14999999,-0.8,20.90299129486084,-0.71840215
11220,0.9560896,561,0.14999999,-0.8,20.934247255325317,-0.4808734
11240,0.9560902,562,0.14999999,-0.8,20.96976923942566,-0.63597155
11260,0.9560907,563,0.14999999,-0.8,21.008121013641357,-0.6504493
11280,0.95609105,564,0.14999999,-0.8,21.045902967453003,-0.33837473
11300,0.9560912,565,0.14999999,-0.8,21.079044103622437,-0.83187425
11320,0.95609117,566,0.14999999,-0.8,21.10991668701172,-0.6527003
11340,0.9560915,567,0.14999999,-0.8,21.140844583511353,-1.030472
11360,0.9560908,568,0.14999999,-0.8,21.182794332504272,-0.73547494
11380,0.95609117,569,0.14999999,-0.8,21.220170259475708,-0.7901502
11400,0.9560911,570,0.14999999,-0.8,21.254499197006226,-0.96954703
11420,0.9560909,571,0.14999999,-0.8,21.283865690231323,-0.71748644
11440,0.95609117,572,0.14999999,-0.8,21.31378674507141,-0.9495691
11460,0.95609134,573,0.14999999,-0.8,21.348334074020386,-0.83501005
11480,0.9560917,574,0.14999999,-0.8,21.386417388916016,-0.8603278
11500,0.9560913,575,0.14999999,-0.8,21.422966241836548,-0.2697425
11520,0.95609117,576,0.14999999,-0.8,21.46324896812439,-0.6984713
11540,0.95609045,577,0.14999999,-0.8,21.499492168426514,-0.34118134
11560,0.9560908,578,0.14999999,-0.8,21.539037466049194,-0.86770004
11580,0.9560909,579,0.14999999,-0.8,21.576252222061157,-0.82981735
11600,0.9560912,580,0.14999999,-0.8,21.605915307998657,-1.1499653
11620,0.9560902,581,0.14999999,-0.8,21.634960651397705,-0.8179613
11640,0.95609033,582,0.14999999,-0.8,21.664214611053467,-0.82573885
11660,0.9560907,583,0.14999999,-0.8,21.696642637252808,-0.8045637
11680,0.9560897,584,0.14999999,-0.8,21.732019662857056,-0.6908459
11700,0.956089,585,0.14999999,-0.8,21.767700672149658,-0.9462951
11720,0.95608884,586,0.14999999,-0.8,21.807393074035645,-0.64730406
11740,0.956089,587,0.14999999,-0.8,21.83908176422119,-0.89069724
11760,0.95608914,588,0.14999999,-0.8,21.883858680725098,-0.644504
11780,0.9560891,589,0.14999999,-0.8,21.92411780357361,-0.89312434
11800,0.95608884,590,0.14999999,-0.8,21.964481353759766,-0.6413861
11820,0.95608896,591,0.14999999,-0.8,22.007567644119263,-0.86792284
11840,0.9560887,592,0.14999999,-0.8,22.04496169090271,-0.9942782
11860,0.95608884,593,0.14999999,-0.8,22.08260416984558,-0.9757054
11880,0.956089,594,0.14999999,-0.8,22.11678695678711,-0.706623
11900,0.9560894,595,0.14999999,-0.8,22.155739784240723,-0.86413515
11920,0.9560893,596,0.14999999,-0.8,22.185925722122192,-0.7614771
11940,0.95608914,597,0.14999999,-0.8,22.21505093574524,-0.61884993
11960,0.9560896,598,0.14999999,-0.8,22.244937419891357,-0.85785484
11980,0.9560893,599,0.14999999,-0.8,22.273298740386963,-0.6764256
12000,0.9560895,600,0.14999999,-0.8,22.30962872505188,-0.7486291
12020,0.9560896,601,0.14999999,-0.8,22.35165238380432,-1.1052871
12040,0.9560888,602,0.14999999,-0.8,22.3811137676239,-0.9938424
12060,0.9560882,603,0.14999999,-0.8,22.409228801727295,-0.8316717
12080,0.956088,604,0.14999999,-0.8,22.443190574645996,-0.72599566
12100,0.956088,605,0.14999999,-0.8,22.477401971817017,-0.89332294
12120,0.9560873,606,0.14999999,-0.8,22.517564058303833,-0.83930695
12140,0.9560872,607,0.14999999,-0.8,22.547425031661987,-1.2083967
12160,0.9560865,608,0.14999999,-0.8,22.603751182556152,-0.9302316
12180,0.9560863,609,0.14999999,-0.8,22.64114260673523,-0.6361417
12200,0.9560855,610,0.14999999,-0.8,22.672327756881714,-0.8899181
12220,0.95608544,611,0.14999999,-0.8,22.70518469810486,-0.9072325
12240,0.956085,612,0.14999999,-0.8,22.739277601242065,-0.7101703
12260,0.95608497,613,0.14999999,-0.8,22.772790908813477,-0.75849164
12280,0.9560851,614,0.14999999,-0.8,22.816969871520996,-0.68991923
12300,0.95608556,615,0.14999999,-0.8,22.857794046401978,-1.0167862
12320,0.9560854,616,0.14999999,-0.8,22.8913733959198,-0.6325224
12340,0.95608526,617,0.14999999,-0.8,22.931482076644897,-0.7863617
12360,0.9560852,618,0.14999999,-0.8,22.97617530822754,-1.2766019
12380,0.95608425,619,0.14999999,-0.8,23.02522921562195,-0.78117657
12400,0.95608366,620,0.14999999,-0.8,23.06956434249878,-0.9054007
12420,0.9560839,621,0.14999999,-0.8,23.122373819351196,-0.71141124
12440,0.95608395,622,0.14999999,-0.8,23.163186073303223,-0.5796586
12460,0.95608425,623,0.14999999,-0.8,23.204503536224365,-0.78410566
12480,0.95608443,624,0.14999999,-0.8,23.23560118675232,-0.740114
12500,0.95608467,625,0.14999999,-0.8,23.26870632171631,-0.7713668
12520,0.9560847,626,0.14999999,-0.8,23.337327003479004,-0.76565206
12540,0.95608467,627,0.14999999,-0.8,23.3778076171875,-1.0703804
12560,0.9560846,628,0.14999999,-0.8,23.419097423553467,-0.8439631
12580,0.9560843,629,0.14999999,-0.8,23.45567536354065,-0.76215214
12600,0.9560847,630,0.14999999,-0.8,23.491443872451782,-0.6710989
12620,0.9560851,631,0.14999999,-0.8,23.52334451675415,-0.7654973
12640,0.9560852,632,0.14999999,-0.8,23.55515694618225,-0.8457769
12660,0.95608556,633,0.14999999,-0.8,23.607749938964844,-0.7589448
12680,0.9560861,634,0.14999999,-0.8,23.65323305130005,-0.6441254
12700,0.9560864,635,0.14999999,-0.8,23.693376302719116,-0.7781536
12720,0.9560866,636,0.14999999,-0.8,23.731453895568848,-0.7965174
12740,0.9560867,637,0.14999999,-0.8,23.773341178894043,-0.8546033
12760,0.95608675,638,0.14999999,-0.8,23.815584421157837,-0.7347029
12780,0.9560869,639,0.14999999,-0.8,23.849814891815186,-0.73015946
12800,0.9560871,640,0.14999999,-0.8,23.890507221221924,-0.68336016
12820,0.9560872,641,0.14999999,-0.8,23.925681114196777,-0.78867525
12840,0.9560876,642,0.14999999,-0.8,23.96254849433899,-0.6911122
12860,0.9560877,643,0.14999999,-0.8,23.99217987060547,-0.731666
12880,0.9560871,644,0.14999999,-0.8,24.021533489227295,-0.9188789
12900,0.9560867,645,0.14999999,-0.8,24.0550274848938,-0.8420889
12920,0.95608646,646,0.14999999,-0.8,24.085280895233154,-1.1169075
12940,0.95608556,647,0.14999999,-0.8,24.11512017250061,-0.7852616
12960,0.9560853,648,0.14999999,-0.8,24.144974946975708,-0.6713643
12980,0.9560853,649,0.14999999,-0.8,24.174513339996338,-0.78675944
13000,0.9560853,650,0.14999999,-0.8,24.213680744171143,-0.74373305
13020,0.95608544,651,0.14999999,-0.8,24.24522352218628,-0.58656514
13040,0.95608556,652,0.14999999,-0.8,24.276982307434082,-0.6234622
13060,0.9560856,653,0.14999999,-0.8,24.309711694717407,-0.7108037
13080,0.9560857,654,0.14999999,-0.8,24.343000888824463,-0.6822592
13100,0.956086,655,0.14999999,-0.8,24.373867511749268,-0.9489822
13120,0.95608574,656,0.14999999,-0.8,24.405577659606934,-0.7400349
13140,0.95608574,657,0.14999999,-0.8,24.4375479221344,-0.9877466
13160,0.9560855,658,0.14999999,-0.8,24.469361543655396,-0.8280252
13180,0.9560853,659,0.14999999,-0.8,24.501009464263916,-0.83624977
13200,0.95608574,660,0.14999999,-0.8,24.53271746635437,-0.74152124
13220,0.956086,661,0.14999999,-0.8,24.563770532608032,-0.8818266
13240,0.9560859,662,0.14999999,-0.8,24.59453582763672,-0.69687366
13260,0.95608646,663,0.14999999,-0.8,24.626102447509766,-0.5777327
13280,0.95608634,664,0.14999999,-0.8,24.658981561660767,-0.56402934
13300,0.95608646,665,0.14999999,-0.8,24.69145631790161,-0.90303415
13320,0.9560863,666,0.14999999,-0.8,24.736192226409912,-0.70440006
13340,0.95608664,667,0.14999999,-0.8,24.78424644470215,-0.6931007
13360,0.95608693,668,0.14999999,-0.8,24.827523231506348,-0.8353681
13380,0.9560868,669,0.14999999,-0.8,24.860286235809326,-0.46232942
13400,0.9560871,670,0.14999999,-0.8,24.894981622695923,-0.481959
13420,0.95608735,671,0.14999999,-0.8,24.951529026031494,-0.86652184
13440,0.95608747,672,0.14999999,-0.8,24.98713231086731,-0.7101634
13460,0.9560879,673,0.14999999,-0.8,25.02872586250305,-0.9371201
13480,0.9560878,674,0.14999999,-0.8,25.064745664596558,-0.64942145
13500,0.9560881,675,0.14999999,-0.8,25.094492197036743,-0.92735684
13520,0.956088,676,0.14999999,-0.8,25.124894618988037,-0.7739821
13540,0.9560879,677,0.14999999,-0.8,25.15420627593994,-0.9689441
13560,0.95608765,678,0.14999999,-0.8,25.183934926986694,-0.69917285
13580,0.95608795,679,0.14999999,-0.8,25.212231397628784,-1.0416713
13600,0.9560879,680,0.14999999,-0.8,25.23735785484314,-0.78143466
13620,0.9560876,681,0.14999999,-0.8,25.261012315750122,-0.8826113
13640,0.95608765,682,0.14999999,-0.8,25.288806915283203,-0.768868
13660,0.95608777,683,0.14999999,-0.8,25.318498611450195,-0.72664106
13680,0.95608807,684,0.14999999,-0.8,25.35245394706726,-0.79810864
13700,0.956088,685,0.14999999,-0.8,25.38384747505188,-1.0268013
13720,0.9560881,686,0.14999999,-0.8,25.422468185424805,-0.80925
13740,0.956088,687,0.14999999,-0.8,25.459396839141846,-0.89017075
13760,0.9560879,688,0.14999999,-0.8,25.50683045387268,-0.70243853
13780,0.956088,689,0.14999999,-0.8,25.54209065437317,-0.7939433
13800,0.9560883,690,0.14999999,-0.8,25.5731303691864,-0.75958663
13820,0.956088,691,0.14999999,-0.8,25.607247829437256,-0.9249666
13840,0.9560881,692,0.14999999,-0.8,25.641871452331543,-0.57429826
13860,0.9560884,693,0.14999999,-0.8,25.6728572845459,-0.7178979
13880,0.9560885,694,0.14999999,-0.8,25.703884840011597,-0.48249546
13900,0.95608824,695,0.14999999,-0.8,25.73085641860962,-0.94135165
13920,0.95608777,696,0.14999999,-0.8,25.76806402206421,-0.73505086
13940,0.95608777,697,0.14999999,-0.8,25.798263549804688,-0.4699807
13960,0.956088,698,0.14999999,-0.8,25.828869581222534,-0.71101964
13980,0.95608807,699,0.14999999,-0.8,25.859673500061035,-0.6539728
14000,0.9560882,700,0.14999999,-0.8,25.904863119125366,-0.8833934
14020,0.956088,701,0.14999999,-0.8,25.940001249313354,-0.38785988
14040,0.95608723,702,0.14999999,-0.8,25.975590229034424,-0.68002135
14060,0.9560875,703,0.14999999,-0.8,26.011975049972534,-0.8586355
14080,0.95608705,704,0.14999999,-0.8,26.044126272201538,-0.62181866
14100,0.95608705,705,0.14999999,-0.8,26.077106952667236,-0.8126333
14120,0.9560871,706,0.14999999,-0.8,26.115145921707153,-0.78620255
14140,0.9560872,707,0.14999999,-0.8,26.14662766456604,-0.9103933
14160,0.9560864,708,0.14999999,-0.8,26.18028974533081,-0.91577035
14180,0.95608664,709,0.14999999,-0.8,26.21781325340271,-0.8333468
14200,0.9560867,710,0.14999999,-0.8,26.253296375274658,-0.8406709
14220,0.9560868,711,0.14999999,-0.8,26.31036615371704,-0.6254027
14240,0.9560873,712,0.14999999,-0.8,26.364033460617065,-0.6990826
14260,0.95608747,713,0.14999999,-0.8,26.401186227798462,-0.7086778
14280,0.9560874,714,0.14999999,-0.8,26.442262172698975,-0.68586206
14300,0.95608723,715,0.14999999,-0.8,26.506162881851196,-0.91457343
14320,0.95608735,716,0.14999999,-0.8,26.546258687973022,-0.8071719
14340,0.9560875,717,0.14999999,-0.8,26.584007501602173,-0.35825256
14360,0.956088,718,0.14999999,-0.8,26.617167711257935,-0.51686186
14380,0.9560883,719,0.14999999,-0.8,26.649781703948975,-0.62633
14400,0.95608866,720,0.14999999,-0.8,26.686434030532837,-0.58175033
14420,0.9560891,721,0.14999999,-0.8,26.72304058074951,-0.911786
14440,0.95608884,722,0.14999999,-0.8,26.760033130645752,-0.7413587
14460,0.9560888,723,0.14999999,-0.8,26.79170799255371,-0.8512829
14480,0.95608884,724,0.14999999,-0.8,26.825311422348022,-0.8010078
14500,0.95608914,725,0.14999999,-0.8,26.863072395324707,-0.81131375
14520,0.95608944,726,0.14999999,-0.8,26.89101004600525,-0.7406241
14540,0.9560898,727,0.14999999,-0.8,26.932425498962402,-0.52562666
14560,0.9560902,728,0.14999999,-0.8,26.964635848999023,-0.54074717
14580,0.9560906,729,0.14999999,-0.8,26.996152877807617,-0.5686285
14600,0.95609045,730,0.14999999,-0.8,27.022703409194946,-0.8217733
14620,0.95609045,731,0.14999999,-0.8,27.052207231521606,-1.0332989
14640,0.95609045,732,0.14999999,-0.8,27.07880687713623,-0.7449974
14660,0.95609075,733,0.14999999,-0.8,27.115318536758423,-0.9082737
14680,0.9560906,734,0.14999999,-0.8,27.161232709884644,-0.88646245
14700,0.9560908,735,0.14999999,-0.8,27.205738067626953,-0.81432664
14720,0.956091,736,0.14999999,-0.8,27.241519451141357,-0.98118854
14740,0.95609087,737,0.14999999,-0.8,27.270790576934814,-0.6841047
14760,0.9560909,738,0.14999999,-0.8,27.306146144866943,-0.8399287
14780,0.9560904,739,0.14999999,-0.8,27.354158639907837,-0.56798244
14800,0.95609075,740,0.14999999,-0.8,27.402615547180176,-0.7829853
14820,0.9560911,741,0.14999999,-0.8,27.441205501556396,-0.92321193
14840,0.95609105,742,0.14999999,-0.8,27.472394466400146,-0.70743465
14860,0.95609117,743,0.14999999,-0.8,27.506107091903687,-0.8624365
14880,0.9560908,744,0.14999999,-0.8,27.566936492919922,-0.78324133
14900,0.95609117,745,0.14999999,-0.8,27.60207748413086,-0.68463755
14920,0.9560915,746,0.14999999,-0.8,27.642945528030396,-0.68765545
14940,0.95609176,747,0.14999999,-0.8,27.67619800567627,-0.9296096
14960,0.95609176,748,0.14999999,-0.8,27.709940671920776,-0.45457384
14980,0.9560907,749,0.14999999,-0.8,27.751412630081177,-0.61142194
15000,0.9560908,750,0.14999999,-0.8,27.77934193611145,-0.6932843
15020,0.9560907,751,0.14999999,-0.8,27.810282945632935,-0.8443533
15040,0.9560904,752,0.14999999,-0.8,27.867159366607666,-1.2047026
15060,0.95608956,753,0.14999999,-0.8,27.916402101516724,-0.9033456
