LQGsigma_higher,ReturnMean,TimeElapsed,LQGmu1_actor,Iteration,LQGmu1_higher,TimestepsSoFar
0.14999999,0.9561573,4.259294271469116,-0.84388673,124,-0.65,2480
0.14999999,0.95615613,4.329626560211182,-0.75969386,125,-0.65,2500
0.14999999,0.95615447,4.3840038776397705,-0.56276983,126,-0.65,2520
0.14999999,0.9561553,4.468206405639648,-0.80734456,127,-0.65,2540
0.14999999,0.9561549,4.494871616363525,-0.8764661,128,-0.65,2560
0.14999999,0.95615506,4.52935004234314,-0.65298754,129,-0.65,2580
0.14999999,0.9561558,4.572351932525635,-0.5415889,130,-0.65,2600
0.14999999,0.9561558,4.606233835220337,-0.81451964,131,-0.65,2620
0.14999999,0.95615447,4.6498260498046875,-0.65210664,132,-0.65,2640
0.14999999,0.95615405,4.689143419265747,-0.9012649,133,-0.65,2660
0.14999999,0.95615286,4.715135812759399,-0.56875795,134,-0.65,2680
0.14999999,0.9561544,4.742486953735352,-0.7497189,135,-0.65,2700
0.14999999,0.9561554,4.768768787384033,-0.62497526,136,-0.65,2720
0.14999999,0.9561555,4.828387975692749,-0.6058416,137,-0.65,2740
0.14999999,0.9561561,4.861171722412109,-0.56916386,138,-0.65,2760
0.14999999,0.9561567,4.886973142623901,-0.44602278,139,-0.65,2780
0.14999999,0.95615715,4.910460472106934,-0.5403878,140,-0.65,2800
0.14999999,0.9561576,4.942004203796387,-0.8059423,141,-0.65,2820
0.14999999,0.9561586,4.9969117641448975,-0.38862225,142,-0.65,2840
0.14999999,0.95616055,5.049847364425659,-0.5903529,143,-0.65,2860
0.14999999,0.9561595,5.0969836711883545,-0.52071,144,-0.65,2880
0.14999999,0.9561574,5.144287586212158,-0.65886,145,-0.65,2900
0.14999999,0.9561579,5.192417860031128,-0.7126084,146,-0.65,2920
0.14999999,0.95615953,5.240168333053589,-0.70403576,147,-0.65,2940
0.14999999,0.95616007,5.304922103881836,-0.834218,148,-0.65,2960
0.14999999,0.95616096,5.378559827804565,-0.59586495,149,-0.65,2980
0.14999999,0.9561605,5.420429468154907,-0.6740489,150,-0.65,3000
0.14999999,0.9561614,5.475964784622192,-0.8549392,151,-0.65,3020
0.14999999,0.9561615,5.519442796707153,-0.7485009,152,-0.65,3040
0.14999999,0.9561606,5.564194440841675,-0.75008094,153,-0.65,3060
0.14999999,0.9561601,5.610912322998047,-0.7238307,154,-0.65,3080
0.14999999,0.95615894,5.65076756477356,-0.8587481,155,-0.65,3100
0.14999999,0.9561562,5.697246313095093,-0.41295636,156,-0.65,3120
0.14999999,0.9561538,5.736871004104614,-0.44286594,157,-0.65,3140
0.14999999,0.95615476,5.776158571243286,-0.32944375,158,-0.65,3160
0.14999999,0.9561539,5.811294317245483,-0.9135934,159,-0.65,3180
0.14999999,0.95615196,5.8416266441345215,-0.6570661,160,-0.65,3200
0.14999999,0.9561512,5.884587049484253,-0.7385149,161,-0.65,3220
0.14999999,0.9561504,5.947014570236206,-0.60553867,162,-0.65,3240
0.14999999,0.9561512,5.986212491989136,-0.7807088,163,-0.65,3260
0.14999999,0.95614994,6.0321807861328125,-0.77570426,164,-0.65,3280
0.14999999,0.9561499,6.069669961929321,-0.6023943,165,-0.65,3300
0.14999999,0.95614976,6.095002174377441,-0.7831383,166,-0.65,3320
0.14999999,0.95614934,6.123202323913574,-0.63709307,167,-0.65,3340
0.14999999,0.9561495,6.153292179107666,-0.5719097,168,-0.65,3360
0.14999999,0.9561485,6.183892011642456,-0.7315768,169,-0.65,3380
0.14999999,0.9561482,6.212336540222168,-0.815635,170,-0.65,3400
0.14999999,0.9561493,6.236750841140747,-0.5331794,171,-0.65,3420
0.14999999,0.95614964,6.269383668899536,-0.8468495,172,-0.65,3440
0.14999999,0.95614696,6.300907373428345,-0.43273503,173,-0.65,3460
0.14999999,0.9561473,6.3268842697143555,-0.7087625,174,-0.65,3480
0.14999999,0.9561478,6.355479717254639,-0.5193338,175,-0.65,3500
0.14999999,0.9561468,6.385061979293823,-0.49950844,176,-0.65,3520
0.14999999,0.95614505,6.416636943817139,-0.87884593,177,-0.65,3540
0.14999999,0.9561455,6.439097166061401,-0.5630464,178,-0.65,3560
0.14999999,0.9561433,6.46347713470459,-0.59312487,179,-0.65,3580
0.14999999,0.95614344,6.480496883392334,-0.48351637,180,-0.65,3600
0.14999999,0.95614403,6.499674558639526,-0.7918351,181,-0.65,3620
0.14999999,0.9561427,6.535686492919922,-0.36905068,182,-0.65,3640
0.14999999,0.95614326,6.58457612991333,-0.75382125,183,-0.65,3660
0.14999999,0.95614207,6.619367361068726,-0.5583128,184,-0.65,3680
0.14999999,0.95614046,6.655136585235596,-0.65332824,185,-0.65,3700
0.14999999,0.95614,6.699525833129883,-0.53532076,186,-0.65,3720
0.14999999,0.9561409,6.741854906082153,-0.6101049,187,-0.65,3740
0.14999999,0.95614034,6.786485910415649,-0.81783164,188,-0.65,3760
0.14999999,0.9561403,6.82703709602356,-0.5966123,189,-0.65,3780
0.14999999,0.95614016,6.855004787445068,-0.6017637,190,-0.65,3800
0.14999999,0.9561406,6.903045654296875,-0.5365187,191,-0.65,3820
0.14999999,0.95614123,6.932765007019043,-0.83806163,192,-0.65,3840
0.14999999,0.9561399,6.9566333293914795,-0.6430635,193,-0.65,3860
0.14999999,0.9561384,6.987082481384277,-0.8100488,194,-0.65,3880
0.14999999,0.95613873,7.027712106704712,-0.5155067,195,-0.65,3900
0.14999999,0.9561389,7.058283090591431,-0.6357086,196,-0.65,3920
0.14999999,0.95613956,7.08687162399292,-0.48029906,197,-0.65,3940
0.14999999,0.9561407,7.120421886444092,-0.47541323,198,-0.65,3960
0.14999999,0.9561412,7.150532484054565,-0.6258762,199,-0.65,3980
0.14999999,0.9561408,7.172708749771118,-0.4767974,200,-0.65,4000
0.14999999,0.9561392,7.19995379447937,-0.48867598,201,-0.65,4020
0.14999999,0.95613897,7.233457326889038,-0.6096291,202,-0.65,4040
0.14999999,0.9561402,7.271548271179199,-0.86455315,203,-0.65,4060
0.14999999,0.9561404,7.304570913314819,-0.8957138,204,-0.65,4080
0.14999999,0.95613796,7.338402271270752,-0.6138664,205,-0.65,4100
0.14999999,0.95613766,7.367176055908203,-0.7422585,206,-0.65,4120
0.14999999,0.95613813,7.397527694702148,-0.6559013,207,-0.65,4140
0.14999999,0.95613873,7.4357664585113525,-0.55870616,208,-0.65,4160
0.14999999,0.9561394,7.465575218200684,-0.75860804,209,-0.65,4180
0.14999999,0.9561398,7.502749681472778,-0.68267393,210,-0.65,4200
0.14999999,0.95613915,7.5362021923065186,-0.48378828,211,-0.65,4220
0.14999999,0.95613974,7.555866718292236,-0.5428897,212,-0.65,4240
0.14999999,0.95613813,7.581695556640625,-0.48965594,213,-0.65,4260
0.14999999,0.9561386,7.6068949699401855,-0.63389623,214,-0.65,4280
0.14999999,0.9561383,7.65481972694397,-0.4052453,215,-0.65,4300
0.14999999,0.95613897,7.686102867126465,-0.70851135,216,-0.65,4320
0.14999999,0.95613766,7.723455190658569,-0.8922336,217,-0.65,4340
0.14999999,0.9561377,7.76451563835144,-0.47259966,218,-0.65,4360
0.14999999,0.9561347,7.799921274185181,-0.7240125,219,-0.65,4380
0.14999999,0.95613366,7.854964733123779,-0.50399095,220,-0.65,4400
0.14999999,0.956134,7.928123474121094,-0.6826032,221,-0.65,4420
0.14999999,0.9561347,8.014585256576538,-0.6532603,222,-0.65,4440
0.14999999,0.95613486,8.079324007034302,-0.6136806,223,-0.65,4460
0.14999999,0.95613295,8.141820430755615,-0.74694186,224,-0.65,4480
0.14999999,0.95613265,8.182228803634644,-0.56669915,225,-0.65,4500
0.14999999,0.95613396,8.220941066741943,-0.653418,226,-0.65,4520
0.14999999,0.95613414,8.256161451339722,-0.57186264,227,-0.65,4540
0.14999999,0.9561347,8.326259136199951,-0.72045386,228,-0.65,4560
0.14999999,0.95613533,8.364501714706421,-0.7851703,229,-0.65,4580
0.14999999,0.95613474,8.445541858673096,-0.739789,230,-0.65,4600
0.14999999,0.9561354,8.47288179397583,-0.53572154,231,-0.65,4620
0.14999999,0.9561369,8.500748872756958,-0.8438116,232,-0.65,4640
0.14999999,0.95613694,8.530072212219238,-0.6142069,233,-0.65,4660
0.14999999,0.956137,8.553965330123901,-0.5433632,234,-0.65,4680
0.14999999,0.9561373,8.578734397888184,-0.67216885,235,-0.65,4700
0.14999999,0.9561372,8.604388952255249,-0.34072015,236,-0.65,4720
0.14999999,0.9561348,8.641884565353394,-0.8143113,237,-0.65,4740
0.14999999,0.9561344,8.662748098373413,-0.69882596,238,-0.65,4760
0.14999999,0.95613384,8.684910535812378,-0.8899659,239,-0.65,4780
0.14999999,0.9561336,8.711520671844482,-0.67825437,240,-0.65,4800
0.14999999,0.9561346,8.737844228744507,-0.7238466,241,-0.65,4820
0.14999999,0.95613533,8.76112174987793,-0.83034617,242,-0.65,4840
0.14999999,0.9561348,8.799607276916504,-0.7770173,243,-0.65,4860
0.14999999,0.95613575,8.829965353012085,-0.56330657,244,-0.65,4880
0.14999999,0.9561359,8.890677213668823,-0.6606162,245,-0.65,4900
0.14999999,0.95613486,8.925089359283447,-0.4166891,246,-0.65,4920
0.14999999,0.95613474,8.947207927703857,-0.58590555,247,-0.65,4940
0.14999999,0.9561339,8.973105430603027,-0.75177634,248,-0.65,4960
0.14999999,0.95613414,9.004779815673828,-0.6385557,249,-0.65,4980
0.14999999,0.9561342,9.038313627243042,-0.6664491,250,-0.65,5000
0.14999999,0.9561338,9.070380926132202,-0.6361097,251,-0.65,5020
0.14999999,0.95613337,9.102915048599243,-0.59051454,252,-0.65,5040
0.14999999,0.9561332,9.13586974143982,-0.5287368,253,-0.65,5060
0.14999999,0.9561342,9.191362857818604,-0.5721033,254,-0.65,5080
0.14999999,0.9561345,9.238847732543945,-0.693204,255,-0.65,5100
0.14999999,0.9561351,9.283150672912598,-0.78274906,256,-0.65,5120
0.14999999,0.9561349,9.340521812438965,-0.5410374,257,-0.65,5140
0.14999999,0.956135,9.378627061843872,-0.619851,258,-0.65,5160
0.14999999,0.95613396,9.426724910736084,-0.6795427,259,-0.65,5180
0.14999999,0.9561337,9.521003246307373,-0.5601954,260,-0.65,5200
0.14999999,0.95613456,9.612285375595093,-0.76357967,261,-0.65,5220
0.14999999,0.95613486,9.692714929580688,-0.629871,262,-0.65,5240
0.14999999,0.95613545,9.782252073287964,-0.7186675,263,-0.65,5260
0.14999999,0.956135,9.84099006652832,-0.785831,264,-0.65,5280
0.14999999,0.95613545,9.899177312850952,-0.82964367,265,-0.65,5300
0.14999999,0.9561351,9.934061288833618,-0.7533364,266,-0.65,5320
0.14999999,0.95613503,9.979280948638916,-0.6229515,267,-0.65,5340
0.14999999,0.95613533,10.015799522399902,-0.6524792,268,-0.65,5360
0.14999999,0.95613635,10.06230092048645,-0.52584565,269,-0.65,5380
0.14999999,0.95613706,10.119396448135376,-0.65089405,270,-0.65,5400
0.14999999,0.95613736,10.178103923797607,-0.8853195,271,-0.65,5420
0.14999999,0.95613724,10.266853094100952,-0.5497396,272,-0.65,5440
0.14999999,0.95613605,10.393843650817871,-0.6482795,273,-0.65,5460
0.14999999,0.9561351,10.533653020858765,-0.40968516,274,-0.65,5480
0.14999999,0.9561346,10.622475147247314,-0.39392996,275,-0.65,5500
0.14999999,0.9561353,10.726440191268921,-0.48979437,276,-0.65,5520
0.14999999,0.95613575,10.876157760620117,-0.70751613,277,-0.65,5540
0.14999999,0.95613515,10.963416576385498,-0.6769298,278,-0.65,5560
0.14999999,0.95613605,11.019087076187134,-0.5689328,279,-0.65,5580
0.14999999,0.9561357,11.100407123565674,-0.54867125,280,-0.65,5600
0.14999999,0.95613617,11.166924953460693,-0.53489995,281,-0.65,5620
0.14999999,0.956136,11.2130606174469,-0.55007696,282,-0.65,5640
0.14999999,0.9561357,11.247507095336914,-0.68907243,283,-0.65,5660
0.14999999,0.9561354,11.323488235473633,-0.46314675,284,-0.65,5680
0.14999999,0.95613444,11.37030029296875,-0.48821688,285,-0.65,5700
0.14999999,0.9561353,11.433320760726929,-0.8408933,286,-0.65,5720
0.14999999,0.9561357,11.554927587509155,-0.5745186,287,-0.65,5740
0.14999999,0.9561352,11.660130023956299,-0.66851366,288,-0.65,5760
0.14999999,0.95613474,11.734760046005249,-0.7309533,289,-0.65,5780
0.14999999,0.9561354,11.801439046859741,-0.77731115,290,-0.65,5800
0.14999999,0.95613545,11.92423152923584,-0.6915657,291,-0.65,5820
0.14999999,0.95613515,12.05164122581482,-0.84244776,292,-0.65,5840
0.14999999,0.9561348,12.15920639038086,-0.6468737,293,-0.65,5860
0.14999999,0.9561356,12.282444953918457,-0.49225134,294,-0.65,5880
0.14999999,0.9561367,12.380308628082275,-0.8392042,295,-0.65,5900
0.14999999,0.9561372,12.47049331665039,-0.80680984,296,-0.65,5920
0.14999999,0.9561377,12.53929591178894,-0.7118627,297,-0.65,5940
0.14999999,0.95613754,12.640824556350708,-0.53137016,298,-0.65,5960
0.14999999,0.9561385,12.731639623641968,-0.8431419,299,-0.65,5980
0.14999999,0.9561381,12.810606718063354,-0.58640933,300,-0.65,6000
0.14999999,0.9561386,12.889238595962524,-0.5932351,301,-0.65,6020
0.14999999,0.9561394,12.977341651916504,-0.36807457,302,-0.65,6040
0.14999999,0.95614,13.06293535232544,-0.5720622,303,-0.65,6060
0.14999999,0.956141,13.249359607696533,-0.6052176,304,-0.65,6080
0.14999999,0.95614153,13.490538120269775,-0.53771055,305,-0.65,6100
0.14999999,0.9561415,13.611281156539917,-0.6200952,306,-0.65,6120
0.14999999,0.95614165,13.68033742904663,-0.5596396,307,-0.65,6140
0.14999999,0.9561412,13.786796569824219,-0.6032635,308,-0.65,6160
0.14999999,0.9561414,13.866336345672607,-0.44079977,309,-0.65,6180
0.14999999,0.95614094,13.930474281311035,-0.8114403,310,-0.65,6200
0.14999999,0.95614123,13.987062215805054,-0.75267655,311,-0.65,6220
0.14999999,0.9561404,14.048858642578125,-0.4476167,312,-0.65,6240
0.14999999,0.9561395,14.13187575340271,-0.76081616,313,-0.65,6260
0.14999999,0.9561396,14.210443019866943,-0.7161387,314,-0.65,6280
0.14999999,0.9561384,14.289598226547241,-0.45532918,315,-0.65,6300
0.14999999,0.95613813,14.33803105354309,-0.7509708,316,-0.65,6320
0.14999999,0.9561381,14.44320273399353,-0.5751911,317,-0.65,6340
0.14999999,0.9561384,14.497233152389526,-0.41350168,318,-0.65,6360
0.14999999,0.9561385,14.562044382095337,-0.8428117,319,-0.65,6380
0.14999999,0.9561386,14.613415479660034,-0.8972914,320,-0.65,6400
0.14999999,0.9561376,14.6808340549469,-0.6686739,321,-0.65,6420
0.14999999,0.95613754,14.755637645721436,-0.74390715,322,-0.65,6440
0.14999999,0.956137,14.814727067947388,-0.7240763,323,-0.65,6460
0.14999999,0.95613664,14.860566854476929,-0.8143036,324,-0.65,6480
0.14999999,0.95613694,14.911167621612549,-0.7518212,325,-0.65,6500
0.14999999,0.9561367,15.004609823226929,-0.432431,326,-0.65,6520
0.14999999,0.95613605,15.05842137336731,-0.75353074,327,-0.65,6540
0.14999999,0.95613545,15.122148275375366,-0.76211524,328,-0.65,6560
0.14999999,0.9561356,15.154142141342163,-0.9679631,329,-0.65,6580
0.14999999,0.9561346,15.194974184036255,-0.65286237,330,-0.65,6600
0.14999999,0.95613426,15.230609655380249,-0.5543855,331,-0.65,6620
0.14999999,0.95613486,15.263385534286499,-0.6655356,332,-0.65,6640
0.14999999,0.9561348,15.297530174255371,-0.66876876,333,-0.65,6660
0.14999999,0.9561349,15.348264694213867,-0.513204,334,-0.65,6680
0.14999999,0.9561336,15.372341632843018,-0.6853813,335,-0.65,6700
0.14999999,0.9561339,15.41217851638794,-0.51861334,336,-0.65,6720
0.14999999,0.95613265,15.465017080307007,-0.70709616,337,-0.65,6740
0.14999999,0.9561327,15.536919832229614,-0.8132247,338,-0.65,6760
0.14999999,0.9561325,15.606142520904541,-0.50778663,339,-0.65,6780
0.14999999,0.95613253,15.652221918106079,-0.5053891,340,-0.65,6800
0.14999999,0.95613325,15.68796682357788,-0.44513977,341,-0.65,6820
0.14999999,0.9561331,15.735874891281128,-0.47322518,342,-0.65,6840
0.14999999,0.9561342,15.8239266872406,-0.8457671,343,-0.65,6860
0.14999999,0.95613474,15.870445966720581,-0.60428065,344,-0.65,6880
0.14999999,0.95613486,15.948880910873413,-0.52398926,345,-0.65,6900
0.14999999,0.95613563,15.992096424102783,-0.6597548,346,-0.65,6920
0.14999999,0.9561359,16.048805713653564,-0.7456933,347,-0.65,6940
0.14999999,0.95613605,16.12352728843689,-0.738919,348,-0.65,6960
0.14999999,0.95613664,16.159196138381958,-0.6199524,349,-0.65,6980
0.14999999,0.956137,16.192293643951416,-0.51887006,350,-0.65,7000
0.14999999,0.9561371,16.22470211982727,-0.40815514,351,-0.65,7020
0.14999999,0.9561363,16.270986795425415,-0.6619402,352,-0.65,7040
0.14999999,0.9561366,16.307076692581177,-0.685099,353,-0.65,7060
0.14999999,0.9561364,16.3715877532959,-0.34749407,354,-0.65,7080
0.14999999,0.95613766,16.412219285964966,-1.0350382,355,-0.65,7100
0.14999999,0.95613664,16.45187020301819,-0.49523175,356,-0.65,7120
0.14999999,0.95613664,16.532848119735718,-0.9050862,357,-0.65,7140
0.14999999,0.9561367,16.618696212768555,-0.4862476,358,-0.65,7160
0.14999999,0.9561373,16.671276092529297,-1.0477651,359,-0.65,7180
0.14999999,0.95613766,16.73796582221985,-0.63785285,360,-0.65,7200
0.14999999,0.9561369,16.766104221343994,-0.7584496,361,-0.65,7220
0.14999999,0.9561368,16.81499719619751,-0.68918794,362,-0.65,7240
0.14999999,0.9561369,16.833504676818848,-0.74474394,363,-0.65,7260
0.14999999,0.95613724,16.860159635543823,-0.6191722,364,-0.65,7280
0.14999999,0.9561361,16.88667917251587,-0.55322766,365,-0.65,7300
0.14999999,0.9561364,16.920475006103516,-0.46256316,366,-0.65,7320
0.14999999,0.9561355,16.965811252593994,-0.62673914,367,-0.65,7340
0.14999999,0.95613515,16.992681741714478,-0.52570176,368,-0.65,7360
0.14999999,0.95613575,17.015908241271973,-0.8327531,369,-0.65,7380
0.14999999,0.9561356,17.035865783691406,-0.8774406,370,-0.65,7400
0.14999999,0.9561353,17.059628009796143,-0.66147184,371,-0.65,7420
0.14999999,0.9561354,17.09510064125061,-0.5443104,372,-0.65,7440
0.14999999,0.9561351,17.12744379043579,-0.40943688,373,-0.65,7460
0.14999999,0.95613545,17.148385286331177,-0.5921772,374,-0.65,7480
