LQGsigma_higher,TimestepsSoFar,ReturnMean,LQGmu1_actor,TimeElapsed,LQGmu1_higher,Iteration
0.14999999,1180,0.9561155,-0.61713505,1.8141555786132812,-0.82,59
0.14999999,1200,0.95611775,-0.7831882,1.8485863208770752,-0.82,60
0.14999999,1220,0.95611995,-0.5461203,1.8926365375518799,-0.82,61
0.14999999,1240,0.9561227,-0.9611237,1.9286835193634033,-0.82,62
0.14999999,1260,0.956121,-0.69203734,1.9592256546020508,-0.82,63
0.14999999,1280,0.95611954,-0.766184,1.9917361736297607,-0.82,64
0.14999999,1300,0.9561219,-0.7766604,2.021416664123535,-0.82,65
0.14999999,1320,0.95612603,-0.97153264,2.054182291030884,-0.82,66
0.14999999,1340,0.9561262,-0.5547558,2.084066390991211,-0.82,67
0.14999999,1360,0.956124,-0.62707746,2.110042095184326,-0.82,68
0.14999999,1380,0.9561248,-0.62770236,2.139186382293701,-0.82,69
0.14999999,1400,0.9561262,-0.8408291,2.167414665222168,-0.82,70
0.14999999,1420,0.9561196,-0.7156348,2.1959228515625,-0.82,71
0.14999999,1440,0.956121,-0.87555456,2.2335119247436523,-0.82,72
0.14999999,1460,0.95611864,-0.79913557,2.2598471641540527,-0.82,73
0.14999999,1480,0.95612323,-0.6164037,2.289022445678711,-0.82,74
0.14999999,1500,0.9561232,-0.7718087,2.3250038623809814,-0.82,75
0.14999999,1520,0.9561263,-0.78877264,2.362694025039673,-0.82,76
0.14999999,1540,0.95612454,-0.93621033,2.393171787261963,-0.82,77
0.14999999,1560,0.9561261,-0.7904219,2.427365779876709,-0.82,78
0.14999999,1580,0.9561275,-0.74976635,2.4647738933563232,-0.82,79
0.14999999,1600,0.9561245,-1.1353415,2.495511770248413,-0.82,80
0.14999999,1620,0.9561191,-0.8805852,2.5254828929901123,-0.82,81
0.14999999,1640,0.9561212,-0.6148354,2.5618603229522705,-0.82,82
0.14999999,1660,0.95612144,-1.0644231,2.5887773036956787,-0.82,83
0.14999999,1680,0.95611835,-0.7043899,2.617812156677246,-0.82,84
0.14999999,1700,0.9561171,-0.8893727,2.6589691638946533,-0.82,85
0.14999999,1720,0.9561176,-0.90270656,2.6974968910217285,-0.82,86
0.14999999,1740,0.95611566,-0.9359879,2.719284772872925,-0.82,87
0.14999999,1760,0.9561117,-0.9801068,2.745421886444092,-0.82,88
0.14999999,1780,0.9561111,-0.9505824,2.772160768508911,-0.82,89
0.14999999,1800,0.9561086,-0.5846016,2.7976739406585693,-0.82,90
0.14999999,1820,0.95610815,-0.7414711,2.825061082839966,-0.82,91
0.14999999,1840,0.95611006,-0.78569645,2.8494105339050293,-0.82,92
0.14999999,1860,0.95611227,-0.5598019,2.8987884521484375,-0.82,93
0.14999999,1880,0.9561159,-0.7473687,2.929582357406616,-0.82,94
0.14999999,1900,0.95611686,-0.9238386,2.962423324584961,-0.82,95
0.14999999,1920,0.9561167,-0.6604426,2.9980647563934326,-0.82,96
0.14999999,1940,0.95611835,-0.7579071,3.0310957431793213,-0.82,97
0.14999999,1960,0.9561167,-0.92620707,3.0742716789245605,-0.82,98
0.14999999,1980,0.95611596,-0.7160574,3.118661880493164,-0.82,99
0.14999999,2000,0.9561174,-1.0003109,3.1579649448394775,-0.82,100
0.14999999,2020,0.95611566,-1.0326267,3.200681209564209,-0.82,101
0.14999999,2040,0.95611554,-0.57937914,3.257242202758789,-0.82,102
0.14999999,2060,0.9561185,-0.8002418,3.2926881313323975,-0.82,103
0.14999999,2080,0.9561182,-1.0071346,3.316347360610962,-0.82,104
0.14999999,2100,0.95611537,-1.0233418,3.344514846801758,-0.82,105
0.14999999,2120,0.95611155,-0.92451334,3.373845338821411,-0.82,106
0.14999999,2140,0.95611286,-1.0123798,3.4013259410858154,-0.82,107
0.14999999,2160,0.95611006,-0.85123944,3.4266695976257324,-0.82,108
0.14999999,2180,0.9561104,-0.9300609,3.448072671890259,-0.82,109
0.14999999,2200,0.9561099,-0.9173776,3.474368095397949,-0.82,110
0.14999999,2220,0.95610994,-0.81114817,3.4982383251190186,-0.82,111
0.14999999,2240,0.9561115,-0.86244595,3.5250744819641113,-0.82,112
0.14999999,2260,0.9561103,-0.76140183,3.5485758781433105,-0.82,113
0.14999999,2280,0.9561119,-1.1374481,3.5949957370758057,-0.82,114
0.14999999,2300,0.9561104,-0.9987934,3.6230416297912598,-0.82,115
0.14999999,2320,0.956111,-0.7558851,3.6531319618225098,-0.82,116
0.14999999,2340,0.9561116,-0.73390913,3.6802260875701904,-0.82,117
0.14999999,2360,0.9561114,-0.90931433,3.6983706951141357,-0.82,118
0.14999999,2380,0.9561109,-0.35404888,3.723329544067383,-0.82,119
0.14999999,2400,0.95611066,-0.7070086,3.7493016719818115,-0.82,120
0.14999999,2420,0.956111,-0.69664234,3.7729294300079346,-0.82,121
0.14999999,2440,0.95611274,-0.674741,3.801098108291626,-0.82,122
0.14999999,2460,0.9561132,-0.9696486,3.8276000022888184,-0.82,123
0.14999999,2480,0.95611125,-1.0138868,3.8533172607421875,-0.82,124
0.14999999,2500,0.95611036,-0.9296939,3.874744415283203,-0.82,125
0.14999999,2520,0.95610833,-0.73276985,3.8944976329803467,-0.82,126
0.14999999,2540,0.9561098,-0.9773446,3.9167559146881104,-0.82,127
0.14999999,2560,0.9561093,-1.0464661,3.9422972202301025,-0.82,128
0.14999999,2580,0.95610857,-0.82298756,3.981616735458374,-0.82,129
0.14999999,2600,0.95610845,-0.7115889,4.0066468715667725,-0.82,130
0.14999999,2620,0.9561087,-0.9845197,4.0361669063568115,-0.82,131
0.14999999,2640,0.9561073,-0.82210666,4.062036514282227,-0.82,132
0.14999999,2660,0.9561071,-1.071265,4.0884058475494385,-0.82,133
0.14999999,2680,0.9561046,-0.73875797,4.113055944442749,-0.82,134
0.14999999,2700,0.956106,-0.9197189,4.1359357833862305,-0.82,135
0.14999999,2720,0.9561063,-0.7949753,4.16216516494751,-0.82,136
0.14999999,2740,0.9561061,-0.7758416,4.18840765953064,-0.82,137
0.14999999,2760,0.9561068,-0.7391639,4.212839126586914,-0.82,138
0.14999999,2780,0.9561074,-0.6160228,4.255474090576172,-0.82,139
0.14999999,2800,0.95610875,-0.7103878,4.290843486785889,-0.82,140
0.14999999,2820,0.956109,-0.9759423,4.3154473304748535,-0.82,141
0.14999999,2840,0.9561097,-0.55862224,4.348494529724121,-0.82,142
0.14999999,2860,0.9561121,-0.76035297,4.381784915924072,-0.82,143
0.14999999,2880,0.9561114,-0.69071,4.408047199249268,-0.82,144
0.14999999,2900,0.95611006,-0.82886004,4.445793628692627,-0.82,145
0.14999999,2920,0.9561107,-0.8826084,4.476645231246948,-0.82,146
0.14999999,2940,0.9561118,-0.8740358,4.505919694900513,-0.82,147
0.14999999,2960,0.956112,-1.004218,4.532078981399536,-0.82,148
0.14999999,2980,0.95611274,-0.76586497,4.566083192825317,-0.82,149
0.14999999,3000,0.9561121,-0.8440489,4.59224796295166,-0.82,150
0.14999999,3020,0.9561131,-1.0249392,4.621373653411865,-0.82,151
0.14999999,3040,0.9561125,-0.9185009,4.650565147399902,-0.82,152
0.14999999,3060,0.9561117,-0.92008096,4.681141138076782,-0.82,153
0.14999999,3080,0.95611066,-0.8938307,4.711867332458496,-0.82,154
0.14999999,3100,0.95610875,-1.0287482,4.748509168624878,-0.82,155
0.14999999,3120,0.95610535,-0.5829564,4.775899887084961,-0.82,156
0.14999999,3140,0.95610446,-0.6128659,4.80252480506897,-0.82,157
0.14999999,3160,0.95610595,-0.49944377,4.831321954727173,-0.82,158
0.14999999,3180,0.9561065,-1.0835934,4.863914728164673,-0.82,159
0.14999999,3200,0.95610344,-0.8270661,4.894244194030762,-0.82,160
0.14999999,3220,0.95610267,-0.9085149,4.918875694274902,-0.82,161
0.14999999,3240,0.9561018,-0.7755387,4.9443511962890625,-0.82,162
0.14999999,3260,0.95610225,-0.9507088,4.9857337474823,-0.82,163
0.14999999,3280,0.9561008,-0.9457043,5.020852565765381,-0.82,164
0.14999999,3300,0.9561,-0.7723943,5.056972026824951,-0.82,165
0.14999999,3320,0.9560999,-0.9531383,5.095322370529175,-0.82,166
0.14999999,3340,0.956099,-0.8070931,5.142491102218628,-0.82,167
0.14999999,3360,0.95609957,-0.74190974,5.170290470123291,-0.82,168
0.14999999,3380,0.9560991,-0.9015769,5.200019598007202,-0.82,169
0.14999999,3400,0.95609903,-0.98563504,5.232420206069946,-0.82,170
0.14999999,3420,0.9560995,-0.7031794,5.264885187149048,-0.82,171
0.14999999,3440,0.9560999,-1.0168495,5.294206619262695,-0.82,172
0.14999999,3460,0.956097,-0.60273504,5.319976329803467,-0.82,173
0.14999999,3480,0.9560973,-0.87876254,5.341304063796997,-0.82,174
0.14999999,3500,0.9560978,-0.6893338,5.373131513595581,-0.82,175
0.14999999,3520,0.95609736,-0.66950846,5.409754037857056,-0.82,176
0.14999999,3540,0.95609623,-1.048846,5.444167613983154,-0.82,177
0.14999999,3560,0.956096,-0.7330464,5.464363098144531,-0.82,178
0.14999999,3580,0.95609474,-0.7631249,5.486907482147217,-0.82,179
0.14999999,3600,0.9560947,-0.6535164,5.512955188751221,-0.82,180
0.14999999,3620,0.9560955,-0.96183515,5.536938667297363,-0.82,181
0.14999999,3640,0.95609426,-0.5390507,5.55858039855957,-0.82,182
0.14999999,3660,0.9560954,-0.9238213,5.584498167037964,-0.82,183
0.14999999,3680,0.95609397,-0.72831285,5.616443634033203,-0.82,184
0.14999999,3700,0.9560932,-0.82332826,5.640869855880737,-0.82,185
0.14999999,3720,0.956093,-0.7053208,5.659240484237671,-0.82,186
0.14999999,3740,0.95609367,-0.78010494,5.679868459701538,-0.82,187
0.14999999,3760,0.95609266,-0.98783165,5.705655813217163,-0.82,188
0.14999999,3780,0.95609266,-0.7666123,5.726386070251465,-0.82,189
0.14999999,3800,0.9560924,-0.7717637,5.754938364028931,-0.82,190
0.14999999,3820,0.956093,-0.7065187,5.776778697967529,-0.82,191
0.14999999,3840,0.9560938,-1.0080616,5.7974066734313965,-0.82,192
0.14999999,3860,0.9560917,-0.8130635,5.819344520568848,-0.82,193
0.14999999,3880,0.9560904,-0.9800489,5.843426704406738,-0.82,194
0.14999999,3900,0.9560905,-0.6855067,5.86969518661499,-0.82,195
0.14999999,3920,0.9560911,-0.8057086,5.89514684677124,-0.82,196
0.14999999,3940,0.9560914,-0.6502991,5.924029111862183,-0.82,197
0.14999999,3960,0.956093,-0.6454133,5.94922661781311,-0.82,198
0.14999999,3980,0.95609355,-0.7958762,5.97087836265564,-0.82,199
0.14999999,4000,0.9560932,-0.6467974,5.992805004119873,-0.82,200
0.14999999,4020,0.95609236,-0.658676,6.007688045501709,-0.82,201
0.14999999,4040,0.9560926,-0.7796291,6.04418420791626,-0.82,202
0.14999999,4060,0.9560938,-1.0345532,6.07690954208374,-0.82,203
0.14999999,4080,0.95609313,-1.0657139,6.108636856079102,-0.82,204
0.14999999,4100,0.9560903,-0.7838664,6.141446590423584,-0.82,205
0.14999999,4120,0.95608956,-0.9122585,6.17259669303894,-0.82,206
0.14999999,4140,0.9560898,-0.8259013,6.197190046310425,-0.82,207
0.14999999,4160,0.95609003,-0.7287062,6.227300643920898,-0.82,208
0.14999999,4180,0.9560906,-0.92860806,6.2558913230896,-0.82,209
0.14999999,4200,0.9560909,-0.85267395,6.2857890129089355,-0.82,210
0.14999999,4220,0.95609033,-0.6537883,6.314199686050415,-0.82,211
0.14999999,4240,0.9560912,-0.71288973,6.34500527381897,-0.82,212
0.14999999,4260,0.9560902,-0.6596559,6.36694073677063,-0.82,213
0.14999999,4280,0.9560909,-0.80389625,6.396297454833984,-0.82,214
0.14999999,4300,0.9560908,-0.5752453,6.428380012512207,-0.82,215
0.14999999,4320,0.9560921,-0.87851137,6.457122564315796,-0.82,216
0.14999999,4340,0.95609105,-1.0622336,6.4843831062316895,-0.82,217
0.14999999,4360,0.9560907,-0.6425997,6.516686916351318,-0.82,218
0.14999999,4380,0.95608926,-0.8940125,6.544907808303833,-0.82,219
0.14999999,4400,0.9560881,-0.67399096,6.574140310287476,-0.82,220
0.14999999,4420,0.95608854,-0.8526032,6.599944591522217,-0.82,221
0.14999999,4440,0.9560892,-0.8232603,6.6193015575408936,-0.82,222
0.14999999,4460,0.9560891,-0.7836806,6.648108720779419,-0.82,223
0.14999999,4480,0.956087,-0.9169419,6.670599699020386,-0.82,224
0.14999999,4500,0.9560867,-0.73669916,6.706601619720459,-0.82,225
0.14999999,4520,0.95608807,-0.823418,6.739485263824463,-0.82,226
0.14999999,4540,0.9560883,-0.74186265,6.76399040222168,-0.82,227
0.14999999,4560,0.9560888,-0.8904539,6.788367033004761,-0.82,228
0.14999999,4580,0.9560891,-0.9551704,6.8203558921813965,-0.82,229
0.14999999,4600,0.95608836,-0.909789,6.854562282562256,-0.82,230
0.14999999,4620,0.9560889,-0.7057215,6.87523078918457,-0.82,231
0.14999999,4640,0.95609033,-1.0138116,6.895593643188477,-0.82,232
0.14999999,4660,0.9560898,-0.7842069,6.922175884246826,-0.82,233
0.14999999,4680,0.95608956,-0.71336323,6.955411911010742,-0.82,234
0.14999999,4700,0.95609015,-0.8421688,6.977467060089111,-0.82,235
0.14999999,4720,0.95609,-0.51072013,7.01146388053894,-0.82,236
0.14999999,4740,0.9560888,-0.98431134,7.040660619735718,-0.82,237
0.14999999,4760,0.9560884,-0.868826,7.069216251373291,-0.82,238
0.14999999,4780,0.9560878,-1.059966,7.093920707702637,-0.82,239
0.14999999,4800,0.9560873,-0.8482544,7.116653680801392,-0.82,240
0.14999999,4820,0.95608824,-0.89384663,7.153910160064697,-0.82,241
0.14999999,4840,0.9560887,-1.0003462,7.180110454559326,-0.82,242
0.14999999,4860,0.95608807,-0.9470173,7.202894926071167,-0.82,243
0.14999999,4880,0.9560887,-0.7333066,7.236389398574829,-0.82,244
0.14999999,4900,0.95608896,-0.83061624,7.265473127365112,-0.82,245
0.14999999,4920,0.9560877,-0.5866891,7.291402101516724,-0.82,246
0.14999999,4940,0.95608824,-0.75590557,7.320742845535278,-0.82,247
0.14999999,4960,0.9560877,-0.92177635,7.34618353843689,-0.82,248
0.14999999,4980,0.9560875,-0.8085557,7.374546527862549,-0.82,249
0.14999999,5000,0.9560874,-0.83644915,7.398869514465332,-0.82,250
0.14999999,5020,0.9560869,-0.8061097,7.425673007965088,-0.82,251
0.14999999,5040,0.95608604,-0.76051456,7.454704523086548,-0.82,252
0.14999999,5060,0.9560859,-0.6987369,7.4776389598846436,-0.82,253
0.14999999,5080,0.9560866,-0.74210334,7.503379583358765,-0.82,254
0.14999999,5100,0.956087,-0.863204,7.526893138885498,-0.82,255
0.14999999,5120,0.95608735,-0.95274913,7.55150842666626,-0.82,256
0.14999999,5140,0.95608693,-0.7110374,7.574090003967285,-0.82,257
0.14999999,5160,0.95608723,-0.789851,7.600095748901367,-0.82,258
0.14999999,5180,0.9560864,-0.84954274,7.621992588043213,-0.82,259
0.14999999,5200,0.95608616,-0.7301954,7.648695945739746,-0.82,260
0.14999999,5220,0.9560868,-0.9335797,7.68049955368042,-0.82,261
0.14999999,5240,0.9560872,-0.799871,7.7077436447143555,-0.82,262
0.14999999,5260,0.9560879,-0.8886675,7.738511323928833,-0.82,263
0.14999999,5280,0.9560872,-0.95583105,7.768925666809082,-0.82,264
0.14999999,5300,0.9560875,-0.9996437,7.797682046890259,-0.82,265
0.14999999,5320,0.9560865,-0.92333645,7.8267645835876465,-0.82,266
0.14999999,5340,0.9560861,-0.7929515,7.855093240737915,-0.82,267
0.14999999,5360,0.95608634,-0.8224792,7.888102769851685,-0.82,268
0.14999999,5380,0.9560871,-0.6958456,7.909011363983154,-0.82,269
0.14999999,5400,0.9560877,-0.82089406,7.940338850021362,-0.82,270
0.14999999,5420,0.956088,-1.0553194,7.975328207015991,-0.82,271
0.14999999,5440,0.9560879,-0.7197396,8.004450798034668,-0.82,272
0.14999999,5460,0.95608735,-0.8182795,8.031207799911499,-0.82,273
0.14999999,5480,0.9560861,-0.5796852,8.058200120925903,-0.82,274
0.14999999,5500,0.9560861,-0.56393,8.089769124984741,-0.82,275
0.14999999,5520,0.9560872,-0.6597944,8.118391275405884,-0.82,276
0.14999999,5540,0.9560878,-0.87751615,8.142877101898193,-0.82,277
0.14999999,5560,0.95608705,-0.8469298,8.169583082199097,-0.82,278
0.14999999,5580,0.95608795,-0.7389328,8.203999280929565,-0.82,279
0.14999999,5600,0.9560876,-0.7186712,8.242840051651001,-0.82,280
0.14999999,5620,0.95608836,-0.70489997,8.296442985534668,-0.82,281
0.14999999,5640,0.95608854,-0.720077,8.328605890274048,-0.82,282
0.14999999,5660,0.9560883,-0.85907245,8.36232614517212,-0.82,283
0.14999999,5680,0.956088,-0.63314676,8.394936800003052,-0.82,284
0.14999999,5700,0.95608747,-0.6582169,8.432757377624512,-0.82,285
0.14999999,5720,0.9560882,-1.0108933,8.471066951751709,-0.82,286
0.14999999,5740,0.9560883,-0.74451864,8.522351503372192,-0.82,287
0.14999999,5760,0.95608807,-0.8385137,8.562956809997559,-0.82,288
0.14999999,5780,0.95608765,-0.9009533,8.601562738418579,-0.82,289
0.14999999,5800,0.95608795,-0.94731116,8.640591621398926,-0.82,290
0.14999999,5820,0.9560878,-0.8615657,8.680050134658813,-0.82,291
0.14999999,5840,0.9560876,-1.0124477,8.715645790100098,-0.82,292
0.14999999,5860,0.9560866,-0.8168737,8.751074075698853,-0.82,293
0.14999999,5880,0.9560873,-0.66225135,8.79054045677185,-0.82,294
0.14999999,5900,0.9560884,-1.0092041,8.826714754104614,-0.82,295
0.14999999,5920,0.9560885,-0.97680986,8.863445520401001,-0.82,296
0.14999999,5940,0.9560886,-0.8818627,8.90441632270813,-0.82,297
0.14999999,5960,0.9560883,-0.7013702,8.952784299850464,-0.82,298
0.14999999,5980,0.9560891,-1.0131419,8.995059490203857,-0.82,299
0.14999999,6000,0.9560885,-0.75640935,9.029147863388062,-0.82,300
0.14999999,6020,0.95608896,-0.7632351,9.058811664581299,-0.82,301
0.14999999,6040,0.95608956,-0.5380746,9.088685035705566,-0.82,302
0.14999999,6060,0.9560906,-0.7420622,9.11894965171814,-0.82,303
0.14999999,6080,0.95609164,-0.7752176,9.148849487304688,-0.82,304
0.14999999,6100,0.9560921,-0.7077105,9.17878007888794,-0.82,305
0.14999999,6120,0.95609206,-0.7900952,9.208903074264526,-0.82,306
0.14999999,6140,0.95609224,-0.7296396,9.23823881149292,-0.82,307
0.14999999,6160,0.9560921,-0.7732635,9.268500089645386,-0.82,308
0.14999999,6180,0.956092,-0.6107998,9.296870946884155,-0.82,309
0.14999999,6200,0.9560919,-0.9814403,9.327203512191772,-0.82,310
0.14999999,6220,0.95609176,-0.92267656,9.35756802558899,-0.82,311
0.14999999,6240,0.95609087,-0.6176167,9.393876314163208,-0.82,312
0.14999999,6260,0.9560907,-0.9308162,9.426144123077393,-0.82,313
0.14999999,6280,0.95609075,-0.88613874,9.457197427749634,-0.82,314
0.14999999,6300,0.95608956,-0.6253292,9.48725962638855,-0.82,315
0.14999999,6320,0.95608944,-0.9209708,9.521939754486084,-0.82,316
0.14999999,6340,0.95608884,-0.7451911,9.555198192596436,-0.82,317
0.14999999,6360,0.95608914,-0.5835017,9.588080167770386,-0.82,318
0.14999999,6380,0.9560895,-1.0128117,9.618928670883179,-0.82,319
0.14999999,6400,0.9560892,-1.0672914,9.656862258911133,-0.82,320
0.14999999,6420,0.9560873,-0.8386739,9.690991878509521,-0.82,321
0.14999999,6440,0.9560871,-0.9139072,9.727083206176758,-0.82,322
0.14999999,6460,0.9560865,-0.89407635,9.75755500793457,-0.82,323
0.14999999,6480,0.95608616,-0.9843036,9.803156614303589,-0.82,324
0.14999999,6500,0.9560862,-0.92182124,9.845589876174927,-0.82,325
0.14999999,6520,0.956086,-0.60243106,9.878937244415283,-0.82,326
0.14999999,6540,0.9560857,-0.9235307,9.915322303771973,-0.82,327
0.14999999,6560,0.95608467,-0.93211526,9.9548921585083,-0.82,328
0.14999999,6580,0.95608467,-1.137963,9.986459970474243,-0.82,329
0.14999999,6600,0.9560824,-0.8228624,10.02474594116211,-0.82,330
0.14999999,6620,0.95608205,-0.7243855,10.053678512573242,-0.82,331
0.14999999,6640,0.9560828,-0.83553565,10.093049049377441,-0.82,332
0.14999999,6660,0.9560827,-0.8387688,10.12662124633789,-0.82,333
0.14999999,6680,0.9560828,-0.68320394,10.162230014801025,-0.82,334
0.14999999,6700,0.95608205,-0.8553813,10.192711114883423,-0.82,335
0.14999999,6720,0.9560821,-0.6886134,10.228424549102783,-0.82,336
0.14999999,6740,0.9560812,-0.8770962,10.264543771743774,-0.82,337
0.14999999,6760,0.9560814,-0.9832247,10.338391780853271,-0.82,338
0.14999999,6780,0.9560811,-0.6777866,10.407426834106445,-0.82,339
0.14999999,6800,0.956081,-0.6753891,10.474651336669922,-0.82,340
0.14999999,6820,0.95608187,-0.6151398,10.511165618896484,-0.82,341
0.14999999,6840,0.956082,-0.6432252,10.5499427318573,-0.82,342
0.14999999,6860,0.9560832,-1.0157671,10.580511808395386,-0.82,343
0.14999999,6880,0.9560836,-0.77428067,10.619243860244751,-0.82,344
0.14999999,6900,0.95608395,-0.6939893,10.664060115814209,-0.82,345
0.14999999,6920,0.9560848,-0.8297548,10.702763080596924,-0.82,346
0.14999999,6940,0.95608497,-0.91569334,10.752381086349487,-0.82,347
0.14999999,6960,0.956085,-0.90891904,10.820388078689575,-0.82,348
0.14999999,6980,0.95608526,-0.7899524,10.878535747528076,-0.82,349
0.14999999,7000,0.95608556,-0.6888701,10.9286949634552,-0.82,350
0.14999999,7020,0.9560856,-0.57815516,10.981342077255249,-0.82,351
0.14999999,7040,0.95608556,-0.83194023,11.019673347473145,-0.82,352
0.14999999,7060,0.9560858,-0.855099,11.087058305740356,-0.82,353
0.14999999,7080,0.95608574,-0.5174941,11.139797687530518,-0.82,354
0.14999999,7100,0.956087,-1.2050383,11.19486403465271,-0.82,355
0.14999999,7120,0.95608526,-0.66523176,11.24559211730957,-0.82,356
0.14999999,7140,0.9560856,-1.0750862,11.292867183685303,-0.82,357
0.14999999,7160,0.9560854,-0.6562476,11.35037112236023,-0.82,358
0.14999999,7180,0.956086,-1.2177651,11.406718969345093,-0.82,359
0.14999999,7200,0.956086,-0.80785286,11.446666240692139,-0.82,360
0.14999999,7220,0.95608544,-0.92844963,11.49093246459961,-0.82,361
0.14999999,7240,0.9560852,-0.85918796,11.531001329421997,-0.82,362
0.14999999,7260,0.95608544,-0.914744,11.580579042434692,-0.82,363
0.14999999,7280,0.95608556,-0.78917223,11.626749753952026,-0.82,364
0.14999999,7300,0.9560846,-0.72322774,11.67746114730835,-0.82,365
0.14999999,7320,0.95608497,-0.6325632,11.715753316879272,-0.82,366
0.14999999,7340,0.95608443,-0.7967392,11.75569200515747,-0.82,367
0.14999999,7360,0.9560841,-0.6957018,11.80012035369873,-0.82,368
0.14999999,7380,0.9560847,-1.0027531,11.850104331970215,-0.82,369
0.14999999,7400,0.9560844,-1.0474405,11.90637469291687,-0.82,370
0.14999999,7420,0.95608383,-0.83147186,11.948111295700073,-0.82,371
0.14999999,7440,0.9560835,-0.7143104,11.983620643615723,-0.82,372
0.14999999,7460,0.9560833,-0.5794369,12.029577732086182,-0.82,373
0.14999999,7480,0.95608383,-0.7621772,12.071545839309692,-0.82,374
0.14999999,7500,0.956084,-0.71436703,12.123172521591187,-0.82,375
