TimestepsSoFar,LQGsigma_higher,LQGmu1_actor,ReturnMean,TimeElapsed,LQGmu1_higher,Iteration
7500,0.14999999,-0.56436706,0.95613396,9.037425756454468,-0.67,375
7520,0.14999999,-0.5489604,0.9561335,9.056941509246826,-0.67,376
7540,0.14999999,-0.74850875,0.9561343,9.078089475631714,-0.67,377
7560,0.14999999,-0.6480101,0.9561344,9.10213041305542,-0.67,378
7580,0.14999999,-1.0476971,0.9561341,9.121116876602173,-0.67,379
7600,0.14999999,-0.5928865,0.9561337,9.139201164245605,-0.67,380
7620,0.14999999,-0.80515534,0.9561336,9.155493259429932,-0.67,381
7640,0.14999999,-0.76593214,0.9561325,9.173497438430786,-0.67,382
7660,0.14999999,-0.101474404,0.95613325,9.193101167678833,-0.67,383
7680,0.14999999,-0.8025354,0.9561313,9.21028184890747,-0.67,384
7700,0.14999999,-0.4976486,0.95613164,9.226860284805298,-0.67,385
7720,0.14999999,-0.7872063,0.95613056,9.24656367301941,-0.67,386
7740,0.14999999,-0.7041085,0.95613086,9.268465518951416,-0.67,387
7760,0.14999999,-0.85857356,0.95613116,9.293848752975464,-0.67,388
7780,0.14999999,-0.64045805,0.95613045,9.312092781066895,-0.67,389
7800,0.14999999,-0.6838004,0.95613056,9.343155860900879,-0.67,390
7820,0.14999999,-0.75622314,0.9561303,9.362039566040039,-0.67,391
7840,0.14999999,-0.661981,0.9561308,9.387288570404053,-0.67,392
7860,0.14999999,-0.71507466,0.95613116,9.407530784606934,-0.67,393
7880,0.14999999,-0.55181104,0.9561318,9.426376819610596,-0.67,394
7900,0.14999999,-0.5639315,0.956132,9.443720817565918,-0.67,395
7920,0.14999999,-0.5637986,0.9561316,9.463686466217041,-0.67,396
7940,0.14999999,-0.64105946,0.9561321,9.481972455978394,-0.67,397
7960,0.14999999,-0.79428166,0.95613277,9.499643564224243,-0.67,398
7980,0.14999999,-0.50516474,0.95613253,9.52077865600586,-0.67,399
8000,0.14999999,-0.48132205,0.9561331,9.536593675613403,-0.67,400
8020,0.14999999,-0.7513411,0.9561325,9.553619623184204,-0.67,401
8040,0.14999999,-0.66738325,0.9561324,9.571956157684326,-0.67,402
8060,0.14999999,-0.58070487,0.95613253,9.589321851730347,-0.67,403
8080,0.14999999,-0.631634,0.95613295,9.607779741287231,-0.67,404
8100,0.14999999,-0.5922892,0.9561325,9.624700784683228,-0.67,405
8120,0.14999999,-0.74903375,0.9561324,9.64120364189148,-0.67,406
8140,0.14999999,-0.47841156,0.95613235,9.661375522613525,-0.67,407
8160,0.14999999,-0.30052924,0.95613295,9.682117462158203,-0.67,408
8180,0.14999999,-0.66453755,0.9561315,9.70279049873352,-0.67,409
8200,0.14999999,-0.71809757,0.9561312,9.723276615142822,-0.67,410
8220,0.14999999,-0.44375786,0.9561309,9.743628978729248,-0.67,411
8240,0.14999999,-0.51242715,0.9561316,9.763918399810791,-0.67,412
8260,0.14999999,-0.5961958,0.9561323,9.783496141433716,-0.67,413
8280,0.14999999,-0.9986068,0.9561321,9.802196741104126,-0.67,414
8300,0.14999999,-0.73779744,0.9561319,9.81948709487915,-0.67,415
8320,0.14999999,-0.66311467,0.9561323,9.840311050415039,-0.67,416
8340,0.14999999,-0.6104689,0.9561325,9.860790014266968,-0.67,417
8360,0.14999999,-0.72948647,0.9561327,9.882239818572998,-0.67,418
8380,0.14999999,-0.81612515,0.95613307,9.90308666229248,-0.67,419
8400,0.14999999,-0.5724504,0.95613253,9.923833131790161,-0.67,420
8420,0.14999999,-0.53677917,0.95613277,9.94581913948059,-0.67,421
8440,0.14999999,-0.60923076,0.95613307,9.968199729919434,-0.67,422
8460,0.14999999,-0.792295,0.95613253,9.994864463806152,-0.67,423
8480,0.14999999,-0.38567704,0.9561323,10.009373903274536,-0.67,424
8500,0.14999999,-0.78901565,0.9561325,10.032265424728394,-0.67,425
8520,0.14999999,-0.6688872,0.95613205,10.047101020812988,-0.67,426
8540,0.14999999,-1.0139596,0.9561327,10.062160730361938,-0.67,427
8560,0.14999999,-0.3406009,0.9561328,10.083206415176392,-0.67,428
8580,0.14999999,-0.56721026,0.9561335,10.102006912231445,-0.67,429
8600,0.14999999,-0.6383981,0.956134,10.126581192016602,-0.67,430
8620,0.14999999,-0.70464987,0.95613384,10.14887285232544,-0.67,431
8640,0.14999999,-0.6567657,0.9561341,10.165416955947876,-0.67,432
8660,0.14999999,-0.6695166,0.9561339,10.18784499168396,-0.67,433
8680,0.14999999,-0.6446107,0.9561338,10.208347797393799,-0.67,434
8700,0.14999999,-0.5514073,0.95613426,10.231337070465088,-0.67,435
8720,0.14999999,-0.9283092,0.9561343,10.249796152114868,-0.67,436
8740,0.14999999,-0.8116681,0.9561342,10.266231775283813,-0.67,437
8760,0.14999999,-0.5609446,0.9561346,10.282737255096436,-0.67,438
8780,0.14999999,-0.6485461,0.95613533,10.299798250198364,-0.67,439
8800,0.14999999,-0.5636901,0.9561355,10.319381952285767,-0.67,440
8820,0.14999999,-0.66823626,0.9561358,10.34585428237915,-0.67,441
8840,0.14999999,-0.7889036,0.95613587,10.360310792922974,-0.67,442
8860,0.14999999,-0.49014673,0.9561358,10.375825643539429,-0.67,443
8880,0.14999999,-0.82450384,0.956136,10.393049955368042,-0.67,444
8900,0.14999999,-0.8006082,0.95613605,10.408341646194458,-0.67,445
8920,0.14999999,-0.43698993,0.95613575,10.424341201782227,-0.67,446
8940,0.14999999,-0.7834094,0.9561362,10.453733921051025,-0.67,447
8960,0.14999999,-0.7509003,0.95613664,10.478009223937988,-0.67,448
8980,0.14999999,-0.38940114,0.9561362,10.49984884262085,-0.67,449
9000,0.14999999,-1.0986305,0.95613647,10.517350912094116,-0.67,450
9020,0.14999999,-0.5780521,0.9561351,10.53708267211914,-0.67,451
9040,0.14999999,-0.9976884,0.95613486,10.552119493484497,-0.67,452
9060,0.14999999,-0.41600642,0.9561339,10.571685552597046,-0.67,453
9080,0.14999999,-0.62318885,0.95613307,10.59552788734436,-0.67,454
9100,0.14999999,-0.8777693,0.956133,10.612342357635498,-0.67,455
9120,0.14999999,-0.81749785,0.956133,10.630127906799316,-0.67,456
9140,0.14999999,-0.62734145,0.956133,10.651369333267212,-0.67,457
9160,0.14999999,-0.8398976,0.95613307,10.677295684814453,-0.67,458
9180,0.14999999,-0.5586929,0.9561331,10.700703859329224,-0.67,459
9200,0.14999999,-0.7766198,0.9561328,10.72067666053772,-0.67,460
9220,0.14999999,-0.59528905,0.95613295,10.740621089935303,-0.67,461
9240,0.14999999,-0.68311626,0.95613277,10.760800123214722,-0.67,462
9260,0.14999999,-0.8347747,0.9561327,10.784577369689941,-0.67,463
9280,0.14999999,-0.9931112,0.95613307,10.807833433151245,-0.67,464
9300,0.14999999,-0.77505654,0.9561329,10.828521013259888,-0.67,465
9320,0.14999999,-0.32145345,0.95613253,10.849567651748657,-0.67,466
9340,0.14999999,-0.5008082,0.9561327,10.869850158691406,-0.67,467
9360,0.14999999,-0.47744596,0.9561328,10.889967679977417,-0.67,468
9380,0.14999999,-0.59817886,0.9561332,10.911123752593994,-0.67,469
9400,0.14999999,-0.5953919,0.95613325,10.939321517944336,-0.67,470
9420,0.14999999,-0.7162474,0.95613354,10.963739156723022,-0.67,471
9440,0.14999999,-1.0205201,0.9561336,10.988446235656738,-0.67,472
9460,0.14999999,-0.6373084,0.9561334,11.008933067321777,-0.67,473
9480,0.14999999,-0.575532,0.95613366,11.03740930557251,-0.67,474
9500,0.14999999,-0.57603776,0.9561336,11.056264638900757,-0.67,475
9520,0.14999999,-0.8657413,0.9561341,11.081477165222168,-0.67,476
9540,0.14999999,-0.71476716,0.95613295,11.099588394165039,-0.67,477
9560,0.14999999,-0.45438075,0.9561328,11.11873459815979,-0.67,478
9580,0.14999999,-0.68278426,0.95613205,11.145912885665894,-0.67,479
9600,0.14999999,-0.5326456,0.95613223,11.168084621429443,-0.67,480
9620,0.14999999,-0.5617566,0.95613265,11.190237760543823,-0.67,481
9640,0.14999999,-0.72010416,0.95613307,11.210812330245972,-0.67,482
9660,0.14999999,-0.86758566,0.9561333,11.229209423065186,-0.67,483
9680,0.14999999,-0.79919386,0.9561331,11.249797582626343,-0.67,484
9700,0.14999999,-0.58009547,0.9561332,11.273000478744507,-0.67,485
9720,0.14999999,-0.9801887,0.95613337,11.293055534362793,-0.67,486
9740,0.14999999,-0.9115916,0.95613277,11.316776037216187,-0.67,487
9760,0.14999999,-0.7963013,0.95613223,11.336550235748291,-0.67,488
9780,0.14999999,-0.55961996,0.9561319,11.358410358428955,-0.67,489
9800,0.14999999,-0.66639584,0.9561323,11.381149053573608,-0.67,490
9820,0.14999999,-0.5916162,0.95613265,11.40401554107666,-0.67,491
9840,0.14999999,-0.5840314,0.95613307,11.425457954406738,-0.67,492
9860,0.14999999,-0.70947015,0.95613253,11.446712493896484,-0.67,493
9880,0.14999999,-0.7778599,0.95613194,11.46961498260498,-0.67,494
9900,0.14999999,-0.59129685,0.9561318,11.48737359046936,-0.67,495
9920,0.14999999,-0.90333474,0.9561311,11.504265308380127,-0.67,496
9940,0.14999999,-0.51660764,0.9561311,11.523094892501831,-0.67,497
9960,0.14999999,-0.6323786,0.95613104,11.539549589157104,-0.67,498
9980,0.14999999,-0.720665,0.9561313,11.555699110031128,-0.67,499
10000,0.14999999,-0.7250982,0.95613146,11.572256565093994,-0.67,500
10020,0.14999999,-0.57429737,0.9561318,11.600546836853027,-0.67,501
10040,0.14999999,-0.60179764,0.95613164,11.620672225952148,-0.67,502
10060,0.14999999,-0.89791715,0.9561322,11.642302751541138,-0.67,503
10080,0.14999999,-0.60847425,0.95613194,11.66566014289856,-0.67,504
10100,0.14999999,-0.20107529,0.9561321,11.691175937652588,-0.67,505
10120,0.14999999,-0.8579733,0.9561303,11.711193561553955,-0.67,506
10140,0.14999999,-0.96446973,0.9561304,11.728363037109375,-0.67,507
10160,0.14999999,-0.98232055,0.95613086,11.74495816230774,-0.67,508
10180,0.14999999,-0.697887,0.95613,11.761713743209839,-0.67,509
10200,0.14999999,-0.92670476,0.9561295,11.784562826156616,-0.67,510
10220,0.14999999,-0.6395212,0.9561298,11.802714824676514,-0.67,511
10240,0.14999999,-0.47751206,0.9561298,11.821462869644165,-0.67,512
10260,0.14999999,-0.5215754,0.9561286,11.842618465423584,-0.67,513
10280,0.14999999,-0.8587778,0.956129,11.867918968200684,-0.67,514
10300,0.14999999,-0.659606,0.95612913,11.887277364730835,-0.67,515
10320,0.14999999,-0.5118923,0.95612884,11.91601300239563,-0.67,516
10340,0.14999999,-0.6327954,0.95612884,11.933457612991333,-0.67,517
10360,0.14999999,-0.48372895,0.9561294,11.952900648117065,-0.67,518
10380,0.14999999,-0.53847396,0.9561301,11.974836587905884,-0.67,519
10400,0.14999999,-0.95424306,0.9561306,12.001016616821289,-0.67,520
10420,0.14999999,-0.60969484,0.95613074,12.019875764846802,-0.67,521
10440,0.14999999,-0.6336814,0.9561309,12.036736726760864,-0.67,522
10460,0.14999999,-0.44063687,0.9561309,12.057576894760132,-0.67,523
10480,0.14999999,-0.6199554,0.956131,12.074988603591919,-0.67,524
10500,0.14999999,-0.7387882,0.9561313,12.09078049659729,-0.67,525
10520,0.14999999,-0.8106687,0.9561311,12.107518196105957,-0.67,526
10540,0.14999999,-0.7622674,0.9561306,12.129004001617432,-0.67,527
10560,0.14999999,-0.48687336,0.95613104,12.150652408599854,-0.67,528
10580,0.14999999,-0.7243857,0.956131,12.174477815628052,-0.67,529
10600,0.14999999,-0.78960645,0.95613116,12.196999311447144,-0.67,530
10620,0.14999999,-0.6985463,0.95613086,12.21743392944336,-0.67,531
10640,0.14999999,-0.72344536,0.95613056,12.237074613571167,-0.67,532
10660,0.14999999,-0.64804524,0.9561303,12.261004447937012,-0.67,533
10680,0.14999999,-0.54491705,0.9561299,12.280776500701904,-0.67,534
10700,0.14999999,-0.5645026,0.95612985,12.300565481185913,-0.67,535
10720,0.14999999,-0.7054008,0.9561294,12.32178807258606,-0.67,536
10740,0.14999999,-0.69776016,0.95612854,12.341203451156616,-0.67,537
10760,0.14999999,-0.5320408,0.95612866,12.360682010650635,-0.67,538
10780,0.14999999,-0.7363562,0.95612884,12.381224870681763,-0.67,539
10800,0.14999999,-0.35784766,0.9561291,12.40242862701416,-0.67,540
10820,0.14999999,-0.749403,0.956128,12.425599575042725,-0.67,541
10840,0.14999999,-0.70832366,0.9561274,12.44274115562439,-0.67,542
10860,0.14999999,-0.426646,0.95612776,12.458763837814331,-0.67,543
10880,0.14999999,-0.7458588,0.95612806,12.477684259414673,-0.67,544
10900,0.14999999,-0.40803844,0.9561282,12.497001647949219,-0.67,545
10920,0.14999999,-0.5566421,0.9561271,12.51967716217041,-0.67,546
10940,0.14999999,-0.39648384,0.956127,12.539469718933105,-0.67,547
10960,0.14999999,-0.64622396,0.95612687,12.559353113174438,-0.67,548
10980,0.14999999,-0.53033423,0.95612663,12.580835342407227,-0.67,549
11000,0.14999999,-0.8170016,0.9561273,12.600234508514404,-0.67,550
11020,0.14999999,-0.8980777,0.95612735,12.620460271835327,-0.67,551
11040,0.14999999,-0.7456179,0.95612746,12.639974117279053,-0.67,552
11060,0.14999999,-0.5854667,0.9561273,12.659794569015503,-0.67,553
11080,0.14999999,-0.6301729,0.9561278,12.679133892059326,-0.67,554
11100,0.14999999,-0.5875647,0.95612746,12.697884798049927,-0.67,555
11120,0.14999999,-0.4407693,0.9561278,12.714583158493042,-0.67,556
11140,0.14999999,-0.55471116,0.9561283,12.732823610305786,-0.67,557
11160,0.14999999,-0.49635857,0.95612806,12.749341011047363,-0.67,558
11180,0.14999999,-0.7522558,0.95612794,12.770265340805054,-0.67,559
11200,0.14999999,-0.58840215,0.9561277,12.788459777832031,-0.67,560
11220,0.14999999,-0.3508734,0.9561279,12.810107707977295,-0.67,561
11240,0.14999999,-0.50597155,0.9561284,12.833130598068237,-0.67,562
11260,0.14999999,-0.5204493,0.95612884,12.857091188430786,-0.67,563
11280,0.14999999,-0.20837474,0.95612913,12.877068996429443,-0.67,564
11300,0.14999999,-0.70187426,0.9561289,12.896752119064331,-0.67,565
11320,0.14999999,-0.5227003,0.9561289,12.917799234390259,-0.67,566
11340,0.14999999,-0.90047204,0.9561293,12.938589334487915,-0.67,567
11360,0.14999999,-0.60547495,0.95612895,12.960540771484375,-0.67,568
11380,0.14999999,-0.66015023,0.95612925,12.9811270236969,-0.67,569
11400,0.14999999,-0.83954704,0.95612913,13.00096583366394,-0.67,570
11420,0.14999999,-0.58748645,0.9561291,13.021412134170532,-0.67,571
11440,0.14999999,-0.8195691,0.9561292,13.041710138320923,-0.67,572
11460,0.14999999,-0.70501006,0.9561295,13.062360525131226,-0.67,573
11480,0.14999999,-0.7303278,0.9561297,13.084229946136475,-0.67,574
11500,0.14999999,-0.1397425,0.9561296,13.09991979598999,-0.67,575
11520,0.14999999,-0.5684713,0.95612836,13.121154546737671,-0.67,576
11540,0.14999999,-0.21118134,0.95612717,13.139082431793213,-0.67,577
11560,0.14999999,-0.73770005,0.9561275,13.155596494674683,-0.67,578
11580,0.14999999,-0.69981736,0.95612764,13.173110961914062,-0.67,579
11600,0.14999999,-1.0199653,0.95612794,13.194246053695679,-0.67,580
11620,0.14999999,-0.6879613,0.95612717,13.213121891021729,-0.67,581
11640,0.14999999,-0.69573885,0.9561273,13.231290817260742,-0.67,582
11660,0.14999999,-0.6745637,0.95612776,13.25043272972107,-0.67,583
11680,0.14999999,-0.5608459,0.9561269,13.274149894714355,-0.67,584
11700,0.14999999,-0.8162951,0.956126,13.29179310798645,-0.67,585
11720,0.14999999,-0.51730406,0.9561259,13.309284448623657,-0.67,586
11740,0.14999999,-0.76069725,0.9561258,13.330841779708862,-0.67,587
11760,0.14999999,-0.514504,0.956126,13.351383447647095,-0.67,588
11780,0.14999999,-0.76312435,0.956126,13.375349760055542,-0.67,589
11800,0.14999999,-0.5113861,0.956126,13.396758317947388,-0.67,590
11820,0.14999999,-0.73792285,0.956126,13.418386936187744,-0.67,591
11840,0.14999999,-0.8642782,0.95612574,13.440128564834595,-0.67,592
11860,0.14999999,-0.8457054,0.9561259,13.46503734588623,-0.67,593
11880,0.14999999,-0.576623,0.9561262,13.48710560798645,-0.67,594
11900,0.14999999,-0.73413515,0.9561267,13.507348775863647,-0.67,595
11920,0.14999999,-0.6314771,0.9561268,13.527523756027222,-0.67,596
11940,0.14999999,-0.48884994,0.95612645,13.544862270355225,-0.67,597
11960,0.14999999,-0.72785485,0.95612687,13.566344976425171,-0.67,598
11980,0.14999999,-0.5464256,0.95612675,13.584054231643677,-0.67,599
12000,0.14999999,-0.6186291,0.9561269,13.602077960968018,-0.67,600
12020,0.14999999,-0.97528714,0.956127,13.62260913848877,-0.67,601
12040,0.14999999,-0.8638424,0.9561266,13.641960382461548,-0.67,602
12060,0.14999999,-0.7016717,0.95612603,13.671221256256104,-0.67,603
12080,0.14999999,-0.59599566,0.95612603,13.68723440170288,-0.67,604
12100,0.14999999,-0.76332295,0.9561259,13.704333782196045,-0.67,605
12120,0.14999999,-0.70930696,0.9561254,13.72422742843628,-0.67,606
12140,0.14999999,-1.0783967,0.9561251,13.739311456680298,-0.67,607
12160,0.14999999,-0.8002316,0.9561248,13.754937171936035,-0.67,608
12180,0.14999999,-0.5061417,0.95612466,13.771268606185913,-0.67,609
12200,0.14999999,-0.7599181,0.9561237,13.78858494758606,-0.67,610
12220,0.14999999,-0.7772325,0.9561237,13.808379888534546,-0.67,611
12240,0.14999999,-0.58017033,0.9561233,13.829810857772827,-0.67,612
12260,0.14999999,-0.62849164,0.9561233,13.84804105758667,-0.67,613
12280,0.14999999,-0.55991924,0.95612335,13.870835542678833,-0.67,614
12300,0.14999999,-0.8867862,0.9561239,13.892304420471191,-0.67,615
12320,0.14999999,-0.5025224,0.95612377,13.913458108901978,-0.67,616
12340,0.14999999,-0.6563617,0.95612353,13.934032201766968,-0.67,617
12360,0.14999999,-1.1466019,0.9561234,13.954320907592773,-0.67,618
12380,0.14999999,-0.6511766,0.95612293,13.977057218551636,-0.67,619
12400,0.14999999,-0.7754007,0.95612234,13.998547315597534,-0.67,620
12420,0.14999999,-0.58141124,0.9561227,14.020542860031128,-0.67,621
12440,0.14999999,-0.44965866,0.9561228,14.039672613143921,-0.67,622
12460,0.14999999,-0.65410566,0.9561229,14.05942440032959,-0.67,623
12480,0.14999999,-0.610114,0.9561232,14.083703994750977,-0.67,624
12500,0.14999999,-0.6413668,0.95612323,14.100502014160156,-0.67,625
12520,0.14999999,-0.63565207,0.95612335,14.12054705619812,-0.67,626
12540,0.14999999,-0.9403804,0.9561231,14.14460015296936,-0.67,627
12560,0.14999999,-0.7139631,0.9561233,14.161022663116455,-0.67,628
12580,0.14999999,-0.63215214,0.956123,14.181922674179077,-0.67,629
12600,0.14999999,-0.5410989,0.9561235,14.203951358795166,-0.67,630
12620,0.14999999,-0.63549733,0.95612377,14.225168704986572,-0.67,631
12640,0.14999999,-0.7157769,0.9561241,14.248847961425781,-0.67,632
12660,0.14999999,-0.6289448,0.9561245,14.27099871635437,-0.67,633
12680,0.14999999,-0.5141254,0.9561251,14.290979862213135,-0.67,634
12700,0.14999999,-0.6481536,0.9561253,14.314149141311646,-0.67,635
12720,0.14999999,-0.6665174,0.95612544,14.33976125717163,-0.67,636
12740,0.14999999,-0.7246033,0.9561258,14.361183166503906,-0.67,637
12760,0.14999999,-0.6047029,0.95612586,14.378475427627563,-0.67,638
12780,0.14999999,-0.60015947,0.9561259,14.397562503814697,-0.67,639
12800,0.14999999,-0.55336016,0.9561262,14.415952205657959,-0.67,640
12820,0.14999999,-0.65867525,0.9561263,14.435844898223877,-0.67,641
12840,0.14999999,-0.5611122,0.9561266,14.456598043441772,-0.67,642
12860,0.14999999,-0.60166603,0.95612663,14.47847604751587,-0.67,643
12880,0.14999999,-0.7888789,0.95612586,14.499003410339355,-0.67,644
12900,0.14999999,-0.7120889,0.9561257,14.518369436264038,-0.67,645
12920,0.14999999,-0.9869075,0.95612526,14.538136959075928,-0.67,646
12940,0.14999999,-0.6552616,0.95612466,14.55898666381836,-0.67,647
12960,0.14999999,-0.5413643,0.95612437,14.581941604614258,-0.67,648
12980,0.14999999,-0.65675944,0.9561245,14.611758708953857,-0.67,649
13000,0.14999999,-0.61373305,0.95612454,14.638901472091675,-0.67,650
13020,0.14999999,-0.4565651,0.9561246,14.659271955490112,-0.67,651
13040,0.14999999,-0.49346218,0.9561249,14.67817211151123,-0.67,652
13060,0.14999999,-0.5808037,0.9561247,14.700254917144775,-0.67,653
13080,0.14999999,-0.5522592,0.95612466,14.715329885482788,-0.67,654
13100,0.14999999,-0.8189822,0.956125,14.740742206573486,-0.67,655
13120,0.14999999,-0.6100349,0.95612484,14.761276006698608,-0.67,656
13140,0.14999999,-0.8577466,0.9561247,14.783551931381226,-0.67,657
13160,0.14999999,-0.6980252,0.9561246,14.803227424621582,-0.67,658
13180,0.14999999,-0.7062498,0.95612454,14.828259229660034,-0.67,659
13200,0.14999999,-0.61152124,0.95612496,14.848717212677002,-0.67,660
13220,0.14999999,-0.7518266,0.956125,14.8681161403656,-0.67,661
13240,0.14999999,-0.56687367,0.9561252,14.889431238174438,-0.67,662
13260,0.14999999,-0.44773272,0.95612574,14.912065029144287,-0.67,663
13280,0.14999999,-0.4340293,0.9561252,14.932190418243408,-0.67,664
13300,0.14999999,-0.77303416,0.95612526,14.955193758010864,-0.67,665
13320,0.14999999,-0.57440007,0.95612526,14.98192572593689,-0.67,666
13340,0.14999999,-0.5631007,0.9561257,15.001462697982788,-0.67,667
13360,0.14999999,-0.7053681,0.956126,15.024658918380737,-0.67,668
13380,0.14999999,-0.33232942,0.95612586,15.044034957885742,-0.67,669
13400,0.14999999,-0.351959,0.9561261,15.0617036819458,-0.67,670
13420,0.14999999,-0.73652184,0.956126,15.07946491241455,-0.67,671
13440,0.14999999,-0.5801634,0.9561263,15.100335597991943,-0.67,672
13460,0.14999999,-0.8071201,0.9561265,15.121935606002808,-0.67,673
13480,0.14999999,-0.51942146,0.9561264,15.139783382415771,-0.67,674
13500,0.14999999,-0.79735684,0.95612675,15.166470050811768,-0.67,675
13520,0.14999999,-0.6439821,0.95612675,15.191389799118042,-0.67,676
13540,0.14999999,-0.8389441,0.9561266,15.219805240631104,-0.67,677
13560,0.14999999,-0.56917286,0.95612645,15.248079538345337,-0.67,678
13580,0.14999999,-0.9116713,0.95612675,15.277714490890503,-0.67,679
13600,0.14999999,-0.65143466,0.95612675,15.33387041091919,-0.67,680
13620,0.14999999,-0.7526113,0.95612645,15.390628814697266,-0.67,681
13640,0.14999999,-0.63886803,0.95612663,15.420227289199829,-0.67,682
13660,0.14999999,-0.59664106,0.9561265,15.449037075042725,-0.67,683
13680,0.14999999,-0.66810864,0.95612705,15.474203824996948,-0.67,684
13700,0.14999999,-0.89680135,0.95612687,15.496720552444458,-0.67,685
13720,0.14999999,-0.67925,0.9561269,15.521065473556519,-0.67,686
13740,0.14999999,-0.76017076,0.9561268,15.545587301254272,-0.67,687
13760,0.14999999,-0.57243854,0.9561269,15.577950716018677,-0.67,688
13780,0.14999999,-0.6639433,0.9561268,15.616894245147705,-0.67,689
13800,0.14999999,-0.62958664,0.9561271,15.645647764205933,-0.67,690
13820,0.14999999,-0.7949666,0.95612687,15.674332618713379,-0.67,691
13840,0.14999999,-0.44429824,0.956127,15.713048696517944,-0.67,692
13860,0.14999999,-0.5878979,0.95612717,15.765473127365112,-0.67,693
13880,0.14999999,-0.35249546,0.95612735,15.813194751739502,-0.67,694
13900,0.14999999,-0.81135166,0.9561268,15.845289468765259,-0.67,695
13920,0.14999999,-0.60505086,0.9561264,15.87534499168396,-0.67,696
13940,0.14999999,-0.3399807,0.9561265,15.91581392288208,-0.67,697
13960,0.14999999,-0.58101964,0.9561266,15.953409194946289,-0.67,698
13980,0.14999999,-0.5239728,0.9561266,15.996010541915894,-0.67,699
14000,0.14999999,-0.7533934,0.9561265,16.034290075302124,-0.67,700
14020,0.14999999,-0.2578599,0.95612645,16.06699800491333,-0.67,701
14040,0.14999999,-0.55002135,0.9561244,16.120046615600586,-0.67,702
14060,0.14999999,-0.7286355,0.95612484,16.166144847869873,-0.67,703
14080,0.14999999,-0.49181867,0.9561243,16.227039098739624,-0.67,704
14100,0.14999999,-0.6826333,0.9561243,16.26803421974182,-0.67,705
14120,0.14999999,-0.65620255,0.9561242,16.31404209136963,-0.67,706
14140,0.14999999,-0.7803933,0.95612425,16.339978218078613,-0.67,707
14160,0.14999999,-0.78577036,0.9561236,16.38559913635254,-0.67,708
14180,0.14999999,-0.7033468,0.9561238,16.42223572731018,-0.67,709
14200,0.14999999,-0.7106709,0.9561239,16.45732831954956,-0.67,710
14220,0.14999999,-0.49540272,0.9561239,16.491442680358887,-0.67,711
14240,0.14999999,-0.5690826,0.9561245,16.556323766708374,-0.67,712
14260,0.14999999,-0.57867783,0.9561247,16.608861684799194,-0.67,713
14280,0.14999999,-0.55586207,0.9561244,16.667243480682373,-0.67,714
14300,0.14999999,-0.78457344,0.956124,16.714526414871216,-0.67,715
14320,0.14999999,-0.6771719,0.9561242,16.74785542488098,-0.67,716
14340,0.14999999,-0.22825256,0.9561244,16.775269508361816,-0.67,717
14360,0.14999999,-0.38686186,0.9561247,16.811792850494385,-0.67,718
14380,0.14999999,-0.49633005,0.9561249,16.853692293167114,-0.67,719
14400,0.14999999,-0.45175034,0.9561252,16.89507532119751,-0.67,720
14420,0.14999999,-0.781786,0.9561256,16.93183159828186,-0.67,721
14440,0.14999999,-0.6113587,0.95612544,16.988588571548462,-0.67,722
14460,0.14999999,-0.7212829,0.95612526,17.052287817001343,-0.67,723
14480,0.14999999,-0.6710078,0.9561253,17.121822118759155,-0.67,724
14500,0.14999999,-0.68131375,0.95612574,17.19224739074707,-0.67,725
14520,0.14999999,-0.61062413,0.9561259,17.296429872512817,-0.67,726
14540,0.14999999,-0.39562663,0.95612615,17.34365940093994,-0.67,727
14560,0.14999999,-0.4107472,0.95612663,17.394099712371826,-0.67,728
14580,0.14999999,-0.4386285,0.9561269,17.43616819381714,-0.67,729
14600,0.14999999,-0.6917733,0.9561266,17.462073802947998,-0.67,730
14620,0.14999999,-0.90329885,0.9561267,17.501317739486694,-0.67,731
14640,0.14999999,-0.6149974,0.95612687,17.545083045959473,-0.67,732
14660,0.14999999,-0.7782737,0.9561273,17.59470772743225,-0.67,733
14680,0.14999999,-0.75646245,0.9561271,17.64464783668518,-0.67,734
14700,0.14999999,-0.68432665,0.9561273,17.686673879623413,-0.67,735
14720,0.14999999,-0.85118854,0.9561275,17.717320203781128,-0.67,736
14740,0.14999999,-0.5541047,0.9561276,17.765864372253418,-0.67,737
14760,0.14999999,-0.7099287,0.95612746,17.81680130958557,-0.67,738
14780,0.14999999,-0.43798244,0.95612705,17.859143018722534,-0.67,739
14800,0.14999999,-0.65298533,0.9561273,17.89749789237976,-0.67,740
14820,0.14999999,-0.79321194,0.95612764,17.933276653289795,-0.67,741
14840,0.14999999,-0.57743466,0.9561277,17.986339569091797,-0.67,742
14860,0.14999999,-0.7324365,0.9561278,18.027848482131958,-0.67,743
14880,0.14999999,-0.65324134,0.95612735,18.056591749191284,-0.67,744
14900,0.14999999,-0.55463755,0.9561276,18.08709692955017,-0.67,745
14920,0.14999999,-0.55765545,0.956128,18.11371898651123,-0.67,746
14940,0.14999999,-0.7996096,0.9561281,18.14551067352295,-0.67,747
14960,0.14999999,-0.32457384,0.9561281,18.200653553009033,-0.67,748
14980,0.14999999,-0.48142198,0.9561266,18.249389171600342,-0.67,749
15000,0.14999999,-0.5632843,0.95612645,18.28077268600464,-0.67,750
15020,0.14999999,-0.7143533,0.9561264,18.31210684776306,-0.67,751
