TimestepsSoFar,LQGsigma_higher,LQGmu1_actor,ReturnMean,TimeElapsed,LQGmu1_higher,Iteration
980,0.14999999,-0.94344246,0.95614696,1.028057336807251,-0.67,49
1000,0.14999999,-0.7758614,0.95615053,1.0481572151184082,-0.67,50
1020,0.14999999,-0.59454054,0.9561518,1.071859359741211,-0.67,51
1040,0.14999999,-0.59599096,0.95615304,1.096264123916626,-0.67,52
1060,0.14999999,-0.66740453,0.956149,1.1184632778167725,-0.67,53
1080,0.14999999,-0.70485455,0.9561541,1.1401667594909668,-0.67,54
1100,0.14999999,-0.49135712,0.9561559,1.165586233139038,-0.67,55
1120,0.14999999,-0.9281936,0.9561524,1.1938087940216064,-0.67,56
1140,0.14999999,-0.46611315,0.95615226,1.2125036716461182,-0.67,57
1160,0.14999999,-0.60975486,0.95615643,1.2326123714447021,-0.67,58
1180,0.14999999,-0.46713507,0.9561541,1.2516334056854248,-0.67,59
1200,0.14999999,-0.63318825,0.956156,1.268303632736206,-0.67,60
1220,0.14999999,-0.3961203,0.95615935,1.2874791622161865,-0.67,61
1240,0.14999999,-0.8111237,0.95616025,1.3086423873901367,-0.67,62
1260,0.14999999,-0.54203737,0.9561592,1.3294563293457031,-0.67,63
1280,0.14999999,-0.616184,0.9561589,1.3501992225646973,-0.67,64
1300,0.14999999,-0.6266604,0.95616174,1.3681881427764893,-0.67,65
1320,0.14999999,-0.82153267,0.9561655,1.3854072093963623,-0.67,66
1340,0.14999999,-0.40475586,0.9561672,1.4021308422088623,-0.67,67
1360,0.14999999,-0.47707745,0.9561624,1.420724868774414,-0.67,68
1380,0.14999999,-0.47770238,0.9561619,1.4412832260131836,-0.67,69
1400,0.14999999,-0.6908291,0.9561611,1.4594473838806152,-0.67,70
1420,0.14999999,-0.56563485,0.9561548,1.481774091720581,-0.67,71
1440,0.14999999,-0.7255546,0.9561562,1.5008354187011719,-0.67,72
1460,0.14999999,-0.6491356,0.9561548,1.5193779468536377,-0.67,73
1480,0.14999999,-0.46640375,0.95615923,1.53578782081604,-0.67,74
1500,0.14999999,-0.6218087,0.95615846,1.5539820194244385,-0.67,75
1520,0.14999999,-0.63877267,0.9561618,1.5703537464141846,-0.67,76
1540,0.14999999,-0.78621036,0.9561603,1.5990409851074219,-0.67,77
1560,0.14999999,-0.6404219,0.95616245,1.6226739883422852,-0.67,78
1580,0.14999999,-0.5997664,0.9561644,1.641676425933838,-0.67,79
1600,0.14999999,-0.98534155,0.9561615,1.6609091758728027,-0.67,80
1620,0.14999999,-0.7305852,0.95615757,1.682070255279541,-0.67,81
1640,0.14999999,-0.4648354,0.95616084,1.6994915008544922,-0.67,82
1660,0.14999999,-0.91442317,0.95616,1.723663568496704,-0.67,83
1680,0.14999999,-0.55438995,0.95615834,1.7498083114624023,-0.67,84
1700,0.14999999,-0.73937273,0.95615596,1.764601230621338,-0.67,85
1720,0.14999999,-0.7527066,0.95615727,1.783935546875,-0.67,86
1740,0.14999999,-0.7859879,0.9561559,1.806455135345459,-0.67,87
1760,0.14999999,-0.8301068,0.9561535,1.8314149379730225,-0.67,88
1780,0.14999999,-0.8005824,0.9561535,1.8528008460998535,-0.67,89
1800,0.14999999,-0.4346016,0.9561519,1.874692678451538,-0.67,90
1820,0.14999999,-0.59147114,0.9561503,1.8970603942871094,-0.67,91
1840,0.14999999,-0.6356965,0.956152,1.9196419715881348,-0.67,92
1860,0.14999999,-0.4098019,0.9561543,1.940119981765747,-0.67,93
1880,0.14999999,-0.5973687,0.95615745,1.961690902709961,-0.67,94
1900,0.14999999,-0.77383864,0.9561591,1.9873931407928467,-0.67,95
1920,0.14999999,-0.5104426,0.95616,2.0102176666259766,-0.67,96
1940,0.14999999,-0.6079071,0.9561613,2.03371262550354,-0.67,97
1960,0.14999999,-0.7762071,0.9561589,2.053675651550293,-0.67,98
1980,0.14999999,-0.56605744,0.9561581,2.075364351272583,-0.67,99
2000,0.14999999,-0.8503109,0.95615953,2.0990161895751953,-0.67,100
2020,0.14999999,-0.88262683,0.9561593,2.1212759017944336,-0.67,101
2040,0.14999999,-0.42937917,0.9561594,2.140449285507202,-0.67,102
2060,0.14999999,-0.65024185,0.9561619,2.160691499710083,-0.67,103
2080,0.14999999,-0.8571346,0.9561612,2.1814050674438477,-0.67,104
2100,0.14999999,-0.8733418,0.95615983,2.202435255050659,-0.67,105
2120,0.14999999,-0.77451336,0.9561563,2.2233240604400635,-0.67,106
2140,0.14999999,-0.8623798,0.956158,2.248469829559326,-0.67,107
2160,0.14999999,-0.70123947,0.9561555,2.2691566944122314,-0.67,108
2180,0.14999999,-0.78006095,0.9561563,2.294867515563965,-0.67,109
2200,0.14999999,-0.7673776,0.9561567,2.3174898624420166,-0.67,110
2220,0.14999999,-0.6611482,0.9561574,2.33707857131958,-0.67,111
2240,0.14999999,-0.712446,0.9561595,2.3564369678497314,-0.67,112
2260,0.14999999,-0.61140186,0.9561581,2.3726935386657715,-0.67,113
2280,0.14999999,-0.9874481,0.9561598,2.396265745162964,-0.67,114
2300,0.14999999,-0.84879345,0.956159,2.4164843559265137,-0.67,115
2320,0.14999999,-0.60588515,0.9561603,2.442075729370117,-0.67,116
2340,0.14999999,-0.58390915,0.95616084,2.471572160720825,-0.67,117
2360,0.14999999,-0.75931436,0.95616055,2.5038435459136963,-0.67,118
2380,0.14999999,-0.2040489,0.9561605,2.531471014022827,-0.67,119
2400,0.14999999,-0.5570086,0.956157,2.554612398147583,-0.67,120
2420,0.14999999,-0.54664236,0.95615673,2.5923266410827637,-0.67,121
2440,0.14999999,-0.52474105,0.9561582,2.6161415576934814,-0.67,122
2460,0.14999999,-0.8196486,0.95615816,2.641547918319702,-0.67,123
2480,0.14999999,-0.8638868,0.9561567,2.665605068206787,-0.67,124
2500,0.14999999,-0.7796939,0.95615554,2.692797899246216,-0.67,125
2520,0.14999999,-0.5827699,0.95615387,2.7122104167938232,-0.67,126
2540,0.14999999,-0.8273446,0.95615476,2.738981008529663,-0.67,127
2560,0.14999999,-0.89646614,0.95615435,2.784989833831787,-0.67,128
2580,0.14999999,-0.6729876,0.9561544,2.8122265338897705,-0.67,129
2600,0.14999999,-0.56158894,0.956155,2.839313507080078,-0.67,130
2620,0.14999999,-0.83451974,0.956155,2.8611953258514404,-0.67,131
2640,0.14999999,-0.6721067,0.95615363,2.8882389068603516,-0.67,132
2660,0.14999999,-0.92126495,0.9561532,2.9126875400543213,-0.67,133
2680,0.14999999,-0.588758,0.95615196,2.9352269172668457,-0.67,134
2700,0.14999999,-0.76971895,0.95615345,2.9582252502441406,-0.67,135
2720,0.14999999,-0.6449753,0.9561544,2.975801467895508,-0.67,136
2740,0.14999999,-0.6258416,0.95615447,3.0046722888946533,-0.67,137
2760,0.14999999,-0.5891639,0.9561549,3.0236833095550537,-0.67,138
2780,0.14999999,-0.46602282,0.9561555,3.0435380935668945,-0.67,139
2800,0.14999999,-0.56038785,0.95615625,3.0709633827209473,-0.67,140
2820,0.14999999,-0.82594234,0.9561566,3.0917937755584717,-0.67,141
2840,0.14999999,-0.4086223,0.9561575,3.1229615211486816,-0.67,142
2860,0.14999999,-0.610353,0.9561595,3.1463723182678223,-0.67,143
2880,0.14999999,-0.54071003,0.9561585,3.1731069087982178,-0.67,144
2900,0.14999999,-0.67886007,0.95615655,3.2008869647979736,-0.67,145
2920,0.14999999,-0.73260844,0.9561571,3.2288756370544434,-0.67,146
2940,0.14999999,-0.7240358,0.9561586,3.254579544067383,-0.67,147
2960,0.14999999,-0.854218,0.9561591,3.2811989784240723,-0.67,148
2980,0.14999999,-0.615865,0.95615995,3.3023300170898438,-0.67,149
3000,0.14999999,-0.69404894,0.9561595,3.331556558609009,-0.67,150
3020,0.14999999,-0.8749392,0.95616037,3.360577344894409,-0.67,151
3040,0.14999999,-0.7685009,0.9561605,3.3857083320617676,-0.67,152
3060,0.14999999,-0.770081,0.9561596,3.408909320831299,-0.67,153
3080,0.14999999,-0.74383074,0.95615894,3.4310221672058105,-0.67,154
3100,0.14999999,-0.8787482,0.9561577,3.4550719261169434,-0.67,155
3120,0.14999999,-0.4329564,0.9561548,3.479466676712036,-0.67,156
3140,0.14999999,-0.46286598,0.9561527,3.5061089992523193,-0.67,157
3160,0.14999999,-0.3494438,0.9561536,3.5302376747131348,-0.67,158
3180,0.14999999,-0.9335934,0.95615304,3.5614893436431885,-0.67,159
3200,0.14999999,-0.67706615,0.956151,3.58964467048645,-0.67,160
3220,0.14999999,-0.75851494,0.95615023,3.6260125637054443,-0.67,161
3240,0.14999999,-0.6255387,0.95614946,3.6525087356567383,-0.67,162
3260,0.14999999,-0.80070883,0.9561502,3.6771793365478516,-0.67,163
3280,0.14999999,-0.7957043,0.95614886,3.700965642929077,-0.67,164
3300,0.14999999,-0.6223943,0.9561486,3.7245888710021973,-0.67,165
3320,0.14999999,-0.8031383,0.95614856,3.748493194580078,-0.67,166
3340,0.14999999,-0.6570931,0.9561481,3.7720463275909424,-0.67,167
3360,0.14999999,-0.59190977,0.95614845,3.795994520187378,-0.67,168
3380,0.14999999,-0.7515769,0.9561473,3.814349412918091,-0.67,169
3400,0.14999999,-0.83563507,0.95614713,3.835116386413574,-0.67,170
3420,0.14999999,-0.55317944,0.956148,3.8613834381103516,-0.67,171
3440,0.14999999,-0.86684954,0.95614845,3.884036064147949,-0.67,172
3460,0.14999999,-0.45273507,0.9561457,3.9017269611358643,-0.67,173
3480,0.14999999,-0.72876257,0.95614606,3.9200031757354736,-0.67,174
3500,0.14999999,-0.5393338,0.95614666,3.9427123069763184,-0.67,175
3520,0.14999999,-0.5195085,0.95614564,3.96435546875,-0.67,176
3540,0.14999999,-0.89884603,0.9561441,3.983128309249878,-0.67,177
3560,0.14999999,-0.58304644,0.9561445,4.002090692520142,-0.67,178
3580,0.14999999,-0.6131249,0.9561423,4.0240583419799805,-0.67,179
3600,0.14999999,-0.50351644,0.9561424,4.042602777481079,-0.67,180
3620,0.14999999,-0.81183517,0.956143,4.063840389251709,-0.67,181
3640,0.14999999,-0.38905072,0.9561417,4.085549592971802,-0.67,182
3660,0.14999999,-0.7738213,0.95614225,4.1136085987091064,-0.67,183
3680,0.14999999,-0.5783129,0.9561411,4.137831211090088,-0.67,184
3700,0.14999999,-0.6733283,0.9561396,4.162588596343994,-0.67,185
3720,0.14999999,-0.5553208,0.9561392,4.185493469238281,-0.67,186
3740,0.14999999,-0.63010496,0.95614004,4.209414482116699,-0.67,187
3760,0.14999999,-0.8378317,0.95613945,4.235263109207153,-0.67,188
3780,0.14999999,-0.6166123,0.9561394,4.260904312133789,-0.67,189
3800,0.14999999,-0.6217637,0.95613927,4.284508943557739,-0.67,190
3820,0.14999999,-0.55651873,0.9561397,4.312417268753052,-0.67,191
3840,0.14999999,-0.8580617,0.9561403,4.333432197570801,-0.67,192
3860,0.14999999,-0.6630635,0.9561389,4.353329420089722,-0.67,193
3880,0.14999999,-0.8300489,0.9561374,4.379039764404297,-0.67,194
3900,0.14999999,-0.5355067,0.9561377,4.399855613708496,-0.67,195
3920,0.14999999,-0.6557086,0.956138,4.4217119216918945,-0.67,196
3940,0.14999999,-0.5002991,0.9561385,4.443744421005249,-0.67,197
3960,0.14999999,-0.49541327,0.9561397,4.466598749160767,-0.67,198
3980,0.14999999,-0.6458762,0.95614016,4.485443353652954,-0.67,199
4000,0.14999999,-0.49679744,0.9561398,4.51412558555603,-0.67,200
4020,0.14999999,-0.50867605,0.95613825,4.536717891693115,-0.67,201
4040,0.14999999,-0.62962914,0.95613825,4.560147762298584,-0.67,202
4060,0.14999999,-0.8845532,0.9561394,4.584149599075317,-0.67,203
4080,0.14999999,-0.91571385,0.9561395,4.615577220916748,-0.67,204
4100,0.14999999,-0.6338664,0.956137,4.639075040817261,-0.67,205
4120,0.14999999,-0.7622585,0.9561366,4.664416313171387,-0.67,206
4140,0.14999999,-0.67590135,0.9561372,4.686746835708618,-0.67,207
4160,0.14999999,-0.5787062,0.95613766,4.712388277053833,-0.67,208
4180,0.14999999,-0.7786081,0.95613825,4.734562873840332,-0.67,209
4200,0.14999999,-0.702674,0.9561387,4.756314516067505,-0.67,210
4220,0.14999999,-0.50378835,0.9561381,4.779547214508057,-0.67,211
4240,0.14999999,-0.56288975,0.9561386,4.801102161407471,-0.67,212
4260,0.14999999,-0.50965595,0.9561371,4.826257228851318,-0.67,213
4280,0.14999999,-0.6538963,0.95613766,4.847986698150635,-0.67,214
4300,0.14999999,-0.42524534,0.95613736,4.872017860412598,-0.67,215
4320,0.14999999,-0.7285114,0.95613813,4.8946123123168945,-0.67,216
4340,0.14999999,-0.91223365,0.9561368,4.922770977020264,-0.67,217
4360,0.14999999,-0.4925997,0.9561369,4.9447245597839355,-0.67,218
4380,0.14999999,-0.74401253,0.95613414,4.9687254428863525,-0.67,219
4400,0.14999999,-0.523991,0.95613307,4.990806818008423,-0.67,220
4420,0.14999999,-0.7026032,0.9561334,5.015281915664673,-0.67,221
4440,0.14999999,-0.67326033,0.9561341,5.036506652832031,-0.67,222
4460,0.14999999,-0.63368064,0.9561342,5.061047792434692,-0.67,223
4480,0.14999999,-0.7669419,0.95613223,5.085509538650513,-0.67,224
4500,0.14999999,-0.5866992,0.956132,5.112898349761963,-0.67,225
4520,0.14999999,-0.67341805,0.9561333,5.140480041503906,-0.67,226
4540,0.14999999,-0.5918627,0.9561335,5.182482481002808,-0.67,227
4560,0.14999999,-0.7404539,0.9561339,5.218000888824463,-0.67,228
4580,0.14999999,-0.8051704,0.95613456,5.243914604187012,-0.67,229
4600,0.14999999,-0.75978905,0.956134,5.274155139923096,-0.67,230
4620,0.14999999,-0.5557215,0.9561346,5.300955057144165,-0.67,231
4640,0.14999999,-0.8638116,0.95613605,5.330053329467773,-0.67,232
4660,0.14999999,-0.63420695,0.95613605,5.360340118408203,-0.67,233
4680,0.14999999,-0.56336325,0.95613605,5.392946004867554,-0.67,234
4700,0.14999999,-0.69216883,0.95613635,5.425910472869873,-0.67,235
4720,0.14999999,-0.3607202,0.9561363,5.4568469524383545,-0.67,236
4740,0.14999999,-0.83431137,0.956134,5.489453554153442,-0.67,237
4760,0.14999999,-0.718826,0.95613366,5.517825365066528,-0.67,238
4780,0.14999999,-0.909966,0.95613307,5.550991535186768,-0.67,239
4800,0.14999999,-0.6982544,0.9561329,5.584003925323486,-0.67,240
4820,0.14999999,-0.74384665,0.95613384,5.616313219070435,-0.67,241
4840,0.14999999,-0.8503462,0.95613456,5.645129203796387,-0.67,242
4860,0.14999999,-0.79701734,0.956134,5.674671173095703,-0.67,243
4880,0.14999999,-0.5833066,0.9561349,5.706097602844238,-0.67,244
4900,0.14999999,-0.68061626,0.95613503,5.735956192016602,-0.67,245
4920,0.14999999,-0.43668914,0.95613396,5.761906862258911,-0.67,246
4940,0.14999999,-0.6059056,0.956134,5.786310434341431,-0.67,247
4960,0.14999999,-0.7717764,0.9561332,5.811236619949341,-0.67,248
4980,0.14999999,-0.65855575,0.95613337,5.833707809448242,-0.67,249
5000,0.14999999,-0.68644917,0.9561334,5.857337713241577,-0.67,250
5020,0.14999999,-0.65610975,0.956133,5.882053375244141,-0.67,251
5040,0.14999999,-0.6105146,0.9561324,5.9104087352752686,-0.67,252
5060,0.14999999,-0.54873693,0.95613235,5.934969663619995,-0.67,253
5080,0.14999999,-0.59210336,0.9561333,5.961012601852417,-0.67,254
5100,0.14999999,-0.713204,0.95613366,5.987331867218018,-0.67,255
5120,0.14999999,-0.80274916,0.9561342,6.016802072525024,-0.67,256
5140,0.14999999,-0.5610374,0.9561339,6.04032564163208,-0.67,257
5160,0.14999999,-0.63985103,0.9561341,6.066759824752808,-0.67,258
5180,0.14999999,-0.69954276,0.95613307,6.0920515060424805,-0.67,259
5200,0.14999999,-0.5801954,0.9561328,6.1249473094940186,-0.67,260
5220,0.14999999,-0.7835797,0.9561336,6.14787745475769,-0.67,261
5240,0.14999999,-0.64987105,0.9561339,6.172173023223877,-0.67,262
5260,0.14999999,-0.73866755,0.9561345,6.197880983352661,-0.67,263
5280,0.14999999,-0.8058311,0.95613396,6.22159743309021,-0.67,264
5300,0.14999999,-0.8496437,0.9561345,6.244605541229248,-0.67,265
5320,0.14999999,-0.77333647,0.956134,6.2676169872283936,-0.67,266
5340,0.14999999,-0.64295155,0.9561339,6.287201881408691,-0.67,267
5360,0.14999999,-0.6724792,0.95613414,6.322609901428223,-0.67,268
5380,0.14999999,-0.5458456,0.9561352,6.353131532669067,-0.67,269
5400,0.14999999,-0.6708941,0.95613587,6.374109983444214,-0.67,270
5420,0.14999999,-0.90531945,0.9561361,6.394697427749634,-0.67,271
5440,0.14999999,-0.56973964,0.95613605,6.4159626960754395,-0.67,272
5460,0.14999999,-0.6682795,0.956135,6.43916654586792,-0.67,273
5480,0.14999999,-0.4296852,0.9561338,6.465342044830322,-0.67,274
5500,0.14999999,-0.41393,0.9561335,6.486048936843872,-0.67,275
5520,0.14999999,-0.5097944,0.9561343,6.513463258743286,-0.67,276
5540,0.14999999,-0.7275162,0.9561347,6.544589281082153,-0.67,277
5560,0.14999999,-0.6969298,0.95613414,6.580212116241455,-0.67,278
5580,0.14999999,-0.5889328,0.9561351,6.613503694534302,-0.67,279
5600,0.14999999,-0.5686712,0.9561347,6.646422624588013,-0.67,280
5620,0.14999999,-0.5549,0.95613503,6.686341285705566,-0.67,281
5640,0.14999999,-0.570077,0.956135,6.7161455154418945,-0.67,282
5660,0.14999999,-0.7090725,0.9561346,6.736468553543091,-0.67,283
5680,0.14999999,-0.4831468,0.95613444,6.761934995651245,-0.67,284
5700,0.14999999,-0.5082169,0.9561335,6.785628318786621,-0.67,285
5720,0.14999999,-0.86089337,0.95613426,6.81059193611145,-0.67,286
5740,0.14999999,-0.59451866,0.9561347,6.836101770401001,-0.67,287
5760,0.14999999,-0.6885137,0.95613414,6.861166954040527,-0.67,288
5780,0.14999999,-0.7509533,0.95613366,6.906495571136475,-0.67,289
5800,0.14999999,-0.7973112,0.9561343,6.934421062469482,-0.67,290
5820,0.14999999,-0.71156573,0.9561344,6.9623143672943115,-0.67,291
5840,0.14999999,-0.86244774,0.95613414,6.998793840408325,-0.67,292
5860,0.14999999,-0.66687375,0.9561337,7.027354001998901,-0.67,293
5880,0.14999999,-0.5122514,0.9561344,7.046327352523804,-0.67,294
5900,0.14999999,-0.8592042,0.9561356,7.067969083786011,-0.67,295
5920,0.14999999,-0.8268099,0.95613605,7.089812278747559,-0.67,296
5940,0.14999999,-0.7318627,0.95613647,7.107353448867798,-0.67,297
5960,0.14999999,-0.5513702,0.9561363,7.127901077270508,-0.67,298
5980,0.14999999,-0.86314195,0.9561372,7.1517250537872314,-0.67,299
6000,0.14999999,-0.6064094,0.9561369,7.177676439285278,-0.67,300
6020,0.14999999,-0.6132351,0.9561374,7.200719594955444,-0.67,301
6040,0.14999999,-0.3880746,0.9561381,7.220366954803467,-0.67,302
6060,0.14999999,-0.59206223,0.9561387,7.240640640258789,-0.67,303
6080,0.14999999,-0.6252176,0.95613974,7.2630369663238525,-0.67,304
6100,0.14999999,-0.5577105,0.95614016,7.2849037647247314,-0.67,305
6120,0.14999999,-0.64009523,0.95614004,7.301784515380859,-0.67,306
6140,0.14999999,-0.5796396,0.9561404,7.326869010925293,-0.67,307
6160,0.14999999,-0.62326354,0.9561399,7.349352836608887,-0.67,308
6180,0.14999999,-0.4607998,0.95614004,7.368378639221191,-0.67,309
6200,0.14999999,-0.8314403,0.95613974,7.3844428062438965,-0.67,310
6220,0.14999999,-0.7726766,0.95613986,7.4094321727752686,-0.67,311
6240,0.14999999,-0.46761674,0.956139,7.429612874984741,-0.67,312
6260,0.14999999,-0.7808162,0.9561384,7.453736782073975,-0.67,313
6280,0.14999999,-0.73613876,0.9561385,7.48127007484436,-0.67,314
6300,0.14999999,-0.47532922,0.95613724,7.503122329711914,-0.67,315
6320,0.14999999,-0.7709708,0.95613694,7.5270514488220215,-0.67,316
6340,0.14999999,-0.5951911,0.9561369,7.553545713424683,-0.67,317
6360,0.14999999,-0.43350172,0.956137,7.573275327682495,-0.67,318
6380,0.14999999,-0.86281174,0.95613724,7.589081287384033,-0.67,319
6400,0.14999999,-0.9172914,0.95613736,7.616757154464722,-0.67,320
6420,0.14999999,-0.6886739,0.9561363,7.6340789794921875,-0.67,321
6440,0.14999999,-0.7639072,0.95613617,7.651520490646362,-0.67,322
6460,0.14999999,-0.7440764,0.9561356,7.673781156539917,-0.67,323
6480,0.14999999,-0.8343036,0.9561352,7.708792686462402,-0.67,324
6500,0.14999999,-0.77182126,0.95613545,7.729243278503418,-0.67,325
6520,0.14999999,-0.45243105,0.9561352,7.755962610244751,-0.67,326
6540,0.14999999,-0.7735307,0.9561347,7.789270401000977,-0.67,327
6560,0.14999999,-0.7821153,0.9561341,7.814528703689575,-0.67,328
6580,0.14999999,-0.98796314,0.9561341,7.835542678833008,-0.67,329
6600,0.14999999,-0.6728624,0.956133,7.8577721118927,-0.67,330
6620,0.14999999,-0.5743855,0.9561327,7.883652925491333,-0.67,331
6640,0.14999999,-0.68553567,0.95613337,7.904783248901367,-0.67,332
6660,0.14999999,-0.6887688,0.9561331,7.941390514373779,-0.67,333
6680,0.14999999,-0.53320396,0.95613325,7.988901853561401,-0.67,334
6700,0.14999999,-0.70538133,0.9561321,8.024105548858643,-0.67,335
6720,0.14999999,-0.53861344,0.95613235,8.0704345703125,-0.67,336
6740,0.14999999,-0.7270962,0.9561311,8.093297719955444,-0.67,337
6760,0.14999999,-0.8332247,0.9561313,8.115809440612793,-0.67,338
6780,0.14999999,-0.5277866,0.95613104,8.133821487426758,-0.67,339
6800,0.14999999,-0.52538913,0.956131,8.16020679473877,-0.67,340
6820,0.14999999,-0.4651398,0.95613176,8.190751552581787,-0.67,341
6840,0.14999999,-0.49322522,0.9561316,8.211614847183228,-0.67,342
6860,0.14999999,-0.8657671,0.9561328,8.234128952026367,-0.67,343
6880,0.14999999,-0.6242807,0.9561333,8.259369373321533,-0.67,344
6900,0.14999999,-0.5439893,0.9561334,8.276285409927368,-0.67,345
6920,0.14999999,-0.67975485,0.95613426,8.2965726852417,-0.67,346
6940,0.14999999,-0.76569337,0.95613456,8.315582036972046,-0.67,347
6960,0.14999999,-0.75891906,0.9561347,8.343225955963135,-0.67,348
6980,0.14999999,-0.6399524,0.95613515,8.368740797042847,-0.67,349
7000,0.14999999,-0.5388701,0.95613545,8.386154651641846,-0.67,350
7020,0.14999999,-0.42815518,0.9561356,8.419838428497314,-0.67,351
7040,0.14999999,-0.68194026,0.9561348,8.459598779678345,-0.67,352
7060,0.14999999,-0.70509905,0.9561351,8.50760006904602,-0.67,353
7080,0.14999999,-0.3674941,0.95613503,8.544168472290039,-0.67,354
7100,0.14999999,-1.0550382,0.9561363,8.582087755203247,-0.67,355
7120,0.14999999,-0.5152318,0.9561351,8.597761631011963,-0.67,356
7140,0.14999999,-0.92508626,0.9561352,8.624498128890991,-0.67,357
7160,0.14999999,-0.50624764,0.9561353,8.644760608673096,-0.67,358
7180,0.14999999,-1.0677651,0.9561358,8.663057088851929,-0.67,359
7200,0.14999999,-0.6578529,0.95613605,8.685047149658203,-0.67,360
7220,0.14999999,-0.77844965,0.95613533,8.703981876373291,-0.67,361
7240,0.14999999,-0.709188,0.9561353,8.727194786071777,-0.67,362
7260,0.14999999,-0.76474404,0.95613545,8.747959852218628,-0.67,363
7280,0.14999999,-0.63917226,0.95613587,8.775811433792114,-0.67,364
7300,0.14999999,-0.57322776,0.9561348,8.801747560501099,-0.67,365
7320,0.14999999,-0.4825632,0.956135,8.831440210342407,-0.67,366
7340,0.14999999,-0.64673924,0.9561341,8.852309465408325,-0.67,367
7360,0.14999999,-0.5457018,0.9561337,8.878066778182983,-0.67,368
7380,0.14999999,-0.85275316,0.95613426,8.897548913955688,-0.67,369
7400,0.14999999,-0.8974406,0.9561342,8.927423000335693,-0.67,370
7420,0.14999999,-0.6814719,0.95613384,8.95083999633789,-0.67,371
7440,0.14999999,-0.56431043,0.95613396,8.968698740005493,-0.67,372
7460,0.14999999,-0.42943692,0.95613354,8.993636131286621,-0.67,373
7480,0.14999999,-0.61217725,0.9561339,9.01477313041687,-0.67,374
