LQGsigma_higher,TimeElapsed,Iteration,LQGmu1_actor,ReturnMean,TimestepsSoFar,LQGmu1_higher
0.14999999,13.0287024974823,376,-0.5989604,0.9561242,7520,-0.72
0.14999999,13.057740449905396,377,-0.79850876,0.95612496,7540,-0.72
0.14999999,13.102927446365356,378,-0.6980101,0.9561249,7560,-0.72
0.14999999,13.142204284667969,379,-1.0976971,0.9561246,7580,-0.72
0.14999999,13.173760414123535,380,-0.6428865,0.95612407,7600,-0.72
0.14999999,13.223614692687988,381,-0.85515535,0.95612395,7620,-0.72
0.14999999,13.265210390090942,382,-0.81593215,0.95612293,7640,-0.72
0.14999999,13.292307376861572,383,-0.15147442,0.9561236,7660,-0.72
0.14999999,13.321489810943604,384,-0.8525355,0.9561226,7680,-0.72
0.14999999,13.358398675918579,385,-0.5476486,0.9561229,7700,-0.72
0.14999999,13.394251823425293,386,-0.8372063,0.95612204,7720,-0.72
0.14999999,13.42841100692749,387,-0.7541085,0.9561223,7740,-0.72
0.14999999,13.462072849273682,388,-0.90857357,0.95612246,7760,-0.72
0.14999999,13.503755807876587,389,-0.69045806,0.95612186,7780,-0.72
0.14999999,13.540549516677856,390,-0.7338004,0.9561218,7800,-0.72
0.14999999,13.60251784324646,391,-0.80622315,0.95612156,7820,-0.72
0.14999999,13.640468835830688,392,-0.711981,0.9561219,7840,-0.72
0.14999999,13.679571866989136,393,-0.7650747,0.9561224,7860,-0.72
0.14999999,13.711609601974487,394,-0.60181105,0.956123,7880,-0.72
0.14999999,13.748864650726318,395,-0.61393154,0.9561231,7900,-0.72
0.14999999,13.784820795059204,396,-0.6137986,0.9561228,7920,-0.72
0.14999999,13.815600633621216,397,-0.69105947,0.95612323,7940,-0.72
0.14999999,13.844960927963257,398,-0.8442817,0.9561238,7960,-0.72
0.14999999,13.870814085006714,399,-0.55516475,0.95612365,7980,-0.72
0.14999999,13.895772457122803,400,-0.53132206,0.95612425,8000,-0.72
0.14999999,13.92184567451477,401,-0.8013411,0.95612377,8020,-0.72
0.14999999,13.963378190994263,402,-0.71738327,0.9561237,8040,-0.72
0.14999999,14.017746448516846,403,-0.6307049,0.95612377,8060,-0.72
0.14999999,14.065107345581055,404,-0.681634,0.9561242,8080,-0.72
0.14999999,14.110218286514282,405,-0.6422892,0.9561237,8100,-0.72
0.14999999,14.165130376815796,406,-0.79903376,0.95612377,8120,-0.72
0.14999999,14.207159757614136,407,-0.52841157,0.95612365,8140,-0.72
0.14999999,14.25885558128357,408,-0.35052925,0.95612425,8160,-0.72
0.14999999,14.321455001831055,409,-0.71453756,0.9561232,8180,-0.72
0.14999999,14.384868383407593,410,-0.7680976,0.9561229,8200,-0.72
0.14999999,14.417083263397217,411,-0.49375787,0.9561227,8220,-0.72
0.14999999,14.448198556900024,412,-0.56242716,0.95612335,8240,-0.72
0.14999999,14.478727579116821,413,-0.6461958,0.95612407,8260,-0.72
0.14999999,14.515962839126587,414,-1.0486068,0.956124,8280,-0.72
0.14999999,14.553788661956787,415,-0.78779745,0.95612365,8300,-0.72
0.14999999,14.583608865737915,416,-0.7131147,0.956124,8320,-0.72
0.14999999,14.612871646881104,417,-0.66046894,0.9561242,8340,-0.72
0.14999999,14.640563249588013,418,-0.77948654,0.9561245,8360,-0.72
0.14999999,14.669214010238647,419,-0.86612517,0.95612466,8380,-0.72
0.14999999,14.716902732849121,420,-0.6224504,0.95612407,8400,-0.72
0.14999999,14.757936477661133,421,-0.58677924,0.95612437,8420,-0.72
0.14999999,14.799301624298096,422,-0.65923077,0.9561246,8440,-0.72
0.14999999,14.832814455032349,423,-0.84229505,0.95612425,8460,-0.72
0.14999999,14.88437533378601,424,-0.43567705,0.9561238,8480,-0.72
0.14999999,14.927537202835083,425,-0.83901566,0.9561242,8500,-0.72
0.14999999,14.97112226486206,426,-0.7188872,0.95612377,8520,-0.72
0.14999999,15.005058526992798,427,-1.0639596,0.9561244,8540,-0.72
0.14999999,15.036494255065918,428,-0.39060092,0.9561244,8560,-0.72
0.14999999,15.063858032226562,429,-0.61721027,0.95612514,8580,-0.72
0.14999999,15.103710412979126,430,-0.6883981,0.9561257,8600,-0.72
0.14999999,15.135710000991821,431,-0.7546499,0.9561254,8620,-0.72
0.14999999,15.165008306503296,432,-0.7067658,0.9561256,8640,-0.72
0.14999999,15.194152116775513,433,-0.71951663,0.9561254,8660,-0.72
0.14999999,15.222735166549683,434,-0.6946107,0.95612526,8680,-0.72
0.14999999,15.251399278640747,435,-0.6014073,0.9561258,8700,-0.72
0.14999999,15.28495717048645,436,-0.9783093,0.9561258,8720,-0.72
0.14999999,15.32095193862915,437,-0.8616681,0.9561256,8740,-0.72
0.14999999,15.351703882217407,438,-0.6109446,0.95612603,8760,-0.72
0.14999999,15.383434772491455,439,-0.6985461,0.9561267,8780,-0.72
0.14999999,15.405547380447388,440,-0.61369014,0.9561268,8800,-0.72
0.14999999,15.426547288894653,441,-0.71823627,0.9561272,8820,-0.72
0.14999999,15.453553915023804,442,-0.8389036,0.9561272,8840,-0.72
0.14999999,15.489619731903076,443,-0.5401467,0.95612717,8860,-0.72
0.14999999,15.51999568939209,444,-0.87450385,0.95612735,8880,-0.72
0.14999999,15.576014518737793,445,-0.8506082,0.9561272,8900,-0.72
0.14999999,15.615894556045532,446,-0.48698995,0.956127,8920,-0.72
0.14999999,15.662917375564575,447,-0.8334094,0.95612746,8940,-0.72
0.14999999,15.695064783096313,448,-0.80090034,0.9561278,8960,-0.72
0.14999999,15.730760335922241,449,-0.43940115,0.9561274,8980,-0.72
0.14999999,15.771323919296265,450,-1.1486305,0.95612764,9000,-0.72
0.14999999,15.815593957901001,451,-0.6280521,0.9561259,9020,-0.72
0.14999999,15.856548547744751,452,-1.0476884,0.9561258,9040,-0.72
0.14999999,15.895272731781006,453,-0.46600643,0.95612466,9060,-0.72
0.14999999,15.934212446212769,454,-0.6731889,0.95612395,9080,-0.72
0.14999999,15.979615211486816,455,-0.9277693,0.9561239,9100,-0.72
0.14999999,16.017691612243652,456,-0.86749786,0.95612377,9120,-0.72
0.14999999,16.05333638191223,457,-0.67734146,0.9561237,9140,-0.72
0.14999999,16.089625120162964,458,-0.8898976,0.95612377,9160,-0.72
0.14999999,16.125702619552612,459,-0.6086929,0.9561238,9180,-0.72
0.14999999,16.158849239349365,460,-0.8266198,0.9561235,9200,-0.72
0.14999999,16.197859525680542,461,-0.64528906,0.95612353,9220,-0.72
0.14999999,16.2295241355896,462,-0.73311627,0.95612353,9240,-0.72
0.14999999,16.272862434387207,463,-0.8847747,0.95612335,9260,-0.72
0.14999999,16.323588848114014,464,-1.0431112,0.9561237,9280,-0.72
0.14999999,16.366455554962158,465,-0.82505655,0.9561234,9300,-0.72
0.14999999,16.416629552841187,466,-0.37145346,0.956123,9320,-0.72
0.14999999,16.45422053337097,467,-0.5508082,0.9561233,9340,-0.72
0.14999999,16.50041151046753,468,-0.527446,0.95612335,9360,-0.72
0.14999999,16.5334210395813,469,-0.64817894,0.95612377,9380,-0.72
0.14999999,16.566231727600098,470,-0.64539194,0.956124,9400,-0.72
0.14999999,16.605529069900513,471,-0.7662474,0.95612425,9420,-0.72
0.14999999,16.643126487731934,472,-1.0705202,0.95612425,9440,-0.72
0.14999999,16.692058563232422,473,-0.68730843,0.9561238,9460,-0.72
0.14999999,16.73660635948181,474,-0.62553203,0.95612425,9480,-0.72
0.14999999,16.78881597518921,475,-0.6260378,0.9561242,9500,-0.72
0.14999999,16.82285976409912,476,-0.9157413,0.95612466,9520,-0.72
0.14999999,16.862831830978394,477,-0.76476717,0.95612353,9540,-0.72
0.14999999,16.902059078216553,478,-0.50438076,0.9561235,9560,-0.72
0.14999999,16.94173550605774,479,-0.7327843,0.9561229,9580,-0.72
0.14999999,16.97452211380005,480,-0.58264565,0.95612305,9600,-0.72
0.14999999,17.01154327392578,481,-0.6117566,0.9561235,9620,-0.72
0.14999999,17.044650077819824,482,-0.77010417,0.9561238,9640,-0.72
0.14999999,17.07347798347473,483,-0.9175856,0.956124,9660,-0.72
0.14999999,17.10201668739319,484,-0.84919393,0.9561238,9680,-0.72
0.14999999,17.132096529006958,485,-0.6300955,0.95612395,9700,-0.72
0.14999999,17.16070055961609,486,-1.0301887,0.9561241,9720,-0.72
0.14999999,17.18995690345764,487,-0.9615916,0.9561235,9740,-0.72
0.14999999,17.218168020248413,488,-0.8463013,0.9561229,9760,-0.72
0.14999999,17.24826669692993,489,-0.60962,0.95612246,9780,-0.72
0.14999999,17.27734065055847,490,-0.71639585,0.95612293,9800,-0.72
0.14999999,17.30567741394043,491,-0.6416162,0.9561232,9820,-0.72
0.14999999,17.336273431777954,492,-0.6340314,0.95612365,9840,-0.72
0.14999999,17.365413188934326,493,-0.7594702,0.9561232,9860,-0.72
0.14999999,17.39579749107361,494,-0.82785994,0.9561225,9880,-0.72
0.14999999,17.4254891872406,495,-0.64129686,0.9561224,9900,-0.72
0.14999999,17.455047130584717,496,-0.9533348,0.95612174,9920,-0.72
0.14999999,17.48571467399597,497,-0.56660765,0.9561216,9940,-0.72
0.14999999,17.514955043792725,498,-0.6823786,0.95612174,9960,-0.72
0.14999999,17.54563331604004,499,-0.77066493,0.956122,9980,-0.72
0.14999999,17.575423002243042,500,-0.7750982,0.95612204,10000,-0.72
0.14999999,17.60423254966736,501,-0.6242974,0.9561223,10020,-0.72
0.14999999,17.63540005683899,502,-0.65179765,0.9561222,10040,-0.72
0.14999999,17.66463327407837,503,-0.94791716,0.95612276,10060,-0.72
0.14999999,17.698349952697754,504,-0.65847427,0.9561226,10080,-0.72
0.14999999,17.728088855743408,505,-0.2510753,0.95612276,10100,-0.72
0.14999999,17.762855291366577,506,-0.9079733,0.9561215,10120,-0.72
0.14999999,17.812893867492676,507,-1.0144697,0.9561215,10140,-0.72
0.14999999,17.84408164024353,508,-1.0323206,0.95612186,10160,-0.72
0.14999999,17.874608755111694,509,-0.747887,0.9561209,10180,-0.72
0.14999999,17.905296802520752,510,-0.9767048,0.9561203,10200,-0.72
0.14999999,17.93708872795105,511,-0.6895212,0.9561205,10220,-0.72
0.14999999,17.96753692626953,512,-0.5275121,0.95612055,10240,-0.72
0.14999999,17.997894048690796,513,-0.5715754,0.9561195,10260,-0.72
0.14999999,18.028529405593872,514,-0.90877783,0.95611995,10280,-0.72
0.14999999,18.06049633026123,515,-0.709606,0.95611995,10300,-0.72
0.14999999,18.090424299240112,516,-0.56189233,0.95611966,10320,-0.72
0.14999999,18.12983798980713,517,-0.6827954,0.9561196,10340,-0.72
0.14999999,18.16595983505249,518,-0.53372896,0.9561202,10360,-0.72
0.14999999,18.195862293243408,519,-0.5884739,0.9561209,10380,-0.72
0.14999999,18.224310636520386,520,-1.0042431,0.9561214,10400,-0.72
0.14999999,18.253340244293213,521,-0.65969485,0.95612144,10420,-0.72
0.14999999,18.287601470947266,522,-0.6836814,0.9561217,10440,-0.72
0.14999999,18.318012714385986,523,-0.4906369,0.9561217,10460,-0.72
0.14999999,18.34785747528076,524,-0.66995543,0.9561218,10480,-0.72
0.14999999,18.378650665283203,525,-0.7887882,0.9561221,10500,-0.72
0.14999999,18.41007137298584,526,-0.86066866,0.95612186,10520,-0.72
0.14999999,18.440587997436523,527,-0.8122674,0.9561214,10540,-0.72
0.14999999,18.470783472061157,528,-0.53687334,0.95612174,10560,-0.72
0.14999999,18.501895904541016,529,-0.7743857,0.95612174,10580,-0.72
0.14999999,18.53361463546753,530,-0.8396064,0.9561219,10600,-0.72
0.14999999,18.562753200531006,531,-0.7485463,0.9561215,10620,-0.72
0.14999999,18.59511423110962,532,-0.77344537,0.9561213,10640,-0.72
0.14999999,18.63113236427307,533,-0.69804525,0.95612115,10660,-0.72
0.14999999,18.664971113204956,534,-0.59491706,0.9561208,10680,-0.72
0.14999999,18.706345796585083,535,-0.6145026,0.9561207,10700,-0.72
0.14999999,18.744463682174683,536,-0.75540084,0.95612025,10720,-0.72
0.14999999,18.775535106658936,537,-0.7477602,0.9561195,10740,-0.72
0.14999999,18.816526412963867,538,-0.5820408,0.9561196,10760,-0.72
0.14999999,18.84452247619629,539,-0.7863562,0.9561199,10780,-0.72
0.14999999,18.875091791152954,540,-0.40784767,0.95612,10800,-0.72
0.14999999,18.905488967895508,541,-0.799403,0.9561194,10820,-0.72
0.14999999,18.942206621170044,542,-0.75832367,0.9561189,10840,-0.72
0.14999999,18.972198247909546,543,-0.476646,0.956119,10860,-0.72
0.14999999,19.015077352523804,544,-0.7958588,0.9561193,10880,-0.72
0.14999999,19.054258346557617,545,-0.45803845,0.9561194,10900,-0.72
0.14999999,19.093513250350952,546,-0.6066421,0.95611864,10920,-0.72
0.14999999,19.12934184074402,547,-0.44648385,0.9561184,10940,-0.72
0.14999999,19.161710023880005,548,-0.696224,0.9561184,10960,-0.72
0.14999999,19.19627809524536,549,-0.58033425,0.9561183,10980,-0.72
0.14999999,19.225985288619995,550,-0.86700153,0.9561188,11000,-0.72
0.14999999,19.25517725944519,551,-0.94807774,0.95611894,11020,-0.72
0.14999999,19.286678075790405,552,-0.79561794,0.95611906,11040,-0.72
0.14999999,19.319783687591553,553,-0.6354667,0.9561188,11060,-0.72
0.14999999,19.356383562088013,554,-0.6801729,0.95611924,11080,-0.72
0.14999999,19.388068675994873,555,-0.6375647,0.95611894,11100,-0.72
0.14999999,19.419140338897705,556,-0.49076933,0.95611924,11120,-0.72
0.14999999,19.459861755371094,557,-0.6047112,0.95611954,11140,-0.72
0.14999999,19.491695404052734,558,-0.5463586,0.9561194,11160,-0.72
0.14999999,19.523303747177124,559,-0.8022558,0.9561194,11180,-0.72
0.14999999,19.557823419570923,560,-0.63840216,0.95611924,11200,-0.72
0.14999999,19.596205472946167,561,-0.40087342,0.9561193,11220,-0.72
0.14999999,19.651414394378662,562,-0.55597156,0.95611984,11240,-0.72
0.14999999,19.723931074142456,563,-0.57044923,0.95612025,11260,-0.72
0.14999999,19.76679801940918,564,-0.25837475,0.9561206,11280,-0.72
0.14999999,19.80884885787964,565,-0.75187427,0.9561206,11300,-0.72
0.14999999,19.853089094161987,566,-0.57270026,0.9561205,11320,-0.72
0.14999999,19.899556398391724,567,-0.950472,0.9561209,11340,-0.72
0.14999999,19.92937731742859,568,-0.65547496,0.95612043,11360,-0.72
0.14999999,19.968044757843018,569,-0.71015024,0.9561208,11380,-0.72
0.14999999,20.0012526512146,570,-0.88954705,0.95612067,11400,-0.72
0.14999999,20.032827854156494,571,-0.63748646,0.9561206,11420,-0.72
0.14999999,20.064117431640625,572,-0.8695691,0.95612085,11440,-0.72
0.14999999,20.104516983032227,573,-0.75501007,0.95612097,11460,-0.72
0.14999999,20.154026985168457,574,-0.7803278,0.95612127,11480,-0.72
0.14999999,20.187233686447144,575,-0.1897425,0.95612115,11500,-0.72
0.14999999,20.217106819152832,576,-0.6184713,0.9561204,11520,-0.72
0.14999999,20.246264934539795,577,-0.26118135,0.9561194,11540,-0.72
0.14999999,20.277862787246704,578,-0.78770006,0.9561197,11560,-0.72
0.14999999,20.317058563232422,579,-0.7498174,0.95611984,11580,-0.72
0.14999999,20.347971200942993,580,-1.0699654,0.95612013,11600,-0.72
0.14999999,20.37800884246826,581,-0.7379613,0.9561192,11620,-0.72
0.14999999,20.407939910888672,582,-0.74573886,0.9561195,11640,-0.72
0.14999999,20.438580751419067,583,-0.7245637,0.9561199,11660,-0.72
0.14999999,20.474181175231934,584,-0.6108459,0.95611906,11680,-0.72
0.14999999,20.506903886795044,585,-0.8662951,0.9561181,11700,-0.72
0.14999999,20.537774324417114,586,-0.5673041,0.956118,11720,-0.72
0.14999999,20.56812858581543,587,-0.81069726,0.9561181,11740,-0.72
0.14999999,20.59981656074524,588,-0.564504,0.9561182,11760,-0.72
0.14999999,20.631829261779785,589,-0.81312436,0.9561181,11780,-0.72
0.14999999,20.66107487678528,590,-0.5613861,0.9561181,11800,-0.72
0.14999999,20.691331386566162,591,-0.78792286,0.9561181,11820,-0.72
0.14999999,20.721380710601807,592,-0.9142782,0.95611787,11840,-0.72
0.14999999,20.750133752822876,593,-0.8957054,0.9561181,11860,-0.72
0.14999999,20.780646800994873,594,-0.62662303,0.95611817,11880,-0.72
0.14999999,20.810298204421997,595,-0.78413516,0.9561187,11900,-0.72
0.14999999,20.838984966278076,596,-0.6814771,0.9561187,11920,-0.72
0.14999999,20.869256496429443,597,-0.53884995,0.95611846,11940,-0.72
0.14999999,20.901636838912964,598,-0.77785486,0.95611876,11960,-0.72
0.14999999,20.93154001235962,599,-0.5964256,0.9561187,11980,-0.72
0.14999999,20.962398052215576,600,-0.6686291,0.956119,12000,-0.72
0.14999999,20.996005535125732,601,-1.0252872,0.956119,12020,-0.72
0.14999999,21.028895616531372,602,-0.91384244,0.95611835,12040,-0.72
0.14999999,21.059624671936035,603,-0.75167173,0.95611787,12060,-0.72
0.14999999,21.09148120880127,604,-0.6459957,0.95611775,12080,-0.72
0.14999999,21.124051570892334,605,-0.81332296,0.95611763,12100,-0.72
0.14999999,21.154860019683838,606,-0.75930697,0.95611715,12120,-0.72
0.14999999,21.18535566329956,607,-1.1283967,0.9561169,12140,-0.72
0.14999999,21.216673851013184,608,-0.8502316,0.9561165,12160,-0.72
0.14999999,21.249815940856934,609,-0.55614173,0.9561163,12180,-0.72
0.14999999,21.281970977783203,610,-0.8099181,0.9561153,12200,-0.72
0.14999999,21.31493306159973,611,-0.82723254,0.95611525,12220,-0.72
0.14999999,21.3504421710968,612,-0.63017035,0.95611495,12240,-0.72
0.14999999,21.384000778198242,613,-0.67849165,0.9561148,12260,-0.72
0.14999999,21.42712950706482,614,-0.60991925,0.95611495,12280,-0.72
0.14999999,21.46322226524353,615,-0.93678623,0.9561154,12300,-0.72
0.14999999,21.501185417175293,616,-0.5525224,0.9561153,12320,-0.72
0.14999999,21.535837650299072,617,-0.7063617,0.95611525,12340,-0.72
0.14999999,21.56996202468872,618,-1.1966019,0.9561151,12360,-0.72
0.14999999,21.609453916549683,619,-0.7011766,0.95611435,12380,-0.72
0.14999999,21.64941668510437,620,-0.8254007,0.95611376,12400,-0.72
0.14999999,21.68602442741394,621,-0.63141125,0.95611405,12420,-0.72
0.14999999,21.718694925308228,622,-0.49965867,0.9561142,12440,-0.72
0.14999999,21.75196671485901,623,-0.7041057,0.9561145,12460,-0.72
0.14999999,21.785914421081543,624,-0.660114,0.95611453,12480,-0.72
0.14999999,21.838621377944946,625,-0.6913668,0.95611465,12500,-0.72
0.14999999,21.876668453216553,626,-0.6856521,0.9561148,12520,-0.72
0.14999999,21.937458515167236,627,-0.9903804,0.95611465,12540,-0.72
0.14999999,21.98611354827881,628,-0.7639631,0.95611477,12560,-0.72
0.14999999,22.034401893615723,629,-0.68215215,0.9561145,12580,-0.72
0.14999999,22.076892852783203,630,-0.5910989,0.95611495,12600,-0.72
0.14999999,22.13825273513794,631,-0.68549734,0.95611525,12620,-0.72
0.14999999,22.18500018119812,632,-0.76577693,0.95611554,12640,-0.72
0.14999999,22.2541401386261,633,-0.6789448,0.9561159,12660,-0.72
0.14999999,22.318759441375732,634,-0.5641254,0.9561165,12680,-0.72
0.14999999,22.39018154144287,635,-0.6981536,0.9561168,12700,-0.72
0.14999999,22.432339191436768,636,-0.7165174,0.95611686,12720,-0.72
0.14999999,22.468341827392578,637,-0.7746033,0.9561171,12740,-0.72
0.14999999,22.50065302848816,638,-0.6547029,0.95611715,12760,-0.72
0.14999999,22.53241801261902,639,-0.6501595,0.95611733,12780,-0.72
0.14999999,22.565500497817993,640,-0.6033602,0.95611745,12800,-0.72
0.14999999,22.597228527069092,641,-0.70867527,0.9561175,12820,-0.72
0.14999999,22.630801916122437,642,-0.61111224,0.9561179,12840,-0.72
0.14999999,22.662040948867798,643,-0.65166605,0.956118,12860,-0.72
0.14999999,22.69460654258728,644,-0.8388789,0.95611733,12880,-0.72
0.14999999,22.727604389190674,645,-0.7620889,0.95611703,12900,-0.72
0.14999999,22.761605978012085,646,-1.0369076,0.9561167,12920,-0.72
0.14999999,22.79737615585327,647,-0.7052616,0.956116,12940,-0.72
0.14999999,22.83210301399231,648,-0.5913643,0.9561157,12960,-0.72
0.14999999,22.865645170211792,649,-0.70675945,0.95611584,12980,-0.72
0.14999999,22.897375345230103,650,-0.6637331,0.9561159,13000,-0.72
0.14999999,22.934409618377686,651,-0.5065651,0.956116,13020,-0.72
0.14999999,22.968244791030884,652,-0.54346216,0.9561162,13040,-0.72
0.14999999,23.000868558883667,653,-0.6308037,0.956116,13060,-0.72
0.14999999,23.054608821868896,654,-0.6022593,0.9561161,13080,-0.72
0.14999999,23.096484422683716,655,-0.8689822,0.9561164,13100,-0.72
0.14999999,23.129714965820312,656,-0.6600349,0.95611626,13120,-0.72
0.14999999,23.165838956832886,657,-0.9077467,0.9561161,13140,-0.72
0.14999999,23.195669174194336,658,-0.74802524,0.9561159,13160,-0.72
0.14999999,23.237998962402344,659,-0.7562498,0.95611584,13180,-0.72
0.14999999,23.282753467559814,660,-0.6615213,0.95611626,13200,-0.72
0.14999999,23.31295108795166,661,-0.8018266,0.95611644,13220,-0.72
0.14999999,23.343902587890625,662,-0.6168737,0.95611644,13240,-0.72
0.14999999,23.375728130340576,663,-0.49773273,0.9561169,13260,-0.72
0.14999999,23.403809785842896,664,-0.48402932,0.95611656,13280,-0.72
0.14999999,23.430561304092407,665,-0.82303417,0.95611674,13300,-0.72
0.14999999,23.461345434188843,666,-0.6244,0.9561166,13320,-0.72
0.14999999,23.493975162506104,667,-0.6131007,0.956117,13340,-0.72
0.14999999,23.52473521232605,668,-0.7553681,0.9561173,13360,-0.72
0.14999999,23.556429624557495,669,-0.38232943,0.95611715,13380,-0.72
0.14999999,23.601986408233643,670,-0.401959,0.95611745,13400,-0.72
0.14999999,23.637974739074707,671,-0.7865218,0.9561176,13420,-0.72
0.14999999,23.676126956939697,672,-0.63016343,0.95611775,13440,-0.72
0.14999999,23.710782289505005,673,-0.8571201,0.956118,13460,-0.72
0.14999999,23.741215705871582,674,-0.56942147,0.95611787,13480,-0.72
0.14999999,23.771433353424072,675,-0.8473569,0.9561182,13500,-0.72
0.14999999,23.80922269821167,676,-0.6939821,0.95611805,13520,-0.72
0.14999999,23.838351011276245,677,-0.8889441,0.956118,13540,-0.72
0.14999999,23.868757009506226,678,-0.6191729,0.95611787,13560,-0.72
0.14999999,23.89980149269104,679,-0.9616713,0.95611817,13580,-0.72
0.14999999,23.942381620407104,680,-0.7014347,0.95611817,13600,-0.72
0.14999999,23.97943902015686,681,-0.8026113,0.9561178,13620,-0.72
0.14999999,24.020004272460938,682,-0.68886805,0.95611787,13640,-0.72
0.14999999,24.070133447647095,683,-0.6466411,0.9561179,13660,-0.72
0.14999999,24.131146907806396,684,-0.71810865,0.9561184,13680,-0.72
0.14999999,24.194387912750244,685,-0.94680136,0.9561183,13700,-0.72
0.14999999,24.234519004821777,686,-0.72925,0.9561184,13720,-0.72
0.14999999,24.274067878723145,687,-0.81017077,0.9561183,13740,-0.72
0.14999999,24.30233597755432,688,-0.62243855,0.9561182,13760,-0.72
0.14999999,24.349961042404175,689,-0.7139433,0.9561183,13780,-0.72
0.14999999,24.409822463989258,690,-0.67958665,0.9561185,13800,-0.72
0.14999999,24.459564924240112,691,-0.8449666,0.9561183,13820,-0.72
0.14999999,24.506510734558105,692,-0.49429825,0.95611835,13840,-0.72
0.14999999,24.54575824737549,693,-0.6378979,0.95611864,13860,-0.72
0.14999999,24.582021713256836,694,-0.40249547,0.9561187,13880,-0.72
0.14999999,24.638840675354004,695,-0.8613516,0.9561183,13900,-0.72
0.14999999,24.671550512313843,696,-0.6550509,0.9561179,13920,-0.72
0.14999999,24.703035831451416,697,-0.3899807,0.956118,13940,-0.72
0.14999999,24.739994049072266,698,-0.6310196,0.9561181,13960,-0.72
0.14999999,24.77236819267273,699,-0.5739728,0.9561181,13980,-0.72
0.14999999,24.804646492004395,700,-0.8033934,0.95611817,14000,-0.72
0.14999999,24.835694551467896,701,-0.3078599,0.95611805,14020,-0.72
0.14999999,24.86712884902954,702,-0.60002136,0.9561166,14040,-0.72
0.14999999,24.897482872009277,703,-0.7786355,0.9561169,14060,-0.72
0.14999999,24.926947116851807,704,-0.5418187,0.95611644,14080,-0.72
0.14999999,24.96154260635376,705,-0.7326333,0.9561163,14100,-0.72
0.14999999,24.994108200073242,706,-0.70620257,0.95611644,14120,-0.72
0.14999999,25.027179718017578,707,-0.8303933,0.95611644,14140,-0.72
0.14999999,25.061190843582153,708,-0.83577037,0.9561157,14160,-0.72
0.14999999,25.09468650817871,709,-0.7533468,0.95611596,14180,-0.72
0.14999999,25.127177000045776,710,-0.7606709,0.9561161,14200,-0.72
0.14999999,25.159521341323853,711,-0.54540277,0.9561161,14220,-0.72
0.14999999,25.194302320480347,712,-0.6190826,0.95611656,14240,-0.72
0.14999999,25.22830295562744,713,-0.62867785,0.95611686,14260,-0.72
0.14999999,25.26123881340027,714,-0.6058621,0.9561167,14280,-0.72
0.14999999,25.301937341690063,715,-0.83457345,0.9561163,14300,-0.72
0.14999999,25.3445565700531,716,-0.7271719,0.9561165,14320,-0.72
0.14999999,25.379213333129883,717,-0.27825257,0.95611674,14340,-0.72
0.14999999,25.42323327064514,718,-0.43686187,0.9561171,14360,-0.72
0.14999999,25.45513606071472,719,-0.5463301,0.95611733,14380,-0.72
0.14999999,25.49392318725586,720,-0.50175035,0.9561177,14400,-0.72
0.14999999,25.534080982208252,721,-0.83178604,0.956118,14420,-0.72
0.14999999,25.592377185821533,722,-0.6613587,0.9561178,14440,-0.72
0.14999999,25.636380910873413,723,-0.7712829,0.95611775,14460,-0.72
0.14999999,25.69204092025757,724,-0.7210078,0.95611775,14480,-0.72
0.14999999,25.735315084457397,725,-0.73131377,0.95611817,14500,-0.72
0.14999999,25.779024124145508,726,-0.66062415,0.95611835,14520,-0.72
0.14999999,25.828469276428223,727,-0.44562665,0.9561186,14540,-0.72
0.14999999,25.865967750549316,728,-0.4607472,0.95611906,14560,-0.72
0.14999999,25.903315544128418,729,-0.4886285,0.9561194,14580,-0.72
0.14999999,25.935486316680908,730,-0.7417733,0.9561192,14600,-0.72
0.14999999,25.967958211898804,731,-0.95329887,0.9561191,14620,-0.72
0.14999999,26.011035680770874,732,-0.6649974,0.9561193,14640,-0.72
0.14999999,26.04291868209839,733,-0.8282737,0.95611966,14660,-0.72
0.14999999,26.075137615203857,734,-0.8064625,0.95611954,14680,-0.72
0.14999999,26.111775398254395,735,-0.73432666,0.9561197,14700,-0.72
0.14999999,26.148921012878418,736,-0.90118855,0.9561199,14720,-0.72
0.14999999,26.185371160507202,737,-0.6041047,0.95611995,14740,-0.72
0.14999999,26.217162370681763,738,-0.7599287,0.95611984,14760,-0.72
0.14999999,26.244696140289307,739,-0.48798245,0.9561194,14780,-0.72
0.14999999,26.282712936401367,740,-0.70298535,0.95611966,14800,-0.72
0.14999999,26.320544481277466,741,-0.84321195,0.9561201,14820,-0.72
0.14999999,26.35349440574646,742,-0.6274347,0.95612,14840,-0.72
0.14999999,26.38621711730957,743,-0.7824365,0.9561201,14860,-0.72
0.14999999,26.418495893478394,744,-0.70324135,0.95611984,14880,-0.72
0.14999999,26.450571298599243,745,-0.60463756,0.95612013,14900,-0.72
0.14999999,26.48328995704651,746,-0.6076554,0.9561205,14920,-0.72
0.14999999,26.506848573684692,747,-0.8496096,0.95612055,14940,-0.72
0.14999999,26.558379650115967,748,-0.37457386,0.95612055,14960,-0.72
0.14999999,26.605224609375,749,-0.531422,0.95611924,14980,-0.72
0.14999999,26.636803150177002,750,-0.6132843,0.95611924,15000,-0.72
0.14999999,26.66790771484375,751,-0.7643533,0.95611906,15020,-0.72
0.14999999,26.699567556381226,752,-1.1247027,0.9561188,15040,-0.72
