LQGsigma_higher,TimeElapsed,Iteration,LQGmu1_actor,ReturnMean,TimestepsSoFar,LQGmu1_higher
0.14999999,4.647477149963379,134,-0.638758,0.95614374,2680,-0.72
0.14999999,4.685798406600952,135,-0.81971896,0.9561452,2700,-0.72
0.14999999,4.739968776702881,136,-0.6949753,0.9561459,2720,-0.72
0.14999999,4.781703472137451,137,-0.6758416,0.9561458,2740,-0.72
0.14999999,4.833325386047363,138,-0.6391639,0.9561465,2760,-0.72
0.14999999,4.87040901184082,139,-0.5160228,0.956147,2780,-0.72
0.14999999,4.91022253036499,140,-0.61038786,0.95614785,2800,-0.72
0.14999999,4.948475122451782,141,-0.87594235,0.9561482,2820,-0.72
0.14999999,4.9929420948028564,142,-0.4586223,0.95614904,2840,-0.72
0.14999999,5.037124156951904,143,-0.66035295,0.9561511,2860,-0.72
0.14999999,5.077937364578247,144,-0.59071004,0.9561503,2880,-0.72
0.14999999,5.13995099067688,145,-0.7288601,0.95614856,2900,-0.72
0.14999999,5.190746068954468,146,-0.78260845,0.95614916,2920,-0.72
0.14999999,5.235594272613525,147,-0.7740358,0.9561505,2940,-0.72
0.14999999,5.2805328369140625,148,-0.9042181,0.956151,2960,-0.72
0.14999999,5.324050664901733,149,-0.665865,0.95615166,2980,-0.72
0.14999999,5.3561177253723145,150,-0.74404895,0.9561511,3000,-0.72
0.14999999,5.391120195388794,151,-0.9249393,0.9561521,3020,-0.72
0.14999999,5.412992477416992,152,-0.81850094,0.95615184,3040,-0.72
0.14999999,5.4405198097229,153,-0.820081,0.956151,3060,-0.72
0.14999999,5.467469692230225,154,-0.79383075,0.9561502,3080,-0.72
0.14999999,5.496490716934204,155,-0.92874813,0.9561488,3100,-0.72
0.14999999,5.524433374404907,156,-0.4829564,0.95614576,3120,-0.72
0.14999999,5.547843933105469,157,-0.512866,0.9561441,3140,-0.72
0.14999999,5.572679281234741,158,-0.3994438,0.95614517,3160,-0.72
0.14999999,5.59464693069458,159,-0.98359346,0.9561451,3180,-0.72
0.14999999,5.627419948577881,160,-0.72706616,0.9561426,3200,-0.72
0.14999999,5.6579132080078125,161,-0.80851495,0.9561419,3220,-0.72
0.14999999,5.6864914894104,162,-0.6755387,0.956141,3240,-0.72
0.14999999,5.7188873291015625,163,-0.85070884,0.95614153,3260,-0.72
0.14999999,5.7457075119018555,164,-0.8457043,0.9561403,3280,-0.72
0.14999999,5.781549453735352,165,-0.67239434,0.9561399,3300,-0.72
0.14999999,5.815278768539429,166,-0.8531383,0.9561398,3320,-0.72
0.14999999,5.855672359466553,167,-0.7070931,0.9561391,3340,-0.72
0.14999999,5.887383937835693,168,-0.6419098,0.9561395,3360,-0.72
0.14999999,5.917047739028931,169,-0.80157685,0.95613873,3380,-0.72
0.14999999,5.94811749458313,170,-0.8856351,0.9561385,3400,-0.72
0.14999999,5.9785966873168945,171,-0.60317945,0.95613927,3420,-0.72
0.14999999,6.00825572013855,172,-0.91684955,0.95613974,3440,-0.72
0.14999999,6.035680770874023,173,-0.5027351,0.95613706,3460,-0.72
0.14999999,6.065499782562256,174,-0.7787626,0.9561373,3480,-0.72
0.14999999,6.09203839302063,175,-0.58933383,0.9561378,3500,-0.72
0.14999999,6.121357440948486,176,-0.5695085,0.95613706,3520,-0.72
0.14999999,6.146238565444946,177,-0.948846,0.95613563,3540,-0.72
0.14999999,6.180535554885864,178,-0.63304645,0.9561358,3560,-0.72
0.14999999,6.2070982456207275,179,-0.6631249,0.95613396,3580,-0.72
0.14999999,6.236195802688599,180,-0.5535164,0.956134,3600,-0.72
0.14999999,6.266233921051025,181,-0.8618352,0.9561346,3620,-0.72
0.14999999,6.292857646942139,182,-0.43905073,0.9561333,3640,-0.72
0.14999999,6.323442220687866,183,-0.8238213,0.9561341,3660,-0.72
0.14999999,6.349306583404541,184,-0.6283128,0.9561329,3680,-0.72
0.14999999,6.376993894577026,185,-0.7233283,0.95613164,3700,-0.72
0.14999999,6.40591835975647,186,-0.6053208,0.95613134,3720,-0.72
0.14999999,6.434467077255249,187,-0.680105,0.95613205,3740,-0.72
0.14999999,6.46406888961792,188,-0.8878317,0.9561313,3760,-0.72
0.14999999,6.492512941360474,189,-0.6666123,0.9561312,3780,-0.72
0.14999999,6.518014907836914,190,-0.6717638,0.95613104,3800,-0.72
0.14999999,6.546741485595703,191,-0.60651875,0.9561315,3820,-0.72
0.14999999,6.579815626144409,192,-0.9080617,0.9561322,3840,-0.72
0.14999999,6.608532667160034,193,-0.71306354,0.9561305,3860,-0.72
0.14999999,6.637389183044434,194,-0.8800489,0.9561291,3880,-0.72
0.14999999,6.665776491165161,195,-0.58550674,0.9561293,3900,-0.72
0.14999999,6.695301294326782,196,-0.7057086,0.9561297,3920,-0.72
0.14999999,6.725554704666138,197,-0.5502991,0.9561302,3940,-0.72
0.14999999,6.747055292129517,198,-0.54541326,0.9561315,3960,-0.72
0.14999999,6.7976696491241455,199,-0.69587624,0.95613205,3980,-0.72
0.14999999,6.827287197113037,200,-0.54679745,0.9561317,4000,-0.72
0.14999999,6.857586622238159,201,-0.558676,0.9561304,4020,-0.72
0.14999999,6.88521146774292,202,-0.67962915,0.9561304,4040,-0.72
0.14999999,6.922129154205322,203,-0.9345532,0.9561315,4060,-0.72
0.14999999,6.950820446014404,204,-0.96571386,0.95613146,4080,-0.72
0.14999999,6.979018211364746,205,-0.68386644,0.95612884,4100,-0.72
0.14999999,7.007667303085327,206,-0.81225854,0.9561283,4120,-0.72
0.14999999,7.048994302749634,207,-0.72590137,0.9561288,4140,-0.72
0.14999999,7.0817179679870605,208,-0.6287062,0.95612913,4160,-0.72
0.14999999,7.103115081787109,209,-0.8286081,0.9561297,4180,-0.72
0.14999999,7.126904010772705,210,-0.752674,0.9561301,4200,-0.72
0.14999999,7.151747465133667,211,-0.5537883,0.9561295,4220,-0.72
0.14999999,7.183825969696045,212,-0.61288977,0.95613015,4240,-0.72
0.14999999,7.227405548095703,213,-0.559656,0.95612884,4260,-0.72
0.14999999,7.274486780166626,214,-0.7038963,0.95612943,4280,-0.72
0.14999999,7.313753366470337,215,-0.47524536,0.95612913,4300,-0.72
0.14999999,7.342942953109741,216,-0.7785114,0.95613015,4320,-0.72
0.14999999,7.367818355560303,217,-0.96223366,0.95612895,4340,-0.72
0.14999999,7.393317699432373,218,-0.5425997,0.9561287,4360,-0.72
0.14999999,7.425333499908447,219,-0.79401255,0.9561266,4380,-0.72
0.14999999,7.457761526107788,220,-0.573991,0.95612544,4400,-0.72
0.14999999,7.4863386154174805,221,-0.75260323,0.9561258,4420,-0.72
0.14999999,7.514616966247559,222,-0.72326034,0.95612645,4440,-0.72
0.14999999,7.543550968170166,223,-0.68368065,0.9561265,4460,-0.72
0.14999999,7.572697639465332,224,-0.8169419,0.9561246,4480,-0.72
0.14999999,7.601077079772949,225,-0.6366992,0.95612425,4500,-0.72
0.14999999,7.629799127578735,226,-0.72341806,0.9561255,4520,-0.72
0.14999999,7.659498453140259,227,-0.6418627,0.9561258,4540,-0.72
0.14999999,7.688848972320557,228,-0.7904539,0.9561263,4560,-0.72
0.14999999,7.717560291290283,229,-0.85517037,0.9561268,4580,-0.72
0.14999999,7.745439291000366,230,-0.80978906,0.9561262,4600,-0.72
0.14999999,7.769835472106934,231,-0.6057216,0.9561268,4620,-0.72
0.14999999,7.805829048156738,232,-0.9138116,0.95612824,4640,-0.72
0.14999999,7.8387451171875,233,-0.68420696,0.95612806,4660,-0.72
0.14999999,7.892847537994385,234,-0.61336327,0.956128,4680,-0.72
0.14999999,7.9492576122283936,235,-0.7421689,0.9561283,4700,-0.72
0.14999999,8.016300916671753,236,-0.4107202,0.9561281,4720,-0.72
0.14999999,8.053314924240112,237,-0.8843114,0.9561264,4740,-0.72
0.14999999,8.082547664642334,238,-0.768826,0.956126,4760,-0.72
0.14999999,8.117409229278564,239,-0.95996594,0.95612544,4780,-0.72
0.14999999,8.154199838638306,240,-0.7482544,0.9561251,4800,-0.72
0.14999999,8.187711954116821,241,-0.79384667,0.956126,4820,-0.72
0.14999999,8.218483924865723,242,-0.9003462,0.9561267,4840,-0.72
0.14999999,8.248895645141602,243,-0.84701735,0.9561261,4860,-0.72
0.14999999,8.279075860977173,244,-0.6333066,0.9561269,4880,-0.72
0.14999999,8.310270071029663,245,-0.7306163,0.95612705,4900,-0.72
0.14999999,8.340931177139282,246,-0.48668915,0.9561259,4920,-0.72
0.14999999,8.371668338775635,247,-0.6559056,0.95612615,4940,-0.72
0.14999999,8.400471925735474,248,-0.8217764,0.95612544,4960,-0.72
0.14999999,8.433599472045898,249,-0.70855576,0.9561255,4980,-0.72
0.14999999,8.469911813735962,250,-0.7364492,0.95612556,5000,-0.72
0.14999999,8.505436658859253,251,-0.70610976,0.956125,5020,-0.72
0.14999999,8.536867141723633,252,-0.6605146,0.95612437,5040,-0.72
0.14999999,8.566703081130981,253,-0.5987369,0.9561243,5060,-0.72
0.14999999,8.59738278388977,254,-0.6421034,0.9561251,5080,-0.72
0.14999999,8.627619981765747,255,-0.76320404,0.9561255,5100,-0.72
0.14999999,8.65758752822876,256,-0.8527491,0.956126,5120,-0.72
0.14999999,8.686107635498047,257,-0.61103743,0.95612556,5140,-0.72
0.14999999,8.723015546798706,258,-0.68985105,0.95612586,5160,-0.72
0.14999999,8.759104490280151,259,-0.7495428,0.9561249,5180,-0.72
0.14999999,8.802936315536499,260,-0.63019544,0.9561246,5200,-0.72
0.14999999,8.844677448272705,261,-0.8335797,0.9561253,5220,-0.72
0.14999999,8.891654014587402,262,-0.69987106,0.9561257,5240,-0.72
0.14999999,8.931652545928955,263,-0.78866756,0.9561263,5260,-0.72
0.14999999,8.968213319778442,264,-0.855831,0.9561257,5280,-0.72
0.14999999,9.0045907497406,265,-0.8996437,0.95612615,5300,-0.72
0.14999999,9.037688732147217,266,-0.8233365,0.95612556,5320,-0.72
0.14999999,9.067073583602905,267,-0.69295156,0.9561253,5340,-0.72
0.14999999,9.09993600845337,268,-0.7224792,0.9561255,5360,-0.72
0.14999999,9.136236667633057,269,-0.5958457,0.9561265,5380,-0.72
0.14999999,9.175017356872559,270,-0.7208941,0.95612717,5400,-0.72
0.14999999,9.209635972976685,271,-0.9553195,0.9561274,5420,-0.72
0.14999999,9.241919994354248,272,-0.61973965,0.9561274,5440,-0.72
0.14999999,9.273774147033691,273,-0.71827954,0.95612645,5460,-0.72
0.14999999,9.305173635482788,274,-0.47968522,0.9561252,5480,-0.72
0.14999999,9.338839530944824,275,-0.46393,0.956125,5500,-0.72
0.14999999,9.388529062271118,276,-0.5597944,0.9561259,5520,-0.72
0.14999999,9.42949390411377,277,-0.7775162,0.9561265,5540,-0.72
0.14999999,9.464609384536743,278,-0.7469298,0.9561258,5560,-0.72
0.14999999,9.504403352737427,279,-0.6389328,0.9561267,5580,-0.72
0.14999999,9.536813497543335,280,-0.6186713,0.9561263,5600,-0.72
0.14999999,9.570768594741821,281,-0.6049,0.9561269,5620,-0.72
0.14999999,9.605377674102783,282,-0.620077,0.95612675,5640,-0.72
0.14999999,9.638415336608887,283,-0.7590725,0.9561265,5660,-0.72
0.14999999,9.670434474945068,284,-0.5331468,0.9561263,5680,-0.72
0.14999999,9.700878858566284,285,-0.5582169,0.95612556,5700,-0.72
0.14999999,9.729312896728516,286,-0.9108934,0.9561264,5720,-0.72
0.14999999,9.753188610076904,287,-0.6445187,0.9561266,5740,-0.72
0.14999999,9.792412996292114,288,-0.7385137,0.9561262,5760,-0.72
0.14999999,9.821297883987427,289,-0.8009533,0.95612574,5780,-0.72
0.14999999,9.889312982559204,290,-0.8473112,0.9561263,5800,-0.72
0.14999999,9.937832117080688,291,-0.76156574,0.9561262,5820,-0.72
0.14999999,9.982131481170654,292,-0.9124478,0.956126,5840,-0.72
0.14999999,10.052544355392456,293,-0.71687376,0.9561253,5860,-0.72
0.14999999,10.108017444610596,294,-0.5622514,0.9561259,5880,-0.72
0.14999999,10.162235021591187,295,-0.90920424,0.9561271,5900,-0.72
0.14999999,10.222173929214478,296,-0.8768099,0.95612746,5920,-0.72
0.14999999,10.27660608291626,297,-0.78186274,0.95612776,5940,-0.72
0.14999999,10.331336259841919,298,-0.6013702,0.9561276,5960,-0.72
0.14999999,10.376904964447021,299,-0.91314197,0.95612836,5980,-0.72
0.14999999,10.412428379058838,300,-0.6564094,0.95612794,6000,-0.72
0.14999999,10.44817304611206,301,-0.6632351,0.9561284,6020,-0.72
0.14999999,10.488440752029419,302,-0.43807462,0.9561291,6040,-0.72
0.14999999,10.535056352615356,303,-0.64206225,0.9561299,6060,-0.72
0.14999999,10.574826717376709,304,-0.6752176,0.95613086,6080,-0.72
0.14999999,10.613004922866821,305,-0.6077106,0.95613134,6100,-0.72
0.14999999,10.654577255249023,306,-0.69009525,0.9561313,6120,-0.72
0.14999999,10.691339015960693,307,-0.6296396,0.95613164,6140,-0.72
0.14999999,10.73185682296753,308,-0.67326355,0.9561313,6160,-0.72
0.14999999,10.76706337928772,309,-0.5107998,0.95613134,6180,-0.72
0.14999999,10.821830034255981,310,-0.88144034,0.9561311,6200,-0.72
0.14999999,10.877512454986572,311,-0.8226766,0.95613104,6220,-0.72
0.14999999,10.924924373626709,312,-0.51761675,0.9561302,6240,-0.72
0.14999999,10.961647272109985,313,-0.8308162,0.9561298,6260,-0.72
0.14999999,11.019759893417358,314,-0.7861388,0.9561298,6280,-0.72
0.14999999,11.06721043586731,315,-0.52532923,0.9561286,6300,-0.72
0.14999999,11.118073463439941,316,-0.82097083,0.9561285,6320,-0.72
0.14999999,11.162133932113647,317,-0.64519113,0.9561281,6340,-0.72
0.14999999,11.20598316192627,318,-0.48350173,0.9561284,6360,-0.72
0.14999999,11.235312223434448,319,-0.91281176,0.95612854,6380,-0.72
0.14999999,11.265973806381226,320,-0.9672915,0.9561286,6400,-0.72
0.14999999,11.309325695037842,321,-0.7386739,0.9561272,6420,-0.72
0.14999999,11.339999198913574,322,-0.8139072,0.9561271,6440,-0.72
0.14999999,11.368866682052612,323,-0.7940763,0.9561265,6460,-0.72
0.14999999,11.3934166431427,324,-0.8843036,0.9561261,6480,-0.72
0.14999999,11.422246932983398,325,-0.8218213,0.95612633,6500,-0.72
0.14999999,11.449254512786865,326,-0.50243104,0.95612603,6520,-0.72
0.14999999,11.476436138153076,327,-0.8235308,0.9561256,6540,-0.72
0.14999999,11.501183271408081,328,-0.8321153,0.95612484,6560,-0.72
0.14999999,11.526823282241821,329,-1.0379632,0.9561249,6580,-0.72
0.14999999,11.549134254455566,330,-0.7228624,0.9561235,6600,-0.72
0.14999999,11.580602884292603,331,-0.62438554,0.9561231,6620,-0.72
0.14999999,11.608545064926147,332,-0.7355357,0.9561238,6640,-0.72
0.14999999,11.642173290252686,333,-0.7387688,0.9561236,6660,-0.72
0.14999999,11.673739194869995,334,-0.58320403,0.95612365,6680,-0.72
0.14999999,11.704921245574951,335,-0.75538135,0.95612264,6700,-0.72
0.14999999,11.732341289520264,336,-0.5886134,0.9561228,6720,-0.72
0.14999999,11.76103663444519,337,-0.7770962,0.9561218,6740,-0.72
0.14999999,11.801143884658813,338,-0.8832247,0.956122,6760,-0.72
0.14999999,11.844467163085938,339,-0.5777867,0.9561217,6780,-0.72
0.14999999,11.880542516708374,340,-0.57538915,0.9561216,6800,-0.72
0.14999999,11.918702840805054,341,-0.5151398,0.95612246,6820,-0.72
0.14999999,11.950547695159912,342,-0.5432252,0.95612234,6840,-0.72
0.14999999,12.00049090385437,343,-0.91576713,0.95612353,6860,-0.72
0.14999999,12.03945779800415,344,-0.6742807,0.95612395,6880,-0.72
0.14999999,12.08037781715393,345,-0.5939893,0.9561242,6900,-0.72
0.14999999,12.110428094863892,346,-0.72975487,0.95612496,6920,-0.72
0.14999999,12.14302134513855,347,-0.8156934,0.9561252,6940,-0.72
0.14999999,12.171072006225586,348,-0.8089191,0.9561254,6960,-0.72
0.14999999,12.19900131225586,349,-0.68995243,0.9561257,6980,-0.72
0.14999999,12.229002952575684,350,-0.5888701,0.95612603,7000,-0.72
0.14999999,12.258081197738647,351,-0.4781552,0.95612615,7020,-0.72
0.14999999,12.287839412689209,352,-0.73194027,0.9561257,7040,-0.72
0.14999999,12.32191514968872,353,-0.75509906,0.9561259,7060,-0.72
0.14999999,12.351387977600098,354,-0.41749412,0.9561259,7080,-0.72
0.14999999,12.380611181259155,355,-1.1050383,0.95612705,7100,-0.72
0.14999999,12.410134315490723,356,-0.5652318,0.95612574,7120,-0.72
0.14999999,12.449463367462158,357,-0.9750863,0.956126,7140,-0.72
0.14999999,12.480195760726929,358,-0.55624765,0.95612586,7160,-0.72
0.14999999,12.510844230651855,359,-1.1177652,0.95612645,7180,-0.72
0.14999999,12.54201602935791,360,-0.7078529,0.95612663,7200,-0.72
0.14999999,12.577424049377441,361,-0.82844967,0.95612603,7220,-0.72
0.14999999,12.61738657951355,362,-0.759188,0.95612586,7240,-0.72
0.14999999,12.647366046905518,363,-0.814744,0.956126,7260,-0.72
0.14999999,12.683348655700684,364,-0.68917227,0.9561263,7280,-0.72
0.14999999,12.713533878326416,365,-0.6232277,0.95612526,7300,-0.72
0.14999999,12.74179482460022,366,-0.5325632,0.95612556,7320,-0.72
0.14999999,12.767359018325806,367,-0.6967392,0.95612484,7340,-0.72
0.14999999,12.794807195663452,368,-0.5957018,0.9561244,7360,-0.72
0.14999999,12.820369958877563,369,-0.9027532,0.95612496,7380,-0.72
0.14999999,12.850991487503052,370,-0.9474406,0.9561248,7400,-0.72
0.14999999,12.881677389144897,371,-0.7314719,0.95612437,7420,-0.72
0.14999999,12.909492254257202,372,-0.61431044,0.95612425,7440,-0.72
0.14999999,12.93940806388855,373,-0.47943693,0.95612407,7460,-0.72
0.14999999,12.971477031707764,374,-0.66217726,0.95612454,7480,-0.72
0.14999999,13.001858234405518,375,-0.6143671,0.9561245,7500,-0.72
