LQGmu1_actor,LQGsigma_higher,LQGmu1_higher,ReturnMean,TimestepsSoFar,Iteration,TimeElapsed
-0.49707744,0.14999999,-0.69,0.9561614,1360,68,1.706967830657959
-0.49770236,0.14999999,-0.69,0.9561611,1380,69,1.727663516998291
-0.7108291,0.14999999,-0.69,0.95616055,1400,70,1.7621192932128906
-0.5856348,0.14999999,-0.69,0.95615417,1420,71,1.7818315029144287
-0.74555457,0.14999999,-0.69,0.95615566,1440,72,1.8059797286987305
-0.6691356,0.14999999,-0.69,0.9561541,1460,73,1.8253846168518066
-0.48640373,0.14999999,-0.69,0.9561584,1480,74,1.8455450534820557
-0.6418087,0.14999999,-0.69,0.95615786,1500,75,1.8628592491149902
-0.65877265,0.14999999,-0.69,0.9561611,1520,76,1.886791467666626
-0.80621034,0.14999999,-0.69,0.9561596,1540,77,1.9108877182006836
-0.6604219,0.14999999,-0.69,0.9561617,1560,78,1.9303464889526367
-0.61976635,0.14999999,-0.69,0.9561635,1580,79,1.954054355621338
-1.0053415,0.14999999,-0.69,0.95616066,1600,80,1.9735894203186035
-0.7505852,0.14999999,-0.69,0.95615643,1620,81,1.9961743354797363
-0.4848354,0.14999999,-0.69,0.95615965,1640,82,2.0169169902801514
-0.93442315,0.14999999,-0.69,0.95615894,1660,83,2.0377843379974365
-0.57438993,0.14999999,-0.69,0.95615697,1680,84,2.0577845573425293
-0.7593727,0.14999999,-0.69,0.9561549,1700,85,2.0775909423828125
-0.77270657,0.14999999,-0.69,0.956156,1720,86,2.0988521575927734
-0.8059879,0.14999999,-0.69,0.9561546,1740,87,2.121371269226074
-0.8501068,0.14999999,-0.69,0.95615196,1760,88,2.1444010734558105
-0.8205824,0.14999999,-0.69,0.9561519,1780,89,2.167133331298828
-0.4546016,0.14999999,-0.69,0.9561501,1800,90,2.191074848175049
-0.6114711,0.14999999,-0.69,0.9561487,1820,91,2.220766067504883
-0.65569645,0.14999999,-0.69,0.9561504,1840,92,2.2450380325317383
-0.42980188,0.14999999,-0.69,0.9561526,1860,93,2.2770638465881348
-0.6173687,0.14999999,-0.69,0.95615596,1880,94,2.304335832595825
-0.7938386,0.14999999,-0.69,0.9561575,1900,95,2.3268532752990723
-0.5304426,0.14999999,-0.69,0.9561582,1920,96,2.3496572971343994
-0.6279071,0.14999999,-0.69,0.9561596,1940,97,2.3808295726776123
-0.7962071,0.14999999,-0.69,0.95615715,1960,98,2.4009807109832764
-0.5860574,0.14999999,-0.69,0.95615643,1980,99,2.4216315746307373
-0.8703109,0.14999999,-0.69,0.95615786,2000,100,2.4430532455444336
-0.9026268,0.14999999,-0.69,0.95615745,2020,101,2.4627909660339355
-0.44937915,0.14999999,-0.69,0.95615745,2040,102,2.4840991497039795
-0.67024183,0.14999999,-0.69,0.95616007,2060,103,2.506896495819092
-0.87713456,0.14999999,-0.69,0.9561595,2080,104,2.533421039581299
-0.8933418,0.14999999,-0.69,0.95615786,2100,105,2.558058023452759
-0.79451334,0.14999999,-0.69,0.9561543,2120,106,2.578507423400879
-0.8823798,0.14999999,-0.69,0.95615596,2140,107,2.5995032787323
-0.72123945,0.14999999,-0.69,0.95615333,2160,108,2.62461519241333
-0.8000609,0.14999999,-0.69,0.956154,2180,109,2.6486926078796387
-0.7873776,0.14999999,-0.69,0.9561542,2200,110,2.6768598556518555
-0.6811482,0.14999999,-0.69,0.9561549,2220,111,2.7028791904449463
-0.73244596,0.14999999,-0.69,0.9561569,2240,112,2.732245445251465
-0.63140184,0.14999999,-0.69,0.9561556,2260,113,2.7540032863616943
-1.0074481,0.14999999,-0.69,0.9561572,2280,114,2.7816405296325684
-0.8687934,0.14999999,-0.69,0.9561563,2300,115,2.7990658283233643
-0.6258851,0.14999999,-0.69,0.95615757,2320,116,2.8204572200775146
-0.60390913,0.14999999,-0.69,0.95615816,2340,117,2.840826988220215
-0.77931434,0.14999999,-0.69,0.9561578,2360,118,2.8610994815826416
-0.22404888,0.14999999,-0.69,0.9561576,2380,119,2.8769001960754395
-0.5770086,0.14999999,-0.69,0.9561548,2400,120,2.8924169540405273
-0.56664234,0.14999999,-0.69,0.9561547,2420,121,2.9086198806762695
-0.54474103,0.14999999,-0.69,0.95615613,2440,122,2.9247682094573975
-0.8396486,0.14999999,-0.69,0.9561562,2460,123,2.939974546432495
-0.88388675,0.14999999,-0.69,0.95615464,2480,124,2.9557342529296875
-0.7996939,0.14999999,-0.69,0.9561535,2500,125,2.9710426330566406
-0.60276985,0.14999999,-0.69,0.9561518,2520,126,2.9866762161254883
-0.8473446,0.14999999,-0.69,0.9561528,2540,127,3.002403736114502
-0.9164661,0.14999999,-0.69,0.9561523,2560,128,3.018965721130371
-0.69298756,0.14999999,-0.69,0.95615226,2580,129,3.0342864990234375
-0.5815889,0.14999999,-0.69,0.95615274,2600,130,3.0500080585479736
-0.8545197,0.14999999,-0.69,0.9561528,2620,131,3.065741539001465
-0.69210666,0.14999999,-0.69,0.9561514,2640,132,3.0813968181610107
-0.9412649,0.14999999,-0.69,0.95615107,2660,133,3.0969152450561523
-0.608758,0.14999999,-0.69,0.95614964,2680,134,3.112809419631958
-0.7897189,0.14999999,-0.69,0.9561511,2700,135,3.127530813217163
-0.6649753,0.14999999,-0.69,0.95615196,2720,136,3.1433451175689697
-0.6458416,0.14999999,-0.69,0.9561519,2740,137,3.1585328578948975
-0.6091639,0.14999999,-0.69,0.95615244,2760,138,3.1750664710998535
-0.4860228,0.14999999,-0.69,0.95615304,2780,139,3.190402030944824
-0.58038783,0.14999999,-0.69,0.95615375,2800,140,3.2099316120147705
-0.8459423,0.14999999,-0.69,0.95615417,2820,141,3.224867105484009
-0.42862228,0.14999999,-0.69,0.95615506,2840,142,3.241061210632324
-0.630353,0.14999999,-0.69,0.95615715,2860,143,3.255880355834961
-0.56071,0.14999999,-0.69,0.9561562,2880,144,3.2723870277404785
-0.69886005,0.14999999,-0.69,0.9561542,2900,145,3.2873075008392334
-0.7526084,0.14999999,-0.69,0.9561548,2920,146,3.3036012649536133
-0.7440358,0.14999999,-0.69,0.9561562,2940,147,3.3188087940216064
-0.874218,0.14999999,-0.69,0.95615673,2960,148,3.33501935005188
-0.635865,0.14999999,-0.69,0.9561576,2980,149,3.3496572971343994
-0.7140489,0.14999999,-0.69,0.956157,3000,150,3.365955352783203
-0.8949392,0.14999999,-0.69,0.956158,3020,151,3.3814985752105713
-0.7885009,0.14999999,-0.69,0.95615786,3040,152,3.39896821975708
-0.79008096,0.14999999,-0.69,0.956157,3060,153,3.4156079292297363
-0.7638307,0.14999999,-0.69,0.9561564,3080,154,3.4324839115142822
-0.89874816,0.14999999,-0.69,0.9561551,3100,155,3.4514811038970947
-0.45295638,0.14999999,-0.69,0.9561521,3120,156,3.4690728187561035
-0.48286596,0.14999999,-0.69,0.9561501,3140,157,3.4863064289093018
-0.36944377,0.14999999,-0.69,0.95615107,3160,158,3.5019564628601074
-0.9535934,0.14999999,-0.69,0.95615065,3180,159,3.519486427307129
-0.6970661,0.14999999,-0.69,0.9561485,3200,160,3.5352563858032227
-0.7785149,0.14999999,-0.69,0.95614773,3220,161,3.5505101680755615
-0.6455387,0.14999999,-0.69,0.956147,3240,162,3.5680127143859863
-0.8207088,0.14999999,-0.69,0.9561477,3260,163,3.5836410522460938
-0.8157043,0.14999999,-0.69,0.95614636,3280,164,3.599473714828491
-0.6423943,0.14999999,-0.69,0.95614606,3300,165,3.6164865493774414
-0.8231383,0.14999999,-0.69,0.9561459,3320,166,3.632002115249634
-0.6770931,0.14999999,-0.69,0.9561454,3340,167,3.6474990844726562
-0.61190975,0.14999999,-0.69,0.9561457,3360,168,3.662719964981079
-0.7715769,0.14999999,-0.69,0.9561448,3380,169,3.679734468460083
-0.85563505,0.14999999,-0.69,0.95614463,3400,170,3.694713830947876
-0.5731794,0.14999999,-0.69,0.9561455,3420,171,3.710723638534546
-0.8868495,0.14999999,-0.69,0.9561459,3440,172,3.7286171913146973
-0.47273505,0.14999999,-0.69,0.95614314,3460,173,3.7448008060455322
-0.74876255,0.14999999,-0.69,0.9561435,3480,174,3.7635531425476074
-0.5593338,0.14999999,-0.69,0.956144,3500,175,3.785928964614868
-0.53950846,0.14999999,-0.69,0.95614314,3520,176,3.805180549621582
-0.918846,0.14999999,-0.69,0.9561416,3540,177,3.8258090019226074
-0.6030464,0.14999999,-0.69,0.9561419,3560,178,3.845057725906372
-0.6331249,0.14999999,-0.69,0.9561399,3580,179,3.8655858039855957
-0.5235164,0.14999999,-0.69,0.95614,3600,180,3.8940138816833496
-0.83183515,0.14999999,-0.69,0.9561406,3620,181,3.9081976413726807
-0.4090507,0.14999999,-0.69,0.9561394,3640,182,3.9234888553619385
-0.7938213,0.14999999,-0.69,0.9561399,3660,183,3.944791078567505
-0.59831285,0.14999999,-0.69,0.9561388,3680,184,3.979398727416992
-0.69332826,0.14999999,-0.69,0.9561374,3700,185,4.009013891220093
-0.5753208,0.14999999,-0.69,0.95613694,3720,186,4.0348451137542725
-0.65010494,0.14999999,-0.69,0.9561378,3740,187,4.0626020431518555
-0.85783166,0.14999999,-0.69,0.95613706,3760,188,4.086406469345093
-0.6366123,0.14999999,-0.69,0.95613706,3780,189,4.1102612018585205
-0.6417637,0.14999999,-0.69,0.95613694,3800,190,4.129137754440308
-0.5765187,0.14999999,-0.69,0.9561373,3820,191,4.156207084655762
-0.87806165,0.14999999,-0.69,0.95613796,3840,192,4.184610605239868
-0.6830635,0.14999999,-0.69,0.95613647,3860,193,4.219456911087036
-0.8500489,0.14999999,-0.69,0.9561351,3880,194,4.260437488555908
-0.5555067,0.14999999,-0.69,0.9561353,3900,195,4.298160791397095
-0.6757086,0.14999999,-0.69,0.95613563,3920,196,4.327626943588257
-0.5202991,0.14999999,-0.69,0.9561361,3940,197,4.360339879989624
-0.5154133,0.14999999,-0.69,0.9561373,3960,198,4.39445686340332
-0.6658762,0.14999999,-0.69,0.9561378,3980,199,4.429229497909546
-0.5167974,0.14999999,-0.69,0.9561375,4000,200,4.4567484855651855
-0.52867603,0.14999999,-0.69,0.95613605,4020,201,4.495615482330322
-0.6496291,0.14999999,-0.69,0.9561361,4040,202,4.526919841766357
-0.9045532,0.14999999,-0.69,0.95613724,4060,203,4.556488990783691
-0.9357138,0.14999999,-0.69,0.95613724,4080,204,4.585038185119629
-0.6538664,0.14999999,-0.69,0.9561347,4100,205,4.6143200397491455
-0.7822585,0.14999999,-0.69,0.95613426,4120,206,4.642428874969482
-0.69590133,0.14999999,-0.69,0.95613474,4140,207,4.6643548011779785
-0.5987062,0.14999999,-0.69,0.9561352,4160,208,4.687392711639404
-0.79860806,0.14999999,-0.69,0.9561358,4180,209,4.720518589019775
-0.72267395,0.14999999,-0.69,0.9561362,4200,210,4.763646602630615
-0.52378833,0.14999999,-0.69,0.9561355,4220,211,4.804234266281128
-0.58288974,0.14999999,-0.69,0.95613617,4240,212,4.841761350631714
-0.52965593,0.14999999,-0.69,0.9561348,4260,213,4.893848180770874
-0.67389625,0.14999999,-0.69,0.9561353,4280,214,4.9242143630981445
-0.44524533,0.14999999,-0.69,0.95613503,4300,215,4.964933395385742
-0.7485114,0.14999999,-0.69,0.95613587,4320,216,5.00089955329895
-0.93223363,0.14999999,-0.69,0.9561346,4340,217,5.038770437240601
-0.5125997,0.14999999,-0.69,0.9561346,4360,218,5.097609043121338
-0.7640125,0.14999999,-0.69,0.95613205,4380,219,5.132164001464844
-0.54399097,0.14999999,-0.69,0.956131,4400,220,5.182631015777588
-0.7226032,0.14999999,-0.69,0.95613134,4420,221,5.227252960205078
-0.6932603,0.14999999,-0.69,0.95613194,4440,222,5.280423641204834
-0.6536806,0.14999999,-0.69,0.9561322,4460,223,5.32379412651062
-0.7869419,0.14999999,-0.69,0.95613015,4480,224,5.361417770385742
-0.60669917,0.14999999,-0.69,0.95612985,4500,225,5.394434213638306
-0.693418,0.14999999,-0.69,0.9561311,4520,226,5.442137718200684
-0.61186266,0.14999999,-0.69,0.95613134,4540,227,5.484771728515625
-0.7604539,0.14999999,-0.69,0.95613176,4560,228,5.522968292236328
-0.8251704,0.14999999,-0.69,0.95613235,4580,229,5.562490463256836
-0.77978903,0.14999999,-0.69,0.9561318,4600,230,5.6101109981536865
-0.5757215,0.14999999,-0.69,0.95613235,4620,231,5.644055604934692
-0.8838116,0.14999999,-0.69,0.9561339,4640,232,5.676301002502441
-0.65420693,0.14999999,-0.69,0.9561337,4660,233,5.707510709762573
-0.58336323,0.14999999,-0.69,0.9561338,4680,234,5.740352392196655
-0.7121688,0.14999999,-0.69,0.95613414,4700,235,5.769422292709351
-0.38072017,0.14999999,-0.69,0.95613396,4720,236,5.795588731765747
-0.85431135,0.14999999,-0.69,0.9561319,4740,237,5.837890625
-0.738826,0.14999999,-0.69,0.9561315,4760,238,5.879176139831543
-0.929966,0.14999999,-0.69,0.9561309,4780,239,5.9100728034973145
-0.7182544,0.14999999,-0.69,0.9561307,4800,240,5.9491658210754395
-0.76384664,0.14999999,-0.69,0.9561317,4820,241,5.982965707778931
-0.8703462,0.14999999,-0.69,0.95613235,4840,242,6.011133193969727
-0.8170173,0.14999999,-0.69,0.9561318,4860,243,6.043867588043213
-0.6033066,0.14999999,-0.69,0.9561327,4880,244,6.066750526428223
-0.70061624,0.14999999,-0.69,0.95613277,4900,245,6.123186826705933
-0.45668912,0.14999999,-0.69,0.9561317,4920,246,6.160833835601807
-0.6259056,0.14999999,-0.69,0.95613176,4940,247,6.201671123504639
-0.79177636,0.14999999,-0.69,0.956131,4960,248,6.243187189102173
-0.6785557,0.14999999,-0.69,0.95613116,4980,249,6.286476373672485
-0.70644915,0.14999999,-0.69,0.9561312,5000,250,6.323461532592773
-0.67610973,0.14999999,-0.69,0.9561307,5020,251,6.353924751281738
-0.63051456,0.14999999,-0.69,0.9561302,5040,252,6.386410713195801
-0.5687369,0.14999999,-0.69,0.9561301,5060,253,6.433020353317261
-0.61210334,0.14999999,-0.69,0.956131,5080,254,6.465959072113037
-0.733204,0.14999999,-0.69,0.9561313,5100,255,6.50329327583313
-0.82274914,0.14999999,-0.69,0.9561318,5120,256,6.562939405441284
-0.5810374,0.14999999,-0.69,0.9561315,5140,257,6.599326848983765
-0.659851,0.14999999,-0.69,0.9561317,5160,258,6.636870384216309
-0.71954274,0.14999999,-0.69,0.95613074,5180,259,6.659362077713013
-0.6001954,0.14999999,-0.69,0.95613045,5200,260,6.68774676322937
-0.8035797,0.14999999,-0.69,0.9561312,5220,261,6.710093975067139
-0.66987103,0.14999999,-0.69,0.9561316,5240,262,6.74247670173645
-0.7586675,0.14999999,-0.69,0.9561322,5260,263,6.788711071014404
-0.82583106,0.14999999,-0.69,0.9561316,5280,264,6.827454328536987
-0.8696437,0.14999999,-0.69,0.95613205,5300,265,6.865368366241455
-0.79333645,0.14999999,-0.69,0.95613164,5320,266,6.918581962585449
-0.6629515,0.14999999,-0.69,0.95613146,5340,267,6.957302093505859
-0.6924792,0.14999999,-0.69,0.95613164,5360,268,7.007244348526001
-0.5658456,0.14999999,-0.69,0.95613277,5380,269,7.066356658935547
-0.69089407,0.14999999,-0.69,0.95613337,5400,270,7.111623048782349
-0.92531943,0.14999999,-0.69,0.95613354,5420,271,7.152515411376953
-0.5897396,0.14999999,-0.69,0.9561334,5440,272,7.1828343868255615
-0.6882795,0.14999999,-0.69,0.9561325,5460,273,7.213711261749268
-0.4496852,0.14999999,-0.69,0.95613134,5480,274,7.254176616668701
-0.43392998,0.14999999,-0.69,0.95613104,5500,275,7.281564474105835
-0.5297944,0.14999999,-0.69,0.9561319,5520,276,7.311026573181152
-0.74751616,0.14999999,-0.69,0.95613235,5540,277,7.347573518753052
-0.7169298,0.14999999,-0.69,0.95613164,5560,278,7.399513244628906
-0.6089328,0.14999999,-0.69,0.9561326,5580,279,7.424998760223389
-0.5886712,0.14999999,-0.69,0.9561322,5600,280,7.456691265106201
-0.5749,0.14999999,-0.69,0.95613265,5620,281,7.50662899017334
-0.590077,0.14999999,-0.69,0.9561326,5640,282,7.557211637496948
-0.72907245,0.14999999,-0.69,0.95613235,5660,283,7.587491989135742
-0.50314677,0.14999999,-0.69,0.95613205,5680,284,7.6157920360565186
-0.5282169,0.14999999,-0.69,0.95613134,5700,285,7.661491394042969
-0.88089335,0.14999999,-0.69,0.9561322,5720,286,7.701127767562866
-0.61451864,0.14999999,-0.69,0.9561324,5740,287,7.737291097640991
-0.7085137,0.14999999,-0.69,0.95613194,5760,288,7.781805992126465
-0.7709533,0.14999999,-0.69,0.9561316,5780,289,7.817633867263794
-0.81731117,0.14999999,-0.69,0.9561321,5800,290,7.8546669483184814
-0.7315657,0.14999999,-0.69,0.95613205,5820,291,7.887279987335205
-0.8824477,0.14999999,-0.69,0.9561318,5840,292,7.917493104934692
-0.68687373,0.14999999,-0.69,0.95613134,5860,293,7.949215412139893
-0.53225136,0.14999999,-0.69,0.956132,5880,294,7.991732358932495
-0.87920415,0.14999999,-0.69,0.9561331,5900,295,8.028542518615723
-0.84680986,0.14999999,-0.69,0.95613354,5920,296,8.060416460037231
-0.7518627,0.14999999,-0.69,0.9561339,5940,297,8.092316627502441
-0.5713702,0.14999999,-0.69,0.9561337,5960,298,8.123634815216064
-0.88314193,0.14999999,-0.69,0.95613474,5980,299,8.1555757522583
-0.62640935,0.14999999,-0.69,0.95613426,6000,300,8.188578605651855
-0.6332351,0.14999999,-0.69,0.9561348,6020,301,8.216996669769287
-0.4080746,0.14999999,-0.69,0.95613533,6040,302,8.251178741455078
-0.6120622,0.14999999,-0.69,0.95613605,6060,303,8.281635046005249
-0.6452176,0.14999999,-0.69,0.9561371,6080,304,8.313746452331543
-0.5777105,0.14999999,-0.69,0.95613754,6100,305,8.349933862686157
-0.6600952,0.14999999,-0.69,0.95613754,6120,306,8.385899782180786
-0.5996396,0.14999999,-0.69,0.9561378,6140,307,8.424263000488281
-0.6432635,0.14999999,-0.69,0.9561374,6160,308,8.461503505706787
-0.4807998,0.14999999,-0.69,0.95613754,6180,309,8.501126766204834
-0.8514403,0.14999999,-0.69,0.9561372,6200,310,8.540652513504028
-0.79267657,0.14999999,-0.69,0.9561373,6220,311,8.567774772644043
-0.48761672,0.14999999,-0.69,0.95613647,6240,312,8.605128765106201
-0.8008162,0.14999999,-0.69,0.9561358,6260,313,8.635725498199463
-0.75613874,0.14999999,-0.69,0.9561359,6280,314,8.671388149261475
-0.4953292,0.14999999,-0.69,0.95613474,6300,315,8.702094078063965
-0.7909708,0.14999999,-0.69,0.95613444,6320,316,8.732407093048096
-0.6151911,0.14999999,-0.69,0.9561343,6340,317,8.76999044418335
-0.4535017,0.14999999,-0.69,0.95613456,6360,318,8.814787864685059
-0.8828117,0.14999999,-0.69,0.9561347,6380,319,8.846746444702148
-0.9372914,0.14999999,-0.69,0.9561348,6400,320,8.877286195755005
-0.7086739,0.14999999,-0.69,0.9561336,6420,321,8.913593053817749
-0.7839072,0.14999999,-0.69,0.9561334,6440,322,8.945103406906128
-0.76407635,0.14999999,-0.69,0.9561329,6460,323,8.9803466796875
-0.8543036,0.14999999,-0.69,0.9561325,6480,324,9.012660264968872
-0.79182124,0.14999999,-0.69,0.9561328,6500,325,9.044352769851685
-0.47243103,0.14999999,-0.69,0.9561326,6520,326,9.07555103302002
-0.7935307,0.14999999,-0.69,0.95613194,6540,327,9.10790753364563
-0.80211526,0.14999999,-0.69,0.95613134,6560,328,9.139153003692627
-1.0079632,0.14999999,-0.69,0.9561314,6580,329,9.17150354385376
-0.6928624,0.14999999,-0.69,0.95613015,6600,330,9.203413724899292
-0.5943855,0.14999999,-0.69,0.95612985,6620,331,9.233449697494507
-0.70553565,0.14999999,-0.69,0.9561305,6640,332,9.265331268310547
-0.7087688,0.14999999,-0.69,0.95613027,6660,333,9.298994541168213
-0.55320394,0.14999999,-0.69,0.9561303,6680,334,9.330763816833496
-0.7253813,0.14999999,-0.69,0.9561293,6700,335,9.3634352684021
-0.5586134,0.14999999,-0.69,0.95612955,6720,336,9.395803928375244
-0.7470962,0.14999999,-0.69,0.9561284,6740,337,9.43659496307373
-0.8532247,0.14999999,-0.69,0.95612854,6760,338,9.473408222198486
-0.5477866,0.14999999,-0.69,0.95612824,6780,339,9.514167547225952
-0.5453891,0.14999999,-0.69,0.9561282,6800,340,9.569012641906738
-0.4851398,0.14999999,-0.69,0.95612895,6820,341,9.611451625823975
-0.5132252,0.14999999,-0.69,0.95612895,6840,342,9.65684962272644
-0.8857671,0.14999999,-0.69,0.95612997,6860,343,9.706790208816528
-0.6442807,0.14999999,-0.69,0.95613045,6880,344,9.749288082122803
-0.5639893,0.14999999,-0.69,0.9561307,6900,345,9.804686307907104
-0.69975483,0.14999999,-0.69,0.9561315,6920,346,9.855030298233032
-0.78569335,0.14999999,-0.69,0.95613176,6940,347,9.886425733566284
-0.77891904,0.14999999,-0.69,0.9561319,6960,348,9.91764521598816
-0.6599524,0.14999999,-0.69,0.95613235,6980,349,9.948990106582642
-0.5588701,0.14999999,-0.69,0.95613265,7000,350,9.979963302612305
-0.44815516,0.14999999,-0.69,0.95613277,7020,351,10.011584758758545
-0.70194024,0.14999999,-0.69,0.9561322,7040,352,10.049706220626831
-0.725099,0.14999999,-0.69,0.9561325,7060,353,10.089177370071411
-0.3874941,0.14999999,-0.69,0.9561323,7080,354,10.121889352798462
-1.0750382,0.14999999,-0.69,0.9561336,7100,355,10.162079572677612
-0.53523177,0.14999999,-0.69,0.95613235,7120,356,10.195258855819702
-0.94508624,0.14999999,-0.69,0.9561325,7140,357,10.223078727722168
-0.5262476,0.14999999,-0.69,0.9561324,7160,358,10.262827634811401
-1.0877651,0.14999999,-0.69,0.95613307,7180,359,10.2942054271698
-0.67785287,0.14999999,-0.69,0.95613337,7200,360,10.327199220657349
-0.79844964,0.14999999,-0.69,0.95613265,7220,361,10.363163948059082
-0.72918797,0.14999999,-0.69,0.9561325,7240,362,10.402438640594482
-0.784744,0.14999999,-0.69,0.9561327,7260,363,10.43956446647644
-0.65917224,0.14999999,-0.69,0.956133,7280,364,10.47256851196289
-0.59322774,0.14999999,-0.69,0.95613194,7300,365,10.506499767303467
-0.5025632,0.14999999,-0.69,0.95613223,7320,366,10.534220457077026
-0.6667392,0.14999999,-0.69,0.95613134,7340,367,10.552071332931519
-0.5657018,0.14999999,-0.69,0.956131,7360,368,10.569730997085571
-0.87275314,0.14999999,-0.69,0.9561316,7380,369,10.591181755065918
-0.9174406,0.14999999,-0.69,0.9561314,7400,370,10.609954595565796
-0.70147187,0.14999999,-0.69,0.95613104,7420,371,10.635296106338501
-0.5843104,0.14999999,-0.69,0.956131,7440,372,10.675205945968628
-0.4494369,0.14999999,-0.69,0.9561308,7460,373,10.719413995742798
