LQGmu1_actor,LQGsigma_higher,LQGmu1_higher,ReturnMean,TimestepsSoFar,Iteration,TimeElapsed
-0.63217723,0.14999999,-0.69,0.95613116,7480,374,10.744892358779907
-0.58436704,0.14999999,-0.69,0.95613116,7500,375,10.76352834701538
-0.56896037,0.14999999,-0.69,0.95613074,7520,376,10.783414602279663
-0.76850873,0.14999999,-0.69,0.9561316,7540,377,10.808948278427124
-0.66801006,0.14999999,-0.69,0.9561315,7560,378,10.828072547912598
-1.067697,0.14999999,-0.69,0.95613116,7580,379,10.850718021392822
-0.6128865,0.14999999,-0.69,0.9561308,7600,380,10.870227336883545
-0.8251553,0.14999999,-0.69,0.9561308,7620,381,10.893073081970215
-0.7859321,0.14999999,-0.69,0.9561296,7640,382,10.91624402999878
-0.121474385,0.14999999,-0.69,0.9561304,7660,383,10.937700748443604
-0.8225354,0.14999999,-0.69,0.9561289,7680,384,10.960546731948853
-0.5176486,0.14999999,-0.69,0.9561292,7700,385,10.983288288116455
-0.8072063,0.14999999,-0.69,0.95612824,7720,386,11.004622459411621
-0.72410846,0.14999999,-0.69,0.9561285,7740,387,11.026864767074585
-0.87857354,0.14999999,-0.69,0.9561286,7760,388,11.050845861434937
-0.660458,0.14999999,-0.69,0.95612806,7780,389,11.073028564453125
-0.7038004,0.14999999,-0.69,0.95612806,7800,390,11.090410470962524
-0.7762231,0.14999999,-0.69,0.9561279,7820,391,11.113906621932983
-0.68198097,0.14999999,-0.69,0.95612836,7840,392,11.137907981872559
-0.73507464,0.14999999,-0.69,0.9561287,7860,393,11.155200719833374
-0.571811,0.14999999,-0.69,0.9561294,7880,394,11.173218727111816
-0.5839315,0.14999999,-0.69,0.9561295,7900,395,11.19608736038208
-0.5837986,0.14999999,-0.69,0.95612913,7920,396,11.216443300247192
-0.66105944,0.14999999,-0.69,0.95612955,7940,397,11.239537000656128
-0.81428164,0.14999999,-0.69,0.9561302,7960,398,11.258962869644165
-0.5251647,0.14999999,-0.69,0.95613,7980,399,11.28303337097168
-0.50132203,0.14999999,-0.69,0.9561306,8000,400,11.312067031860352
-0.7713411,0.14999999,-0.69,0.95613,8020,401,11.331172227859497
-0.68738323,0.14999999,-0.69,0.95612997,8040,402,11.360077142715454
-0.60070485,0.14999999,-0.69,0.9561301,8060,403,11.38183045387268
-0.651634,0.14999999,-0.69,0.9561304,8080,404,11.403323888778687
-0.6122892,0.14999999,-0.69,0.95612997,8100,405,11.427058219909668
-0.76903373,0.14999999,-0.69,0.95613,8120,406,11.44613003730774
-0.49841154,0.14999999,-0.69,0.9561299,8140,407,11.466245174407959
-0.32052922,0.14999999,-0.69,0.9561304,8160,408,11.488867282867432
-0.68453753,0.14999999,-0.69,0.95612913,8180,409,11.50744104385376
-0.73809755,0.14999999,-0.69,0.9561289,8200,410,11.526139736175537
-0.46375784,0.14999999,-0.69,0.95612866,8220,411,11.544219732284546
-0.53242713,0.14999999,-0.69,0.9561294,8240,412,11.562512397766113
-0.6161958,0.14999999,-0.69,0.9561301,8260,413,11.582314252853394
-1.0186068,0.14999999,-0.69,0.95612985,8280,414,11.601119041442871
-0.7577974,0.14999999,-0.69,0.95612967,8300,415,11.632781505584717
-0.68311465,0.14999999,-0.69,0.95613,8320,416,11.650510549545288
-0.6304689,0.14999999,-0.69,0.9561302,8340,417,11.674811363220215
-0.74948645,0.14999999,-0.69,0.95613045,8360,418,11.694783449172974
-0.83612514,0.14999999,-0.69,0.95613074,8380,419,11.715392589569092
-0.5924504,0.14999999,-0.69,0.9561302,8400,420,11.74241304397583
-0.55677915,0.14999999,-0.69,0.95613045,8420,421,11.764405727386475
-0.62923074,0.14999999,-0.69,0.95613074,8440,422,11.78156042098999
-0.81229496,0.14999999,-0.69,0.9561303,8460,423,11.804422855377197
-0.40567702,0.14999999,-0.69,0.95612997,8480,424,11.82414436340332
-0.80901563,0.14999999,-0.69,0.9561302,8500,425,11.851757287979126
-0.6888872,0.14999999,-0.69,0.9561298,8520,426,11.868740320205688
-1.0339596,0.14999999,-0.69,0.95613045,8540,427,11.890171527862549
-0.3606009,0.14999999,-0.69,0.95613056,8560,428,11.920361280441284
-0.58721024,0.14999999,-0.69,0.9561312,8580,429,11.944806575775146
-0.6583981,0.14999999,-0.69,0.9561317,8600,430,11.964569807052612
-0.72464985,0.14999999,-0.69,0.9561315,8620,431,11.983766317367554
-0.6767657,0.14999999,-0.69,0.9561317,8640,432,12.004703521728516
-0.6895166,0.14999999,-0.69,0.9561315,8660,433,12.027807712554932
-0.6646107,0.14999999,-0.69,0.95613146,8680,434,12.047460794448853
-0.57140726,0.14999999,-0.69,0.95613194,8700,435,12.069674253463745
-0.9483092,0.14999999,-0.69,0.95613194,8720,436,12.088574886322021
-0.8316681,0.14999999,-0.69,0.9561319,8740,437,12.108643531799316
-0.5809446,0.14999999,-0.69,0.9561322,8760,438,12.12865161895752
-0.6685461,0.14999999,-0.69,0.9561329,8780,439,12.147895336151123
-0.5836901,0.14999999,-0.69,0.95613307,8800,440,12.1671462059021
-0.68823624,0.14999999,-0.69,0.95613337,8820,441,12.187293529510498
-0.8089036,0.14999999,-0.69,0.9561335,8840,442,12.20915412902832
-0.51014674,0.14999999,-0.69,0.95613337,8860,443,12.230355262756348
-0.8445038,0.14999999,-0.69,0.95613354,8880,444,12.251394271850586
-0.8206082,0.14999999,-0.69,0.95613354,8900,445,12.27075719833374
-0.4569899,0.14999999,-0.69,0.9561333,8920,446,12.290478229522705
-0.8034094,0.14999999,-0.69,0.9561337,8940,447,12.31149935722351
-0.7709003,0.14999999,-0.69,0.95613414,8960,448,12.334041833877563
-0.40940112,0.14999999,-0.69,0.9561338,8980,449,12.353649854660034
-1.1186305,0.14999999,-0.69,0.956134,9000,450,12.372745037078857
-0.5980521,0.14999999,-0.69,0.95613253,9020,451,12.395373106002808
-1.0176884,0.14999999,-0.69,0.9561323,9040,452,12.418140888214111
-0.4360064,0.14999999,-0.69,0.9561312,9060,453,12.44515347480774
-0.64318883,0.14999999,-0.69,0.9561304,9080,454,12.470524549484253
-0.8977693,0.14999999,-0.69,0.9561304,9100,455,12.492949962615967
-0.83749783,0.14999999,-0.69,0.9561303,9120,456,12.518831729888916
-0.64734143,0.14999999,-0.69,0.9561303,9140,457,12.54196810722351
-0.85989755,0.14999999,-0.69,0.9561304,9160,458,12.561703205108643
-0.57869285,0.14999999,-0.69,0.9561305,9180,459,12.583496570587158
-0.7966198,0.14999999,-0.69,0.9561302,9200,460,12.605108499526978
-0.61528903,0.14999999,-0.69,0.9561302,9220,461,12.623080253601074
-0.70311624,0.14999999,-0.69,0.95613015,9240,462,12.640620708465576
-0.85477465,0.14999999,-0.69,0.95613,9260,463,12.657103538513184
-1.0131111,0.14999999,-0.69,0.9561303,9280,464,12.678139209747314
-0.7950565,0.14999999,-0.69,0.95613015,9300,465,12.693805456161499
-0.34145343,0.14999999,-0.69,0.9561297,9320,466,12.714219808578491
-0.52080816,0.14999999,-0.69,0.95612997,9340,467,12.729823589324951
-0.49744594,0.14999999,-0.69,0.9561301,9360,468,12.762689590454102
-0.61817884,0.14999999,-0.69,0.95613045,9380,469,12.781267404556274
-0.6153919,0.14999999,-0.69,0.9561307,9400,470,12.801238775253296
-0.73624736,0.14999999,-0.69,0.95613086,9420,471,12.81782341003418
-1.0405201,0.14999999,-0.69,0.9561309,9440,472,12.84049916267395
-0.6573084,0.14999999,-0.69,0.95613056,9460,473,12.857378005981445
-0.595532,0.14999999,-0.69,0.9561309,9480,474,12.883967638015747
-0.59603775,0.14999999,-0.69,0.95613074,9500,475,12.909120559692383
-0.8857413,0.14999999,-0.69,0.9561312,9520,476,12.93652057647705
-0.73476714,0.14999999,-0.69,0.9561302,9540,477,12.964526653289795
-0.47438073,0.14999999,-0.69,0.95613,9560,478,12.985044717788696
-0.70278424,0.14999999,-0.69,0.9561294,9580,479,13.005666732788086
-0.55264556,0.14999999,-0.69,0.9561296,9600,480,13.022040843963623
-0.5817566,0.14999999,-0.69,0.9561299,9620,481,13.040463924407959
-0.74010414,0.14999999,-0.69,0.9561303,9640,482,13.06182336807251
-0.88758564,0.14999999,-0.69,0.95613056,9660,483,13.077724933624268
-0.81919384,0.14999999,-0.69,0.9561305,9680,484,13.103983402252197
-0.60009545,0.14999999,-0.69,0.95613056,9700,485,13.12404727935791
-1.0001887,0.14999999,-0.69,0.95613074,9720,486,13.148215532302856
-0.9315916,0.14999999,-0.69,0.95613015,9740,487,13.16661810874939
-0.8163013,0.14999999,-0.69,0.95612955,9760,488,13.18388032913208
-0.57961994,0.14999999,-0.69,0.95612913,9780,489,13.199481010437012
-0.6863958,0.14999999,-0.69,0.9561296,9800,490,13.214037418365479
-0.6116162,0.14999999,-0.69,0.9561299,9820,491,13.231630802154541
-0.6040314,0.14999999,-0.69,0.9561304,9840,492,13.247946739196777
-0.72947013,0.14999999,-0.69,0.95612985,9860,493,13.266321659088135
-0.7978599,0.14999999,-0.69,0.9561292,9880,494,13.285654544830322
-0.61129683,0.14999999,-0.69,0.956129,9900,495,13.304956912994385
-0.9233347,0.14999999,-0.69,0.9561284,9920,496,13.326730728149414
-0.5366076,0.14999999,-0.69,0.95612824,9940,497,13.343087911605835
-0.65237856,0.14999999,-0.69,0.95612836,9960,498,13.359364748001099
-0.74066496,0.14999999,-0.69,0.95612854,9980,499,13.373727083206177
-0.7450982,0.14999999,-0.69,0.9561288,10000,500,13.388679027557373
-0.59429735,0.14999999,-0.69,0.956129,10020,501,13.403031349182129
-0.6217976,0.14999999,-0.69,0.95612884,10040,502,13.428170680999756
-0.91791713,0.14999999,-0.69,0.95612943,10060,503,13.450252294540405
-0.62847424,0.14999999,-0.69,0.9561292,10080,504,13.471347332000732
-0.22107527,0.14999999,-0.69,0.9561294,10100,505,13.492607831954956
-0.87797326,0.14999999,-0.69,0.9561278,10120,506,13.513612985610962
-0.9844697,0.14999999,-0.69,0.9561279,10140,507,13.536771059036255
-1.0023205,0.14999999,-0.69,0.9561283,10160,508,13.56337285041809
-0.717887,0.14999999,-0.69,0.95612746,10180,509,13.586962699890137
-0.94670475,0.14999999,-0.69,0.95612687,10200,510,13.60957646369934
-0.65952116,0.14999999,-0.69,0.9561271,10220,511,13.634427070617676
-0.49751204,0.14999999,-0.69,0.95612717,10240,512,13.653926372528076
-0.5415754,0.14999999,-0.69,0.956126,10260,513,13.673487663269043
-0.8787778,0.14999999,-0.69,0.9561264,10280,514,13.692554473876953
-0.67960596,0.14999999,-0.69,0.9561265,10300,515,13.712299346923828
-0.5318923,0.14999999,-0.69,0.9561263,10320,516,13.731423139572144
-0.6527954,0.14999999,-0.69,0.95612615,10340,517,13.750921726226807
-0.5037289,0.14999999,-0.69,0.95612675,10360,518,13.770391464233398
-0.55847394,0.14999999,-0.69,0.95612746,10380,519,13.791037321090698
-0.97424304,0.14999999,-0.69,0.95612794,10400,520,13.821577072143555
-0.6296948,0.14999999,-0.69,0.956128,10420,521,13.843634128570557
-0.6536814,0.14999999,-0.69,0.95612824,10440,522,13.866331338882446
-0.46063685,0.14999999,-0.69,0.9561282,10460,523,13.897579193115234
-0.6399554,0.14999999,-0.69,0.9561283,10480,524,13.914930820465088
-0.75878817,0.14999999,-0.69,0.95612866,10500,525,13.936321258544922
-0.8306687,0.14999999,-0.69,0.9561285,10520,526,13.956507921218872
-0.7822674,0.14999999,-0.69,0.95612794,10540,527,13.977352380752563
-0.50687337,0.14999999,-0.69,0.9561283,10560,528,14.000608921051025
-0.74438566,0.14999999,-0.69,0.9561283,10580,529,14.023348808288574
-0.80960643,0.14999999,-0.69,0.9561285,10600,530,14.048911094665527
-0.7185463,0.14999999,-0.69,0.9561281,10620,531,14.071781635284424
-0.74344534,0.14999999,-0.69,0.95612794,10640,532,14.093376398086548
-0.6680452,0.14999999,-0.69,0.9561277,10660,533,14.112908601760864
-0.564917,0.14999999,-0.69,0.9561273,10680,534,14.135108709335327
-0.5845026,0.14999999,-0.69,0.95612717,10700,535,14.156740665435791
-0.7254008,0.14999999,-0.69,0.95612675,10720,536,14.178258657455444
-0.71776015,0.14999999,-0.69,0.956126,10740,537,14.204233646392822
-0.55204076,0.14999999,-0.69,0.95612603,10760,538,14.227567911148071
-0.7563562,0.14999999,-0.69,0.9561263,10780,539,14.246560096740723
-0.37784764,0.14999999,-0.69,0.9561266,10800,540,14.261343002319336
-0.769403,0.14999999,-0.69,0.95612574,10820,541,14.282274007797241
-0.72832364,0.14999999,-0.69,0.9561252,10840,542,14.304422855377197
-0.44664598,0.14999999,-0.69,0.95612526,10860,543,14.32473874092102
-0.76585877,0.14999999,-0.69,0.9561256,10880,544,14.34598445892334
-0.42803842,0.14999999,-0.69,0.9561258,10900,545,14.361857652664185
-0.5766421,0.14999999,-0.69,0.9561249,10920,546,14.390832424163818
-0.41648382,0.14999999,-0.69,0.95612466,10940,547,14.411502122879028
-0.66622394,0.14999999,-0.69,0.95612454,10960,548,14.42807388305664
-0.5503342,0.14999999,-0.69,0.95612437,10980,549,14.451565027236938
-0.83700156,0.14999999,-0.69,0.956125,11000,550,14.472039222717285
-0.9180777,0.14999999,-0.69,0.95612514,11020,551,14.49706745147705
-0.7656179,0.14999999,-0.69,0.95612526,11040,552,14.515759468078613
-0.60546666,0.14999999,-0.69,0.9561251,11060,553,14.532096862792969
-0.6501729,0.14999999,-0.69,0.95612556,11080,554,14.548397302627563
-0.6075647,0.14999999,-0.69,0.9561253,11100,555,14.567922830581665
-0.4607693,0.14999999,-0.69,0.9561256,11120,556,14.584907531738281
-0.57471114,0.14999999,-0.69,0.9561259,11140,557,14.602450370788574
-0.51635855,0.14999999,-0.69,0.9561258,11160,558,14.62353515625
-0.7722558,0.14999999,-0.69,0.9561257,11180,559,14.642977237701416
-0.60840213,0.14999999,-0.69,0.95612544,11200,560,14.663538455963135
-0.3708734,0.14999999,-0.69,0.9561256,11220,561,14.681764364242554
-0.52597153,0.14999999,-0.69,0.95612615,11240,562,14.701106071472168
-0.54044926,0.14999999,-0.69,0.95612645,11260,563,14.72029995918274
-0.22837472,0.14999999,-0.69,0.95612675,11280,564,14.742582559585571
-0.72187424,0.14999999,-0.69,0.95612663,11300,565,14.763360261917114
-0.5427003,0.14999999,-0.69,0.9561265,11320,566,14.78308629989624
-0.920472,0.14999999,-0.69,0.95612705,11340,567,14.802403926849365
-0.62547493,0.14999999,-0.69,0.9561267,11360,568,14.824299335479736
-0.6801502,0.14999999,-0.69,0.956127,11380,569,14.841805219650269
-0.859547,0.14999999,-0.69,0.95612687,11400,570,14.86188006401062
-0.6074864,0.14999999,-0.69,0.95612675,11420,571,14.881907224655151
-0.8395691,0.14999999,-0.69,0.9561268,11440,572,14.902963638305664
-0.72501004,0.14999999,-0.69,0.9561271,11460,573,14.92252516746521
-0.75032777,0.14999999,-0.69,0.9561274,11480,574,14.94032883644104
-0.15974247,0.14999999,-0.69,0.9561273,11500,575,14.965336799621582
-0.5884713,0.14999999,-0.69,0.95612633,11520,576,14.98808240890503
-0.23118132,0.14999999,-0.69,0.95612514,11540,577,15.008710145950317
-0.7577,0.14999999,-0.69,0.95612556,11560,578,15.030081033706665
-0.71981734,0.14999999,-0.69,0.9561256,11580,579,15.050148725509644
-1.0399653,0.14999999,-0.69,0.9561259,11600,580,15.070457220077515
-0.70796126,0.14999999,-0.69,0.9561251,11620,581,15.09210729598999
-0.71573883,0.14999999,-0.69,0.9561254,11640,582,15.111317157745361
-0.6945637,0.14999999,-0.69,0.9561258,11660,583,15.132688999176025
-0.5808459,0.14999999,-0.69,0.9561249,11680,584,15.156736850738525
-0.83629507,0.14999999,-0.69,0.95612395,11700,585,15.192093849182129
-0.53730404,0.14999999,-0.69,0.9561238,11720,586,15.228271484375
-0.7806972,0.14999999,-0.69,0.9561238,11740,587,15.260491371154785
-0.534504,0.14999999,-0.69,0.956124,11760,588,15.288995742797852
-0.7831243,0.14999999,-0.69,0.956124,11780,589,15.319246530532837
-0.5313861,0.14999999,-0.69,0.956124,11800,590,15.347217082977295
-0.7579228,0.14999999,-0.69,0.956124,11820,591,15.375467538833618
-0.8842782,0.14999999,-0.69,0.95612377,11840,592,15.402278184890747
-0.8657054,0.14999999,-0.69,0.9561238,11860,593,15.434765100479126
-0.596623,0.14999999,-0.69,0.9561241,11880,594,15.463045358657837
-0.75413513,0.14999999,-0.69,0.95612466,11900,595,15.49336290359497
-0.6514771,0.14999999,-0.69,0.9561246,11920,596,15.521434545516968
-0.5088499,0.14999999,-0.69,0.9561244,11940,597,15.550034284591675
-0.7478548,0.14999999,-0.69,0.9561247,11960,598,15.5776207447052
-0.56642556,0.14999999,-0.69,0.9561246,11980,599,15.60818099975586
-0.6386291,0.14999999,-0.69,0.9561249,12000,600,15.636329889297485
-0.9952871,0.14999999,-0.69,0.95612484,12020,601,15.657207250595093
-0.8838424,0.14999999,-0.69,0.9561244,12040,602,15.680500268936157
-0.7216717,0.14999999,-0.69,0.95612395,12060,603,15.696218729019165
-0.61599565,0.14999999,-0.69,0.9561238,12080,604,15.713064193725586
-0.78332293,0.14999999,-0.69,0.9561237,12100,605,15.741464138031006
-0.72930694,0.14999999,-0.69,0.9561232,12120,606,15.764029026031494
-1.0983967,0.14999999,-0.69,0.9561229,12140,607,15.784439086914062
-0.82023156,0.14999999,-0.69,0.9561226,12160,608,15.809151887893677
-0.5261417,0.14999999,-0.69,0.95612246,12180,609,15.830695867538452
-0.7799181,0.14999999,-0.69,0.95612144,12200,610,15.85273551940918
-0.7972325,0.14999999,-0.69,0.95612144,12220,611,15.874016284942627
-0.6001703,0.14999999,-0.69,0.956121,12240,612,15.89578628540039
-0.6484916,0.14999999,-0.69,0.956121,12260,613,15.91585111618042
-0.5799192,0.14999999,-0.69,0.9561211,12280,614,15.951974153518677
-0.9067862,0.14999999,-0.69,0.95612156,12300,615,15.9779634475708
-0.5225224,0.14999999,-0.69,0.95612144,12320,616,16.004984378814697
-0.6763617,0.14999999,-0.69,0.9561214,12340,617,16.033092498779297
-1.1666019,0.14999999,-0.69,0.95612127,12360,618,16.06148886680603
-0.67117655,0.14999999,-0.69,0.95612055,12380,619,16.08085012435913
-0.7954007,0.14999999,-0.69,0.95611995,12400,620,16.0985107421875
-0.6014112,0.14999999,-0.69,0.9561204,12420,621,16.120214223861694
-0.46965864,0.14999999,-0.69,0.95612043,12440,622,16.13824224472046
-0.67410564,0.14999999,-0.69,0.95612055,12460,623,16.167142629623413
-0.63011396,0.14999999,-0.69,0.9561206,12480,624,16.189037322998047
-0.66136676,0.14999999,-0.69,0.9561209,12500,625,16.22539258003235
-0.65565205,0.14999999,-0.69,0.95612097,12520,626,16.256237268447876
-0.9603804,0.14999999,-0.69,0.9561209,12540,627,16.285234212875366
-0.7339631,0.14999999,-0.69,0.95612097,12560,628,16.305015802383423
-0.6521521,0.14999999,-0.69,0.95612067,12580,629,16.33272433280945
-0.5610989,0.14999999,-0.69,0.95612115,12600,630,16.355489253997803
-0.6554973,0.14999999,-0.69,0.95612144,12620,631,16.378808736801147
-0.7357769,0.14999999,-0.69,0.9561217,12640,632,16.4030818939209
-0.6489448,0.14999999,-0.69,0.95612216,12660,633,16.440233945846558
-0.5341254,0.14999999,-0.69,0.95612264,12680,634,16.48037552833557
-0.6681536,0.14999999,-0.69,0.95612293,12700,635,16.501813173294067
-0.68651736,0.14999999,-0.69,0.956123,12720,636,16.524989366531372
-0.7446033,0.14999999,-0.69,0.9561233,12740,637,16.54549527168274
-0.6247029,0.14999999,-0.69,0.95612335,12760,638,16.564746379852295
-0.62015945,0.14999999,-0.69,0.95612353,12780,639,16.58521819114685
-0.57336015,0.14999999,-0.69,0.9561237,12800,640,16.605340242385864
-0.67867523,0.14999999,-0.69,0.9561238,12820,641,16.623939275741577
-0.5811122,0.14999999,-0.69,0.95612407,12840,642,16.644575834274292
-0.621666,0.14999999,-0.69,0.9561242,12860,643,16.664865255355835
-0.8088789,0.14999999,-0.69,0.9561235,12880,644,16.683931827545166
-0.73208886,0.14999999,-0.69,0.9561233,12900,645,16.703689336776733
-1.0069075,0.14999999,-0.69,0.9561229,12920,646,16.721645832061768
-0.67526156,0.14999999,-0.69,0.9561222,12940,647,16.744423151016235
-0.5613643,0.14999999,-0.69,0.9561221,12960,648,16.764791250228882
-0.6767594,0.14999999,-0.69,0.95612204,12980,649,16.782646656036377
-0.63373303,0.14999999,-0.69,0.9561221,13000,650,16.801402807235718
-0.4765651,0.14999999,-0.69,0.9561223,13020,651,16.81627893447876
-0.5134622,0.14999999,-0.69,0.95612246,13040,652,16.83306384086609
-0.6008037,0.14999999,-0.69,0.9561223,13060,653,16.84903359413147
-0.5722592,0.14999999,-0.69,0.9561223,13080,654,16.868746757507324
-0.83898216,0.14999999,-0.69,0.95612264,13100,655,16.887049198150635
-0.63003486,0.14999999,-0.69,0.9561224,13120,656,16.906201362609863
-0.8777466,0.14999999,-0.69,0.95612234,13140,657,16.921576499938965
-0.7180252,0.14999999,-0.69,0.9561222,13160,658,16.941370487213135
-0.72624975,0.14999999,-0.69,0.95612204,13180,659,16.959158658981323
-0.6315212,0.14999999,-0.69,0.95612246,13200,660,16.983383655548096
-0.77182657,0.14999999,-0.69,0.95612264,13220,661,17.00131130218506
-0.58687365,0.14999999,-0.69,0.95612276,13240,662,17.02161979675293
-0.4677327,0.14999999,-0.69,0.9561233,13260,663,17.043778896331787
-0.4540293,0.14999999,-0.69,0.9561228,13280,664,17.06192421913147
-0.79303414,0.14999999,-0.69,0.9561229,13300,665,17.07847499847412
-0.59440005,0.14999999,-0.69,0.95612276,13320,666,17.104676008224487
-0.5831007,0.14999999,-0.69,0.9561231,13340,667,17.130047082901
-0.7253681,0.14999999,-0.69,0.9561234,13360,668,17.150169134140015
-0.3523294,0.14999999,-0.69,0.9561234,13380,669,17.170119285583496
-0.37195897,0.14999999,-0.69,0.95612365,13400,670,17.19156551361084
-0.7565218,0.14999999,-0.69,0.95612365,13420,671,17.21442437171936
-0.6001634,0.14999999,-0.69,0.9561239,13440,672,17.234444618225098
-0.82712007,0.14999999,-0.69,0.9561242,13460,673,17.25423812866211
-0.53942144,0.14999999,-0.69,0.95612407,13480,674,17.27467393875122
-0.8173568,0.14999999,-0.69,0.9561244,13500,675,17.29656410217285
-0.6639821,0.14999999,-0.69,0.9561243,13520,676,17.317172288894653
-0.85894406,0.14999999,-0.69,0.9561241,13540,677,17.340421676635742
-0.58917284,0.14999999,-0.69,0.956124,13560,678,17.36105990409851
-0.93167126,0.14999999,-0.69,0.95612437,13580,679,17.38496470451355
-0.67143464,0.14999999,-0.69,0.95612437,13600,680,17.40776777267456
-0.77261126,0.14999999,-0.69,0.95612407,13620,681,17.43423867225647
-0.658868,0.14999999,-0.69,0.9561241,13640,682,17.454366445541382
-0.61664104,0.14999999,-0.69,0.9561241,13660,683,17.474687099456787
-0.6881086,0.14999999,-0.69,0.95612466,13680,684,17.497451305389404
-0.91680133,0.14999999,-0.69,0.9561244,13700,685,17.518136501312256
-0.69925,0.14999999,-0.69,0.95612454,13720,686,17.53947138786316
-0.78017074,0.14999999,-0.69,0.9561244,13740,687,17.558730602264404
-0.5924385,0.14999999,-0.69,0.9561244,13760,688,17.579326629638672
-0.6839433,0.14999999,-0.69,0.9561244,13780,689,17.6010160446167
-0.6495866,0.14999999,-0.69,0.9561247,13800,690,17.621646404266357
-0.81496656,0.14999999,-0.69,0.95612437,13820,691,17.645503044128418
-0.46429822,0.14999999,-0.69,0.95612454,13840,692,17.668289184570312
-0.6078979,0.14999999,-0.69,0.9561248,13860,693,17.692585945129395
-0.37249544,0.14999999,-0.69,0.95612484,13880,694,17.707988739013672
-0.83135164,0.14999999,-0.69,0.9561244,13900,695,17.731085062026978
-0.62505084,0.14999999,-0.69,0.9561241,13920,696,17.751315116882324
-0.35998067,0.14999999,-0.69,0.95612425,13940,697,17.771937608718872
-0.6010196,0.14999999,-0.69,0.9561243,13960,698,17.78936457633972
-0.5439728,0.14999999,-0.69,0.9561242,13980,699,17.805609941482544
-0.7733934,0.14999999,-0.69,0.95612425,14000,700,17.830623865127563
-0.27785987,0.14999999,-0.69,0.95612407,14020,701,17.848991632461548
-0.57002133,0.14999999,-0.69,0.95612234,14040,702,17.86775803565979
-0.7486355,0.14999999,-0.69,0.95612276,14060,703,17.88793444633484
-0.51181865,0.14999999,-0.69,0.9561222,14080,704,17.90594244003296
-0.70263326,0.14999999,-0.69,0.9561222,14100,705,17.926153659820557
-0.67620254,0.14999999,-0.69,0.9561221,14120,706,17.949077129364014
-0.8003933,0.14999999,-0.69,0.9561222,14140,707,17.96827483177185
-0.80577034,0.14999999,-0.69,0.9561215,14160,708,17.997439861297607
-0.72334677,0.14999999,-0.69,0.95612174,14180,709,18.01952052116394
-0.73067087,0.14999999,-0.69,0.9561218,14200,710,18.03983426094055
-0.5154027,0.14999999,-0.69,0.9561218,14220,711,18.065160751342773
-0.5890826,0.14999999,-0.69,0.9561224,14240,712,18.085952758789062
-0.5986778,0.14999999,-0.69,0.9561226,14260,713,18.10256004333496
-0.57586205,0.14999999,-0.69,0.9561224,14280,714,18.121034860610962
-0.8045734,0.14999999,-0.69,0.95612204,14300,715,18.140841007232666
-0.69717187,0.14999999,-0.69,0.9561222,14320,716,18.158854961395264
-0.24825254,0.14999999,-0.69,0.95612246,14340,717,18.17750334739685
-0.40686184,0.14999999,-0.69,0.95612276,14360,718,18.195022344589233
-0.51633,0.14999999,-0.69,0.95612293,14380,719,18.21855592727661
-0.47175032,0.14999999,-0.69,0.95612335,14400,720,18.24505090713501
-0.801786,0.14999999,-0.69,0.9561236,14420,721,18.26486897468567
-0.6313587,0.14999999,-0.69,0.9561235,14440,722,18.285183668136597
-0.7412829,0.14999999,-0.69,0.9561234,14460,723,18.305007934570312
-0.6910078,0.14999999,-0.69,0.9561234,14480,724,18.325607299804688
-0.70131373,0.14999999,-0.69,0.9561237,14500,725,18.344568252563477
-0.6306241,0.14999999,-0.69,0.95612395,14520,726,18.366510152816772
-0.41562662,0.14999999,-0.69,0.9561242,14540,727,18.38478684425354
-0.43074718,0.14999999,-0.69,0.9561246,14560,728,18.40471601486206
-0.45862848,0.14999999,-0.69,0.956125,14580,729,18.424397468566895
-0.7117733,0.14999999,-0.69,0.9561247,14600,730,18.44472885131836
-0.92329884,0.14999999,-0.69,0.95612484,14620,731,18.4689302444458
-0.63499737,0.14999999,-0.69,0.95612496,14640,732,18.488499879837036
-0.7982737,0.14999999,-0.69,0.9561253,14660,733,18.51090407371521
-0.77646244,0.14999999,-0.69,0.9561252,14680,734,18.53085732460022
-0.7043266,0.14999999,-0.69,0.95612526,14700,735,18.56252121925354
-0.8711885,0.14999999,-0.69,0.9561255,14720,736,18.582987546920776
-0.57410467,0.14999999,-0.69,0.95612556,14740,737,18.60473346710205
-0.7299287,0.14999999,-0.69,0.95612556,14760,738,18.64195466041565
-0.45798242,0.14999999,-0.69,0.9561251,14780,739,18.664618015289307
-0.6729853,0.14999999,-0.69,0.9561254,14800,740,18.688597202301025
-0.8132119,0.14999999,-0.69,0.9561258,14820,741,18.71866726875305
-0.59743464,0.14999999,-0.69,0.95612574,14840,742,18.741392850875854
-0.75243646,0.14999999,-0.69,0.95612586,14860,743,18.76187562942505
-0.6732413,0.14999999,-0.69,0.9561254,14880,744,18.785661697387695
-0.57463753,0.14999999,-0.69,0.95612574,14900,745,18.80410885810852
-0.57765543,0.14999999,-0.69,0.9561261,14920,746,18.829505920410156
-0.8196096,0.14999999,-0.69,0.9561263,14940,747,18.848373413085938
-0.34457383,0.14999999,-0.69,0.95612615,14960,748,18.866857767105103
-0.5014219,0.14999999,-0.69,0.9561246,14980,749,18.886446237564087
-0.58328426,0.14999999,-0.69,0.95612466,15000,750,18.904763221740723
