ReturnMean,LQGmu1_actor,TimeElapsed,Iteration,TimestepsSoFar,LQGmu1_higher,LQGsigma_higher
0.9561661,-0.26812732,0.7429141998291016,31,620,-0.62,0.14999999
0.95617473,-0.3264127,0.7589912414550781,32,640,-0.62,0.14999999
0.9561682,-0.4306718,0.7773938179016113,33,660,-0.62,0.14999999
0.95616454,-0.4481597,0.794213056564331,34,680,-0.62,0.14999999
0.95615363,-0.7734906,0.8155112266540527,35,700,-0.62,0.14999999
0.9561559,-0.5624313,0.8326773643493652,36,720,-0.62,0.14999999
0.95615685,-0.28720477,0.8497176170349121,37,740,-0.62,0.14999999
0.95615846,-0.40347385,0.8655498027801514,38,760,-0.62,0.14999999
0.95615673,-0.5749142,0.8827774524688721,39,780,-0.62,0.14999999
0.9561604,-0.5721943,0.897921085357666,40,800,-0.62,0.14999999
0.95616263,-0.5977175,0.9142389297485352,41,820,-0.62,0.14999999
0.9561657,-0.57993543,0.9293804168701172,42,840,-0.62,0.14999999
0.9561561,-0.55104417,0.9455850124359131,43,860,-0.62,0.14999999
0.9561606,-0.6323446,0.9609415531158447,44,880,-0.62,0.14999999
0.95616454,-0.8263249,0.977034330368042,45,900,-0.62,0.14999999
0.9561642,-0.47500855,0.992577075958252,46,920,-0.62,0.14999999
0.9561541,-0.48332706,1.0083014965057373,47,940,-0.62,0.14999999
0.95614433,-0.7489425,1.0238215923309326,48,960,-0.62,0.14999999
0.9561442,-0.8934424,1.0403010845184326,49,980,-0.62,0.14999999
0.9561486,-0.7258614,1.0560507774353027,50,1000,-0.62,0.14999999
0.95615023,-0.5445405,1.07204270362854,51,1020,-0.62,0.14999999
0.9561516,-0.54599094,1.0871548652648926,52,1040,-0.62,0.14999999
0.95614684,-0.6174045,1.1063332557678223,53,1060,-0.62,0.14999999
0.95615226,-0.65485454,1.1421701908111572,54,1080,-0.62,0.14999999
0.9561543,-0.4413571,1.172447919845581,55,1100,-0.62,0.14999999
0.9561495,-0.8781936,1.2080156803131104,56,1120,-0.62,0.14999999
0.9561499,-0.41611314,1.2431163787841797,57,1140,-0.62,0.14999999
0.95615387,-0.55975485,1.2842497825622559,58,1160,-0.62,0.14999999
0.9561506,-0.41713506,1.319223165512085,59,1180,-0.62,0.14999999
0.9561526,-0.58318824,1.3614952564239502,60,1200,-0.62,0.14999999
0.95615625,-0.3461203,1.3978142738342285,61,1220,-0.62,0.14999999
0.9561562,-0.7611237,1.4332423210144043,62,1240,-0.62,0.14999999
0.9561554,-0.49203733,1.4721417427062988,63,1260,-0.62,0.14999999
0.95615536,-0.56618404,1.5130000114440918,64,1280,-0.62,0.14999999
0.95615846,-0.5766604,1.5509228706359863,65,1300,-0.62,0.14999999
0.9561623,-0.77153265,1.5826609134674072,66,1320,-0.62,0.14999999
0.9561646,-0.35475585,1.6234147548675537,67,1340,-0.62,0.14999999
0.9561586,-0.42707744,1.6829187870025635,68,1360,-0.62,0.14999999
0.9561575,-0.42770237,1.706974983215332,69,1380,-0.62,0.14999999
0.9561556,-0.6408291,1.7299127578735352,70,1400,-0.62,0.14999999
0.95614946,-0.51563483,1.7529544830322266,71,1420,-0.62,0.14999999
0.9561509,-0.6755545,1.7839241027832031,72,1440,-0.62,0.14999999
0.9561498,-0.5991356,1.8182802200317383,73,1460,-0.62,0.14999999
0.9561543,-0.41640374,1.8927078247070312,74,1480,-0.62,0.14999999
0.95615315,-0.5718087,1.9223945140838623,75,1500,-0.62,0.14999999
0.9561568,-0.58877265,1.9470078945159912,76,1520,-0.62,0.14999999
0.95615524,-0.73621035,1.9688971042633057,77,1540,-0.62,0.14999999
0.9561578,-0.5904219,2.0043981075286865,78,1560,-0.62,0.14999999
0.95615995,-0.5497663,2.0629920959472656,79,1580,-0.62,0.14999999
0.9561572,-0.9353415,2.115396738052368,80,1600,-0.62,0.14999999
0.95615387,-0.6805852,2.192046880722046,81,1620,-0.62,0.14999999
0.95615757,-0.4148354,2.237283706665039,82,1640,-0.62,0.14999999
0.9561564,-0.86442316,2.2800559997558594,83,1660,-0.62,0.14999999
0.9561551,-0.50438994,2.320651054382324,84,1680,-0.62,0.14999999
0.9561523,-0.6893727,2.390791893005371,85,1700,-0.62,0.14999999
0.95615387,-0.7027066,2.4365499019622803,86,1720,-0.62,0.14999999
0.95615274,-0.7359879,2.4966495037078857,87,1740,-0.62,0.14999999
0.95615077,-0.7801068,2.5594847202301025,88,1760,-0.62,0.14999999
0.9561511,-0.7505824,2.6219992637634277,89,1780,-0.62,0.14999999
0.9561498,-0.3846016,2.6724538803100586,90,1800,-0.62,0.14999999
0.95614773,-0.5414711,2.7375776767730713,91,1820,-0.62,0.14999999
0.95614946,-0.58569646,2.825655698776245,92,1840,-0.62,0.14999999
0.95615184,-0.3598019,2.875920295715332,93,1860,-0.62,0.14999999
0.95615494,-0.5473687,2.9291787147521973,94,1880,-0.62,0.14999999
0.9561567,-0.7238386,3.0119309425354004,95,1900,-0.62,0.14999999
0.956158,-0.46044257,3.048417091369629,96,1920,-0.62,0.14999999
0.9561593,-0.5579071,3.0991904735565186,97,1940,-0.62,0.14999999
0.9561565,-0.72620714,3.186056137084961,98,1960,-0.62,0.14999999
0.95615566,-0.51605743,3.239457845687866,99,1980,-0.62,0.14999999
0.9561572,-0.80031097,3.2838826179504395,100,2000,-0.62,0.14999999
0.95615757,-0.8326268,3.3321642875671387,101,2020,-0.62,0.14999999
0.9561577,-0.37937915,3.4015867710113525,102,2040,-0.62,0.14999999
0.9561602,-0.60024184,3.449284315109253,103,2060,-0.62,0.14999999
0.9561595,-0.80713457,3.5202176570892334,104,2080,-0.62,0.14999999
0.95615846,-0.8233418,3.5552897453308105,105,2100,-0.62,0.14999999
0.9561552,-0.72451335,3.5885744094848633,106,2120,-0.62,0.14999999
0.9561571,-0.8123798,3.6370253562927246,107,2140,-0.62,0.14999999
0.95615464,-0.65123945,3.689639091491699,108,2160,-0.62,0.14999999
0.9561556,-0.73006094,3.7779488563537598,109,2180,-0.62,0.14999999
0.9561564,-0.7173776,3.8252763748168945,110,2200,-0.62,0.14999999
0.9561573,-0.6111482,3.8833775520324707,111,2220,-0.62,0.14999999
0.9561596,-0.66244596,3.940396308898926,112,2240,-0.62,0.14999999
0.9561583,-0.56140184,3.9785873889923096,113,2260,-0.62,0.14999999
0.9561599,-0.9374481,4.03401255607605,114,2280,-0.62,0.14999999
0.95615953,-0.79879344,4.084059476852417,115,2300,-0.62,0.14999999
0.956161,-0.55588514,4.1589930057525635,116,2320,-0.62,0.14999999
0.9561616,-0.53390914,4.242382526397705,117,2340,-0.62,0.14999999
0.95616126,-0.70931435,4.345844030380249,118,2360,-0.62,0.14999999
0.95616126,-0.15404889,4.412783145904541,119,2380,-0.62,0.14999999
0.9561559,-0.5070087,4.482996940612793,120,2400,-0.62,0.14999999
0.95615536,-0.49664235,4.603492021560669,121,2420,-0.62,0.14999999
0.9561568,-0.474741,4.643007278442383,122,2440,-0.62,0.14999999
0.95615655,-0.7696486,4.685478210449219,123,2460,-0.62,0.14999999
0.9561553,-0.81388676,4.726241588592529,124,2480,-0.62,0.14999999
0.95615405,-0.7296939,4.763763904571533,125,2500,-0.62,0.14999999
0.95615256,-0.53276986,4.805022954940796,126,2520,-0.62,0.14999999
0.9561532,-0.7773446,4.848502159118652,127,2540,-0.62,0.14999999
0.9561528,-0.8464661,4.913183212280273,128,2560,-0.62,0.14999999
0.95615315,-0.62298757,4.942940711975098,129,2580,-0.62,0.14999999
0.956154,-0.51158893,4.973705053329468,130,2600,-0.62,0.14999999
0.95615405,-0.7845197,5.008149147033691,131,2620,-0.62,0.14999999
0.95615274,-0.6221067,5.034141778945923,132,2640,-0.62,0.14999999
0.95615226,-0.87126493,5.060189485549927,133,2660,-0.62,0.14999999
0.95615137,-0.538758,5.0963146686553955,134,2680,-0.62,0.14999999
0.95615304,-0.71971893,5.152588605880737,135,2700,-0.62,0.14999999
0.9561542,-0.5949753,5.197125673294067,136,2720,-0.62,0.14999999
0.9561543,-0.5758416,5.240154266357422,137,2740,-0.62,0.14999999
0.9561549,-0.5391639,5.321681261062622,138,2760,-0.62,0.14999999
0.9561555,-0.4160228,5.349268674850464,139,2780,-0.62,0.14999999
0.95615584,-0.51038784,5.428285598754883,140,2800,-0.62,0.14999999
0.95615643,-0.7759423,5.480755805969238,141,2820,-0.62,0.14999999
0.9561574,-0.35862228,5.519279479980469,142,2840,-0.62,0.14999999
0.95615923,-0.5603529,5.570253849029541,143,2860,-0.62,0.14999999
0.9561581,-0.49071002,5.615653991699219,144,2880,-0.62,0.14999999
0.9561557,-0.62886006,5.666196584701538,145,2900,-0.62,0.14999999
0.9561565,-0.6826084,5.701180458068848,146,2920,-0.62,0.14999999
0.9561581,-0.6740358,5.752156019210815,147,2940,-0.62,0.14999999
0.9561587,-0.80421805,5.784704685211182,148,2960,-0.62,0.14999999
0.95615953,-0.565865,5.823958158493042,149,2980,-0.62,0.14999999
0.9561592,-0.6440489,5.856963872909546,150,3000,-0.62,0.14999999
0.9561602,-0.82493925,5.890127897262573,151,3020,-0.62,0.14999999
0.9561605,-0.7185009,5.924403429031372,152,3040,-0.62,0.14999999
0.9561596,-0.720081,6.003049850463867,153,3060,-0.62,0.14999999
0.9561591,-0.6938307,6.049549341201782,154,3080,-0.62,0.14999999
0.95615804,-0.8287481,6.120624780654907,155,3100,-0.62,0.14999999
0.9561554,-0.3829564,6.1729371547698975,156,3120,-0.62,0.14999999
0.95615274,-0.41286597,6.236244440078735,157,3140,-0.62,0.14999999
0.9561536,-0.29944378,6.312466144561768,158,3160,-0.62,0.14999999
0.9561524,-0.88359344,6.371774196624756,159,3180,-0.62,0.14999999
0.95615065,-0.62706614,6.439350843429565,160,3200,-0.62,0.14999999
0.95614994,-0.7085149,6.47737717628479,161,3220,-0.62,0.14999999
0.9561493,-0.5755387,6.536243677139282,162,3240,-0.62,0.14999999
0.95615,-0.7507088,6.604200601577759,163,3260,-0.62,0.14999999
0.95614874,-0.7457043,6.643176317214966,164,3280,-0.62,0.14999999
0.9561488,-0.5723943,6.674050807952881,165,3300,-0.62,0.14999999
0.9561486,-0.7531383,6.724812984466553,166,3320,-0.62,0.14999999
0.95614827,-0.6070931,6.762342929840088,167,3340,-0.62,0.14999999
0.95614845,-0.54190975,6.80971622467041,168,3360,-0.62,0.14999999
0.9561473,-0.7015768,6.853497266769409,169,3380,-0.62,0.14999999
0.9561471,-0.78563505,6.898037672042847,170,3400,-0.62,0.14999999
0.9561482,-0.50317943,6.937381029129028,171,3420,-0.62,0.14999999
0.95614856,-0.8168495,6.969843864440918,172,3440,-0.62,0.14999999
0.9561459,-0.40273505,7.012636661529541,173,3460,-0.62,0.14999999
0.95614624,-0.67876256,7.0678064823150635,174,3480,-0.62,0.14999999
0.95614696,-0.4893338,7.127578973770142,175,3500,-0.62,0.14999999
0.95614564,-0.46950847,7.183057069778442,176,3520,-0.62,0.14999999
0.95614386,-0.84884596,7.228546380996704,177,3540,-0.62,0.14999999
0.9561445,-0.5330464,7.287704229354858,178,3560,-0.62,0.14999999
0.95614195,-0.5631249,7.325478553771973,179,3580,-0.62,0.14999999
0.9561422,-0.4535164,7.389894962310791,180,3600,-0.62,0.14999999
0.9561428,-0.76183516,7.43356728553772,181,3620,-0.62,0.14999999
0.95614135,-0.3390507,7.4950830936431885,182,3640,-0.62,0.14999999
0.9561417,-0.7238213,7.5984039306640625,183,3660,-0.62,0.14999999
0.9561406,-0.5283128,7.678879499435425,184,3680,-0.62,0.14999999
0.95613897,-0.62332827,7.725239038467407,185,3700,-0.62,0.14999999
0.95613843,-0.5053208,7.7677061557769775,186,3720,-0.62,0.14999999
0.9561393,-0.58010495,7.818931818008423,187,3740,-0.62,0.14999999
0.95613885,-0.78783166,7.876382350921631,188,3760,-0.62,0.14999999
0.9561388,-0.5666123,7.938923120498657,189,3780,-0.62,0.14999999
0.95613885,-0.57176375,8.003511905670166,190,3800,-0.62,0.14999999
0.9561392,-0.5065187,8.065215826034546,191,3820,-0.62,0.14999999
0.9561398,-0.80806166,8.138093709945679,192,3840,-0.62,0.14999999
0.9561387,-0.6130635,8.172649145126343,193,3860,-0.62,0.14999999
0.9561371,-0.78004885,8.222297668457031,194,3880,-0.62,0.14999999
0.9561375,-0.4855067,8.313737630844116,195,3900,-0.62,0.14999999
0.95613766,-0.6057086,8.36819076538086,196,3920,-0.62,0.14999999
0.9561383,-0.45029908,8.472568273544312,197,3940,-0.62,0.14999999
0.9561394,-0.44541326,8.543047666549683,198,3960,-0.62,0.14999999
0.95613986,-0.5958762,8.618775844573975,199,3980,-0.62,0.14999999
0.9561395,-0.44679743,8.675917625427246,200,4000,-0.62,0.14999999
0.95613766,-0.458676,8.742538452148438,201,4020,-0.62,0.14999999
0.9561375,-0.5796291,8.826374053955078,202,4040,-0.62,0.14999999
0.9561387,-0.8345532,8.903846740722656,203,4060,-0.62,0.14999999
0.9561389,-0.86571383,8.955230712890625,204,4080,-0.62,0.14999999
0.95613664,-0.5838664,9.003466129302979,205,4100,-0.62,0.14999999
0.9561363,-0.7122585,9.063670873641968,206,4120,-0.62,0.14999999
0.95613694,-0.62590134,9.094069957733154,207,4140,-0.62,0.14999999
0.9561376,-0.5287062,9.139719009399414,208,4160,-0.62,0.14999999
0.9561382,-0.7286081,9.180155992507935,209,4180,-0.62,0.14999999
0.9561387,-0.65267396,9.255990743637085,210,4200,-0.62,0.14999999
0.95613813,-0.4537883,9.340569257736206,211,4220,-0.62,0.14999999
0.95613855,-0.51288974,9.42771053314209,212,4240,-0.62,0.14999999
0.95613676,-0.45965597,9.527774095535278,213,4260,-0.62,0.14999999
0.95613724,-0.60389626,9.59497618675232,214,4280,-0.62,0.14999999
0.9561369,-0.37524533,9.666654348373413,215,4300,-0.62,0.14999999
0.9561374,-0.6785114,9.729999542236328,216,4320,-0.62,0.14999999
0.9561361,-0.86223364,9.772145748138428,217,4340,-0.62,0.14999999
0.9561363,-0.44259968,9.845993041992188,218,4360,-0.62,0.14999999
0.9561327,-0.6940125,10.017835855484009,219,4380,-0.62,0.14999999
0.95613176,-0.47399098,10.075747728347778,220,4400,-0.62,0.14999999
0.9561321,-0.6526032,10.140084505081177,221,4420,-0.62,0.14999999
0.95613277,-0.6232603,10.222002744674683,222,4440,-0.62,0.14999999
0.956133,-0.5836806,10.295287609100342,223,4460,-0.62,0.14999999
0.95613116,-0.7169419,10.369470357894897,224,4480,-0.62,0.14999999
0.9561309,-0.5366992,10.445696353912354,225,4500,-0.62,0.14999999
0.9561322,-0.62341803,10.555560827255249,226,4520,-0.62,0.14999999
0.9561324,-0.54186267,10.655457258224487,227,4540,-0.62,0.14999999
0.9561328,-0.6904539,10.795209169387817,228,4560,-0.62,0.14999999
0.9561336,-0.75517035,10.902706861495972,229,4580,-0.62,0.14999999
0.9561331,-0.70978904,10.96520209312439,230,4600,-0.62,0.14999999
0.9561338,-0.50572157,11.034998416900635,231,4620,-0.62,0.14999999
0.9561352,-0.8138116,11.175334215164185,232,4640,-0.62,0.14999999
0.9561354,-0.58420694,11.333196640014648,233,4660,-0.62,0.14999999
0.9561356,-0.51336324,11.416026592254639,234,4680,-0.62,0.14999999
0.95613587,-0.6421689,11.473255634307861,235,4700,-0.62,0.14999999
0.95613575,-0.31072018,11.515231847763062,236,4720,-0.62,0.14999999
0.95613295,-0.78431135,11.584636688232422,237,4740,-0.62,0.14999999
0.95613265,-0.668826,11.734044790267944,238,4760,-0.62,0.14999999
0.95613205,-0.8599659,11.837832927703857,239,4780,-0.62,0.14999999
0.9561319,-0.6482544,11.969156503677368,240,4800,-0.62,0.14999999
0.9561328,-0.69384664,12.085816383361816,241,4820,-0.62,0.14999999
0.95613366,-0.8003462,12.130350589752197,242,4840,-0.62,0.14999999
0.9561332,-0.7470173,12.164580583572388,243,4860,-0.62,0.14999999
0.95613426,-0.5333066,12.220425605773926,244,4880,-0.62,0.14999999
0.9561344,-0.63061625,12.303372859954834,245,4900,-0.62,0.14999999
0.9561333,-0.38668913,12.397597312927246,246,4920,-0.62,0.14999999
0.9561331,-0.5559056,12.4791898727417,247,4940,-0.62,0.14999999
0.9561322,-0.72177637,12.517768144607544,248,4960,-0.62,0.14999999
0.95613253,-0.60855573,12.566169023513794,249,4980,-0.62,0.14999999
0.9561326,-0.63644916,12.610122680664062,250,5000,-0.62,0.14999999
0.95613223,-0.60610974,12.666110515594482,251,5020,-0.62,0.14999999
0.9561319,-0.56051457,12.709880113601685,252,5040,-0.62,0.14999999
0.9561318,-0.4987369,12.748576879501343,253,5060,-0.62,0.14999999
0.9561328,-0.54210335,12.784836292266846,254,5080,-0.62,0.14999999
0.9561332,-0.663204,12.82021713256836,255,5100,-0.62,0.14999999
0.9561337,-0.7527491,12.867666006088257,256,5120,-0.62,0.14999999
0.9561336,-0.5110374,12.903773784637451,257,5140,-0.62,0.14999999
0.9561337,-0.589851,12.940883874893188,258,5160,-0.62,0.14999999
0.9561327,-0.64954275,12.972246885299683,259,5180,-0.62,0.14999999
0.9561324,-0.5301954,13.005667924880981,260,5200,-0.62,0.14999999
0.9561332,-0.7335797,13.039237976074219,261,5220,-0.62,0.14999999
0.9561336,-0.59987104,13.072428226470947,262,5240,-0.62,0.14999999
0.9561342,-0.68866754,13.119550704956055,263,5260,-0.62,0.14999999
0.9561337,-0.755831,13.144359827041626,264,5280,-0.62,0.14999999
0.9561342,-0.7996437,13.183666706085205,265,5300,-0.62,0.14999999
0.95613396,-0.72333646,13.216487169265747,266,5320,-0.62,0.14999999
0.9561339,-0.59295154,13.269641399383545,267,5340,-0.62,0.14999999
0.95613414,-0.6224792,13.30736780166626,268,5360,-0.62,0.14999999
0.95613545,-0.49584565,13.344170570373535,269,5380,-0.62,0.14999999
0.95613605,-0.6208941,13.37812328338623,270,5400,-0.62,0.14999999
0.95613635,-0.8553195,13.424137353897095,271,5420,-0.62,0.14999999
0.9561362,-0.5197396,13.46749997138977,272,5440,-0.62,0.14999999
0.956135,-0.6182795,13.511894464492798,273,5460,-0.62,0.14999999
0.9561339,-0.3796852,13.567901372909546,274,5480,-0.62,0.14999999
0.95613325,-0.36393,13.622252464294434,275,5500,-0.62,0.14999999
0.9561341,-0.4597944,13.665621280670166,276,5520,-0.62,0.14999999
0.95613444,-0.67751616,13.709210395812988,277,5540,-0.62,0.14999999
0.95613396,-0.6469298,13.738290548324585,278,5560,-0.62,0.14999999
0.95613486,-0.5389328,13.773482322692871,279,5580,-0.62,0.14999999
0.9561344,-0.5186713,13.812068939208984,280,5600,-0.62,0.14999999
0.95613486,-0.5049,13.852562665939331,281,5620,-0.62,0.14999999
0.95613456,-0.520077,13.89614987373352,282,5640,-0.62,0.14999999
0.95613414,-0.65907246,13.935068368911743,283,5660,-0.62,0.14999999
0.95613396,-0.43314677,13.971690654754639,284,5680,-0.62,0.14999999
0.95613307,-0.4582169,14.01250171661377,285,5700,-0.62,0.14999999
0.95613384,-0.81089336,14.054410696029663,286,5720,-0.62,0.14999999
0.9561342,-0.54451865,14.097402811050415,287,5740,-0.62,0.14999999
0.9561337,-0.6385137,14.135663986206055,288,5760,-0.62,0.14999999
0.95613325,-0.7009533,14.173768520355225,289,5780,-0.62,0.14999999
0.956134,-0.7473112,14.209958791732788,290,5800,-0.62,0.14999999
0.9561342,-0.6615657,14.25930643081665,291,5820,-0.62,0.14999999
0.9561339,-0.8124478,14.298368453979492,292,5840,-0.62,0.14999999
0.95613366,-0.61687374,14.334999322891235,293,5860,-0.62,0.14999999
0.9561344,-0.46225137,14.3829505443573,294,5880,-0.62,0.14999999
0.9561356,-0.8092042,14.414124488830566,295,5900,-0.62,0.14999999
0.9561361,-0.7768099,14.446775674819946,296,5920,-0.62,0.14999999
0.9561367,-0.6818627,14.50606632232666,297,5940,-0.62,0.14999999
0.9561366,-0.5013702,14.54547905921936,298,5960,-0.62,0.14999999
0.95613754,-0.81314194,14.590724468231201,299,5980,-0.62,0.14999999
0.9561373,-0.55640936,14.63915467262268,300,6000,-0.62,0.14999999
0.95613784,-0.5632351,14.675250053405762,301,6020,-0.62,0.14999999
0.95613855,-0.3380746,14.717069625854492,302,6040,-0.62,0.14999999
0.95613897,-0.5420622,14.757509469985962,303,6060,-0.62,0.14999999
0.95614004,-0.5752176,14.8195960521698,304,6080,-0.62,0.14999999
0.9561405,-0.5077106,14.866149425506592,305,6100,-0.62,0.14999999
0.95614046,-0.5900952,14.89321231842041,306,6120,-0.62,0.14999999
0.95614076,-0.5296396,14.928713083267212,307,6140,-0.62,0.14999999
0.9561401,-0.5732635,14.976940393447876,308,6160,-0.62,0.14999999
0.9561404,-0.4107998,15.010977745056152,309,6180,-0.62,0.14999999
0.9561399,-0.7814403,15.043952465057373,310,6200,-0.62,0.14999999
0.9561403,-0.7226766,15.085994005203247,311,6220,-0.62,0.14999999
0.9561394,-0.41761672,15.11555814743042,312,6240,-0.62,0.14999999
0.95613843,-0.7308162,15.150862455368042,313,6260,-0.62,0.14999999
0.9561387,-0.68613875,15.184550762176514,314,6280,-0.62,0.14999999
0.9561374,-0.4253292,15.232665538787842,315,6300,-0.62,0.14999999
0.9561372,-0.7209708,15.277374744415283,316,6320,-0.62,0.14999999
0.9561371,-0.5451911,15.316000699996948,317,6340,-0.62,0.14999999
0.9561374,-0.3835017,15.359731912612915,318,6360,-0.62,0.14999999
0.9561374,-0.81281173,15.400250434875488,319,6380,-0.62,0.14999999
0.95613766,-0.86729145,15.438490390777588,320,6400,-0.62,0.14999999
0.9561368,-0.6386739,15.472496509552002,321,6420,-0.62,0.14999999
0.95613676,-0.7139072,15.527419805526733,322,6440,-0.62,0.14999999
0.95613635,-0.6940763,15.592450857162476,323,6460,-0.62,0.14999999
0.95613587,-0.7843036,15.681079149246216,324,6480,-0.62,0.14999999
0.9561363,-0.72182125,15.770385980606079,325,6500,-0.62,0.14999999
0.9561361,-0.40243104,15.829727172851562,326,6520,-0.62,0.14999999
0.95613533,-0.72353077,15.878076076507568,327,6540,-0.62,0.14999999
0.9561349,-0.73211527,15.920326232910156,328,6560,-0.62,0.14999999
0.95613503,-0.9379631,15.997198581695557,329,6580,-0.62,0.14999999
0.9561342,-0.6228624,16.045058965682983,330,6600,-0.62,0.14999999
0.9561339,-0.5243855,16.111887216567993,331,6620,-0.62,0.14999999
0.9561345,-0.63553566,16.163694381713867,332,6640,-0.62,0.14999999
0.9561343,-0.6387688,16.21928906440735,333,6660,-0.62,0.14999999
0.95613444,-0.48320398,16.260859727859497,334,6680,-0.62,0.14999999
0.956133,-0.6553813,16.290141344070435,335,6700,-0.62,0.14999999
0.95613337,-0.4886134,16.347467184066772,336,6720,-0.62,0.14999999
0.956132,-0.6770962,16.405493021011353,337,6740,-0.62,0.14999999
0.9561322,-0.7832247,16.43153142929077,338,6760,-0.62,0.14999999
0.95613194,-0.47778663,16.487335443496704,339,6780,-0.62,0.14999999
0.956132,-0.47538912,16.526834964752197,340,6800,-0.62,0.14999999
0.9561327,-0.4151398,16.608996629714966,341,6820,-0.62,0.14999999
0.9561325,-0.4432252,16.662904024124146,342,6840,-0.62,0.14999999
0.9561336,-0.8157671,16.699475049972534,343,6860,-0.62,0.14999999
0.9561342,-0.5742807,16.732683420181274,344,6880,-0.62,0.14999999
0.9561343,-0.4939893,16.77109670639038,345,6900,-0.62,0.14999999
0.95613515,-0.62975484,16.80787444114685,346,6920,-0.62,0.14999999
0.95613533,-0.71569335,16.848601579666138,347,6940,-0.62,0.14999999
0.9561356,-0.70891905,16.886465072631836,348,6960,-0.62,0.14999999
0.9561361,-0.5899524,16.912405967712402,349,6980,-0.62,0.14999999
0.95613647,-0.48887008,16.93748641014099,350,7000,-0.62,0.14999999
0.9561366,-0.37815517,16.966614484786987,351,7020,-0.62,0.14999999
0.9561357,-0.63194025,16.990918159484863,352,7040,-0.62,0.14999999
0.95613587,-0.65509903,17.01504921913147,353,7060,-0.62,0.14999999
0.9561358,-0.3174941,17.04107117652893,354,7080,-0.62,0.14999999
0.95613706,-1.0050383,17.07087993621826,355,7100,-0.62,0.14999999
0.9561361,-0.46523178,17.10722064971924,356,7120,-0.62,0.14999999
0.95613605,-0.87508625,17.12882423400879,357,7140,-0.62,0.14999999
0.95613617,-0.45624763,17.15203285217285,358,7160,-0.62,0.14999999
0.9561368,-1.0177652,17.185199737548828,359,7180,-0.62,0.14999999
0.95613724,-0.6078529,17.219515800476074,360,7200,-0.62,0.14999999
0.95613635,-0.72844964,17.259974002838135,361,7220,-0.62,0.14999999
0.9561364,-0.659188,17.300167322158813,362,7240,-0.62,0.14999999
0.95613647,-0.714744,17.34169292449951,363,7260,-0.62,0.14999999
0.9561368,-0.58917224,17.38574242591858,364,7280,-0.62,0.14999999
0.9561357,-0.5232277,17.431647300720215,365,7300,-0.62,0.14999999
0.9561359,-0.4325632,17.460447788238525,366,7320,-0.62,0.14999999
0.95613486,-0.5967392,17.500550508499146,367,7340,-0.62,0.14999999
0.95613444,-0.4957018,17.538318872451782,368,7360,-0.62,0.14999999
0.9561351,-0.80275315,17.576693058013916,369,7380,-0.62,0.14999999
0.9561351,-0.8474406,17.611359119415283,370,7400,-0.62,0.14999999
0.9561348,-0.6314719,17.643928050994873,371,7420,-0.62,0.14999999
0.9561349,-0.5143104,17.6800479888916,372,7440,-0.62,0.14999999
0.9561347,-0.3794369,17.73431658744812,373,7460,-0.62,0.14999999
0.956135,-0.56217724,17.77510643005371,374,7480,-0.62,0.14999999
