ReturnMean,LQGmu1_higher,TimestepsSoFar,LQGsigma_higher,LQGmu1_actor,TimeElapsed,Iteration
0.9560036,-0.9,20,0.14999999,-0.792906,0.0553431510925293,1
0.9559983,-0.9,40,0.14999999,-0.86975056,0.17474365234375,2
0.95604897,-0.9,60,0.14999999,-1.0266795,0.21188044548034668,3
0.9560609,-0.9,80,0.14999999,-0.9596561,0.2463846206665039,4
0.95603865,-0.9,100,0.14999999,-0.83932316,0.27814173698425293,5
0.9560135,-0.9,120,0.14999999,-1.0117102,0.3005831241607666,6
0.95603216,-0.9,140,0.14999999,-0.96909016,0.32329511642456055,7
0.9560215,-0.9,160,0.14999999,-0.9390295,0.36193299293518066,8
0.956022,-0.9,180,0.14999999,-0.6886851,0.3961150646209717,9
0.9560215,-0.9,200,0.14999999,-1.005777,0.4230828285217285,10
0.95602983,-0.9,220,0.14999999,-0.92882377,0.4503929615020752,11
0.9560399,-0.9,240,0.14999999,-0.9284179,0.4830491542816162,12
0.95604634,-0.9,260,0.14999999,-1.049933,0.5038673877716064,13
0.95601875,-0.9,280,0.14999999,-0.8983584,0.525193452835083,14
0.9560221,-0.9,300,0.14999999,-0.79338944,0.5451412200927734,15
0.9560347,-0.9,320,0.14999999,-0.9826013,0.5656955242156982,16
0.95601755,-0.9,340,0.14999999,-0.93214256,0.5913729667663574,17
0.9560268,-0.9,360,0.14999999,-0.73232126,0.6155893802642822,18
0.95604664,-0.9,380,0.14999999,-0.68656063,0.6467187404632568,19
0.95604116,-0.9,400,0.14999999,-0.87983876,0.6718027591705322,20
0.9560438,-0.9,420,0.14999999,-0.78738713,0.6924440860748291,21
0.9560478,-0.9,440,0.14999999,-0.8595591,0.7223305702209473,22
0.95605487,-0.9,460,0.14999999,-0.8419261,0.7445065975189209,23
0.95604825,-0.9,480,0.14999999,-0.8837041,0.783806324005127,24
0.9560405,-0.9,500,0.14999999,-0.9418436,0.8112046718597412,25
0.9560336,-0.9,520,0.14999999,-0.98692536,0.842179536819458,26
0.95602584,-0.9,540,0.14999999,-0.8136877,0.8701951503753662,27
0.9560283,-0.9,560,0.14999999,-0.94681066,0.889941930770874,28
0.9560336,-0.9,580,0.14999999,-0.93967736,0.9113092422485352,29
0.95603603,-0.9,600,0.14999999,-0.8401322,0.9320123195648193,30
0.95603895,-0.9,620,0.14999999,-0.5481273,0.952845573425293,31
0.9560518,-0.9,640,0.14999999,-0.60641265,0.9752376079559326,32
0.9560531,-0.9,660,0.14999999,-0.7106718,0.9979829788208008,33
0.95605505,-0.9,680,0.14999999,-0.72815967,1.0260214805603027,34
0.95604664,-0.9,700,0.14999999,-1.0534906,1.0491390228271484,35
0.9560442,-0.9,720,0.14999999,-0.84243125,1.0752320289611816,36
0.95604366,-0.9,740,0.14999999,-0.5672047,1.0964860916137695,37
0.95605075,-0.9,760,0.14999999,-0.6834738,1.119863748550415,38
0.9560559,-0.9,780,0.14999999,-0.8549142,1.1408476829528809,39
0.956061,-0.9,800,0.14999999,-0.85219425,1.168605089187622,40
0.95606434,-0.9,820,0.14999999,-0.8777175,1.193291425704956,41
0.95606816,-0.9,840,0.14999999,-0.8599354,1.2189702987670898,42
0.9560648,-0.9,860,0.14999999,-0.83104414,1.2401435375213623,43
0.95606995,-0.9,880,0.14999999,-0.9123446,1.2675888538360596,44
0.9560692,-0.9,900,0.14999999,-1.1063248,1.287879467010498,45
0.95606214,-0.9,920,0.14999999,-0.7550085,1.3109400272369385,46
0.9560596,-0.9,940,0.14999999,-0.763327,1.3335416316986084,47
0.9560568,-0.9,960,0.14999999,-1.0289425,1.3608527183532715,48
0.95605725,-0.9,980,0.14999999,-1.1734424,1.3820524215698242,49
0.9560579,-0.9,1000,0.14999999,-1.0058613,1.4059534072875977,50
0.95605785,-0.9,1020,0.14999999,-0.8245405,1.4358019828796387,51
0.9560594,-0.9,1040,0.14999999,-0.8259909,1.4672040939331055,52
0.95605755,-0.9,1060,0.14999999,-0.8974045,1.5036540031433105,53
0.9560621,-0.9,1080,0.14999999,-0.9348545,1.5281658172607422,54
0.95606357,-0.9,1100,0.14999999,-0.7213571,1.5509538650512695,55
0.95606333,-0.9,1120,0.14999999,-1.1581936,1.589247465133667,56
0.95606285,-0.9,1140,0.14999999,-0.6961131,1.6294896602630615,57
0.95606756,-0.9,1160,0.14999999,-0.8397548,1.6625397205352783,58
0.9560685,-0.9,1180,0.14999999,-0.69713503,1.7043030261993408,59
0.9560712,-0.9,1200,0.14999999,-0.8631882,1.7350528240203857,60
0.9560729,-0.9,1220,0.14999999,-0.62612027,1.7758173942565918,61
