TimeElapsed,LQGsigma_higher,LQGmu1_higher,ReturnMean,LQGmu1_actor,TimestepsSoFar,Iteration
0.1415114402770996,0.14999999,-0.63,0.95596635,-0.522906,20,1
0.34467411041259766,0.14999999,-0.63,0.9559763,-0.5997506,40,2
0.3761765956878662,0.14999999,-0.63,0.9561081,-0.7566795,60,3
0.3995673656463623,0.14999999,-0.63,0.95615315,-0.68965614,80,4
0.43378233909606934,0.14999999,-0.63,0.95612776,-0.5693232,100,5
0.47571682929992676,0.14999999,-0.63,0.9561064,-0.7417101,120,6
0.5211281776428223,0.14999999,-0.63,0.95614624,-0.6990902,140,7
0.54756760597229,0.14999999,-0.63,0.95613754,-0.66902953,160,8
0.582122802734375,0.14999999,-0.63,0.95612663,-0.41868514,180,9
0.6516451835632324,0.14999999,-0.63,0.9561144,-0.735777,200,10
0.7121033668518066,0.14999999,-0.63,0.95612717,-0.6588238,220,11
0.746762752532959,0.14999999,-0.63,0.9561451,-0.65841794,240,12
0.788050651550293,0.14999999,-0.63,0.9561559,-0.779933,260,13
0.8270621299743652,0.14999999,-0.63,0.9561519,-0.6283584,280,14
0.863335132598877,0.14999999,-0.63,0.9561537,-0.52338946,300,15
0.9040937423706055,0.14999999,-0.63,0.95615596,-0.7126013,320,16
0.9539997577667236,0.14999999,-0.63,0.9561494,-0.6621426,340,17
0.9828774929046631,0.14999999,-0.63,0.9561579,-0.46232128,360,18
1.0096614360809326,0.14999999,-0.63,0.95616853,-0.41656068,380,19
1.0463719367980957,0.14999999,-0.63,0.95615613,-0.6098388,400,20
1.107297658920288,0.14999999,-0.63,0.9561595,-0.51738715,420,21
1.149402379989624,0.14999999,-0.63,0.95616394,-0.58955914,440,22
1.1781501770019531,0.14999999,-0.63,0.9561726,-0.5719261,460,23
1.2366180419921875,0.14999999,-0.63,0.9561658,-0.61370414,480,24
1.279834508895874,0.14999999,-0.63,0.9561585,-0.67184365,500,25
1.3140430450439453,0.14999999,-0.63,0.95614904,-0.7169254,520,26
1.3385825157165527,0.14999999,-0.63,0.95614916,-0.5436877,540,27
1.3671305179595947,0.14999999,-0.63,0.9561544,-0.6768107,560,28
1.4062621593475342,0.14999999,-0.63,0.9561601,-0.6696774,580,29
1.4450032711029053,0.14999999,-0.63,0.95616525,-0.5701322,600,30
1.4788622856140137,0.14999999,-0.63,0.95616525,-0.2781273,620,31
1.505289077758789,0.14999999,-0.63,0.956174,-0.3364127,640,32
1.550959587097168,0.14999999,-0.63,0.9561678,-0.4406718,660,33
