TimestepsSoFar,LQGmu1_actor,Iteration,LQGsigma_higher,LQGmu1_higher,ReturnMean,TimeElapsed
7480,-0.54217726,374,0.14999999,-0.6,0.9561327,8.602928400039673
7500,-0.4943671,375,0.14999999,-0.6,0.9561326,8.628087043762207
7520,-0.4789604,376,0.14999999,-0.6,0.9561321,8.658265590667725
7540,-0.67850876,377,0.14999999,-0.6,0.95613307,8.694635152816772
7560,-0.5780101,378,0.14999999,-0.6,0.9561332,8.729228973388672
7580,-0.97769713,379,0.14999999,-0.6,0.9561329,8.75653886795044
7600,-0.5228865,380,0.14999999,-0.6,0.95613277,8.784321784973145
7620,-0.73515534,381,0.14999999,-0.6,0.95613253,8.81041932106018
7640,-0.69593215,382,0.14999999,-0.6,0.95613146,8.854576587677002
7660,-0.03147441,383,0.14999999,-0.6,0.9561323,8.884872198104858
7680,-0.7325355,384,0.14999999,-0.6,0.95612717,8.94092607498169
7700,-0.4276486,385,0.14999999,-0.6,0.9561276,8.99750304222107
7720,-0.7172063,386,0.14999999,-0.6,0.95612615,9.04978084564209
7740,-0.6341085,387,0.14999999,-0.6,0.9561265,9.098585367202759
7760,-0.78857356,388,0.14999999,-0.6,0.9561268,9.137779474258423
7780,-0.57045805,389,0.14999999,-0.6,0.9561264,9.173019647598267
7800,-0.6138004,390,0.14999999,-0.6,0.9561265,9.20600414276123
7820,-0.68622315,391,0.14999999,-0.6,0.9561263,9.239784955978394
7840,-0.591981,392,0.14999999,-0.6,0.95612675,9.280296802520752
7860,-0.64507467,393,0.14999999,-0.6,0.9561272,9.307230472564697
7880,-0.48181102,394,0.14999999,-0.6,0.9561279,9.338706970214844
7900,-0.49393153,395,0.14999999,-0.6,0.95612806,9.38193392753601
7920,-0.4937986,396,0.14999999,-0.6,0.9561276,9.42023777961731
7940,-0.57105947,397,0.14999999,-0.6,0.956128,9.466001749038696
7960,-0.72428167,398,0.14999999,-0.6,0.9561288,9.506671667098999
7980,-0.43516475,399,0.14999999,-0.6,0.9561287,9.563708066940308
8000,-0.41132206,400,0.14999999,-0.6,0.9561293,9.606309652328491
8020,-0.6813411,401,0.14999999,-0.6,0.95612854,9.649494647979736
8040,-0.59738326,402,0.14999999,-0.6,0.9561285,9.689717292785645
8060,-0.5107049,403,0.14999999,-0.6,0.95612866,9.739529848098755
8080,-0.561634,404,0.14999999,-0.6,0.956129,9.787665843963623
8100,-0.5222892,405,0.14999999,-0.6,0.9561286,9.852700471878052
8120,-0.67903376,406,0.14999999,-0.6,0.9561286,9.907533645629883
8140,-0.40841156,407,0.14999999,-0.6,0.9561285,9.957332134246826
8160,-0.23052925,408,0.14999999,-0.6,0.956129,10.02086615562439
8180,-0.59453756,409,0.14999999,-0.6,0.9561269,10.063971042633057
8200,-0.6480976,410,0.14999999,-0.6,0.9561265,10.097989320755005
8220,-0.37375787,411,0.14999999,-0.6,0.95612633,10.129918336868286
8240,-0.44242716,412,0.14999999,-0.6,0.9561268,10.16231107711792
8260,-0.5261958,413,0.14999999,-0.6,0.95612746,10.20353388786316
8280,-0.92860675,414,0.14999999,-0.6,0.9561272,10.247617483139038
8300,-0.66779745,415,0.14999999,-0.6,0.95612717,10.280935049057007
8320,-0.5931147,416,0.14999999,-0.6,0.9561277,10.315258502960205
8340,-0.54046893,417,0.14999999,-0.6,0.95612794,10.349010467529297
8360,-0.65948653,418,0.14999999,-0.6,0.9561282,10.407768249511719
8380,-0.74612516,419,0.14999999,-0.6,0.95612854,10.454862833023071
8400,-0.5024504,420,0.14999999,-0.6,0.9561281,10.493068218231201
8420,-0.4667792,421,0.14999999,-0.6,0.9561284,10.539428949356079
8440,-0.53923076,422,0.14999999,-0.6,0.9561287,10.59741759300232
8460,-0.72229505,423,0.14999999,-0.6,0.9561281,10.639854669570923
8480,-0.31567705,424,0.14999999,-0.6,0.9561279,10.678829669952393
8500,-0.71901566,425,0.14999999,-0.6,0.95612776,10.724552631378174
8520,-0.5988872,426,0.14999999,-0.6,0.9561274,10.7636137008667
8540,-0.9439596,427,0.14999999,-0.6,0.95612824,10.816913604736328
8560,-0.27060091,428,0.14999999,-0.6,0.9561284,10.858644008636475
8580,-0.4972103,429,0.14999999,-0.6,0.956129,10.902758121490479
8600,-0.5683981,430,0.14999999,-0.6,0.9561296,10.961024045944214
8620,-0.6346499,431,0.14999999,-0.6,0.95612943,10.991653203964233
8640,-0.58676577,432,0.14999999,-0.6,0.9561297,11.040189504623413
8660,-0.59951663,433,0.14999999,-0.6,0.95612955,11.08901858329773
8680,-0.5746107,434,0.14999999,-0.6,0.9561295,11.13195276260376
8700,-0.48140728,435,0.14999999,-0.6,0.95613,11.174604415893555
8720,-0.85830927,436,0.14999999,-0.6,0.95613015,11.21519947052002
8740,-0.7416681,437,0.14999999,-0.6,0.9561301,11.254996299743652
8760,-0.49094462,438,0.14999999,-0.6,0.95613056,11.292971134185791
8780,-0.5785461,439,0.14999999,-0.6,0.9561313,11.335920095443726
8800,-0.49369016,440,0.14999999,-0.6,0.9561315,11.384565114974976
8820,-0.59823626,441,0.14999999,-0.6,0.95613194,11.427320003509521
8840,-0.7189036,442,0.14999999,-0.6,0.956132,11.476025104522705
8860,-0.42014673,443,0.14999999,-0.6,0.956132,11.513554334640503
8880,-0.75450385,444,0.14999999,-0.6,0.95613205,11.546398162841797
8900,-0.7306082,445,0.14999999,-0.6,0.9561322,11.575214147567749
8920,-0.36698994,446,0.14999999,-0.6,0.9561319,11.596352815628052
8940,-0.7134094,447,0.14999999,-0.6,0.9561323,11.621857404708862
8960,-0.68090034,448,0.14999999,-0.6,0.9561329,11.65498161315918
8980,-0.31940114,449,0.14999999,-0.6,0.9561326,11.687143564224243
9000,-1.0286305,450,0.14999999,-0.6,0.9561329,11.718583583831787
9020,-0.5080521,451,0.14999999,-0.6,0.9561318,11.758595943450928
9040,-0.92768836,452,0.14999999,-0.6,0.9561314,11.797702074050903
9060,-0.34600642,453,0.14999999,-0.6,0.95613074,11.827643394470215
9080,-0.5531889,454,0.14999999,-0.6,0.9561298,11.8535315990448
9100,-0.8077693,455,0.14999999,-0.6,0.9561298,11.886911153793335
9120,-0.74749786,456,0.14999999,-0.6,0.9561299,11.916085958480835
9140,-0.55734146,457,0.14999999,-0.6,0.95613,11.941043138504028
9160,-0.7698976,458,0.14999999,-0.6,0.95612997,11.958242416381836
9180,-0.48869288,459,0.14999999,-0.6,0.95613015,11.982008695602417
9200,-0.7066198,460,0.14999999,-0.6,0.95613,12.00795030593872
9220,-0.52528906,461,0.14999999,-0.6,0.9561301,12.039766073226929
9240,-0.61311626,462,0.14999999,-0.6,0.95612985,12.072490453720093
9260,-0.7647747,463,0.14999999,-0.6,0.95612997,12.10337519645691
9280,-0.9231112,464,0.14999999,-0.6,0.9561303,12.126728296279907
9300,-0.70505655,465,0.14999999,-0.6,0.95613027,12.148833513259888
9320,-0.25145346,466,0.14999999,-0.6,0.95613,12.175541162490845
9340,-0.4308082,467,0.14999999,-0.6,0.95612997,12.197721004486084
9360,-0.40744597,468,0.14999999,-0.6,0.9561299,12.223283767700195
9380,-0.52817893,469,0.14999999,-0.6,0.9561303,12.260933637619019
9400,-0.52539194,470,0.14999999,-0.6,0.95613027,12.298494100570679
9420,-0.6462474,471,0.14999999,-0.6,0.9561306,12.324996709823608
9440,-0.95052016,472,0.14999999,-0.6,0.95613074,12.353699445724487
9460,-0.5673084,473,0.14999999,-0.6,0.9561307,12.40815544128418
9480,-0.505532,474,0.14999999,-0.6,0.956131,12.442233324050903
9500,-0.5060378,475,0.14999999,-0.6,0.95613074,12.472910642623901
9520,-0.7957413,476,0.14999999,-0.6,0.9561311,12.51719880104065
9540,-0.64476717,477,0.14999999,-0.6,0.95613,12.556224346160889
9560,-0.38438076,478,0.14999999,-0.6,0.9561299,12.58788275718689
9580,-0.61278427,479,0.14999999,-0.6,0.95612884,12.62476634979248
9600,-0.46264562,480,0.14999999,-0.6,0.9561292,12.657122135162354
9620,-0.49175662,481,0.14999999,-0.6,0.95612955,12.688954830169678
9640,-0.65010417,482,0.14999999,-0.6,0.9561299,12.722828149795532
9660,-0.7975856,483,0.14999999,-0.6,0.95613015,12.762888431549072
9680,-0.7291939,484,0.14999999,-0.6,0.9561301,12.795482397079468
9700,-0.5100955,485,0.14999999,-0.6,0.95613015,12.827876567840576
9720,-0.9101887,486,0.14999999,-0.6,0.9561302,12.858083248138428
9740,-0.8415916,487,0.14999999,-0.6,0.95612985,12.892009735107422
9760,-0.7263013,488,0.14999999,-0.6,0.9561294,12.942322015762329
9780,-0.48961997,489,0.14999999,-0.6,0.9561291,12.980131387710571
9800,-0.59639585,490,0.14999999,-0.6,0.95612955,13.018998861312866
9820,-0.5216162,491,0.14999999,-0.6,0.9561299,13.054641008377075
9840,-0.5140314,492,0.14999999,-0.6,0.9561304,13.088266849517822
9860,-0.6394702,493,0.14999999,-0.6,0.95612985,13.125268936157227
9880,-0.70785993,494,0.14999999,-0.6,0.95612913,13.170345783233643
9900,-0.52129686,495,0.14999999,-0.6,0.9561291,13.22508454322815
9920,-0.8333348,496,0.14999999,-0.6,0.95612836,13.266230344772339
9940,-0.44660765,497,0.14999999,-0.6,0.95612824,13.295031785964966
9960,-0.5623786,498,0.14999999,-0.6,0.95612824,13.324790477752686
9980,-0.6506649,499,0.14999999,-0.6,0.9561284,13.35374903678894
10000,-0.6550982,500,0.14999999,-0.6,0.95612866,13.383151054382324
10020,-0.5042974,501,0.14999999,-0.6,0.956129,13.41214632987976
10040,-0.53179765,502,0.14999999,-0.6,0.95612884,13.44157075881958
10060,-0.82791716,503,0.14999999,-0.6,0.95612943,13.472516059875488
10080,-0.53847426,504,0.14999999,-0.6,0.9561293,13.530334234237671
10100,-0.1310753,505,0.14999999,-0.6,0.95612943,13.566245079040527
10120,-0.7879733,506,0.14999999,-0.6,0.95612645,13.596464395523071
10140,-0.89446974,507,0.14999999,-0.6,0.95612663,13.626718282699585
10160,-0.9123206,508,0.14999999,-0.6,0.9561272,13.663223266601562
10180,-0.627887,509,0.14999999,-0.6,0.95612663,13.691294193267822
10200,-0.8567048,510,0.14999999,-0.6,0.95612603,13.72035026550293
10220,-0.5695212,511,0.14999999,-0.6,0.9561264,13.747403860092163
10240,-0.40751207,512,0.14999999,-0.6,0.95612645,13.78299880027771
10260,-0.4515754,513,0.14999999,-0.6,0.956125,13.847747087478638
10280,-0.7887778,514,0.14999999,-0.6,0.95612544,13.883152723312378
10300,-0.589606,515,0.14999999,-0.6,0.9561257,13.909857034683228
10320,-0.44189233,516,0.14999999,-0.6,0.9561255,13.93791675567627
10340,-0.5627954,517,0.14999999,-0.6,0.9561254,13.974457740783691
10360,-0.41372895,518,0.14999999,-0.6,0.95612603,14.00740909576416
10380,-0.46847394,519,0.14999999,-0.6,0.95612675,14.043181419372559
10400,-0.88424313,520,0.14999999,-0.6,0.9561272,14.072503805160522
10420,-0.53969485,521,0.14999999,-0.6,0.95612746,14.103246927261353
10440,-0.5636814,522,0.14999999,-0.6,0.95612764,14.133396625518799
10460,-0.37063688,523,0.14999999,-0.6,0.95612764,14.192893981933594
10480,-0.5499554,524,0.14999999,-0.6,0.9561275,14.23275375366211
10500,-0.6687882,525,0.14999999,-0.6,0.9561278,14.274783611297607
10520,-0.74066865,526,0.14999999,-0.6,0.9561277,14.35135293006897
10540,-0.6922674,527,0.14999999,-0.6,0.9561273,14.432313919067383
10560,-0.41687337,528,0.14999999,-0.6,0.9561278,14.473994731903076
10580,-0.6543857,529,0.14999999,-0.6,0.9561276,14.503880262374878
10600,-0.7196064,530,0.14999999,-0.6,0.9561278,14.539726972579956
10620,-0.6285463,531,0.14999999,-0.6,0.95612764,14.577497243881226
10640,-0.65344536,532,0.14999999,-0.6,0.9561272,14.612807035446167
10660,-0.57804525,533,0.14999999,-0.6,0.95612705,14.64885926246643
10680,-0.47491705,534,0.14999999,-0.6,0.9561266,14.694591999053955
10700,-0.4945026,535,0.14999999,-0.6,0.9561265,14.734021186828613
10720,-0.63540083,536,0.14999999,-0.6,0.956126,14.79134750366211
10740,-0.6277602,537,0.14999999,-0.6,0.9561249,14.836020708084106
10760,-0.46204078,538,0.14999999,-0.6,0.95612526,14.873661756515503
10780,-0.6663562,539,0.14999999,-0.6,0.95612556,14.908916711807251
10800,-0.28784767,540,0.14999999,-0.6,0.9561257,14.957242965698242
10820,-0.679403,541,0.14999999,-0.6,0.95612395,15.007709741592407
10840,-0.63832366,542,0.14999999,-0.6,0.95612335,15.062650680541992
10860,-0.356646,543,0.14999999,-0.6,0.9561235,15.112182855606079
10880,-0.6758588,544,0.14999999,-0.6,0.9561238,15.158870935440063
10900,-0.33803844,545,0.14999999,-0.6,0.9561241,15.214851140975952
10920,-0.48664212,546,0.14999999,-0.6,0.95612276,15.248462677001953
10940,-0.32648385,547,0.14999999,-0.6,0.9561225,15.286781549453735
10960,-0.57622397,548,0.14999999,-0.6,0.95612216,15.322631120681763
10980,-0.46033424,549,0.14999999,-0.6,0.95612204,15.36203122138977
11000,-0.7470015,550,0.14999999,-0.6,0.9561226,15.391932249069214
11020,-0.82807773,551,0.14999999,-0.6,0.9561227,15.425748825073242
11040,-0.67561793,552,0.14999999,-0.6,0.956123,15.450355768203735
11060,-0.5154667,553,0.14999999,-0.6,0.9561229,15.495722770690918
11080,-0.5601729,554,0.14999999,-0.6,0.95612335,15.531279802322388
11100,-0.5175647,555,0.14999999,-0.6,0.9561231,15.585768938064575
11120,-0.37076932,556,0.14999999,-0.6,0.9561234,15.626728773117065
11140,-0.48471117,557,0.14999999,-0.6,0.9561238,15.669252634048462
11160,-0.42635858,558,0.14999999,-0.6,0.9561236,15.716936826705933
11180,-0.6822558,559,0.14999999,-0.6,0.9561235,15.760835647583008
11200,-0.51840216,560,0.14999999,-0.6,0.95612335,15.798054218292236
11220,-0.28087342,561,0.14999999,-0.6,0.9561235,15.852274656295776
11240,-0.43597156,562,0.14999999,-0.6,0.9561239,15.896276473999023
11260,-0.45044926,563,0.14999999,-0.6,0.9561243,15.928758144378662
11280,-0.13837475,564,0.14999999,-0.6,0.95612437,15.967883348464966
11300,-0.63187426,565,0.14999999,-0.6,0.9561238,16.006745100021362
11320,-0.4527003,566,0.14999999,-0.6,0.9561239,16.041809558868408
11340,-0.830472,567,0.14999999,-0.6,0.9561243,16.080976009368896
11360,-0.53547496,568,0.14999999,-0.6,0.9561242,16.112210035324097
11380,-0.59015024,569,0.14999999,-0.6,0.95612454,16.148796796798706
11400,-0.76954705,570,0.14999999,-0.6,0.9561244,16.218297243118286
11420,-0.51748645,571,0.14999999,-0.6,0.95612437,16.270142316818237
11440,-0.7495691,572,0.14999999,-0.6,0.9561246,16.32863211631775
11460,-0.63501006,573,0.14999999,-0.6,0.9561248,16.374788999557495
11480,-0.6603278,574,0.14999999,-0.6,0.9561252,16.410337209701538
11500,-0.0697425,575,0.14999999,-0.6,0.9561251,16.4537570476532
11520,-0.49847132,576,0.14999999,-0.6,0.95612156,16.489190816879272
11540,-0.14118135,577,0.14999999,-0.6,0.9561202,16.51391839981079
11560,-0.66770005,578,0.14999999,-0.6,0.95612055,16.53606081008911
11580,-0.62981737,579,0.14999999,-0.6,0.95612067,16.56994915008545
11600,-0.9499653,580,0.14999999,-0.6,0.95612097,16.59807848930359
11620,-0.6179613,581,0.14999999,-0.6,0.95612025,16.631096124649048
11640,-0.62573886,582,0.14999999,-0.6,0.95612055,16.668670415878296
11660,-0.6045637,583,0.14999999,-0.6,0.9561211,16.70370888710022
11680,-0.49084592,584,0.14999999,-0.6,0.9561202,16.733016967773438
11700,-0.7462951,585,0.14999999,-0.6,0.95611894,16.765275716781616
11720,-0.44730407,586,0.14999999,-0.6,0.95611906,16.790924310684204
11740,-0.69069725,587,0.14999999,-0.6,0.95611894,16.829710006713867
11760,-0.44450402,588,0.14999999,-0.6,0.95611906,16.86719059944153
11780,-0.69312435,589,0.14999999,-0.6,0.95611906,16.91555619239807
11800,-0.4413861,590,0.14999999,-0.6,0.95611924,16.93716287612915
11820,-0.66792285,591,0.14999999,-0.6,0.9561191,16.967899322509766
11840,-0.7942782,592,0.14999999,-0.6,0.956119,17.007503986358643
11860,-0.7757054,593,0.14999999,-0.6,0.95611924,17.067458868026733
11880,-0.506623,594,0.14999999,-0.6,0.95611966,17.08880114555359
11900,-0.66413516,595,0.14999999,-0.6,0.95612013,17.117829084396362
11920,-0.5614771,596,0.14999999,-0.6,0.95612025,17.15858006477356
11940,-0.41884995,597,0.14999999,-0.6,0.9561199,17.19186496734619
11960,-0.65785486,598,0.14999999,-0.6,0.9561203,17.214452981948853
11980,-0.4764256,599,0.14999999,-0.6,0.9561203,17.242255926132202
12000,-0.5486291,600,0.14999999,-0.6,0.9561205,17.271467685699463
12020,-0.90528715,601,0.14999999,-0.6,0.9561205,17.293002605438232
12040,-0.79384243,602,0.14999999,-0.6,0.9561203,17.31816577911377
12060,-0.6316717,603,0.14999999,-0.6,0.9561199,17.339199781417847
12080,-0.5259957,604,0.14999999,-0.6,0.9561198,17.374388933181763
12100,-0.69332296,605,0.14999999,-0.6,0.9561198,17.413861751556396
12120,-0.63930696,606,0.14999999,-0.6,0.95611924,17.44817090034485
12140,-1.0083967,607,0.14999999,-0.6,0.95611906,17.503462553024292
12160,-0.7302316,608,0.14999999,-0.6,0.95611894,17.548221111297607
12180,-0.43614173,609,0.14999999,-0.6,0.9561188,17.59577202796936
12200,-0.6899181,610,0.14999999,-0.6,0.95611775,17.655933141708374
12220,-0.70723253,611,0.14999999,-0.6,0.95611775,17.694292783737183
12240,-0.51017034,612,0.14999999,-0.6,0.95611733,17.736942052841187
12260,-0.55849165,613,0.14999999,-0.6,0.9561172,17.75895357131958
12280,-0.48991925,614,0.14999999,-0.6,0.95611733,17.78659462928772
12300,-0.8167862,615,0.14999999,-0.6,0.9561178,17.824284553527832
12320,-0.43252242,616,0.14999999,-0.6,0.9561179,17.856998443603516
12340,-0.5863617,617,0.14999999,-0.6,0.95611763,17.885656595230103
12360,-1.0766019,618,0.14999999,-0.6,0.9561175,17.914881229400635
12380,-0.5811766,619,0.14999999,-0.6,0.95611703,17.9650719165802
12400,-0.7054007,620,0.14999999,-0.6,0.9561165,18.001979112625122
12420,-0.51141125,621,0.14999999,-0.6,0.9561169,18.031041145324707
12440,-0.37965867,622,0.14999999,-0.6,0.9561171,18.07758116722107
12460,-0.5841057,623,0.14999999,-0.6,0.9561171,18.12158966064453
12480,-0.540114,624,0.14999999,-0.6,0.9561173,18.161598443984985
12500,-0.5713668,625,0.14999999,-0.6,0.9561174,18.22628927230835
12520,-0.5656521,626,0.14999999,-0.6,0.9561176,18.258366107940674
12540,-0.8703804,627,0.14999999,-0.6,0.9561174,18.295364141464233
12560,-0.6439631,628,0.14999999,-0.6,0.9561177,18.32779026031494
12580,-0.56215215,629,0.14999999,-0.6,0.9561174,18.35856294631958
12600,-0.4710989,630,0.14999999,-0.6,0.95611787,18.395501613616943
12620,-0.56549734,631,0.14999999,-0.6,0.95611817,18.427367687225342
12640,-0.6457769,632,0.14999999,-0.6,0.95611864,18.457700729370117
12660,-0.5589448,633,0.14999999,-0.6,0.9561191,18.48816466331482
12680,-0.4441254,634,0.14999999,-0.6,0.95611966,18.55915594100952
12700,-0.5781536,635,0.14999999,-0.6,0.95611984,18.607321739196777
12720,-0.5965174,636,0.14999999,-0.6,0.95611995,18.658645391464233
12740,-0.6546033,637,0.14999999,-0.6,0.9561203,18.706461191177368
12760,-0.5347029,638,0.14999999,-0.6,0.9561205,18.758161783218384
12780,-0.5301595,639,0.14999999,-0.6,0.9561206,18.804307222366333
12800,-0.48336014,640,0.14999999,-0.6,0.95612085,18.838069438934326
12820,-0.58867526,641,0.14999999,-0.6,0.95612097,18.88586401939392
12840,-0.49111223,642,0.14999999,-0.6,0.95612127,18.936371088027954
12860,-0.53166604,643,0.14999999,-0.6,0.9561213,18.978989362716675
12880,-0.7188789,644,0.14999999,-0.6,0.95612055,19.02349042892456
12900,-0.6420889,645,0.14999999,-0.6,0.9561204,19.079183101654053
12920,-0.91690755,646,0.14999999,-0.6,0.9561199,19.1314537525177
12940,-0.5852616,647,0.14999999,-0.6,0.9561194,19.182203769683838
12960,-0.47136432,648,0.14999999,-0.6,0.9561192,19.228323698043823
12980,-0.58675945,649,0.14999999,-0.6,0.9561192,19.283299207687378
13000,-0.5437331,650,0.14999999,-0.6,0.9561193,19.32569932937622
13020,-0.38656512,651,0.14999999,-0.6,0.9561195,19.359802961349487
13040,-0.42346218,652,0.14999999,-0.6,0.95611966,19.38983964920044
13060,-0.5108037,653,0.14999999,-0.6,0.95611936,19.426209449768066
13080,-0.48225924,654,0.14999999,-0.6,0.95611924,19.461952686309814
13100,-0.7489822,655,0.14999999,-0.6,0.95611966,19.51793098449707
13120,-0.5400349,656,0.14999999,-0.6,0.95611966,19.556621074676514
13140,-0.78774667,657,0.14999999,-0.6,0.9561194,19.596080780029297
13160,-0.62802523,658,0.14999999,-0.6,0.95611936,19.65440058708191
13180,-0.6362498,659,0.14999999,-0.6,0.95611936,19.692898273468018
13200,-0.5415213,660,0.14999999,-0.6,0.9561198,19.721555471420288
13220,-0.6818266,661,0.14999999,-0.6,0.95611995,19.75866961479187
13240,-0.49687368,662,0.14999999,-0.6,0.95612013,19.81363320350647
13260,-0.37773272,663,0.14999999,-0.6,0.9561206,19.850470542907715
13280,-0.36402932,664,0.14999999,-0.6,0.9561198,19.886762380599976
13300,-0.70303416,665,0.14999999,-0.6,0.95611984,19.92880129814148
13320,-0.5044,666,0.14999999,-0.6,0.95611984,19.96606707572937
13340,-0.49310073,667,0.14999999,-0.6,0.9561203,20.0026273727417
13360,-0.6353681,668,0.14999999,-0.6,0.9561205,20.040874004364014
13380,-0.26232943,669,0.14999999,-0.6,0.95612055,20.073278427124023
13400,-0.281959,670,0.14999999,-0.6,0.9561207,20.11236572265625
13420,-0.6665218,671,0.14999999,-0.6,0.95612055,20.151628017425537
13440,-0.5101634,672,0.14999999,-0.6,0.9561208,20.183780431747437
13460,-0.7371201,673,0.14999999,-0.6,0.9561211,20.225798845291138
13480,-0.44942147,674,0.14999999,-0.6,0.95612097,20.26631784439087
13500,-0.7273569,675,0.14999999,-0.6,0.95612127,20.300168991088867
13520,-0.5739821,676,0.14999999,-0.6,0.95612115,20.32854652404785
13540,-0.7689441,677,0.14999999,-0.6,0.956121,20.357916831970215
13560,-0.49917287,678,0.14999999,-0.6,0.95612097,20.3968243598938
13580,-0.8416713,679,0.14999999,-0.6,0.9561213,20.438331127166748
13600,-0.58143467,680,0.14999999,-0.6,0.95612144,20.478631019592285
13620,-0.6826113,681,0.14999999,-0.6,0.9561211,20.511484622955322
13640,-0.56886804,682,0.14999999,-0.6,0.95612127,20.55586814880371
13660,-0.5266411,683,0.14999999,-0.6,0.95612115,20.605208158493042
13680,-0.59810865,684,0.14999999,-0.6,0.9561218,20.66287350654602
13700,-0.82680136,685,0.14999999,-0.6,0.9561215,20.70519995689392
13720,-0.60925,686,0.14999999,-0.6,0.9561216,20.74077534675598
13740,-0.69017076,687,0.14999999,-0.6,0.95612156,20.782227993011475
13760,-0.50243855,688,0.14999999,-0.6,0.9561217,20.835907697677612
13780,-0.5939433,689,0.14999999,-0.6,0.9561215,20.88852572441101
13800,-0.55958664,690,0.14999999,-0.6,0.9561219,20.93050765991211
13820,-0.7249666,691,0.14999999,-0.6,0.9561216,20.964107990264893
13840,-0.37429824,692,0.14999999,-0.6,0.9561218,21.00335454940796
13860,-0.5178979,693,0.14999999,-0.6,0.956122,21.036295175552368
13880,-0.28249547,694,0.14999999,-0.6,0.95612204,21.07280969619751
13900,-0.7413516,695,0.14999999,-0.6,0.95612127,21.106192588806152
13920,-0.53505087,696,0.14999999,-0.6,0.95612115,21.13665246963501
13940,-0.2699807,697,0.14999999,-0.6,0.95612127,21.168978452682495
13960,-0.5110196,698,0.14999999,-0.6,0.95612115,21.200632095336914
13980,-0.45397282,699,0.14999999,-0.6,0.956121,21.230533599853516
14000,-0.6833934,700,0.14999999,-0.6,0.95612085,21.262547731399536
14020,-0.1878599,701,0.14999999,-0.6,0.9561208,21.292357206344604
14040,-0.48002136,702,0.14999999,-0.6,0.95611745,21.32388162612915
14060,-0.6586355,703,0.14999999,-0.6,0.95611787,21.354960203170776
14080,-0.42181867,704,0.14999999,-0.6,0.95611745,21.388461589813232
14100,-0.6126333,705,0.14999999,-0.6,0.9561173,21.416277408599854
14120,-0.58620256,706,0.14999999,-0.6,0.9561173,21.456883907318115
14140,-0.7103933,707,0.14999999,-0.6,0.9561174,21.496611833572388
14160,-0.71577036,708,0.14999999,-0.6,0.95611656,21.534449577331543
14180,-0.6333468,709,0.14999999,-0.6,0.95611686,21.569710731506348
14200,-0.6406709,710,0.14999999,-0.6,0.9561169,21.601671934127808
14220,-0.42540273,711,0.14999999,-0.6,0.95611703,21.63460397720337
14240,-0.49908262,712,0.14999999,-0.6,0.9561175,21.67306900024414
14260,-0.50867784,713,0.14999999,-0.6,0.9561177,21.717652082443237
14280,-0.48586208,714,0.14999999,-0.6,0.95611745,21.757761478424072
14300,-0.71457344,715,0.14999999,-0.6,0.95611686,21.803104877471924
14320,-0.6071719,716,0.14999999,-0.6,0.9561171,21.840534448623657
14340,-0.15825257,717,0.14999999,-0.6,0.95611733,21.870761394500732
14360,-0.31686187,718,0.14999999,-0.6,0.9561175,21.9010272026062
14380,-0.42633006,719,0.14999999,-0.6,0.9561175,21.93207049369812
14400,-0.38175035,720,0.14999999,-0.6,0.9561179,21.961498737335205
14420,-0.71178603,721,0.14999999,-0.6,0.9561183,21.992299795150757
14440,-0.5413587,722,0.14999999,-0.6,0.9561181,22.025782823562622
14460,-0.6512829,723,0.14999999,-0.6,0.9561178,22.061217546463013
14480,-0.6010078,724,0.14999999,-0.6,0.9561179,22.105666160583496
14500,-0.61131376,725,0.14999999,-0.6,0.95611835,22.146320104599
14520,-0.54062414,726,0.14999999,-0.6,0.9561186,22.19578504562378
14540,-0.32562664,727,0.14999999,-0.6,0.9561188,22.22891139984131
14560,-0.3407472,728,0.14999999,-0.6,0.9561193,22.2561616897583
14580,-0.3686285,729,0.14999999,-0.6,0.9561196,22.283971548080444
14600,-0.6217733,730,0.14999999,-0.6,0.9561192,22.308070182800293
14620,-0.83329886,731,0.14999999,-0.6,0.9561193,22.330439567565918
14640,-0.5449974,732,0.14999999,-0.6,0.95611954,22.35973358154297
14660,-0.7082737,733,0.14999999,-0.6,0.95611995,22.391879558563232
14680,-0.6864625,734,0.14999999,-0.6,0.9561199,22.419511079788208
14700,-0.61432666,735,0.14999999,-0.6,0.95612,22.461739778518677
14720,-0.78118855,736,0.14999999,-0.6,0.9561203,22.493550300598145
14740,-0.48410472,737,0.14999999,-0.6,0.9561206,22.521411895751953
14760,-0.6399287,738,0.14999999,-0.6,0.95612043,22.54975152015686
14780,-0.36798245,739,0.14999999,-0.6,0.95611995,22.576627254486084
14800,-0.58298534,740,0.14999999,-0.6,0.9561202,22.60048198699951
14820,-0.72321194,741,0.14999999,-0.6,0.9561206,22.622599124908447
14840,-0.50743467,742,0.14999999,-0.6,0.95612055,22.642359256744385
14860,-0.6624365,743,0.14999999,-0.6,0.95612067,22.670991897583008
14880,-0.58324134,744,0.14999999,-0.6,0.95612025,22.70511293411255
14900,-0.48463756,745,0.14999999,-0.6,0.95612055,22.76488733291626
14920,-0.48765543,746,0.14999999,-0.6,0.95612097,22.799381017684937
14940,-0.7296096,747,0.14999999,-0.6,0.956121,22.83957290649414
14960,-0.25457385,748,0.14999999,-0.6,0.956121,22.882560968399048
14980,-0.41142198,749,0.14999999,-0.6,0.9561188,22.924242734909058
15000,-0.49328429,750,0.14999999,-0.6,0.95611864,22.974347829818726
