LQGmu1_higher,Iteration,ReturnMean,TimestepsSoFar,LQGmu1_actor,LQGsigma_higher,TimeElapsed
-0.64,188,0.95614034,3760,-0.80783165,0.14999999,9.582667827606201
-0.64,189,0.9561403,3780,-0.5866123,0.14999999,9.610669612884521
-0.64,190,0.95614016,3800,-0.59176373,0.14999999,9.675559282302856
-0.64,191,0.95614046,3820,-0.5265187,0.14999999,9.745356798171997
-0.64,192,0.9561412,3840,-0.82806164,0.14999999,9.801902770996094
-0.64,193,0.95613986,3860,-0.6330635,0.14999999,9.88214898109436
-0.64,194,0.9561384,3880,-0.8000488,0.14999999,9.953417778015137
-0.64,195,0.95613873,3900,-0.5055067,0.14999999,10.014319896697998
-0.64,196,0.9561389,3920,-0.6257086,0.14999999,10.085113763809204
-0.64,197,0.9561395,3940,-0.47029907,0.14999999,10.144362688064575
-0.64,198,0.95614064,3960,-0.46541324,0.14999999,10.219058752059937
-0.64,199,0.9561411,3980,-0.6158762,0.14999999,10.25143051147461
-0.64,200,0.95614076,4000,-0.4667974,0.14999999,10.319053411483765
-0.64,201,0.956139,4020,-0.478676,0.14999999,10.368304252624512
-0.64,202,0.95613885,4040,-0.5996291,0.14999999,10.41155743598938
-0.64,203,0.9561401,4060,-0.85455316,0.14999999,10.466195106506348
-0.64,204,0.9561403,4080,-0.8857138,0.14999999,10.50132441520691
-0.64,205,0.9561379,4100,-0.6038664,0.14999999,10.537121534347534
-0.64,206,0.9561376,4120,-0.7322585,0.14999999,10.585368156433105
-0.64,207,0.9561382,4140,-0.6459013,0.14999999,10.626381635665894
-0.64,208,0.95613873,4160,-0.5487062,0.14999999,10.666969299316406
-0.64,209,0.9561393,4180,-0.74860805,0.14999999,10.717093706130981
-0.64,210,0.9561398,4200,-0.67267394,0.14999999,10.775543212890625
-0.64,211,0.9561392,4220,-0.4737883,0.14999999,10.826675653457642
-0.64,212,0.9561397,4240,-0.5328897,0.14999999,10.869718313217163
-0.64,213,0.9561381,4260,-0.47965595,0.14999999,10.949876070022583
-0.64,214,0.95613855,4280,-0.62389624,0.14999999,11.039246559143066
-0.64,215,0.9561382,4300,-0.3952453,0.14999999,11.131144762039185
-0.64,216,0.95613885,4320,-0.69851136,0.14999999,11.219962358474731
-0.64,217,0.95613754,4340,-0.8822336,0.14999999,11.288480281829834
-0.64,218,0.95613766,4360,-0.46259966,0.14999999,11.360767364501953
-0.64,219,0.9561344,4380,-0.7140125,0.14999999,11.429688692092896
-0.64,220,0.9561335,4400,-0.49399096,0.14999999,11.468248844146729
-0.64,221,0.9561338,4420,-0.6726032,0.14999999,11.50949239730835
-0.64,222,0.95613444,4440,-0.6432603,0.14999999,11.55471134185791
-0.64,223,0.95613474,4460,-0.6036806,0.14999999,11.605616807937622
-0.64,224,0.95613277,4480,-0.7369419,0.14999999,11.650845050811768
-0.64,225,0.95613253,4500,-0.55669916,0.14999999,11.707624197006226
-0.64,226,0.95613384,4520,-0.643418,0.14999999,11.787425994873047
-0.64,227,0.956134,4540,-0.56186265,0.14999999,11.866842269897461
-0.64,228,0.95613444,4560,-0.71045387,0.14999999,11.926585674285889
-0.64,229,0.95613515,4580,-0.7751703,0.14999999,11.977856159210205
-0.64,230,0.9561347,4600,-0.729789,0.14999999,12.062244415283203
-0.64,231,0.9561353,4620,-0.52572155,0.14999999,12.128943681716919
-0.64,232,0.95613676,4640,-0.8338116,0.14999999,12.228460311889648
-0.64,233,0.9561368,4660,-0.6042069,0.14999999,12.290556907653809
-0.64,234,0.956137,4680,-0.5333632,0.14999999,12.39362645149231
-0.64,235,0.95613724,4700,-0.66216886,0.14999999,12.475494146347046
-0.64,236,0.95613706,4720,-0.33072016,0.14999999,12.510223865509033
-0.64,237,0.9561345,4740,-0.80431134,0.14999999,12.580331087112427
-0.64,238,0.9561342,4760,-0.68882596,0.14999999,12.731618404388428
-0.64,239,0.9561336,4780,-0.8799659,0.14999999,12.869981527328491
-0.64,240,0.9561334,4800,-0.6682544,0.14999999,13.018651008605957
-0.64,241,0.9561344,4820,-0.7138466,0.14999999,13.058307409286499
-0.64,242,0.9561352,4840,-0.8203462,0.14999999,13.100257873535156
-0.64,243,0.9561347,4860,-0.7670173,0.14999999,13.142307043075562
-0.64,244,0.95613563,4880,-0.5533066,0.14999999,13.252066373825073
-0.64,245,0.95613575,4900,-0.6506162,0.14999999,13.306485891342163
-0.64,246,0.9561347,4920,-0.4066891,0.14999999,13.373182535171509
-0.64,247,0.9561346,4940,-0.57590556,0.14999999,13.461323499679565
-0.64,248,0.95613366,4960,-0.74177635,0.14999999,13.519567728042603
-0.64,249,0.95613396,4980,-0.6285557,0.14999999,13.60647964477539
-0.64,250,0.956134,5000,-0.65644914,0.14999999,13.736841201782227
-0.64,251,0.95613366,5020,-0.6261097,0.14999999,13.800347089767456
-0.64,252,0.95613325,5040,-0.58051455,0.14999999,13.9010751247406
-0.64,253,0.9561331,5060,-0.51873684,0.14999999,13.992709159851074
-0.64,254,0.9561341,5080,-0.56210333,0.14999999,14.030499458312988
-0.64,255,0.9561345,5100,-0.683204,0.14999999,14.14553189277649
-0.64,256,0.95613503,5120,-0.77274907,0.14999999,14.220628499984741
-0.64,257,0.95613486,5140,-0.5310374,0.14999999,14.304308414459229
-0.64,258,0.956135,5160,-0.609851,0.14999999,14.429880857467651
-0.64,259,0.95613396,5180,-0.66954273,0.14999999,14.576143741607666
-0.64,260,0.95613366,5200,-0.5501954,0.14999999,14.65195369720459
-0.64,261,0.9561345,5220,-0.7535797,0.14999999,14.762853384017944
-0.64,262,0.95613486,5240,-0.619871,0.14999999,14.95415472984314
-0.64,263,0.95613545,5260,-0.7086675,0.14999999,15.025146961212158
-0.64,264,0.9561349,5280,-0.775831,0.14999999,15.112630605697632
-0.64,265,0.9561354,5300,-0.8196437,0.14999999,15.18715214729309
-0.64,266,0.9561351,5320,-0.74333644,0.14999999,15.30074667930603
-0.64,267,0.95613503,5340,-0.6129515,0.14999999,15.377531051635742
-0.64,268,0.95613533,5360,-0.6424792,0.14999999,15.51978611946106
-0.64,269,0.95613635,5380,-0.51584566,0.14999999,15.646607160568237
-0.64,270,0.95613706,5400,-0.64089406,0.14999999,15.688848972320557
-0.64,271,0.95613736,5420,-0.8753195,0.14999999,15.763258457183838
-0.64,272,0.95613724,5440,-0.5397396,0.14999999,15.827032804489136
-0.64,273,0.95613605,5460,-0.6382795,0.14999999,15.911798238754272
-0.64,274,0.956135,5480,-0.39968517,0.14999999,15.997114419937134
-0.64,275,0.9561346,5500,-0.38392997,0.14999999,16.152756214141846
-0.64,276,0.95613515,5520,-0.47979438,0.14999999,16.244041681289673
-0.64,277,0.95613575,5540,-0.69751614,0.14999999,16.307313680648804
-0.64,278,0.95613503,5560,-0.6669298,0.14999999,16.360830307006836
-0.64,279,0.95613605,5580,-0.5589328,0.14999999,16.437148571014404
-0.64,280,0.9561356,5600,-0.53867126,0.14999999,16.476972818374634
-0.64,281,0.9561359,5620,-0.52489996,0.14999999,16.511608600616455
-0.64,282,0.95613575,5640,-0.540077,0.14999999,16.548850536346436
-0.64,283,0.95613545,5660,-0.67907244,0.14999999,16.633726119995117
-0.64,284,0.9561353,5680,-0.45314676,0.14999999,16.669370651245117
-0.64,285,0.9561344,5700,-0.4782169,0.14999999,16.70506453514099
-0.64,286,0.95613515,5720,-0.83089334,0.14999999,16.751342058181763
-0.64,287,0.9561355,5740,-0.56451863,0.14999999,16.776171445846558
-0.64,288,0.95613503,5760,-0.65851367,0.14999999,16.805132389068604
-0.64,289,0.9561345,5780,-0.7209533,0.14999999,16.844991207122803
-0.64,290,0.9561353,5800,-0.76731116,0.14999999,16.87047553062439
-0.64,291,0.95613533,5820,-0.6815657,0.14999999,16.898265600204468
-0.64,292,0.95613503,5840,-0.83244777,0.14999999,16.92264676094055
-0.64,293,0.9561348,5860,-0.6368737,0.14999999,16.950814723968506
-0.64,294,0.9561356,5880,-0.48225135,0.14999999,16.9803466796875
-0.64,295,0.95613664,5900,-0.8292042,0.14999999,17.035837650299072
-0.64,296,0.9561372,5920,-0.79680985,0.14999999,17.070464611053467
-0.64,297,0.9561377,5940,-0.7018627,0.14999999,17.13365125656128
-0.64,298,0.95613754,5960,-0.5213702,0.14999999,17.175604104995728
-0.64,299,0.9561385,5980,-0.8331419,0.14999999,17.21388578414917
-0.64,300,0.9561381,6000,-0.57640934,0.14999999,17.255024909973145
-0.64,301,0.9561386,6020,-0.5832351,0.14999999,17.312271118164062
-0.64,302,0.9561394,6040,-0.35807458,0.14999999,17.367427110671997
-0.64,303,0.9561399,6060,-0.5620622,0.14999999,17.413962841033936
-0.64,304,0.95614094,6080,-0.5952176,0.14999999,17.462888717651367
-0.64,305,0.9561414,6100,-0.52771056,0.14999999,17.508986711502075
-0.64,306,0.95614135,6120,-0.6100952,0.14999999,17.542980194091797
-0.64,307,0.9561416,6140,-0.5496396,0.14999999,17.591103553771973
-0.64,308,0.9561411,6160,-0.5932635,0.14999999,17.621586322784424
-0.64,309,0.9561414,6180,-0.43079978,0.14999999,17.647756338119507
-0.64,310,0.95614094,6200,-0.8014403,0.14999999,17.676249027252197
-0.64,311,0.95614123,6220,-0.74267656,0.14999999,17.704841136932373
-0.64,312,0.9561404,6240,-0.4376167,0.14999999,17.733099222183228
-0.64,313,0.9561394,6260,-0.75081617,0.14999999,17.761613845825195
-0.64,314,0.9561396,6280,-0.70613873,0.14999999,17.792264223098755
-0.64,315,0.9561384,6300,-0.4453292,0.14999999,17.820204496383667
-0.64,316,0.95613813,6320,-0.7409708,0.14999999,17.856278657913208
-0.64,317,0.9561381,6340,-0.5651911,0.14999999,17.89866018295288
-0.64,318,0.9561384,6360,-0.4035017,0.14999999,17.96568536758423
-0.64,319,0.9561385,6380,-0.8328117,0.14999999,18.01436495780945
-0.64,320,0.9561386,6400,-0.88729143,0.14999999,18.068238496780396
-0.64,321,0.9561376,6420,-0.6586739,0.14999999,18.112608432769775
-0.64,322,0.95613754,6440,-0.73390716,0.14999999,18.131006002426147
-0.64,323,0.95613706,6460,-0.7140763,0.14999999,18.18726658821106
-0.64,324,0.95613664,6480,-0.8043036,0.14999999,18.222174882888794
-0.64,325,0.95613694,6500,-0.7418212,0.14999999,18.24941658973694
-0.64,326,0.95613676,6520,-0.42243102,0.14999999,18.282774448394775
-0.64,327,0.95613617,6540,-0.74353075,0.14999999,18.3091299533844
-0.64,328,0.95613563,6560,-0.75211525,0.14999999,18.328895568847656
-0.64,329,0.95613575,6580,-0.9579631,0.14999999,18.374873638153076
-0.64,330,0.9561348,6600,-0.6428624,0.14999999,18.429147958755493
-0.64,331,0.95613456,6620,-0.5443855,0.14999999,18.475231170654297
-0.64,332,0.9561351,6640,-0.65553564,0.14999999,18.501290321350098
-0.64,333,0.95613486,6660,-0.6587688,0.14999999,18.54943323135376
-0.64,334,0.956135,6680,-0.503204,0.14999999,18.57987689971924
-0.64,335,0.9561338,6700,-0.6753813,0.14999999,18.614326000213623
-0.64,336,0.95613396,6720,-0.50861335,0.14999999,18.66304874420166
-0.64,337,0.95613277,6740,-0.69709617,0.14999999,18.69650101661682
-0.64,338,0.9561329,6760,-0.8032247,0.14999999,18.72827386856079
-0.64,339,0.95613265,6780,-0.4977866,0.14999999,18.781054496765137
-0.64,340,0.9561326,6800,-0.4953891,0.14999999,18.815568923950195
-0.64,341,0.95613325,6820,-0.43513978,0.14999999,18.859095335006714
-0.64,342,0.9561332,6840,-0.4632252,0.14999999,18.91196632385254
-0.64,343,0.9561342,6860,-0.8357671,0.14999999,18.95905303955078
-0.64,344,0.95613474,6880,-0.59428066,0.14999999,18.992790937423706
-0.64,345,0.9561349,6900,-0.51398927,0.14999999,19.017510652542114
-0.64,346,0.95613575,6920,-0.6497548,0.14999999,19.07646632194519
-0.64,347,0.9561359,6940,-0.73569334,0.14999999,19.118014574050903
-0.64,348,0.95613617,6960,-0.728919,0.14999999,19.151384115219116
-0.64,349,0.9561367,6980,-0.6099524,0.14999999,19.187867641448975
-0.64,350,0.956137,7000,-0.50887007,0.14999999,19.220386505126953
-0.64,351,0.9561372,7020,-0.39815515,0.14999999,19.244187116622925
-0.64,352,0.95613635,7040,-0.6519402,0.14999999,19.27222204208374
-0.64,353,0.95613664,7060,-0.675099,0.14999999,19.29939293861389
-0.64,354,0.9561365,7080,-0.33749408,0.14999999,19.32771062850952
-0.64,355,0.9561377,7100,-1.0250382,0.14999999,19.37070894241333
-0.64,356,0.95613664,7120,-0.48523176,0.14999999,19.441124439239502
-0.64,357,0.95613676,7140,-0.8950862,0.14999999,19.49255657196045
-0.64,358,0.9561369,7160,-0.4762476,0.14999999,19.53273844718933
-0.64,359,0.9561375,7180,-1.0377651,0.14999999,19.59649968147278
-0.64,360,0.9561378,7200,-0.62785286,0.14999999,19.654930353164673
-0.64,361,0.956137,7220,-0.7484496,0.14999999,19.699018716812134
-0.64,362,0.95613694,7240,-0.67918795,0.14999999,19.74318766593933
-0.64,363,0.95613706,7260,-0.73474395,0.14999999,19.812390327453613
-0.64,364,0.9561374,7280,-0.6091722,0.14999999,19.860724925994873
-0.64,365,0.9561363,7300,-0.5432277,0.14999999,19.902742862701416
-0.64,366,0.9561366,7320,-0.45256317,0.14999999,19.93814182281494
-0.64,367,0.9561357,7340,-0.61673915,0.14999999,19.979154348373413
-0.64,368,0.9561353,7360,-0.5157018,0.14999999,20.018866539001465
-0.64,369,0.95613575,7380,-0.82275313,0.14999999,20.060293197631836
-0.64,370,0.9561357,7400,-0.8674406,0.14999999,20.09318447113037
-0.64,371,0.9561354,7420,-0.65147185,0.14999999,20.120031356811523
-0.64,372,0.9561355,7440,-0.5343104,0.14999999,20.14773464202881
-0.64,373,0.9561353,7460,-0.3994369,0.14999999,20.17638349533081
-0.64,374,0.95613563,7480,-0.5821772,0.14999999,20.203853845596313
-0.64,375,0.9561356,7500,-0.5343671,0.14999999,20.23190426826477
