LQGmu1_higher,Iteration,ReturnMean,TimestepsSoFar,LQGmu1_actor,LQGsigma_higher,TimeElapsed
-0.64,1,0.9559737,20,-0.532906,0.14999999,0.15844154357910156
-0.64,2,0.9559823,40,-0.60975057,0.14999999,0.4221673011779785
-0.64,3,0.95611054,60,-0.76667947,0.14999999,0.4741549491882324
-0.64,4,0.9561539,80,-0.6996561,0.14999999,0.5176975727081299
-0.64,5,0.9561285,100,-0.5793232,0.14999999,0.560114860534668
-0.64,6,0.95610744,120,-0.7517101,0.14999999,0.6220486164093018
-0.64,7,0.9561463,140,-0.7090902,0.14999999,0.6679027080535889
-0.64,8,0.95613754,160,-0.6790295,0.14999999,0.7141168117523193
-0.64,9,0.9561269,180,-0.42868513,0.14999999,0.7537615299224854
-0.64,10,0.9561151,200,-0.745777,0.14999999,0.8167233467102051
-0.64,11,0.9561277,220,-0.6688238,0.14999999,0.9195103645324707
-0.64,12,0.9561451,240,-0.66841793,0.14999999,0.9624767303466797
-0.64,13,0.9561558,260,-0.78993297,0.14999999,1.0200185775756836
-0.64,14,0.9561509,280,-0.6383584,0.14999999,1.058408498764038
-0.64,15,0.95615274,300,-0.53338945,0.14999999,1.1113147735595703
-0.64,16,0.9561553,320,-0.7226013,0.14999999,1.1643495559692383
-0.64,17,0.9561485,340,-0.67214257,0.14999999,1.2058069705963135
-0.64,18,0.95615697,360,-0.47232127,0.14999999,1.2296998500823975
-0.64,19,0.9561678,380,-0.42656067,0.14999999,1.2797389030456543
-0.64,20,0.95615566,400,-0.6198388,0.14999999,1.3310656547546387
-0.64,21,0.95615906,420,-0.52738714,0.14999999,1.3709087371826172
-0.64,22,0.95616335,440,-0.5995591,0.14999999,1.4001946449279785
-0.64,23,0.95617193,460,-0.5819261,0.14999999,1.4249789714813232
-0.64,24,0.95616513,480,-0.62370414,0.14999999,1.4530651569366455
-0.64,25,0.95615786,500,-0.68184364,0.14999999,1.4847400188446045
-0.64,26,0.95614845,520,-0.7269254,0.14999999,1.513775110244751
-0.64,27,0.9561482,540,-0.5536877,0.14999999,1.5405759811401367
-0.64,28,0.9561534,560,-0.6868107,0.14999999,1.5591938495635986
-0.64,29,0.956159,580,-0.67967737,0.14999999,1.5842833518981934
-0.64,30,0.956164,600,-0.5801322,0.14999999,1.6111457347869873
-0.64,31,0.95616406,620,-0.2881273,0.14999999,1.6401734352111816
-0.64,32,0.95617306,640,-0.3464127,0.14999999,1.677372694015503
-0.64,33,0.95616716,660,-0.4506718,0.14999999,1.7180993556976318
-0.64,34,0.95616406,680,-0.46815968,0.14999999,1.7545416355133057
-0.64,35,0.9561536,700,-0.7934906,0.14999999,1.7843222618103027
-0.64,36,0.9561555,720,-0.58243126,0.14999999,1.812798261642456
-0.64,37,0.95615625,740,-0.30720475,0.14999999,1.8443706035614014
-0.64,38,0.95615846,760,-0.42347383,0.14999999,1.8724236488342285
-0.64,39,0.9561574,780,-0.5949142,0.14999999,1.9065487384796143
-0.64,40,0.95616114,800,-0.59219426,0.14999999,1.9360668659210205
-0.64,41,0.95616335,820,-0.6177175,0.14999999,1.9733185768127441
-0.64,42,0.9561664,840,-0.5999354,0.14999999,2.0097827911376953
-0.64,43,0.95615745,860,-0.57104415,0.14999999,2.0418264865875244
-0.64,44,0.95616204,880,-0.6523446,0.14999999,2.0708096027374268
-0.64,45,0.9561657,900,-0.84632486,0.14999999,2.095841407775879
-0.64,46,0.95616484,920,-0.49500853,0.14999999,2.1443397998809814
-0.64,47,0.9561555,940,-0.503327,0.14999999,2.2017130851745605
-0.64,48,0.95614654,960,-0.7689425,0.14999999,2.2282140254974365
-0.64,49,0.9561464,980,-0.9134424,0.14999999,2.293707847595215
-0.64,50,0.95615053,1000,-0.74586135,0.14999999,2.3326549530029297
-0.64,51,0.9561519,1020,-0.5645405,0.14999999,2.360353946685791
-0.64,52,0.9561533,1040,-0.5659909,0.14999999,2.3967037200927734
-0.64,53,0.95614874,1060,-0.6374045,0.14999999,2.4286887645721436
-0.64,54,0.9561541,1080,-0.6748545,0.14999999,2.4758498668670654
-0.64,55,0.95615596,1100,-0.4613571,0.14999999,2.510631799697876
-0.64,56,0.9561518,1120,-0.8981936,0.14999999,2.548158645629883
-0.64,57,0.95615184,1140,-0.43611312,0.14999999,2.595600128173828
-0.64,58,0.95615596,1160,-0.5797548,0.14999999,2.6351776123046875
-0.64,59,0.9561531,1180,-0.43713504,0.14999999,2.6638758182525635
-0.64,60,0.9561551,1200,-0.6031882,0.14999999,2.6881089210510254
-0.64,61,0.95615864,1220,-0.36612028,0.14999999,2.7307288646698
-0.64,62,0.95615906,1240,-0.7811237,0.14999999,2.748927116394043
-0.64,63,0.9561581,1260,-0.5120373,0.14999999,2.7749290466308594
-0.64,64,0.9561579,1280,-0.586184,0.14999999,2.805649757385254
-0.64,65,0.9561609,1300,-0.5966604,0.14999999,2.8294143676757812
-0.64,66,0.95616466,1320,-0.79153264,0.14999999,2.8537137508392334
-0.64,67,0.95616674,1340,-0.37475583,0.14999999,2.879180908203125
-0.64,68,0.95616126,1360,-0.44707742,0.14999999,2.907520294189453
-0.64,69,0.95616037,1380,-0.44770235,0.14999999,2.9297337532043457
-0.64,70,0.9561589,1400,-0.66082907,0.14999999,2.954604387283325
-0.64,71,0.9561528,1420,-0.5356348,0.14999999,2.9964587688446045
-0.64,72,0.9561543,1440,-0.6955545,0.14999999,3.039111375808716
-0.64,73,0.9561529,1460,-0.61913556,0.14999999,3.078988790512085
-0.64,74,0.9561574,1480,-0.43640372,0.14999999,3.140453815460205
-0.64,75,0.95615643,1500,-0.5918087,0.14999999,3.216775894165039
-0.64,76,0.9561599,1520,-0.60877264,0.14999999,3.2690892219543457
-0.64,77,0.9561584,1540,-0.7562103,0.14999999,3.3121578693389893
-0.64,78,0.9561607,1560,-0.6104219,0.14999999,3.353914976119995
-0.64,79,0.95616287,1580,-0.5697663,0.14999999,3.421414852142334
-0.64,80,0.9561602,1600,-0.95534146,0.14999999,3.448367118835449
-0.64,81,0.9561565,1620,-0.7005852,0.14999999,3.4831435680389404
-0.64,82,0.95616,1640,-0.43483537,0.14999999,3.521890878677368
-0.64,83,0.95615894,1660,-0.88442314,0.14999999,3.547886848449707
-0.64,84,0.9561575,1680,-0.5243899,0.14999999,3.5702402591705322
-0.64,85,0.9561549,1700,-0.7093727,0.14999999,3.607292652130127
-0.64,86,0.9561564,1720,-0.72270656,0.14999999,3.6581075191497803
-0.64,87,0.9561552,1740,-0.7559879,0.14999999,3.704744577407837
-0.64,88,0.956153,1760,-0.80010676,0.14999999,3.7663352489471436
-0.64,89,0.9561533,1780,-0.7705824,0.14999999,3.8537776470184326
-0.64,90,0.95615184,1800,-0.40460157,0.14999999,3.9068307876586914
-0.64,91,0.95614994,1820,-0.5614711,0.14999999,3.944561719894409
-0.64,92,0.9561517,1840,-0.60569644,0.14999999,4.0017828941345215
-0.64,93,0.9561539,1860,-0.37980187,0.14999999,4.054551124572754
-0.64,94,0.9561571,1880,-0.5673687,0.14999999,4.159156799316406
-0.64,95,0.95615876,1900,-0.7438386,0.14999999,4.267183542251587
-0.64,96,0.9561599,1920,-0.48044255,0.14999999,4.4394872188568115
-0.64,97,0.9561613,1940,-0.5779071,0.14999999,4.514719724655151
-0.64,98,0.9561585,1960,-0.7462071,0.14999999,4.5978357791900635
-0.64,99,0.95615774,1980,-0.5360574,0.14999999,4.668018817901611
-0.64,100,0.95615923,2000,-0.82031095,0.14999999,4.739371061325073
-0.64,101,0.9561594,2020,-0.8526268,0.14999999,4.770457744598389
-0.64,102,0.9561595,2040,-0.39937913,0.14999999,4.8150317668914795
-0.64,103,0.9561619,2060,-0.6202418,0.14999999,4.865986108779907
-0.64,104,0.95616126,2080,-0.82713455,0.14999999,4.9284186363220215
-0.64,105,0.9561602,2100,-0.84334177,0.14999999,4.985971689224243
-0.64,106,0.95615673,2120,-0.74451333,0.14999999,5.0574586391448975
-0.64,107,0.9561586,2140,-0.83237976,0.14999999,5.1687116622924805
-0.64,108,0.95615613,2160,-0.67123944,0.14999999,5.29661226272583
-0.64,109,0.956157,2180,-0.7500609,0.14999999,5.329363107681274
-0.64,110,0.95615757,2200,-0.7373776,0.14999999,5.379657030105591
-0.64,111,0.95615846,2220,-0.63114816,0.14999999,5.453940153121948
-0.64,112,0.95616066,2240,-0.68244594,0.14999999,5.514712333679199
-0.64,113,0.95615935,2260,-0.5814018,0.14999999,5.563944339752197
-0.64,114,0.95616096,2280,-0.95744807,0.14999999,5.62738299369812
-0.64,115,0.95616037,2300,-0.8187934,0.14999999,5.687683582305908
-0.64,116,0.95616186,2320,-0.5758851,0.14999999,5.72860860824585
-0.64,117,0.9561624,2340,-0.5539091,0.14999999,5.8080267906188965
-0.64,118,0.95616204,2360,-0.7293143,0.14999999,5.864588975906372
-0.64,119,0.95616204,2380,-0.17404887,0.14999999,5.899614334106445
-0.64,120,0.95615757,2400,-0.52700865,0.14999999,5.96770715713501
-0.64,121,0.9561571,2420,-0.51664233,0.14999999,6.031394958496094
-0.64,122,0.9561585,2440,-0.494741,0.14999999,6.1191794872283936
-0.64,123,0.9561584,2460,-0.7896486,0.14999999,6.18303370475769
-0.64,124,0.9561571,2480,-0.83388674,0.14999999,6.242642879486084
-0.64,125,0.9561559,2500,-0.7496939,0.14999999,6.33221173286438
-0.64,126,0.9561542,2520,-0.55276984,0.14999999,6.418375253677368
-0.64,127,0.956155,2540,-0.79734457,0.14999999,6.50068736076355
-0.64,128,0.9561546,2560,-0.8664661,0.14999999,6.579622983932495
-0.64,129,0.9561548,2580,-0.64298755,0.14999999,6.622221946716309
-0.64,130,0.9561556,2600,-0.5315889,0.14999999,6.6853556632995605
-0.64,131,0.9561556,2620,-0.80451965,0.14999999,6.756388187408447
-0.64,132,0.95615435,2640,-0.64210665,0.14999999,6.812730312347412
-0.64,133,0.9561539,2660,-0.8912649,0.14999999,6.872796535491943
-0.64,134,0.95615286,2680,-0.55875796,0.14999999,6.915663242340088
-0.64,135,0.9561544,2700,-0.7397189,0.14999999,6.945494174957275
-0.64,136,0.9561554,2720,-0.6149753,0.14999999,7.010827541351318
-0.64,137,0.9561556,2740,-0.5958416,0.14999999,7.087909698486328
-0.64,138,0.9561562,2760,-0.55916387,0.14999999,7.1302454471588135
-0.64,139,0.9561568,2780,-0.4360228,0.14999999,7.182883977890015
-0.64,140,0.95615715,2800,-0.5303878,0.14999999,7.226042985916138
-0.64,141,0.9561577,2820,-0.7959423,0.14999999,7.308494806289673
-0.64,142,0.9561586,2840,-0.37862226,0.14999999,7.368824005126953
-0.64,143,0.95616055,2860,-0.5803529,0.14999999,7.412079572677612
-0.64,144,0.9561595,2880,-0.51071,0.14999999,7.442025899887085
-0.64,145,0.9561572,2900,-0.64886004,0.14999999,7.474070310592651
-0.64,146,0.9561579,2920,-0.7026084,0.14999999,7.507993936538696
-0.64,147,0.9561594,2940,-0.69403577,0.14999999,7.555074691772461
-0.64,148,0.95616007,2960,-0.82421803,0.14999999,7.632633686065674
-0.64,149,0.9561609,2980,-0.58586496,0.14999999,7.691448926925659
-0.64,150,0.9561605,3000,-0.6640489,0.14999999,7.762799024581909
-0.64,151,0.9561614,3020,-0.84493923,0.14999999,7.79071831703186
-0.64,152,0.9561617,3040,-0.7385009,0.14999999,7.853224039077759
-0.64,153,0.9561606,3060,-0.74008095,0.14999999,7.882546901702881
-0.64,154,0.9561601,3080,-0.7138307,0.14999999,7.934273958206177
-0.64,155,0.95615906,3100,-0.8487481,0.14999999,8.005604982376099
-0.64,156,0.95615643,3120,-0.40295637,0.14999999,8.05329418182373
-0.64,157,0.9561538,3140,-0.43286595,0.14999999,8.11477017402649
-0.64,158,0.95615476,3160,-0.31944376,0.14999999,8.153768062591553
-0.64,159,0.9561539,3180,-0.9035934,0.14999999,8.192418336868286
-0.64,160,0.95615196,3200,-0.6470661,0.14999999,8.284147024154663
-0.64,161,0.9561512,3220,-0.7285149,0.14999999,8.337662935256958
-0.64,162,0.9561504,3240,-0.5955387,0.14999999,8.395540714263916
-0.64,163,0.9561511,3260,-0.7707088,0.14999999,8.465871810913086
-0.64,164,0.95614994,3280,-0.7657043,0.14999999,8.522531032562256
-0.64,165,0.9561499,3300,-0.5923943,0.14999999,8.554767608642578
-0.64,166,0.95614976,3320,-0.7731383,0.14999999,8.620810270309448
-0.64,167,0.95614934,3340,-0.6270931,0.14999999,8.680692434310913
-0.64,168,0.9561495,3360,-0.56190974,0.14999999,8.719099521636963
-0.64,169,0.9561485,3380,-0.7215768,0.14999999,8.783375024795532
-0.64,170,0.9561482,3400,-0.80563504,0.14999999,8.831044912338257
-0.64,171,0.9561493,3420,-0.5231794,0.14999999,8.888365745544434
-0.64,172,0.95614964,3440,-0.8368495,0.14999999,8.918443441390991
-0.64,173,0.956147,3460,-0.42273504,0.14999999,8.945671081542969
-0.64,174,0.9561473,3480,-0.69876254,0.14999999,8.97398591041565
-0.64,175,0.9561479,3500,-0.5093338,0.14999999,8.999221563339233
-0.64,176,0.9561468,3520,-0.48950845,0.14999999,9.026970386505127
-0.64,177,0.95614505,3540,-0.86884594,0.14999999,9.049022912979126
-0.64,178,0.9561455,3560,-0.5530464,0.14999999,9.078340768814087
-0.64,179,0.9561433,3580,-0.5831249,0.14999999,9.099124908447266
-0.64,180,0.95614344,3600,-0.47351637,0.14999999,9.15492868423462
-0.64,181,0.95614403,3620,-0.78183514,0.14999999,9.19735598564148
-0.64,182,0.9561427,3640,-0.3590507,0.14999999,9.238714933395386
-0.64,183,0.9561431,3660,-0.74382126,0.14999999,9.271130800247192
-0.64,184,0.956142,3680,-0.5483128,0.14999999,9.338116884231567
-0.64,185,0.95614046,3700,-0.64332825,0.14999999,9.404796361923218
-0.64,186,0.9561399,3720,-0.52532077,0.14999999,9.45546579360962
-0.64,187,0.95614076,3740,-0.6001049,0.14999999,9.544797658920288
