TimestepsSoFar,LQGmu1_higher,TimeElapsed,LQGsigma_higher,LQGmu1_actor,Iteration,ReturnMean
7520,-0.4,14.397034883499146,0.14999999,-0.27896038,376,0.9559128
7540,-0.4,14.437695503234863,0.14999999,-0.47850874,377,0.9559143
7560,-0.4,14.489473581314087,0.14999999,-0.3780101,378,0.95591533
7580,-0.4,14.550093650817871,0.14999999,-0.7776971,379,0.9559156
7600,-0.4,14.595534801483154,0.14999999,-0.32288647,380,0.9559164
7620,-0.4,14.6461923122406,0.14999999,-0.53515536,381,0.95591587
7640,-0.4,14.691753387451172,0.14999999,-0.49593216,382,0.955915
7660,-0.4,14.738173007965088,0.14999999,0.1685256,383,0.95591646
7680,-0.4,14.789219617843628,0.14999999,-0.53253543,384,0.9554374
7700,-0.4,14.834031581878662,0.14999999,-0.2276486,385,0.95543957
7720,-0.4,14.88875126838684,0.14999999,-0.5172063,386,0.9554373
7740,-0.4,14.931121110916138,0.14999999,-0.43410847,387,0.9554396
7760,-0.4,14.992369890213013,0.14999999,-0.5885736,388,0.9554414
7780,-0.4,15.034471035003662,0.14999999,-0.370458,389,0.9554431
7800,-0.4,15.07714581489563,0.14999999,-0.41380036,390,0.9554448
7820,-0.4,15.124839782714844,0.14999999,-0.4862231,391,0.9554463
7840,-0.4,15.16678500175476,0.14999999,-0.39198095,392,0.9554487
7860,-0.4,15.210871934890747,0.14999999,-0.44507465,393,0.9554507
7880,-0.4,15.245993852615356,0.14999999,-0.281811,394,0.9554528
7900,-0.4,15.274571657180786,0.14999999,-0.2939315,395,0.9554544
7920,-0.4,15.306017398834229,0.14999999,-0.2937986,396,0.9554548
7940,-0.4,15.336006164550781,0.14999999,-0.37105942,397,0.9554571
7960,-0.4,15.366484642028809,0.14999999,-0.5242817,398,0.95545954
7980,-0.4,15.397100448608398,0.14999999,-0.23516472,399,0.955461
8000,-0.4,15.428734540939331,0.14999999,-0.21132204,400,0.95546335
8020,-0.4,15.459773302078247,0.14999999,-0.48134112,401,0.95546335
8040,-0.4,15.505567789077759,0.14999999,-0.3973832,402,0.95546484
8060,-0.4,15.54114031791687,0.14999999,-0.31070486,403,0.9554666
8080,-0.4,15.573955297470093,0.14999999,-0.36163396,404,0.9554684
8100,-0.4,15.606708288192749,0.14999999,-0.3222892,405,0.9554692
8120,-0.4,15.643157005310059,0.14999999,-0.4790337,406,0.9554705
8140,-0.4,15.676757335662842,0.14999999,-0.20841156,407,0.95547146
8160,-0.4,15.708579301834106,0.14999999,-0.03052923,408,0.9554735
8180,-0.4,15.742132425308228,0.14999999,-0.39453754,409,0.95547014
8200,-0.4,15.780909299850464,0.14999999,-0.44809756,410,0.9554707
8220,-0.4,15.81338357925415,0.14999999,-0.17375785,411,0.9554718
8240,-0.4,15.841674089431763,0.14999999,-0.24242716,412,0.95547277
8260,-0.4,15.870598554611206,0.14999999,-0.32619578,413,0.9554746
8280,-0.4,15.899028778076172,0.14999999,-0.72860676,414,0.95547485
8300,-0.4,15.928895950317383,0.14999999,-0.46779743,415,0.9554768
8320,-0.4,15.959958553314209,0.14999999,-0.39311463,416,0.9554789
8340,-0.4,15.9906165599823,0.14999999,-0.3404689,417,0.9554805
8360,-0.4,16.02320909500122,0.14999999,-0.45948648,418,0.95548207
8380,-0.4,16.052934408187866,0.14999999,-0.5461251,419,0.955484
8400,-0.4,16.091575622558594,0.14999999,-0.30245042,420,0.95548534
8420,-0.4,16.120623111724854,0.14999999,-0.26677918,421,0.95548695
8440,-0.4,16.16340661048889,0.14999999,-0.33923075,422,0.9554885
8460,-0.4,16.205498218536377,0.14999999,-0.522295,423,0.9554885
8480,-0.4,16.25458836555481,0.14999999,-0.11567703,424,0.9554895
8500,-0.4,16.30381965637207,0.14999999,-0.51901567,425,0.9554875
8520,-0.4,16.35437560081482,0.14999999,-0.39888722,426,0.95548844
8540,-0.4,16.401201009750366,0.14999999,-0.74395955,427,0.9554909
8560,-0.4,16.44537615776062,0.14999999,-0.0706009,428,0.95549273
8580,-0.4,16.494513511657715,0.14999999,-0.29721028,429,0.9554935
8600,-0.4,16.534902572631836,0.14999999,-0.3683981,430,0.9554954
8620,-0.4,16.569316148757935,0.14999999,-0.43464985,431,0.95549667
8640,-0.4,16.600194215774536,0.14999999,-0.38676572,432,0.95549846
8660,-0.4,16.631713390350342,0.14999999,-0.3995166,433,0.9554996
8680,-0.4,16.664134979248047,0.14999999,-0.3746107,434,0.95550096
8700,-0.4,16.698662042617798,0.14999999,-0.28140727,435,0.9555027
8720,-0.4,16.731772899627686,0.14999999,-0.6583092,436,0.955504
8740,-0.4,16.768831253051758,0.14999999,-0.54166806,437,0.95550567
8760,-0.4,16.805452823638916,0.14999999,-0.29094458,438,0.9555074
8780,-0.4,16.836349725723267,0.14999999,-0.37854612,439,0.9555094
8800,-0.4,16.871782302856445,0.14999999,-0.29369015,440,0.95551103
8820,-0.4,16.90307331085205,0.14999999,-0.39823624,441,0.9555126
8840,-0.4,16.93492889404297,0.14999999,-0.5189036,442,0.9555138
8860,-0.4,16.96640658378601,0.14999999,-0.22014672,443,0.95551527
8880,-0.4,16.99983549118042,0.14999999,-0.55450386,444,0.95551574
8900,-0.4,17.043134689331055,0.14999999,-0.53060824,445,0.95551723
8920,-0.4,17.087581634521484,0.14999999,-0.16698992,446,0.95551825
8940,-0.4,17.14631485939026,0.14999999,-0.5134094,447,0.95551974
8960,-0.4,17.198305130004883,0.14999999,-0.48090035,448,0.9555219
8980,-0.4,17.23533535003662,0.14999999,-0.11940113,449,0.9555229
9000,-0.4,17.2728328704834,0.14999999,-0.8286305,450,0.9555244
9020,-0.4,17.32024121284485,0.14999999,-0.30805206,451,0.9555253
9040,-0.4,17.36458683013916,0.14999999,-0.7276884,452,0.95552534
9060,-0.4,17.4174644947052,0.14999999,-0.1460064,453,0.95552653
9080,-0.4,17.463932275772095,0.14999999,-0.35318887,454,0.9555264
9100,-0.4,17.520649433135986,0.14999999,-0.60776925,455,0.9555278
9120,-0.4,17.56910800933838,0.14999999,-0.54749787,456,0.95552933
9140,-0.4,17.61057710647583,0.14999999,-0.35734144,457,0.95553076
9160,-0.4,17.655989408493042,0.14999999,-0.5698976,458,0.9555315
9180,-0.4,17.687612533569336,0.14999999,-0.2886929,459,0.9555329
9200,-0.4,17.722448348999023,0.14999999,-0.50661975,460,0.9555343
9220,-0.4,17.75416135787964,0.14999999,-0.325289,461,0.95553553
9240,-0.4,17.78571367263794,0.14999999,-0.41311622,462,0.9555359
9260,-0.4,17.817915439605713,0.14999999,-0.56477463,463,0.95553726
9280,-0.4,17.852047443389893,0.14999999,-0.72311115,464,0.9555391
9300,-0.4,17.885374069213867,0.14999999,-0.5050565,465,0.95554054
9320,-0.4,17.92195773124695,0.14999999,-0.05145344,466,0.9555414
9340,-0.4,17.95552158355713,0.14999999,-0.23080817,467,0.955539
9360,-0.4,17.991112232208252,0.14999999,-0.20744593,468,0.9555398
9380,-0.4,18.023254871368408,0.14999999,-0.32817888,469,0.9555404
9400,-0.4,18.06329917907715,0.14999999,-0.32539195,470,0.9555411
9420,-0.4,18.108295440673828,0.14999999,-0.44624737,471,0.95554245
9440,-0.4,18.14315962791443,0.14999999,-0.7505201,472,0.95554394
9460,-0.4,18.19305992126465,0.14999999,-0.36730838,473,0.9555454
9480,-0.4,18.255225658416748,0.14999999,-0.30553198,474,0.95554656
9500,-0.4,18.30197834968567,0.14999999,-0.30603775,475,0.95554656
9520,-0.4,18.36085081100464,0.14999999,-0.5957413,476,0.9555479
9540,-0.4,18.397699117660522,0.14999999,-0.44476718,477,0.9555476
9560,-0.4,18.446539163589478,0.14999999,-0.18438075,478,0.9555485
9580,-0.4,18.48666262626648,0.14999999,-0.41278425,479,0.9555469
9600,-0.4,18.526986122131348,0.14999999,-0.2626456,480,0.9555486
9620,-0.4,18.566774129867554,0.14999999,-0.29175657,481,0.95554954
9640,-0.4,18.60335874557495,0.14999999,-0.45010412,482,0.95555097
9660,-0.4,18.64134693145752,0.14999999,-0.5975856,483,0.9555523
9680,-0.4,18.688592195510864,0.14999999,-0.5291939,484,0.9555534
9700,-0.4,18.73452091217041,0.14999999,-0.31009543,485,0.9555543
9720,-0.4,18.777141094207764,0.14999999,-0.7101887,486,0.95555496
9740,-0.4,18.814836025238037,0.14999999,-0.64159155,487,0.955556
9760,-0.4,18.85534381866455,0.14999999,-0.52630126,488,0.9555569
9780,-0.4,18.888699293136597,0.14999999,-0.28961992,489,0.9555577
9800,-0.4,18.929954051971436,0.14999999,-0.3963958,490,0.95555896
9820,-0.4,18.961716413497925,0.14999999,-0.32161617,491,0.9555607
9840,-0.4,18.99497365951538,0.14999999,-0.31403142,492,0.95556206
9860,-0.4,19.022838830947876,0.14999999,-0.43947017,493,0.9555622
9880,-0.4,19.05168914794922,0.14999999,-0.5078599,494,0.95556235
9900,-0.4,19.0908362865448,0.14999999,-0.32129684,495,0.9555634
9920,-0.4,19.12595272064209,0.14999999,-0.63333476,496,0.95556283
9940,-0.4,19.1540687084198,0.14999999,-0.24660765,497,0.95556396
9960,-0.4,19.184362173080444,0.14999999,-0.36237857,498,0.95556456
9980,-0.4,19.21578335762024,0.14999999,-0.45066494,499,0.9555655
10000,-0.4,19.247241973876953,0.14999999,-0.45509818,500,0.9555669
10020,-0.4,19.278778314590454,0.14999999,-0.30429733,501,0.95556843
10040,-0.4,19.310233116149902,0.14999999,-0.33179766,502,0.9555691
10060,-0.4,19.34182643890381,0.14999999,-0.6279172,503,0.9555705
10080,-0.4,19.37489080429077,0.14999999,-0.33847427,504,0.9555714
10100,-0.4,19.415000438690186,0.14999999,0.068924725,505,0.9555725
10120,-0.4,19.473578929901123,0.14999999,-0.5879733,506,0.95549935
10140,-0.4,19.524253368377686,0.14999999,-0.6944697,507,0.9555008
10160,-0.4,19.574376106262207,0.14999999,-0.71232057,508,0.95550287
10180,-0.4,19.63297963142395,0.14999999,-0.427887,509,0.95550394
10200,-0.4,19.677524089813232,0.14999999,-0.6567048,510,0.9555042
10220,-0.4,19.73677396774292,0.14999999,-0.3695212,511,0.95550597
10240,-0.4,19.79116988182068,0.14999999,-0.20751205,512,0.9555073
10260,-0.4,19.846617460250854,0.14999999,-0.2515754,513,0.95550543
10280,-0.4,19.902928113937378,0.14999999,-0.5887778,514,0.95550704
10300,-0.4,19.951648950576782,0.14999999,-0.38960597,515,0.9555088
10320,-0.4,19.9831805229187,0.14999999,-0.24189232,516,0.9555096
10340,-0.4,20.022856950759888,0.14999999,-0.3627954,517,0.95551044
10360,-0.4,20.056063413619995,0.14999999,-0.21372895,518,0.9555123
10380,-0.4,20.087214946746826,0.14999999,-0.26847392,519,0.95551395
10400,-0.4,20.11947512626648,0.14999999,-0.6842431,520,0.95551515
10420,-0.4,20.159348487854004,0.14999999,-0.3396948,521,0.9555167
10440,-0.4,20.20650362968445,0.14999999,-0.36368138,522,0.9555176
10460,-0.4,20.24973464012146,0.14999999,-0.17063688,523,0.9555184
10480,-0.4,20.294984340667725,0.14999999,-0.34995538,524,0.9555182
10500,-0.4,20.3365216255188,0.14999999,-0.4687882,525,0.95551914
10520,-0.4,20.369332551956177,0.14999999,-0.54066867,526,0.95552015
10540,-0.4,20.44441509246826,0.14999999,-0.4922674,527,0.955521
10560,-0.4,20.48263144493103,0.14999999,-0.21687335,528,0.95552284
10580,-0.4,20.524613857269287,0.14999999,-0.45438564,529,0.95552254
10600,-0.4,20.56755828857422,0.14999999,-0.5196064,530,0.9555239
10620,-0.4,20.60631275177002,0.14999999,-0.4285463,531,0.95552504
10640,-0.4,20.650017261505127,0.14999999,-0.45344535,532,0.955525
10660,-0.4,20.703826189041138,0.14999999,-0.37804523,533,0.9555259
10680,-0.4,20.739609241485596,0.14999999,-0.27491704,534,0.95552593
10700,-0.4,20.77685785293579,0.14999999,-0.2945026,535,0.95552665
10720,-0.4,20.82870602607727,0.14999999,-0.4354008,536,0.9555261
10740,-0.4,20.865296125411987,0.14999999,-0.42776018,537,0.95552593
10760,-0.4,20.906301021575928,0.14999999,-0.26204073,538,0.95552737
10780,-0.4,20.94127368927002,0.14999999,-0.46635616,539,0.95552814
10800,-0.4,20.987026691436768,0.14999999,-0.08784765,540,0.9555296
10820,-0.4,21.028496980667114,0.14999999,-0.47940296,541,0.95551866
10840,-0.4,21.066921710968018,0.14999999,-0.43832365,542,0.9555189
10860,-0.4,21.105568885803223,0.14999999,-0.156646,543,0.95552033
10880,-0.4,21.140284061431885,0.14999999,-0.47585875,544,0.95552075
10900,-0.4,21.17931318283081,0.14999999,-0.13803843,545,0.9555225
10920,-0.4,21.21497082710266,0.14999999,-0.28664207,546,0.9555181
10940,-0.4,21.25264620780945,0.14999999,-0.12648383,547,0.9555184
10960,-0.4,21.290637731552124,0.14999999,-0.37622392,548,0.9555165
10980,-0.4,21.32894229888916,0.14999999,-0.2603342,549,0.95551705
11000,-0.4,21.366905689239502,0.14999999,-0.54700154,550,0.95551866
11020,-0.4,21.406505584716797,0.14999999,-0.62807775,551,0.95551986
11040,-0.4,21.443162202835083,0.14999999,-0.47561795,552,0.9555213
11060,-0.4,21.489457845687866,0.14999999,-0.31546667,553,0.9555225
11080,-0.4,21.532239198684692,0.14999999,-0.3601729,554,0.9555239
11100,-0.4,21.568041563034058,0.14999999,-0.3175647,555,0.9555242
11120,-0.4,21.607799768447876,0.14999999,-0.17076932,556,0.9555256
11140,-0.4,21.64535927772522,0.14999999,-0.28471115,557,0.9555272
11160,-0.4,21.68231773376465,0.14999999,-0.22635856,558,0.9555275
11180,-0.4,21.712514877319336,0.14999999,-0.4822558,559,0.9555278
11200,-0.4,21.747013807296753,0.14999999,-0.31840214,560,0.9555287
11220,-0.4,21.77799081802368,0.14999999,-0.0808734,561,0.95552963
11240,-0.4,21.81505823135376,0.14999999,-0.23597156,562,0.9555307
11260,-0.4,21.858344316482544,0.14999999,-0.25044924,563,0.9555316
11280,-0.4,21.891973972320557,0.14999999,0.061625272,564,0.9555321
11300,-0.4,21.92831015586853,0.14999999,-0.43187425,565,0.955531
11320,-0.4,21.96333384513855,0.14999999,-0.25270027,566,0.9555319
11340,-0.4,21.9946186542511,0.14999999,-0.630472,567,0.95553344
11360,-0.4,22.034820318222046,0.14999999,-0.3354749,568,0.9555347
11380,-0.4,22.068575143814087,0.14999999,-0.39015025,569,0.9555358
11400,-0.4,22.103588819503784,0.14999999,-0.569547,570,0.9555362
11420,-0.4,22.13864231109619,0.14999999,-0.31748644,571,0.95553756
11440,-0.4,22.176440477371216,0.14999999,-0.5495691,572,0.95553845
11460,-0.4,22.21090793609619,0.14999999,-0.43501008,573,0.95553976
11480,-0.4,22.249309539794922,0.14999999,-0.46032777,574,0.955541
11500,-0.4,22.28959631919861,0.14999999,0.13025752,575,0.95554197
11520,-0.4,22.32617712020874,0.14999999,-0.2984713,576,0.9553265
11540,-0.4,22.357267379760742,0.14999999,0.058818668,577,0.9553247
11560,-0.4,22.387759685516357,0.14999999,-0.46770003,578,0.9553265
11580,-0.4,22.41915774345398,0.14999999,-0.42981735,579,0.955328
11600,-0.4,22.458149909973145,0.14999999,-0.7499653,580,0.95532954
11620,-0.4,22.49659299850464,0.14999999,-0.41796124,581,0.9553304
11640,-0.4,22.53030276298523,0.14999999,-0.42573887,582,0.9553319
11660,-0.4,22.562663793563843,0.14999999,-0.40456367,583,0.95533365
11680,-0.4,22.59381937980652,0.14999999,-0.2908459,584,0.9553342
11700,-0.4,22.62693691253662,0.14999999,-0.5462951,585,0.9553327
11720,-0.4,22.657089233398438,0.14999999,-0.24730407,586,0.955334
11740,-0.4,22.68785834312439,0.14999999,-0.49069723,587,0.9553343
11760,-0.4,22.726052284240723,0.14999999,-0.24450402,588,0.9553357
11780,-0.4,22.76855158805847,0.14999999,-0.49312437,589,0.95533645
11800,-0.4,22.798102617263794,0.14999999,-0.24138607,590,0.9553381
11820,-0.4,22.83665132522583,0.14999999,-0.4679228,591,0.9553391
11840,-0.4,22.876423358917236,0.14999999,-0.5942782,592,0.9553402
11860,-0.4,22.911688327789307,0.14999999,-0.5757054,593,0.9553418
11880,-0.4,22.941047430038452,0.14999999,-0.30662304,594,0.95534366
11900,-0.4,22.970726490020752,0.14999999,-0.4641351,595,0.9553453
11920,-0.4,22.99984574317932,0.14999999,-0.3614771,596,0.95534676
11940,-0.4,23.03264832496643,0.14999999,-0.21884991,597,0.95534754
11960,-0.4,23.072784662246704,0.14999999,-0.4578548,598,0.955349
11980,-0.4,23.11780047416687,0.14999999,-0.27642557,599,0.9553504
12000,-0.4,23.15838932991028,0.14999999,-0.3486291,600,0.95535135
12020,-0.4,23.19651985168457,0.14999999,-0.7052871,601,0.95535254
12040,-0.4,23.23281764984131,0.14999999,-0.5938424,602,0.9553539
12060,-0.4,23.2733416557312,0.14999999,-0.4316717,603,0.95535445
12080,-0.4,23.31775975227356,0.14999999,-0.32599568,604,0.9553558
12100,-0.4,23.358263731002808,0.14999999,-0.49332294,605,0.9553568
12120,-0.4,23.402686595916748,0.14999999,-0.43930697,606,0.95535773
12140,-0.4,23.445878267288208,0.14999999,-0.8083967,607,0.95535845
12160,-0.4,23.48480534553528,0.14999999,-0.53023154,608,0.95535994
12180,-0.4,23.531360626220703,0.14999999,-0.23614173,609,0.9553611
12200,-0.4,23.581065893173218,0.14999999,-0.4899181,610,0.9553599
12220,-0.4,23.624863624572754,0.14999999,-0.5072325,611,0.95536125
12240,-0.4,23.67074704170227,0.14999999,-0.31017035,612,0.95536214
12260,-0.4,23.71115517616272,0.14999999,-0.35849166,613,0.9553627
12280,-0.4,23.749743461608887,0.14999999,-0.28991923,614,0.9553639
12300,-0.4,23.78553605079651,0.14999999,-0.61678624,615,0.9553654
12320,-0.4,23.81865406036377,0.14999999,-0.2325224,616,0.9553667
12340,-0.4,23.851476907730103,0.14999999,-0.3863617,617,0.95536715
12360,-0.4,23.900874376296997,0.14999999,-0.8766019,618,0.955368
12380,-0.4,23.966542959213257,0.14999999,-0.38117656,619,0.9553692
12400,-0.4,24.014800310134888,0.14999999,-0.5054007,620,0.9553696
12420,-0.4,24.05281686782837,0.14999999,-0.31141123,621,0.9553712
12440,-0.4,24.092224836349487,0.14999999,-0.17965865,622,0.9553725
12460,-0.4,24.12787437438965,0.14999999,-0.38410568,623,0.95537233
12480,-0.4,24.16419792175293,0.14999999,-0.34011397,624,0.9553735
12500,-0.4,24.217835903167725,0.14999999,-0.3713668,625,0.9553746
12520,-0.4,24.2718448638916,0.14999999,-0.36565202,626,0.9553759
12540,-0.4,24.317492961883545,0.14999999,-0.67038035,627,0.9553768
12560,-0.4,24.354705333709717,0.14999999,-0.44396308,628,0.95537823
12580,-0.4,24.399012088775635,0.14999999,-0.3621521,629,0.9553791
12600,-0.4,24.434641361236572,0.14999999,-0.27109885,630,0.9553808
12620,-0.4,24.472569227218628,0.14999999,-0.36549735,631,0.9553822
12640,-0.4,24.508150100708008,0.14999999,-0.44577694,632,0.9553839
12660,-0.4,24.54082465171814,0.14999999,-0.3589448,633,0.9553855
12680,-0.4,24.57641363143921,0.14999999,-0.24412538,634,0.95538735
12700,-0.4,24.61009407043457,0.14999999,-0.3781536,635,0.9553879
12720,-0.4,24.641047477722168,0.14999999,-0.39651737,636,0.95538896
12740,-0.4,24.681699991226196,0.14999999,-0.45460328,637,0.9553905
12760,-0.4,24.715705633163452,0.14999999,-0.33470288,638,0.9553919
12780,-0.4,24.74958324432373,0.14999999,-0.3301595,639,0.95539296
12800,-0.4,24.78599524497986,0.14999999,-0.28336012,640,0.95539397
12820,-0.4,24.81652069091797,0.14999999,-0.38867524,641,0.955395
12840,-0.4,24.853816270828247,0.14999999,-0.2911122,642,0.95539623
12860,-0.4,24.885045528411865,0.14999999,-0.331666,643,0.95539707
12880,-0.4,24.916505336761475,0.14999999,-0.5188789,644,0.9553968
12900,-0.4,24.95358681678772,0.14999999,-0.44208887,645,0.9553976
12920,-0.4,24.987502813339233,0.14999999,-0.7169075,646,0.955398
12940,-0.4,25.02079749107361,0.14999999,-0.38526157,647,0.955399
12960,-0.4,25.052855491638184,0.14999999,-0.27136427,648,0.9553997
12980,-0.4,25.08573627471924,0.14999999,-0.38675943,649,0.9554005
13000,-0.4,25.118335485458374,0.14999999,-0.34373307,650,0.9554019
13020,-0.4,25.149994134902954,0.14999999,-0.1865651,651,0.9554028
13040,-0.4,25.181857109069824,0.14999999,-0.22346216,652,0.9554039
13060,-0.4,25.21487331390381,0.14999999,-0.3108037,653,0.9554029
13080,-0.4,25.24746084213257,0.14999999,-0.28225923,654,0.95540357
13100,-0.4,25.29100227355957,0.14999999,-0.54898214,655,0.955405
13120,-0.4,25.32532238960266,0.14999999,-0.34003484,656,0.9554062
13140,-0.4,25.35756206512451,0.14999999,-0.5877466,657,0.9554068
13160,-0.4,25.38922357559204,0.14999999,-0.4280252,658,0.9554078
13180,-0.4,25.436886310577393,0.14999999,-0.43624976,659,0.9554089
13200,-0.4,25.471202850341797,0.14999999,-0.34152126,660,0.9554105
13220,-0.4,25.516971111297607,0.14999999,-0.4818266,661,0.9554117
13240,-0.4,25.562342882156372,0.14999999,-0.29687366,662,0.955413
13260,-0.4,25.602279663085938,0.14999999,-0.1777327,663,0.9554144
13280,-0.4,25.636611938476562,0.14999999,-0.1640293,664,0.9554116
13300,-0.4,25.673614740371704,0.14999999,-0.5030341,665,0.9554122
13320,-0.4,25.70592164993286,0.14999999,-0.30440003,666,0.95541334
13340,-0.4,25.736590147018433,0.14999999,-0.2931007,667,0.9554149
13360,-0.4,25.781841278076172,0.14999999,-0.43536806,668,0.95541584
13380,-0.4,25.835493564605713,0.14999999,-0.06232941,669,0.9554168
13400,-0.4,25.892552137374878,0.14999999,-0.08195898,670,0.9554174
13420,-0.4,25.92982769012451,0.14999999,-0.4665218,671,0.95541525
13440,-0.4,25.9684739112854,0.14999999,-0.3101634,672,0.9554166
13460,-0.4,26.000216245651245,0.14999999,-0.5371201,673,0.9554175
13480,-0.4,26.034759998321533,0.14999999,-0.24942143,674,0.9554185
13500,-0.4,26.065365076065063,0.14999999,-0.52735686,675,0.955419
13520,-0.4,26.095948219299316,0.14999999,-0.37398207,676,0.95542014
13540,-0.4,26.125648736953735,0.14999999,-0.5689441,677,0.95542073
13560,-0.4,26.156344413757324,0.14999999,-0.29917285,678,0.9554216
13580,-0.4,26.185928106307983,0.14999999,-0.6416713,679,0.9554229
13600,-0.4,26.21657705307007,0.14999999,-0.38143465,680,0.9554241
13620,-0.4,26.246199131011963,0.14999999,-0.48261127,681,0.9554244
13640,-0.4,26.276806831359863,0.14999999,-0.36886802,682,0.95542556
13660,-0.4,26.309292554855347,0.14999999,-0.32664102,683,0.9554263
13680,-0.4,26.33846092224121,0.14999999,-0.39810866,684,0.95542794
13700,-0.4,26.368184089660645,0.14999999,-0.6268014,685,0.9554283
13720,-0.4,26.398037433624268,0.14999999,-0.40925,686,0.9554295
13740,-0.4,26.427961349487305,0.14999999,-0.49017075,687,0.95543027
13760,-0.4,26.45610809326172,0.14999999,-0.30243853,688,0.9554314
13780,-0.4,26.48597502708435,0.14999999,-0.3939433,689,0.9554316
13800,-0.4,26.516759395599365,0.14999999,-0.3595866,690,0.95543283
13820,-0.4,26.547502756118774,0.14999999,-0.52496654,691,0.9554335
13840,-0.4,26.576739072799683,0.14999999,-0.17429823,692,0.95543474
13860,-0.4,26.604106903076172,0.14999999,-0.3178979,693,0.95543534
13880,-0.4,26.630616664886475,0.14999999,-0.08249545,694,0.9554362
13900,-0.4,26.66884970664978,0.14999999,-0.5413516,695,0.9554334
13920,-0.4,26.706332445144653,0.14999999,-0.33505088,696,0.9554345
13940,-0.4,26.746153116226196,0.14999999,-0.06998068,697,0.9554354
13960,-0.4,26.78143835067749,0.14999999,-0.3110196,698,0.9554354
13980,-0.4,26.810096740722656,0.14999999,-0.25397277,699,0.9554357
14000,-0.4,26.843880653381348,0.14999999,-0.4833934,700,0.9554353
14020,-0.4,26.876170873641968,0.14999999,0.012140125,701,0.955436
14040,-0.4,26.909082651138306,0.14999999,-0.28002134,702,0.9553941
14060,-0.4,26.939844369888306,0.14999999,-0.4586355,703,0.95539534
14080,-0.4,26.969128131866455,0.14999999,-0.22181864,704,0.95539606
14100,-0.4,26.997742652893066,0.14999999,-0.41263324,705,0.95539606
14120,-0.4,27.02098798751831,0.14999999,-0.3862025,706,0.9553968
14140,-0.4,27.05029797554016,0.14999999,-0.51039326,707,0.9553979
14160,-0.4,27.079082012176514,0.14999999,-0.5157703,708,0.95539796
14180,-0.4,27.10823702812195,0.14999999,-0.4333468,709,0.9553992
14200,-0.4,27.135128259658813,0.14999999,-0.44067088,710,0.95540017
14220,-0.4,27.165749311447144,0.14999999,-0.22540271,711,0.95540106
14240,-0.4,27.194858074188232,0.14999999,-0.29908258,712,0.9554025
14260,-0.4,27.227588176727295,0.14999999,-0.30867782,713,0.95540327
14280,-0.4,27.268970727920532,0.14999999,-0.28586203,714,0.955403
14300,-0.4,27.30045437812805,0.14999999,-0.51457345,715,0.95540243
14320,-0.4,27.33655619621277,0.14999999,-0.4071719,716,0.95540357
14340,-0.4,27.367619037628174,0.14999999,0.04174745,717,0.95540464
14360,-0.4,27.39769983291626,0.14999999,-0.11686185,718,0.9554034
14380,-0.4,27.428222179412842,0.14999999,-0.22633004,719,0.9554029
14400,-0.4,27.45554256439209,0.14999999,-0.18175031,720,0.9554038
14420,-0.4,27.490748167037964,0.14999999,-0.511786,721,0.9554049
14440,-0.4,27.52354407310486,0.14999999,-0.34135872,722,0.9554058
14460,-0.4,27.553382635116577,0.14999999,-0.45128286,723,0.95540583
14480,-0.4,27.5977041721344,0.14999999,-0.40100777,724,0.95540696
14500,-0.4,27.63468861579895,0.14999999,-0.41131374,725,0.95540845
14520,-0.4,27.67414379119873,0.14999999,-0.34062412,726,0.9554095
14540,-0.4,27.70733618736267,0.14999999,-0.12562662,727,0.9554105
14560,-0.4,27.757278203964233,0.14999999,-0.14074719,728,0.9554116
14580,-0.4,27.788738250732422,0.14999999,-0.1686285,729,0.9554123
14600,-0.4,27.82032799720764,0.14999999,-0.42177328,730,0.9554122
14620,-0.4,27.85154390335083,0.14999999,-0.6332988,731,0.95541316
14640,-0.4,27.882768630981445,0.14999999,-0.34499738,732,0.9554146
14660,-0.4,27.913233518600464,0.14999999,-0.5082737,733,0.955416
14680,-0.4,27.9432590007782,0.14999999,-0.48646247,734,0.95541674
14700,-0.4,27.974461317062378,0.14999999,-0.4143266,735,0.9554179
14720,-0.4,28.004940271377563,0.14999999,-0.58118856,736,0.9554189
14740,-0.4,28.038010597229004,0.14999999,-0.2841047,737,0.9554203
14760,-0.4,28.067259550094604,0.14999999,-0.4399287,738,0.95542085
14780,-0.4,28.108242511749268,0.14999999,-0.16798241,739,0.955421
14800,-0.4,28.141779899597168,0.14999999,-0.38298535,740,0.9554216
14820,-0.4,28.173288583755493,0.14999999,-0.5232119,741,0.955423
14840,-0.4,28.209086179733276,0.14999999,-0.30743462,742,0.95542395
14860,-0.4,28.26029682159424,0.14999999,-0.4624365,743,0.9554246
14880,-0.4,28.31709599494934,0.14999999,-0.38324136,744,0.9554249
14900,-0.4,28.363115787506104,0.14999999,-0.2846375,745,0.955426
14920,-0.4,28.415242671966553,0.14999999,-0.2876554,746,0.95542705
14940,-0.4,28.464534044265747,0.14999999,-0.52960956,747,0.95542777
14960,-0.4,28.505587339401245,0.14999999,-0.054573834,748,0.95542866
14980,-0.4,28.534876108169556,0.14999999,-0.21142197,749,0.9554213
15000,-0.4,28.566203117370605,0.14999999,-0.29328427,750,0.9554209
15020,-0.4,28.609219312667847,0.14999999,-0.44435328,751,0.95542157
15040,-0.4,28.66047167778015,0.14999999,-0.80470264,752,0.9554221
