LQGmu1_higher,TimestepsSoFar,ReturnMean,Iteration,LQGsigma_higher,TimeElapsed,LQGmu1_actor
-0.66,1000,0.9561509,50,0.14999999,1.3272254467010498,-0.7658614
-0.66,1020,0.9561522,51,0.14999999,1.358325481414795,-0.58454055
-0.66,1040,0.9561535,52,0.14999999,1.3824706077575684,-0.58599097
-0.66,1060,0.9561493,53,0.14999999,1.3968026638031006,-0.65740454
-0.66,1080,0.9561544,54,0.14999999,1.4279685020446777,-0.69485456
-0.66,1100,0.95615625,55,0.14999999,1.453054666519165,-0.48135713
-0.66,1120,0.9561525,56,0.14999999,1.4670653343200684,-0.91819364
-0.66,1140,0.95615244,57,0.14999999,1.4866576194763184,-0.45611316
-0.66,1160,0.9561566,58,0.14999999,1.5188038349151611,-0.59975487
-0.66,1180,0.9561541,59,0.14999999,1.5379359722137451,-0.45713508
-0.66,1200,0.95615613,60,0.14999999,1.5580024719238281,-0.62318826
-0.66,1220,0.9561595,61,0.14999999,1.5743353366851807,-0.38612032
-0.66,1240,0.95616025,62,0.14999999,1.6001062393188477,-0.80112374
-0.66,1260,0.9561592,63,0.14999999,1.628617763519287,-0.5320374
-0.66,1280,0.9561589,64,0.14999999,1.6598412990570068,-0.606184
-0.66,1300,0.95616186,65,0.14999999,1.7082579135894775,-0.6166604
-0.66,1320,0.95616555,66,0.14999999,1.744126558303833,-0.8115327
-0.66,1340,0.9561674,67,0.14999999,1.7796101570129395,-0.39475587
-0.66,1360,0.9561624,68,0.14999999,1.8042056560516357,-0.46707746
-0.66,1380,0.95616174,69,0.14999999,1.8331918716430664,-0.4677024
-0.66,1400,0.9561606,70,0.14999999,1.8611531257629395,-0.6808291
-0.66,1420,0.95615464,71,0.14999999,1.8851585388183594,-0.55563486
-0.66,1440,0.956156,72,0.14999999,1.9033668041229248,-0.7155546
-0.66,1460,0.9561545,73,0.14999999,1.9267370700836182,-0.6391356
-0.66,1480,0.95615894,74,0.14999999,1.9517896175384521,-0.45640376
-0.66,1500,0.95615804,75,0.14999999,1.9710168838500977,-0.6118087
-0.66,1520,0.9561615,76,0.14999999,1.9908666610717773,-0.6287727
-0.66,1540,0.95616,77,0.14999999,2.007711887359619,-0.77621037
-0.66,1560,0.9561623,78,0.14999999,2.028014659881592,-0.63042194
-0.66,1580,0.9561642,79,0.14999999,2.0439271926879883,-0.5897664
-0.66,1600,0.9561614,80,0.14999999,2.0712883472442627,-0.97534156
-0.66,1620,0.95615757,81,0.14999999,2.098994255065918,-0.7205852
-0.66,1640,0.95616096,82,0.14999999,2.116309642791748,-0.4548354
-0.66,1660,0.9561601,83,0.14999999,2.1416025161743164,-0.9044232
-0.66,1680,0.9561584,84,0.14999999,2.170130968093872,-0.54438996
-0.66,1700,0.95615596,85,0.14999999,2.205811023712158,-0.72937274
-0.66,1720,0.95615727,86,0.14999999,2.226196527481079,-0.7427066
-0.66,1740,0.9561561,87,0.14999999,2.2509429454803467,-0.7759879
-0.66,1760,0.9561537,88,0.14999999,2.268376588821411,-0.8201068
-0.66,1780,0.9561538,89,0.14999999,2.2887887954711914,-0.7905824
-0.66,1800,0.9561522,90,0.14999999,2.3126001358032227,-0.4246016
-0.66,1820,0.9561504,91,0.14999999,2.3291943073272705,-0.58147115
-0.66,1840,0.9561522,92,0.14999999,2.3530702590942383,-0.6256965
-0.66,1860,0.9561545,93,0.14999999,2.370685338973999,-0.3998019
-0.66,1880,0.95615774,94,0.14999999,2.390594005584717,-0.5873687
-0.66,1900,0.95615935,95,0.14999999,2.407369375228882,-0.76383865
-0.66,1920,0.95616037,96,0.14999999,2.426698923110962,-0.5004426
-0.66,1940,0.9561617,97,0.14999999,2.4469635486602783,-0.5979071
-0.66,1960,0.9561591,98,0.14999999,2.47306489944458,-0.7662071
-0.66,1980,0.9561583,99,0.14999999,2.494565725326538,-0.55605745
-0.66,2000,0.9561598,100,0.14999999,2.510565996170044,-0.84031093
-0.66,2020,0.9561597,101,0.14999999,2.5395538806915283,-0.87262684
-0.66,2040,0.9561597,102,0.14999999,2.5658488273620605,-0.41937917
-0.66,2060,0.9561622,103,0.14999999,2.5878336429595947,-0.64024186
-0.66,2080,0.9561616,104,0.14999999,2.6096413135528564,-0.8471346
-0.66,2100,0.9561603,105,0.14999999,2.6298606395721436,-0.8633418
-0.66,2120,0.95615685,106,0.14999999,2.6506621837615967,-0.7645134
-0.66,2140,0.9561585,107,0.14999999,2.676797866821289,-0.8523798
-0.66,2160,0.9561561,108,0.14999999,2.696178436279297,-0.6912395
-0.66,2180,0.95615685,109,0.14999999,2.7227132320404053,-0.77006096
-0.66,2200,0.95615727,110,0.14999999,2.7490482330322266,-0.7573776
-0.66,2220,0.95615804,111,0.14999999,2.7771201133728027,-0.6511482
-0.66,2240,0.9561602,112,0.14999999,2.8012478351593018,-0.702446
-0.66,2260,0.9561589,113,0.14999999,2.824293613433838,-0.60140187
-0.66,2280,0.9561604,114,0.14999999,2.8476767539978027,-0.9774481
-0.66,2300,0.9561598,115,0.14999999,2.865285634994507,-0.83879346
-0.66,2320,0.95616114,116,0.14999999,2.8944268226623535,-0.59588516
-0.66,2340,0.95616174,117,0.14999999,2.918266534805298,-0.57390916
-0.66,2360,0.9561614,118,0.14999999,2.9386794567108154,-0.74931437
-0.66,2380,0.9561614,119,0.14999999,2.962775707244873,-0.19404891
-0.66,2400,0.9561576,120,0.14999999,2.983299493789673,-0.54700863
-0.66,2420,0.95615727,121,0.14999999,3.0062203407287598,-0.5366424
-0.66,2440,0.95615876,122,0.14999999,3.0347414016723633,-0.51474106
-0.66,2460,0.95615864,123,0.14999999,3.055230140686035,-0.80964863
-0.66,2480,0.9561572,124,0.14999999,3.083995819091797,-0.8538868
-0.66,2500,0.956156,125,0.14999999,3.1085169315338135,-0.7696939
-0.66,2520,0.95615435,126,0.14999999,3.1288628578186035,-0.5727699
-0.66,2540,0.95615524,127,0.14999999,3.1518497467041016,-0.8173446
-0.66,2560,0.9561548,128,0.14999999,3.1805968284606934,-0.88646615
-0.66,2580,0.95615494,129,0.14999999,3.2076008319854736,-0.6629876
-0.66,2600,0.9561556,130,0.14999999,3.22697114944458,-0.55158895
-0.66,2620,0.9561556,131,0.14999999,3.2582476139068604,-0.82451975
-0.66,2640,0.9561543,132,0.14999999,3.283414840698242,-0.6621067
-0.66,2660,0.95615387,133,0.14999999,3.3005149364471436,-0.91126496
-0.66,2680,0.9561526,134,0.14999999,3.3232574462890625,-0.578758
-0.66,2700,0.95615417,135,0.14999999,3.343964099884033,-0.75971895
-0.66,2720,0.95615524,136,0.14999999,3.3677444458007812,-0.6349753
-0.66,2740,0.9561551,137,0.14999999,3.3903074264526367,-0.6158416
-0.66,2760,0.9561558,138,0.14999999,3.4117584228515625,-0.5791639
-0.66,2780,0.9561563,139,0.14999999,3.425952911376953,-0.45602283
-0.66,2800,0.9561569,140,0.14999999,3.444324493408203,-0.55038786
-0.66,2820,0.95615727,141,0.14999999,3.4698357582092285,-0.81594235
-0.66,2840,0.9561583,142,0.14999999,3.4997341632843018,-0.3986223
-0.66,2860,0.95616025,143,0.14999999,3.5214803218841553,-0.600353
-0.66,2880,0.9561592,144,0.14999999,3.549424886703491,-0.53071004
-0.66,2900,0.9561571,145,0.14999999,3.5726823806762695,-0.6688601
-0.66,2920,0.95615774,146,0.14999999,3.5887067317962646,-0.72260845
-0.66,2940,0.95615923,147,0.14999999,3.60966420173645,-0.7140358
-0.66,2960,0.9561598,148,0.14999999,3.6258249282836914,-0.844218
-0.66,2980,0.9561606,149,0.14999999,3.644730806350708,-0.605865
-0.66,3000,0.95616007,150,0.14999999,3.6609554290771484,-0.68404895
-0.66,3020,0.956161,151,0.14999999,3.6793622970581055,-0.8649392
-0.66,3040,0.9561611,152,0.14999999,3.6971991062164307,-0.75850093
-0.66,3060,0.9561602,153,0.14999999,3.727059841156006,-0.760081
-0.66,3080,0.9561597,154,0.14999999,3.7554807662963867,-0.73383075
-0.66,3100,0.9561585,155,0.14999999,3.7787868976593018,-0.8687482
-0.66,3120,0.9561557,156,0.14999999,3.8052170276641846,-0.4229564
-0.66,3140,0.95615345,157,0.14999999,3.8293182849884033,-0.452866
-0.66,3160,0.95615435,158,0.14999999,3.845271587371826,-0.3394438
-0.66,3180,0.95615375,159,0.14999999,3.867220640182495,-0.9235934
-0.66,3200,0.9561518,160,0.14999999,3.8966073989868164,-0.66706616
-0.66,3220,0.956151,161,0.14999999,3.9177026748657227,-0.74851495
-0.66,3240,0.95615,162,0.14999999,3.9449169635772705,-0.6155387
-0.66,3260,0.9561507,163,0.14999999,3.9743878841400146,-0.79070884
-0.66,3280,0.9561496,164,0.14999999,3.9930450916290283,-0.7857043
-0.66,3300,0.9561494,165,0.14999999,4.019656658172607,-0.61239433
-0.66,3320,0.9561493,166,0.14999999,4.054149627685547,-0.7931383
-0.66,3340,0.95614886,167,0.14999999,4.0837461948394775,-0.6470931
-0.66,3360,0.95614916,168,0.14999999,4.103592872619629,-0.5819098
-0.66,3380,0.95614815,169,0.14999999,4.137836694717407,-0.7415769
-0.66,3400,0.95614785,170,0.14999999,4.161778926849365,-0.8256351
-0.66,3420,0.9561488,171,0.14999999,4.1813740730285645,-0.54317945
-0.66,3440,0.9561493,172,0.14999999,4.197924375534058,-0.85684955
-0.66,3460,0.9561466,173,0.14999999,4.217498302459717,-0.44273508
-0.66,3480,0.95614684,174,0.14999999,4.236566543579102,-0.7187626
-0.66,3500,0.95614743,175,0.14999999,4.265464544296265,-0.52933383
-0.66,3520,0.9561464,176,0.14999999,4.289564371109009,-0.5095085
-0.66,3540,0.95614475,177,0.14999999,4.311777830123901,-0.88884604
-0.66,3560,0.9561452,178,0.14999999,4.341365814208984,-0.57304645
-0.66,3580,0.956143,179,0.14999999,4.364351511001587,-0.6031249
-0.66,3600,0.9561432,180,0.14999999,4.385296821594238,-0.49351642
-0.66,3620,0.9561438,181,0.14999999,4.407551527023315,-0.8018352
-0.66,3640,0.9561425,182,0.14999999,4.425351619720459,-0.37905073
-0.66,3660,0.9561429,183,0.14999999,4.4461095333099365,-0.7638213
-0.66,3680,0.95614177,184,0.14999999,4.462282657623291,-0.5683129
-0.66,3700,0.9561403,185,0.14999999,4.491172790527344,-0.6633283
-0.66,3720,0.95613986,186,0.14999999,4.516629934310913,-0.5453208
-0.66,3740,0.9561407,187,0.14999999,4.546784400939941,-0.62010497
-0.66,3760,0.9561401,188,0.14999999,4.5706517696380615,-0.8278317
-0.66,3780,0.95614004,189,0.14999999,4.595999717712402,-0.6066123
-0.66,3800,0.9561399,190,0.14999999,4.625530242919922,-0.6117637
-0.66,3820,0.95614034,191,0.14999999,4.64818263053894,-0.54651874
-0.66,3840,0.956141,192,0.14999999,4.673411130905151,-0.8480617
-0.66,3860,0.9561396,193,0.14999999,4.705077648162842,-0.65306354
-0.66,3880,0.9561381,194,0.14999999,4.734956502914429,-0.8200489
-0.66,3900,0.95613843,195,0.14999999,4.7620766162872314,-0.52550673
-0.66,3920,0.9561386,196,0.14999999,4.787200212478638,-0.6457086
-0.66,3940,0.95613927,197,0.14999999,4.811907768249512,-0.4902991
-0.66,3960,0.9561404,198,0.14999999,4.837983131408691,-0.48541328
-0.66,3980,0.9561409,199,0.14999999,4.85973596572876,-0.63587624
-0.66,4000,0.9561405,200,0.14999999,4.888109445571899,-0.48679745
-0.66,4020,0.95613897,201,0.14999999,4.916351556777954,-0.49867603
-0.66,4040,0.95613885,202,0.14999999,4.938331842422485,-0.61962914
-0.66,4060,0.95614,203,0.14999999,4.966467618942261,-0.8745532
-0.66,4080,0.9561401,204,0.14999999,4.990942001342773,-0.90571386
-0.66,4100,0.95613766,205,0.14999999,5.011749982833862,-0.62386644
-0.66,4120,0.95613736,206,0.14999999,5.037428617477417,-0.75225854
-0.66,4140,0.95613784,207,0.14999999,5.065657615661621,-0.66590136
-0.66,4160,0.9561384,208,0.14999999,5.085688352584839,-0.5687062
-0.66,4180,0.95613897,209,0.14999999,5.11179256439209,-0.7686081
-0.66,4200,0.9561394,210,0.14999999,5.137501239776611,-0.692674
-0.66,4220,0.95613885,211,0.14999999,5.157029628753662,-0.49378833
-0.66,4240,0.9561393,212,0.14999999,5.182023763656616,-0.55288976
-0.66,4260,0.9561378,213,0.14999999,5.202718257904053,-0.499656
-0.66,4280,0.95613825,214,0.14999999,5.223912715911865,-0.6438963
-0.66,4300,0.95613796,215,0.14999999,5.249102592468262,-0.41524535
-0.66,4320,0.9561386,216,0.14999999,5.264915466308594,-0.7185114
-0.66,4340,0.95613736,217,0.14999999,5.284550428390503,-0.90223366
-0.66,4360,0.9561374,218,0.14999999,5.299713134765625,-0.4825997
-0.66,4380,0.95613456,219,0.14999999,5.322573661804199,-0.73401254
-0.66,4400,0.9561335,220,0.14999999,5.345538854598999,-0.513991
-0.66,4420,0.9561338,221,0.14999999,5.37047815322876,-0.69260323
-0.66,4440,0.95613444,222,0.14999999,5.39181923866272,-0.66326034
-0.66,4460,0.9561347,223,0.14999999,5.41663384437561,-0.62368065
-0.66,4480,0.95613277,224,0.14999999,5.4499406814575195,-0.7569419
-0.66,4500,0.9561324,225,0.14999999,5.490567922592163,-0.5766992
-0.66,4520,0.95613366,226,0.14999999,5.536357641220093,-0.66341805
-0.66,4540,0.956134,227,0.14999999,5.596765995025635,-0.5818627
-0.66,4560,0.95613444,228,0.14999999,5.650161981582642,-0.7304539
-0.66,4580,0.9561351,229,0.14999999,5.688013553619385,-0.7951704
-0.66,4600,0.95613456,230,0.14999999,5.727343797683716,-0.74978906
-0.66,4620,0.95613515,231,0.14999999,5.750309944152832,-0.54572153
-0.66,4640,0.95613664,232,0.14999999,5.77932071685791,-0.8538116
-0.66,4660,0.9561366,233,0.14999999,5.809910297393799,-0.62420696
-0.66,4680,0.9561367,234,0.14999999,5.830613374710083,-0.55336326
-0.66,4700,0.956137,235,0.14999999,5.854612827301025,-0.68216884
-0.66,4720,0.9561369,236,0.14999999,5.882790803909302,-0.3507202
-0.66,4740,0.9561345,237,0.14999999,5.917662620544434,-0.8243114
-0.66,4760,0.9561342,238,0.14999999,5.934876441955566,-0.708826
-0.66,4780,0.9561336,239,0.14999999,5.960354566574097,-0.899966
-0.66,4800,0.9561334,240,0.14999999,5.976879596710205,-0.6882544
-0.66,4820,0.9561343,241,0.14999999,6.000134468078613,-0.73384666
-0.66,4840,0.9561351,242,0.14999999,6.027207136154175,-0.8403462
-0.66,4860,0.95613456,243,0.14999999,6.049032926559448,-0.78701735
-0.66,4880,0.9561355,244,0.14999999,6.075725317001343,-0.5733066
-0.66,4900,0.95613563,245,0.14999999,6.103278875350952,-0.67061627
-0.66,4920,0.95613456,246,0.14999999,6.1243650913238525,-0.42668915
-0.66,4940,0.9561345,247,0.14999999,6.151458263397217,-0.5959056
-0.66,4960,0.95613366,248,0.14999999,6.17765212059021,-0.7617764
-0.66,4980,0.9561339,249,0.14999999,6.210265636444092,-0.64855576
-0.66,5000,0.95613396,250,0.14999999,6.242125749588013,-0.6764492
-0.66,5020,0.95613354,251,0.14999999,6.261029958724976,-0.64610976
-0.66,5040,0.95613307,252,0.14999999,6.2907328605651855,-0.6005146
-0.66,5060,0.95613295,253,0.14999999,6.316253662109375,-0.53873694
-0.66,5080,0.9561339,254,0.14999999,6.333313226699829,-0.5821034
-0.66,5100,0.95613426,255,0.14999999,6.359267473220825,-0.70320404
-0.66,5120,0.9561348,256,0.14999999,6.385904312133789,-0.79274917
-0.66,5140,0.9561346,257,0.14999999,6.412876129150391,-0.55103743
-0.66,5160,0.9561348,258,0.14999999,6.438510417938232,-0.62985104
-0.66,5180,0.9561337,259,0.14999999,6.467041015625,-0.6895428
-0.66,5200,0.9561334,260,0.14999999,6.494518995285034,-0.57019544
-0.66,5220,0.9561342,261,0.14999999,6.516564846038818,-0.7735797
-0.66,5240,0.9561346,262,0.14999999,6.5450379848480225,-0.63987106
-0.66,5260,0.95613515,263,0.14999999,6.567946195602417,-0.72866756
-0.66,5280,0.9561346,264,0.14999999,6.5886242389678955,-0.7958311
-0.66,5300,0.9561351,265,0.14999999,6.611377477645874,-0.8396437
-0.66,5320,0.95613474,266,0.14999999,6.633875131607056,-0.7633365
-0.66,5340,0.95613456,267,0.14999999,6.657124996185303,-0.63295156
-0.66,5360,0.95613486,268,0.14999999,6.680375337600708,-0.6624792
-0.66,5380,0.9561359,269,0.14999999,6.7065300941467285,-0.53584564
-0.66,5400,0.95613664,270,0.14999999,6.731392860412598,-0.6608941
-0.66,5420,0.9561369,271,0.14999999,6.760959625244141,-0.89531946
-0.66,5440,0.9561368,272,0.14999999,6.780169248580933,-0.55973965
-0.66,5460,0.95613575,273,0.14999999,6.797520399093628,-0.65827954
-0.66,5480,0.95613456,274,0.14999999,6.819511890411377,-0.4196852
-0.66,5500,0.95613414,275,0.14999999,6.852160930633545,-0.40393
-0.66,5520,0.956135,276,0.14999999,6.872931480407715,-0.49979442
-0.66,5540,0.95613545,277,0.14999999,6.897181749343872,-0.7175162
-0.66,5560,0.9561348,278,0.14999999,6.923795461654663,-0.6869298
-0.66,5580,0.95613563,279,0.14999999,6.9501612186431885,-0.5789328
-0.66,5600,0.9561352,280,0.14999999,6.9773571491241455,-0.55867124
-0.66,5620,0.9561357,281,0.14999999,7.004177808761597,-0.5449
-0.66,5640,0.9561355,282,0.14999999,7.024258613586426,-0.560077
-0.66,5660,0.9561352,283,0.14999999,7.051800489425659,-0.6990725
-0.66,5680,0.9561351,284,0.14999999,7.080710411071777,-0.4731468
-0.66,5700,0.95613414,285,0.14999999,7.097979784011841,-0.49821693
-0.66,5720,0.9561349,286,0.14999999,7.117035627365112,-0.8508934
-0.66,5740,0.9561353,287,0.14999999,7.137339115142822,-0.5845187
-0.66,5760,0.9561348,288,0.14999999,7.166040658950806,-0.6785137
-0.66,5780,0.9561343,289,0.14999999,7.191349983215332,-0.7409533
-0.66,5800,0.956135,290,0.14999999,7.207396507263184,-0.7873112
-0.66,5820,0.95613503,291,0.14999999,7.2315590381622314,-0.70156574
-0.66,5840,0.956135,292,0.14999999,7.260652542114258,-0.85244775
-0.66,5860,0.9561345,293,0.14999999,7.279377460479736,-0.65687376
-0.66,5880,0.9561352,294,0.14999999,7.310009956359863,-0.5022514
-0.66,5900,0.9561363,295,0.14999999,7.333958148956299,-0.8492042
-0.66,5920,0.95613676,296,0.14999999,7.353235960006714,-0.8168099
-0.66,5940,0.9561371,297,0.14999999,7.371084451675415,-0.72186273
-0.66,5960,0.956137,298,0.14999999,7.388091087341309,-0.5413702
-0.66,5980,0.95613796,299,0.14999999,7.41111159324646,-0.85314196
-0.66,6000,0.9561376,300,0.14999999,7.437294006347656,-0.5964094
-0.66,6020,0.95613825,301,0.14999999,7.45979118347168,-0.6032351
-0.66,6040,0.95613885,302,0.14999999,7.486287832260132,-0.37807462
-0.66,6060,0.9561395,303,0.14999999,7.512166261672974,-0.58206224
-0.66,6080,0.9561404,304,0.14999999,7.5304114818573,-0.6152176
-0.66,6100,0.95614094,305,0.14999999,7.553910493850708,-0.54771054
-0.66,6120,0.9561409,306,0.14999999,7.580727577209473,-0.63009524
-0.66,6140,0.9561412,307,0.14999999,7.606143951416016,-0.5696396
-0.66,6160,0.9561407,308,0.14999999,7.633805990219116,-0.61326355
-0.66,6180,0.95614094,309,0.14999999,7.665079355239868,-0.45079982
-0.66,6200,0.9561405,310,0.14999999,7.690532684326172,-0.82144034
-0.66,6220,0.95614064,311,0.14999999,7.710446834564209,-0.7626766
-0.66,6240,0.9561398,312,0.14999999,7.735432386398315,-0.45761675
-0.66,6260,0.95613915,313,0.14999999,7.759130954742432,-0.7708162
-0.66,6280,0.95613927,314,0.14999999,7.78422474861145,-0.7261388
-0.66,6300,0.956138,315,0.14999999,7.806896924972534,-0.46532923
-0.66,6320,0.9561377,316,0.14999999,7.829811096191406,-0.76097083
-0.66,6340,0.95613766,317,0.14999999,7.847651481628418,-0.58519113
-0.66,6360,0.9561379,318,0.14999999,7.870004892349243,-0.42350173
-0.66,6380,0.956138,319,0.14999999,7.885693788528442,-0.85281175
-0.66,6400,0.95613825,320,0.14999999,7.907335996627808,-0.9072914
-0.66,6420,0.9561371,321,0.14999999,7.921529769897461,-0.6786739
-0.66,6440,0.95613694,322,0.14999999,7.9483466148376465,-0.7539072
-0.66,6460,0.9561365,323,0.14999999,7.968714952468872,-0.7340764
-0.66,6480,0.95613605,324,0.14999999,7.9922614097595215,-0.8243036
-0.66,6500,0.9561364,325,0.14999999,8.013840198516846,-0.76182127
-0.66,6520,0.9561361,326,0.14999999,8.034328699111938,-0.44243106
-0.66,6540,0.95613563,327,0.14999999,8.057197332382202,-0.76353073
-0.66,6560,0.956135,328,0.14999999,8.076774835586548,-0.7721153
-0.66,6580,0.95613503,329,0.14999999,8.114680767059326,-0.97796315
-0.66,6600,0.956134,330,0.14999999,8.142983436584473,-0.6628624
-0.66,6620,0.9561336,331,0.14999999,8.167317867279053,-0.56438553
-0.66,6640,0.9561343,332,0.14999999,8.194878816604614,-0.6755357
-0.66,6660,0.95613414,333,0.14999999,8.215535879135132,-0.6787688
-0.66,6680,0.95613426,334,0.14999999,8.24336552619934,-0.52320397
-0.66,6700,0.956133,335,0.14999999,8.271954774856567,-0.69538134
-0.66,6720,0.95613325,336,0.14999999,8.295568943023682,-0.52861345
-0.66,6740,0.956132,337,0.14999999,8.32027816772461,-0.7170962
-0.66,6760,0.9561322,338,0.14999999,8.347636222839355,-0.8232247
-0.66,6780,0.95613194,339,0.14999999,8.365726232528687,-0.5177866
-0.66,6800,0.9561319,340,0.14999999,8.386842250823975,-0.51538914
-0.66,6820,0.95613265,341,0.14999999,8.405842542648315,-0.45513982
-0.66,6840,0.9561325,342,0.14999999,8.427412033081055,-0.48322523
-0.66,6860,0.9561337,343,0.14999999,8.44920825958252,-0.85576713
-0.66,6880,0.9561342,344,0.14999999,8.46799111366272,-0.6142807
-0.66,6900,0.9561343,345,0.14999999,8.495736837387085,-0.5339893
-0.66,6920,0.95613515,346,0.14999999,8.519164562225342,-0.66975486
-0.66,6940,0.95613533,347,0.14999999,8.541459560394287,-0.7556934
-0.66,6960,0.9561356,348,0.14999999,8.566623210906982,-0.74891907
-0.66,6980,0.9561361,349,0.14999999,8.596866369247437,-0.62995243
-0.66,7000,0.9561364,350,0.14999999,8.629954099655151,-0.5288701
-0.66,7020,0.9561365,351,0.14999999,8.655367136001587,-0.4181552
-0.66,7040,0.95613575,352,0.14999999,8.675798892974854,-0.67194027
-0.66,7060,0.95613605,353,0.14999999,8.697970151901245,-0.69509906
-0.66,7080,0.95613587,354,0.14999999,8.714467525482178,-0.35749412
-0.66,7100,0.9561371,355,0.14999999,8.734311819076538,-1.0450382
-0.66,7120,0.95613605,356,0.14999999,8.75405502319336,-0.5052318
-0.66,7140,0.95613605,357,0.14999999,8.775209665298462,-0.91508627
-0.66,7160,0.95613617,358,0.14999999,8.791635990142822,-0.49624765
-0.66,7180,0.9561368,359,0.14999999,8.81944727897644,-1.0577651
-0.66,7200,0.95613706,360,0.14999999,8.849127769470215,-0.6478529
-0.66,7220,0.95613635,361,0.14999999,8.873447179794312,-0.76844966
-0.66,7240,0.9561363,362,0.14999999,8.894730567932129,-0.699188
-0.66,7260,0.9561364,363,0.14999999,8.917344808578491,-0.75474405
-0.66,7280,0.9561367,364,0.14999999,8.934487104415894,-0.62917227
-0.66,7300,0.95613563,365,0.14999999,8.953859329223633,-0.5632278
-0.66,7320,0.9561359,366,0.14999999,8.969850301742554,-0.4725632
-0.66,7340,0.95613503,367,0.14999999,8.995688676834106,-0.63673925
-0.66,7360,0.9561346,368,0.14999999,9.01965880393982,-0.5357018
-0.66,7380,0.9561352,369,0.14999999,9.037676572799683,-0.8427532
-0.66,7400,0.9561351,370,0.14999999,9.066301584243774,-0.8874406
-0.66,7420,0.95613474,371,0.14999999,9.091421365737915,-0.6714719
-0.66,7440,0.95613474,372,0.14999999,9.114408731460571,-0.55431044
-0.66,7460,0.95613456,373,0.14999999,9.135735988616943,-0.41943693
-0.66,7480,0.9561348,374,0.14999999,9.169772386550903,-0.60217726
