Iteration,ReturnMean,TimestepsSoFar,LQGmu1_higher,LQGsigma_higher,LQGmu1_actor,TimeElapsed
749,0.95612586,14980,-0.68,0.14999999,-0.49142197,19.62581706047058
750,0.9561258,15000,-0.68,0.14999999,-0.57328427,19.652836322784424
751,0.95612574,15020,-0.68,0.14999999,-0.7243533,19.70663070678711
752,0.9561254,15040,-0.68,0.14999999,-1.0847026,19.741422653198242
753,0.95612466,15060,-0.68,0.14999999,-0.7833456,19.773942470550537
754,0.9561246,15080,-0.68,0.14999999,-0.6398677,19.80947232246399
755,0.9561242,15100,-0.68,0.14999999,-0.61754155,19.838944911956787
756,0.9561246,15120,-0.68,0.14999999,-0.6009747,19.871028423309326
757,0.95612466,15140,-0.68,0.14999999,-0.8021561,19.904605865478516
758,0.9561246,15160,-0.68,0.14999999,-0.5275271,19.936333894729614
759,0.95612395,15180,-0.68,0.14999999,-0.78396845,19.97666883468628
760,0.9561239,15200,-0.68,0.14999999,-0.50304806,20.00976872444153
761,0.9561241,15220,-0.68,0.14999999,-0.66364634,20.037052392959595
762,0.95612437,15240,-0.68,0.14999999,-0.7724317,20.067290544509888
763,0.95612454,15260,-0.68,0.14999999,-0.7560433,20.09709072113037
764,0.9561246,15280,-0.68,0.14999999,-0.5201332,20.129612922668457
765,0.9561251,15300,-0.68,0.14999999,-0.82047,20.156296730041504
766,0.95612466,15320,-0.68,0.14999999,-0.60364175,20.18470001220703
767,0.95612454,15340,-0.68,0.14999999,-0.83403796,20.237151384353638
768,0.9561241,15360,-0.68,0.14999999,-0.81463444,20.279300212860107
769,0.95612437,15380,-0.68,0.14999999,-0.65888244,20.311710357666016
770,0.95612466,15400,-0.68,0.14999999,-0.7105363,20.358311414718628
771,0.95612466,15420,-0.68,0.14999999,-0.5296605,20.399177074432373
772,0.95612496,15440,-0.68,0.14999999,-0.80534506,20.430180311203003
773,0.95612496,15460,-0.68,0.14999999,-0.6674067,20.46432638168335
774,0.9561252,15480,-0.68,0.14999999,-0.63727564,20.50330090522766
775,0.95612556,15500,-0.68,0.14999999,-0.6974822,20.533874988555908
776,0.9561258,15520,-0.68,0.14999999,-1.0976715,20.56656837463379
777,0.9561254,15540,-0.68,0.14999999,-0.6160705,20.594975233078003
778,0.9561256,15560,-0.68,0.14999999,-0.84791815,20.618765592575073
779,0.95612544,15580,-0.68,0.14999999,-0.7189061,20.64888048171997
780,0.9561247,15600,-0.68,0.14999999,-0.6673929,20.684131860733032
781,0.95612454,15620,-0.68,0.14999999,-0.6365325,20.715801000595093
782,0.9561246,15640,-0.68,0.14999999,-0.9042634,20.747730016708374
783,0.95612466,15660,-0.68,0.14999999,-0.57117796,20.77508783340454
784,0.95612514,15680,-0.68,0.14999999,-0.6420101,20.79748249053955
785,0.95612544,15700,-0.68,0.14999999,-0.7091917,20.821534633636475
786,0.9561254,15720,-0.68,0.14999999,-0.58235645,20.843945264816284
787,0.95612556,15740,-0.68,0.14999999,-0.69485635,20.866402626037598
788,0.9561252,15760,-0.68,0.14999999,-0.7228852,20.899238109588623
789,0.9561253,15780,-0.68,0.14999999,-0.7206384,20.927825450897217
790,0.95612544,15800,-0.68,0.14999999,-0.52407104,20.956822156906128
791,0.95612586,15820,-0.68,0.14999999,-0.7172276,20.988064289093018
792,0.95612574,15840,-0.68,0.14999999,-0.5475613,21.019258975982666
793,0.9561258,15860,-0.68,0.14999999,-0.6453371,21.04222869873047
794,0.95612586,15880,-0.68,0.14999999,-0.6366259,21.069112539291382
795,0.9561259,15900,-0.68,0.14999999,-0.7938722,21.096418619155884
796,0.95612586,15920,-0.68,0.14999999,-0.4051683,21.133691787719727
797,0.95612615,15940,-0.68,0.14999999,-0.6499565,21.18675971031189
798,0.9561263,15960,-0.68,0.14999999,-0.5675875,21.21211338043213
799,0.9561265,15980,-0.68,0.14999999,-0.6834903,21.2460720539093
800,0.9561264,16000,-0.68,0.14999999,-0.6814115,21.279600858688354
801,0.95612633,16020,-0.68,0.14999999,-0.8684247,21.31903839111328
802,0.9561261,16040,-0.68,0.14999999,-0.49413347,21.356003522872925
803,0.95612645,16060,-0.68,0.14999999,-0.5191908,21.38297128677368
804,0.9561265,16080,-0.68,0.14999999,-0.70853984,21.409044981002808
805,0.9561267,16100,-0.68,0.14999999,-0.8080431,21.436699390411377
806,0.95612675,16120,-0.68,0.14999999,-0.70494145,21.461365938186646
807,0.95612687,16140,-0.68,0.14999999,-0.8273587,21.485661268234253
808,0.9561263,16160,-0.68,0.14999999,-0.44089448,21.50942850112915
809,0.95612645,16180,-0.68,0.14999999,-0.761346,21.538541078567505
810,0.95612663,16200,-0.68,0.14999999,-0.3911833,21.566023588180542
811,0.95612663,16220,-0.68,0.14999999,-0.7668098,21.61175298690796
812,0.9561267,16240,-0.68,0.14999999,-0.66481686,21.642611980438232
813,0.9561268,16260,-0.68,0.14999999,-0.6572359,21.683167934417725
814,0.9561271,16280,-0.68,0.14999999,-0.6263446,21.720197439193726
815,0.95612717,16300,-0.68,0.14999999,-0.9693376,21.74765396118164
816,0.9561268,16320,-0.68,0.14999999,-0.60337126,21.776979684829712
817,0.95612687,16340,-0.68,0.14999999,-0.68337864,21.808345556259155
818,0.95612675,16360,-0.68,0.14999999,-0.6930668,21.839378833770752
819,0.95612663,16380,-0.68,0.14999999,-0.56382316,21.870043516159058
820,0.95612705,16400,-0.68,0.14999999,-0.5720321,21.898531913757324
821,0.9561272,16420,-0.68,0.14999999,-0.7533313,21.92502450942993
822,0.95612717,16440,-0.68,0.14999999,-0.4195134,21.94913911819458
823,0.9561269,16460,-0.68,0.14999999,-0.6837192,21.9865562915802
824,0.9561268,16480,-0.68,0.14999999,-0.7097686,22.018333673477173
825,0.95612675,16500,-0.68,0.14999999,-0.72881746,22.052470684051514
826,0.9561265,16520,-0.68,0.14999999,-0.6094278,22.077648878097534
827,0.95612645,16540,-0.68,0.14999999,-0.669199,22.106998920440674
828,0.956126,16560,-0.68,0.14999999,-0.8192313,22.138452768325806
829,0.95612615,16580,-0.68,0.14999999,-0.58386034,22.164077520370483
830,0.95612633,16600,-0.68,0.14999999,-0.7391827,22.18770456314087
831,0.9561264,16620,-0.68,0.14999999,-0.8263478,22.212757349014282
832,0.95612645,16640,-0.68,0.14999999,-0.68778723,22.245537042617798
833,0.95612663,16660,-0.68,0.14999999,-0.42259073,22.274701595306396
834,0.95612687,16680,-0.68,0.14999999,-0.8513044,22.30659556388855
835,0.95612675,16700,-0.68,0.14999999,-0.67878175,22.333004474639893
836,0.9561271,16720,-0.68,0.14999999,-0.75901973,22.362707376480103
837,0.9561267,16740,-0.68,0.14999999,-0.5214836,22.395367860794067
838,0.9561268,16760,-0.68,0.14999999,-0.8086389,22.425877332687378
839,0.956127,16780,-0.68,0.14999999,-0.5254727,22.466491222381592
840,0.95612687,16800,-0.68,0.14999999,-0.6323972,22.503600358963013
841,0.956127,16820,-0.68,0.14999999,-0.82647,22.54728364944458
842,0.95612705,16840,-0.68,0.14999999,-0.57792413,22.582735300064087
843,0.95612717,16860,-0.68,0.14999999,-0.7113873,22.617873907089233
844,0.95612735,16880,-0.68,0.14999999,-0.54270613,22.64686417579651
845,0.956127,16900,-0.68,0.14999999,-0.80172867,22.676485538482666
846,0.9561267,16920,-0.68,0.14999999,-0.89645123,22.705799102783203
847,0.95612687,16940,-0.68,0.14999999,-0.48728305,22.73421883583069
848,0.9561265,16960,-0.68,0.14999999,-0.7282664,22.76412081718445
849,0.95612645,16980,-0.68,0.14999999,-0.47410437,22.79483437538147
850,0.9561265,17000,-0.68,0.14999999,-0.756391,22.820648431777954
851,0.9561264,17020,-0.68,0.14999999,-0.82638353,22.85588788986206
852,0.95612633,17040,-0.68,0.14999999,-0.5507681,22.87739396095276
853,0.9561258,17060,-0.68,0.14999999,-0.8587004,22.90111017227173
854,0.9561258,17080,-0.68,0.14999999,-0.6668854,22.927770137786865
855,0.9561261,17100,-0.68,0.14999999,-0.65205663,22.95667290687561
856,0.9561259,17120,-0.68,0.14999999,-0.6405346,22.984951734542847
857,0.956126,17140,-0.68,0.14999999,-0.51857924,23.01254153251648
858,0.95612615,17160,-0.68,0.14999999,-0.5435484,23.04187846183777
859,0.9561261,17180,-0.68,0.14999999,-0.8062411,23.0627863407135
860,0.9561263,17200,-0.68,0.14999999,-0.70269763,23.08957815170288
861,0.95612633,17220,-0.68,0.14999999,-0.6293254,23.123335123062134
862,0.9561263,17240,-0.68,0.14999999,-0.9064432,23.161285161972046
863,0.9561261,17260,-0.68,0.14999999,-0.7275629,23.188937187194824
864,0.95612603,17280,-0.68,0.14999999,-0.5241288,23.211851835250854
865,0.9561262,17300,-0.68,0.14999999,-0.44651246,23.241061449050903
866,0.95612645,17320,-0.68,0.14999999,-0.67818964,23.267847776412964
867,0.9561265,17340,-0.68,0.14999999,-0.6410146,23.28785514831543
868,0.95612615,17360,-0.68,0.14999999,-0.68142253,23.34371018409729
869,0.95612603,17380,-0.68,0.14999999,-0.81620246,23.38671588897705
870,0.9561261,17400,-0.68,0.14999999,-0.52236503,23.4405038356781
871,0.95612615,17420,-0.68,0.14999999,-0.4094537,23.508352756500244
872,0.95612633,17440,-0.68,0.14999999,-0.8341083,23.54707360267639
873,0.95612633,17460,-0.68,0.14999999,-0.56712705,23.579665184020996
874,0.95612663,17480,-0.68,0.14999999,-0.64905405,23.612940549850464
875,0.95612645,17500,-0.68,0.14999999,-0.9565607,23.644636154174805
876,0.95612615,17520,-0.68,0.14999999,-0.6472502,23.674708366394043
877,0.95612586,17540,-0.68,0.14999999,-0.55676913,23.70671772956848
878,0.95612603,17560,-0.68,0.14999999,-0.54881036,23.74028468132019
879,0.9561258,17580,-0.68,0.14999999,-0.7472283,23.780178785324097
880,0.956126,17600,-0.68,0.14999999,-0.54924464,23.811421632766724
881,0.95612603,17620,-0.68,0.14999999,-0.4967938,23.842565298080444
882,0.956126,17640,-0.68,0.14999999,-0.51532936,23.87291193008423
883,0.9561261,17660,-0.68,0.14999999,-0.8074685,23.904613733291626
884,0.9561259,17680,-0.68,0.14999999,-0.6357444,23.934295654296875
885,0.95612615,17700,-0.68,0.14999999,-0.44415683,23.960917472839355
886,0.9561264,17720,-0.68,0.14999999,-0.83992314,23.9952175617218
887,0.9561267,17740,-0.68,0.14999999,-0.7614675,24.023850917816162
888,0.95612675,17760,-0.68,0.14999999,-0.90339,24.051400423049927
889,0.9561264,17780,-0.68,0.14999999,-0.91592497,24.100378036499023
890,0.95612633,17800,-0.68,0.14999999,-0.8820435,24.139399766921997
891,0.95612645,17820,-0.68,0.14999999,-0.8939454,24.17830181121826
892,0.9561263,17840,-0.68,0.14999999,-1.0456617,24.210963487625122
893,0.9561256,17860,-0.68,0.14999999,-0.5255712,24.240386962890625
894,0.95612586,17880,-0.68,0.14999999,-0.501316,24.270223140716553
895,0.9561256,17900,-0.68,0.14999999,-0.7760102,24.300278663635254
896,0.9561253,17920,-0.68,0.14999999,-0.544272,24.338300704956055
897,0.95612544,17940,-0.68,0.14999999,-0.32104468,24.37088108062744
898,0.95612556,17960,-0.68,0.14999999,-0.9102257,24.40954566001892
899,0.9561255,17980,-0.68,0.14999999,-0.7193221,24.464335680007935
900,0.9561255,18000,-0.68,0.14999999,-0.8858591,24.52487015724182
901,0.95612544,18020,-0.68,0.14999999,-0.6130411,24.57154369354248
902,0.9561251,18040,-0.68,0.14999999,-0.9137738,24.615832567214966
903,0.95612496,18060,-0.68,0.14999999,-0.9341441,24.647642135620117
904,0.9561248,18080,-0.68,0.14999999,-0.49161205,24.680225372314453
905,0.95612496,18100,-0.68,0.14999999,-0.9914694,24.721683502197266
906,0.956125,18120,-0.68,0.14999999,-0.44393575,24.75862193107605
907,0.9561252,18140,-0.68,0.14999999,-0.6817944,24.787525415420532
908,0.9561253,18160,-0.68,0.14999999,-0.69090134,24.81729245185852
909,0.9561256,18180,-0.68,0.14999999,-0.6809777,24.84812617301941
910,0.9561255,18200,-0.68,0.14999999,-0.8296985,24.895848035812378
911,0.9561255,18220,-0.68,0.14999999,-0.7078498,24.922373294830322
912,0.9561256,18240,-0.68,0.14999999,-0.7397517,24.94819688796997
913,0.9561257,18260,-0.68,0.14999999,-0.7591053,24.96963095664978
914,0.9561253,18280,-0.68,0.14999999,-0.6499295,25.037814617156982
915,0.95612556,18300,-0.68,0.14999999,-0.6077523,25.077831029891968
916,0.95612556,18320,-0.68,0.14999999,-0.6828721,25.125524282455444
917,0.9561256,18340,-0.68,0.14999999,-0.7489638,25.17453098297119
918,0.9561259,18360,-0.68,0.14999999,-0.5239985,25.214349508285522
919,0.9561261,18380,-0.68,0.14999999,-0.41682914,25.24994659423828
920,0.95612603,18400,-0.68,0.14999999,-0.74821204,25.284692525863647
921,0.95612615,18420,-0.68,0.14999999,-0.67689383,25.318546295166016
922,0.95612633,18440,-0.68,0.14999999,-0.67776,25.350629091262817
923,0.95612663,18460,-0.68,0.14999999,-0.710968,25.393497943878174
924,0.9561267,18480,-0.68,0.14999999,-0.42892802,25.432223796844482
925,0.95612645,18500,-0.68,0.14999999,-0.58692896,25.467477083206177
926,0.9561267,18520,-0.68,0.14999999,-0.52301574,25.499536991119385
927,0.95612687,18540,-0.68,0.14999999,-0.9366052,25.53161096572876
928,0.95612645,18560,-0.68,0.14999999,-0.70837325,25.568378448486328
929,0.95612675,18580,-0.68,0.14999999,-0.577603,25.6074059009552
930,0.9561269,18600,-0.68,0.14999999,-0.7190319,25.650554418563843
931,0.95612687,18620,-0.68,0.14999999,-0.84733695,25.69926905632019
932,0.95612615,18640,-0.68,0.14999999,-0.9101579,25.740310668945312
933,0.95612603,18660,-0.68,0.14999999,-0.709417,25.78807806968689
934,0.95612615,18680,-0.68,0.14999999,-0.46327955,25.83083415031433
935,0.95612544,18700,-0.68,0.14999999,-0.78218657,25.870018482208252
936,0.9561254,18720,-0.68,0.14999999,-0.5327175,25.92816972732544
937,0.9561253,18740,-0.68,0.14999999,-0.28653443,25.965201377868652
938,0.9561252,18760,-0.68,0.14999999,-0.7866516,25.999817371368408
939,0.95612526,18780,-0.68,0.14999999,-0.6347499,26.034629344940186
940,0.95612544,18800,-0.68,0.14999999,-0.8044216,26.066673755645752
941,0.9561254,18820,-0.68,0.14999999,-0.4392634,26.101773977279663
942,0.9561252,18840,-0.68,0.14999999,-0.6839011,26.139817714691162
943,0.9561252,18860,-0.68,0.14999999,-0.5074365,26.17344093322754
944,0.9561253,18880,-0.68,0.14999999,-0.6417451,26.206806659698486
945,0.9561256,18900,-0.68,0.14999999,-0.8438251,26.235580682754517
946,0.9561254,18920,-0.68,0.14999999,-0.5775537,26.26440739631653
947,0.95612544,18940,-0.68,0.14999999,-0.7125426,26.294189453125
948,0.9561255,18960,-0.68,0.14999999,-0.7203437,26.321619510650635
949,0.95612556,18980,-0.68,0.14999999,-0.6687373,26.351760864257812
950,0.9561257,19000,-0.68,0.14999999,-0.78233474,26.383214235305786
951,0.9561258,19020,-0.68,0.14999999,-0.62968,26.424922704696655
952,0.95612586,19040,-0.68,0.14999999,-0.66070086,26.457379579544067
953,0.9561259,19060,-0.68,0.14999999,-0.83025336,26.491559982299805
954,0.9561261,19080,-0.68,0.14999999,-0.63115156,26.53671622276306
955,0.9561261,19100,-0.68,0.14999999,-0.76771194,26.577115058898926
956,0.9561257,19120,-0.68,0.14999999,-0.88668394,26.627023935317993
957,0.95612556,19140,-0.68,0.14999999,-0.8206223,26.65734052658081
958,0.95612574,19160,-0.68,0.14999999,-0.68718994,26.69775414466858
959,0.9561252,19180,-0.68,0.14999999,-0.5555295,26.730767011642456
960,0.9561253,19200,-0.68,0.14999999,-0.8141738,26.767422914505005
961,0.95612556,19220,-0.68,0.14999999,-0.60317737,26.80887246131897
962,0.9561254,19240,-0.68,0.14999999,-1.022917,26.84310030937195
963,0.95612514,19260,-0.68,0.14999999,-0.7404744,26.87679433822632
964,0.95612484,19280,-0.68,0.14999999,-0.5768046,26.91222333908081
965,0.95612484,19300,-0.68,0.14999999,-0.55697155,26.956218004226685
966,0.956125,19320,-0.68,0.14999999,-0.5720094,26.993286609649658
967,0.95612454,19340,-0.68,0.14999999,-0.84522516,27.035331964492798
968,0.95612454,19360,-0.68,0.14999999,-0.4274298,27.079336881637573
969,0.9561247,19380,-0.68,0.14999999,-0.52232623,27.13579487800598
970,0.95612454,19400,-0.68,0.14999999,-0.835313,27.17463707923889
971,0.9561241,19420,-0.68,0.14999999,-0.98815644,27.212281227111816
972,0.9561239,19440,-0.68,0.14999999,-0.75303847,27.244845390319824
973,0.9561237,19460,-0.68,0.14999999,-1.0853056,27.27550721168518
974,0.9561232,19480,-0.68,0.14999999,-0.58715355,27.305826663970947
975,0.95612305,19500,-0.68,0.14999999,-0.5901531,27.3402316570282
976,0.95612276,19520,-0.68,0.14999999,-0.80989724,27.37826681137085
977,0.95612264,19540,-0.68,0.14999999,-0.8188293,27.415292978286743
978,0.9561225,19560,-0.68,0.14999999,-0.79241717,27.458797693252563
979,0.95612246,19580,-0.68,0.14999999,-0.6250585,27.497596502304077
980,0.9561222,19600,-0.68,0.14999999,-1.0372251,27.526803970336914
981,0.9561223,19620,-0.68,0.14999999,-0.7344735,27.553849697113037
982,0.95612246,19640,-0.68,0.14999999,-0.6001965,27.58570384979248
983,0.95612276,19660,-0.68,0.14999999,-0.5460703,27.615727424621582
984,0.95612293,19680,-0.68,0.14999999,-0.6957291,27.661803722381592
985,0.9561229,19700,-0.68,0.14999999,-0.656245,27.702619552612305
986,0.95612305,19720,-0.68,0.14999999,-0.46886268,27.739983797073364
987,0.956123,19740,-0.68,0.14999999,-0.75360525,27.780072450637817
988,0.9561232,19760,-0.68,0.14999999,-0.72383964,27.811106204986572
989,0.9561233,19780,-0.68,0.14999999,-0.5446894,27.83769178390503
990,0.95612335,19800,-0.68,0.14999999,-0.55609095,27.87202501296997
991,0.95612353,19820,-0.68,0.14999999,-0.79820615,27.90855622291565
992,0.9561235,19840,-0.68,0.14999999,-0.46323657,27.95771551132202
993,0.9561233,19860,-0.68,0.14999999,-0.6809572,27.988996744155884
994,0.9561232,19880,-0.68,0.14999999,-0.5900492,28.020004510879517
995,0.9561235,19900,-0.68,0.14999999,-0.63667005,28.05543327331543
996,0.95612323,19920,-0.68,0.14999999,-0.75756407,28.086267709732056
997,0.9561231,19940,-0.68,0.14999999,-0.44903338,28.119162797927856
998,0.95612353,19960,-0.68,0.14999999,-0.6287384,28.155144691467285
999,0.9561237,19980,-0.68,0.14999999,-0.84755355,28.196385622024536
1000,0.9561232,20000,-0.68,0.14999999,-0.51334316,28.230141401290894
1001,0.9561234,20020,-0.68,0.14999999,-0.9599346,28.263844966888428
1002,0.9561233,20040,-0.68,0.14999999,-0.7207512,28.297983646392822
1003,0.9561235,20060,-0.68,0.14999999,-0.7127853,28.331951141357422
1004,0.9561235,20080,-0.68,0.14999999,-0.6681218,28.365959405899048
1005,0.95612335,20100,-0.68,0.14999999,-0.7414165,28.40123701095581
1006,0.95612353,20120,-0.68,0.14999999,-0.40547934,28.43622088432312
1007,0.9561234,20140,-0.68,0.14999999,-0.7798724,28.47582721710205
1008,0.9561235,20160,-0.68,0.14999999,-0.63358116,28.512008666992188
1009,0.9561234,20180,-0.68,0.14999999,-0.65863353,28.54290246963501
1010,0.95612353,20200,-0.68,0.14999999,-0.90514123,28.574978828430176
1011,0.9561233,20220,-0.68,0.14999999,-0.7868866,28.605247497558594
1012,0.95612305,20240,-0.68,0.14999999,-0.91992396,28.6361563205719
1013,0.9561232,20260,-0.68,0.14999999,-0.73273826,28.66690945625305
1014,0.95612305,20280,-0.68,0.14999999,-0.37474847,28.69826889038086
1015,0.9561231,20300,-0.68,0.14999999,-0.6463323,28.72938847541809
1016,0.9561232,20320,-0.68,0.14999999,-0.64476526,28.76110029220581
1017,0.9561235,20340,-0.68,0.14999999,-0.88516396,28.79369306564331
1018,0.95612335,20360,-0.68,0.14999999,-0.73155373,28.828180074691772
1019,0.95612353,20380,-0.68,0.14999999,-0.8035249,28.859885931015015
1020,0.9561235,20400,-0.68,0.14999999,-0.7452313,28.893062591552734
1021,0.95612353,20420,-0.68,0.14999999,-0.6831237,28.925665855407715
1022,0.95612353,20440,-0.68,0.14999999,-0.7036769,28.95681858062744
1023,0.95612377,20460,-0.68,0.14999999,-0.95208955,28.989580869674683
1024,0.9561237,20480,-0.68,0.14999999,-0.6703603,29.030261278152466
1025,0.9561237,20500,-0.68,0.14999999,-0.64746964,29.067275285720825
1026,0.9561235,20520,-0.68,0.14999999,-0.68277377,29.099189519882202
1027,0.95612365,20540,-0.68,0.14999999,-0.6883293,29.128822803497314
1028,0.95612365,20560,-0.68,0.14999999,-0.7678343,29.168296098709106
1029,0.9561236,20580,-0.68,0.14999999,-0.70524037,29.214142084121704
1030,0.9561234,20600,-0.68,0.14999999,-0.62314826,29.243404150009155
1031,0.956123,20620,-0.68,0.14999999,-0.43073708,29.273929357528687
1032,0.9561228,20640,-0.68,0.14999999,-0.8184884,29.319899082183838
1033,0.9561228,20660,-0.68,0.14999999,-0.7645477,29.342691898345947
1034,0.95612276,20680,-0.68,0.14999999,-0.6432592,29.373445510864258
1035,0.9561225,20700,-0.68,0.14999999,-0.64167035,29.418020963668823
1036,0.95612264,20720,-0.68,0.14999999,-0.783067,29.457467794418335
1037,0.9561226,20740,-0.68,0.14999999,-0.94759613,29.495795249938965
1038,0.9561225,20760,-0.68,0.14999999,-0.49169606,29.537281274795532
1039,0.9561228,20780,-0.68,0.14999999,-0.5026418,29.58136796951294
1040,0.9561227,20800,-0.68,0.14999999,-0.87284553,29.61838722229004
1041,0.95612264,20820,-0.68,0.14999999,-0.6578628,29.642895221710205
1042,0.9561225,20840,-0.68,0.14999999,-0.62226474,29.668150663375854
1043,0.9561224,20860,-0.68,0.14999999,-0.6198276,29.698028564453125
1044,0.95612264,20880,-0.68,0.14999999,-0.7185522,29.717170238494873
1045,0.95612264,20900,-0.68,0.14999999,-0.74872667,29.744038820266724
1046,0.9561228,20920,-0.68,0.14999999,-0.82626593,29.77177619934082
1047,0.9561231,20940,-0.68,0.14999999,-0.8397528,29.793167114257812
1048,0.95612305,20960,-0.68,0.14999999,-0.623402,29.817598581314087
1049,0.9561229,20980,-0.68,0.14999999,-0.55532557,29.844536781311035
1050,0.9561228,21000,-0.68,0.14999999,-0.5895821,29.86806082725525
1051,0.956123,21020,-0.68,0.14999999,-0.72934777,29.891037225723267
1052,0.9561231,21040,-0.68,0.14999999,-0.7489919,29.911789894104004
1053,0.9561231,21060,-0.68,0.14999999,-0.5915353,29.93230652809143
1054,0.9561229,21080,-0.68,0.14999999,-0.6034467,29.9561128616333
1055,0.9561229,21100,-0.68,0.14999999,-0.6320982,29.979851484298706
1056,0.9561229,21120,-0.68,0.14999999,-0.84639066,30.011027812957764
1057,0.9561228,21140,-0.68,0.14999999,-0.6541113,30.037074327468872
1058,0.9561227,21160,-0.68,0.14999999,-0.5867646,30.06673789024353
1059,0.9561227,21180,-0.68,0.14999999,-0.4957181,30.094891786575317
1060,0.956123,21200,-0.68,0.14999999,-0.57977104,30.120343923568726
1061,0.9561232,21220,-0.68,0.14999999,-0.46721599,30.148012399673462
1062,0.95612293,21240,-0.68,0.14999999,-0.7207334,30.167345762252808
1063,0.9561231,21260,-0.68,0.14999999,-0.3126522,30.197663068771362
1064,0.9561229,21280,-0.68,0.14999999,-0.87300235,30.22767400741577
1065,0.9561225,21300,-0.68,0.14999999,-0.57289904,30.247205018997192
1066,0.95612246,21320,-0.68,0.14999999,-0.72229755,30.276355743408203
1067,0.95612264,21340,-0.68,0.14999999,-0.6070381,30.30619525909424
1068,0.95612293,21360,-0.68,0.14999999,-0.41579488,30.340071439743042
1069,0.9561226,21380,-0.68,0.14999999,-0.82338965,30.368743419647217
1070,0.95612246,21400,-0.68,0.14999999,-0.463244,30.39527201652527
1071,0.95612276,21420,-0.68,0.14999999,-0.5033948,30.42699933052063
1072,0.956123,21440,-0.68,0.14999999,-0.5030855,30.459850311279297
1073,0.95612305,21460,-0.68,0.14999999,-0.7508909,30.483192205429077
1074,0.95612264,21480,-0.68,0.14999999,-0.65566844,30.505695343017578
1075,0.9561227,21500,-0.68,0.14999999,-0.47220832,30.530776023864746
1076,0.95612276,21520,-0.68,0.14999999,-0.8541465,30.565694332122803
1077,0.9561228,21540,-0.68,0.14999999,-0.8249067,30.5954806804657
1078,0.95612305,21560,-0.68,0.14999999,-0.62180877,30.620599269866943
1079,0.956123,21580,-0.68,0.14999999,-0.84914994,30.64612650871277
1080,0.95612305,21600,-0.68,0.14999999,-0.77053964,30.67440414428711
1081,0.95612335,21620,-0.68,0.14999999,-0.36679575,30.705491065979004
1082,0.9561233,21640,-0.68,0.14999999,-0.48212618,30.743141412734985
1083,0.9561231,21660,-0.68,0.14999999,-1.0035707,30.76943325996399
1084,0.9561233,21680,-0.68,0.14999999,-0.6511394,30.795050621032715
1085,0.9561233,21700,-0.68,0.14999999,-0.56520444,30.83447289466858
1086,0.95612305,21720,-0.68,0.14999999,-0.7755793,30.86186456680298
1087,0.95612305,21740,-0.68,0.14999999,-0.36481962,30.889676809310913
1088,0.9561228,21760,-0.68,0.14999999,-0.6752529,30.93123722076416
1089,0.9561228,21780,-0.68,0.14999999,-0.6442364,30.96398377418518
1090,0.95612276,21800,-0.68,0.14999999,-0.54441935,30.995179891586304
1091,0.9561227,21820,-0.68,0.14999999,-0.6479424,31.01974606513977
1092,0.95612264,21840,-0.68,0.14999999,-0.7666952,31.05084228515625
1093,0.9561227,21860,-0.68,0.14999999,-0.76693183,31.086756229400635
1094,0.95612264,21880,-0.68,0.14999999,-0.7665896,31.118484497070312
1095,0.95612293,21900,-0.68,0.14999999,-0.5872503,31.145049333572388
1096,0.95612293,21920,-0.68,0.14999999,-0.5278056,31.18891167640686
1097,0.956123,21940,-0.68,0.14999999,-0.56658965,31.217851161956787
1098,0.9561232,21960,-0.68,0.14999999,-0.57000905,31.2443790435791
1099,0.9561231,21980,-0.68,0.14999999,-0.8669673,31.268804788589478
1100,0.9561228,22000,-0.68,0.14999999,-0.9314872,31.29781484603882
1101,0.95612276,22020,-0.68,0.14999999,-0.8453925,31.32580280303955
1102,0.9561228,22040,-0.68,0.14999999,-0.33940855,31.35073709487915
1103,0.95612276,22060,-0.68,0.14999999,-0.57166564,31.37791085243225
1104,0.9561227,22080,-0.68,0.14999999,-0.6316674,31.418757915496826
1105,0.9561225,22100,-0.68,0.14999999,-0.68348753,31.45800518989563
1106,0.9561227,22120,-0.68,0.14999999,-0.6124608,31.49061417579651
1107,0.9561228,22140,-0.68,0.14999999,-0.76284236,31.51706337928772
1108,0.9561229,22160,-0.68,0.14999999,-0.44920406,31.543474435806274
1109,0.9561227,22180,-0.68,0.14999999,-0.18847439,31.564814567565918
1110,0.9561222,22200,-0.68,0.14999999,-0.5051592,31.59946298599243
1111,0.95612216,22220,-0.68,0.14999999,-0.4248549,31.629726886749268
1112,0.95612234,22240,-0.68,0.14999999,-0.6262941,31.65951180458069
1113,0.95612234,22260,-0.68,0.14999999,-0.63716245,31.681084632873535
1114,0.9561224,22280,-0.68,0.14999999,-0.6748478,31.710238456726074
1115,0.95612234,22300,-0.68,0.14999999,-0.5073635,31.735804796218872
1116,0.9561224,22320,-0.68,0.14999999,-0.34195724,31.761412143707275
1117,0.95612234,22340,-0.68,0.14999999,-0.8341916,31.788018941879272
1118,0.9561224,22360,-0.68,0.14999999,-0.571351,31.81524133682251
1119,0.95612246,22380,-0.68,0.14999999,-0.6660594,31.851869344711304
1120,0.95612246,22400,-0.68,0.14999999,-0.77088,31.875449657440186
1121,0.95612264,22420,-0.68,0.14999999,-0.7327592,31.90308666229248
1122,0.95612246,22440,-0.68,0.14999999,-0.5611501,31.930436372756958
