Iteration,ReturnMean,TimestepsSoFar,LQGmu1_higher,LQGsigma_higher,LQGmu1_actor,TimeElapsed
372,0.95613265,7440,-0.68,0.14999999,-0.5743104,8.220085144042969
373,0.9561324,7460,-0.68,0.14999999,-0.4394369,8.242364168167114
374,0.9561327,7480,-0.68,0.14999999,-0.62217724,8.265625715255737
375,0.9561327,7500,-0.68,0.14999999,-0.57436705,8.293963432312012
376,0.95613235,7520,-0.68,0.14999999,-0.5589604,8.314476251602173
377,0.9561332,7540,-0.68,0.14999999,-0.75850874,8.338561296463013
378,0.9561332,7560,-0.68,0.14999999,-0.65801007,8.363719701766968
379,0.95613277,7580,-0.68,0.14999999,-1.057697,8.385139465332031
380,0.9561324,7600,-0.68,0.14999999,-0.6028865,8.408518075942993
381,0.9561324,7620,-0.68,0.14999999,-0.8151553,8.436838865280151
382,0.9561312,7640,-0.68,0.14999999,-0.77593213,8.46486496925354
383,0.956132,7660,-0.68,0.14999999,-0.111474395,8.495682001113892
384,0.9561303,7680,-0.68,0.14999999,-0.8125354,8.522787809371948
385,0.9561306,7700,-0.68,0.14999999,-0.5076486,8.553142070770264
386,0.9561296,7720,-0.68,0.14999999,-0.7972063,8.585294723510742
387,0.9561299,7740,-0.68,0.14999999,-0.71410847,8.610570907592773
388,0.9561301,7760,-0.68,0.14999999,-0.86857355,8.633870601654053
389,0.95612955,7780,-0.68,0.14999999,-0.65045804,8.655465841293335
390,0.95612955,7800,-0.68,0.14999999,-0.6938004,8.679424524307251
391,0.9561293,7820,-0.68,0.14999999,-0.76622313,8.70236349105835
392,0.9561297,7840,-0.68,0.14999999,-0.671981,8.724080324172974
393,0.9561301,7860,-0.68,0.14999999,-0.72507465,8.74412202835083
394,0.95613074,7880,-0.68,0.14999999,-0.56181103,8.77109432220459
395,0.9561309,7900,-0.68,0.14999999,-0.5739315,8.80531096458435
396,0.9561305,7920,-0.68,0.14999999,-0.5737986,8.830692291259766
397,0.95613104,7940,-0.68,0.14999999,-0.65105945,8.86782956123352
398,0.9561317,7960,-0.68,0.14999999,-0.80428165,8.902853012084961
399,0.95613146,7980,-0.68,0.14999999,-0.51516473,8.93183946609497
400,0.95613205,8000,-0.68,0.14999999,-0.49132204,8.960763216018677
401,0.9561314,8020,-0.68,0.14999999,-0.7613411,8.992568492889404
402,0.95613134,8040,-0.68,0.14999999,-0.67738324,9.022610425949097
403,0.95613146,8060,-0.68,0.14999999,-0.59070486,9.051632404327393
404,0.9561319,8080,-0.68,0.14999999,-0.641634,9.079277753829956
405,0.95613146,8100,-0.68,0.14999999,-0.6022892,9.108327388763428
406,0.9561315,8120,-0.68,0.14999999,-0.75903374,9.13232946395874
407,0.9561314,8140,-0.68,0.14999999,-0.48841155,9.157790660858154
408,0.9561319,8160,-0.68,0.14999999,-0.31052923,9.18226146697998
409,0.95613056,8180,-0.68,0.14999999,-0.67453754,9.2050940990448
410,0.9561303,8200,-0.68,0.14999999,-0.72809756,9.232356309890747
411,0.95613,8220,-0.68,0.14999999,-0.45375785,9.260102033615112
412,0.9561307,8240,-0.68,0.14999999,-0.52242714,9.290457963943481
413,0.9561314,8260,-0.68,0.14999999,-0.6061958,9.324513912200928
414,0.9561312,8280,-0.68,0.14999999,-1.0086068,9.354743957519531
415,0.95613104,8300,-0.68,0.14999999,-0.7477974,9.3876633644104
416,0.9561314,8320,-0.68,0.14999999,-0.67311466,9.421086311340332
417,0.9561316,8340,-0.68,0.14999999,-0.6204689,9.452436923980713
418,0.9561319,8360,-0.68,0.14999999,-0.73948646,9.490476131439209
419,0.9561322,8380,-0.68,0.14999999,-0.82612514,9.517413139343262
420,0.9561316,8400,-0.68,0.14999999,-0.5824504,9.546634674072266
421,0.9561318,8420,-0.68,0.14999999,-0.54677916,9.570122241973877
422,0.9561321,8440,-0.68,0.14999999,-0.61923075,9.592736721038818
423,0.95613164,8460,-0.68,0.14999999,-0.80229497,9.621145963668823
424,0.9561314,8480,-0.68,0.14999999,-0.39567703,9.649025917053223
425,0.9561316,8500,-0.68,0.14999999,-0.79901564,9.66857361793518
426,0.9561311,8520,-0.68,0.14999999,-0.6788872,9.691259622573853
427,0.9561318,8540,-0.68,0.14999999,-1.0239596,9.713328838348389
428,0.9561318,8560,-0.68,0.14999999,-0.3506009,9.741252899169922
429,0.9561326,8580,-0.68,0.14999999,-0.57721025,9.76177191734314
430,0.95613307,8600,-0.68,0.14999999,-0.6483981,9.786056995391846
431,0.9561328,8620,-0.68,0.14999999,-0.71464986,9.808000802993774
432,0.9561331,8640,-0.68,0.14999999,-0.6667657,9.833669424057007
433,0.95613295,8660,-0.68,0.14999999,-0.6795166,9.862650871276855
434,0.9561329,8680,-0.68,0.14999999,-0.6546107,9.890183687210083
435,0.95613325,8700,-0.68,0.14999999,-0.56140727,9.919273376464844
436,0.95613337,8720,-0.68,0.14999999,-0.9383092,9.95960283279419
437,0.95613325,8740,-0.68,0.14999999,-0.8216681,9.989057540893555
438,0.9561336,8760,-0.68,0.14999999,-0.5709446,10.022104263305664
439,0.9561344,8780,-0.68,0.14999999,-0.6585461,10.05381727218628
440,0.9561345,8800,-0.68,0.14999999,-0.5736901,10.087299346923828
441,0.9561348,8820,-0.68,0.14999999,-0.67823625,10.114113569259644
442,0.9561349,8840,-0.68,0.14999999,-0.7989036,10.144129037857056
443,0.95613486,8860,-0.68,0.14999999,-0.50014675,10.169893264770508
444,0.95613503,8880,-0.68,0.14999999,-0.8345038,10.190943479537964
445,0.95613503,8900,-0.68,0.14999999,-0.8106082,10.222035884857178
446,0.95613474,8920,-0.68,0.14999999,-0.44698992,10.255851030349731
447,0.95613515,8940,-0.68,0.14999999,-0.7934094,10.28249716758728
448,0.95613563,8960,-0.68,0.14999999,-0.7609003,10.319486618041992
449,0.9561352,8980,-0.68,0.14999999,-0.39940113,10.35161805152893
450,0.95613545,9000,-0.68,0.14999999,-1.1086305,10.38591718673706
451,0.956134,9020,-0.68,0.14999999,-0.5880521,10.41333293914795
452,0.9561337,9040,-0.68,0.14999999,-1.0076884,10.447232007980347
453,0.9561328,9060,-0.68,0.14999999,-0.4260064,10.48417353630066
454,0.956132,9080,-0.68,0.14999999,-0.63318884,10.515239000320435
455,0.95613194,9100,-0.68,0.14999999,-0.8877693,10.545606851577759
456,0.95613194,9120,-0.68,0.14999999,-0.82749784,10.576961755752563
457,0.95613194,9140,-0.68,0.14999999,-0.63734144,10.607004404067993
458,0.956132,9160,-0.68,0.14999999,-0.84989756,10.633031368255615
459,0.95613205,9180,-0.68,0.14999999,-0.56869286,10.666780471801758
460,0.95613176,9200,-0.68,0.14999999,-0.7866198,10.691373348236084
461,0.95613176,9220,-0.68,0.14999999,-0.60528904,10.72590160369873
462,0.9561317,9240,-0.68,0.14999999,-0.69311625,10.753275156021118
463,0.9561317,9260,-0.68,0.14999999,-0.84477466,10.775620937347412
464,0.95613205,9280,-0.68,0.14999999,-1.0031111,10.806538343429565
465,0.95613176,9300,-0.68,0.14999999,-0.78505653,10.84090280532837
466,0.95613146,9320,-0.68,0.14999999,-0.33145344,10.868287563323975
467,0.9561317,9340,-0.68,0.14999999,-0.51080817,10.89616084098816
468,0.95613164,9360,-0.68,0.14999999,-0.48744595,10.934391975402832
469,0.95613205,9380,-0.68,0.14999999,-0.60817885,10.959954261779785
470,0.95613223,9400,-0.68,0.14999999,-0.6053919,11.007573366165161
471,0.9561324,9420,-0.68,0.14999999,-0.7262474,11.037703037261963
472,0.95613253,9440,-0.68,0.14999999,-1.0305201,11.064332246780396
473,0.95613223,9460,-0.68,0.14999999,-0.6473084,11.107382535934448
474,0.95613253,9480,-0.68,0.14999999,-0.585532,11.132754564285278
475,0.9561324,9500,-0.68,0.14999999,-0.58603776,11.159924507141113
476,0.9561329,9520,-0.68,0.14999999,-0.8757413,11.196981191635132
477,0.9561318,9540,-0.68,0.14999999,-0.72476715,11.22992467880249
478,0.9561317,9560,-0.68,0.14999999,-0.46438074,11.268382787704468
479,0.95613086,9580,-0.68,0.14999999,-0.69278425,11.301419496536255
480,0.9561312,9600,-0.68,0.14999999,-0.5426456,11.335078239440918
481,0.9561316,9620,-0.68,0.14999999,-0.5717566,11.371029138565063
482,0.95613194,9640,-0.68,0.14999999,-0.73010415,11.411369800567627
483,0.9561322,9660,-0.68,0.14999999,-0.87758565,11.447030067443848
484,0.956132,9680,-0.68,0.14999999,-0.80919385,11.480825662612915
485,0.95613205,9700,-0.68,0.14999999,-0.59009546,11.509905099868774
486,0.9561323,9720,-0.68,0.14999999,-0.9901887,11.540220975875854
487,0.9561317,9740,-0.68,0.14999999,-0.9215916,11.570449113845825
488,0.9561311,9760,-0.68,0.14999999,-0.8063013,11.603821516036987
489,0.95613074,9780,-0.68,0.14999999,-0.56961995,11.634243726730347
490,0.95613116,9800,-0.68,0.14999999,-0.67639583,11.656348943710327
491,0.9561315,9820,-0.68,0.14999999,-0.6016162,11.683923721313477
492,0.956132,9840,-0.68,0.14999999,-0.5940314,11.71226978302002
493,0.95613146,9860,-0.68,0.14999999,-0.71947014,11.738402605056763
494,0.95613074,9880,-0.68,0.14999999,-0.7878599,11.754599332809448
495,0.9561306,9900,-0.68,0.14999999,-0.60129684,11.783764123916626
496,0.95612997,9920,-0.68,0.14999999,-0.9133347,11.805301666259766
497,0.9561299,9940,-0.68,0.14999999,-0.52660763,11.831568241119385
498,0.95612997,9960,-0.68,0.14999999,-0.64237857,11.860607624053955
499,0.95613015,9980,-0.68,0.14999999,-0.73066497,11.8849515914917
500,0.9561304,10000,-0.68,0.14999999,-0.7350982,11.90757703781128
501,0.95613056,10020,-0.68,0.14999999,-0.58429736,11.931162118911743
502,0.95613045,10040,-0.68,0.14999999,-0.61179763,11.967007637023926
503,0.95613104,10060,-0.68,0.14999999,-0.90791714,12.000169277191162
504,0.9561308,10080,-0.68,0.14999999,-0.61847425,12.030761957168579
505,0.9561309,10100,-0.68,0.14999999,-0.21107528,12.063295841217041
506,0.9561294,10120,-0.68,0.14999999,-0.86797327,12.093543529510498
507,0.9561294,10140,-0.68,0.14999999,-0.9744697,12.118874788284302
508,0.9561298,10160,-0.68,0.14999999,-0.99232054,12.145832777023315
509,0.956129,10180,-0.68,0.14999999,-0.707887,12.168241500854492
510,0.9561284,10200,-0.68,0.14999999,-0.93670475,12.190885066986084
511,0.95612866,10220,-0.68,0.14999999,-0.6495212,12.2225182056427
512,0.9561287,10240,-0.68,0.14999999,-0.48751205,12.24653172492981
513,0.9561275,10260,-0.68,0.14999999,-0.5315754,12.269863843917847
514,0.95612794,10280,-0.68,0.14999999,-0.8687778,12.302181720733643
515,0.95612806,10300,-0.68,0.14999999,-0.669606,12.325128078460693
516,0.95612776,10320,-0.68,0.14999999,-0.5218923,12.34851598739624
517,0.95612776,10340,-0.68,0.14999999,-0.6427954,12.377716779708862
518,0.95612836,10360,-0.68,0.14999999,-0.49372894,12.407716274261475
519,0.956129,10380,-0.68,0.14999999,-0.54847395,12.433609247207642
520,0.95612943,10400,-0.68,0.14999999,-0.96424305,12.459927082061768
521,0.9561296,10420,-0.68,0.14999999,-0.6196948,12.490423679351807
522,0.9561298,10440,-0.68,0.14999999,-0.6436814,12.516698360443115
523,0.95612985,10460,-0.68,0.14999999,-0.45063686,12.543240070343018
524,0.95612985,10480,-0.68,0.14999999,-0.6299554,12.566607236862183
525,0.9561302,10500,-0.68,0.14999999,-0.7487882,12.589948177337646
526,0.95613,10520,-0.68,0.14999999,-0.8206687,12.614706993103027
527,0.9561295,10540,-0.68,0.14999999,-0.7722674,12.634741067886353
528,0.9561299,10560,-0.68,0.14999999,-0.49687335,12.659245014190674
529,0.9561298,10580,-0.68,0.14999999,-0.73438567,12.67780065536499
530,0.95613,10600,-0.68,0.14999999,-0.79960644,12.704378366470337
531,0.9561297,10620,-0.68,0.14999999,-0.7085463,12.730347394943237
532,0.9561295,10640,-0.68,0.14999999,-0.73344535,12.756723880767822
533,0.95612925,10660,-0.68,0.14999999,-0.65804523,12.778416395187378
534,0.9561289,10680,-0.68,0.14999999,-0.55491704,12.80532455444336
535,0.9561288,10700,-0.68,0.14999999,-0.5745026,12.826112031936646
536,0.95612824,10720,-0.68,0.14999999,-0.7154008,12.850343942642212
537,0.9561274,10740,-0.68,0.14999999,-0.70776016,12.876925468444824
538,0.95612764,10760,-0.68,0.14999999,-0.54204077,12.899270296096802
539,0.9561278,10780,-0.68,0.14999999,-0.7463562,12.920522689819336
540,0.9561282,10800,-0.68,0.14999999,-0.36784765,12.939347982406616
541,0.9561271,10820,-0.68,0.14999999,-0.759403,12.95598840713501
542,0.95612663,10840,-0.68,0.14999999,-0.71832365,12.97686505317688
543,0.95612675,10860,-0.68,0.14999999,-0.43664598,13.006397008895874
544,0.95612705,10880,-0.68,0.14999999,-0.7558588,13.029966592788696
545,0.9561273,10900,-0.68,0.14999999,-0.41803843,13.056195974349976
546,0.9561262,10920,-0.68,0.14999999,-0.5666421,13.083516836166382
547,0.9561261,10940,-0.68,0.14999999,-0.40648383,13.114317655563354
548,0.956126,10960,-0.68,0.14999999,-0.65622395,13.143688917160034
549,0.95612586,10980,-0.68,0.14999999,-0.5403342,13.17318868637085
550,0.9561265,11000,-0.68,0.14999999,-0.8270016,13.199910402297974
551,0.9561266,11020,-0.68,0.14999999,-0.9080777,13.223540544509888
552,0.9561267,11040,-0.68,0.14999999,-0.7556179,13.254791259765625
553,0.9561265,11060,-0.68,0.14999999,-0.5954667,13.286311626434326
554,0.956127,11080,-0.68,0.14999999,-0.6401729,13.31680703163147
555,0.95612663,11100,-0.68,0.14999999,-0.5975647,13.344122648239136
556,0.9561269,11120,-0.68,0.14999999,-0.4507693,13.365264654159546
557,0.95612735,11140,-0.68,0.14999999,-0.56471115,13.39329195022583
558,0.9561271,11160,-0.68,0.14999999,-0.50635856,13.414398193359375
559,0.956127,11180,-0.68,0.14999999,-0.7622558,13.440406799316406
560,0.95612687,11200,-0.68,0.14999999,-0.59840214,13.46570634841919
561,0.9561269,11220,-0.68,0.14999999,-0.3608734,13.487465620040894
562,0.95612746,11240,-0.68,0.14999999,-0.51597154,13.513444662094116
563,0.9561279,11260,-0.68,0.14999999,-0.5304493,13.546266317367554
564,0.9561282,11280,-0.68,0.14999999,-0.21837473,13.577401876449585
565,0.95612794,11300,-0.68,0.14999999,-0.71187425,13.604848861694336
566,0.9561279,11320,-0.68,0.14999999,-0.5327003,13.631163597106934
567,0.9561283,11340,-0.68,0.14999999,-0.91047204,13.652393579483032
568,0.956128,11360,-0.68,0.14999999,-0.61547494,13.68794298171997
569,0.9561283,11380,-0.68,0.14999999,-0.6701502,13.719313144683838
570,0.9561281,11400,-0.68,0.14999999,-0.849547,13.743980646133423
571,0.9561281,11420,-0.68,0.14999999,-0.59748644,13.768696546554565
572,0.9561283,11440,-0.68,0.14999999,-0.8295691,13.79273509979248
573,0.9561285,11460,-0.68,0.14999999,-0.71501005,13.816983222961426
574,0.9561289,11480,-0.68,0.14999999,-0.7403278,13.839273691177368
575,0.95612866,11500,-0.68,0.14999999,-0.14974248,13.862677097320557
576,0.9561276,11520,-0.68,0.14999999,-0.5784713,13.893677473068237
577,0.9561264,11540,-0.68,0.14999999,-0.22118133,13.92288875579834
578,0.9561268,11560,-0.68,0.14999999,-0.74770004,13.948141098022461
579,0.95612687,11580,-0.68,0.14999999,-0.70981735,13.970571279525757
580,0.95612717,11600,-0.68,0.14999999,-1.0299653,13.998536825180054
581,0.95612633,11620,-0.68,0.14999999,-0.6979613,14.027539491653442
582,0.95612663,11640,-0.68,0.14999999,-0.70573884,14.053133010864258
583,0.95612705,11660,-0.68,0.14999999,-0.6845637,14.081905603408813
584,0.95612615,11680,-0.68,0.14999999,-0.5708459,14.117980718612671
585,0.9561252,11700,-0.68,0.14999999,-0.8262951,14.142151832580566
586,0.9561251,11720,-0.68,0.14999999,-0.52730405,14.170853853225708
587,0.9561251,11740,-0.68,0.14999999,-0.77069724,14.21046495437622
588,0.95612526,11760,-0.68,0.14999999,-0.524504,14.242874383926392
589,0.95612526,11780,-0.68,0.14999999,-0.77312434,14.264796257019043
590,0.95612526,11800,-0.68,0.14999999,-0.5213861,14.289856672286987
591,0.9561252,11820,-0.68,0.14999999,-0.74792284,14.317015409469604
592,0.956125,11840,-0.68,0.14999999,-0.8742782,14.347655296325684
593,0.9561252,11860,-0.68,0.14999999,-0.8557054,14.378215312957764
594,0.9561255,11880,-0.68,0.14999999,-0.586623,14.407010793685913
595,0.95612586,11900,-0.68,0.14999999,-0.74413514,14.433559894561768
596,0.956126,11920,-0.68,0.14999999,-0.6414771,14.455028057098389
597,0.9561256,11940,-0.68,0.14999999,-0.49884993,14.48063063621521
598,0.95612615,11960,-0.68,0.14999999,-0.73785484,14.503167152404785
599,0.95612603,11980,-0.68,0.14999999,-0.5564256,14.530973196029663
600,0.9561262,12000,-0.68,0.14999999,-0.6286291,14.552829027175903
601,0.95612615,12020,-0.68,0.14999999,-0.98528713,14.574511766433716
602,0.9561257,12040,-0.68,0.14999999,-0.8738424,14.596840620040894
603,0.95612526,12060,-0.68,0.14999999,-0.7116717,14.617693424224854
604,0.9561252,12080,-0.68,0.14999999,-0.60599566,14.642597913742065
605,0.9561251,12100,-0.68,0.14999999,-0.77332294,14.675674676895142
606,0.9561246,12120,-0.68,0.14999999,-0.71930695,14.698190927505493
607,0.95612425,12140,-0.68,0.14999999,-1.0883967,14.725316047668457
608,0.95612395,12160,-0.68,0.14999999,-0.81023157,14.75503921508789
609,0.9561238,12180,-0.68,0.14999999,-0.5161417,14.780097246170044
610,0.9561228,12200,-0.68,0.14999999,-0.7699181,14.806644678115845
611,0.9561228,12220,-0.68,0.14999999,-0.7872325,14.840728282928467
612,0.9561224,12240,-0.68,0.14999999,-0.5901703,14.869953393936157
613,0.9561224,12260,-0.68,0.14999999,-0.63849163,14.89245891571045
614,0.95612246,12280,-0.68,0.14999999,-0.5699192,14.919853925704956
615,0.956123,12300,-0.68,0.14999999,-0.8967862,14.950416326522827
616,0.9561229,12320,-0.68,0.14999999,-0.5125224,14.987455129623413
617,0.95612276,12340,-0.68,0.14999999,-0.6663617,15.013314723968506
618,0.95612264,12360,-0.68,0.14999999,-1.1566019,15.048415660858154
619,0.9561219,12380,-0.68,0.14999999,-0.66117656,15.071041345596313
620,0.9561213,12400,-0.68,0.14999999,-0.7854007,15.100563049316406
621,0.95612174,12420,-0.68,0.14999999,-0.59141123,15.127793788909912
622,0.9561218,12440,-0.68,0.14999999,-0.45965865,15.160858631134033
623,0.9561219,12460,-0.68,0.14999999,-0.66410565,15.181359767913818
624,0.9561221,12480,-0.68,0.14999999,-0.62011397,15.202369689941406
625,0.9561223,12500,-0.68,0.14999999,-0.6513668,15.229497194290161
626,0.95612246,12520,-0.68,0.14999999,-0.64565206,15.264336347579956
627,0.9561222,12540,-0.68,0.14999999,-0.9503804,15.293994665145874
628,0.95612234,12560,-0.68,0.14999999,-0.7239631,15.31748366355896
629,0.95612204,12580,-0.68,0.14999999,-0.64215213,15.347677230834961
630,0.9561225,12600,-0.68,0.14999999,-0.5510989,15.387539863586426
631,0.95612276,12620,-0.68,0.14999999,-0.6454973,15.411147117614746
632,0.9561232,12640,-0.68,0.14999999,-0.7257769,15.445042133331299
633,0.95612365,12660,-0.68,0.14999999,-0.6389448,15.477773427963257
634,0.9561242,12680,-0.68,0.14999999,-0.5241254,15.506767749786377
635,0.9561245,12700,-0.68,0.14999999,-0.6581536,15.537260293960571
636,0.95612454,12720,-0.68,0.14999999,-0.67651737,15.564464092254639
637,0.95612484,12740,-0.68,0.14999999,-0.7346033,15.58663272857666
638,0.9561249,12760,-0.68,0.14999999,-0.6147029,15.615620851516724
639,0.95612496,12780,-0.68,0.14999999,-0.61015946,15.637807846069336
640,0.95612526,12800,-0.68,0.14999999,-0.56336015,15.656522512435913
641,0.9561253,12820,-0.68,0.14999999,-0.66867524,15.686353921890259
642,0.9561256,12840,-0.68,0.14999999,-0.5711122,15.705033779144287
643,0.9561257,12860,-0.68,0.14999999,-0.611666,15.729128122329712
644,0.956125,12880,-0.68,0.14999999,-0.7988789,15.760268688201904
645,0.9561247,12900,-0.68,0.14999999,-0.7220889,15.782718658447266
646,0.9561244,12920,-0.68,0.14999999,-0.9969075,15.81022024154663
647,0.95612377,12940,-0.68,0.14999999,-0.66526157,15.832193613052368
648,0.95612353,12960,-0.68,0.14999999,-0.5513643,15.862624406814575
649,0.95612353,12980,-0.68,0.14999999,-0.66675943,15.888026237487793
650,0.9561236,13000,-0.68,0.14999999,-0.62373304,15.912360668182373
651,0.9561237,13020,-0.68,0.14999999,-0.4665651,15.938701391220093
652,0.9561239,13040,-0.68,0.14999999,-0.5034622,15.961924314498901
653,0.95612365,13060,-0.68,0.14999999,-0.5908037,15.990909337997437
654,0.95612377,13080,-0.68,0.14999999,-0.5622592,16.021021127700806
655,0.956124,13100,-0.68,0.14999999,-0.8289822,16.06435799598694
656,0.9561239,13120,-0.68,0.14999999,-0.6200349,16.10909390449524
657,0.9561238,13140,-0.68,0.14999999,-0.8677466,16.141539573669434
658,0.9561236,13160,-0.68,0.14999999,-0.7080252,16.17306137084961
659,0.95612353,13180,-0.68,0.14999999,-0.71624976,16.21643900871277
660,0.95612395,13200,-0.68,0.14999999,-0.62152123,16.255449056625366
661,0.9561241,13220,-0.68,0.14999999,-0.7618266,16.283217191696167
662,0.9561242,13240,-0.68,0.14999999,-0.57687366,16.31282091140747
663,0.9561247,13260,-0.68,0.14999999,-0.4577327,16.34680199623108
664,0.9561242,13280,-0.68,0.14999999,-0.4440293,16.36692714691162
665,0.95612437,13300,-0.68,0.14999999,-0.78303415,16.39729070663452
666,0.95612425,13320,-0.68,0.14999999,-0.58440006,16.44825053215027
667,0.9561246,13340,-0.68,0.14999999,-0.5731007,16.483909368515015
668,0.95612484,13360,-0.68,0.14999999,-0.7153681,16.53266930580139
669,0.95612484,13380,-0.68,0.14999999,-0.3423294,16.579774856567383
670,0.9561251,13400,-0.68,0.14999999,-0.36195898,16.671051025390625
671,0.9561251,13420,-0.68,0.14999999,-0.74652183,16.707576751708984
672,0.95612526,13440,-0.68,0.14999999,-0.5901634,16.748441457748413
673,0.9561255,13460,-0.68,0.14999999,-0.8171201,16.789804220199585
674,0.9561255,13480,-0.68,0.14999999,-0.52942145,16.83400535583496
675,0.95612586,13500,-0.68,0.14999999,-0.80735683,16.877084732055664
676,0.95612574,13520,-0.68,0.14999999,-0.6539821,16.910094261169434
677,0.95612556,13540,-0.68,0.14999999,-0.84894407,16.9450786113739
678,0.95612544,13560,-0.68,0.14999999,-0.57917285,16.977786779403687
679,0.9561258,13580,-0.68,0.14999999,-0.9216713,17.021021366119385
680,0.9561258,13600,-0.68,0.14999999,-0.66143465,17.071286916732788
681,0.9561255,13620,-0.68,0.14999999,-0.76261127,17.12330937385559
682,0.9561257,13640,-0.68,0.14999999,-0.648868,17.172470331192017
683,0.9561256,13660,-0.68,0.14999999,-0.60664105,17.217134475708008
684,0.9561261,13680,-0.68,0.14999999,-0.67810863,17.243426084518433
685,0.95612586,13700,-0.68,0.14999999,-0.90680134,17.2696750164032
686,0.956126,13720,-0.68,0.14999999,-0.68925,17.291428565979004
687,0.95612586,13740,-0.68,0.14999999,-0.77017075,17.32352089881897
688,0.95612586,13760,-0.68,0.14999999,-0.5824385,17.369118452072144
689,0.9561259,13780,-0.68,0.14999999,-0.6739433,17.41250967979431
690,0.95612615,13800,-0.68,0.14999999,-0.6395866,17.443753957748413
691,0.95612586,13820,-0.68,0.14999999,-0.80496657,17.472066164016724
692,0.95612603,13840,-0.68,0.14999999,-0.45429823,17.496853828430176
693,0.9561262,13860,-0.68,0.14999999,-0.5978979,17.550838947296143
694,0.9561263,13880,-0.68,0.14999999,-0.36249545,17.64325261116028
695,0.9561258,13900,-0.68,0.14999999,-0.82135165,17.69497299194336
696,0.95612556,13920,-0.68,0.14999999,-0.61505085,17.732062101364136
697,0.9561256,13940,-0.68,0.14999999,-0.34998068,17.762534379959106
698,0.9561257,13960,-0.68,0.14999999,-0.59101963,17.787265300750732
699,0.9561257,13980,-0.68,0.14999999,-0.5339728,17.829038619995117
700,0.9561257,14000,-0.68,0.14999999,-0.7633934,17.867053270339966
701,0.95612556,14020,-0.68,0.14999999,-0.26785988,17.899299144744873
702,0.9561237,14040,-0.68,0.14999999,-0.56002134,17.93098735809326
703,0.9561241,14060,-0.68,0.14999999,-0.7386355,17.963712215423584
704,0.95612353,14080,-0.68,0.14999999,-0.50181866,17.993563890457153
705,0.95612353,14100,-0.68,0.14999999,-0.6926333,18.032153367996216
706,0.95612353,14120,-0.68,0.14999999,-0.66620255,18.06556248664856
707,0.9561236,14140,-0.68,0.14999999,-0.7903933,18.09634518623352
708,0.9561229,14160,-0.68,0.14999999,-0.79577035,18.127125024795532
709,0.95612305,14180,-0.68,0.14999999,-0.7133468,18.150601625442505
710,0.9561231,14200,-0.68,0.14999999,-0.7206709,18.190568685531616
711,0.9561232,14220,-0.68,0.14999999,-0.5054027,18.223085641860962
712,0.9561237,14240,-0.68,0.14999999,-0.5790826,18.26357340812683
713,0.95612395,14260,-0.68,0.14999999,-0.5886778,18.315696239471436
714,0.95612377,14280,-0.68,0.14999999,-0.56586206,18.35028624534607
715,0.9561233,14300,-0.68,0.14999999,-0.7945734,18.387717962265015
716,0.9561235,14320,-0.68,0.14999999,-0.6871719,18.415661811828613
717,0.9561237,14340,-0.68,0.14999999,-0.23825255,18.445357084274292
718,0.95612407,14360,-0.68,0.14999999,-0.39686185,18.47936511039734
719,0.9561241,14380,-0.68,0.14999999,-0.50633,18.509677410125732
720,0.95612454,14400,-0.68,0.14999999,-0.46175033,18.544493675231934
721,0.95612484,14420,-0.68,0.14999999,-0.791786,18.580232620239258
722,0.95612466,14440,-0.68,0.14999999,-0.6213587,18.624999046325684
723,0.9561246,14460,-0.68,0.14999999,-0.7312829,18.659419775009155
724,0.95612466,14480,-0.68,0.14999999,-0.6810078,18.694004774093628
725,0.9561249,14500,-0.68,0.14999999,-0.69131374,18.723548412322998
726,0.95612514,14520,-0.68,0.14999999,-0.6206241,18.756853342056274
727,0.9561254,14540,-0.68,0.14999999,-0.40562662,18.795754432678223
728,0.95612586,14560,-0.68,0.14999999,-0.4207472,18.836055517196655
729,0.9561262,14580,-0.68,0.14999999,-0.4486285,18.883673429489136
730,0.9561259,14600,-0.68,0.14999999,-0.7017733,18.924444675445557
731,0.956126,14620,-0.68,0.14999999,-0.91329885,18.962095260620117
732,0.95612615,14640,-0.68,0.14999999,-0.6249974,18.990434646606445
733,0.9561266,14660,-0.68,0.14999999,-0.7882737,19.017170906066895
734,0.9561264,14680,-0.68,0.14999999,-0.76646245,19.044137954711914
735,0.95612663,14700,-0.68,0.14999999,-0.69432664,19.073558568954468
736,0.95612675,14720,-0.68,0.14999999,-0.86118853,19.115418434143066
737,0.9561269,14740,-0.68,0.14999999,-0.5641047,19.1723735332489
738,0.9561268,14760,-0.68,0.14999999,-0.7199287,19.212846517562866
739,0.9561262,14780,-0.68,0.14999999,-0.44798243,19.24294686317444
740,0.9561265,14800,-0.68,0.14999999,-0.6629853,19.27109694480896
741,0.9561269,14820,-0.68,0.14999999,-0.8032119,19.30807375907898
742,0.9561269,14840,-0.68,0.14999999,-0.58743465,19.34622311592102
743,0.956127,14860,-0.68,0.14999999,-0.74243647,19.405607223510742
744,0.95612663,14880,-0.68,0.14999999,-0.6632413,19.436679363250732
745,0.9561269,14900,-0.68,0.14999999,-0.56463754,19.469351530075073
746,0.95612735,14920,-0.68,0.14999999,-0.56765544,19.504462718963623
747,0.9561274,14940,-0.68,0.14999999,-0.8096096,19.56399631500244
748,0.9561274,14960,-0.68,0.14999999,-0.33457384,19.602535009384155
