TimestepsSoFar,LQGmu1_higher,LQGmu1_actor,LQGsigma_higher,Iteration,TimeElapsed,ReturnMean
7500,-0.75,-0.6443671,0.14999999,375,10.789337873458862,0.9561154
7520,-0.75,-0.6289604,0.14999999,376,10.81904911994934,0.95611507
7540,-0.75,-0.82850873,0.14999999,377,10.848726511001587,0.9561159
7560,-0.75,-0.72801006,0.14999999,378,10.878362894058228,0.9561157
7580,-0.75,-1.1276971,0.14999999,379,10.908239603042603,0.9561154
7600,-0.75,-0.6728865,0.14999999,380,10.938131332397461,0.95611477
7620,-0.75,-0.8851553,0.14999999,381,10.967776775360107,0.95611477
7640,-0.75,-0.8459321,0.14999999,382,10.997229814529419,0.95611364
7660,-0.75,-0.18147439,0.14999999,383,11.02712368965149,0.9561143
7680,-0.75,-0.88253546,0.14999999,384,11.0568106174469,0.95611364
7700,-0.75,-0.5776486,0.14999999,385,11.086499452590942,0.9561139
7720,-0.75,-0.8672063,0.14999999,386,11.122966289520264,0.9561132
7740,-0.75,-0.78410846,0.14999999,387,11.17452335357666,0.95611334
7760,-0.75,-0.93857354,0.14999999,388,11.204851150512695,0.9561135
7780,-0.75,-0.72045803,0.14999999,389,11.283220052719116,0.9561128
7800,-0.75,-0.7638004,0.14999999,390,11.33171534538269,0.9561129
7820,-0.75,-0.8362231,0.14999999,391,11.379834413528442,0.9561126
7840,-0.75,-0.74198097,0.14999999,392,11.423927307128906,0.956113
7860,-0.75,-0.79507464,0.14999999,393,11.455622434616089,0.95611334
7880,-0.75,-0.631811,0.14999999,394,11.510514497756958,0.956114
7900,-0.75,-0.6439315,0.14999999,395,11.544711351394653,0.9561142
7920,-0.75,-0.6437986,0.14999999,396,11.588765621185303,0.9561139
7940,-0.75,-0.72105944,0.14999999,397,11.619555234909058,0.95611435
7960,-0.75,-0.87428164,0.14999999,398,11.657635927200317,0.95611495
7980,-0.75,-0.5851647,0.14999999,399,11.71146297454834,0.9561147
8000,-0.75,-0.56132203,0.14999999,400,11.743030071258545,0.95611525
8020,-0.75,-0.8313411,0.14999999,401,11.775615215301514,0.9561148
8040,-0.75,-0.74738324,0.14999999,402,11.8035569190979,0.9561147
8060,-0.75,-0.66070485,0.14999999,403,11.833092212677002,0.9561148
8080,-0.75,-0.711634,0.14999999,404,11.862081050872803,0.9561152
8100,-0.75,-0.6722892,0.14999999,405,11.887389898300171,0.9561148
8120,-0.75,-0.82903373,0.14999999,406,11.9153733253479,0.9561148
8140,-0.75,-0.55841154,0.14999999,407,11.943982601165771,0.95611477
8160,-0.75,-0.38052922,0.14999999,408,11.973426342010498,0.95611525
8180,-0.75,-0.74453753,0.14999999,409,12.00199580192566,0.9561145
8200,-0.75,-0.79809755,0.14999999,410,12.031916618347168,0.95611423
8220,-0.75,-0.5237578,0.14999999,411,12.061207294464111,0.95611393
8240,-0.75,-0.59242713,0.14999999,412,12.08859658241272,0.9561147
8260,-0.75,-0.6761958,0.14999999,413,12.112375020980835,0.9561155
8280,-0.75,-1.0786067,0.14999999,414,12.145757675170898,0.9561154
8300,-0.75,-0.8177974,0.14999999,415,12.184892177581787,0.956115
8320,-0.75,-0.74311465,0.14999999,416,12.212903261184692,0.9561153
8340,-0.75,-0.6904689,0.14999999,417,12.24379301071167,0.9561154
8360,-0.75,-0.8094865,0.14999999,418,12.268489599227905,0.9561157
8380,-0.75,-0.89612514,0.14999999,419,12.292524576187134,0.95611584
8400,-0.75,-0.6524504,0.14999999,420,12.329488515853882,0.9561153
8420,-0.75,-0.6167792,0.14999999,421,12.362330675125122,0.9561156
8440,-0.75,-0.68923074,0.14999999,422,12.397995710372925,0.95611584
8460,-0.75,-0.872295,0.14999999,423,12.43026852607727,0.9561154
8480,-0.75,-0.46567702,0.14999999,424,12.471434593200684,0.9561151
8500,-0.75,-0.86901563,0.14999999,425,12.50612187385559,0.9561154
8520,-0.75,-0.7488872,0.14999999,426,12.53862452507019,0.956115
8540,-0.75,-1.0939596,0.14999999,427,12.569374561309814,0.9561157
8560,-0.75,-0.4206009,0.14999999,428,12.595634698867798,0.9561157
8580,-0.75,-0.64721024,0.14999999,429,12.624270677566528,0.95611644
8600,-0.75,-0.7183981,0.14999999,430,12.653512477874756,0.95611686
8620,-0.75,-0.78464985,0.14999999,431,12.681873559951782,0.95611656
8640,-0.75,-0.73676574,0.14999999,432,12.711036920547485,0.95611686
8660,-0.75,-0.7495166,0.14999999,433,12.740386009216309,0.95611656
8680,-0.75,-0.7246107,0.14999999,434,12.769315958023071,0.9561165
8700,-0.75,-0.63140726,0.14999999,435,12.797590970993042,0.956117
8720,-0.75,-1.0083092,0.14999999,436,12.826694965362549,0.956117
8740,-0.75,-0.8916681,0.14999999,437,12.85428261756897,0.95611686
8760,-0.75,-0.6409446,0.14999999,438,12.882369756698608,0.9561171
8780,-0.75,-0.7285461,0.14999999,439,12.909701824188232,0.9561178
8800,-0.75,-0.6436901,0.14999999,440,12.939586877822876,0.9561179
8820,-0.75,-0.74823624,0.14999999,441,12.966086626052856,0.9561183
8840,-0.75,-0.8689036,0.14999999,442,12.991839170455933,0.95611835
8860,-0.75,-0.5701467,0.14999999,443,13.019817590713501,0.9561182
8880,-0.75,-0.9045038,0.14999999,444,13.048781633377075,0.95611846
8900,-0.75,-0.8806082,0.14999999,445,13.077480554580688,0.9561184
8920,-0.75,-0.51698995,0.14999999,446,13.10199522972107,0.9561181
8940,-0.75,-0.8634094,0.14999999,447,13.130489587783813,0.9561186
8960,-0.75,-0.8309003,0.14999999,448,13.156598329544067,0.95611894
8980,-0.75,-0.46940112,0.14999999,449,13.180303573608398,0.95611846
9000,-0.75,-1.1786305,0.14999999,450,13.214432954788208,0.9561187
9020,-0.75,-0.6580521,0.14999999,451,13.24216079711914,0.9561168
9040,-0.75,-1.0776883,0.14999999,452,13.28354001045227,0.9561167
9060,-0.75,-0.4960064,0.14999999,453,13.327639818191528,0.9561154
9080,-0.75,-0.7031889,0.14999999,454,13.351171493530273,0.95611477
9100,-0.75,-0.9577693,0.14999999,455,13.390870809555054,0.95611465
9120,-0.75,-0.89749783,0.14999999,456,13.423054933547974,0.95611453
9140,-0.75,-0.70734143,0.14999999,457,13.451224565505981,0.95611453
9160,-0.75,-0.91989756,0.14999999,458,13.484230756759644,0.9561146
9180,-0.75,-0.63869286,0.14999999,459,13.51741909980774,0.95611465
9200,-0.75,-0.8566198,0.14999999,460,13.546085357666016,0.9561143
9220,-0.75,-0.67528903,0.14999999,461,13.573014736175537,0.9561143
9240,-0.75,-0.76311624,0.14999999,462,13.600491762161255,0.9561143
9260,-0.75,-0.91477466,0.14999999,463,13.629204988479614,0.9561141
9280,-0.75,-1.0731112,0.14999999,464,13.662220001220703,0.9561144
9300,-0.75,-0.8550565,0.14999999,465,13.69127607345581,0.956114
9320,-0.75,-0.40145344,0.14999999,466,13.719943046569824,0.9561137
9340,-0.75,-0.58080816,0.14999999,467,13.748643398284912,0.956114
9360,-0.75,-0.55744594,0.14999999,468,13.777656078338623,0.9561141
9380,-0.75,-0.6781789,0.14999999,469,13.806792497634888,0.95611453
9400,-0.75,-0.6753919,0.14999999,470,13.835860967636108,0.9561148
9420,-0.75,-0.79624736,0.14999999,471,13.863488674163818,0.956115
9440,-0.75,-1.1005201,0.14999999,472,13.893309116363525,0.95611495
9460,-0.75,-0.7173084,0.14999999,473,13.922351121902466,0.9561145
9480,-0.75,-0.655532,0.14999999,474,13.95210075378418,0.9561148
9500,-0.75,-0.65603775,0.14999999,475,13.979758501052856,0.9561148
9520,-0.75,-0.9457413,0.14999999,476,14.010841131210327,0.95611537
9540,-0.75,-0.79476714,0.14999999,477,14.032272338867188,0.9561143
9560,-0.75,-0.53438073,0.14999999,478,14.065824270248413,0.9561142
9580,-0.75,-0.76278424,0.14999999,479,14.09533953666687,0.95611364
9600,-0.75,-0.6126456,0.14999999,480,14.130386114120483,0.9561138
9620,-0.75,-0.6417566,0.14999999,481,14.162551164627075,0.9561143
9640,-0.75,-0.80010414,0.14999999,482,14.192076921463013,0.95611465
9660,-0.75,-0.9475856,0.14999999,483,14.221218347549438,0.9561148
9680,-0.75,-0.8791939,0.14999999,484,14.250250339508057,0.9561146
9700,-0.75,-0.66009545,0.14999999,485,14.278504371643066,0.9561147
9720,-0.75,-1.0601887,0.14999999,486,14.309797286987305,0.95611495
9740,-0.75,-0.9915916,0.14999999,487,14.363446712493896,0.95611423
9760,-0.75,-0.8763013,0.14999999,488,14.39666223526001,0.9561136
9780,-0.75,-0.63961995,0.14999999,489,14.429424524307251,0.9561132
9800,-0.75,-0.7463958,0.14999999,490,14.462266445159912,0.9561137
9820,-0.75,-0.6716162,0.14999999,491,14.508271932601929,0.9561139
9840,-0.75,-0.6640314,0.14999999,492,14.54209589958191,0.95611435
9860,-0.75,-0.7894702,0.14999999,493,14.608039140701294,0.9561138
9880,-0.75,-0.8578599,0.14999999,494,14.659941673278809,0.9561132
9900,-0.75,-0.67129683,0.14999999,495,14.72609829902649,0.9561131
9920,-0.75,-0.9833348,0.14999999,496,14.776092290878296,0.95611244
9940,-0.75,-0.5966076,0.14999999,497,14.833436250686646,0.95611227
9960,-0.75,-0.71237856,0.14999999,498,14.889871597290039,0.9561124
9980,-0.75,-0.8006649,0.14999999,499,14.939317464828491,0.9561127
10000,-0.75,-0.8050982,0.14999999,500,14.989285945892334,0.9561128
10020,-0.75,-0.65429735,0.14999999,501,15.041628122329712,0.95611304
10040,-0.75,-0.6817976,0.14999999,502,15.089821577072144,0.9561129
10060,-0.75,-0.97791713,0.14999999,503,15.140448570251465,0.9561135
10080,-0.75,-0.68847424,0.14999999,504,15.18396544456482,0.9561133
10100,-0.75,-0.28107527,0.14999999,505,15.215694665908813,0.9561134
10120,-0.75,-0.93797326,0.14999999,506,15.257601737976074,0.9561123
10140,-0.75,-1.0444697,0.14999999,507,15.29430603981018,0.9561123
10160,-0.75,-1.0623206,0.14999999,508,15.333621740341187,0.9561126
10180,-0.75,-0.777887,0.14999999,509,15.368262767791748,0.95611167
10200,-0.75,-1.0067048,0.14999999,510,15.403700351715088,0.9561111
10220,-0.75,-0.71952116,0.14999999,511,15.435155630111694,0.95611125
10240,-0.75,-0.55751204,0.14999999,512,15.466535568237305,0.95611125
10260,-0.75,-0.6015754,0.14999999,513,15.498754262924194,0.95611024
10280,-0.75,-0.9387778,0.14999999,514,15.540064573287964,0.9561107
10300,-0.75,-0.73960596,0.14999999,515,15.580918073654175,0.95611066
10320,-0.75,-0.5918923,0.14999999,516,15.621013402938843,0.9561104
10340,-0.75,-0.7127954,0.14999999,517,15.658033847808838,0.9561104
10360,-0.75,-0.5637289,0.14999999,518,15.691517114639282,0.95611095
10380,-0.75,-0.6184739,0.14999999,519,15.722896575927734,0.9561116
10400,-0.75,-1.0342431,0.14999999,520,15.754379510879517,0.9561121
10420,-0.75,-0.6896948,0.14999999,521,15.786090612411499,0.9561122
10440,-0.75,-0.7136814,0.14999999,522,15.818717002868652,0.9561124
10460,-0.75,-0.52063686,0.14999999,523,15.850358724594116,0.95611244
10480,-0.75,-0.6999554,0.14999999,524,15.882853507995605,0.9561125
10500,-0.75,-0.8187882,0.14999999,525,15.914149045944214,0.95611286
10520,-0.75,-0.89066863,0.14999999,526,15.947041034698486,0.9561126
10540,-0.75,-0.8422674,0.14999999,527,15.978023052215576,0.9561121
10560,-0.75,-0.5668733,0.14999999,528,16.00944709777832,0.95611244
10580,-0.75,-0.80438566,0.14999999,529,16.040788173675537,0.9561125
10600,-0.75,-0.8696064,0.14999999,530,16.071892738342285,0.9561127
10620,-0.75,-0.7785463,0.14999999,531,16.10349464416504,0.95611227
10640,-0.75,-0.80344534,0.14999999,532,16.1394784450531,0.9561121
10660,-0.75,-0.7280452,0.14999999,533,16.17241621017456,0.9561119
10680,-0.75,-0.62491703,0.14999999,534,16.209747552871704,0.9561115
10700,-0.75,-0.6445026,0.14999999,535,16.247581958770752,0.9561115
10720,-0.75,-0.7854008,0.14999999,536,16.283116817474365,0.9561112
10740,-0.75,-0.77776015,0.14999999,537,16.31580877304077,0.95611036
10760,-0.75,-0.61204076,0.14999999,538,16.35613203048706,0.9561105
10780,-0.75,-0.8163562,0.14999999,539,16.387470960617065,0.95611066
10800,-0.75,-0.43784764,0.14999999,540,16.41998028755188,0.95611095
10820,-0.75,-0.829403,0.14999999,541,16.45831847190857,0.9561104
10840,-0.75,-0.78832364,0.14999999,542,16.503325700759888,0.9561099
10860,-0.75,-0.506646,0.14999999,543,16.560755491256714,0.95611
10880,-0.75,-0.8258588,0.14999999,544,16.620126962661743,0.95611036
10900,-0.75,-0.48803842,0.14999999,545,16.671197652816772,0.9561105
10920,-0.75,-0.6366421,0.14999999,546,16.70491337776184,0.9561097
10940,-0.75,-0.47648382,0.14999999,547,16.751210927963257,0.9561096
10960,-0.75,-0.72622395,0.14999999,548,16.803900718688965,0.95610946
10980,-0.75,-0.6103342,0.14999999,549,16.844581365585327,0.9561094
11000,-0.75,-0.8970015,0.14999999,550,16.883694410324097,0.95610994
11020,-0.75,-0.9780777,0.14999999,551,16.914405584335327,0.95610994
11040,-0.75,-0.8256179,0.14999999,552,16.951668977737427,0.95611006
11060,-0.75,-0.66546667,0.14999999,553,16.99710488319397,0.9561099
11080,-0.75,-0.7101729,0.14999999,554,17.04999327659607,0.9561103
11100,-0.75,-0.6675647,0.14999999,555,17.10616636276245,0.9561101
11120,-0.75,-0.5207693,0.14999999,556,17.152090549468994,0.95611036
11140,-0.75,-0.63471115,0.14999999,557,17.19358801841736,0.95611066
11160,-0.75,-0.57635856,0.14999999,558,17.237914085388184,0.9561106
11180,-0.75,-0.8322558,0.14999999,559,17.276264905929565,0.9561106
11200,-0.75,-0.66840214,0.14999999,560,17.325287580490112,0.9561103
11220,-0.75,-0.4308734,0.14999999,561,17.371240377426147,0.9561104
11240,-0.75,-0.58597153,0.14999999,562,17.407294511795044,0.95611095
11260,-0.75,-0.6004492,0.14999999,563,17.446837425231934,0.9561115
11280,-0.75,-0.28837472,0.14999999,564,17.488309383392334,0.95611185
11300,-0.75,-0.78187424,0.14999999,565,17.539499759674072,0.95611185
11320,-0.75,-0.60270023,0.14999999,566,17.591405391693115,0.9561117
11340,-0.75,-0.98047197,0.14999999,567,17.64128828048706,0.95611215
11360,-0.75,-0.68547493,0.14999999,568,17.682843685150146,0.9561116
11380,-0.75,-0.7401502,0.14999999,569,17.71600079536438,0.95611197
11400,-0.75,-0.919547,0.14999999,570,17.750837564468384,0.95611185
11420,-0.75,-0.6674864,0.14999999,571,17.787577390670776,0.9561118
11440,-0.75,-0.8995691,0.14999999,572,17.82318377494812,0.9561119
11460,-0.75,-0.78501004,0.14999999,573,17.860778331756592,0.9561121
11480,-0.75,-0.81032777,0.14999999,574,17.91010308265686,0.95611244
11500,-0.75,-0.21974248,0.14999999,575,17.963136911392212,0.9561122
11520,-0.75,-0.6484713,0.14999999,576,18.010393857955933,0.95611167
11540,-0.75,-0.29118133,0.14999999,577,18.05234122276306,0.95611084
11560,-0.75,-0.8177,0.14999999,578,18.090391159057617,0.9561113
11580,-0.75,-0.77981734,0.14999999,579,18.129836559295654,0.9561114
11600,-0.75,-1.0999653,0.14999999,580,18.164578199386597,0.9561115
11620,-0.75,-0.76796126,0.14999999,581,18.202371835708618,0.9561106
11640,-0.75,-0.77573884,0.14999999,582,18.235838651657104,0.9561109
11660,-0.75,-0.7545637,0.14999999,583,18.289674043655396,0.9561112
11680,-0.75,-0.6408459,0.14999999,584,18.34733009338379,0.9561103
11700,-0.75,-0.8962951,0.14999999,585,18.39366364479065,0.9561096
11720,-0.75,-0.59730405,0.14999999,586,18.445696115493774,0.95610946
11740,-0.75,-0.8406972,0.14999999,587,18.487794637680054,0.95610946
11760,-0.75,-0.594504,0.14999999,588,18.535232543945312,0.9561097
11780,-0.75,-0.84312433,0.14999999,589,18.591909408569336,0.9561096
11800,-0.75,-0.5913861,0.14999999,590,18.632848262786865,0.9561094
11820,-0.75,-0.81792283,0.14999999,591,18.68935990333557,0.9561094
11840,-0.75,-0.9442782,0.14999999,592,18.733073711395264,0.9561092
11860,-0.75,-0.9257054,0.14999999,593,18.774548292160034,0.95610934
11880,-0.75,-0.656623,0.14999999,594,18.8092622756958,0.9561096
11900,-0.75,-0.81413513,0.14999999,595,18.84219527244568,0.95611
11920,-0.75,-0.7114771,0.14999999,596,18.874570608139038,0.95611
11940,-0.75,-0.5688499,0.14999999,597,18.919189453125,0.9561098
11960,-0.75,-0.80785483,0.14999999,598,18.953259706497192,0.95611024
11980,-0.75,-0.62642556,0.14999999,599,18.986210107803345,0.95610994
12000,-0.75,-0.6986291,0.14999999,600,19.02209448814392,0.95611024
12020,-0.75,-1.0552871,0.14999999,601,19.05608320236206,0.95611024
12040,-0.75,-0.9438424,0.14999999,602,19.094409942626953,0.9561095
12060,-0.75,-0.7816717,0.14999999,603,19.13259220123291,0.95610905
12080,-0.75,-0.67599565,0.14999999,604,19.165680646896362,0.9561089
12100,-0.75,-0.84332293,0.14999999,605,19.198495149612427,0.95610887
12120,-0.75,-0.78930694,0.14999999,606,19.232189893722534,0.9561083
12140,-0.75,-1.1583967,0.14999999,607,19.264777183532715,0.9561081
12160,-0.75,-0.88023156,0.14999999,608,19.29920983314514,0.9561075
12180,-0.75,-0.5861417,0.14999999,609,19.331565618515015,0.9561074
12200,-0.75,-0.8399181,0.14999999,610,19.37222409248352,0.9561064
12220,-0.75,-0.8572325,0.14999999,611,19.408169269561768,0.9561064
12240,-0.75,-0.6601703,0.14999999,612,19.44160771369934,0.95610595
12260,-0.75,-0.7084916,0.14999999,613,19.46524691581726,0.95610595
12280,-0.75,-0.6399192,0.14999999,614,19.49908995628357,0.95610607
12300,-0.75,-0.9667862,0.14999999,615,19.535115718841553,0.9561066
12320,-0.75,-0.5825224,0.14999999,616,19.56103754043579,0.9561064
12340,-0.75,-0.7363617,0.14999999,617,19.59793519973755,0.9561063
12360,-0.75,-1.2266018,0.14999999,618,19.636273622512817,0.95610625
12380,-0.75,-0.73117656,0.14999999,619,19.66340732574463,0.95610535
12400,-0.75,-0.8554007,0.14999999,620,19.704511165618896,0.9561047
12420,-0.75,-0.6614112,0.14999999,621,19.735998392105103,0.956105
12440,-0.75,-0.5296587,0.14999999,622,19.765966653823853,0.9561051
12460,-0.75,-0.73410565,0.14999999,623,19.799267530441284,0.9561054
12480,-0.75,-0.69011396,0.14999999,624,19.841702461242676,0.95610553
12500,-0.75,-0.72136676,0.14999999,625,19.873953342437744,0.95610577
12520,-0.75,-0.71565205,0.14999999,626,19.907277584075928,0.9561059
12540,-0.75,-1.0203804,0.14999999,627,19.94095468521118,0.9561057
12560,-0.75,-0.7939631,0.14999999,628,19.97234869003296,0.9561057
12580,-0.75,-0.7121521,0.14999999,629,20.02975344657898,0.9561054
12600,-0.75,-0.6210989,0.14999999,630,20.102685689926147,0.9561058
12620,-0.75,-0.7154973,0.14999999,631,20.1861412525177,0.9561061
12640,-0.75,-0.7957769,0.14999999,632,20.256850719451904,0.9561064
12660,-0.75,-0.7089448,0.14999999,633,20.302791833877563,0.9561068
12680,-0.75,-0.5941254,0.14999999,634,20.4208562374115,0.95610726
12700,-0.75,-0.7281536,0.14999999,635,20.469672918319702,0.9561077
12720,-0.75,-0.74651736,0.14999999,636,20.513458728790283,0.95610774
12740,-0.75,-0.8046033,0.14999999,637,20.553828239440918,0.956108
12760,-0.75,-0.6847029,0.14999999,638,20.600254774093628,0.9561081
12780,-0.75,-0.68015945,0.14999999,639,20.64317798614502,0.95610815
12800,-0.75,-0.63336015,0.14999999,640,20.689796447753906,0.9561084
12820,-0.75,-0.73867524,0.14999999,641,20.746140956878662,0.9561085
12840,-0.75,-0.6411122,0.14999999,642,20.80927348136902,0.95610887
12860,-0.75,-0.681666,0.14999999,643,20.860340118408203,0.956109
12880,-0.75,-0.8688789,0.14999999,644,20.905497312545776,0.95610833
12900,-0.75,-0.79208887,0.14999999,645,20.945461750030518,0.95610803
12920,-0.75,-1.0669075,0.14999999,646,20.983623266220093,0.9561076
12940,-0.75,-0.73526156,0.14999999,647,21.02503490447998,0.95610684
12960,-0.75,-0.6213643,0.14999999,648,21.064738988876343,0.95610666
12980,-0.75,-0.7367594,0.14999999,649,21.115763425827026,0.9561067
13000,-0.75,-0.6937331,0.14999999,650,21.15761661529541,0.9561067
13020,-0.75,-0.53656507,0.14999999,651,21.201505661010742,0.95610684
13040,-0.75,-0.5734621,0.14999999,652,21.247102975845337,0.956107
13060,-0.75,-0.6608037,0.14999999,653,21.311758995056152,0.95610696
13080,-0.75,-0.63225925,0.14999999,654,21.363120079040527,0.95610696
13100,-0.75,-0.89898217,0.14999999,655,21.418522834777832,0.95610726
13120,-0.75,-0.69003487,0.14999999,656,21.47248864173889,0.9561071
13140,-0.75,-0.93774664,0.14999999,657,21.512736082077026,0.95610696
13160,-0.75,-0.7780252,0.14999999,658,21.553977727890015,0.95610684
13180,-0.75,-0.78624976,0.14999999,659,21.610199213027954,0.9561067
13200,-0.75,-0.6915213,0.14999999,660,21.652693033218384,0.95610714
13220,-0.75,-0.83182657,0.14999999,661,21.704842805862427,0.9561073
13240,-0.75,-0.64687365,0.14999999,662,21.745259761810303,0.95610726
13260,-0.75,-0.52773273,0.14999999,663,21.802799463272095,0.9561078
13280,-0.75,-0.51402926,0.14999999,664,21.85035014152527,0.95610756
13300,-0.75,-0.85303414,0.14999999,665,21.893855333328247,0.95610774
13320,-0.75,-0.6544,0.14999999,666,21.936616897583008,0.9561075
13340,-0.75,-0.6431007,0.14999999,667,21.97552490234375,0.956108
13360,-0.75,-0.7853681,0.14999999,668,22.01602268218994,0.9561082
13380,-0.75,-0.4123294,0.14999999,669,22.04750156402588,0.95610803
13400,-0.75,-0.43195897,0.14999999,670,22.078444004058838,0.95610833
13420,-0.75,-0.81652176,0.14999999,671,22.11523699760437,0.9561085
13440,-0.75,-0.6601634,0.14999999,672,22.15977716445923,0.9561086
13460,-0.75,-0.88712007,0.14999999,673,22.191187620162964,0.9561089
13480,-0.75,-0.59942144,0.14999999,674,22.218607902526855,0.95610887
13500,-0.75,-0.8773569,0.14999999,675,22.248103618621826,0.9561092
13520,-0.75,-0.7239821,0.14999999,676,22.286293745040894,0.95610905
13540,-0.75,-0.91894406,0.14999999,677,22.316460847854614,0.956109
13560,-0.75,-0.64917284,0.14999999,678,22.346583127975464,0.9561088
13580,-0.75,-0.99167126,0.14999999,679,22.377061128616333,0.95610917
13600,-0.75,-0.73143464,0.14999999,680,22.40616536140442,0.9561091
13620,-0.75,-0.83261126,0.14999999,681,22.436834573745728,0.95610875
13640,-0.75,-0.718868,0.14999999,682,22.46733856201172,0.9561088
13660,-0.75,-0.67664105,0.14999999,683,22.496609926223755,0.95610887
13680,-0.75,-0.7481086,0.14999999,684,22.52683448791504,0.9561093
13700,-0.75,-0.97680134,0.14999999,685,22.557074069976807,0.9561092
13720,-0.75,-0.75925,0.14999999,686,22.58614444732666,0.95610934
13740,-0.75,-0.84017074,0.14999999,687,22.615880489349365,0.9561092
13760,-0.75,-0.6524385,0.14999999,688,22.64772319793701,0.95610917
13780,-0.75,-0.7439433,0.14999999,689,22.68164896965027,0.95610917
13800,-0.75,-0.7095866,0.14999999,690,22.718141555786133,0.95610946
13820,-0.75,-0.87496656,0.14999999,691,22.768178701400757,0.95610917
13840,-0.75,-0.5242982,0.14999999,692,22.81213641166687,0.9561093
13860,-0.75,-0.6678979,0.14999999,693,22.8436861038208,0.95610946
13880,-0.75,-0.43249545,0.14999999,694,22.880200624465942,0.9561096
13900,-0.75,-0.8913516,0.14999999,695,22.920285940170288,0.9561092
13920,-0.75,-0.68505085,0.14999999,696,22.970107078552246,0.9561088
13940,-0.75,-0.41998067,0.14999999,697,23.01206088066101,0.95610887
13960,-0.75,-0.66101956,0.14999999,698,23.049920082092285,0.9561091
13980,-0.75,-0.6039728,0.14999999,699,23.1025288105011,0.9561091
14000,-0.75,-0.8333934,0.14999999,700,23.133294582366943,0.95610917
14020,-0.75,-0.33785987,0.14999999,701,23.16485905647278,0.95610905
14040,-0.75,-0.63002133,0.14999999,702,23.20894432067871,0.9561079
14060,-0.75,-0.8086355,0.14999999,703,23.25133466720581,0.9561083
14080,-0.75,-0.57181865,0.14999999,704,23.29068899154663,0.95610774
14100,-0.75,-0.76263326,0.14999999,705,23.333237171173096,0.9561077
14120,-0.75,-0.73620254,0.14999999,706,23.375653743743896,0.9561078
14140,-0.75,-0.8603933,0.14999999,707,23.423596382141113,0.9561078
14160,-0.75,-0.86577034,0.14999999,708,23.462008714675903,0.956107
14180,-0.75,-0.7833468,0.14999999,709,23.496744632720947,0.9561072
14200,-0.75,-0.7906709,0.14999999,710,23.529715299606323,0.9561073
14220,-0.75,-0.57540274,0.14999999,711,23.578920602798462,0.9561074
14240,-0.75,-0.6490826,0.14999999,712,23.622459173202515,0.95610785
14260,-0.75,-0.6586778,0.14999999,713,23.657055377960205,0.9561081
14280,-0.75,-0.63586205,0.14999999,714,23.70524764060974,0.95610803
14300,-0.75,-0.8645734,0.14999999,715,23.753620624542236,0.9561078
14320,-0.75,-0.75717187,0.14999999,716,23.7872154712677,0.95610785
14340,-0.75,-0.30825254,0.14999999,717,23.828932762145996,0.95610815
14360,-0.75,-0.46686184,0.14999999,718,23.866733074188232,0.9561085
14380,-0.75,-0.57633007,0.14999999,719,23.899794101715088,0.95610875
14400,-0.75,-0.5317503,0.14999999,720,23.93380832672119,0.9561091
14420,-0.75,-0.861786,0.14999999,721,23.968578100204468,0.9561095
14440,-0.75,-0.6913587,0.14999999,722,23.997923612594604,0.9561093
14460,-0.75,-0.8012829,0.14999999,723,24.02838945388794,0.9561092
14480,-0.75,-0.7510078,0.14999999,724,24.058615684509277,0.9561092
14500,-0.75,-0.76131374,0.14999999,725,24.089103937149048,0.95610946
14520,-0.75,-0.6906241,0.14999999,726,24.118921041488647,0.95610976
14540,-0.75,-0.47562662,0.14999999,727,24.150646448135376,0.9561101
14560,-0.75,-0.49074718,0.14999999,728,24.19518208503723,0.95611054
14580,-0.75,-0.5186285,0.14999999,729,24.232566833496094,0.95611095
14600,-0.75,-0.7717733,0.14999999,730,24.271249532699585,0.9561107
14620,-0.75,-0.98329884,0.14999999,731,24.302128553390503,0.9561107
14640,-0.75,-0.6949974,0.14999999,732,24.3334059715271,0.9561108
14660,-0.75,-0.8582737,0.14999999,733,24.36399817466736,0.95611113
14680,-0.75,-0.8364625,0.14999999,734,24.394816637039185,0.95611095
14700,-0.75,-0.76432663,0.14999999,735,24.426254987716675,0.95611113
14720,-0.75,-0.9311885,0.14999999,736,24.456658601760864,0.9561113
14740,-0.75,-0.63410467,0.14999999,737,24.48771381378174,0.9561113
14760,-0.75,-0.7899287,0.14999999,738,24.518604278564453,0.9561113
14780,-0.75,-0.5179824,0.14999999,739,24.549638986587524,0.95611084
14800,-0.75,-0.7329853,0.14999999,740,24.579628467559814,0.95611113
14820,-0.75,-0.8732119,0.14999999,741,24.610664129257202,0.95611155
14840,-0.75,-0.65743464,0.14999999,742,24.63988161087036,0.95611143
14860,-0.75,-0.81243646,0.14999999,743,24.669259548187256,0.95611155
14880,-0.75,-0.7332413,0.14999999,744,24.70082974433899,0.95611113
14900,-0.75,-0.63463753,0.14999999,745,24.730326414108276,0.95611155
14920,-0.75,-0.6376554,0.14999999,746,24.758403539657593,0.95611197
14940,-0.75,-0.8796096,0.14999999,747,24.78782057762146,0.956112
14960,-0.75,-0.40457383,0.14999999,748,24.8174409866333,0.95611197
14980,-0.75,-0.561422,0.14999999,749,24.844866037368774,0.95611084
15000,-0.75,-0.64328426,0.14999999,750,24.87313151359558,0.95611084
15020,-0.75,-0.79435325,0.14999999,751,24.90205216407776,0.9561108
