DenMISEMeanLog,TimeElapsed,IWMean,Bound,IWFirstEpisode,LQGsigma,LQGmu01,MISE,SqrtESSClassic,ReturnMin,ReturnMean,DenMISELogLast,ExplorationBonus,ReturnLastEpisode,IWLastEpisode,DenMISELogFirst,ReturnMax,Iteration,ReturnAbsMax,ReturnStepMax,LQGmu1,IWNorm1,target_sum_log_mean,IWMin,URet,IWNorm2,TimestepsSoFar,IWMax
10.870558,260.6616156101227,0.6174468,30.77023,,0.11,-0.093939394,10.639531,1.3702672,,15.461398,13.296096,20.1307,17.194515,8.958451,9.887183,17.426445,213,17.426445,0.99999934,-0.93939394,131.51616,-2875.4597,,18.981910812871078,95.97848,4260,91.851494
10.880668,262.0825526714325,0.90102035,28.434105,,0.11,-0.0959596,15.515806,2.1343184,,15.469693,13.494764,12.918299,17.23644,53.98749,9.8825,17.426445,214,17.426445,0.99999934,-0.959596,192.81836,-2992.1775,,19.02498318703301,90.341896,4280,53.98749
10.880155,263.4734754562378,0.8429465,28.129608,,0.11,-0.093939394,14.525264,2.0257633,,15.477899,10.944686,13.604344,17.233858,55.57824,9.877837,17.426445,215,17.426445,0.99999934,-0.93939394,181.2335,-2848.5608,,19.021134512972395,89.46431,4300,55.57824
10.856341,264.9001371860504,3.870929,94.13556,,0.11,-0.08585858,66.898224,1.0113575,,15.48625,5.9670453,27.237339,17.281815,826.7151,9.873197,17.426445,216,17.426445,0.99999934,-0.85858583,836.12067,-2349.0847,,19.06825497051586,826.7311,4320,826.7151
10.835757,266.53230142593384,1.3687294,42.848183,,0.11,-0.087878786,23.637007,1.433243,,15.49439,5.7695584,19.211176,17.252396,116.12927,9.868578,17.426445,217,17.426445,0.99999934,-0.8787879,297.01428,-2454.7446,,19.039947914195615,207.23233,4340,171.56215
10.8511505,268.0262622833252,0.83765584,32.9644,,0.11,-0.087878786,14.46481,1.4877071,,15.502775,14.135128,18.49959,17.322433,1.1113437,9.86398,17.426445,218,17.426445,0.99999934,-0.8787879,182.60898,-2443.419,,19.110411594150957,122.74525,4360,96.25375
10.883426,269.58241605758667,0.9749549,28.820694,,0.11,-0.09191919,16.81467,2.2913287,,15.51076,18.204922,12.006023,17.251654,55.58163,9.859404,17.426445,219,17.426445,0.99999934,-0.9191919,213.51512,-2671.9758,,19.040382479974802,93.183975,4380,55.58163
10.856576,271.25788259506226,0.8042837,29.603153,,0.11,-0.08585858,13.894017,1.750421,,15.5187435,5.0788617,15.709136,17.266962,75.25335,9.854848,17.426445,220,17.426445,0.99999934,-0.85858583,176.94241,-2306.1267,,19.051362665876947,101.08563,4400,75.25335
10.84796,272.68008828163147,0.95242584,28.195927,,0.11,-0.089898996,16.437206,2.3374608,,15.526648,9.23366,11.75872,17.265602,53.943745,9.850312,17.426445,221,17.426445,0.99999934,-0.8989899,210.48611,-2527.4143,,19.054385385463295,90.04905,4420,54.841408
10.831314,274.13061118125916,1.1190563,26.983498,,0.11,-0.073737375,19.413277,3.6291642,,15.534634,7.2711453,7.5702214,17.299656,0.058750425,9.8457985,17.426445,222,17.426445,0.99999934,-0.7373737,248.43051,-1663.2573,,19.08580033287902,68.45392,4440,30.30579
10.836024,275.57672810554504,0.99516934,27.901691,,0.11,-0.087878786,17.188852,2.5634367,,15.542483,11.804663,10.71284,17.285192,43.441605,9.841304,17.426445,223,17.426445,0.99999934,-0.8787879,221.92276,-2388.3274,,19.07395084201425,86.57236,4460,44.470055
10.833473,277.0360162258148,1.155957,27.295368,,0.11,-0.073737375,20.049913,3.788566,,15.55041,10.335077,7.245455,17.318207,27.558392,9.836829,17.426445,224,17.426445,0.99999934,-0.7373737,258.93436,-1648.3428,,19.104792820213387,68.34627,4480,27.558392
10.837869,278.5194835662842,1.0323042,27.71672,,0.11,-0.087878786,17.834713,2.7765777,,15.5581875,11.708066,9.882007,17.300142,37.404922,9.832375,17.426445,225,17.426445,0.99999934,-0.8787879,232.26843,-2367.041,,19.08895919292586,83.65278,4500,37.408882
10.865398,280.13784170150757,1.1432163,26.723885,,0.11,-0.073737375,19.830093,3.9784372,,15.566149,17.088009,6.8937917,17.357586,16.30882,9.82794,17.426445,226,17.426445,0.99999934,-0.7373737,258.36688,-1633.6521,,19.14569932239217,64.9418,4520,24.758442
10.851083,281.6899609565735,1.0558568,27.46019,,0.11,-0.087878786,18.24131,2.9737833,,15.573683,7.5095806,9.21888,17.276072,32.73539,9.823525,17.426445,227,17.426445,0.99999934,-0.8787879,239.6795,-2346.098,,19.064148639904264,80.5975,4540,32.73539
10.855269,283.4776813983917,1.1574742,26.52402,,0.11,-0.07575758,20.07141,4.2468805,,15.581462,11.805798,6.45261,17.347351,17.225498,9.81913,17.426445,228,17.426445,0.99999934,-0.75757575,263.9041,-1713.0377,,19.135007343441476,62.140694,4560,18.81907
10.872914,284.98450565338135,1.0703934,27.170574,,0.11,-0.087878786,18.494265,3.157109,,15.588931,14.771601,8.67631,17.292128,28.993761,9.814754,17.426445,229,17.426445,0.99999934,-0.8787879,245.12009,-2325.505,,19.080474390524817,77.64068,4580,28.993761
10.890587,286.4026675224304,1.0698715,26.442724,,0.11,-0.061616164,18.59009,3.4868207,,15.596587,14.91825,7.852634,17.349815,6.354167e-09,9.810396,17.426445,230,17.426445,0.99999934,-0.61616164,246.07045,-1107.279,,19.137661364192486,70.57158,4600,30.638939
10.921465,287.839115858078,1.0740024,26.76757,,0.11,-0.087878786,18.559477,3.3344483,,15.603988,17.995459,8.208095,17.306097,24.513279,9.806058,17.426445,231,17.426445,0.99999934,-0.8787879,248.09456,-2305.2231,,19.095380538628365,74.40348,4620,25.960163
10.903601,289.27106833457947,1.0875323,26.393295,,0.11,-0.033333335,18.687029,3.550135,,15.611612,6.7492495,7.706267,17.372704,5.615034e-32,9.801738,17.426445,232,17.426445,0.99999934,-0.33333334,252.3075,-342.0146,,19.159815726420774,71.06983,4640,25.541996
10.903467,290.6987633705139,1.0663371,26.65187,,0.11,-0.08585858,18.43935,3.3299377,,15.618952,10.826965,8.21252,17.32197,28.033274,9.797437,17.426445,233,17.426445,0.99999934,-0.85858583,248.45654,-2176.902,,19.111520720021595,74.61297,4660,32.3739
10.664161,292.16628313064575,1.1548699,27.277418,,0.11,-0.04949495,20.03854,3.7762964,,15.625926,-45.11489,7.238878,17.250809,20.308426,9.793155,17.426445,234,17.426445,0.99999934,-0.4949495,270.23956,-700.4901,,19.034736629582348,71.562065,4680,22.612473
10.65723,293.66757702827454,1.1958096,26.928535,,0.11,-0.07777778,20.729141,4.407717,,15.633106,8.922934,6.199395,17.31335,17.04974,9.78889,17.426445,235,17.426445,0.99999934,-0.7777778,281.01526,-1755.9567,,19.10020965046054,63.75528,4700,17.872046
10.596122,295.19180274009705,0.83574194,26.12518,,0.11,-0.1,14.363688,2.3223495,,15.640328,-3.9270778,11.761491,17.337276,,9.784643,17.426445,236,17.426445,0.99999934,-1.0,197.23509,-2960.225,,19.12080956398836,84.929115,4720,46.59417
10.5790415,296.5242164134979,1.179876,26.46702,,0.11,-0.07777778,20.45268,4.53973,,15.647455,6.7687173,6.014339,17.329508,12.581363,9.780416,17.426445,237,17.426445,0.99999934,-0.7777778,279.6306,-1741.2871,,19.113481043732794,61.596306,4740,16.750275
10.585134,298.07322573661804,1.070203,26.081678,,0.11,-0.06363636,18.59699,3.6464746,,15.653868,11.879048,7.484688,17.173756,1.9951427e-38,9.776205,17.426445,238,17.426445,0.99999934,-0.6363636,254.7083,-1144.055,,18.960497844174768,69.85056,4760,29.188686
10.608917,300.8182535171509,1.1823457,26.347778,,0.11,-0.07777778,20.495525,4.6618013,,15.660902,16.237738,5.852254,17.334867,15.806931,9.772012,17.426445,239,17.426445,0.99999934,-0.7777778,282.58063,-1726.713,,19.12288755541193,60.616188,4780,15.806931
10.6315365,302.7829375267029,1.100982,26.305666,,0.11,-0.06363636,19.131718,3.8014536,,15.668054,15.883949,7.1739483,17.3773,26.276196,9.767837,17.426445,240,17.426445,0.99999934,-0.6363636,264.23566,-1134.4308,,19.16473329989932,69.50911,4800,26.276196
10.642518,305.31065821647644,1.1835933,26.220156,,0.11,-0.07777778,20.517618,4.7804837,,15.674999,13.214759,5.702538,17.341892,14.958566,9.763679,17.426445,241,17.426445,0.99999934,-0.7777778,285.24597,-1712.3035,,19.13070970955596,59.668854,4820,14.958566
10.647209,307.6588170528412,1.1227343,26.399603,,0.11,-0.06363636,19.509163,3.9548142,,15.6820135,11.621559,6.89044,17.37269,23.920618,9.759538,17.426445,242,17.426445,0.99999934,-0.6363636,271.7017,-1124.994,,19.160298977474813,68.70151,4840,23.920618
10.670486,309.1217224597931,1.1771721,25.96623,,0.11,-0.07777778,20.406229,4.899279,,15.688809,16.216969,5.5600014,17.333384,12.564534,9.755414,17.426445,243,17.426445,0.99999934,-0.7777778,286.05283,-1698.1376,,19.120896728424782,58.386715,4860,14.201248
10.674974,310.56278347969055,1.0723947,25.753006,,0.11,-0.04949495,18.607552,3.8107657,,15.695693,11.61449,7.1454554,17.368336,1.552643e-11,9.7513075,17.426445,244,17.426445,0.99999934,-0.4949495,261.6643,-673.374,,19.15641944011252,68.6645,4880,21.501053
10.688479,312.0676600933075,1.1772794,25.839287,,0.11,-0.07777778,20.40884,5.012363,,15.702439,13.946729,5.4304476,17.348537,13.427877,9.747217,17.426445,245,17.426445,0.99999934,-0.7777778,288.43344,-1684.1732,,19.13668331080519,57.544403,4900,13.527568
10.673094,313.5130009651184,1.1705956,26.463688,,0.11,-0.05555556,20.322462,4.430575,,15.709011,6.750802,6.1412253,17.31906,18.473179,9.743144,17.426445,246,17.426445,0.99999934,-0.5555556,287.96652,-839.7926,,19.103293536820583,64.99529,4920,18.473179
10.691775,314.977744102478,0.87010086,25.588497,,0.11,-0.1,14.952902,2.5573559,,15.71569,15.14821,10.635596,17.358795,5.065013e-22,9.739087,17.426445,247,17.426445,0.99999934,-1.0,214.91492,-2830.5251,,19.14700081539945,84.03794,4940,40.7254
10.571964,316.56214809417725,1.127937,25.69428,,0.11,-0.06767677,19.588167,4.4527364,,15.722136,-18.840374,6.106114,17.314114,18.721296,9.735046,17.426445,248,17.426445,0.99999934,-0.67676765,279.72836,-1246.0802,,19.096973031328645,62.821674,4960,18.721296
10.585681,317.95623326301575,1.0217295,25.28742,,0.11,-0.037373737,17.626678,3.5478144,,15.728043,13.887922,7.6607413,17.193153,,9.731023,17.426445,249,17.426445,0.99999934,-0.37373737,254.41064,-394.24704,,18.98101665268231,71.70912,4980,25.207087
10.5579,319.3076877593994,1.0972677,25.537983,,0.11,-0.06363636,19.062849,4.195886,,15.734451,3.6560917,6.475133,17.330135,13.798941,9.727015,17.426445,250,17.426445,0.99999934,-0.6363636,274.31693,-1089.1547,,19.11668522772521,65.377594,5000,21.96011
10.49119,320.7722918987274,0.9474483,27.978657,,0.11,-0.043434344,16.39974,2.3455575,,15.740723,-6.2532077,11.578917,17.308659,69.781006,9.723022,17.426445,251,17.426445,0.99999934,-0.43434343,237.80952,-511.48022,,19.09157848347831,101.38721,5020,69.781006
10.457475,322.24506998062134,1.0980858,25.316597,,0.11,-0.06363636,19.077587,4.351518,,15.747242,2.1174078,6.239011,17.383423,16.279358,9.719047,17.426445,252,17.426445,0.99999934,-0.6363636,276.71762,-1080.6615,,19.169528516140065,63.591053,5040,20.348383
10.450454,323.80458641052246,1.1093222,25.307894,,0.11,-0.05555556,19.258345,4.486183,,15.753525,8.611602,6.049549,17.336958,1.3135879,9.715086,17.426445,253,17.426445,0.99999934,-0.5555556,280.6585,-817.13043,,19.12221504773391,62.560646,5060,17.669626
10.451155,325.2309594154358,1.1089288,25.322844,,0.11,-0.06363636,19.26634,4.479426,,15.759929,10.546716,6.0565033,17.380032,18.816593,9.711142,17.426445,254,17.426445,0.99999934,-0.6363636,281.6679,-1072.1199,,19.16676297670461,62.88036,5080,18.967773
10.452875,326.71242594718933,0.8137137,25.24733,,0.11,-0.043434344,14.085338,2.4296727,,15.766332,10.808486,11.161992,17.392626,6.666357e-06,9.7072115,17.426445,255,17.426445,0.99999934,-0.43434343,207.497,-503.6149,,19.17941363915087,85.401215,5100,55.47133
10.425306,328.2373237609863,1.1374305,25.418219,,0.11,-0.05757576,19.751099,4.783801,,15.772612,3.6303568,5.6671205,17.37402,11.270737,9.703298,17.426445,256,17.426445,0.99999934,-0.57575756,291.18222,-867.5757,,19.160022190786314,60.868378,5120,17.682493
10.407067,329.71164989471436,1.0749091,25.365568,,0.11,-0.04949495,18.649118,4.034992,,15.778703,5.6254287,6.71645,17.338053,9.46003,9.699399,17.426445,257,17.426445,0.99999934,-0.4949495,276.25165,-640.255,,19.122283151756903,68.46398,5140,20.553577
10.4276705,331.2686743736267,1.1426377,25.172585,,0.11,-0.07575758,19.814203,5.05588,,15.784897,15.67955,5.3583803,17.37696,2.0304223e-16,9.695516,17.426445,258,17.426445,0.99999934,-0.75757575,294.80054,-1515.1932,,19.162617551233833,58.308453,5160,15.503133
10.417289,332.73523712158203,1.183409,26.119526,,0.11,-0.05555556,20.546806,4.859726,,15.790946,7.6192083,5.5727186,17.351376,16.105341,9.691648,17.426445,259,17.426445,0.99999934,-0.5555556,306.50293,-797.9842,,19.137616154994394,63.070004,5180,16.26412
10.43335,334.3379714488983,1.1498605,25.160341,,0.11,-0.07777778,19.933357,5.1793723,,15.796852,14.436451,5.226984,17.326466,12.739389,9.687794,17.426445,260,17.426445,0.99999934,-0.7777778,298.96375,-1588.6791,,19.11323617118438,57.722004,5200,13.221904
10.421143,335.8973181247711,1.1430001,25.321236,,0.11,-0.05555556,19.845203,4.9421134,,15.802847,7.119275,5.476032,17.361351,4.117633,9.683955,17.426445,261,17.426445,0.99999934,-0.5555556,298.32303,-791.93207,,19.148625499137964,60.363453,5220,15.421315
10.396268,337.58577156066895,1.0989717,24.916973,,0.11,-0.061616164,19.090652,4.643392,,15.80873,3.7851667,5.8263206,17.344357,0.3824358,9.680131,17.426445,262,17.426445,0.99999934,-0.61616164,287.9306,-972.8444,,19.13151183448561,62.008675,5240,19.634623
10.40133,339.2426519393921,1.1342481,25.051495,,0.11,-0.05555556,19.692972,5.047038,,15.81462,11.653309,5.3585224,17.357765,13.764492,9.676321,17.426445,263,17.426445,0.99999934,-0.5555556,298.30725,-785.88055,,19.144264592386772,59.10541,5260,14.660053
10.413519,340.8213014602661,1.077907,24.847116,,0.11,-0.06969697,18.71355,4.4077945,,15.820627,13.507578,6.1335654,17.400482,0.011702685,9.672526,17.426445,264,17.426445,0.99999934,-0.6969697,284.56744,-1244.5902,,19.18761057163732,64.56005,5280,20.684855
10.417367,342.34557008743286,1.1824156,25.553913,,0.11,-0.05757576,20.532682,5.3824215,,15.826413,11.382305,5.0212307,17.354202,13.976866,9.668746,17.426445,265,17.426445,0.99999934,-0.57575756,313.34015,-837.8995,,19.140676001140527,58.21546,5300,15.188997
10.426728,343.8408463001251,1.0948993,24.956963,,0.11,-0.06969697,19.008848,4.5421653,,15.832204,12.746663,5.948114,17.366428,19.498934,9.664979,17.426445,266,17.426445,0.99999934,-0.6969697,291.24323,-1235.1703,,19.15469401570642,64.11991,5320,19.498934
10.430954,345.41854763031006,1.1403966,25.328465,,0.11,-0.061616164,19.81066,4.8947535,,15.837911,11.486041,5.517806,17.356062,18.051168,9.661227,17.426445,267,17.426445,0.99999934,-0.61616164,304.4859,-954.3844,,19.143526910470708,62.206585,5340,18.069244
10.434371,346.9418125152588,0.8710455,24.724552,,0.11,-0.1,14.970411,2.7679873,,15.843568,11.230515,9.754142,17.353752,3.914273e-34,9.657489,17.426445,268,17.426445,0.99999934,-1.0,233.44019,-2618.382,,19.140841005610962,84.33572,5360,37.93343
10.434594,348.4613928794861,1.1516231,25.650038,,0.11,-0.06969697,19.99259,4.7707787,,15.849177,10.667341,5.6574473,17.352894,18.5704,9.653764,17.426445,269,17.426445,0.99999934,-0.6969697,309.78662,-1221.2611,,19.140158645305426,64.93418,5380,18.5704
10.446707,349.9481256008148,0.8859933,24.703957,,0.11,-0.045454547,15.361653,2.888107,,15.854145,13.579968,9.342302,17.190802,,9.650053,17.426445,270,17.426445,0.99999934,-0.45454547,239.21819,-519.0816,,18.978730130852387,82.82871,5400,42.107456
10.419539,351.4071807861328,1.1509161,25.360922,,0.11,-0.061616164,19.991482,5.0233836,,15.859634,3.2394109,5.36944,17.341806,16.834904,9.646357,17.426445,271,17.426445,0.99999934,-0.61616164,311.89825,-940.4801,,19.126524213711576,62.08928,5420,17.175041
10.405234,352.93337988853455,1.0937967,24.605877,,0.11,-0.06969697,18.98858,4.800172,,15.86498,6.401107,5.617297,17.31331,1.1602109e-22,9.6426735,17.426445,272,17.426445,0.99999934,-0.6969697,297.5127,-1208.0902,,19.09830073279216,61.97959,5440,17.560652
10.421519,354.4133985042572,1.1576188,25.357357,,0.11,-0.061616164,20.107275,5.1342597,,15.870454,14.780429,5.2500815,17.359299,16.323555,9.639004,17.426445,273,17.426445,0.99999934,-0.61616164,316.0299,-933.575,,19.144638592406437,61.55316,5460,16.323555
10.447571,355.9475910663605,0.9185391,24.561947,,0.11,-0.045454547,15.922911,3.1191695,,15.875835,17.424883,8.639035,17.34499,4.67549e-18,9.635347,17.426445,274,17.426445,0.99999934,-0.45454547,251.67972,-511.62375,,19.131722114106303,80.68806,5480,36.96625
10.472595,357.50285172462463,1.1649193,25.01181,,0.11,-0.05757576,20.228693,5.631892,,15.881292,17.449116,4.783117,17.37666,13.632769,9.631704,17.426445,275,17.426445,0.99999934,-0.57575756,320.35278,-807.5169,,19.163393395672003,56.88191,5500,13.876233
10.451499,358.94062328338623,0.9555055,24.682259,,0.11,-0.045454547,16.560694,3.3157928,,15.886468,4.5042596,8.121566,17.309084,31.69357,9.628075,17.426445,276,17.426445,0.99999934,-0.45454547,263.7195,-507.8582,,19.09264891227051,79.53438,5520,32.809616
10.465216,360.489963054657,1.1703511,25.019917,,0.11,-0.05757576,20.324392,5.733312,,15.891909,14.332428,4.6955237,17.39402,12.9088955,9.624458,17.426445,277,17.426445,0.99999934,-0.57575756,324.18726,-801.6614,,19.181281217630687,56.5445,5540,13.30575
10.468395,362.07144713401794,1.0951854,24.477531,,0.11,-0.06969697,19.011772,4.9238214,,15.897096,11.197632,5.46576,17.33347,1.4829282e-14,9.620854,17.426445,278,17.426445,0.99999934,-0.6969697,304.46155,-1182.1272,,19.11817072773024,61.8344,5560,16.855701
10.491701,363.6772813796997,1.1692595,25.021461,,0.11,-0.05959596,20.309881,5.710186,,15.902497,16.897547,4.71158,17.404354,14.02175,9.617264,17.426445,279,17.426445,0.99999934,-0.5959596,326.22342,-853.33594,,19.191849610568116,57.130085,5580,14.508049
10.508999,365.2815749645233,0.9768739,24.357777,,0.11,-0.033333335,16.785254,3.5517368,,15.907826,15.184598,7.5725236,17.394535,1.4842161e-36,9.613686,17.426445,280,17.426445,0.99999934,-0.33333334,273.5247,-296.57205,,19.18204064252265,77.01153,5600,27.622093
10.428457,366.8233075141907,1.0541961,24.458332,,0.11,-0.04949495,18.2851,4.3554616,,15.912759,-12.066349,6.173231,17.294395,10.020052,9.610121,17.426445,281,17.426445,0.99999934,-0.4949495,296.2291,-586.1696,,19.07823431412548,68.01325,5620,19.848145
10.402413,368.3794150352478,0.9427974,24.357502,,0.11,-0.039393943,16.281492,3.32825,,15.917588,3.0563447,8.076009,17.274345,35.708073,9.606568,17.426445,282,17.426445,0.99999934,-0.3939394,265.86887,-384.8595,,19.05596856778638,79.882484,5640,35.708073
10.400843,370.58619809150696,0.9782648,24.578827,,0.11,-0.039393943,16.892775,3.496037,,15.922331,10.050936,7.686053,17.25927,30.708004,9.603028,17.426445,283,17.426445,0.99999934,-0.3939394,276.84894,-383.45193,,19.037655072769965,79.18936,5660,31.80714
10.419342,373.30234122276306,1.0007472,24.616398,,0.11,-0.039393943,17.281542,3.6623108,,15.927092,15.711771,7.3348556,17.27458,26.763802,9.599502,17.426445,284,17.426445,0.99999934,-0.3939394,284.21222,-382.03488,,19.057558821752117,77.604614,5680,28.694485
10.427317,376.61938214302063,1.011102,24.48357,,0.11,-0.039393943,17.463192,3.8252008,,15.931927,12.724574,7.020378,17.305334,22.5862,9.595986,17.426445,285,17.426445,0.99999934,-0.3939394,288.16406,-380.63882,,19.08841161466647,75.33305,5700,26.153095
10.450122,379.667799949646,1.1381153,24.338322,,0.11,-0.05757576,19.765474,5.8707914,,15.936657,16.970325,4.572848,17.28441,8.659012e-21,9.5924835,17.426445,286,17.426445,0.99999934,-0.57575756,325.50098,-776.7074,,19.068009149060902,55.444138,5720,12.60004
10.457108,381.99758863449097,0.9403266,24.198032,,0.11,-0.08585858,16.259647,3.3808084,,15.941491,12.333652,7.938385,17.324263,,9.588993,17.426445,287,17.426445,0.99999934,-0.85858583,269.87372,-1778.8379,,19.109897340011933,79.8252,5740,34.40759
10.411989,384.30143666267395,1.1357404,24.63095,,0.11,-0.061616164,19.727999,5.4722376,,15.946365,-2.4429374,4.902953,17.345348,14.770405,9.585515,17.426445,288,17.426445,0.99999934,-0.61616164,327.09323,-885.4985,,19.13130801508259,59.773216,5760,14.947539
10.43258,386.2502155303955,0.95777136,24.133762,,0.11,-0.045454547,16.599329,3.5599396,,15.950955,16.246225,7.5344334,17.272764,,9.582048,17.426445,289,17.426445,0.99999934,-0.45454547,276.79593,-485.25574,,19.060606788173175,77.75298,5780,30.126755
10.444923,388.8692116737366,1.1085309,24.298569,,0.11,-0.06767677,19.250462,5.3117304,,15.955967,14.086752,5.0481067,17.40429,7.729277,9.578594,17.426445,290,17.426445,0.99999934,-0.67676765,321.47394,-1067.3911,,19.19202556062619,60.52151,5800,15.232824
10.418416,391.6667437553406,1.112274,24.129238,,0.11,-0.061616164,19.321297,5.5754147,,15.96083,2.642173,4.807942,17.37134,0.00056099537,9.575152,17.426445,291,17.426445,0.99999934,-0.61616164,323.67175,-876.4321,,19.15836583246946,58.053394,5820,14.299137
10.426953,394.0950996875763,1.0933058,24.161224,,0.11,-0.06969697,18.98095,5.173162,,15.965658,12.816726,5.1802745,17.370518,14.085506,9.571722,17.426445,292,17.426445,0.99999934,-0.6969697,319.2453,-1127.096,,19.15887380977843,61.711834,5840,16.112177
10.445035,396.3097884654999,0.96304196,24.088663,,0.11,-0.087878786,16.641834,3.5975814,,15.970558,15.651627,7.4468284,17.401302,9.236465e-16,9.568303,17.426445,293,17.426445,0.99999934,-0.8787879,282.1713,-1831.1527,,19.188485619970855,78.43361,5860,25.840614
10.451143,398.2465879917145,1.1091247,24.26405,,0.11,-0.06969697,19.256046,5.3479958,,15.975284,12.31039,5.0080037,17.359806,13.217517,9.564896,17.426445,294,17.426445,0.99999934,-0.6969697,326.08264,-1119.32,,19.146982049752232,60.97287,5880,15.374201
10.461329,400.27791953086853,0.8743947,24.067865,,0.11,-0.1,15.02873,2.9621236,,15.979661,13.365921,9.039135,17.266844,0.102912106,9.5615,17.426445,295,17.426445,0.99999934,-1.0,257.94644,-2393.8767,,19.055204929776234,87.08159,5900,36.577766
10.444077,402.2242739200592,1.124965,24.245708,,0.11,-0.06767677,19.536997,5.6846404,,15.984312,5.5189333,4.7087107,17.356874,12.080164,9.558116,17.426445,296,17.426445,0.99999934,-0.67676765,332.98962,-1045.6997,,19.1436999920061,58.57708,5920,13.707195
10.452521,404.9526779651642,0.9396498,24.14648,,0.11,-0.0979798,16.162802,3.351795,,15.988416,12.844909,7.983679,17.202776,28.3936,9.554743,17.426445,297,17.426445,0.99999934,-0.97979796,279.076,-2276.7979,,18.992202767073955,83.26165,5940,32.584484
10.444651,407.0629937648773,1.1253372,24.351902,,0.11,-0.06969697,19.53696,5.5560436,,15.993004,8.202612,4.8149414,17.355234,14.126658,9.551382,17.426445,298,17.426445,0.99999934,-0.6969697,335.3505,-1104.4126,,19.14186698986835,60.357784,5960,14.364743
10.469576,408.90443754196167,0.96600425,24.24176,,0.11,-0.0979798,16.618065,3.508067,,15.997103,17.790653,7.6236944,17.219154,29.433275,9.548032,17.426445,299,17.426445,0.99999934,-0.97979796,288.83527,-2261.6426,,19.008190209003004,82.334595,5980,29.560734
10.460867,410.7855088710785,1.1225237,24.204632,,0.11,-0.06969697,19.488298,5.668997,,16.001667,7.924592,4.716333,17.366055,10.979956,9.544693,17.426445,300,17.426445,0.99999934,-0.6969697,336.7571,-1097.1145,,19.151467279498814,59.403297,6000,13.796125
10.465572,412.25635719299316,1.041687,24.00431,,0.11,-0.04949495,18.069477,4.503809,,16.005604,11.772366,5.934834,17.186144,,9.541365,17.426445,301,17.426445,0.99999934,-0.4949495,313.5478,-549.602,,18.974581576404884,69.61836,6020,19.677109
10.455166,413.8972418308258,1.1182263,24.1012,,0.11,-0.061616164,19.425348,5.7148676,,16.010141,7.3050575,4.6758523,17.376339,13.87135,9.538049,17.426445,302,17.426445,0.99999934,-0.61616164,337.70435,-845.242,,19.16274369326474,59.092243,6040,14.102496
10.455455,415.6743149757385,1.0696068,24.117378,,0.11,-0.05151515,18.555954,4.8035245,,16.014587,10.4413805,5.5614243,17.35737,19.229118,9.534742,17.426445,303,17.426445,0.99999934,-0.5151515,324.09085,-589.5594,,19.141822074148998,67.46938,6060,20.103207
10.423368,417.34767723083496,0.5498144,23.98628,,0.11,-0.02929293,9.390344,1.8297579,,16.019022,0.6542713,14.595937,17.362677,1.1628854e-25,9.531447,17.426445,304,17.426445,0.99999934,-0.2929293,167.14357,-236.67851,,19.14787281665826,91.34737,6080,81.37863
10.396699,419.1136305332184,0.9538007,23.895294,,0.11,-0.043434344,16.506561,3.613564,,16.023136,2.7767873,7.388734,17.273895,31.522911,9.528164,17.426445,305,17.426445,0.99999934,-0.43434343,290.9092,-426.19415,,19.05528714374378,80.50479,6100,33.588478
10.367597,420.97494769096375,1.0758104,23.814743,,0.11,-0.07777778,18.649849,5.1680303,,16.026983,1.5688893,5.164894,17.19986,,9.52489,17.426445,306,17.426445,0.99999934,-0.7777778,329.198,-1355.3484,,18.98099902082426,63.698933,6120,14.76347
10.3570795,422.7166178226471,1.0910785,24.311996,,0.11,-0.05151515,18.928053,4.9564095,,16.03125,7.0821514,5.383944,17.337599,19.149017,9.521627,17.426445,307,17.426445,0.99999934,-0.5151515,334.96112,-581.9221,,19.123033237297566,67.581406,6140,19.149017
10.346721,424.396639585495,1.0165457,23.746984,,0.11,-0.037373737,17.53806,4.296681,,16.035423,7.097984,6.208925,17.316631,,9.518375,17.426445,308,17.426445,0.99999934,-0.37373737,313.09607,-327.9223,,19.101285632546787,72.869286,6160,22.421272
10.334328,426.4179804325104,0.92397785,23.705093,,0.11,-0.1,15.883786,3.4099853,,16.039528,6.525637,7.821307,17.30323,,9.515134,17.426445,309,17.426445,0.99999934,-1.0,285.50916,-2291.4558,,19.087589709314344,83.72739,6180,32.468594
10.103869,428.11821842193604,0.9524592,23.595211,,0.11,-0.087878786,16.458225,3.73594,,16.043278,-60.998558,7.136986,17.20221,,9.511903,17.426445,310,17.426445,0.99999934,-0.8787879,295.26236,-1734.525,,18.98543314945405,79.03295,6200,25.117771
10.100367,430.4781632423401,0.9531874,23.87904,,0.11,-0.1,16.383625,3.5563338,,16.046883,9.091234,7.4954143,17.164518,30.26677,9.508682,17.426445,311,17.426445,0.99999934,-1.0,296.44128,-2277.5435,,18.949292543951778,83.355865,6220,30.26677
10.102652,433.2486138343811,1.0920926,23.583107,,0.11,-0.05555556,18.960445,5.7648773,,16.05091,10.892725,4.6226606,17.303598,1.5651362e-27,9.505472,17.426445,312,17.426445,0.99999934,-0.5555556,340.7329,-665.10645,,19.091044126677147,59.104973,6240,14.033664
