DenMISEMeanLog,SqrtESSClassic,IWLastEpisode,IWNorm1,LQGsigma,IWFirstEpisode,TimeElapsed,Iteration,ExplorationBonus,DenMISELogLast,ReturnMax,ReturnLastEpisode,IWMin,IWMax,ReturnAbsMax,TimestepsSoFar,ReturnMin,IWMean,ReturnStepMax,URet,MISE,target_sum_log_mean,LQGmu01,LQGmu1,DenMISELogFirst,Bound,ReturnMean,IWNorm2
13.511501,1.0,,1e-10,0.11,,0.20397543907165527,1,31.61408,13.511501,15.80704,15.80704,,,15.80704,20,,,0.99233466,17.497854397219367,,-389.05444,-0.09966799,-0.7615942,13.511501,31.61408,15.80704,1e-10
6.789464,1.0,2.0000002,2.0000002,0.11,,2.7650561332702637,2,33.811676,0.7605733,16.905838,16.905838,,2.0000002,16.905838,40,,1.0000001,0.9999077,18.681580437519845,16.90584,-193.80035,-0.09966799,-0.7615942,12.818355,50.717514,16.35644,2.0000002
9.11677,1.4142137,1.5,3.0,0.11,,2.8701553344726562,3,24.288567,13.889164,17.174612,17.174612,,1.5,17.174612,60,,1.0,0.9999077,18.95463708257485,17.040224,-124.43536,-0.09966799,-0.7615942,12.4128895,41.32879,16.629164,2.1213202
10.785152,1.7320508,1.333334,4.0000014,0.11,,2.9947566986083984,4,19.831533,15.842418,17.174612,17.125286,,1.333334,17.174612,80,,1.0000004,0.99997383,18.903975888974326,17.068584,-89.294,-0.09966799,-0.7615942,12.125207,36.900116,16.753193,2.309402
10.6217785,2.0,1.25,5.0,0.11,,3.1422245502471924,5,17.174612,9.997809,17.174612,17.163519,,1.25,17.174612,100,,1.0,0.99997383,18.942632295001143,17.092314,-69.39101,-0.09966799,-0.7615942,11.902063,34.266926,16.83526,2.5
11.890088,2.236068,1.2,6.0,0.11,,3.2727534770965576,6,15.36144,18.250675,17.174612,16.977875,,1.2,17.174612,120,,1.0,0.99997413,18.754658291391873,17.069426,-54.753677,-0.09966799,-0.7615942,11.719742,32.430866,16.85903,2.6832817
12.008245,2.4494898,1.166667,7.0000005,0.11,,3.4104464054107666,7,14.03207,12.73048,17.185707,17.185707,,1.166667,17.185707,140,,1.0000001,0.99997413,18.966604437881802,17.088808,-45.09106,-0.09966799,-0.7615942,11.565591,31.120878,16.905697,2.8577383
