IWMin,Bound,URet,LQGsigma,ReturnMax,DenMISELogFirst,ReturnStepMax,Iteration,LQGmu1,IWLastEpisode,MISE,TimeElapsed,IWFirstEpisode,IWMean,ReturnAbsMax,LQGmu01,IWMax,ReturnMin,DenMISELogLast,DenMISEMeanLog,target_sum_log_mean,ReturnMean,ReturnLastEpisode,TimestepsSoFar
,4.1871586,6.884416472831024,0.45444974,14.387457,-13.845069,0.99494565,103,0.5643605,0.64728785,4.1871586,21.61638045310974,,0.68806785,14.387457,0.05643605,1.1438698,,-12.928559,-11.822897,-27.145218,6.6141744,6.28482,2060
,4.2138863,6.653388408456447,0.45442346,14.387457,-13.854732,0.99494565,104,0.5643879,1.1008785,4.2138863,22.023881673812866,,0.6925582,14.387457,0.056438792,1.144524,,-9.461295,-11.803173,-26.977077,6.6086893,6.0437346,2080
,4.243021,6.952206871368187,0.45439556,14.387457,-13.864301,0.99494565,105,0.5644078,1.0983564,4.243021,22.37117052078247,,0.69692457,14.387457,0.05644078,1.144828,,-7.724522,-11.767241,-26.795403,6.6061306,6.340081,2100
,4.238631,6.704197566450592,0.45436686,14.387457,-13.873779,0.99494565,106,0.5644275,0.5685534,4.238631,22.692726373672485,,0.6962024,14.387457,0.05644275,1.1451555,,-13.13231,-11.782963,-26.674425,6.601445,6.109461,2120
,4.2637463,6.823375521763708,0.45433733,14.387457,-13.883169,0.99494565,107,0.564443,1.0644509,4.2637463,23.109816074371338,,0.70014185,14.387457,0.0564443,1.1452932,,-10.294293,-11.771874,-26.523209,6.5977845,6.2097297,2140
,4.2771697,7.05022583829944,0.45430592,14.387457,-13.892471,0.99494565,108,0.56444776,0.8443296,4.2771697,23.468794345855713,,0.7019547,14.387457,0.056444775,1.144924,,-12.313589,-11.779653,-26.39531,6.5959163,6.3960066,2160
,4.2776446,6.290023958673648,0.4542753,14.387457,-13.901689,0.99494565,109,0.56446147,0.6988419,4.2776446,23.77609157562256,,0.70241225,14.387457,0.056446146,1.1450278,,-12.920507,-11.79284,-26.277382,6.58809,5.7428718,2180
,4.2584524,7.063293602961357,0.45424336,14.387457,-13.910821,0.99494565,110,0.564471,0.28537014,4.2584524,24.14977264404297,,0.6991221,14.387457,0.0564471,1.14496,,-13.592495,-11.811891,-26.175755,6.58668,6.4329996,2200
,4.2842255,6.5950400438060885,0.4542136,14.387457,-13.91987,0.99494565,111,0.5644853,1.1288228,4.2842255,24.579092025756836,,0.703497,14.387457,0.05644853,1.1450988,,-7.147362,-11.772567,-26.005577,6.5815034,6.012077,2220
,4.302388,7.011357504900312,0.45418218,14.387457,-13.92884,0.99494565,112,0.5644889,0.9371626,4.302388,24.92640209197998,,0.7060693,14.387457,0.056448888,1.1447215,,-11.815014,-11.775579,-25.881437,6.579778,6.388329,2240
,4.326917,6.710087972972374,0.4541516,14.387457,-13.937728,0.99494565,113,0.56449306,1.1045307,4.326917,25.278075218200684,,0.7100758,14.387457,0.056449305,1.1443706,,-8.65818,-11.750579,-25.73008,6.575583,6.105703,2260
,4.347723,6.552805201576168,0.45412156,14.387457,-13.946539,0.99494565,114,0.564502,1.0670985,4.347723,25.6047682762146,,0.71367925,14.387457,0.0564502,1.1442746,,-10.683188,-11.743747,-25.599596,6.570309,5.974297,2280
,4.346998,6.408138707577383,0.45409206,14.387457,-13.955273,0.99494565,115,0.5645163,0.6796288,4.346998,26.00311517715454,,0.7138518,14.387457,0.05645163,1.1444639,,-12.997985,-11.757131,-25.49561,6.5636377,5.803123,2300
,4.368546,7.16347402869288,0.45406118,14.387457,-13.96393,0.99494565,116,0.5645145,0.9963617,4.368546,26.45046067237854,,0.71674925,14.387457,0.05645145,1.143842,,-11.080595,-11.753754,-25.373043,6.5634365,6.540313,2320
,4.3349833,6.660057910435995,0.45403007,14.387457,-13.972514,0.99494565,117,0.5645127,0.018349102,4.3349833,26.92659068107605,,0.7112387,14.387457,0.056451272,1.1432449,,-13.954905,-11.774977,-25.311298,6.5590954,6.0555143,2340
,4.322212,6.887679003478496,0.45399842,14.387457,-13.981025,0.99494565,118,0.56450737,0.3974919,4.322212,27.36661386489868,,0.7090338,14.387457,0.056450736,1.1424917,,-13.508316,-11.792102,-25.22064,6.556709,6.277436,2360
,4.2952485,6.664697179552821,0.45396647,14.387457,-13.989464,0.99494565,119,0.564502,0.126885,4.2952485,27.81780767440796,,0.7046061,14.387457,0.0564502,1.1417652,,-13.86219,-11.811931,-25.1441,6.5526133,6.069402,2380
,4.3118143,6.826711383843865,0.45393482,14.387457,-13.997832,0.99494565,120,0.56449187,0.95389825,4.3118143,28.27016282081604,,0.7071438,14.387457,0.056449186,1.140796,,-11.820607,-11.814451,-25.034817,6.5498686,6.2232804,2400
,4.32825,6.960760594070851,0.45390478,14.387457,-14.006131,0.99494565,121,0.5644734,0.93975717,4.32825,28.692812204360962,,0.70951086,14.387457,0.05644734,1.1393527,,-11.869976,-11.81732,-24.927464,6.548113,6.337407,2420
,4.297417,6.754016198457453,0.4538745,14.387457,-14.014361,0.99494565,122,0.5644543,0.035024267,4.297417,29.142460823059082,,0.70443237,14.387457,0.05644543,1.1379117,,-13.980222,-11.8374195,-24.86612,6.544607,6.1203976,2440
,4.316472,6.368565751222521,0.45384228,14.387457,-14.022525,0.99494565,123,0.56444657,1.0827055,4.316472,29.60144543647766,,0.70796674,14.387457,0.056444656,1.1371545,,-10.500453,-11.82894,-24.750118,6.538622,5.808379,2460
,4.2981863,6.6308631191597875,0.45380956,14.387457,-14.030622,0.99494565,124,0.5644388,0.28243333,4.2981863,30.033419370651245,,0.70498544,14.387457,0.05644388,1.1364298,,-13.722653,-11.846558,-24.67284,6.5344357,6.019512,2480
,4.2669764,7.210369090102026,0.45377657,14.387457,-14.038654,0.99494565,125,0.5644311,0.0061303442,4.2669764,30.54154372215271,,0.69985193,14.387457,0.056443106,1.1357287,,-14.03251,-11.866395,-24.629932,6.534736,6.572085,2500
,4.2513294,6.86747489225734,0.4537433,14.387457,-14.046622,0.99494565,126,0.56442034,0.31124607,4.2513294,31.336493730545044,,0.6972179,14.387457,0.056442033,1.1348945,,-13.6951885,-11.883282,-24.553768,6.532315,6.229578,2520
,4.2680225,6.331139559150953,0.45370948,14.387457,-14.054527,0.99494565,127,0.5644227,1.0454047,4.2680225,31.88835072517395,,0.70042896,14.387457,0.056442272,1.1347901,,-11.190564,-11.8802,-24.450056,6.5261307,5.7469625,2540
,4.280403,6.545476967657325,0.4536757,14.387457,-14.06237,0.99494565,128,0.5644299,0.9214224,4.280403,32.511786699295044,,0.702624,14.387457,0.056442987,1.1349518,,-12.18056,-11.884876,-24.356855,6.5217037,5.9595103,2560
,4.2654414,6.817518928558995,0.45364136,14.387457,-14.070153,0.99494565,129,0.56443524,0.31874862,4.2654414,33.210466623306274,,0.70011675,14.387457,0.056443524,1.1350406,,-13.708663,-11.901308,-24.285137,6.5194077,6.2255054,2580
,4.2778525,6.656350604917645,0.45360675,14.387457,-14.077875,0.99494565,130,0.5644412,0.9092547,4.2778525,33.87367630004883,,0.7022011,14.387457,0.05644412,1.1351781,,-12.226506,-11.906107,-24.195095,6.5158305,6.054349,2600
,4.2582746,6.159302148559112,0.45357186,14.387457,-14.085538,0.99494565,131,0.56445134,0.23745966,4.2582746,34.43729305267334,,0.699133,14.387457,0.056445133,1.1355528,,-13.838768,-11.923123,-24.129152,6.5090637,5.629447,2620
,4.2453456,6.869562623771364,0.45353618,14.387457,-14.0931425,0.99494565,132,0.5644585,0.3447247,4.2453456,34.898113489151,,0.6969328,14.387457,0.05644585,1.1357981,,-13.693016,-11.938802,-24.060211,6.5073576,6.2837896,2640
,4.2596183,7.211497900908349,0.45350084,14.387457,-14.10069,0.99494565,133,0.564446,0.8755449,4.2596183,35.564555406570435,,0.69873923,14.387457,0.056444596,1.1349903,,-12.269178,-11.943554,-23.9739,6.5078535,6.573293,2660
,4.281852,7.025406719750639,0.45346868,14.387457,-14.10818,0.99494565,134,0.5644233,1.0691246,4.281852,36.286718130111694,,0.70194995,14.387457,0.05644233,1.1335673,,-9.3927355,-11.926758,-23.865402,6.5071135,6.4086857,2680
,4.2840257,6.384725902683096,0.45343435,14.387457,-14.115615,0.99494565,135,0.56440604,0.7181378,4.2840257,36.808228969573975,,0.70253015,14.387457,0.056440603,1.1325121,,-13.025249,-11.937092,-23.788654,6.5020165,5.8189955,2700
,4.2555103,6.015756281293556,0.45339978,14.387457,-14.122995,0.99494565,136,0.56438875,0.00087125646,4.2555103,37.46724462509155,,0.6978339,14.387457,0.056438874,1.1314827,,-14.122154,-11.955338,-23.770489,6.4943132,5.4544225,2720
,4.2750177,6.506727116629869,0.45336437,14.387457,-14.1303215,0.99494565,137,0.5643804,1.1004438,4.2750177,38.099828004837036,,0.7012384,14.387457,0.05643804,1.1309698,,-9.180386,-11.937279,-23.664753,6.490224,5.934023,2740
,4.2590733,6.948166087031668,0.45332897,14.387457,-14.137594,0.99494565,138,0.5643685,0.2655889,4.2590733,38.85953187942505,,0.69853437,14.387457,0.056436848,1.130277,,-13.8417225,-11.953235,-23.604506,6.4890676,6.3306684,2760
,4.234565,6.374011202510863,0.45329303,14.387457,-14.1448145,0.99494565,139,0.56435716,0.077794224,4.234565,39.523585081100464,,0.6945287,14.387457,0.056435715,1.1296456,,-14.067848,-11.970609,-23.555635,6.4840345,5.789531,2780
,4.2497025,6.85140963731137,0.45325792,14.387457,-14.151983,0.99494565,140,0.5643399,0.9542467,4.2497025,40.336586713790894,,0.69683355,14.387457,0.056433987,1.1286865,,-11.907351,-11.972329,-23.473896,6.4822783,6.2381735,2800
,4.253391,6.466829144836193,0.45322144,14.387457,-14.159101,0.99494565,141,0.56432796,0.7431964,4.253391,41.04951095581055,,0.6976203,14.387457,0.056432795,1.1280657,,-12.975955,-11.981588,-23.402906,6.4779463,5.8714533,2820
,4.274917,6.780368798753889,0.45318633,14.387457,-14.166167,0.99494565,142,0.5643166,1.1179887,4.274917,41.74762177467346,,0.70103484,14.387457,0.05643166,1.1274472,,-6.439291,-11.944679,-23.283962,6.475824,6.176567,2840
,4.2912693,6.423586842488739,0.45315066,14.387457,-14.173185,0.99494565,143,0.5643154,1.0644305,4.2912693,42.41086220741272,,0.7040353,14.387457,0.05643154,1.1273984,,-10.595238,-11.937325,-23.196434,6.4713426,5.83497,2860
,4.311381,6.904605569978429,0.45311582,14.387457,-14.180154,0.99494565,144,0.56430763,1.0755858,4.311381,43.098366022109985,,0.7070573,14.387457,0.056430764,1.1269851,,-9.549014,-11.922787,-23.10254,6.47025,6.3140345,2880
,4.322332,6.530495554155278,0.45308045,14.387457,-14.187074,0.99494565,145,0.56430465,0.924177,4.322332,43.60549354553223,,0.7089988,14.387457,0.056430466,1.1268507,,-12.219885,-11.926847,-23.029577,6.4666934,5.954549,2900
,4.3287077,6.78083210976685,0.4530448,14.387457,-14.193947,0.99494565,146,0.5642987,0.7848282,4.3287077,44.2611358165741,,0.70995814,14.387457,0.05642987,1.1265719,,-12.840894,-11.935094,-22.962902,6.4647717,6.186135,2920
,4.346962,6.7503007408591245,0.4530097,14.387457,-14.200773,0.99494565,147,0.56429154,1.0746692,4.346962,45.0115180015564,,0.7128776,14.387457,0.056429155,1.1262238,,-9.848089,-11.922861,-22.874582,6.4626455,6.1522064,2940
,4.3522596,6.425131919797254,0.45297405,14.387457,-14.207553,0.99494565,148,0.56429154,0.80632293,4.3522596,45.79331040382385,,0.71395046,14.387457,0.056429155,1.1262813,,-12.805291,-11.930757,-22.809614,6.4586315,5.868514,2960
,4.3673563,6.518152886648805,0.45293868,14.387457,-14.214287,0.99494565,149,0.5642981,1.0430763,4.3673563,46.577030658721924,,0.71660733,14.387457,0.05642981,1.1266857,,-10.969025,-11.926214,-22.731655,6.455181,5.944588,2980
,4.3667865,6.484382380250061,0.45290333,14.387457,-14.220976,0.99494565,150,0.5643088,0.6568701,4.3667865,47.36339735984802,,0.7166584,14.387457,0.056430884,1.1273177,,-13.255581,-11.936959,-22.673185,6.451534,5.908125,3000
,4.388122,7.105899966449782,0.45286876,14.387457,-14.22762,0.99494565,151,0.56430525,1.1097095,4.388122,48.08224678039551,,0.7196916,14.387457,0.056430526,1.1271645,,-6.2607718,-11.9012375,-22.565235,6.451709,6.4779134,3020
,4.375215,6.759854586830992,0.45283368,14.387457,-14.2342205,0.99494565,152,0.5643005,0.32839763,4.375215,48.65233898162842,,0.7175475,14.387457,0.05643005,1.1269699,,-13.854102,-11.915923,-22.516653,6.4497833,6.159009,3040
,4.3936915,6.7869479803465005,0.4527994,14.387457,-14.240778,0.99494565,153,0.5642945,1.1000861,4.3936915,49.32580757141113,,0.7204762,14.387457,0.056429453,1.1266959,,-8.197801,-11.893459,-22.423767,6.4480047,6.1776824,3060
,4.3853536,6.368417325682271,0.4527646,14.387457,-14.247293,0.99494565,154,0.5642927,0.46921873,4.3853536,49.750403881073,,0.7192748,14.387457,0.056429274,1.1266686,,-13.658568,-11.90673,-22.373226,6.443548,5.7617064,3080
,4.402284,6.986083886926325,0.4527306,14.387457,-14.253765,0.99494565,155,0.5642814,1.0387452,4.402284,50.17414140701294,,0.7217565,14.387457,0.056428142,1.1261142,,-10.752185,-11.901085,-22.299147,6.4429746,6.3546405,3100
,4.4144726,6.634147283882353,0.45269632,14.387457,-14.260197,0.99494565,156,0.56427187,0.97567683,4.4144726,50.60783267021179,,0.72380555,14.387457,0.05642719,1.1256735,,-11.831247,-11.902414,-22.233397,6.440393,6.0401697,3120
,4.430382,6.625319258908524,0.45266205,14.387457,-14.266586,0.99494565,157,0.5642659,1.0787117,4.430382,51.094348192214966,,0.7264861,14.387457,0.056426592,1.1254314,,-9.787881,-11.890699,-22.154934,6.4377775,6.0298057,3140
,4.414682,5.898848817243087,0.45262724,14.387457,-14.272936,0.99494565,158,0.5642659,0.28709668,4.414682,51.76510572433472,,0.7241272,14.387457,0.056426592,1.1255307,,-13.955126,-11.905491,-22.112406,6.4310594,5.376322,3160
,4.4198112,6.591451322539117,0.45259216,14.387457,-14.279244,0.99494565,159,0.5642677,0.8004487,4.4198112,52.45662331581116,,0.7250355,14.387457,0.05642677,1.1257384,,-12.8652525,-11.913255,-22.057173,6.4284687,6.0191708,3180
