DenMISELogLast,IWMax,Bound,ReturnMax,LQGsigma,IWMin,Iteration,ExplorationBonus,ReturnStepMax,URet,IWLastEpisode,ReturnMean,SqrtESSClassic,TimestepsSoFar,IWMean,ReturnAbsMax,ReturnLastEpisode,TimeElapsed,ReturnMin,DenMISELogFirst,MISE,IWNorm2,IWNorm1,DenMISEMeanLog,LQGmu01,LQGmu1,target_sum_log_mean,IWFirstEpisode
15.601313,10.992288,29.754808,9.553689,0.11,,11,13.573931,0.57715887,9.950903706066939,10.992288,9.210813,1.4076525,220,1.7867112,9.553689,9.059275,9.406109094619751,,11.569054,16.180878,13.962128,19.653824,15.963632,0.0070707067,0.07070707,-4.1243196,1.5848248e-19
16.054327,5.999634,24.092566,9.553689,0.11,,12,11.014891,0.57715887,9.955806686793586,5.999634,9.198646,1.7346861,240,1.4436055,9.553689,9.064808,10.316874742507935,,11.482042,13.077675,9.986399,17.323267,15.997737,0.0070707067,0.07070707,-2.2934577,1.728903e-19
13.971222,6.4070377,22.304543,9.553689,0.11,,13,17.398258,0.57715887,9.937735677900877,0.10365014,9.187017,1.0982351,260,0.5433317,9.553689,9.047476,11.179666757583618,,11.401999,4.9062834,6.431512,7.063312,15.858697,0.00909091,0.09090909,-20.699413,5.498591e-35
11.415019,4.666401,21.205856,9.553689,0.11,,14,9.54278,0.57715887,9.8952397040062,0.00054868474,9.174388,2.0022864,280,1.2878677,9.553689,9.0102215,12.133095502853394,,11.327891,11.663076,9.00478,18.030148,15.504639,0.0070707067,0.07070707,-0.5852125,2.017056e-19
17.103563,3.7498374,19.446445,9.553689,0.11,,15,8.5297575,0.57715887,9.935901863629896,3.4593387,9.165849,2.2400846,300,1.2057067,9.553689,9.04628,13.220959424972534,,11.258899,10.916688,8.073624,18.0856,15.621304,0.0070707067,0.07070707,0.6767777,2.161131e-19
15.659279,0.93126726,19.413479,9.553689,0.11,,16,18.882757,0.57715887,9.941274582137519,5.9103216e-09,9.1586685,1.0118955,320,0.05890079,9.553689,9.050968,14.141216039657593,,11.194361,0.53072137,0.9313339,0.9424126,15.630711,0.011111111,0.11111111,-40.84713,
15.216897,14.475944,26.134031,9.553689,0.11,,17,17.971664,0.57715887,9.88119824567813,14.475944,9.149111,1.0631946,340,0.907225,9.553689,8.996196,15.186878681182861,,11.133736,8.162367,14.506116,15.422825,15.552681,0.011111111,0.11111111,-37.39204,
10.50813,8.826101,21.864412,9.553689,0.11,,18,12.844369,0.57715887,9.871077238190848,8.826101,9.140098,1.4876074,360,1.0030751,9.553689,8.986876,16.049772024154663,,11.076577,9.020043,12.137176,18.055351,15.25568,0.011111111,0.11111111,-34.609936,
16.141314,6.2198477,19.16231,9.553689,0.11,,19,10.229188,0.57715887,9.900921849635916,5.763489,9.133501,1.8679271,380,0.99045956,9.553689,9.0147505,16.98811101913452,,11.022511,8.933122,10.07466,18.818731,15.294696,0.00909091,0.09090909,-9.817347,8.036374e-35
13.742959,6.542365,19.020458,9.553689,0.11,,20,12.626872,0.57715887,9.912120638838479,3.5215473e-36,9.128068,1.5132313,400,0.6768093,9.553689,9.024832,17.87463903427124,,10.971217,6.393585,8.94522,13.536186,15.212039,0.001010101,0.01010101,-30.209082,6.542365
9.139693,6.879513,18.833576,9.688149,0.11,,21,12.542584,0.61800236,10.647141173893225,,9.154738,1.544841,420,0.6995231,9.688149,9.688149,18.77887535095215,,11.205437,6.290992,9.509059,14.689984,14.904692,0.011111111,0.11111111,-33.89277,
2.4340093,3.692879e-18,19.375237,9.688149,0.11,,22,19.375237,0.61800236,9.884116043360915,3.692879e-18,9.147819,1.0000548,440,1.6786639e-19,9.688149,9.002522,19.706727027893066,,11.158916,1.5112209e-18,3.69288e-18,3.6930827e-18,14.321369,0.017171716,0.17171717,-159.585,
14.306591,23.0,28.197144,9.688149,0.11,,23,19.376299,0.61800236,9.687974211086196,23.0,9.133603,1.0,460,1.0,9.688149,8.820846,20.78240132331848,,11.114465,8.820846,23.0,23.0,14.278206,0.017171716,0.17171717,-151.88818,
12.882797,12.045824,23.44354,9.688149,0.11,,24,18.919292,0.61800236,9.662553043072368,12.045824,9.119632,1.0241556,480,0.51418704,9.688149,8.7983,21.692471742630005,,11.071905,4.5242486,12.049428,12.340489,14.208159,0.019191919,0.1919192,-203.58752,
13.806415,24.994972,26.959019,9.688149,0.11,,25,15.175053,0.61800236,9.59770736788452,24.994972,9.104387,1.2768521,500,1.3461084,9.688149,8.738514,22.612017393112183,,11.031083,11.783965,26.355997,33.65271,14.169659,0.019191919,0.1919192,-194.763,
15.748914,12.998694,21.563532,9.688149,0.11,,26,11.46492,0.61800236,9.655603542965455,10.114843,9.092367,1.690051,520,1.151442,9.688149,8.791871,23.573856592178345,,10.991862,10.098612,17.713959,29.937492,14.230896,0.019191919,0.1919192,-186.57741,
15.781886,13.020418,20.016949,9.688149,0.11,,27,13.169322,0.61800236,9.642684120616488,0.4169793,9.080768,1.4713209,540,0.7771461,9.688149,8.779177,24.55898880958557,,10.954123,6.8476257,14.261297,20.982944,14.287903,0.017171716,0.17171717,-127.35272,
15.525256,1.9040657,19.926838,9.688149,0.11,,28,19.331203,0.61800236,9.698864795406575,4.1797494e-09,9.071918,1.0023328,560,0.06816112,9.688149,8.832966,25.632744789123535,,10.917754,0.5956336,1.9040697,1.9085114,14.320872,0.021212121,0.21212122,-232.86783,
15.922484,26.700754,26.733171,9.688149,0.11,,29,18.163351,0.61800236,9.559743096740585,26.700754,9.05916,1.06678,580,0.9845469,9.688149,8.701952,26.575175046920776,,10.882663,8.56982,26.764526,28.55186,14.344493,0.021212121,0.21212122,-224.1756,
13.547427,14.978565,21.98917,9.688149,0.11,,30,12.960264,0.61800236,9.530477688083336,14.978565,9.046472,1.4950544,600,1.0386659,9.688149,8.678488,27.50371479988098,,10.848762,9.028906,20.842035,31.159977,14.308972,0.021212121,0.21212122,-216.16129,
7.2414193,10.3234825,19.477528,9.688149,0.11,,31,10.626433,0.61800236,9.562032415144143,9.422457,9.035506,1.8234056,620,1.0176369,9.688149,8.706569,28.274022579193115,,10.815971,8.851095,17.301003,31.546745,14.076833,0.021212121,0.21212122,-208.88237,
17.684385,6.9104235e-19,19.311243,9.688149,0.11,,32,19.311243,0.61800236,9.54825164892118,2.2715664e-21,9.024757,1.0033689,640,2.1666854e-20,9.688149,8.691519,29.187241315841675,,10.784224,1.8803649e-19,6.9104333e-19,6.9337133e-19,14.186581,0.02727273,0.27272728,-423.69177,
12.710228,33.000004,27.794022,9.688149,0.11,,33,19.376299,0.61800236,9.243657008039602,33.000004,9.006363,1.0,660,1.0000001,9.688149,8.417721,30.270500898361206,,10.753451,8.417722,33.000004,33.000004,14.112004,0.02727273,0.27272728,-410.3615,
12.409569,17.000008,22.131601,9.688149,0.11,,34,13.701112,0.61800236,9.272345057693716,17.000008,8.9897995,1.4142137,680,1.0,9.688149,8.443258,31.39487624168396,,10.7235985,8.43049,24.04163,34.0,14.053345,0.02727273,0.27272728,-397.84375,
12.29864,11.666664,19.62415,9.688149,0.11,,35,11.186911,0.61800236,9.279049266992386,11.666664,8.974399,1.7320509,700,0.99999976,9.688149,8.450744,32.45034980773926,,10.694611,8.43724,20.207254,34.999992,13.9982195,0.02727273,0.27272728,-386.05518,
13.659614,11.446228,18.721672,9.688149,0.11,,36,9.533971,0.61800236,9.2334476296618,,8.958576,2.032343,720,1.0472274,9.688149,8.404756,33.475242376327515,,10.66644,9.1877,18.550112,37.700188,13.985399,0.019191919,0.1919192,-140.09958,
11.068369,7.394216,18.691616,9.688149,0.11,,37,7.7871914,0.61800236,9.633082496147725,,8.953475,2.488227,740,1.1835904,9.688149,8.769869,34.54035997390747,,10.639041,10.904426,17.600021,43.792847,13.905158,0.0030303032,0.030303031,-188.91153,0.11170662
-5.5118504,692.60486,186.63069,9.688149,0.11,,38,19.27629,0.61800236,10.034307084964846,692.60486,8.958247,1.0051881,760,18.321177,9.688149,9.134816,35.535922050476074,,10.615388,167.3544,692.6114,696.2047,13.396724,0.005050505,0.05050505,-140.91495,4.0393644e-08
18.26741,36.971542,28.168087,9.688149,0.11,,39,13.322582,0.61800236,9.974633419696579,23.101166,8.961399,1.4543952,780,1.6292657,9.688149,9.081171,36.72168445587158,,10.589412,14.845506,43.689198,63.54136,13.574458,0.005050505,0.05050505,-136.75284,4.1456666e-08
16.251556,19.465996,23.61903,9.688149,0.11,,40,10.643526,0.61800236,9.984404738247354,19.319904,8.964633,1.8204775,800,1.4255514,9.688149,9.090753,37.88446497917175,,10.564095,12.975504,31.322582,57.022057,13.647161,0.005050505,0.05050505,-132.85371,4.2519588e-08
