ReturnLastEpisode,target_sum_log_mean,ReturnMax,LQGsigma,IWMax,SqrtESSClassic,DenMISELogFirst,IWFirstEpisode,TimestepsSoFar,ReturnMin,IWNorm1,LQGmu01,IWMean,ReturnAbsMax,DenMISELogLast,TimeElapsed,Bound,DenMISEMeanLog,URet,ReturnStepMax,IWLastEpisode,Iteration,LQGmu1,ReturnMean,IWMin,MISE,ExplorationBonus,IWNorm2
9.380901,12.849516,9.380901,0.11,1.0042634,1.0,12.845262,1.0042634,20,,1.0,0.001010101,1.0042634,9.380901,12.845262,0.05590653419494629,28.182697,12.845262,10.303278693899255,0.55877954,1.0042634,1,0.01010101,9.380901,,9.420896,18.761803,1.0
9.249708,13.243401,9.380901,0.11,26.680061,1.4142135,12.847391,0.012274523,40,,2.0,0.0030303032,13.346168,9.380901,14.755722,1.701296329498291,136.71556,13.801557,10.166394052361602,0.55877954,26.680061,2,0.030303031,9.315305,,123.44896,13.266598,1.4142135
9.184156,15.828861,9.380901,0.11,2.9942307,1.7320509,12.448045,0.018299472,60,,3.0,0.0030303032,1.9344424,9.380901,19.903095,2.3878672122955322,28.660534,16.454817,10.085677680633932,0.55877954,2.9942307,3,0.030303031,9.271588,,17.828402,10.832131,1.7320508
