IWMin,Bound,IWMean,IWLastEpisode,ReturnMax,SqrtESSClassic,URet,TimeElapsed,ReturnMin,ExplorationBonus,Iteration,MISE,IWNorm2,IWNorm1,DenMISELogLast,IWMax,ReturnStepMax,LQGsigma,ReturnAbsMax,ReturnMean,DenMISEMeanLog,TimestepsSoFar,LQGmu1,target_sum_log_mean,ReturnLastEpisode,DenMISELogFirst,IWFirstEpisode,LQGmu01
,31.61408,,,15.80704,1.0,17.497854397219367,0.4082627296447754,,31.61408,1,,1e-10,1e-10,13.511501,,0.99233466,0.11,15.80704,15.80704,13.511501,20,-0.6678977,-328.60306,15.80704,13.511501,,-0.08051912
,52.381798,1.1797007,3.4268828e-23,16.867111,1.0,18.64163685236926,5.646769762039185,,33.734222,2,18.647577,2.3594015,2.3594015,0.89685535,2.3594015,0.99999225,0.11,16.867111,16.337076,6.857605,40,-0.09245645,-18.577095,16.867111,12.818355,2.3594015,-0.009271861
,56.907883,1.3738965,,16.867111,1.0,17.602376325329008,7.049759149551392,,33.734222,3,23.173662,4.1216893,4.1216893,-7.7838316,4.1216893,0.99999225,0.11,16.867111,16.196278,1.9665451,60,-0.60066456,-188.7798,15.914682,13.192077,,-0.06930732
,16.89122,,,16.89122,2.0,18.665059753819367,8.54120945930481,,16.89122,4,,2e-10,4e-10,-3.8299353,,0.99999225,0.11,16.89122,16.370014,0.5177969,80,0.31218326,-415.05075,16.89122,12.904395,,0.03228504
,nan,inf,inf,16.89122,nan,9.816662420745242,8.75141954421997,,nan,5,inf,inf,inf,-inf,inf,0.99999225,0.11,16.89122,14.889096,-inf,100,0.31218326,-363.22748,8.965428,12.681252,,0.03228504
,nan,inf,2.9999986,16.89122,nan,9.52534418079781,9.013062715530396,,nan,6,inf,inf,inf,17.334385,inf,0.99999225,0.11,16.89122,13.852464,-inf,120,0.31218326,-299.6174,8.669303,12.49893,,0.03228504
,nan,inf,2.3333328,16.89122,nan,9.508889190315251,9.390563488006592,,nan,7,inf,inf,inf,12.037334,inf,0.99999225,0.11,16.89122,13.110625,-inf,140,0.31218326,-254.97426,8.659588,12.344779,,0.03228504
,nan,inf,2.000001,16.89122,nan,9.536639702937938,9.630719661712646,,nan,8,inf,inf,inf,14.414664,inf,0.99999225,0.11,16.89122,12.557292,-inf,160,0.31218326,-221.214,8.683962,12.211247,,0.03228504
,nan,inf,1.8,16.89122,nan,9.513072081199443,9.948545455932617,,nan,9,inf,inf,inf,12.181153,inf,0.99999225,0.11,16.89122,12.124732,-inf,180,0.31218326,-195.2159,8.664253,12.093465,,0.03228504
