IWMean,ReturnMean,ReturnMax,IWMin,ReturnStepMax,URet,IWNorm2,MISE,IWLastEpisode,LQGsigma,DenMISELogLast,IWMax,ReturnLastEpisode,IWFirstEpisode,Iteration,IWNorm1,ReturnMin,TimeElapsed,DenMISEMeanLog,LQGmu1,target_sum_log_mean,Bound,LQGmu01,TimestepsSoFar,SqrtESSClassic,ReturnAbsMax,ExplorationBonus,DenMISELogFirst
1.0042634,9.380901,9.380901,,0.55877954,10.303278693899255,1.0042634,9.420896,1.0042634,0.11,12.845262,1.0042634,9.380901,1.0042634,1,1.0042634,,0.04632401466369629,12.845262,0.01010101,12.849516,28.182697,0.001010101,20,1.0,9.380901,18.761803,12.845262
13.346168,9.315305,9.380901,,0.55877954,10.166394052361602,13.340032,123.44896,26.680061,0.11,14.755722,26.680061,9.249708,0.012274523,2,13.346168,,1.8363690376281738,13.801557,0.030303031,13.243401,142.20213,0.0030303032,40,1.0004599,9.380901,18.753178,12.847391
1.9344424,9.271588,9.380901,,0.55877954,10.085677680633932,1.3644005,17.828402,2.9942307,0.11,19.903095,2.9942307,9.184156,0.018299472,3,1.9344423,,2.5751595497131348,16.454817,0.030303031,15.828861,31.061474,0.0030303032,60,1.4177965,9.380901,13.233071,12.448045
1.4764196,9.266199,9.380901,,0.55877954,10.15268805296383,0.84902483,13.624658,1.9556059,0.11,17.038534,1.9980755,9.2500305,0.024251372,4,1.4764196,,3.4255635738372803,16.723965,0.030303031,16.298954,24.413757,0.0030303032,80,1.7389592,9.380901,10.789099,12.166444
0.5394421,9.248004,9.380901,,0.55877954,10.07552934482122,0.49296325,5.0521975,0.13515884,0.11,17.106453,2.4600244,9.175225,2.4600244,5,0.5394421,,4.332128047943115,16.862463,0.01010101,14.152601,22.197464,0.001010101,100,1.0942847,9.380901,17.145267,11.949345
1.604926,9.241142,9.380901,,0.55877954,10.111530156621239,0.7162348,14.787572,1.8806412,0.11,10.141308,1.9980564,9.206833,0.024234401,6,1.6049259,,5.177333354949951,15.664851,0.030303031,15.588589,23.160454,0.0030303032,120,2.2407818,9.380901,8.372883,12.167144
1.4622754,9.23224,9.380901,,0.55979556,10.090698711314747,0.5954632,13.464686,1.7206001,0.11,14.240186,1.7487226,9.178826,0.02815973,7,1.4622753,,6.020710229873657,15.528163,0.030303031,15.473485,21.104809,0.0030303032,140,2.4556937,9.380901,7.6401234,12.017024
0.67680955,9.272421,9.553689,,0.57715887,10.522380419794905,0.44726118,6.393588,2.4333546,0.11,18.9792,2.6169472,9.553689,2.6169472,8,0.67680955,,7.0156543254852295,16.00637,0.01010101,13.709574,19.020462,0.001010101,160,1.5132312,9.553689,12.626873,11.887507
2.4407993e-09,9.304881,9.564552,,0.5836317,10.531545182766319,2.4279743e-09,2.2417161e-08,1.6124811e-18,0.11,16.619677,2.1851669e-08,9.564552,9.770604e-20,9,2.4407996e-09,,7.902750015258789,16.0358,0.07070707,-13.491632,19.028591,0.0070707067,180,1.0052823,9.564552,19.028591,12.052734
32.438736,9.290056,9.564552,,0.5836317,10.051260323522369,32.433483,297.0301,324.33484,0.11,9.212082,324.33484,9.156642,1.066201e-08,10,32.438732,,8.744622468948364,15.258606,0.05050505,7.122229,316.1561,0.005050505,200,1.0001619,9.564552,19.126009,11.947374
1.7483112,9.2738495,9.564552,,0.5836317,10.009608478690645,1.2404058,15.974152,8.50287,0.11,15.858103,10.670991,9.111789,1.1728212e-08,11,1.748311,,9.600032806396484,15.545987,0.05050505,8.110981,29.546024,0.005050505,220,1.409467,9.564552,13.571872,11.852064
1.1864098,9.259952,9.564552,,0.5836317,10.003843192429693,0.70461243,10.831609,3.0337062,0.11,16.73624,5.9089055,9.107067,1.2794388e-08,12,1.1864098,,10.486860752105713,15.670077,0.05050505,8.922235,22.192442,0.005050505,240,1.6837765,9.564552,11.360833,11.765053
1.170722,9.245568,9.564552,,0.5836317,9.96562682993649,0.59228754,10.668797,4.2923846,0.11,13.96464,4.2923846,9.072963,1.3860602e-08,13,1.170722,,11.362165927886963,15.541376,0.05050505,9.422176,20.346525,0.005050505,260,1.9766109,9.564552,9.677729,11.68501
6.018517e-17,9.234789,9.564552,,0.5836317,9.988610855762355,6.010004e-17,5.4736735e-16,8.414005e-16,0.11,11.788706,8.414005e-16,9.094677,,14,6.0185185e-17,,12.419613122940063,15.277698,0.11111111,-65.86623,19.102041,0.011111111,280,1.0014168,9.564552,19.102041,11.610902
0.9999996,9.217793,9.564552,,0.5836317,9.862436609543918,0.9999996,8.979835,14.999993,0.11,10.174852,14.999993,8.979839,,15,0.9999996,,13.375692367553711,14.8731165,0.11111111,-60.616287,28.10894,0.011111111,300,1.0,9.564552,19.129105,11.541909
0.9999995,9.203114,9.564552,,0.5836317,9.86669148374801,0.7071065,8.981375,7.999996,0.11,14.737301,7.999996,8.982918,,16,0.9999995,,14.263400554656982,14.847444,0.11111111,-55.776726,22.507694,0.011111111,320,1.4142135,9.564552,13.5263195,11.47737
1.0000002,9.190708,9.564552,,0.5836317,9.877219887391876,0.57735044,8.984994,5.6666718,0.11,16.83046,5.6666718,8.992218,,17,1.0000002,,15.135863304138184,14.954735,0.11111111,-51.40368,20.029188,0.011111111,340,1.7320507,9.564552,11.044194,11.416746
1.1348448,9.179384,9.564552,,0.5836317,9.871077238190848,0.50960785,10.337581,8.8335736e-20,0.11,11.1817665,4.468033,8.986876,1.9191601e-08,18,1.1348448,,16.022236824035645,14.739088,0.05050505,0.24258725,18.927603,0.005050505,360,2.2268982,9.564552,8.590022,11.359588
1.3834023,9.174356,9.564552,,0.5836317,9.977465747161673,0.4953789,12.722086,2.5377824,0.11,14.076592,3.728083,9.08387,0.05736285,19,1.3834023,,17.002110481262207,14.706799,0.030303031,-3.9804897,19.571978,0.0030303032,380,2.7926145,9.564552,6.849891,11.30552
1.3416307,9.181387,9.564552,,0.5836317,10.216564643899478,0.44905192,12.357336,3.3012323,0.11,14.144291,3.3012323,9.314985,0.060200203,20,1.3416308,,17.93241047859192,14.693649,0.030303031,-3.0145361,18.759962,0.0030303032,400,2.9876964,9.564552,6.4026265,11.257241
0.9999998,9.180998,9.564552,,0.5836317,10.073466164819726,0.4999999,8.985461,,0.11,15.942101,5.249999,9.173218,,21,0.9999998,,18.654872179031372,14.766169,0.11111111,-50.60069,18.550014,0.011111111,420,2.0,9.564552,9.564552,11.211456
6.5532293e-19,9.171957,9.564552,,0.5836317,9.863470929204354,6.5007416e-19,5.8861548e-18,1.430161e-17,0.11,4.8425126,1.430161e-17,8.982079,,22,6.553449e-19,,19.557783603668213,14.31126,0.17171717,-191.40474,18.975256,0.017171716,440,1.0081079,9.564552,18.975256,11.164937
1.0,9.156692,9.564552,,0.5836317,9.687974211086196,1.0,8.820846,23.0,0.11,14.306591,23.0,8.820846,,23,1.0,,20.404660940170288,14.268538,0.17171717,-182.32443,27.949951,0.017171716,460,1.0,9.564552,19.129105,11.120485
0.51418704,9.141758,9.564552,,0.5836317,9.662553043072368,0.50205946,4.5242486,12.045824,0.11,12.882797,12.045824,8.7983,,24,0.51418704,,21.29646110534668,14.1988945,0.1919192,-237.60345,23.202175,0.019191919,480,1.0241556,9.564552,18.677927,11.077926
1.3461084,9.125628,9.564552,,0.5836317,9.59770736788452,1.0542399,11.783965,24.994972,0.11,13.806415,24.994972,8.738514,,25,1.3461086,,22.17605686187744,14.160763,0.1919192,-227.41832,26.765419,0.019191919,500,1.2768523,9.564552,14.981455,11.037104
1.151442,9.112792,9.564552,,0.5836317,9.655603542965455,0.6813061,10.098612,10.114843,0.11,15.748914,12.998694,8.791871,,26,1.151442,,23.21483039855957,14.222342,0.1919192,-217.97673,21.417267,0.019191919,520,1.690051,9.564552,11.318656,10.997883
