IWMean,ReturnMean,ReturnMax,IWMin,ReturnStepMax,URet,IWNorm2,MISE,IWLastEpisode,LQGsigma,DenMISELogLast,IWMax,ReturnLastEpisode,IWFirstEpisode,Iteration,IWNorm1,ReturnMin,TimeElapsed,DenMISEMeanLog,LQGmu1,target_sum_log_mean,Bound,LQGmu01,TimestepsSoFar,SqrtESSClassic,ReturnAbsMax,ExplorationBonus,DenMISELogFirst
0.7771461,9.100436,9.564552,,0.5836317,9.642684120616488,0.52819616,6.8476257,0.4169793,0.11,15.781886,13.020418,8.779177,,27,0.7771461,,24.107545375823975,14.279667,0.17171717,-153.2799,19.848938,0.017171716,540,1.471321,9.564552,13.001313,10.960142
0.06816112,9.090883,9.564552,,0.5836317,9.698864795406575,0.06800249,0.5956336,4.1797494e-09,0.11,15.525256,1.9040657,8.832966,,28,0.06816112,,24.98577904701233,14.31293,0.21212122,-266.16586,19.680222,0.021212121,560,1.0023327,9.564552,19.084587,10.923775
0.9845469,9.077473,9.564552,,0.5836317,9.559743096740585,0.92291474,8.56982,26.700754,0.11,15.922484,26.700754,8.701952,,29,0.9845469,,25.994588613510132,14.336825,0.21212122,-256.32544,26.501453,0.021212121,580,1.0667799,9.564552,17.931633,10.888683
1.0386659,9.064173,9.564552,,0.5836317,9.530477688083336,0.6947345,9.028906,14.978565,0.11,13.547427,14.978565,8.678488,,30,1.0386659,,26.8945631980896,14.30156,0.21212122,-247.23946,21.82383,0.021212121,600,1.4950544,9.564552,12.794923,10.854782
1.0176369,9.052637,9.564552,,0.5836317,9.562032415144143,0.5580969,8.851095,9.422457,0.11,7.2414193,10.3234825,8.706569,,31,1.017637,,27.97198247909546,14.069659,0.21212122,-238.95804,19.34196,0.021212121,620,1.8234056,9.564552,10.490867,10.821992
2.433551e-09,9.041352,9.564552,,0.5836317,9.54825164892118,2.378836e-09,2.1120291e-08,1.6802186e-09,0.11,17.684385,7.6104165e-08,8.691519,,32,2.433551e-09,,28.86885976791382,14.179632,0.25252524,-375.33893,18.699015,0.025252525,640,1.0230007,9.564552,18.699015,10.790243
1.0000001,9.025259,9.564552,,0.5836317,9.345895874358806,1.0000001,8.5103035,33.000004,0.11,13.814644,33.000004,8.510303,,33,1.0000001,,29.79113793373108,14.138733,0.25252524,-363.44046,27.639408,0.025252525,660,1.0,9.564552,19.129105,10.759472
0.9999995,9.010933,9.564552,,0.5836317,9.376671195669198,0.7071065,8.524227,16.999992,0.11,12.40957,16.999992,8.538159,,34,0.9999995,,30.734013319015503,14.079287,0.25252524,-352.30273,22.050547,0.025252525,680,1.4142135,9.564552,13.5263195,10.729619
0.99999976,8.9976225,9.564552,,0.5836317,9.382851485390566,0.57735014,8.531168,11.666664,0.11,12.29864,11.666664,8.545048,,35,0.99999976,,31.636704921722412,14.02342,0.25252524,-341.81534,19.575363,0.025252525,700,1.7320508,9.564552,11.044194,10.700631
1.0472274,8.98387,9.564552,,0.5836317,9.340689460007424,0.51528084,9.1877,8.19746e-23,0.11,13.659614,11.446228,8.502535,,36,1.0472275,,32.56421756744385,14.0099,0.1919192,-158.68823,18.60004,0.019191919,720,2.0323431,9.564552,9.41234,10.672461
0.87544745,8.978201,9.564552,,0.5836317,9.637353884315253,0.4877404,7.7204027,0.31736428,0.11,11.600044,12.256844,8.77414,,37,0.8754474,,33.66960597038269,13.943366,0.17171717,-118.79409,18.377853,0.017171716,740,1.7949045,9.564552,10.65745,10.6450615
1.2664633,8.973016,9.564552,,0.5836317,9.646897066439998,0.51115686,11.11216,8.4076,0.11,11.902867,9.171481,8.781162,,38,1.2664632,,34.5976037979126,13.88413,0.1919192,-149.60384,18.832853,0.019191919,760,2.4776409,9.564552,7.720693,10.618393
1.0000002,8.967166,9.564552,,0.5836317,9.603830850198232,0.5000001,8.5240135,1.5986226e-16,0.11,19.457993,9.750002,8.744867,,39,1.0000002,,35.537914991378784,14.03128,0.25252524,-308.97748,18.088566,0.025252525,780,2.0,9.564552,9.564552,10.592418
1.3074452,8.956117,9.564552,,0.5836317,9.362646346842451,0.41258386,12.036961,,0.11,16.034454,5.6670504,8.525199,0.12003908,40,1.307445,,36.48734974861145,14.078989,0.030303031,-191.37564,18.073437,0.0030303032,800,3.1689196,9.564552,6.036475,10.5671
1.0222725,8.960328,9.564552,,0.5836317,10.027403189995841,0.4834311,8.890716,,0.11,-13.205023,10.237793,9.128782,,41,1.0222725,,37.41680335998535,13.419415,0.21212122,-190.65068,17.93684,0.021212121,820,2.1146188,9.564552,9.046124,10.5454035
1.2609749,8.954751,9.564552,,0.5836317,9.58060541867751,0.45549548,11.05719,1.894251,0.11,-11.952366,8.165075,8.7261,,42,1.2609749,,38.51354479789734,12.813738,0.1919192,-144.1194,17.967098,0.019191919,840,2.7683587,9.564552,6.9099083,10.521306
0.74146,8.949786,9.564552,,0.5836317,9.603082439572272,0.40863174,7.0319605,,0.11,17.49749,10.503829,8.741265,10.503829,43,0.74145997,,39.57913661003113,12.92684,0.01010101,-251.21593,17.574348,0.001010101,860,1.8144943,9.564552,10.542389,10.497776
6.4712247e-10,8.97743,10.166096,,0.67473066,11.237658369250061,5.9850125e-10,6.54305e-09,2.6288406e-08,0.11,-0.816621,2.6288406e-08,10.166096,1.3800292e-09,44,6.4712247e-10,,40.51151156425476,12.607229,-0.030303031,-385.28986,18.804543,-0.0030303032,880,1.0812383,10.166096,18.804543,10.693339
0.9932338,9.06152,12.761452,,0.81418777,14.109061785473124,0.9932338,12.675106,44.695522,0.11,8.847799,44.695522,12.761452,1.4113954e-09,45,0.9932338,,41.34985542297363,12.501713,-0.030303031,-376.44684,38.19801,-0.0030303032,900,1.0,12.761452,25.522903,10.670866
0.44442335,9.154728,13.349117,,0.8968268,14.793388103414301,0.43697092,5.668683,0.24908163,0.11,13.476733,20.099026,13.349117,0.02125775,46,0.44442332,,42.322224140167236,12.516402,-0.01010101,-296.0209,31.919224,-0.001010101,920,1.0170547,13.349117,26.25054,10.648888
1.2465485,9.182201,13.349117,,0.8968268,11.539557157084737,0.9832339,13.7399435,43.9458,0.11,15.314711,43.9458,10.445974,0.021709856,47,1.2465485,,43.30239462852478,12.562765,-0.01010101,-289.31625,34.79858,-0.001010101,940,1.2678046,13.349117,21.058636,10.627843
0.78152895,9.210332,13.349117,,0.8968268,11.612149704775081,0.5617879,10.216456,0.4831729,0.11,15.824553,23.742844,10.532484,1.5041e-09,48,0.78152895,,44.42057132720947,12.629542,-0.030303031,-351.93936,29.407997,-0.0030303032,960,1.391146,13.349117,19.191542,10.607251
1.1488371,9.261675,13.349117,,0.8968268,12.980906546639956,0.7008082,12.481351,0.13555449,0.11,16.446905,23.433065,11.726121,0.022623213,49,1.1488371,,45.409839153289795,12.700688,-0.01010101,-276.82544,28.767685,-0.001010101,980,1.6393031,13.349117,16.286333,10.586633
1.0911166e-17,9.280112,13.349117,,0.8968268,11.251809727278314,1.09111666e-17,1.4565444e-16,,0.11,9.822099,5.455583e-16,10.183552,,50,1.0911215e-17,,46.363529205322266,12.642498,-0.11111111,-706.1139,26.698114,-0.011111111,1000,1.0000045,13.349117,26.698114,10.566891
346.87323,9.392913,15.032969,,0.9812555,16.66932887499986,346.87308,5214.534,17690.527,0.11,-3.3957486,17690.527,15.032969,1.7635784e-37,51,346.87323,,47.33181047439575,12.308608,-0.07070707,-491.07288,5244.6,-0.0070707067,1020,1.0000005,15.032969,30.065924,10.547089
1.9892853,9.50434,15.187122,,0.9812555,16.810578735843983,1.4065424,30.057552,51.585007,0.11,7.808909,51.85052,15.187122,1.798156e-37,52,1.9892855,,48.30544924736023,12.315569,-0.07070707,-481.40317,51.53394,-0.0070707067,1040,1.4143089,15.187122,21.476387,10.527671
1.4957892,9.594579,15.187122,,0.9812555,15.837622770931612,0.8635135,22.190914,26.413677,0.11,12.021234,26.461859,14.287001,1.8327403e-37,53,1.4957892,,49.33967566490173,12.317383,-0.07070707,-472.03146,39.725853,-0.0070707067,1060,1.7322128,15.187122,17.534939,10.508622
1.3291824,9.688935,15.187122,,0.9812555,16.300090064673466,0.6645226,19.670862,17.872814,0.11,12.047406,17.98272,14.689779,1.8673201e-37,54,1.3291824,,50.322067975997925,12.316512,-0.07070707,-463.01367,34.856415,-0.0070707067,1080,2.0002065,15.187122,15.1855545,10.48993
1.2473085,9.791367,15.322615,,0.98900825,16.979794272495617,0.5577511,18.589737,13.727158,0.11,12.585534,13.740098,15.322615,1.9018992e-37,55,1.2473085,,51.32366466522217,12.324254,-0.07070707,-454.31876,32.29317,-0.0070707067,1100,2.2363174,15.322615,13.703435,10.471581
1.1981424,9.868999,15.322615,,0.98900825,15.664567380203952,0.48908257,17.704031,11.189684,0.11,12.340812,11.193545,14.138864,1.9364835e-37,56,1.1981425,,52.36195111274719,12.326739,-0.07070707,-445.94244,30.213434,-0.0070707067,1120,2.4497755,15.322615,12.509403,10.453563
1.1651189,9.952965,15.322615,,0.98900825,16.265823657441786,0.44032067,17.195866,9.482887,0.11,15.623547,9.495439,14.654989,1.9710646e-37,57,1.1651189,,53.50402593612671,12.3863535,-0.07070707,-437.8053,28.777283,-0.0070707067,1140,2.646069,15.322615,11.581417,10.435863
0.8545372,10.0319395,15.322615,,0.98900825,16.120341110093836,0.49937546,10.726752,0.0042855022,0.11,16.431772,19.173248,14.533537,1.816611e-09,58,0.85453725,,54.65598702430725,12.457592,-0.030303031,-289.77826,28.635246,-0.0030303032,1160,1.7112119,15.322615,17.908495,10.418471
1.1413895,10.069861,15.322615,,0.98900825,13.548475180524756,0.4034945,16.813452,0.0017440391,0.11,7.2107744,8.425941,12.269373,2.0402222e-37,59,1.1413894,,55.68795442581177,12.364584,-0.07070707,-422.63556,27.6469,-0.0070707067,1180,2.8287606,15.322615,10.833447,10.401377
1.0974991,10.152909,15.322615,,0.98900825,16.686621770438308,0.5686221,11.725876,7.862097e-08,0.11,13.514444,19.28081,15.052711,0.027689135,60,1.0974991,,56.699535608291626,12.385004,-0.01010101,-226.0848,27.603386,-0.001010101,1200,1.9301028,15.322615,15.877511,10.384569
1.1238328,10.165996,15.322615,,0.98900825,12.074881419330906,0.3745661,16.59503,2.7699544e-12,0.11,13.088871,7.6229267,10.951189,2.1084094e-37,61,1.1238327,,57.52952599525452,12.39607,-0.07070707,-408.7458,26.808884,-0.0070707067,1220,3.0003588,15.322615,10.213855,10.368502
0.06676055,10.232903,15.322615,,0.98900825,15.883232390611948,0.057007745,0.6073888,,0.11,14.04567,3.506404,14.314153,5.351014e-19,62,0.06676055,,58.52092123031616,12.423758,0.07070707,-103.386986,26.77577,0.0070707067,1240,1.1710786,15.322615,26.16838,10.3522415
0.55974954,10.215516,15.322615,,0.98900825,10.031945943614684,0.49899796,5.1122775,31.252245,0.11,-4.1150045,31.252245,9.137645,5.437333e-19,63,0.5597495,,59.75900959968567,12.146526,0.07070707,-101.756615,32.431477,0.0070707067,1260,1.121747,15.322615,27.319199,10.336241
0.7244308,10.197357,15.322615,,0.98900825,9.943830319494342,0.4719752,6.5891943,21.244034,0.11,16.596489,21.244034,9.053292,5.523633e-19,64,0.7244308,,60.74103617668152,12.207823,0.07070707,-99.85959,26.554924,0.0070707067,1280,1.5348916,15.322615,19.965729,10.320493
3.4129906,10.179452,15.322615,,0.98900825,9.921402612626741,3.4017792,30.831161,221.11536,0.11,13.204053,221.11536,9.033503,1.6469453e-34,65,3.4129906,,61.71097803115845,12.217616,0.09090909,-92.747795,61.375725,0.00909091,1300,1.0032958,15.322615,30.544561,10.304988
1.3492242,10.161791,15.322615,,0.98900825,9.900910133036234,0.9574716,12.177027,37.304497,0.11,16.260502,51.00603,9.013875,1.6722811e-34,66,1.3492241,,62.75442552566528,12.28646,0.09090909,-91.04131,33.924294,0.00909091,1320,1.4091531,15.322615,21.747267,10.289721
1.2982624,10.144768,15.322615,,0.98900825,9.908644733746229,0.7487523,11.714677,32.834503,0.11,10.193422,32.834503,9.021273,1.6976182e-34,67,1.2982624,,63.6893846988678,12.255807,0.09090909,-89.47824,29.388828,0.00909091,1340,1.733901,15.322615,17.674152,10.274683
0.9508555,10.128122,15.322615,,0.98900825,9.899893761157537,0.45393854,11.7688465,,0.11,2.041504,16.948643,9.012858,2.128838e-09,68,0.9508556,,64.54643607139587,12.106882,-0.030303031,-260.999,26.398882,-0.0030303032,1360,2.094679,15.322615,14.630035,10.259868
1.2368098,10.138282,15.322615,,0.98900825,11.95724188659749,0.615036,11.156629,,0.11,5.8514385,22.693356,10.829099,1.7482888e-34,69,1.2368098,,65.75767183303833,12.014323,0.09090909,-88.1491,26.395771,0.00909091,1380,2.010955,15.322615,15.239141,10.245269
0.0012932643,10.123032,15.322615,,0.98900825,9.958764478703943,0.0011077557,0.011420834,2.3949625e-22,0.11,-2.929673,0.07624707,9.0707245,,70,0.0012932643,,66.79581308364868,11.802075,0.15151516,-128.90598,26.260832,0.015151516,1400,1.1674635,15.322615,26.24941,10.230881
6.3368373,10.106188,15.322615,,0.98900825,9.804174118036011,6.317633,56.571064,448.55078,0.11,11.7954445,448.55078,8.927168,,71,6.336837,,67.95617628097534,11.788015,0.13131313,-103.782005,87.12342,0.013131313,1420,1.0030397,15.322615,30.552359,10.216696
1.7904464,10.090103,15.322615,,0.98900825,9.827231361188678,1.2530764,16.00364,65.382645,0.11,11.47843,65.382645,8.948069,,72,1.7904463,,68.99926137924194,11.797832,0.13131313,-102.123116,37.451263,0.013131313,1440,1.4288404,15.322615,21.447622,10.202709
1.365829,10.074103,15.322615,,0.98900825,9.799063849072237,0.7795218,12.201886,29.767647,0.11,14.598996,34.741882,8.922072,,73,1.3658291,,70.11933898925781,11.840235,0.13131313,-100.47769,29.692085,0.013131313,1460,1.7521371,15.322615,17.4902,10.188916
1.2685484,10.058621,15.322615,,0.98900825,9.806848941452351,0.62569803,11.331265,23.768738,0.11,16.072933,23.861652,8.928526,,74,1.2685484,,71.16730165481567,11.899291,0.13131313,-98.85987,26.4467,0.013131313,1480,2.0274131,15.322615,15.115434,10.17531
1.2439469,10.043677,15.322615,,0.98900825,9.817902032250167,0.52059513,13.378265,,0.11,13.194432,18.147778,8.937761,0.034595445,75,1.2439468,,72.15486717224121,11.918063,-0.01010101,-208.28456,26.203377,-0.001010101,1500,2.3894706,15.322615,12.825112,10.161887
1.1099075,10.03665,15.322615,,0.98900825,10.462945659520946,0.35094962,16.33923,1.9290575e-31,0.11,-2.649539,8.4419155,9.509626,2.62566e-37,76,1.1099075,,73.18415212631226,11.728127,-0.07070707,-393.6895,26.029163,-0.0070707067,1520,3.1625836,15.322615,9.689935,10.149103
1.0983714,10.0882015,15.322615,,0.98900825,15.555034129904728,0.33113945,16.09835,7.648103,0.11,0.68960583,7.6979246,14.006113,2.6602003e-37,77,1.0983714,,74.20771598815918,11.585536,-0.07070707,-388.54123,25.337341,-0.0070707067,1540,3.316945,15.322615,9.238992,10.136031
1.0895141,10.147158,15.322615,,0.98900825,16.253088787030823,0.31448486,15.971228,7.085671,0.11,12.264304,7.0891724,14.68675,2.6947427e-37,78,1.0895141,,75.2516417503357,11.594923,-0.07070707,-383.3776,24.816877,-0.0070707067,1560,3.4644406,15.322615,8.84565,10.123128
1.2191153,10.20432,15.322615,,0.98900825,16.267541961668,0.5374617,10.891173,,0.11,13.893017,19.645252,14.6630535,,79,1.2191153,,76.68069887161255,11.624637,0.13131313,-101.96481,24.401493,0.013131313,1580,2.2682831,15.322615,13.51032,10.110389
1.1928941,10.189127,15.322615,,0.98900825,9.87002239251375,0.52952653,10.772788,0.00014697883,0.11,-14.555458,19.79935,8.988815,2.026071e-34,80,1.1928941,,78.30878806114197,11.298643,0.09090909,-82.19676,24.376226,0.00909091,1600,2.252756,15.322615,13.603438,10.09781
1.0819606,10.174622,15.322615,,0.98900825,9.901579004090179,0.30005226,15.860795,,0.11,16.62961,6.748478,9.014187,2.798393e-37,81,1.0819606,,79.88365006446838,11.365417,-0.07070707,-379.46136,24.359413,-0.0070707067,1620,3.6059072,15.322615,8.498618,10.085387
0.57119894,10.2252245,15.322615,,0.98900825,15.923419587366764,0.3526569,5.1944237,1.702883e-36,0.11,4.1035447,20.236792,14.324101,7.0738945e-19,82,0.57119894,,81.92073941230774,11.277412,0.07070707,-85.53605,24.114717,0.0070707067,1640,1.6197016,15.322615,18.920294,10.073117
0.7709517,10.212356,15.322615,,0.98900825,10.048919238209088,0.363233,9.559903,,0.11,5.3302164,16.54917,9.157067,2.5972362e-09,83,0.77095175,,83.01199626922607,11.200019,-0.030303031,-244.1772,23.998367,-0.0030303032,1660,2.1224716,15.322615,14.438464,10.060996
1.0717419,10.246682,15.322615,,0.98900825,14.524884973593974,0.28643262,15.686529,0.00016737219,0.11,11.442366,6.4599376,13.095813,2.902042e-37,84,1.0717418,,84.10989999771118,11.199549,-0.07070707,-368.5726,23.876743,-0.0070707067,1680,3.741689,15.322615,8.190213,10.04902
1.0209625,10.290163,15.322615,,0.98900825,15.481948620292103,0.41986293,10.986511,1.9669261e-07,0.11,11.179636,16.493385,13.942538,0.039190076,85,1.0209625,,85.3120231628418,11.199769,-0.01010101,-189.02863,23.589127,-0.001010101,1700,2.4316566,15.322615,12.602614,10.037186
1.0669221,10.303115,15.322615,,0.98900825,12.61325166942078,0.27547175,15.566342,5.1096545e-12,0.11,13.183085,6.1414423,11.404085,2.9697743e-37,86,1.0669221,,86.63241267204285,11.222226,-0.07070707,-359.99924,23.478724,-0.0070707067,1720,3.8730726,15.322615,7.9123816,10.02595
2.4018105e-09,10.346401,15.322615,,0.98900825,15.606475476051802,1.8166912e-09,2.0427496e-08,,0.11,6.782297,1.457386e-07,14.069011,,87,2.4018105e-09,,87.74303579330444,11.171612,0.2929293,-559.9658,23.179564,0.02929293,1740,1.3220797,15.322615,23.179564,10.014389
1.5652253e-13,10.324367,15.322615,,0.98900825,9.223658160674931,1.5652251e-13,1.3159381e-12,1.3773981e-11,0.11,-59.73938,1.3773981e-11,8.40734,,88,1.5652253e-13,,88.83680319786072,10.3545065,0.3131313,-651.4623,30.645226,0.031313132,1760,1.0000001,15.322615,30.645226,10.002961
0.99814546,10.300487,15.322615,,0.98900825,9.005798550765,0.99814546,8.183854,88.834946,0.11,16.992472,88.834946,8.1990595,,89,0.99814546,,90.41380548477173,10.417916,0.3131313,-643.90106,38.829082,0.031313132,1780,1.0,15.322615,30.64523,9.991661
0.07710484,10.277626,15.322615,,0.98900825,9.054100405235042,0.07618183,0.6355343,6.855856,0.11,12.095948,6.855856,8.242998,,90,0.07710484,,92.56674289703369,10.433206,0.2929293,-541.76276,30.913916,0.02929293,1800,1.0121158,15.322615,30.278381,9.980488
1.2513582e-09,10.255664,15.322615,,0.98900825,9.095605729678164,1.2512216e-09,1.0259966e-08,2.1594377e-15,0.11,14.785093,1.1386116e-07,8.279074,,91,1.2513582e-09,,94.61903595924377,10.470917,0.35353535,-844.5473,30.641884,0.035353538,1820,1.0001092,15.322615,30.641884,9.969439
1.0,10.230218,15.322615,,0.98900825,8.689954424337508,1.0,7.914658,92.0,0.11,11.690444,92.0,7.914658,,92,1.0,,96.47771453857422,10.473362,0.35353535,-835.1912,38.559887,0.035353538,1840,1.0,15.322615,30.64523,9.958509
0.24935794,10.206445,15.322615,,0.98900825,8.803682390337821,0.24381089,2.00068,22.668612,0.11,10.875474,22.668612,8.0193205,,93,0.24935794,,98.89563131332397,10.474444,0.33333334,-716.398,31.964195,0.033333335,1860,1.0227515,15.322615,29.963516,9.947699
1.1818452,10.183917,15.322615,,0.98900825,8.8855911831448,0.9997003,9.546749,92.14699,0.11,9.235332,92.14699,8.088852,,94,1.1818452,,100.85155010223389,10.45306,0.33333334,-708.63043,35.468964,0.033333335,1880,1.1821995,15.322615,25.922215,9.937003
0.12381021,10.161836,15.322615,,0.98900825,8.88277163593019,0.12379604,0.9799169,2.4659478e-08,0.11,15.615002,11.760624,8.086138,,95,0.1238102,,103.00462698936462,10.50606,0.37373737,-925.1556,31.62164,0.037373737,1900,1.0001144,15.322615,30.641722,9.926421
