ReturnMean,IWMin,IWNorm1,ReturnStepMax,ReturnMax,LQGsigma,IWMean,LQGmu1,URet,Iteration,DenMISELogFirst,Bound,ExplorationBonus,ReturnLastEpisode,target_sum_log_mean,SqrtESSClassic,ReturnMin,TimeElapsed,DenMISEMeanLog,IWNorm2,IWMax,ReturnAbsMax,MISE,TimestepsSoFar,IWFirstEpisode,LQGmu01,DenMISELogLast,IWLastEpisode
11.947607,,88.59758,0.98656696,15.232155,0.11,0.96301717,-0.030303031,15.170583443892587,92,10.729292,16.803118,4.601733,13.682646,-14.564382,3.3717022,,89.95186686515808,13.944668,26.27681,13.072127,15.232155,12.201385,1840,1.3312962e-09,-0.0030303032,16.32068,4.0166783
11.974303,,98.981445,0.98656696,15.232155,0.11,1.0643166,-0.05050505,15.948913846047573,93,10.718481,17.022549,2.3322577,14.430365,-29.221647,6.636495,,90.87970685958862,13.950805,14.914717,2.5174832,15.232155,14.69029,1860,2.6334454e-21,-0.005050505,14.584815,2.4534526
11.998998,,100.11333,0.98656696,15.232155,0.11,1.0650353,-0.05050505,15.868593112888856,94,10.707786,17.012602,2.2992198,14.295526,-28.76441,6.7157707,,91.96117830276489,13.939939,14.907198,2.4774868,15.232155,14.713382,1880,2.661765e-21,-0.005050505,12.872313,2.4263864
12.014855,,101.27483,0.98656696,15.232155,0.11,1.0660509,-0.05050505,14.98530400876744,95,10.697204,16.987358,2.2674737,13.505518,-28.256716,6.793773,,93.03539085388184,13.989383,14.907008,2.4395468,15.232155,14.719885,1900,2.6900812e-21,-0.005050505,18.579208,2.4289215
12.044556,,101.15385,0.987427,15.232155,0.11,1.0536859,-0.05050505,16.490631834038638,96,10.686732,16.803967,2.2420723,14.866074,-27.834204,6.854819,,94.27475786209106,13.97125,14.756604,2.4035056,15.232155,14.561893,1920,2.7183978e-21,-0.005050505,12.189514,1.1218058
12.061891,,102.089096,0.987427,15.232155,0.11,1.052465,-0.05050505,15.214509025243734,97,10.67637,16.755404,2.2119572,13.726148,-27.345995,6.932283,,95.37080669403076,14.021205,14.72662,2.3692234,15.232155,14.543447,1940,2.7467195e-21,-0.005050505,18.769674,2.1216445
12.084964,,103.09364,0.987427,15.232155,0.11,1.051976,-0.05050505,15.91344073508622,98,10.666113,16.731184,2.1829216,14.322992,-26.908407,7.0086904,,96.51493453979492,14.029289,14.709402,2.3365774,15.232155,14.548263,1960,2.775029e-21,-0.005050505,14.767181,2.161022
12.109821,,112.88886,0.987427,15.232155,0.11,1.1402916,-0.01010101,16.14703225262646,99,10.655961,16.5252,3.894615,14.545941,-6.0276423,3.9196448,,97.72314929962158,14.030395,28.800789,8.741554,15.232155,12.630585,1980,0.021107918,-0.001010101,14.092756,3.1972642e-09
12.128317,,104.65811,0.987427,15.232155,0.11,1.0465811,-0.05050505,15.420636859382906,100,10.646124,16.624775,2.1460729,13.959304,-26.108505,7.0976887,,98.84962749481201,14.018735,14.745379,2.3287377,15.232155,14.478702,2000,2.8310572e-21,-0.005050505,12.75951,1.2701485
12.146575,,105.75015,0.987427,15.232155,0.11,1.0470312,-0.05050505,15.481273883717627,101,10.636173,16.60749,2.1191106,13.972344,-25.71435,7.1725135,,100.74401497840881,14.00821,14.743807,2.298499,15.232155,14.4883795,2020,2.859374e-21,-0.005050505,12.914776,2.195273
12.161554,,106.92764,0.987427,15.232155,0.11,1.0483103,-0.05050505,15.113006482928222,102,10.626321,16.596071,2.0931895,13.674438,-25.300068,7.2459173,,102.23243069648743,14.025472,14.75695,2.2696073,15.232155,14.502882,2040,2.8876877e-21,-0.005050505,15.727558,2.2592287
12.187529,,107.6842,0.987427,15.232155,0.11,1.0454776,-0.05050505,16.448690529936233,103,10.616565,16.549852,2.0680356,14.836931,-24.9087,7.3186927,,104.10675382614136,14.029637,14.713584,2.2419722,15.232155,14.481816,2060,2.9159926e-21,-0.005050505,14.41158,1.8205962
12.200911,,108.844215,0.987427,15.232155,0.11,1.046579,-0.05050505,15.034153321600849,104,10.606903,16.535423,2.0436935,13.579191,-24.48644,7.39057,,105.39760088920593,14.070319,14.727445,2.2155142,15.232155,14.49173,2080,2.9443054e-21,-0.005050505,18.220285,2.1948543
12.22515,,109.755844,0.987427,15.232155,0.11,1.0452938,-0.05050505,16.331492619082987,105,10.597334,16.510782,2.0199184,14.746127,-24.05571,7.4623294,,107.11226177215576,14.127976,14.707987,2.19016,15.232155,14.490864,2100,2.9726094e-21,-0.005050505,20.082705,1.9298276
12.238799,,110.90558,0.987427,15.232155,0.11,1.0462791,-0.05050505,15.167367969252892,106,10.587855,16.498074,1.9970301,13.672037,-23.690348,7.5326886,,109.02273297309875,14.126298,14.72324,2.1658416,15.232155,14.501044,2120,3.0009224e-21,-0.005050505,13.909918,2.1448183
12.259357,,112.00516,0.987427,15.232155,0.11,1.0467771,-0.05050505,15.993698898192987,107,10.578465,16.494312,1.974747,14.438468,-23.29944,7.6025844,,110.2889084815979,14.157324,14.732511,2.142498,15.232155,14.519566,2140,3.029239e-21,-0.005050505,17.404682,2.0791366
12.285087,,113.04718,0.99986255,15.232155,0.11,1.0467331,-0.05050505,16.680383192834274,108,10.569162,16.494024,1.9530579,15.03805,-22.936625,7.671973,,111.64766573905945,14.167265,14.7350855,2.120069,15.232155,14.540966,2160,3.0575548e-21,-0.005050505,15.188865,2.005207
12.296881,,114.0662,0.99986255,15.232155,0.11,1.0464789,-0.05050505,14.984114089159451,109,10.559946,16.463924,1.9319773,13.570698,-22.587788,7.740708,,112.99122953414917,14.1698885,14.735888,2.098505,15.232155,14.531948,2180,3.0858643e-21,-0.005050505,14.411094,1.9648315
12.321789,,114.69234,0.99986255,15.232155,0.11,1.0426576,-0.05050505,16.666082015254716,110,10.550814,16.407385,1.911956,15.036724,-22.259546,7.8068576,,114.2922670841217,14.160341,14.69123,2.077757,15.232155,14.495428,2200,3.1141749e-21,-0.005050505,13.077675,1.5546224
12.333847,,115.82837,0.99986255,15.232155,0.11,1.0434989,-0.05050505,15.159779547086888,111,10.541764,16.39512,1.8921239,13.66025,-21.866796,7.873839,,115.48092818260193,14.21891,14.710533,2.057777,15.232155,14.502996,2220,3.1424812e-21,-0.005050505,20.623297,2.0391052
12.353553,,116.67396,0.99986255,15.232155,0.11,1.0417317,-0.05050505,16.14781112228219,112,10.532795,16.361465,1.87276,14.540856,-21.524397,7.9404726,,116.70344948768616,14.234543,14.693579,2.0385237,15.232155,14.488706,2240,3.1707909e-21,-0.005050505,15.930443,1.7357428
12.367741,,117.805916,0.99986255,15.232155,0.11,1.0425302,-0.05050505,15.489468835016806,113,10.523906,16.354948,1.8539732,13.956773,-21.158686,8.00622,,117.89122128486633,14.277993,14.7143,2.0199592,15.232155,14.500976,2260,3.1990992e-21,-0.005050505,19.106575,2.002677
12.3842945,,118.919754,0.99986255,15.232155,0.11,1.0431558,-0.05050505,15.756063763224457,114,10.515096,16.3516,1.8356559,14.255039,-20.817465,8.071461,,119.06559038162231,14.302744,14.733362,2.0020466,15.232155,14.5159445,2280,3.227414e-21,-0.005050505,17.061092,1.9725423
12.393686,,119.80746,0.99986255,15.232155,0.11,1.041804,-0.05050505,14.913346936173921,115,10.506362,16.308342,1.8177441,13.464241,-20.50624,8.136409,,120.42890739440918,14.304125,14.724856,1.9847529,15.232155,14.490598,2300,3.2557187e-21,-0.005050505,14.422433,1.7343314
12.412829,,119.90097,0.99986255,15.232155,0.11,1.0336291,-0.05050505,16.20931149979114,116,10.497704,16.186174,1.8034189,14.614308,-20.180567,8.186542,,121.60443544387817,14.330726,14.646108,1.9680457,15.232155,14.382755,2320,3.2840337e-21,-0.005050505,17.351706,0.9233101
12.4254265,,121.03436,0.99986255,15.232155,0.11,1.0344818,-0.05050505,15.413795246953175,117,10.4891205,16.180782,1.786351,13.886641,-19.919172,8.250327,,122.73784852027893,14.291765,14.670251,1.9518962,15.232155,14.394432,2340,3.312342e-21,-0.005050505,9.742274,1.9358182
12.439211,,122.058556,0.99986255,15.232155,0.11,1.0343945,-0.05050505,15.592579074453349,118,10.480609,16.165215,1.7696133,14.052124,-19.632376,8.31399,,124.07728815078735,14.283843,14.681105,1.9362761,15.232155,14.395602,2360,3.3406523e-21,-0.005050505,13.326028,1.8163663
12.455853,,123.160576,0.99986255,15.232155,0.11,1.0349628,-0.05050505,15.969288036786939,119,10.472171,16.165058,1.7533426,14.419699,-19.362978,8.376835,,125.3123550415039,14.26318,14.702518,1.9211602,15.232155,14.4117155,2380,3.3689602e-21,-0.005050505,11.79383,1.8818218
12.472927,,124.18708,0.99986255,15.232155,0.11,1.0348923,-0.05050505,16.08132924006613,120,10.463802,16.157053,1.737409,14.50452,-19.064262,8.43941,,126.48281741142273,14.2770605,14.715137,1.9065242,15.232155,14.419643,2400,3.397275e-21,-0.005050505,15.897406,1.7959996
12.48331,,125.16005,0.99986255,15.232155,0.11,1.0343806,-0.05050505,15.181082203075462,121,10.455503,16.131657,1.7218437,13.729214,-18.771032,8.501516,,127.61473536491394,14.290469,14.722085,1.8923479,15.232155,14.409813,2420,3.4255795e-21,-0.005050505,15.867959,1.7308813
12.497684,,126.27258,0.99986255,15.232155,0.11,1.0350212,-0.05050505,15.786569947508019,122,10.447273,16.130327,1.7067171,14.237001,-18.52687,8.562744,,128.8002462387085,14.258809,14.746742,1.8786067,15.232155,14.42361,2440,3.4538955e-21,-0.005050505,10.396857,1.8580894
12.501672,,127.301895,0.99986255,15.232155,0.11,1.0349748,-0.05050505,14.359573857060724,123,10.43911,16.101437,1.6918764,12.988284,-18.230509,8.623794,,130.05657291412354,14.28426,14.761705,1.8652818,15.232155,14.40956,2460,3.4822066e-21,-0.005050505,17.3573,1.7657859
12.516773,,128.38556,0.99986255,15.232155,0.11,1.0353674,-0.05050505,15.961282354772434,124,10.431012,16.099218,1.6774071,14.374154,-17.975756,8.684184,,131.22428703308105,14.272271,14.783836,1.852357,15.232155,14.421811,2480,3.5105222e-21,-0.005050505,12.76566,1.8096216
12.535044,,110.83281,0.99986255,15.232155,0.11,0.8866625,-0.07070707,16.377797033801038,125,10.42298,16.508951,3.5778306,14.800669,-34.724476,4.0649586,,132.41691517829895,14.236293,27.26542,11.113761,15.232155,12.931121,2500,1.996613e-37,-0.0070707067,9.742755,9.486858
12.5557,,109.686646,0.99986255,15.232155,0.11,0.87052894,-0.07070707,16.806984450398225,126,10.415012,16.139442,3.4299932,15.137715,-34.353786,4.233491,,133.5936689376831,14.207271,25.909266,10.287963,15.232155,12.70945,2520,2.0125798e-37,-0.0070707067,10.7114935,3.5638065
12.566728,,131.79477,0.99986255,15.232155,0.11,1.037754,-0.05050505,15.484872272868806,127,10.407107,16.111551,1.6469915,13.956149,-17.248724,8.802865,,134.9219615459442,14.232846,14.971804,1.8675387,15.232155,14.46456,2540,3.5954447e-21,-0.005050505,17.60142,1.7823255
12.571917,,132.9328,0.99986255,15.232155,0.11,1.0385375,-0.05050505,14.66400526162432,128,10.399263,16.098982,1.6334723,13.230889,-16.997326,8.862058,,136.27931714057922,14.233738,15.000218,1.8550494,15.232155,14.46551,2560,3.6237684e-21,-0.005050505,14.312067,1.8550494
12.587406,,133.83556,0.99986255,15.232155,0.11,1.0374849,-0.05050505,16.15702883743566,129,10.391481,16.079317,1.620166,14.57011,-16.761019,8.921236,,137.6470890045166,14.224521,15.001907,1.8428352,15.232155,14.459151,2580,3.6520787e-21,-0.005050505,13.00895,1.6120884
12.595386,,134.96117,0.99986255,15.232155,0.11,1.0381628,-0.05050505,15.137605863159905,130,10.3837595,16.071709,1.6072066,13.624736,-16.508894,8.979623,,139.21018767356873,14.233939,15.029714,1.8309633,15.232155,14.464502,2600,3.680385e-21,-0.005050505,15.4143,1.8230981
12.609032,,135.82834,0.99986255,15.232155,0.11,1.0368576,-0.05050505,15.915699263574139,131,10.376097,16.046423,1.5944794,14.383106,-16.283192,9.037807,,140.47079157829285,14.221853,15.028904,1.8194228,15.232155,14.451943,2620,3.708685e-21,-0.005050505,12.615316,1.5572013
12.62016,,136.65152,0.99986255,15.232155,0.11,1.0352387,-0.05050505,15.587887044118329,132,10.368492,16.013296,1.5820565,14.077972,-16.056984,9.095344,,141.67849731445312,14.214141,15.024339,1.8081983,15.232155,14.431239,2640,3.7370025e-21,-0.005050505,13.169676,1.5013567
12.640219,,116.89554,0.99986255,15.2878685,0.11,0.8789138,-0.07070707,16.94484932923756,133,10.360945,16.052761,3.20042,15.2878685,-31.828125,4.5059414,,142.8735966682434,14.22867,25.942533,9.889545,15.2878685,12.852341,2660,2.1243947e-37,-0.0070707067,16.113976,6.5700197
12.6568985,,123.170456,0.99986255,15.2878685,0.11,0.9191825,-0.07070707,16.495299199564734,134,10.353455,16.585066,3.1265445,14.875355,-31.446814,4.605748,,144.0644633769989,14.247918,26.74277,10.216023,15.2878685,13.458521,2680,2.1403704e-37,-0.0070707067,16.94369,10.216023
12.674213,,121.39511,0.99986255,15.2878685,0.11,0.899223,-0.07070707,16.59240400868778,135,10.346019,16.203213,3.0330555,14.994471,-31.102962,4.7409267,,145.4823386669159,14.246117,25.605778,9.56317,15.2878685,13.170157,2700,2.1563513e-37,-0.0070707067,14.100875,2.392615
12.686046,,140.88966,0.99986255,15.2878685,0.11,1.0359534,-0.05050505,15.840657690396291,136,10.338639,16.013453,1.558047,14.283265,-15.180585,9.216122,,146.90284323692322,14.205969,15.287305,1.8354284,15.2878685,14.455405,2720,3.8502483e-21,-0.005050505,8.90042,1.8087139
12.697339,,142.01483,0.99986255,15.2878685,0.11,1.0366046,-0.05050505,15.750387705290477,137,10.331313,16.01486,1.5463256,14.23316,-14.937351,9.272978,,148.10169982910156,14.23066,15.314911,1.8243034,15.2878685,14.468534,2740,3.878552e-21,-0.005050505,17.555462,1.7988074
12.712231,,142.80646,0.99986255,15.2878685,0.11,1.0348294,-0.05050505,16.35307770891937,138,10.32404,15.987391,1.534875,14.752637,-14.73377,9.329203,,149.3414125442505,14.22039,15.3074665,1.8134724,15.2878685,14.452517,2760,3.9068698e-21,-0.005050505,12.779382,1.4584186
12.7205715,,143.86081,0.99986255,15.2878685,0.11,1.0349698,-0.05050505,15.364315302369715,139,10.31682,15.977228,1.5235567,13.871473,-14.543584,9.385609,,150.57587480545044,14.198651,15.327808,1.8029206,15.2878685,14.453671,2780,3.935184e-21,-0.005050505,11.166269,1.7091309
12.72966,,144.93658,0.99986255,15.2878685,0.11,1.0352613,-0.05050505,15.51499626410051,140,10.309651,15.9709,1.5124708,13.993011,-14.322797,9.441551,,151.8067536354065,14.210483,15.350929,1.7926388,15.2878685,14.458428,2800,3.9634925e-21,-0.005050505,15.822578,1.7228857
12.733485,,146.02223,0.99986255,15.2878685,0.11,1.0356187,-0.05050505,14.714402830721372,141,10.302534,15.956831,1.5016049,13.269066,-14.114497,9.497075,,153.24094104766846,14.212783,15.375496,1.7826179,15.2878685,14.455226,2820,3.9917907e-21,-0.005050505,14.501798,1.7256565
12.743027,,147.13353,0.99986255,15.2878685,0.11,1.0361516,-0.05050505,15.610814962704897,142,10.295467,15.95556,1.4909643,14.088332,-13.860246,9.552106,,154.59221768379211,14.263861,15.403256,1.7728475,15.2878685,14.464596,2840,4.0201075e-21,-0.005050505,21.432774,1.7445084
12.746408,,148.18994,0.99986255,15.2878685,0.11,1.0362933,-0.05050505,14.663973700756424,143,10.288449,15.938747,1.4804869,13.226617,-13.638961,9.607009,,156.04478788375854,14.285067,15.425191,1.7633172,15.2878685,14.458261,2860,4.048424e-21,-0.005050505,17.262487,1.683508
12.761547,,148.89409,0.99986255,15.2878685,0.11,1.0339867,-0.05050505,16.530709134447143,144,10.281481,15.90577,1.470415,14.926252,-13.413425,9.660171,,157.4035484790802,14.314972,15.413195,1.7540206,15.2878685,14.435355,2880,4.076738e-21,-0.005050505,18.557405,1.3243022
12.763834,,150.0287,0.99986255,15.2878685,0.11,1.0346807,-0.05050505,14.497841678040334,145,10.27456,15.8953,1.460366,13.093231,-13.210471,9.71405,,158.6288080215454,14.323082,15.444506,1.744946,15.2878685,14.434934,2900,4.105046e-21,-0.005050505,15.459165,1.7431796
12.779613,,151.01282,0.99986255,15.2878685,0.11,1.0343344,-0.05050505,16.69558313582351,146,10.267688,15.892993,1.4504257,15.067566,-13.015683,9.768077,,159.83999228477478,14.326343,15.459831,1.7360872,15.2878685,14.442567,2920,4.133346e-21,-0.005050505,14.766502,1.5874147
12.79093,,152.10114,0.99986255,15.2878685,0.11,1.0347016,-0.05050505,16.00430378921239,147,10.260861,15.894207,1.4406997,14.443195,-12.801062,9.8215275,,160.96178269386292,14.351636,15.486505,1.7274381,15.2878685,14.453507,2940,4.161666e-21,-0.005050505,18.012516,1.684099
12.800616,,153.19902,0.99986255,15.2878685,0.11,1.0351285,-0.05050505,15.788430485109423,148,10.254082,15.893836,1.4311517,14.224434,-12.61127,9.874606,,162.015878200531,14.354649,15.514443,1.7189895,15.2878685,14.462685,2960,4.1899727e-21,-0.005050505,14.764665,1.6879404
12.806371,,154.30989,0.99986255,15.2878685,0.11,1.0356369,-0.05050505,15.154387190311224,149,10.247348,15.888288,1.4217803,13.658002,-12.409987,9.927296,,163.3009626865387,14.371628,15.544001,1.7107339,15.2878685,14.466507,2980,4.2182786e-21,-0.005050505,16.851889,1.6954601
12.816216,,155.3969,0.99986255,15.2878685,0.11,1.0359793,-0.05050505,15.832024514893408,150,10.240659,15.887623,1.4125543,14.283331,-12.229723,9.979787,,164.52199625968933,14.370168,15.571164,1.7026657,15.2878685,14.475068,3000,4.246598e-21,-0.005050505,14.118872,1.666445
12.830972,,156.13162,0.99986255,15.2878685,0.11,1.0339843,-0.05050505,16.686655437864307,151,10.2340145,15.860382,1.4036254,15.044209,-12.002068,10.030973,,165.77063298225403,14.420106,15.564953,1.6947794,15.2878685,14.456757,3020,4.2748953e-21,-0.005050505,21.877068,1.3087863
12.840204,,157.19177,0.99986255,15.2878685,0.11,1.0341564,-0.05050505,15.773629155612822,152,10.227413,15.856836,1.3946904,14.234431,-11.835376,10.082986,,166.98463797569275,14.409987,15.589804,1.687068,15.2878685,14.462146,3040,4.3032165e-21,-0.005050505,12.849984,1.6244037
12.84529,,158.30112,0.99986255,15.2878685,0.11,1.0346478,-0.05050505,15.090304017034446,153,10.220856,15.851231,1.3859336,13.618373,-11.626009,10.134489,,168.23627614974976,14.444684,15.62004,1.6795263,15.2878685,14.465297,3060,4.3315272e-21,-0.005050505,19.686123,1.66807
12.850947,,159.14163,0.99986255,15.2878685,0.11,1.0333872,-0.05050505,15.221078725409907,154,10.214341,15.822879,1.377332,13.716467,-11.460356,10.185626,,169.50844192504883,14.439098,15.624138,1.672149,15.2878685,14.445547,3080,4.359842e-21,-0.005050505,13.552017,1.3946221
12.860864,,160.13232,0.99986255,15.2878685,0.11,1.0331118,-0.05050505,15.964478292274672,155,10.207869,15.814821,1.368815,14.387859,-11.272979,10.236895,,170.76357793807983,14.456814,15.642667,1.664928,15.2878685,14.446007,3100,4.3881402e-21,-0.005050505,17.153418,1.5366395
12.868824,,161.23639,0.99986255,15.2878685,0.11,1.0335666,-0.05050505,15.62667409972935,156,10.201438,15.814357,1.3604776,14.102738,-11.095327,10.287567,,171.99534463882446,14.466545,15.672936,1.6578614,15.2878685,14.453879,3120,4.416454e-21,-0.005050505,15.943537,1.6439451
12.880388,,162.32231,0.99986255,15.2878685,0.11,1.0339,-0.05050505,16.2843185215181,157,10.195048,15.818278,1.3522631,14.684359,-10.906298,10.338045,,173.28739070892334,14.489882,15.701451,1.6509445,15.2878685,14.466015,3140,4.4447637e-21,-0.005050505,18.099043,1.6214181
12.883762,,162.30415,0.99986255,15.2878685,0.11,1.0272415,-0.05050505,14.85439654247324,158,10.188699,15.718079,1.3468776,13.41342,-10.754417,10.367436,,174.5704095363617,14.485459,15.655187,1.6441709,15.2878685,14.3712015,3160,4.473084e-21,-0.005050505,13.758737,0.512749
12.895812,,163.37103,0.99986255,15.2878685,0.11,1.0274907,-0.05050505,16.380846458088115,159,10.18239,15.721828,1.3388498,14.799859,-10.591157,10.417699,,175.83671975135803,14.487242,15.682065,1.637536,15.2878685,14.382978,3180,4.5013965e-21,-0.005050505,14.7433,1.5855083
12.897833,,164.47699,0.99986255,15.2878685,0.11,1.0279812,-0.05050505,14.664446099686245,160,10.17612,15.713132,1.3309697,13.219193,-10.40334,10.467523,,177.11681246757507,14.515463,15.713077,1.6310368,15.2878685,14.382162,3200,4.5296976e-21,-0.005050505,18.977015,1.6200023
12.904636,,151.84293,0.99986255,15.2878685,0.11,0.94312376,-0.030303031,15.471769372557114,161,10.169889,15.772139,3.566848,13.993145,-2.755602,3.9015758,,178.58937811851501,14.499548,38.918358,19.033985,15.2878685,12.205291,3220,2.3292714e-09,-0.0030303032,11.92667,12.384635
12.894486,,161.34341,0.99986255,15.2878685,0.11,0.995947,-0.030303031,12.447327385708228,162,10.163697,16.16928,3.4432077,11.260023,-2.6505218,4.0371804,,180.00589036941528,14.480027,39.964382,17.266977,15.2878685,12.726071,3240,2.3437416e-09,-0.0030303032,11.418572,17.266977
12.891928,,166.6272,0.99986255,15.2878685,0.11,1.0222528,-0.05050505,13.81454893714728,163,10.157544,15.611611,1.319415,12.477623,-9.987732,10.523995,,181.2700343132019,14.493203,15.833075,1.641808,15.2878685,14.292196,3260,4.614635e-21,-0.005050505,16.657572,1.4651897
12.900637,,158.21475,0.99986255,15.2878685,0.11,0.9647241,-0.030303031,15.856262532787241,164,10.151427,15.646505,3.2807984,14.320137,-2.3974588,4.2277293,,182.5367670059204,14.513755,37.423103,15.79141,15.2878685,12.365707,3280,2.3726718e-09,-0.0030303032,17.843048,2.5482812
12.891223,,184.59045,0.99986255,15.2878685,0.11,1.1187301,-0.01010101,12.558811115428455,165,10.145349,15.802108,3.3540535,11.347363,-0.99848384,4.130906,,183.81764197349548,14.537648,44.685223,13.374749,15.2878685,12.448054,3300,0.035172366,-0.001010101,18.51324,8.022351
12.8818655,,186.38855,0.99986255,15.2878685,0.11,1.1228226,-0.01010101,12.550006171345437,166,10.13952,15.75398,3.241745,11.337904,-0.89397615,4.269421,,185.1624083518982,14.534098,43.65663,12.446869,15.2878685,12.512235,3320,0.03537798,-0.001010101,13.86135,12.042917
12.872284,,186.88205,0.99986255,15.2878685,0.11,1.1190542,-0.01010101,12.46046943321924,167,10.133726,15.6196,3.138108,11.281752,-0.7756503,4.4057126,,186.4345932006836,14.546688,42.41812,11.648443,15.2878685,12.481492,3340,0.035583537,-0.001010101,16.544214,10.198463
12.861844,,171.28851,0.99986255,15.2878685,0.11,1.0195745,-0.030303031,12.271729961401473,168,10.12797,15.927718,3.0334284,11.118523,-1.9538454,4.552923,,187.735933303833,14.540865,37.62166,14.4212265,15.2878685,12.89429,3360,2.4289892e-09,-0.0030303032,13.477463,12.70561
12.858683,,171.31125,0.99986255,15.2878685,0.11,1.013676,-0.030303031,13.695997069783349,169,10.122035,15.734655,2.9107978,12.32763,-1.9127765,4.7397532,,189.26126170158386,14.472858,36.143494,13.360216,15.2878685,12.823857,3380,2.443445e-09,-0.0030303032,3.0488455,6.9448404
12.862513,,174.58939,0.99986255,15.2878685,0.11,1.0269964,-0.030303031,14.983692539868064,170,10.116135,15.864983,2.8090525,13.509742,-1.8244945,4.906314,,190.56022357940674,14.451422,35.584633,12.45467,15.2878685,13.05593,3400,2.4579072e-09,-0.0030303032,10.834231,9.591988
12.8571,,177.77113,0.99986255,15.2878685,0.11,1.0395973,-0.030303031,13.236427344361177,171,10.11027,15.9065075,2.719587,11.936787,-1.7315663,5.0624776,,191.98544454574585,14.436215,35.11544,11.672764,15.2878685,13.18692,3420,2.4723654e-09,-0.0030303032,11.842143,9.244939
12.854705,,182.07532,0.99986255,15.2878685,0.11,1.0585774,-0.030303031,13.78474191767168,172,10.104439,16.07291,2.6474378,12.445412,-1.619427,5.195111,,193.58697390556335,14.441009,35.047436,10.9907675,15.2878685,13.425473,3440,2.4868234e-09,-0.0030303032,15.238665,10.152408
12.85198,,182.67406,0.99986255,15.2878685,0.11,1.0559194,-0.030303031,13.729519356182237,173,10.098641,15.960904,2.5691729,12.383056,-1.5127913,5.347924,,194.9710144996643,14.444339,34.157936,10.390707,15.2878685,13.391731,3460,2.5012847e-09,-0.0030303032,14.975846,6.3773685
12.846463,,186.93701,0.99986255,15.2878685,0.11,1.0743506,-0.030303031,13.175141564945344,174,10.092878,16.10313,2.5116425,11.892105,-1.3809382,5.464899,,196.3125114440918,14.471665,34.206856,9.85864,15.2878685,13.591488,3480,2.515739e-09,-0.0030303032,19.159151,9.68417
12.848039,,186.43045,0.99986255,15.2878685,0.11,1.0653169,-0.030303031,14.499637546660729,175,10.087148,15.947147,2.4468434,13.12201,-1.3028046,5.6040053,,197.71782159805298,14.4504795,33.267357,9.383633,15.2878685,13.500304,3500,2.5301996e-09,-0.0030303032,10.705716,4.887768
12.8440695,,190.07965,0.99986255,15.2878685,0.11,1.079998,-0.030303031,13.448039315654063,176,10.0814495,16.06514,2.395397,12.149628,-1.2006818,5.718675,,199.06167912483215,14.451101,33.238407,8.956974,15.2878685,13.669743,3520,2.5446558e-09,-0.0030303032,14.509475,8.682696
12.833248,,193.7247,0.99986255,15.2878685,0.11,1.0944898,-0.030303031,12.075733174738644,177,10.075784,16.125994,2.3482175,10.928658,-1.0942559,5.8278184,,200.37379002571106,14.457296,33.241375,8.627353,15.2878685,13.777776,3540,2.5591167e-09,-0.0030303032,15.481743,8.627353
12.834733,,191.92804,0.99986255,15.2878685,0.11,1.0782474,-0.030303031,14.500357133816088,178,10.070149,15.892523,2.3007097,13.097801,-0.9722517,5.942336,,201.85820508003235,14.485944,32.298416,8.272857,15.2878685,13.591813,3560,2.5735762e-09,-0.0030303032,19.476505,3.145519
12.830448,,189.24103,0.99986255,15.2878685,0.11,1.0572125,-0.030303031,13.349363381683892,179,10.064548,15.592548,2.262734,12.067486,-0.85267305,6.036197,,203.27952027320862,14.515903,31.351034,7.9498534,15.2878685,13.329814,3580,2.5880287e-09,-0.0030303032,19.783857,1.9125975
12.836659,,189.44206,0.99986255,15.2878685,0.11,1.0524559,-0.030303031,15.427346135610248,180,10.058976,15.52631,2.2150111,13.948505,-0.76269585,6.1603026,,204.72828459739685,14.512428,30.752071,7.6543164,15.2878685,13.311299,3600,2.6024927e-09,-0.0030303032,13.845301,4.472394
12.838457,,182.87874,0.99986255,15.2878685,0.11,1.0103798,-0.05050505,14.585431100471467,181,10.053436,15.391322,1.2705634,13.161936,-7.854912,10.729163,,206.29641103744507,14.53106,17.045013,1.7880629,15.2878685,14.120759,3620,5.1209483e-21,-0.005050505,17.843885,1.383058
12.842316,,183.99115,0.99986255,15.2878685,0.11,1.0109404,-0.05050505,15.020123676438851,182,10.047927,15.388077,1.263543,13.540812,-7.7175083,10.778525,,207.49286770820618,14.54259,17.07016,1.7803515,15.2878685,14.124534,3640,5.149235e-21,-0.005050505,16.620878,1.7015667
12.8479595,,185.16528,0.99986255,15.2878685,0.11,1.0118321,-0.05050505,15.387065458493877,183,10.042447,15.392737,1.2566668,13.875115,-7.568258,10.827284,,208.75303483009338,14.567166,17.10173,1.7727917,15.2878685,14.13607,3660,5.177539e-21,-0.005050505,19.030653,1.7587005
12.860491,,186.09668,0.99986255,15.2878685,0.11,1.011395,-0.05050505,16.815467703111583,184,10.036998,15.389519,1.24983,15.153864,-7.4556355,10.876322,,210.06573104858398,14.557296,17.110258,1.7653785,15.2878685,14.1396885,3680,5.20582e-21,-0.005050505,12.740818,1.5122852
12.868653,,186.92725,0.99986255,15.2878685,0.11,1.0104176,-0.05050505,15.925802329843245,185,10.031577,15.372133,1.2431406,14.37053,-7.312072,10.924686,,211.4086971282959,14.580086,17.110537,1.7581068,15.2878685,14.128993,3700,5.2341158e-21,-0.005050505,18.763626,1.4049103
