TimeElapsed,ReturnMin,ReturnMean,IWFirstEpisode,IWNorm1,SqrtESSClassic,TimestepsSoFar,DenMISELogLast,Iteration,ExplorationBonus,IWMax,ReturnAbsMax,ReturnLastEpisode,ReturnStepMax,target_sum_log_mean,IWMean,IWNorm2,Bound,DenMISEMeanLog,LQGmu01,LQGsigma,ReturnMax,DenMISELogFirst,MISE,IWMin,IWLastEpisode,LQGmu1,URet
0.05556821823120117,,15.058442,,1e-10,1.0,20,18.60218,1,30.116884,,15.058442,15.058442,0.9625284,-394.9644,,1e-10,30.116884,18.60218,0.023522757,0.11,15.058442,18.60218,,,,0.23102404,16.687925283112612
1.3369219303131104,,11.962702,,2e-10,1.4142135,40,-9.903487,2,21.295853,,15.058442,8.866962,0.9625284,-1333.9349,,1.4142136e-10,21.295853,4.002773,-0.080405794,0.11,15.058442,17.909033,,,,-0.6672654,9.732315128375257
1.5132675170898438,,13.494586,,3e-10,1.7320507,60,-10.308952,3,19.11994,1.1443911e-37,16.558352,16.558352,0.99995637,-821.8128,3.814637e-38,1.7320509e-10,19.11994,-1.038112,-0.04596599,0.11,16.558352,17.503569,6.31641e-37,,1.1443911e-37,-0.4300712,18.326296547621897
1.7720465660095215,,14.394075,0.00024967082,0.0002496712,1.0000012,80,17.24775,4,34.185047,0.00024967082,17.092545,17.092545,0.99995637,-214.73746,6.2417705e-05,0.0002496709,34.185986,3.3175917,-0.0057606692,0.11,17.092545,17.215887,0.0009399134,,,-0.05754369,18.870231292275058
2.503009557723999,,14.450541,,0.0001666167,1.0000025,100,-2.8217645,5,34.185005,0.00016661618,17.092545,14.676394,0.99995637,-669.6029,3.332324e-05,0.00016661629,34.185574,1.9112179,-0.09599909,0.11,17.092545,16.992805,0.0005695789,,,-0.74559265,16.23676623433339
3.0605695247650146,,14.849373,2.090218,17.24,1.1272913,120,-3.7349653,6,30.324984,15.149781,17.092545,16.843536,0.9999715,-180.24748,2.8733332,15.293296,72.62825,0.81825846,-0.00896333,0.11,17.092545,16.810484,42.303265,,1.725269e-31,-0.089396395,18.618087461705972
4.0313732624053955,,15.036008,1.7558475e-12,0.00039342087,1.0000015,140,8.196102,7,34.185036,0.00039342017,17.092545,16.155823,0.9999715,-247.51851,5.6202884e-05,0.00039342025,34.185944,1.9627874,-0.020785064,0.11,17.092545,16.955229,0.0009080038,,0.00039342017,-0.20493698,17.86992467959235
4.862084627151489,,15.207852,,5.3380194,1.0000393,160,7.782181,8,34.183743,5.3378096,17.092545,16.410767,0.9999715,-476.64496,0.6672524,5.3378096,45.422638,2.573379,-0.09664003,0.11,17.092545,16.821697,11.238897,,,-0.74845195,18.156517864097943
5.74128794670105,,15.415412,,5.416488,1.4167745,180,13.901034,9,24.128815,2.711984,17.092545,17.075884,0.9999715,-409.6656,0.60183203,3.8231122,34.335632,3.78411,-0.086346366,0.11,17.092545,16.703915,10.206819,,2.6946676,-0.6991416,18.854789812864382
6.715331554412842,,15.594663,,1.766196,1.4404832,200,12.757694,10,23.891874,0.90023994,17.207922,17.207922,0.9999715,-401.511,0.1766196,1.2261136,26.888937,4.639283,-0.12579526,0.11,17.207922,16.598555,2.9970632,,0.034241002,-0.8523416,18.98857222075063
7.775906801223755,,15.732627,,1.1013541e-09,3.3165998,220,16.159704,11,10.376845,1.3540321e-12,17.207922,17.11228,0.9999715,-231.60345,1.2309382e-13,3.3207326e-10,10.376845,5.6153584,0.015149073,0.11,17.207922,16.503244,1.0914684e-12,,,0.15035371,18.891742543412132
8.877655744552612,,15.197358,,1.2e-09,3.4641013,240,-11.695247,12,9.934999,,17.207922,9.309399,0.9999715,-656.4027,,3.4641018e-10,9.934999,4.0930476,0.09775581,0.11,17.207922,16.416233,,,,0.75336456,10.194019127310346
10.219648361206055,,14.688519,,24.719183,1.0015637,260,-2.8097138,13,34.362114,24.680576,17.207922,8.582442,0.9999715,-606.6176,1.9014757,24.68059,66.8631,3.4881804,-0.05371492,0.11,17.207922,16.33619,32.50098,,,-0.49121976,9.424410766097017
