target_sum_log_mean,DenMISELogFirst,ExplorationBonus,TimeElapsed,MISE,ReturnMax,ReturnMin,Iteration,IWNorm1,LQGmu01,IWLastEpisode,IWMean,LQGsigma,DenMISELogLast,ReturnStepMax,IWFirstEpisode,DenMISEMeanLog,ReturnMean,URet,IWMin,SqrtESSClassic,TimestepsSoFar,IWNorm2,Bound,LQGmu1,ReturnLastEpisode,IWMax,ReturnAbsMax
12.849516,12.845262,18.761803,0.04667067527770996,9.420896,9.380901,,1,1.0042634,0.001010101,1.0042634,1.0042634,0.11,12.845262,0.55877954,1.0042634,12.845262,9.380901,10.303278693899255,,1.0,20,1.0042634,28.182697,0.01010101,9.380901,1.0042634,9.380901
13.243401,12.847391,18.753178,1.6255743503570557,123.44896,9.380901,,2,26.692335,0.0030303032,26.680061,13.346168,0.11,14.755722,0.55877954,0.012274523,13.801557,9.315305,10.166394052361602,,1.0004599,40,26.680063,142.20213,0.030303031,9.249708,26.680061,9.380901
15.828861,12.448045,13.233071,2.354846239089966,17.828402,9.380901,,3,5.803327,0.0030303032,2.9942307,1.9344424,0.11,19.903095,0.55877954,0.018299472,16.454817,9.271588,10.085677680633932,,1.4177965,60,4.0932016,31.061474,0.030303031,9.184156,2.9942307,9.380901
16.298954,12.166444,10.789099,3.3402388095855713,13.624658,9.380901,,4,5.9056783,0.0030303032,1.9556059,1.4764196,0.11,17.038534,0.55877954,0.024251372,16.723965,9.266199,10.15268805296383,,1.7389592,80,3.3960993,24.413757,0.030303031,9.2500305,1.9980755,9.380901
