ReturnMean,IWMean,IWMax,ReturnMax,target_sum_log_mean,ReturnAbsMax,IWNorm1,ReturnLastEpisode,MISE,Bound,TimeElapsed,ReturnMin,URet,DenMISELogLast,IWLastEpisode,LQGsigma,LQGmu1,LQGmu01,Iteration,SqrtESSClassic,IWMin,TimestepsSoFar,ReturnStepMax,IWFirstEpisode,IWNorm2,DenMISELogFirst,ExplorationBonus,DenMISEMeanLog
9.232092,1.0256221,1.1018479,10.370158,15.908913,10.370158,99.48535,9.136276,9.4491625,9.557109,95.53904247283936,,10.034687497789758,19.436373,1.089254,0.11,0.030303031,0.0030303032,97,9.655177,,1940,0.64623266,0.14715871,10.303835,10.363405,0.10794598,15.959512
9.233614,1.0256172,1.1007053,10.370158,15.905127,10.370158,100.51049,9.381234,9.451014,9.558374,96.57835912704468,,10.313902395011379,15.448653,1.0932002,0.11,0.030303031,0.0030303032,98,9.707778,,1960,0.64623266,0.14845058,10.353604,10.354665,0.10736108,15.954555
9.233165,1.0170165,1.0995868,10.370158,15.877545,10.370158,100.68463,9.189187,9.371714,9.478836,97.73991370201111,,10.09470472963441,14.595353,0.24151284,0.11,0.030303031,0.0030303032,99,9.72944,,1980,0.64623266,0.14973865,10.348451,10.346025,0.10712205,15.941079
9.237686,1.016211,1.0984925,10.370158,15.871177,10.370158,101.62111,9.685307,9.369018,9.475568,98.79831981658936,,10.622093497216905,15.240428,1.0003806,0.11,0.030303031,0.0030303032,100,9.781617,,2000,0.64623266,0.15102264,10.3889885,10.337487,0.106550634,15.934239
9.237766,1.0163959,1.0974224,10.370158,15.867932,10.370158,102.65599,9.24574,9.371027,9.477015,99.9808406829834,,10.167032462141307,15.45058,1.0971985,0.11,0.030303031,0.0030303032,101,9.833622,,2020,0.64623266,0.15230295,10.439286,10.329045,0.10598715,15.929607
9.236637,1.0165726,1.0963743,10.370158,15.874545,10.370158,103.6904,9.122655,9.371633,9.477065,101.02391648292542,,10.020391662897083,16.450705,1.0962299,0.11,0.030303031,0.0030303032,102,9.885337,,2040,0.64623266,0.15357934,10.489314,10.3207,0.105432674,15.934872
9.236202,1.0167043,1.09535,10.370158,15.8661585,10.370158,104.72055,9.191782,9.372581,9.477468,102.0654067993164,,10.096387502458365,14.923181,1.0915116,0.11,0.030303031,0.0030303032,103,9.936779,,2060,0.64623266,0.1548518,10.538682,10.3124485,0.10488686,15.925208
9.235308,1.0168655,1.0943477,10.370158,15.896353,10.370158,105.75401,9.143227,9.373294,9.477644,103.21172332763672,,10.039844162261867,18.91626,1.0943289,0.11,0.030303031,0.0030303032,104,9.987929,,2080,0.64623266,0.1561205,10.5881815,10.304289,0.10434971,15.954125
9.23466,1.0169871,1.093365,10.370158,15.942485,10.370158,106.78364,9.167264,9.37391,9.477731,104.31631135940552,,10.066961597452307,20.653954,1.0900043,0.11,0.030303031,0.0030303032,105,10.0388155,,2100,0.64623266,0.15738533,10.637075,10.29622,0.10382076,15.999041
9.236191,1.01713,1.092402,10.370158,15.930508,10.370158,107.81578,9.396988,9.377098,9.480398,105.59021377563477,,10.332879882503725,14.584927,1.0920384,0.11,0.030303031,0.0030303032,106,10.089423,,2120,0.64623266,0.1586465,10.68602,10.288239,0.10330001,15.985858
9.235612,1.0172608,1.0914606,10.370158,15.951126,10.370158,108.84691,9.174154,9.377864,9.480651,106.93345808982849,,10.080247042500746,18.049932,1.090572,0.11,0.030303031,0.0030303032,107,10.139767,,2140,0.64623266,0.15990388,10.734656,10.280344,0.10278713,16.005304
9.238781,1.017179,1.0905367,10.370158,15.950509,10.370158,109.85533,9.577947,9.380678,9.48296,108.78292679786682,,10.549452231745951,15.819366,1.0674222,0.11,0.030303031,0.0030303032,108,10.189888,,2160,0.64623266,0.16115741,10.780818,10.272535,0.10228155,16.00374
9.237927,1.0172349,1.0896323,10.370158,15.942584,10.370158,110.87861,9.145712,9.380452,9.482236,110.76089358329773,,10.044279857421774,15.008057,1.0816002,0.11,0.030303031,0.0030303032,109,10.23973,,2180,0.64623266,0.1624073,10.828275,10.26481,0.10178369,15.994761
9.237809,1.0169935,1.0887451,10.370158,15.92055,10.370158,111.86929,9.225018,9.378278,9.47957,112.29753303527832,,10.130905578023992,13.47155,1.0484968,0.11,0.030303031,0.0030303032,110,10.289338,,2200,0.64623266,0.16365345,10.872351,10.257166,0.10129296,15.971975
9.237269,1.0171158,1.0878754,10.370158,15.969337,10.370158,112.89986,9.177772,9.378993,9.479803,113.4620201587677,,10.081142757288335,21.251888,1.0875413,0.11,0.030303031,0.0030303032,111,10.338656,,2220,0.64623266,0.16489595,10.920167,10.249602,0.10080977,16.019691
9.237684,1.0171136,1.0870209,10.370158,15.973913,10.370158,113.91672,9.283815,9.37959,9.479923,114.62105417251587,,10.20104961249743,16.411005,1.0734452,0.11,0.030303031,0.0030303032,112,10.387757,,2240,0.64623266,0.16613457,10.96644,10.242119,0.10033326,16.023336
9.2370205,1.0172285,1.0861856,10.370158,16.007782,10.370158,114.94682,9.162672,9.380097,9.479961,116.04899525642395,,10.067606136807186,19.718422,1.0861483,0.11,0.030303031,0.0030303032,113,10.436586,,2260,0.64623266,0.16736972,11.013833,10.234712,0.099863835,16.056185
9.236928,1.0173353,1.0853634,10.370158,16.02298,10.370158,115.97622,9.226376,9.381147,9.480549,117.34746265411377,,10.127061969817044,17.658789,1.085051,0.11,0.030303031,0.0030303032,114,10.485178,,2280,0.64623266,0.16860121,11.060968,10.227381,0.099401034,16.07039
9.235968,1.0174246,1.0845585,10.370158,16.01385,10.370158,117.00383,9.126475,9.381095,9.48004,118.7326991558075,,10.028323968971579,14.893436,1.0828738,0.11,0.030303031,0.0030303032,115,10.533539,,2300,0.64623266,0.16982895,11.107741,10.220125,0.09894467,16.060305
9.235779,1.016975,1.0837685,10.370158,16.024694,10.370158,117.96911,9.214127,9.376911,9.475406,121.03218007087708,,10.116447651529226,17.251947,1.0201688,0.11,0.030303031,0.0030303032,116,10.581654,,2320,0.64623266,0.17105308,11.148457,10.212943,0.09849477,16.070723
9.235896,1.017076,1.0829936,10.370158,15.9766445,10.370158,118.997894,9.249658,9.378126,9.476177,123.44888997077942,,10.167161610641307,10.3233595,1.0826849,0.11,0.030303031,0.0030303032,117,10.629552,,2340,0.64623266,0.1722737,11.195005,10.2058325,0.09805094,16.021744
9.235519,1.01714,1.0822316,10.370158,15.95924,10.370158,120.02252,9.191314,9.378464,9.476077,124.60717010498047,,10.100440488491628,13.847603,1.0781677,0.11,0.030303031,0.0030303032,118,10.677235,,2360,0.64623266,0.17349061,11.240974,10.198793,0.09761306,16.003462
9.234771,1.0172327,1.0814847,10.370158,15.929549,10.370158,121.05069,9.146455,9.378661,9.475842,125.99753022193909,,10.046293659144105,12.347888,1.0813197,0.11,0.030303031,0.0030303032,119,10.724687,,2380,0.64623266,0.17470399,11.287107,10.191824,0.097181164,15.972884
