TimestepsSoFar,DenMISELogLast,IWLastEpisode,ExplorationBonus,URet,ReturnMean,IWNorm1,ReturnMax,IWMin,Iteration,DenMISELogFirst,SqrtESSClassic,IWFirstEpisode,ReturnMin,ReturnLastEpisode,LQGmu1,ReturnAbsMax,Bound,MISE,IWNorm2,IWMean,LQGmu01,IWMax,DenMISEMeanLog,ReturnStepMax,target_sum_log_mean,LQGsigma,TimeElapsed
3920,10.7726145,52.747437,15.63253,18.975998686159304,13.484012,192.69106,17.40803,,196,9.197007,2.2271545,,,17.187336,-1.0,17.40803,32.534546,16.902016,86.51894,0.98311764,-0.1,52.747437,9.224581,0.9999999,-8328.836,0.11,250.79373359680176
3940,6.872057,30.800245,12.88815,19.091919001553606,13.503415,218.69254,17.40803,,197,9.191917,2.7014008,,,17.306767,-0.85858583,17.40803,32.09213,19.203978,80.95524,1.1101143,-0.08585858,35.053123,9.212133,0.9999999,-6411.93,0.11,252.0947551727295
3960,10.589849,42.659058,14.1791935,18.95903688692267,13.521951,205.53528,17.40803,,198,9.186854,2.455433,,,17.173584,-1.0,17.40803,32.02213,17.842936,83.70633,1.038057,-0.1,42.659058,9.219274,0.9999999,-8244.668,0.11,253.67126965522766
3980,6.843742,,16.288658,19.055339772641485,13.540788,175.98145,17.40803,,199,9.181816,2.1374419,,,17.270197,-0.3939394,17.40803,31.537909,15.24925,82.33274,0.88432884,-0.039393943,62.75417,9.20714,0.9999999,-2005.4529,0.11,254.9621386528015
4000,4.2091722,0.0001393347,12.032403,18.979667723914293,13.559037,223.21812,17.40803,,200,9.176804,2.8935251,,,17.190844,-0.85858583,17.40803,31.33551,19.303106,77.144005,1.1160907,-0.08585858,30.35084,9.181216,0.9999999,-6315.7524,0.11,256.3503930568695
4020,-32.57603,31.368273,10.658122,19.047407709244027,13.577464,259.30713,17.40803,,201,9.171817,3.2666223,,,17.263065,-0.5151515,17.40803,33.03199,22.373867,79.38081,1.2900852,-0.05151515,31.368273,8.973721,0.9999999,-2850.8704,0.11,257.69751811027527
4040,10.971098,64.32793,16.419046,19.04179762723002,13.595664,181.43365,17.40803,,202,9.166854,2.120468,,,17.25367,-0.8989899,17.40803,31.92997,15.510924,85.56303,0.8981864,-0.089898996,64.32793,8.984701,0.9999999,-6751.1846,0.11,259.29523944854736
4060,-9.580349,38.09852,11.402121,19.11620670276698,13.614056,245.65916,17.40803,,203,9.161916,3.0534723,,,17.32939,-0.61616164,17.40803,32.417686,21.015568,80.4524,1.2101437,-0.061616164,38.09852,8.892382,0.9999999,-3673.2654,0.11,260.655419588089
4080,5.4945226,0.073180296,13.499898,19.043257903182884,13.631917,207.67569,17.40803,,204,9.1570015,2.578987,,,17.25761,-0.7777778,17.40803,31.149723,17.649824,80.52608,1.0180181,-0.07777778,37.149673,8.876417,0.9999999,-5267.3013,0.11,262.0203399658203
4100,-0.014168444,24.221989,9.455057,19.165559502453,13.650201,267.74908,17.40803,,205,9.152111,3.6822684,,,17.38018,-0.65656567,17.40803,32.142082,22.687023,72.71308,1.3060931,-0.065656565,25.60526,8.832806,0.9999999,-4008.8616,0.11,263.42112398147583
4120,11.297478,5.406359e-16,13.029782,19.132082113797715,13.66814,209.62471,17.40803,,206,9.147245,2.672037,,,17.345705,-1.0,17.40803,30.521656,17.491873,78.45128,1.0175956,-0.1,36.515377,8.845983,0.9999999,-7926.8096,0.11,265.0429379940033
4140,-1.9070866,1.3352299,12.420841,19.10273965047589,13.685776,216.12563,17.40803,,207,9.142403,2.8030355,,,17.318636,-0.7777778,17.40803,30.523619,18.102777,77.10413,1.0440851,-0.07777778,31.888485,8.793813,0.9999999,-5190.9507,0.11,266.4086363315582
4160,11.6466255,,10.52886,18.971681356161778,13.702592,239.46452,17.40803,,208,9.137584,3.3067262,,,17.183498,-0.5151515,17.40803,30.49561,19.96675,72.417404,1.1512717,-0.05151515,28.07568,8.807447,0.9999999,-2756.9397,0.11,267.7870819568634
4180,9.368811,1.2948961,11.130709,19.125546030380217,13.719988,230.72313,17.40803,,209,9.132787,3.1279283,,,17.338257,-0.6969697,17.40803,30.288462,19.157753,73.76228,1.1039385,-0.06969697,31.819109,8.810599,0.9999999,-4315.932,0.11,269.4528956413269
4200,-1.3570452,,12.153126,19.121132282097967,13.737207,218.6048,17.40803,,210,9.128014,2.8647823,,,17.335852,-1.0,17.40803,30.046318,17.893192,76.30765,1.0409752,-0.1,31.619543,8.762415,0.9999999,-7777.024,0.11,270.8119785785675
4220,8.236739,28.055365,11.05114,19.12065785105998,13.754258,249.58304,17.40803,,211,9.123263,3.1504495,,,17.334858,-0.7777778,17.40803,31.55936,20.50822,79.221405,1.182858,-0.07777778,28.09735,8.759841,0.9999999,-5092.772,0.11,272.2027847766876
4240,15.4550705,1.2877957e-33,9.811979,19.00148126783001,13.77057,243.39648,17.40803,,212,9.118535,3.5483217,,,17.212585,-0.6363636,17.40803,29.756683,19.944704,68.59482,1.1480967,-0.06363636,25.981241,8.791989,0.9999999,-3695.3225,0.11,273.651079416275
4260,15.197839,24.950245,10.47735,19.138679990111132,13.78738,250.21579,17.40803,,213,9.11383,3.3229833,,,17.351025,-0.7777778,17.40803,30.84593,20.36858,75.29854,1.1747221,-0.07777778,25.030514,8.82254,0.9999999,-5044.9062,0.11,275.19304394721985
4280,11.997731,3.7830707e-11,11.0717125,19.16491025179036,13.804154,228.77039,17.40803,,214,9.109145,3.1445956,,,17.37738,-0.85858583,17.40803,29.5544,18.482687,72.750336,1.0690205,-0.08585858,26.719044,8.837933,0.9999999,-5903.839,0.11,276.66727781295776
4300,11.313091,21.570122,10.016137,19.124400784881665,13.820587,248.65198,17.40803,,215,9.104484,3.4759965,,,17.337246,-0.7777778,17.40803,30.068958,20.05282,71.53401,1.1565208,-0.07777778,22.598783,8.849527,0.9999999,-4997.8813,0.11,278.11111640930176
4320,9.758728,,11.926648,19.12462588511948,13.836872,221.64641,17.40803,,216,9.099843,2.9191823,,,17.338083,-0.3131313,17.40803,29.549412,17.622763,75.92757,1.0261408,-0.031313132,35.1718,8.854232,0.9999999,-1417.3342,0.11,279.6381163597107
4340,-40.256046,31.476994,10.2779,19.03025329411791,13.852597,248.84296,17.40803,,217,9.095224,3.387468,,,17.249168,-0.61616164,17.40803,30.175625,19.897724,73.45987,1.1467417,-0.061616164,31.476994,8.627787,0.9999999,-3437.4397,0.11,281.25153040885925
4360,-15.178509,57.093273,14.636157,18.978201055481374,13.867931,219.4032,17.40803,,218,9.090627,2.3787706,,,17.19528,-0.3939394,17.40803,31.979855,17.343697,92.233864,1.0064367,-0.039393943,57.093273,8.519023,0.9999999,-1839.4214,0.11,282.71608710289
4380,8.8774395,32.329765,10.8840685,19.1058898219969,13.883692,242.21696,17.40803,,219,9.08605,3.1988091,,,17.319498,-0.5959596,17.40803,30.06631,19.182243,75.72098,1.1060135,-0.05959596,33.512135,8.520341,0.9999999,-3239.6775,0.11,284.13220620155334
4400,-2.0295033,38.09246,12.102091,19.013461186649643,13.89891,246.91504,17.40803,,220,9.081494,2.8768632,,,17.231482,-0.45454547,17.40803,31.546333,19.444242,85.827866,1.122341,-0.045454547,38.293488,8.472629,0.9999999,-2194.5083,0.11,285.82123732566833
4420,7.5241966,23.747124,10.477539,19.154327091123598,13.914605,251.20079,17.40803,,221,9.076959,3.3229234,,,17.367714,-0.53535354,17.40803,30.193518,19.715979,75.59632,1.1366552,-0.053535353,32.302277,8.468589,0.9999999,-2742.8987,0.11,287.2234561443329
4440,8.092053,33.057804,11.326481,19.094684248140997,13.92991,252.05899,17.40803,,222,9.072444,3.0738637,,,17.31236,-0.45454547,17.40803,30.99534,19.66886,82.0007,1.1354009,-0.045454547,33.057804,8.467274,0.9999999,-2174.6763,0.11,288.6518018245697
4460,13.636885,26.590496,9.950053,19.152864957766795,13.94532,255.92792,17.40803,,223,9.067949,3.4990826,,,17.366344,-0.53535354,17.40803,29.859554,19.909502,73.14143,1.1476588,-0.053535353,28.435738,8.490791,0.9999999,-2718.2046,0.11,290.0284152030945
4480,10.621909,20.214075,10.669079,19.0887442516597,13.960314,246.97101,17.40803,,224,9.063476,3.2632675,,,17.303888,-0.45454547,17.40803,29.767288,19.09821,75.68212,1.1025492,-0.045454547,29.030478,8.500751,0.9999999,-2155.1458,0.11,291.71897077560425
4500,11.258854,9.192506e-28,9.587764,19.168187264597865,13.975518,258.7416,17.40803,,225,9.059021,3.6313014,,,17.381533,-0.7777778,17.40803,29.526695,19.938932,71.253136,1.1499627,-0.07777778,21.400465,8.513239,0.9999999,-4778.661,0.11,293.13355255126953
4520,6.54297,24.029877,9.252617,19.13918067841157,13.990462,269.74765,17.40803,,226,9.054586,3.7628336,,,17.352873,-0.53535354,17.40803,29.960526,20.707909,71.68737,1.1935737,-0.053535353,25.55733,8.504986,0.9999999,-2681.9788,0.11,294.5501825809479
4540,3.914534,19.329193,9.210932,19.115277896836492,14.005162,259.5089,17.40803,,227,9.050172,3.7798629,,,17.32745,-0.7777778,17.40803,29.031752,19.82082,68.65564,1.143211,-0.07777778,19.715485,8.485416,0.9999999,-4736.721,0.11,295.9513785839081
4560,5.4690256,29.432995,10.041576,19.152995930134345,14.019905,256.68427,17.40803,,228,9.045775,3.4671907,,,17.36645,-0.5959596,17.40803,29.57108,19.529503,74.03235,1.1258082,-0.05959596,29.432995,8.472633,0.9999999,-3111.826,0.11,297.6114447116852
4580,14.002635,3.004286e-16,11.441103,19.140605344840846,14.034457,232.2301,17.40803,,229,9.041399,3.0430684,,,17.352303,-1.0,17.40803,28.874826,17.433723,76.31445,1.0141052,-0.1,29.96809,8.497128,0.9999999,-7143.3193,0.11,299.02555418014526
4600,6.970238,21.496265,8.888363,19.17539564344,14.049041,278.1584,17.40803,,230,9.037042,3.9170384,,,17.388477,-0.67676765,17.40803,29.88904,21.000677,71.01242,1.2093843,-0.06767677,23.239979,8.490335,0.9999999,-3746.5862,0.11,300.4663083553314
4620,15.40394,,13.599203,18.99793029654625,14.062717,204.74161,17.40803,,231,9.032703,2.5601544,,,17.208559,-0.3939394,17.40803,28.87423,15.275025,79.97237,0.8863273,-0.039393943,46.77984,8.520985,0.9999999,-1737.9545,0.11,302.0742630958557
4640,3.1068912,20.119287,8.888808,19.14642687879022,14.076929,269.48254,17.40803,,232,9.028384,3.9168422,,,17.359661,-0.61616164,17.40803,29.045143,20.156336,68.80097,1.1615627,-0.061616164,24.360214,8.496935,0.9999999,-3215.787,0.11,303.48988795280457
4660,-1.449881,25.995132,10.041208,19.102783417957923,14.090835,258.69165,17.40803,,233,9.024083,3.4673176,,,17.316868,-0.45454547,17.40803,29.273872,19.232664,74.60858,1.1102645,-0.045454547,26.541395,8.454768,0.9999999,-2073.2263,0.11,304.91284584999084
4680,13.64519,20.020306,8.549068,19.16671408385819,14.104893,272.86642,17.40803,,234,9.0198,4.0724974,,,17.38055,-0.61616164,17.40803,28.786907,20.237839,67.002235,1.1660959,-0.061616164,22.235462,8.477224,0.9999999,-3188.3374,0.11,306.3878381252289
4700,0.17261,8.583805,8.55629,19.097042429726308,14.118545,273.9309,17.40803,,235,9.015536,4.0690603,,,17.313028,-0.5151515,17.40803,28.77745,20.22116,67.320435,1.1656635,-0.05151515,21.531143,8.442436,0.9999999,-2442.2146,0.11,308.10319995880127
4720,4.786458,1.0709559e-12,8.884829,19.1437261562242,14.13228,268.35315,17.40803,,236,9.01129,3.9185967,,,17.360561,-0.7777778,17.40803,28.600586,19.715757,68.48195,1.1370896,-0.07777778,18.856905,8.427489,0.9999999,-4557.0635,0.11,309.48764634132385
4740,-1.4483232,1.4070835,8.914517,19.117689583062855,14.145793,268.0397,17.40803,,237,9.007061,3.9055462,,,17.334597,-0.5959596,17.40803,28.539192,19.624674,68.63053,1.1309692,-0.05959596,23.924177,8.386238,0.9999999,-2993.9731,0.11,311.0224335193634
4760,13.210757,8.367999e-18,8.767429,19.115770997307276,14.159169,267.05426,17.40803,,238,9.002851,3.971068,,,17.329367,-0.53535354,17.40803,28.233492,19.466063,67.249985,1.1220767,-0.053535353,23.131124,8.406901,0.9999999,-2547.4731,0.11,312.8166615962982
4780,16.122711,2.9544195e-10,8.585038,19.170880723558952,14.172664,270.56146,17.40803,,239,8.998658,4.055434,,,17.383991,-0.7777778,17.40803,28.21276,19.627722,66.71578,1.1320564,-0.07777778,17.683653,8.439546,0.9999999,-4500.022,0.11,314.39954590797424
4800,9.135581,12.909191,8.346005,19.146213862914966,14.185942,282.45312,17.40803,,240,8.994482,4.1715837,,,17.35957,-0.5959596,17.40803,28.77061,20.424604,67.70885,1.176888,-0.05959596,21.72365,8.442851,0.9999999,-2956.452,0.11,315.9165198802948
4820,12.663806,8.2998556e-14,10.843765,19.130936021980297,14.1990385,239.52103,17.40803,,241,8.990324,3.2106984,,,17.342136,-1.0,17.40803,27.931126,17.08736,74.600914,0.99386317,-0.1,27.8888,8.460951,0.9999999,-6793.527,0.11,317.3844380378723
4840,-8.07618,17.785994,8.119478,19.121017554408336,14.211993,283.77435,17.40803,,242,8.986184,4.2879677,,,17.333998,-0.65656567,17.40803,28.483772,20.364294,66.17922,1.1726213,-0.065656565,20.860134,8.392413,0.9999999,-3397.4592,0.11,319.0776596069336
4860,16.27217,5.70963e-13,8.315577,18.979711690038073,14.224254,273.41418,17.40803,,243,8.9820595,4.1868486,,,17.191545,-0.7777778,17.40803,27.823956,19.508379,65.3031,1.1251613,-0.07777778,16.74087,8.425411,0.9999999,-4426.116,0.11,320.5905020236969
4880,12.109952,27.690985,9.883946,19.154694695465672,14.237133,257.8773,17.40803,,244,8.977953,3.5224855,,,17.366491,-0.6969697,17.40803,28.228321,18.344374,73.2089,1.0568742,-0.06969697,28.734076,8.440892,0.9999999,-3698.75,0.11,322.2500081062317
4900,15.251257,0.004923123,14.801876,19.130055819907565,14.249805,184.58499,17.40803,,245,8.973864,2.3521383,,,17.342186,-0.8989899,17.40803,27.812183,13.010306,78.4754,0.75340813,-0.089898996,56.466606,8.468757,0.9999999,-5576.9424,0.11,324.1408574581146
4920,13.486959,25.717443,9.416363,19.127134204831634,14.262372,265.6197,17.40803,,246,8.9697895,3.6974,,,17.341288,-0.6969697,17.40803,28.156477,18.740114,71.839584,1.0797548,-0.06969697,25.917492,8.487977,0.9999999,-3668.5627,0.11,325.64785051345825
4940,17.616766,,9.737425,19.08562112953527,14.274658,257.49026,17.40803,,247,8.965734,3.5754895,,,17.297005,-0.45454547,17.40803,27.795197,18.057772,72.01539,1.0424707,-0.045454547,25.227793,8.525103,0.9999999,-1957.9712,0.11,327.25252866744995
4960,11.61328,20.337286,8.990976,19.143385754543047,14.287087,268.74326,17.40803,,248,8.961693,3.8723335,,,17.357252,-0.6969697,17.40803,27.798912,18.807936,69.400856,1.0836421,-0.06969697,23.637821,8.537574,0.9999999,-3638.9172,0.11,329.254191160202
4980,3.312835,19.998499,7.99733,19.09488608827768,14.299228,289.2276,17.40803,,249,8.957668,4.3534603,,,17.310055,-0.5151515,17.40803,28.143759,20.14643,66.43626,1.1615566,-0.05151515,19.998499,8.516786,0.9999999,-2306.2136,0.11,330.9593322277069
5000,13.445442,9.763676e-12,10.573294,19.135615872492355,14.311424,248.39331,17.40803,,250,8.953661,3.29283,,,17.347996,-0.85858583,17.40803,27.75254,17.179247,75.4346,0.99357325,-0.08585858,26.478785,8.537018,0.9999999,-5061.312,0.11,332.51276111602783
5020,-4.1834745,17.003448,7.9962177,19.137284366468954,14.323542,288.6188,17.40803,,251,8.949669,4.354066,,,17.353037,-0.53535354,17.40803,27.943493,19.947275,66.28719,1.1498758,-0.053535353,21.00153,8.486151,0.9999999,-2416.4722,0.11,335.45441818237305
5040,6.8885164,,11.79785,19.043993698464483,14.335182,230.13895,17.40803,,252,8.945692,2.9510512,,,17.256771,-0.3131313,17.40803,27.481781,15.68393,77.98541,0.9132498,-0.031313132,35.28754,8.480281,0.9999999,-1227.0526,0.11,337.70060873031616
5060,3.8594818,,10.608105,19.10224663851817,14.346973,246.20197,17.40803,,253,8.941731,3.2820244,,,17.318619,-0.8787879,17.40803,27.42258,16.814476,75.015274,0.9731303,-0.087878786,30.372223,8.461507,0.9999999,-5200.071,0.11,339.5533330440521
5080,-58.993465,1.3811302e-31,8.024211,19.00913161056553,14.35831,283.71527,17.40803,,254,8.937787,4.3388762,,,17.226398,-0.7777778,17.40803,27.391449,19.367237,65.389114,1.1169893,-0.07777778,16.308697,8.195674,0.9999999,-4235.342,0.11,341.2592134475708
