LQGmu01,IWFirstEpisode,DenMISEMeanLog,LQGsigma,ReturnMean,target_sum_log_mean,ReturnMin,TimestepsSoFar,ReturnLastEpisode,LQGmu1,MISE,URet,IWLastEpisode,DenMISELogLast,IWMin,DenMISELogFirst,TimeElapsed,Iteration,ReturnAbsMax,Bound,ReturnStepMax,IWMean,ReturnMax,IWMax
-0.0101052355,1.0193188,16.9072,0.11,15.752235,16.915092,,500,15.548094,-0.10071319,15.883283,17.21877158020541,1.0099097,18.690556,,18.622969,3.730121374130249,25,16.388998,15.883283,0.9999893,1.0081228,16.388998,1.0474354
-0.01010794,1.020015,16.907627,0.11,15.7547035,16.915941,,520,15.816408,-0.10073996,15.892576,17.526949429005196,1.0123475,16.910503,,18.62371,3.8731870651245117,26,16.388998,15.892576,0.9999893,1.0085543,16.388998,1.049245
-0.01011088,1.0208286,17.040487,0.11,15.760307,17.048471,,540,15.906008,-0.100769065,15.893144,17.615050937318205,0.9912362,20.48663,,18.624453,4.008432626724243,27,16.388998,15.893144,0.9999893,1.0082368,16.388998,1.0513786
-0.010113653,1.0215473,17.009668,0.11,15.765945,17.01846,,560,15.918191,-0.10079651,15.911943,17.622483574745573,1.0241069,16.169619,,18.625196,4.146510362625122,28,16.388998,15.911943,0.9999893,1.009063,16.388998,1.0532653
-0.010116337,1.0222158,17.080114,0.11,15.7648,17.08952,,580,15.732737,-0.10082309,15.920651,17.433345192297722,1.019766,19.04388,,18.625938,4.2854955196380615,29,16.388998,15.920651,0.9999893,1.0096898,16.388998,1.0550306
-0.0101191765,1.0229648,16.876705,0.11,15.7722,16.885933,,600,15.986782,-0.100851215,15.925406,17.70542262244642,0.99565023,10.968496,,18.626678,4.430315732955933,30,16.388998,15.925406,0.9999893,1.0095236,16.388998,1.0570105
-0.010122201,1.0238022,16.674404,0.11,15.776903,16.683416,,620,15.918,-0.10088115,15.926914,17.635910966138077,0.99328303,10.596198,,18.62742,4.577181339263916,31,16.388998,15.926914,0.9999893,1.0093219,16.388998,1.0592427
-0.010125233,1.0246383,16.624535,0.11,15.7757,16.63389,,640,15.738386,-0.100911155,15.931392,17.427576764875038,1.011286,15.069513,,18.628162,4.7267866134643555,32,16.388998,15.931392,0.9999893,1.0096817,16.388998,1.0614654
-0.010128553,1.025612,16.650051,0.11,15.7644415,16.658943,,660,15.404134,-0.100944035,15.91336,17.07498938799515,0.9834154,17.45718,,18.62891,4.87816858291626,33,16.388998,15.91336,0.9999893,1.0092384,16.388998,1.0640783
-0.010132492,1.0268961,16.708872,0.11,15.763173,16.71671,,680,15.72138,-0.100982994,15.89638,17.415640612226724,0.96064746,18.641006,,18.629663,5.037113189697266,34,16.388998,15.89638,0.9999893,1.0082337,16.388998,1.0675179
-0.010136585,1.0282328,16.768656,0.11,15.760277,16.776615,,700,15.661781,-0.10102353,15.895937,17.344189358131676,1.0006449,18.793367,,18.63043,5.1967127323150635,35,16.388998,15.895937,0.9999893,1.0083841,16.388998,1.0711321
-0.010140152,1.0292708,16.704082,0.11,15.764962,16.713549,,720,15.92895,-0.101058826,15.92567,17.628294387528946,1.055249,14.43588,,18.631214,5.358940362930298,36,16.388998,15.92567,0.9999893,1.0099545,16.388998,1.0739633
-0.010142961,1.0299051,16.614777,0.11,15.782535,16.626785,,740,16.415144,-0.10108663,15.987377,18.162789632607097,1.1025648,13.389988,,18.632006,5.529315948486328,37,16.415144,15.987377,0.9999893,1.0126406,16.415144,1.1025648
-0.0101457285,1.0305142,16.616673,0.11,15.785638,16.629166,,760,15.900497,-0.101114035,15.998465,17.59414437769763,1.0229082,16.674555,,18.632792,5.6939544677734375,38,16.415144,15.998465,0.9999893,1.0131431,16.415144,1.1049247
-0.010148539,1.0311513,16.642721,0.11,15.780488,16.655338,,780,15.584759,-0.10114187,15.995415,17.27110880334931,1.0088451,17.619818,,18.633574,5.8621649742126465,39,16.415144,15.995415,0.9999893,1.0132798,16.415144,1.1073763
-0.010151515,1.0318615,16.7329,0.11,15.770897,16.745136,,800,15.39684,-0.10117131,15.980188,17.07505804607742,0.98761094,20.237015,,18.634354,6.0574164390563965,40,16.415144,15.980188,0.9999893,1.012915,16.415144,1.110152
-0.010155265,1.0329622,16.541162,0.11,15.742615,16.550594,,820,14.611334,-0.10120844,15.914012,16.23022967822403,0.8890843,8.859011,,18.63513,6.243310213088989,41,16.415144,15.914012,0.9999893,1.0103086,16.415144,1.1144364
-0.010158843,1.0339617,16.495483,0.11,15.7408085,16.505772,,840,15.66674,-0.10124386,15.926552,17.34672329664904,1.0369587,14.6126,,18.635914,6.412946701049805,42,16.415144,15.926552,0.9999893,1.0112188,16.415144,1.1183534
-0.010162204,1.0348357,16.500336,0.11,15.739298,16.511684,,860,15.675817,-0.10127713,15.942607,17.377932247070003,1.0484048,16.69318,,18.636703,6.58300256729126,43,16.415144,15.942607,0.9999893,1.0123367,16.415144,1.1218187
-0.010165559,1.0356966,16.49492,0.11,15.737245,16.50665,,880,15.649014,-0.10131033,15.947094,17.338296173418904,1.0187085,16.25004,,18.637495,6.756098985671997,44,16.415144,15.947094,0.9999893,1.0127519,16.415144,1.1252602
-0.0101690935,1.0366373,16.488865,0.11,15.736971,16.500307,,900,15.724907,-0.101345316,15.942959,17.40563856928112,0.98801416,16.209927,,18.638288,6.934619426727295,45,16.415144,15.942959,0.9999893,1.0125026,16.415144,1.1290419
-0.010172398,1.0374542,16.50579,0.11,15.744626,16.518366,,920,16.089088,-0.10137802,15.969878,17.80897882972674,1.0564059,17.255287,,18.639084,7.117133140563965,46,16.415144,15.969878,0.9999893,1.0136974,16.415144,1.1323577
-0.010175579,1.0382005,16.29905,0.11,15.737699,16.312506,,940,15.4190235,-0.101409495,15.977263,17.089982913124057,1.0462275,6.7756023,,18.639881,7.3056535720825195,47,16.415144,15.977263,0.9999893,1.014626,16.415144,1.1354169
-0.010178756,1.0389394,16.300568,0.11,15.724467,16.314402,,960,15.102562,-0.101440966,15.970201,16.739467274709572,1.0224245,16.357544,,18.640676,7.499454498291016,48,16.415144,15.970201,0.9999893,1.0150361,16.415144,1.1384734
-0.010182008,1.0397085,16.319752,0.11,15.715496,16.333624,,980,15.284937,-0.101473145,15.962213,16.922987562566295,1.005445,17.225954,,18.64147,7.689777135848999,49,16.415144,15.962213,0.9999893,1.0151005,16.415144,1.1416711
-0.010185282,1.0404803,16.384476,0.11,15.713314,16.398613,,1000,15.606397,-0.10150555,15.964665,17.276622035203047,1.0171223,19.54115,,18.642263,7.878200054168701,50,16.415144,15.964665,0.9999893,1.0153965,16.415144,1.1449071
-0.010188376,1.0411592,16.256783,0.11,15.713699,16.272068,,1020,15.733008,-0.10153618,15.984121,17.435562996341144,1.0660478,9.857101,,18.643057,8.070929765701294,51,16.415144,15.984121,0.9999893,1.0166086,16.415144,1.1477834
-0.010191504,1.0418485,16.182756,0.11,15.712006,16.198221,,1040,15.62557,-0.10156714,15.985652,17.314361416409447,1.0148172,12.391141,,18.643848,8.265121936798096,52,16.415144,15.985652,0.9999893,1.0168153,16.415144,1.1507285
-0.010194763,1.042596,16.152937,0.11,15.701134,16.16811,,1060,15.135803,-0.10159939,15.970807,16.772392216642995,0.9890842,14.585831,,18.644638,8.539470911026001,53,16.415144,15.970807,0.9999893,1.0165536,16.415144,1.1539319
-0.010197908,1.0432842,16.22772,0.11,15.706455,16.243761,,1080,15.988426,-0.101630524,15.990839,17.703185801269594,1.0539385,20.175026,,18.645426,8.753373146057129,54,16.415144,15.990839,0.9999893,1.0174721,16.415144,1.1569103
-0.01020132,1.0440924,16.18533,0.11,15.706257,16.20034,,1100,15.695619,-0.10166429,15.975463,17.390528901751054,0.9484185,13.879078,,18.646214,8.979620218276978,55,16.415144,15.975463,0.9999893,1.0165027,16.415144,1.1604209
-0.010204784,1.0449152,16.166397,0.11,15.702535,16.181553,,1120,15.497814,-0.10169858,15.974639,17.164882432520457,1.0120926,15.108917,,18.647001,9.202532291412354,56,16.415144,15.974639,0.9999893,1.0166876,16.415144,1.1640209
-0.010207929,1.0455791,16.1505,0.11,15.7060585,16.16742,,1140,15.903423,-0.10172972,16.008266,17.61629775613132,1.1130174,15.243897,,18.647789,9.451255321502686,57,16.415144,16.008266,0.9999893,1.0185791,16.415144,1.1669753
-0.0102109965,1.0462035,16.130823,0.11,15.710761,16.148493,,1160,15.978792,-0.10176007,16.025715,17.680793409271466,1.0523818,14.991027,,18.648573,9.710338830947876,58,16.415144,16.025715,0.9999893,1.0193756,16.415144,1.1697776
-0.010214013,1.0468004,16.131388,0.11,15.702438,16.149729,,1180,15.219677,-0.10178993,16.028221,16.875232477158125,1.0492431,16.145042,,18.649357,9.96987271308899,59,16.415144,16.028221,0.9999893,1.0200918,16.415144,1.1724793
-0.010216835,1.0472976,16.134407,0.11,15.705195,16.154242,,1200,15.867883,-0.101817854,16.056242,17.58231351148338,1.1050638,16.292904,,18.650137,10.25514006614685,60,16.415144,16.056242,0.9999893,1.0216843,16.415144,1.1747906
-0.010220048,1.047981,16.14161,0.11,15.697558,16.1587,,1220,15.239365,-0.10184965,16.010332,16.8701245778171,0.8516808,16.552511,,18.650911,10.501625776290894,61,16.415144,16.010332,0.9999893,1.0191745,16.415144,1.1779048
-0.010223567,1.0487989,16.102926,0.11,15.688094,16.118565,,1240,15.110806,-0.101884484,15.980536,16.765141173793744,0.9179124,13.724335,,18.651684,10.742347002029419,62,16.415144,15.980536,0.9999893,1.0178266,16.415144,1.1816368
-0.010227073,1.0495993,16.167746,0.11,15.682651,16.183817,,1260,15.345047,-0.1019192,15.982647,17.022765378220654,1.0331593,20.169138,,18.652458,10.988357067108154,63,16.415144,15.982647,0.9999893,1.0183166,16.415144,1.1853354
-0.010230551,1.0503784,16.166952,0.11,15.682594,16.18354,,1280,15.679076,-0.101953596,15.991665,17.364160737238954,1.0398533,16.098955,,18.653234,11.342595100402832,64,16.415144,15.991665,0.9999893,1.0188926,16.415144,1.1889617
-0.010234046,1.051156,16.190096,0.11,15.684245,16.206957,,1300,15.789951,-0.10198819,15.998541,17.477706637554487,1.0243413,17.652685,,18.654009,11.59950852394104,65,16.415144,15.998541,0.9999893,1.0192207,16.415144,1.1926185
-0.010237845,1.0520626,16.157856,0.11,15.6847925,16.173481,,1320,15.720317,-0.1020258,15.981427,17.42260053434158,0.9255061,14.043264,,18.654783,11.852200984954834,66,16.415144,15.981427,0.9999893,1.0180923,16.415144,1.1968821
-0.010241531,1.0529058,16.087818,0.11,15.688314,16.104305,,1340,15.920789,-0.10206228,16.000135,17.630005223478207,1.0657368,11.447609,,18.65556,12.090478658676147,67,16.415144,16.000135,0.9999893,1.0190419,16.415144,1.200901
-0.010245549,1.0538843,16.010128,0.11,15.683337,16.02533,,1360,15.349868,-0.10210202,15.977421,16.978226671463673,0.9196421,10.786183,,18.656338,12.343317985534668,68,16.415144,15.977421,0.9999893,1.0178795,16.415144,1.2055886
-0.010249777,1.0549461,16.074322,0.11,15.679079,16.08903,,1380,15.389587,-0.102143876,15.967101,17.052849344004546,0.9699471,20.421883,,18.657118,12.576001405715942,69,16.415144,15.967101,0.9999893,1.0174768,16.415144,1.2106926
-0.010253565,1.0557915,16.021593,0.11,15.678035,16.038328,,1400,15.605842,-0.10218136,16.001356,17.303865555542547,1.1611991,12.366201,,18.657904,12.805206298828125,70,16.415144,16.001356,0.9999893,1.0197351,16.415144,1.2148598
-0.010257412,1.0566518,15.994149,0.11,15.676335,16.010973,,1420,15.557396,-0.102219455,16.00224,17.241420411230326,1.013616,14.053552,,18.65869,13.034197568893433,71,16.415144,16.00224,0.9999893,1.0198966,16.415144,1.2191379
-0.010261188,1.0574744,15.9718895,0.11,15.681512,15.989404,,1440,16.049097,-0.10225682,16.019995,17.755323168003226,1.0595953,14.371961,,18.659475,13.281556606292725,72,16.415144,16.019995,0.9999893,1.0206757,16.415144,1.2232548
-0.010264575,1.0581139,15.95323,0.11,15.685818,15.972918,,1460,15.995897,-0.102290325,16.063175,17.712368668125116,1.1854621,14.589394,,18.660263,13.517491340637207,73,16.415144,16.063175,0.9999893,1.023103,16.415144,1.226549
-0.010268103,1.0588084,15.971706,0.11,15.680033,15.990815,,1480,15.257614,-0.10232525,16.049522,16.924588202047573,0.9683795,17.29773,,18.661047,13.75108003616333,74,16.415144,16.049522,0.9999893,1.022588,16.415144,1.2301395
-0.010271721,1.0595317,15.999933,0.11,15.679333,16.018892,,1500,15.6276245,-0.10236104,16.047447,17.29787487918947,0.9990925,18.0665,,18.66183,13.991320610046387,75,16.415144,16.047447,0.9999893,1.0224975,16.415144,1.2339088
-0.010275559,1.0603384,15.989852,0.11,15.67768,16.00787,,1520,15.553682,-0.10239901,16.032722,17.239055823785606,0.9394856,15.211645,,18.662615,14.22841477394104,76,16.415144,16.032722,0.9999893,1.0216537,16.415144,1.238131
-0.010279645,1.0612447,16.031227,0.11,15.670733,16.048254,,1540,15.1428585,-0.10243947,16.012625,16.794714214134167,0.93412787,19.15437,,18.663397,14.477815389633179,77,16.415144,16.012625,0.9999893,1.0207795,16.415144,1.2428691
-0.010283915,1.0622107,16.041128,0.11,15.668174,16.057673,,1560,15.47101,-0.10248172,16.004326,17.139102515292716,0.97096145,16.783018,,18.664183,14.72351360321045,78,16.415144,16.004326,0.9999893,1.020401,16.415144,1.2479751
-0.0102884,1.0632505,16.108332,0.11,15.665303,16.124311,,1580,15.4414425,-0.1025261,15.994672,17.126720869684917,0.96377295,21.330215,,18.664968,14.970091581344604,79,16.415144,15.994672,0.9999893,1.0199527,16.415144,1.2535169
-0.010293055,1.0643442,16.066965,0.11,15.661768,16.082642,,1600,15.382365,-0.102572165,15.98855,17.043261066220914,0.9844035,12.779188,,18.66576,15.22180700302124,80,16.415144,15.98855,0.9999893,1.0197742,16.415144,1.2593882
-0.010297955,1.0655183,16.022457,0.11,15.661694,16.037577,,1620,15.655737,-0.102620654,15.982169,17.357158315422502,0.96382624,12.442481,,18.666553,15.469473600387573,81,16.415144,15.982169,0.9999893,1.0193595,16.415144,1.2657639
-0.010303143,1.0667871,16.070143,0.11,15.661534,16.084616,,1640,15.648712,-0.102672,15.974644,17.338484063810224,0.9563822,19.913582,,18.667353,15.722694158554077,82,16.415144,15.974644,0.9999893,1.0188751,16.415144,1.2727215
-0.010308496,1.0680963,16.087034,0.11,15.658705,16.101385,,1660,15.426725,-0.10272497,15.972721,17.103003970507487,1.0000439,17.453379,,18.668156,15.977273941040039,83,16.415144,15.972721,0.9999893,1.0189186,16.415144,1.2799981
-0.010314015,1.0694438,16.034616,0.11,15.660545,16.048855,,1680,15.813385,-0.10277958,15.9757185,17.525600322397302,1.001273,11.665384,,18.668966,16.262987852096558,84,16.415144,15.9757185,0.9999893,1.0189773,16.415144,1.2875962
-0.010320159,1.0710094,16.039255,0.11,15.651324,16.05185,,1700,14.876622,-0.10284037,15.946939,16.501056120322676,0.8784262,16.410244,,18.669783,16.684600353240967,85,16.415144,15.946939,0.9999893,1.0176377,16.415144,1.2965161
-0.010327252,1.0729089,16.017666,0.11,15.650341,16.028095,,1720,15.566747,-0.10291057,15.919594,17.238850640409147,0.8403348,14.165241,,18.670609,16.950921773910522,86,16.415144,15.919594,0.9999893,1.0159158,16.415144,1.3074639
-0.010335312,1.0751315,16.013159,0.11,15.647628,16.021992,,1740,15.414339,-0.10299033,15.8995905,17.06553404488923,0.88626355,15.609785,,18.671446,17.22512984275818,87,16.415144,15.8995905,0.9999893,1.0147568,16.415144,1.3204873
-0.010343485,1.077332,16.040207,0.11,15.652334,16.049177,,1760,16.061775,-0.10307118,15.913044,17.780538750753646,1.0371475,18.379017,,18.6723,17.51475954055786,88,16.415144,15.913044,0.9999893,1.01527,16.415144,1.3337116
-0.010351186,1.0792962,16.041893,0.11,15.654501,16.051891,,1780,15.8452425,-0.103147395,15.93874,17.536454747536038,1.1263392,16.175053,,18.673168,17.78295111656189,89,16.415144,15.93874,0.9999893,1.0167257,16.415144,1.3458332
-0.010359529,1.081431,16.06786,0.11,15.655064,16.077026,,1800,15.705108,-0.103229955,15.93317,17.40968873627224,0.9544579,18.362478,,18.67405,18.049749851226807,90,16.415144,15.93317,0.9999893,1.0163013,16.415144,1.3593464
-0.01036765,1.0834296,15.874727,0.11,15.65462,15.884575,,1820,15.614732,-0.1033103,15.950611,17.30638159232714,1.0994452,-1.5231162,,18.674944,18.32478165626526,91,16.415144,15.950611,0.9999893,1.0174149,16.415144,1.3723067
-0.010375034,1.0850985,15.890164,0.11,15.6598215,15.9015,,1840,16.133167,-0.103383355,15.988258,17.85660090617492,1.1862752,17.277672,,18.67585,18.596736907958984,92,16.415144,15.988258,0.9999893,1.0194011,16.415144,1.3835394
-0.010382724,1.0868239,15.933294,0.11,15.659201,15.944337,,1860,15.602175,-0.103459425,15.989152,17.2955946306228,1.0071917,19.88215,,18.676765,18.868393421173096,93,16.415144,15.989152,0.9999893,1.0194709,16.415144,1.3954229
-0.0103905955,1.0885583,15.924436,0.11,15.662652,15.935443,,1880,15.983625,-0.10353732,15.998607,17.70070111814545,1.0348821,15.081453,,18.677689,19.146202087402344,94,16.415144,15.998607,0.9999893,1.0198189,16.415144,1.4076824
-0.010398619,1.0902954,15.971279,0.11,15.661726,15.982358,,1900,15.57465,-0.103616714,16.00551,17.26041068260729,1.0486388,20.355103,,18.67862,19.429073810577393,95,16.415144,16.00551,0.9999893,1.0202936,16.415144,1.4202473
-0.010406705,1.0919874,15.9767885,0.11,15.663554,15.9880905,,1920,15.83714,-0.10369671,16.017984,17.54087846433285,1.0672532,16.48029,,18.67956,19.727783203125,96,16.415144,16.017984,0.9999893,1.0209378,16.415144,1.4329052
-0.010416148,1.0940701,15.97983,0.11,15.657495,15.988466,,1940,15.075775,-0.10379014,15.983392,16.7058810961594,0.8112501,16.250902,,18.680508,20.007221460342407,97,16.415144,15.983392,0.9999893,1.0190061,16.415144,1.4487233
-0.010427865,1.0967926,15.972621,0.11,15.650658,15.977542,,1960,14.987458,-0.10390605,15.939072,16.639498913765486,0.74290097,15.254794,,18.681467,20.289361238479614,98,16.415144,15.939072,0.9999893,1.0164442,16.415144,1.4699202
-0.0104415845,1.1000147,16.025076,0.11,15.645022,16.028059,,1980,15.092752,-0.10404176,15.920958,16.731331113596006,0.90826935,21.149399,,18.682444,20.57553458213806,99,16.415144,15.920958,0.9999893,1.0155404,16.415144,1.4959471
-0.010456514,1.1034273,16.010221,0.11,15.647984,16.012259,,2000,15.941193,-0.104189456,15.928342,17.63873584845664,1.0242075,14.524526,,18.683443,20.86309242248535,100,16.415144,15.928342,0.9999893,1.0157357,16.415144,1.5249662
-0.010471274,1.1065993,15.962788,0.11,15.653749,15.964788,,2020,16.230309,-0.10433548,15.954795,17.941824311558772,1.1336727,11.2039175,,18.684467,21.14884328842163,101,16.415144,15.954795,0.9999893,1.0169299,16.415144,1.5536175
-0.010485571,1.1094482,15.95475,0.11,15.655835,15.956988,,2040,15.866409,-0.1044769,15.981766,17.550187752970754,1.1706,15.126245,,18.685513,21.516867876052856,102,16.415144,15.981766,0.9999893,1.0184231,16.415144,1.5811294
-0.010504466,1.1133274,15.96229,0.11,15.656489,15.960639,,2060,15.72324,-0.10466382,15.953023,17.408546650486045,0.8029312,16.713245,,18.686575,21.900755882263184,103,16.415144,15.953023,0.9999893,1.0164434,16.415144,1.6204984
-0.010525688,1.1174695,15.980026,0.11,15.653285,15.976821,,2080,15.323352,-0.104873724,15.959802,16.99029884224503,1.0781934,17.790882,,18.687664,22.228941202163696,104,16.415144,15.959802,0.9999893,1.0169717,16.415144,1.6662114
-0.010567043,1.1256628,15.892727,0.11,15.650439,15.880849,,2100,15.354532,-0.10528275,15.912573,16.997754655120644,0.6759821,6.7969236,,18.688782,22.60738182067871,105,16.415144,15.912573,0.9999893,1.0137942,16.415144,1.7673696
-0.010605429,1.1319,15.889727,0.11,15.645604,15.870029,,2120,15.137846,-0.10566239,15.871117,16.786778601199934,0.80195624,15.561357,,18.689966,23.015349626541138,106,16.415144,15.871117,0.9999893,1.0111387,16.415144,1.8630773
-0.010589023,1.1274161,15.887121,0.11,15.648386,15.873437,,2140,15.943317,-0.10550013,15.924371,17.662779597749125,1.4232873,15.600053,,18.691198,23.496139764785767,107,16.415144,15.924371,0.9999893,1.0144863,16.415144,1.8015473
-0.010619828,1.1317056,15.867982,0.11,15.65446,15.853212,,2160,16.304306,-0.10580478,15.994789,18.04679824142586,1.48998,13.806108,,18.692377,24.198983430862427,108,16.415144,15.994789,0.9999893,1.0182115,16.415144,1.8759838
-0.010656991,1.1361111,15.854941,0.11,15.6564,15.835717,,2180,15.86599,-0.10617227,16.017979,17.576329370754056,1.1997436,14.428741,,18.693584,24.62785768508911,109,16.415144,16.017979,0.9999893,1.0192864,16.415144,1.9706657
-0.010704503,1.1404577,15.878226,0.11,15.6621275,15.852432,,2200,16.286362,-0.10664208,16.05188,18.01199009695368,1.2662299,18.397516,,18.694822,25.095259428024292,110,16.415144,16.05188,0.9999893,1.0206492,16.415144,2.1000125
-0.010776425,1.1442227,15.91119,0.11,15.664867,15.873357,,2220,15.96619,-0.107353136,16.096169,17.67232588693943,1.4153297,19.51715,,18.696087,25.550851106643677,111,16.415144,16.096169,0.9999893,1.0226841,16.415144,2.3160293
-0.011079592,1.1185379,15.893367,0.11,15.662605,15.756758,,2240,15.411538,-0.110349245,15.900517,17.08968637666266,0.55679727,13.893041,,18.697372,25.99558734893799,112,16.415144,15.900517,0.9999893,1.0077924,16.415144,3.5231602
