ReturnMax,URet,LQGmu1,IWFirstEpisode,ReturnStepMax,TimeElapsed,target_sum_log_mean,Iteration,IWNorm1,ReturnAbsMax,TimestepsSoFar,LQGsigma,IWMax,Bound,IWMin,LQGmu01,ReturnMean,SqrtESSClassic,ReturnMin,MISE,DenMISELogLast,IWNorm2,IWLastEpisode,ExplorationBonus,IWMean,DenMISEMeanLog,DenMISELogFirst,ReturnLastEpisode
17.393232,9.281167295707831,0.27272728,,0.9999931,98.2814679145813,-528.6524,97,100.838875,17.393232,1940,0.11,82.751175,156.82755,,0.02727273,11.33999,1.1927043,,8.766808,14.675501,84.54642,82.751175,148.06075,1.039576,1.2280988,9.3768635,8.448614
17.393232,9.277926506475339,-0.33333334,,0.9999931,99.5036609172821,-3789.9822,98,269.68475,17.393232,1960,0.11,88.52609,145.78587,,-0.033333335,11.310463,1.7849771,,47.35918,11.724375,151.08583,,98.4267,2.7518852,1.3331038,9.366607,8.446388
17.393232,18.378870023338976,-0.3939394,,0.9999931,100.60693335533142,-4427.409,99,130.08855,17.393232,1980,0.11,63.47337,141.69424,,-0.039393943,11.363989,1.4690472,,22.70567,-59.857162,88.55301,,118.98858,1.3140258,0.72507995,9.356455,16.609535
17.393232,19.101296606252397,0.030303031,0.4068778,0.9999931,101.71098852157593,-1041.3394,100,187.77524,17.393232,2000,0.11,97.46938,140.04416,,0.0030303032,11.423522,1.4170218,,17.305304,13.858352,132.514,,122.73886,1.8777524,0.85675395,9.346404,17.317259
17.393232,13.754595489547913,0.05050505,1.4453855e-07,0.9999931,102.66461706161499,-951.01154,101,195.41742,17.393232,2020,0.11,97.38697,139.45789,,0.005050505,11.435165,1.4227486,,17.819752,-59.877163,137.35204,5.9861244e-22,121.63814,1.9348259,0.25870854,9.340514,12.599401
17.393232,9.96642113677376,0.13131313,,0.9999931,103.60493326187134,-691.14386,102,201.28296,17.393232,2040,0.11,100.070694,138.50993,,0.013131313,11.412024,1.4246874,,17.634241,11.914522,141.2822,5.952657e-35,120.87569,1.9733623,0.37655026,9.330663,9.07477
17.393232,9.837941037491973,-0.09090909,,0.9999931,104.6989426612854,-1640.9921,103,96.750824,17.393232,2060,0.11,59.077816,136.69133,,-0.00909091,11.388205,1.4048493,,14.705249,6.636573,68.86919,,121.98608,0.9393284,0.44106463,9.320907,8.958656
17.393232,16.463009008285514,-0.8787879,,0.9999931,105.80018091201782,-11860.642,104,92.04706,17.393232,2080,0.11,46.743584,135.86646,,-0.087878786,11.421472,1.4145248,,15.298643,-8.299346,65.07278,,120.56781,0.8850679,0.35486472,9.311244,14.847958
17.393232,18.73792426616145,-0.13131313,,0.9999931,106.92178058624268,-1874.0776,105,98.53239,17.393232,2100,0.11,52.09628,134.7864,,-0.013131313,11.474189,1.419942,,15.251894,-59.916004,69.39184,,119.534515,0.93840367,-0.2216422,9.301675,16.956831
17.393232,19.02764366536983,-0.01010101,0.08255073,0.9999931,108.02176213264465,-1168.762,106,153.6246,17.393232,2120,0.11,83.25692,133.5439,,-0.001010101,11.528618,1.4389158,,16.14331,-35.146515,106.76413,,117.40059,1.4492887,-0.55323905,9.292196,17.243683
17.393232,14.234369437872997,-0.5151515,,0.9999931,109.14623689651489,-5659.6465,107,72.87219,17.393232,2140,0.11,48.333466,131.82658,,-0.05151515,11.541514,1.4012008,,11.830695,4.5689616,52.006958,,119.99589,0.6810485,-0.50437427,9.283585,12.908612
17.393232,18.70384979907107,0.45454547,,0.9999931,110.25447535514832,-843.32904,108,195.04483,17.393232,2160,0.11,104.33301,128.95958,,0.045454547,11.591386,1.4439852,,13.059428,-59.94416,135.07397,,115.90015,1.8059707,-1.058518,9.274282,16.927608
17.393232,8.731490754054102,-0.8787879,,0.9999931,111.37081241607666,-11569.012,109,66.89958,17.393232,2180,0.11,33.79946,128.3377,,-0.087878786,11.558594,1.4150207,,10.608952,-59.95339,47.278164,,117.72876,0.6137576,-1.5959901,9.265066,8.0170765
17.393232,18.454858790317342,0.01010101,36.36414,0.9999931,112.60301280021667,-1070.2611,110,50.870094,17.393232,2200,0.11,36.36414,126.996506,,0.001010101,11.605123,1.3538393,,4.5080543,-59.962524,37.57469,,122.48845,0.4624554,-2.1307778,9.255933,16.67674
17.393232,18.795444056627787,-0.13131313,,0.9999931,113.96211242675781,-1824.0842,111,71.17201,17.393232,2220,0.11,36.809845,126.23336,,-0.013131313,11.654073,1.4254228,,10.421403,-59.971573,49.930458,,115.81196,0.6411893,-2.657105,9.5325,17.038605
17.393232,17.614158884608514,-0.27272728,,0.9999931,115.12395095825195,-2891.278,112,102.19915,17.393232,2240,0.11,47.7983,124.54898,,-0.02727273,11.691849,1.5084007,,15.597568,0.4524824,67.75332,5.874022e-35,108.951416,0.9124924,-2.6332526,9.523532,15.884927
17.393232,18.56491019877794,0.030303031,0.34387362,0.9999931,116.27812027931213,-967.5282,113,108.12951,17.393232,2260,0.11,55.12196,123.99242,,0.0030303032,11.737006,1.4205883,,8.819294,9.520099,76.11601,,115.17312,0.95689833,-2.5277064,9.514643,16.794737
17.393232,12.43268987237578,0.17171717,,0.9999931,117.40956139564514,-596.3093,114,112.6529,17.393232,2280,0.11,56.387665,123.31224,,0.017171716,11.734084,1.4217052,,8.7354555,-54.510197,79.23788,,114.57678,0.9881833,-2.985555,9.508871,11.40372
17.393232,9.693928491633521,-0.8787879,,0.9999931,118.53660869598389,-11196.662,115,54.02544,17.393232,2300,0.11,27.219564,122.7117,,-0.087878786,11.708789,1.4153306,,8.12037,1.1293911,38.171604,,114.59133,0.46978644,-2.951432,9.500137,8.825177
17.393232,18.55553596597085,-1.0,,0.9999931,119.68943476676941,-13487.698,116,0.000698338,17.393232,2320,0.11,0.0004770041,121.59868,,-0.1,11.752469,1.3280094,,0.000104072846,-60.015633,0.0005258532,,121.59857,6.020155e-06,-3.4483104,9.491479,16.775719
17.393232,19.08280599543418,0.2929293,,0.9999931,120.848224401474,-550.94226,117,39.994255,17.393232,2340,0.11,27.181627,120.65154,,0.02929293,11.799855,1.3648604,,2.8428273,4.956221,29.302816,,117.808716,0.34183124,-3.384987,9.482896,17.296698
17.393232,18.923597173893004,-0.15151516,,0.9999931,122.01905298233032,-1868.1608,118,20.07168,17.393232,2360,0.11,13.579257,119.59703,,-0.015151516,11.845153,1.3705878,,2.7787719,-60.032726,14.644578,,116.81826,0.17009899,-3.8708274,9.474384,17.144955
17.393232,17.736131422365812,0.41414142,,0.9999931,123.19550347328186,-752.38116,119,101.41943,17.393232,2380,0.11,57.473003,118.10687,,0.04141414,11.880127,1.428049,,6.4611773,-60.041164,71.01958,,111.6457,0.85226417,-4.3498464,9.465946,16.007036
17.393232,8.536173153353168,0.21212122,,0.9999931,124.36423945426941,-553.5975,120,123.73267,17.393232,2400,0.11,59.89775,116.93987,,0.021212121,11.846069,1.470337,,8.957947,-60.049534,84.152596,,107.981926,1.0311056,-4.8163652,9.457578,7.7931776
17.393232,9.511205491428935,0.6363636,,0.9999931,125.534432888031,-1729.2577,121,121.373634,17.393232,2420,0.11,60.27394,116.4331,,0.06363636,11.819693,1.4242729,,5.420384,-4.8564715,85.217964,,111.01271,1.0030879,-4.8179474,9.449279,8.65449
17.393232,6.136456280196324,0.1919192,,0.9999931,126.55805706977844,-581.46124,122,76.592476,17.393232,2440,0.11,39.982895,115.96965,,0.019191919,11.76866,1.4253559,,5.496847,-60.066063,53.735683,,110.4728,0.6278072,-5.2722807,9.441049,5.5936813
17.393232,9.411988435135534,-0.15151516,,0.9999931,127.71772575378418,-1918.7373,123,19.20731,17.393232,2460,0.11,12.693863,115.39783,,-0.015151516,11.74252,1.3896836,,2.5508013,-60.074226,13.821355,,112.84702,0.15615699,-5.721473,9.432885,8.553478
17.393232,17.67664556810318,0.5555556,,0.9999931,128.9175455570221,-1271.2957,124,124.50422,17.393232,2480,0.11,61.994675,114.906456,,0.05555556,11.776407,1.4385242,,6.331275,-41.621193,86.549965,,108.57518,1.0040662,-6.017807,9.4247875,15.94461
17.393232,7.3679313083308475,-0.5151515,,0.9999931,130.20789217948914,-5482.1387,125,64.10896,17.393232,2500,0.11,38.894928,114.2154,,-0.05151515,11.736095,1.4772158,,8.907815,-60.090355,43.39851,,105.30759,0.5128717,-6.451802,9.416756,6.7374134
17.393232,18.48451528900677,0.2929293,,0.99999547,131.38287115097046,-554.45953,126,36.54135,17.393232,2520,0.11,23.753963,113.063896,,0.02929293,11.775544,1.4002633,,2.4107924,-60.098324,26.096058,,110.65311,0.29001072,-6.881808,9.408788,16.70664
17.393232,9.778935504724386,0.1919192,,0.99999547,132.58191180229187,-581.44257,127,60.96004,17.393232,2540,0.11,31.347937,112.10824,,0.019191919,11.7533,1.4302518,,4.2025695,-60.106228,42.621895,,107.90567,0.48000032,-7.306608,9.400882,8.950502
17.393232,9.591290221842666,0.57575756,,0.99999547,133.7920663356781,-1368.4165,128,123.82216,17.393232,2560,0.11,60.714355,111.65531,,0.05757576,11.729686,1.4532337,,5.871749,10.666622,85.204575,,105.78356,0.9673606,-7.1706057,9.393039,8.730675
17.393232,6.868066185201339,-0.15151516,,0.99999547,134.91250801086426,-1962.6466,129,18.65451,17.393232,2580,0.11,12.067659,111.21406,,-0.015151516,11.687371,1.406783,,2.36201,-60.121853,13.260404,,108.85205,0.1446086,-7.5826206,9.385257,6.2711797
17.393232,17.356837979826437,0.37373737,,0.99999547,135.93304681777954,-648.4527,130,134.14098,17.393232,2600,0.11,64.41166,110.812225,,0.037373737,11.717742,1.4846605,,8.067443,-60.129578,90.35128,,102.74478,1.0318537,-7.9934177,9.377535,15.635502
17.393232,8.722207958270157,0.5151515,,0.99999547,137.07959055900574,-1070.0372,131,136.29477,17.393232,2620,0.11,65.48798,110.31794,,0.05151515,11.689069,1.4695531,,6.913875,-60.13724,92.74573,,103.40407,1.040418,-8.392592,9.369872,7.96161
17.393232,7.445213023709464,0.030303031,0.40047425,0.99999547,138.22219133377075,-1004.5605,132,88.16708,17.393232,2640,0.11,43.27868,109.67081,,0.0030303032,11.6519575,1.4629805,,6.1963644,-4.6382146,60.265385,,103.47444,0.66793245,-8.365252,9.3622675,6.7902555
17.393232,10.290004395461107,0.45454547,,0.99999547,139.4067566394806,-851.53174,133,130.14597,17.393232,2660,0.11,65.35154,109.19075,,0.045454547,11.634744,1.4769269,,7.079449,-60.15239,88.11944,,102.1113,0.9785411,-8.757745,9.35775,9.362456
17.393232,8.081403081155521,0.6363636,,0.99999547,140.59389066696167,-1700.7577,134,90.04138,17.393232,2680,0.11,44.555275,108.76393,,0.06363636,11.602909,1.4291229,,3.6315274,-60.15988,63.004642,,105.1324,0.67195064,-9.142734,9.350259,7.369004
17.393232,5.957141571986774,0.5555556,,0.99999547,141.8081157207489,-1243.8713,135,90.36653,17.393232,2700,0.11,44.99614,108.277985,,0.05555556,11.557207,1.4385335,,4.2208753,-16.670193,62.81851,4.587295e-34,104.057106,0.66938174,-9.201568,9.342824,5.4331923
17.393232,6.717157960576731,-0.33333334,,0.99999547,143.00615739822388,-3663.8853,136,195.70047,17.393232,2720,0.11,63.276764,107.891014,,-0.033333335,11.517128,1.7941183,,24.764784,1.5283062,109.07891,,83.12623,1.438974,-9.125732,9.3354435,6.106502
17.393232,18.358805276439124,-0.27272728,,0.99999547,144.21188688278198,-3054.4448,137,89.63778,17.393232,2740,0.11,40.960506,107.53976,,-0.02727273,11.554139,1.5420643,,11.17996,-60.182022,58.128433,,96.359795,0.6542904,-9.496983,9.328117,16.587585
17.393232,18.981186239787053,-0.05050505,1.0653936e-20,0.99999547,145.50875854492188,-1423.8472,138,326.86612,17.393232,2760,0.11,100.37593,107.20534,,-0.005050505,11.595071,2.0114272,,33.599083,8.966408,162.50458,,73.606255,2.3685951,-9.366217,9.320845,17.20268
17.393232,16.990869226312878,0.41414142,,0.99999547,146.8786656856537,-728.1749,139,83.94085,17.393232,2780,0.11,45.268936,106.34431,,0.04141414,11.622313,1.449607,,4.578725,-23.313131,57.905937,,101.76558,0.603891,-9.460213,9.313624,15.381721
17.393232,8.4216253551322,0.25252524,,0.99999547,148.29185247421265,-557.6622,140,149.67723,17.393232,2800,0.11,69.6658,105.84028,,0.025252525,11.594136,1.5193877,,9.095848,-60.203686,98.51154,,96.74443,1.069123,-9.825989,9.306457,7.6775994
17.393232,9.275649977616599,-0.45454547,,0.99999547,149.87033700942993,-4976.006,141,48.613163,17.393232,2820,0.11,31.11081,105.40604,,-0.045454547,11.571754,1.4729564,,5.9664884,-7.1821823,33.003803,,99.439545,0.34477422,-9.808055,9.299338,8.438373
17.393232,18.61341830854064,-0.7777778,,0.99999547,152.0188865661621,-9728.009,142,171.9403,17.393232,2840,0.11,58.37462,105.06159,,-0.07777778,11.608829,1.7352102,,20.948746,-60.21787,99.089035,,84.11285,1.2108473,-10.167812,9.292272,16.836092
17.393232,19.161727703361226,0.35353535,,0.99999547,154.15710401535034,-607.0922,143,107.7451,17.393232,2860,0.11,61.45799,104.67897,,0.035353538,11.649148,1.4739,,6.000465,9.370126,73.10204,,98.678505,0.75346226,-10.031034,9.2852545,17.374537
17.393232,11.607280040115768,-0.15151516,,0.99999547,156.24790477752686,-2030.481,144,19.419956,17.393232,2880,0.11,12.318506,104.11213,,-0.015151516,11.642673,1.4222074,,2.2026837,-60.231857,13.654799,,101.90945,0.13486081,-10.382069,9.278285,10.716756
17.393232,17.455010660943174,0.2929293,,0.99999547,158.3283655643463,-555.79126,145,36.733826,17.393232,2900,0.11,22.999859,103.18148,,0.02929293,11.670982,1.4289769,,2.105168,-60.238777,25.70638,,101.07631,0.25333673,-10.73188,9.271365,15.747763
17.393232,9.33617793133186,0.43434343,,0.99999547,159.89153146743774,-773.0673,146,94.24658,17.393232,2920,0.11,47.75103,102.58388,,0.043434344,11.649381,1.4712894,,4.751168,-60.245647,64.05714,,97.83271,0.64552456,-11.076204,9.264492,8.517097
17.393232,8.159466820814382,0.37373737,,0.99999547,161.1983299255371,-633.9391,147,101.77478,17.393232,2940,0.11,48.620655,101.94463,,0.037373737,11.620706,1.4860373,,5.4128723,-4.7530465,68.487366,5.0082945e-15,96.53176,0.69234544,-11.036123,9.257666,7.43414
17.393232,8.529721590589238,-0.15151516,,0.99999547,162.40095567703247,-2048.2732,148,18.723423,17.393232,2960,0.11,11.6629715,101.60474,,-0.015151516,11.594664,1.4362714,,2.0662107,9.623966,13.036131,,99.53853,0.12650962,-10.899188,9.250886,7.766506
17.393232,17.49881941452595,0.030303031,0.4506833,0.99999547,163.4783046245575,-1029.0797,149,76.02913,17.393232,2980,0.11,36.790157,101.183914,,0.0030303032,11.622725,1.4774138,,4.7425613,-60.265987,51.460957,1.3520734e-38,96.44135,0.5102626,-11.236374,9.244152,15.775586
17.393232,10.716774790159622,0.45454547,,0.99999547,164.67536783218384,-830.9466,150,99.22267,17.393232,3000,0.11,49.399555,100.490974,,0.045454547,11.610543,1.4838103,,4.7859883,-8.22945,66.870186,,95.70499,0.6614845,-11.2199135,9.240483,9.79562
17.393232,8.098373123012541,0.61616164,,0.99999547,165.91756653785706,-1542.4613,151,137.5542,17.393232,3020,0.11,73.27755,100.12999,,0.061616164,11.582553,1.4903501,,5.1610107,-60.279324,92.29657,,94.96898,0.91095495,-11.547577,9.233839,7.383894
17.393232,6.305547399720268,-0.15151516,,0.99999547,167.17009115219116,-2077.5894,152,18.127785,17.393232,3040,0.11,11.10322,99.29344,,-0.015151516,11.544177,1.449173,,1.9477876,-10.607798,12.509055,,97.34566,0.11926174,-11.542915,9.227239,5.749464
17.393232,17.433489051816117,0.67676765,,0.99999547,168.50924587249756,-1910.2543,153,4.1480675e-08,17.393232,3060,0.11,2.3489163e-08,98.778305,,0.06767677,11.571432,1.4234798,,1.4644242e-09,-60.29248,2.9140333e-08,,98.778305,2.7111552e-10,-11.867297,9.220681,15.71417
17.393232,5.775785354082693,0.67676765,,0.99999547,169.77527618408203,-1900.4847,154,4.1751747e-08,17.393232,3080,0.11,2.3642661e-08,98.45707,,0.06767677,11.5306225,1.4234799,,1.4644227e-09,-60.298996,2.933076e-08,,98.45707,2.7111524e-10,-12.188261,9.214167,5.2868
17.393232,5.493854592918559,0.67676765,,0.99999547,171.08430004119873,-1888.1101,155,77.5,17.393232,3100,0.11,77.5,142.19873,,0.06767677,11.488488,1.0,,2.4999065,13.232739,77.5,77.5,139.69882,0.5,-12.030684,9.207694,4.999813
17.393232,5.394667481207113,0.7171717,,0.99999547,172.52783703804016,-2157.659,156,9.183191e-08,17.393232,3120,0.11,9.179284e-08,139.19113,,0.07171717,11.446333,1.0004255,,2.8916496e-09,12.489394,9.179285e-08,9.179284e-08,139.19113,5.8866606e-10,-11.877295,9.201262,4.9121695
17.393232,4.848112304443504,0.7171717,,0.99999547,174.40991950035095,-2143.8113,157,157.0,17.393232,3140,0.11,157.0,143.2215,,0.07171717,11.401549,1.0,,4.415331,11.386749,157.0,157.0,138.80617,1.0,-11.735466,9.194873,4.415331
17.393232,4.613920446163958,0.7373737,,0.99999547,175.67508053779602,-2279.5122,158,2115.537,17.393232,3160,0.11,2115.1587,194.60544,,0.073737375,11.355983,1.0001789,,56.26398,8.721323,2115.1587,2115.1587,138.34146,13.389476,-11.607915,9.188524,4.202067
17.393232,4.540223328233436,0.7979798,,0.99999547,177.03121304512024,-2752.1577,159,5.5188896e-19,17.393232,3180,0.11,5.515169e-19,137.83768,,0.079797976,11.310607,1.0006728,,1.4370497e-20,8.672406,5.5151787e-19,5.515169e-19,137.83768,3.4699996e-21,-11.469851,9.182215,4.1413307
17.393232,3.716014773921815,0.7979798,,0.99999547,178.85149788856506,-2734.854,160,159.99992,17.393232,3200,0.11,159.99992,140.88202,,0.079797976,11.261062,1.0,,3.3833237,11.406611,159.99992,159.99992,137.4987,0.9999995,-11.333102,9.175945,3.383325
17.393232,3.3238035504285186,0.8181818,,0.99999547,180.7047085762024,-2891.9697,161,7652.9443,17.393232,3220,0.11,7652.927,281.1243,,0.081818186,11.209941,1.0000023,,144.05359,6.5457907,7652.927,7652.927,137.07071,47.533817,-11.223941,9.169715,3.030549
17.393232,3.252366889729556,0.7777778,,0.99999547,182.60935521125793,-2534.9854,162,7.6583986,17.393232,3240,0.11,7.658398,136.80724,,0.07777778,11.158962,1.0000001,,0.15994354,9.181877,7.658398,3.676142e-09,136.6473,0.047274064,-11.080167,9.163523,2.9513574
17.393232,4.020253426864743,0.8787879,,0.99999547,184.2564160823822,-3415.2837,163,1.04835175e-17,17.393232,3260,0.11,1.0473065e-17,136.0917,,0.087878786,11.1129265,1.0009979,,1.8982173e-19,10.986668,1.0473066e-17,,136.0917,6.4315063e-20,-10.950621,9.157369,3.6550803
17.393232,2.1879977214166524,0.8787879,,0.99999547,186.56742763519287,-3394.3962,164,164.0,17.393232,3280,0.11,164.0,137.8201,,0.087878786,11.057412,1.0,,2.0085616,5.1482987,164.0,164.0,135.81154,1.0,-10.858536,9.151253,2.0085616
17.393232,2.1046285386845747,0.93939394,,0.99999547,187.890722990036,-3989.1829,165,2.9874852e-13,17.393232,3300,0.11,2.986699e-13,135.36374,,0.093939394,11.001968,1.0002632,,3.4568075e-15,15.108707,2.986699e-13,2.986699e-13,135.36374,1.810597e-15,-10.702998,9.145173,1.9091825
17.393232,1.1285668345363864,0.93939394,,0.99999547,189.23981523513794,-3965.073,166,165.99997,17.393232,3320,0.11,165.99997,136.02554,,0.093939394,10.941924,1.0,,1.034617,7.915299,165.99997,165.99997,134.99092,0.9999998,-10.596846,9.139131,1.0346172
17.393232,1.266716814773336,1.0,,0.99999547,190.74420881271362,-4613.3228,167,1.6068636e-18,17.393232,3340,0.11,1.6066787e-18,134.57074,,0.1,10.883347,1.0001144,,9.954001e-21,14.4416065,1.6066797e-18,1.7827468e-23,134.57074,9.620937e-21,-10.448735,9.133125,1.159406
17.393232,0.41338907049081774,0.97979796,,0.99999547,192.0892550945282,-4355.954,168,1837.5161,17.393232,3360,0.11,1837.5161,138.40793,,0.0979798,10.820862,1.0,,4.2229347,5.380461,1837.5161,1837.5161,134.185,10.937596,-10.360449,9.127155,0.38609353
17.393232,0.49028736953450136,0.7979798,,0.99999547,193.43886160850525,-2598.3025,169,82.649864,17.393232,3380,0.11,80.67691,132.27512,,0.079797976,10.759388,1.0242138,,1.6506231,-0.09467529,80.69591,,130.6245,0.48905244,-10.290931,9.12122,0.43172306
17.393232,3.4303562976008912,0.7777778,,0.99999547,194.746328830719,-2427.7847,170,175.03006,17.393232,3400,0.11,169.8357,133.25006,,0.07777778,10.714433,1.0301031,,3.7549253,-24.82113,169.9151,0.00014463418,129.49513,1.0295886,-10.379905,9.11532,3.117125
17.393232,3.974236780763791,0.9191919,,0.99999547,196.03083300590515,-3647.334,171,6.168833,17.393232,3420,0.11,6.03328,130.15424,,0.09191919,10.67288,1.0222133,,0.04173174,9.826236,6.0347805,,130.1125,0.036075044,-10.263344,9.109455,3.6088228
17.393232,1.5811975375415757,0.9191919,,0.99999547,197.29284596443176,-3626.1323,172,177.63763,17.393232,3440,0.11,171.63965,129.70218,,0.09191919,10.619272,1.0343419,,1.4897207,-5.809463,171.73976,171.63965,128.21246,1.032777,-10.243041,9.103624,1.4524267
17.393232,1.5973619686473879,0.7171717,,0.99999547,198.5591733455658,-1976.4978,173,92.78412,17.393232,3460,0.11,86.29332,125.6412,,0.07171717,10.566294,1.0726012,,2.3598802,12.369421,86.50384,,123.28132,0.5363244,-10.113897,9.097827,1.4539117
17.393232,4.660903132682518,0.85858583,,0.99999547,199.86145043373108,-3023.7212,174,0.039675076,17.393232,3480,0.11,0.037284132,124.16008,,0.08585858,10.529831,1.0619489,,0.00045663016,-12.501145,0.037360627,,124.15962,0.00022801767,-10.130809,9.092064,4.2217903
17.393232,2.747261329599988,0.85858583,,0.99999547,201.1851236820221,-3006.4697,175,175.02019,17.393232,3500,0.11,174.98029,133.95804,,0.08585858,10.484026,1.000228,,2.5141037,-9.839436,174.98029,174.98029,131.44394,1.0001154,-10.13484,9.086333,2.5139303
17.393232,2.5645949522256934,0.65656567,,0.99999547,202.4527997970581,-1608.7937,176,6.9181676,17.393232,3520,0.11,6.299212,119.746735,,0.065656565,10.437748,1.096619,,0.1975906,12.219676,6.308634,,119.54914,0.03930777,-10.009552,9.080635,2.3391597
17.393232,5.4837782947424625,0.83838385,,0.99999547,203.74599528312683,-2804.3926,177,37.092144,17.393232,3540,0.11,33.239704,118.32071,,0.08383839,10.406874,1.1099005,,0.5362663,-15.367912,33.419342,,117.78445,0.20956014,-10.04524,9.074969,4.9729233
17.393232,3.1883801879949036,0.8989899,,0.99999547,205.05747056007385,-3320.383,178,74.43722,17.393232,3560,0.11,66.54065,117.64927,,0.089898996,10.364769,1.1155547,,0.7914667,-7.1497164,66.72664,1.4859088e-30,116.8578,0.4181866,-10.033487,9.069335,2.9124243
17.393232,1.7575673040526445,0.959596,,0.99999547,206.33375883102417,-3896.861,179,1.2978001,17.393232,3580,0.11,1.1659684,117.09644,,0.0959596,10.315818,1.110235,,0.0071467566,14.970042,1.1689417,8.0879896e-14,117.089294,0.0072502797,-9.897356,9.063733,1.6024266
17.393232,0.8607657210663487,0.959596,,0.99999547,207.79174208641052,-3875.1382,180,171.79228,17.393232,3600,0.11,170.49487,129.4186,,0.0959596,10.262921,1.007586,,0.75958306,8.166379,170.49887,170.49487,128.65901,0.95440155,-9.802501,9.058162,0.794431
17.393232,0.9310334062001683,0.7979798,,0.99999547,209.32214331626892,-2434.3508,181,86.2461,17.393232,3620,0.11,56.751656,95.986786,,0.079797976,10.21088,1.3691832,,1.5681343,14.212627,62.990917,,94.41865,0.4764978,-9.671609,9.052622,0.84346473
17.393232,3.4386600339213786,0.6969697,,0.99999547,210.63513445854187,-1780.5795,182,0.84014237,17.393232,3640,0.11,0.56204635,95.053535,,0.06969697,10.171898,1.35661,,0.021973012,-4.5358133,0.6192955,,95.03156,0.004616167,-9.646533,9.047112,3.1160355
17.393232,5.081302699571671,0.6969697,,0.99999547,211.97958707809448,-1770.797,183,168.67007,17.393232,3660,0.11,167.82742,132.18457,,0.06969697,10.141554,1.0050141,,4.257954,4.4988003,167.82857,167.82742,127.92662,0.9216944,-9.57466,9.041633,4.618999
17.393232,5.279218356278131,0.6969697,,0.99999547,213.31144881248474,-1761.1016,184,121.02617,17.393232,3680,0.11,88.021194,102.35423,,0.06969697,10.112539,1.2914374,,3.0709062,9.683723,93.71432,32.159836,99.283325,0.6577509,-9.471853,9.036183,4.802709
17.393232,5.254283453520879,1.0,,0.99999547,214.64067125320435,-4213.1035,185,24.220856,17.393232,3700,0.11,15.490881,93.92778,,0.1,10.083731,1.3621421,,0.052701946,15.319398,17.781446,,93.87508,0.13092354,-9.340228,9.030763,4.7830563
17.393232,0.4129808874833182,0.85858583,,0.99999547,215.98216342926025,-2839.6672,186,168.89276,17.393232,3720,0.11,90.56003,92.58858,,0.08585858,10.031644,1.4108362,,2.1975088,-40.413242,119.711105,,90.39107,0.9080256,-9.51197,9.0253725,0.3956114
17.393232,2.331725188093922,-0.21212122,,0.99999547,217.31865167617798,-4661.7075,187,359.53925,17.393232,3740,0.11,102.97146,92.19046,,-0.021212121,9.98932,2.125764,,32.359943,4.910986,169.13414,,59.83052,1.9226698,-9.436173,9.02001,2.1170459
17.393232,17.83835764027729,0.7777778,,0.99999547,218.65158772468567,-2218.718,188,191.90344,17.393232,3760,0.11,93.93943,91.45731,,0.07777778,10.021705,1.4454567,,3.701775,-60.498486,132.76318,,87.75554,1.020763,-9.70454,9.014677,16.077822
17.393232,4.5040064646672455,0.8989899,,0.99999547,220.0815784931183,-3152.7646,189,157.61444,17.393232,3780,0.11,97.89502,90.28288,,0.089898996,9.990626,1.4237661,,1.4264221,-60.503788,110.70248,,88.85646,0.83393884,-9.974194,9.009372,4.147748
17.393232,2.1041914878362924,-0.61616164,,0.99999547,221.37567019462585,-10995.276,190,387.2798,17.393232,3800,0.11,83.456696,89.996086,,-0.061616164,9.948192,2.308611,,35.340942,8.356398,167.75447,,54.655144,2.0383146,-9.879273,9.004095,1.9281609
17.393232,18.272811375159975,-0.27272728,,0.99999547,222.73445057868958,-5462.1157,191,96.78316,17.393232,3820,0.11,43.83693,89.638435,,-0.02727273,9.982463,1.5540576,,8.658995,-60.514317,62.277714,,80.97944,0.5067181,-10.140547,8.998845,16.493757
17.393232,19.041227082122276,0.959596,,0.99999547,224.1320035457611,-3688.8425,192,171.27048,17.393232,3840,0.11,93.396576,89.20578,,0.0959596,10.020373,1.4186698,,0.72953767,-18.055426,120.726105,,88.47624,0.89203376,-10.1845665,8.993624,17.261288
17.393232,1.6947638423986304,-0.3939394,,0.99999547,225.48034191131592,-7191.3433,193,203.21982,17.393232,3860,0.11,73.49872,88.70815,,-0.039393943,9.976873,1.7756634,,18.203249,-60.52473,114.447266,,70.504906,1.0529524,-10.446735,8.988429,1.6249552
17.393232,18.044541468929413,-0.15151516,,0.99999547,226.8530604839325,-4067.1313,194,21.58516,17.393232,3880,0.11,13.206505,88.4509,,-0.015151516,10.009324,1.441339,,1.8162506,-60.5299,14.975768,,86.63464,0.11126371,-10.705347,8.983261,16.272398
17.393232,18.76691433227942,0.7777778,,0.99999547,228.3490080833435,-2180.871,195,134.14777,17.393232,3900,0.11,64.97209,87.83019,,0.07777778,10.045156,1.4594976,,2.493077,-9.402563,91.91366,,85.33711,0.68793726,-10.703225,8.978119,16.996565
17.393232,4.429639043233161,0.959596,,0.99999547,229.7064025402069,-3646.4407,196,121.38559,17.393232,3920,0.11,64.141335,87.550865,,0.0959596,10.014747,1.4272299,,0.5073061,-60.540157,85.04978,,87.04356,0.61931425,-10.959541,8.973004,4.084882
