DenMISELogLast,URet,IWLastEpisode,TimestepsSoFar,MISE,IWMin,IWNorm1,IWNorm2,Bound,ReturnMean,IWFirstEpisode,IWMean,ReturnMax,DenMISEMeanLog,TimeElapsed,SqrtESSClassic,ExplorationBonus,ReturnMin,LQGmu1,Iteration,ReturnAbsMax,target_sum_log_mean,LQGsigma,IWMax,ReturnStepMax,ReturnLastEpisode,DenMISELogFirst,LQGmu01
12.845262,10.303278693899255,1.0042634,20,9.420896,,1.0042634,1.0042634,28.182697,9.380901,1.0042634,1.0042634,9.380901,12.845262,0.04651474952697754,1.0,18.761803,,0.01010101,1,9.380901,12.849516,0.11,1.0042634,0.55877954,9.380901,12.845262,0.001010101
14.755722,10.166394052361602,26.680061,40,123.44896,,26.692335,26.680063,142.20213,9.315305,0.012274523,13.346168,9.380901,13.801557,1.6191644668579102,1.0004599,18.753178,,0.030303031,2,9.380901,13.243401,0.11,26.680061,0.55877954,9.249708,12.847391,0.0030303032
19.903095,10.085677680633932,2.9942307,60,17.828402,,5.803327,4.0932016,31.061474,9.271588,0.018299472,1.9344424,9.380901,16.454817,2.3069396018981934,1.4177965,13.233071,,0.030303031,3,9.380901,15.828861,0.11,2.9942307,0.55877954,9.184156,12.448045,0.0030303032
17.038534,10.15268805296383,1.9556059,80,13.624658,,5.9056783,3.3960993,24.413757,9.266199,0.024251372,1.4764196,9.380901,16.723965,3.179739475250244,1.7389592,10.789099,,0.030303031,4,9.380901,16.298954,0.11,1.9980755,0.55877954,9.2500305,12.166444,0.0030303032
17.106453,10.07552934482122,0.13515884,100,5.0521975,,2.6972106,2.4648163,22.197464,9.248004,2.4600244,0.5394421,9.380901,16.862463,3.9414730072021484,1.0942847,17.145267,,0.01010101,5,9.380901,14.152601,0.11,2.4600244,0.55877954,9.175225,11.949345,0.001010101
