ReturnMax,LQGmu01,TimeElapsed,ReturnAbsMax,target_sum_log_mean,ReturnMin,Bound,IWLastEpisode,URet,Iteration,DenMISEMeanLog,DenMISELogLast,LQGsigma,ReturnMean,LQGmu1,TimestepsSoFar,IWFirstEpisode,IWMax,IWMean,IWMin,MISE,ReturnLastEpisode,DenMISELogFirst,ReturnStepMax
15.763994,0.001,3.3260059356689453,15.763994,-28.29631,,1.4267097e-05,7.62387e-08,12.215480728891594,24,-12.388393,-12.388394,1.0,12.433674,0.01,480,6.119152e-09,1.3444545e-05,1.0906971e-06,,1.4267097e-05,11.095075,-12.388394,0.9995132
15.763994,0.001,3.4846532344818115,15.763994,-28.234922,,1.45151e-05,5.963759e-07,11.48863160326307,25,-12.429215,-12.429215,1.0,12.352189,0.01,500,6.3741106e-09,1.4004722e-05,1.1145515e-06,,1.45151e-05,10.396541,-12.429216,0.9995132
15.763994,0.001,3.643406867980957,15.763994,-28.152138,,1.5199116e-05,1.2230714e-06,16.035712578376604,26,-12.468436,-12.468435,1.0,12.436371,0.01,520,6.6290755e-09,1.4564898e-05,1.1615922e-06,,1.5199116e-05,14.540933,-12.468437,0.9995132
15.763994,0.001,3.818570852279663,15.763994,-28.079752,,1.5776879e-05,1.1319288e-06,15.300674937888774,27,-12.506176,-12.506176,1.0,12.486193,0.01,540,6.8840427e-09,1.5125078e-05,1.2035151e-06,,1.5776879e-05,13.781559,-12.506177,0.9995132
16.297157,0.001,3.9843313694000244,16.297157,-28.053701,,1.5992657e-05,3.7073073e-07,17.974782749484014,28,-12.542543,-12.542544,1.0,12.622298,0.01,560,7.139006e-09,1.5685262e-05,1.2167553e-06,,1.5992657e-05,16.297157,-12.542545,0.9995132
16.297157,0.001,4.1923229694366455,16.297157,-28.013048,,1.626281e-05,6.177977e-07,14.133659359739003,29,-12.577635,-12.577636,1.0,12.62434,0.01,580,7.3939708e-09,1.6245436e-05,1.2380583e-06,,1.626281e-05,12.681522,-12.577637,0.9995132
16.297157,0.001,4.359955310821533,16.297157,-28.008997,,1.6345151e-05,2.3121657e-07,11.727660674155402,30,-12.611537,-12.611538,1.0,12.559668,0.01,600,7.648933e-09,1.6805618e-05,1.2457652e-06,,1.6345151e-05,10.684184,-12.611538,0.9995132
16.297157,0.001,4.528529167175293,16.297157,-28.223576,,1.6345266e-05,2.7433997e-10,14.713187623644883,31,-12.644326,-12.644327,1.0,12.585693,0.01,620,7.903893e-09,1.7365795e-05,1.2457738e-06,,1.6345266e-05,13.3664255,-12.644327,0.9995132
16.297157,0.001,4.702060699462891,16.297157,-28.103666,,1.9491203e-05,8.208021e-06,13.696515553541447,32,-12.676075,-12.676068,1.0,12.575666,0.01,640,8.158865e-09,1.7925984e-05,1.5022742e-06,,1.9491203e-05,12.264834,-12.676076,0.9995132
16.297157,0.001,4.881993055343628,16.297157,-28.04733,,1.993102e-05,1.320278e-06,12.05967357747986,33,-12.706846,-12.706846,1.0,12.5277195,0.01,660,8.413826e-09,1.8486146e-05,1.542282e-06,,1.993102e-05,10.9933815,-12.706848,0.9995132
16.297157,0.001,5.054746389389038,16.297157,-28.072489,,1.9973682e-05,9.5321006e-08,16.844975751384165,34,-12.736699,-12.736701,1.0,12.60686,0.01,680,8.668781e-09,1.904633e-05,1.5450853e-06,,1.9973682e-05,15.218534,-12.736701,0.9995132
16.297157,0.001,5.229252815246582,16.297157,-28.110134,,2.0000853e-05,6.026987e-08,17.432166191565713,35,-12.765687,-12.765688,1.0,12.697562,0.01,700,8.923749e-09,1.9606505e-05,1.5468069e-06,,2.0000853e-05,15.781403,-12.765689,0.9995132
16.297157,0.001,5.43339729309082,16.297157,-28.115091,,2.005787e-05,1.8650636e-07,12.197280797499777,36,-12.793858,-12.7938595,1.0,12.650592,0.01,720,9.178719e-09,2.0166684e-05,1.551987e-06,,2.005787e-05,11.006647,-12.7938595,0.9995132
16.297157,0.001,5.612846851348877,16.297157,-28.220673,,2.0059775e-05,4.5856563e-09,16.990658586731854,37,-12.821258,-12.821259,1.0,12.725276,0.01,740,9.433684e-09,2.0726851e-05,1.5521106e-06,,2.0059775e-05,15.413914,-12.821259,0.9995132
16.297157,0.001,5.790977954864502,16.297157,-28.318064,,2.0061043e-05,5.2052957e-09,10.21099203121593,38,-12.847924,-12.847926,1.0,12.635006,0.01,760,9.688633e-09,2.1287024e-05,1.5522471e-06,,2.0061043e-05,9.295015,-12.847926,0.9995132
16.297157,0.001,5.974039316177368,16.297157,-28.171469,,3.4953486e-05,5.9647722e-05,10.716865990241427,39,-12.873899,-12.873842,1.0,12.560705,0.01,780,9.943623e-09,5.9647722e-05,3.0816757e-06,,3.4953486e-05,9.737263,-12.873902,0.9995132
16.297157,0.001,6.159012079238892,16.297157,-28.090504,,3.664273e-05,5.9412428e-06,12.60569255925827,40,-12.899216,-12.899214,1.0,12.531016,0.01,800,1.0198572e-08,6.117705e-05,3.230204e-06,,3.664273e-05,11.373197,-12.8992195,0.9995132
16.297157,0.001,6.369570732116699,16.297157,-28.219893,,3.664312e-05,1.286206e-09,14.504650226411771,41,-12.923908,-12.923912,1.0,12.54742,0.01,820,1.0453535e-08,6.2706415e-05,3.2302328e-06,,3.664312e-05,13.203549,-12.923912,0.9995132
16.297157,0.001,6.56106972694397,16.297157,-28.128067,,3.9677143e-05,1.1026366e-05,12.76483471189879,42,-12.948007,-12.947999,1.0,12.523836,0.01,840,1.07085185e-08,6.423571e-05,3.4927618e-06,,3.9677143e-05,11.556868,-12.94801,0.9995132
16.297157,0.001,6.750794887542725,16.297157,-28.035116,,4.331695e-05,1.4237072e-05,12.172975689385868,43,-12.971537,-12.971526,1.0,12.488244,0.01,860,1.09634675e-08,6.576504e-05,3.823854e-06,,4.331695e-05,10.993352,-12.97154,0.9995132
16.297157,0.001,6.962082147598267,16.297157,-28.005903,,4.3618387e-05,1.0622591e-06,13.82844392814032,44,-12.994526,-12.994529,1.0,12.4882145,0.01,880,1.1218429e-08,6.729438e-05,3.847994e-06,,4.3618387e-05,12.486958,-12.99453,0.9995132
16.297157,0.001,7.160892963409424,16.297157,-28.069248,,4.3623146e-05,1.7882229e-08,13.163332033561131,45,-13.016999,-13.017003,1.0,12.478285,0.01,900,1.147341e-08,6.88237e-05,3.848388e-06,,4.3623146e-05,12.041399,-13.017003,0.9995132
16.297157,0.001,7.357654571533203,16.297157,-28.057596,,4.3787386e-05,5.0723554e-07,16.428015571692725,46,-13.038978,-13.038981,1.0,12.530873,0.01,920,1.1728346e-08,7.035301e-05,3.859412e-06,,4.3787386e-05,14.897333,-13.038981,0.9995132
16.297157,0.001,7.57809853553772,16.297157,-27.99468,,4.5482506e-05,5.903075e-06,14.979007713589871,47,-13.060485,-13.060482,1.0,12.55142,0.01,940,1.1983323e-08,7.188229e-05,3.9850065e-06,,4.5482506e-05,13.496672,-13.060488,0.9995132
16.297157,0.001,7.784524440765381,16.297157,-27.935984,,4.7225465e-05,5.582548e-06,16.61774926848232,48,-13.081538,-13.081535,1.0,12.602158,0.01,960,1.2238286e-08,7.341155e-05,4.101306e-06,,4.7225465e-05,14.986776,-13.081541,0.9995132
16.297157,0.001,7.993095636367798,16.297157,-27.861124,,5.1015722e-05,1.41524515e-05,14.524882189551404,49,-13.102156,-13.102146,1.0,12.612788,0.01,980,1.249324e-08,7.49409e-05,4.390129e-06,,5.1015722e-05,13.123071,-13.10216,0.9995132
16.297157,0.001,8.204954862594604,16.297157,-27.941717,,5.1017396e-05,7.063118e-09,13.431821056038386,50,-13.122358,-13.122363,1.0,12.601538,0.01,1000,1.27482025e-08,7.6470154e-05,4.3902673e-06,,5.1017396e-05,12.0502205,-13.122363,0.9995132
