ReturnMax,LQGmu01,TimeElapsed,ReturnAbsMax,target_sum_log_mean,ReturnMin,Bound,IWLastEpisode,URet,Iteration,DenMISEMeanLog,DenMISELogLast,LQGsigma,ReturnMean,LQGmu1,TimestepsSoFar,IWFirstEpisode,IWMax,IWMean,IWMin,MISE,ReturnLastEpisode,DenMISELogFirst,ReturnStepMax
14.212496,0.001,0.05972790718078613,14.212496,-31.300238,,3.6236807e-09,2.549644e-10,15.593418754668832,1,-9.2103405,-9.2103405,1.0,14.212496,0.01,20,2.549644e-10,2.549644e-10,2.549644e-10,,3.6236807e-09,14.212496,-9.2103405,0.99494565
14.212496,0.001,0.9700777530670166,14.212496,-30.333458,,1.9681563e-08,3.525682e-09,10.0238642864365,2,-9.903487,-9.903487,1.0,11.660795,0.01,40,5.099281e-10,3.525682e-09,2.017805e-09,,1.9681563e-08,9.109096,-9.903487,0.99494565
14.212496,0.001,0.9947993755340576,14.212496,-28.090744,,7.582102e-06,1.6805882e-06,15.015132329977508,3,-10.308952,-10.308951,1.0,12.27373,0.01,60,7.6489287e-10,1.6805882e-06,5.6221387e-07,,7.582102e-06,13.499597,-10.308952,0.99494565
14.387457,0.001,1.020920991897583,14.387457,-27.677124,,8.057282e-06,1.3211023e-07,15.84123010160815,4,-10.596634,-10.596635,1.0,12.802161,0.01,80,1.0198586e-09,2.2407833e-06,5.9524115e-07,,8.057282e-06,14.387457,-10.596635,0.99494565
14.387457,0.001,1.0494132041931152,14.387457,-27.45824,,8.40686e-06,1.4264225e-07,13.545473914711895,5,-10.8197775,-10.819778,1.0,12.6925125,0.01,100,1.274822e-09,2.8009763e-06,6.237691e-07,,8.40686e-06,12.253919,-10.819778,0.99494565
14.387457,0.001,1.079958438873291,14.387457,-28.725897,,8.40691e-06,3.5479196e-11,10.635293469573131,6,-11.002099,-11.0021,1.0,12.188895,0.01,120,1.5297865e-09,3.3611684e-06,6.237745e-07,,8.40691e-06,9.670804,-11.0021,0.99494565
14.387457,0.001,1.1124260425567627,14.387457,-28.77595,,8.434678e-06,1.6498156e-08,13.030717354830307,7,-11.15625,-11.156251,1.0,12.131154,0.01,140,1.7847531e-09,3.9213605e-06,6.261309e-07,,8.434678e-06,11.784708,-11.156251,0.99494565
14.387457,0.001,1.1531355381011963,14.387457,-28.565601,,8.652444e-06,1.3698553e-07,13.921750443504749,8,-11.289782,-11.289782,1.0,12.204442,0.01,160,2.0397144e-09,4.4815556e-06,6.432542e-07,,8.652444e-06,12.717458,-11.289782,0.99494565
14.387457,0.001,1.2054870128631592,14.387457,-28.1828,,1.0060973e-05,1.1081653e-06,12.735457078712699,9,-11.407564,-11.407564,1.0,12.119441,0.01,180,2.2946776e-09,5.041748e-06,7.6638355e-07,,1.0060973e-05,11.439434,-11.407565,0.99494565
14.387457,0.001,1.3353257179260254,14.387457,-28.207306,,1.0123496e-05,4.507578e-08,15.18742952949956,10,-11.512924,-11.512925,1.0,12.294828,0.01,200,2.5496454e-09,5.6019344e-06,7.7089015e-07,,1.0123496e-05,13.873312,-11.512925,0.99494565
14.387457,0.001,1.462132215499878,14.387457,-27.945885,,1.1393743e-05,1.0964002e-06,14.175280732318155,11,-11.608234,-11.608234,1.0,12.335679,0.01,220,2.8046099e-09,6.1621276e-06,8.705629e-07,,1.1393743e-05,12.744191,-11.608235,0.99494565
15.763994,0.001,1.5929365158081055,15.763994,-27.808685,,1.19907045e-05,4.5442812e-07,17.329145624716976,12,-11.695247,-11.695247,1.0,12.621371,0.01,240,3.0595686e-09,6.7223145e-06,9.0843133e-07,,1.19907045e-05,15.763994,-11.695247,0.9979914
15.763994,0.001,1.7272562980651855,15.763994,-27.879097,,1.2031372e-05,4.3577504e-08,13.539792530475795,13,-11.775289,-11.77529,1.0,12.583705,0.01,260,3.3145362e-09,7.2825082e-06,9.1178356e-07,,1.2031372e-05,12.131697,-11.77529,0.9979914
15.763994,0.001,1.8699243068695068,15.763994,-28.114614,,1.2034531e-05,4.0401793e-09,12.080379036090454,14,-11.849398,-11.849398,1.0,12.468481,0.01,280,3.5695011e-09,7.842695e-06,9.1207164e-07,,1.2034531e-05,10.970573,-11.849398,0.9979914
15.763994,0.001,2.0116775035858154,15.763994,-27.997427,,1.2414466e-05,5.363891e-07,11.717805433887055,15,-11.91839,-11.91839,1.0,12.345572,0.01,300,3.8244643e-09,8.402885e-06,9.478307e-07,,1.2414466e-05,10.624855,-11.91839,0.9979914
15.763994,0.001,2.149052619934082,15.763994,-27.955635,,1.2581037e-05,2.1646672e-07,13.685924891301982,16,-11.982928,-11.982929,1.0,12.343529,0.01,320,4.0794306e-09,8.963065e-06,9.61359e-07,,1.2581037e-05,12.312882,-11.982929,0.9995132
15.763994,0.001,2.291177749633789,15.763994,-27.815918,,1.3644008e-05,1.321311e-06,15.21144632581845,17,-12.043552,-12.043552,1.0,12.421923,0.01,340,4.334397e-09,9.523252e-06,1.0390829e-06,,1.3644008e-05,13.676218,-12.043553,0.9995132
15.763994,0.001,2.4321086406707764,15.763994,-28.018349,,1.3646705e-05,3.9130685e-09,13.834957919352007,18,-12.100711,-12.100712,1.0,12.42157,0.01,360,4.5893573e-09,1.0083443e-05,1.0393003e-06,,1.3646705e-05,12.415565,-12.100712,0.9995132
15.763994,0.001,2.576916456222534,15.763994,-28.047388,,1.3699198e-05,7.428848e-08,14.649905136431528,19,-12.1547785,-12.154779,1.0,12.474457,0.01,380,4.8443236e-09,1.0643628e-05,1.0432099e-06,,1.3699198e-05,13.426414,-12.154779,0.9995132
15.763994,0.001,2.719866991043091,15.763994,-28.101969,,1.3731755e-05,4.427059e-08,16.171543943271875,20,-12.206072,-12.206073,1.0,12.586347,0.01,400,5.0992837e-09,1.120381e-05,1.0454229e-06,,1.3731755e-05,14.712248,-12.206073,0.9995132
15.763994,0.001,2.8656067848205566,15.763994,-28.055426,,1.396886e-05,3.484733e-07,15.873485576176416,21,-12.254863,-12.254863,1.0,12.667415,0.01,420,5.354247e-09,1.17639975e-05,1.0620165e-06,,1.396886e-05,14.28879,-12.254863,0.9995132
15.763994,0.001,3.0171144008636475,15.763994,-28.3472,,1.3968972e-05,2.3459945e-10,12.121865735760785,22,-12.301382,-12.301383,1.0,12.590972,0.01,440,5.6092118e-09,1.2324179e-05,1.062027e-06,,1.3968972e-05,10.985656,-12.301383,0.9995132
15.763994,0.001,3.170529842376709,15.763994,-28.275375,,1.4231853e-05,5.863656e-07,11.322274335825451,23,-12.345833,-12.345834,1.0,12.491875,0.01,460,5.8641816e-09,1.2884356e-05,1.0875203e-06,,1.4231853e-05,10.3117285,-12.345835,0.9995132
